dates,satname,nzd0250-0000,nzd0250-0001,nzd0250-0002,nzd0250-0003,nzd0250-0004,nzd0250-0005,nzd0250-0006,nzd0250-0007,nzd0250-0008,nzd0250-0009,nzd0250-0010,nzd0250-0011,nzd0250-0012,nzd0250-0013,nzd0250-0014,nzd0250-0015
1999-12-25 21:59:16.152000,L7,,,,,218.96,248.95,244.86,240.42,244.20,233.55,233.54,241.31,256.35,260.84,264.46,266.55
2000-02-27 21:58:40.521000,L7,,,,,215.95,249.83,232.52,229.95,231.29,,,,,,,
2000-03-14 21:58:35.291000,L7,,,,182.84,203.57,246.35,244.11,243.79,243.08,232.73,231.02,229.39,,,,
2000-03-14 21:58:59.247000,L7,251.23,240.22,221.59,184.74,211.91,250.71,248.42,246.80,246.36,237.78,233.82,233.22,256.60,261.15,260.92,260.56
2000-03-30 21:58:33.541000,L7,255.21,236.59,219.43,186.51,207.12,250.61,234.48,244.32,243.80,237.78,233.43,,,,,
2000-09-22 21:56:29.431000,L7,,,,,302.39,314.41,296.94,292.92,289.40,267.54,277.71,289.90,305.36,300.93,311.30,305.06
2000-09-22 21:56:53.357000,L7,,,,,322.88,308.20,298.11,290.62,285.36,272.53,275.25,287.75,301.14,298.07,299.59,304.53
2000-11-09 21:56:21.390000,L7,260.02,246.32,229.47,192.00,218.77,260.80,260.75,256.77,256.72,242.31,243.44,250.54,265.91,267.14,272.85,270.19
2000-11-09 21:56:45.337000,L7,268.40,256.35,237.15,198.28,232.14,269.93,279.44,267.37,268.92,250.92,257.29,263.17,274.82,279.89,283.48,281.75
2001-03-17 21:56:16.575000,L7,,311.28,306.29,272.02,266.80,305.00,291.46,290.84,288.44,273.98,270.19,283.67,284.88,295.34,292.71,301.12
2001-03-17 21:56:40.512000,L7,,313.44,324.88,297.41,266.16,305.09,291.41,290.09,288.02,273.03,269.40,283.22,284.77,295.10,292.79,301.46
2001-09-09 21:54:36.880000,L7,261.88,249.33,214.41,193.21,206.09,250.58,255.35,253.73,252.20,234.31,244.53,236.59,,,,
2001-09-09 21:55:00.813000,L7,,,,,193.16,243.69,249.09,245.26,241.45,227.22,234.74,229.39,,,,
2001-09-25 21:54:28.694000,L7,290.29,272.00,253.20,214.08,260.28,292.34,289.05,287.72,284.41,271.72,272.83,290.24,300.85,298.24,305.31,303.35
2001-09-25 21:54:52.649000,L7,,,,,197.50,237.12,245.12,241.71,240.10,223.83,233.00,229.10,,,,
2002-02-16 21:54:54.191000,L7,273.61,261.50,241.61,205.96,239.53,274.52,267.96,269.62,266.69,262.41,255.98,257.36,275.29,283.90,281.88,285.83
2002-02-16 21:55:18.119000,L7,259.42,245.69,228.82,191.36,224.37,260.32,254.02,253.23,253.69,244.06,241.15,242.01,263.15,267.86,272.58,269.09
2002-10-14 21:53:43.769000,L7,311.21,293.73,276.29,237.56,265.17,298.51,298.04,290.90,282.57,277.16,278.72,292.65,305.81,301.05,309.52,307.96
2002-10-14 21:54:07.948000,L7,,,,180.45,204.33,250.68,253.32,246.96,240.94,231.74,239.25,238.75,265.57,272.99,272.39,266.88
2002-12-01 21:54:16.937000,L7,293.27,281.67,258.26,230.22,257.91,295.15,291.82,289.01,285.33,274.26,275.02,290.36,306.42,299.72,308.18,303.97
2002-12-01 21:54:40.891000,L7,295.19,285.19,258.93,236.43,254.28,294.55,291.83,288.58,284.63,275.51,273.79,311.39,329.40,325.90,334.89,355.92
2003-01-18 21:54:30.278000,L7,,,,192.25,235.90,267.59,266.15,262.16,265.09,252.90,256.35,266.86,280.84,282.07,281.06,273.49
2003-10-25 21:44:04.226000,L5,,,,176.41,213.36,249.66,244.65,242.38,241.10,216.63,230.87,238.23,255.95,262.21,266.11,266.82
2004-04-18 21:45:49.558000,L5,,,,174.78,202.62,235.37,232.46,230.00,238.67,229.88,234.16,,,,,
2004-05-20 21:47:08.268000,L5,277.91,258.51,241.97,217.41,230.38,276.49,272.25,274.37,267.62,269.25,258.33,273.98,285.43,286.17,279.33,276.22
2004-07-23 21:48:56.995000,L5,,,,176.90,206.85,236.11,231.76,236.85,235.26,223.11,224.31,,,,,
2004-09-25 21:50:31.000000,L5,,,,172.67,205.99,243.99,247.97,244.66,240.39,226.09,232.60,231.66,,,,
2005-01-31 21:52:45.327000,L5,377.53,332.43,306.31,299.91,313.53,313.31,335.81,345.34,339.36,328.39,326.35,327.85,314.18,308.35,318.68,313.99
2005-03-04 21:52:52.217000,L5,284.00,257.90,240.57,202.50,240.23,277.77,277.35,277.41,278.59,265.92,268.33,284.49,293.49,292.75,286.27,296.72
2005-03-04 21:53:16.048000,L5,358.56,326.21,302.77,281.18,300.62,304.04,326.08,295.39,314.09,335.58,307.27,315.83,310.55,313.54,300.90,311.17
2005-04-21 21:53:10.893000,L5,,,,171.88,205.94,235.77,243.07,244.11,238.02,230.65,227.29,,,,,
2005-04-21 21:53:34.581000,L5,,,,174.23,207.13,239.02,245.45,248.05,240.74,234.45,229.02,,,,,
2005-06-08 21:53:33.007000,L5,,301.31,309.07,310.74,290.48,289.81,296.15,279.56,274.69,288.00,313.99,314.94,316.43,307.81,312.46,321.31
2005-06-08 21:53:56.837000,L5,,299.93,306.98,304.97,289.25,289.30,291.95,274.55,278.37,286.80,310.65,313.60,310.87,302.85,311.20,320.14
2005-08-27 21:54:31.776000,L5,,,,175.91,198.79,236.06,234.82,239.69,236.67,227.21,230.21,224.59,,,,
2005-09-12 21:54:34.182000,L5,286.87,284.41,240.83,226.59,274.48,289.19,280.64,289.78,268.40,265.96,266.47,279.98,289.18,301.36,295.50,296.31
2005-10-30 21:54:03.531000,L5,,,,,,,,,,,,,,245.41,250.82,268.54
2005-10-30 21:54:27.218000,L5,277.42,261.25,256.25,265.27,278.61,303.53,296.32,297.79,283.42,257.45,259.13,276.40,279.72,288.08,292.57,318.69
2006-02-03 21:56:42.865000,L5,274.17,258.70,241.70,204.46,245.87,275.36,275.30,267.72,270.70,257.02,262.57,282.20,291.27,294.72,295.56,300.13
2006-06-27 21:59:12.342000,L5,283.07,257.43,244.38,220.40,234.21,273.60,276.27,271.00,267.88,263.55,248.79,257.49,,,,
2009-11-26 21:56:52.561000,L5,,,,166.50,200.15,241.08,239.32,241.48,239.10,226.64,229.13,,,,,
2009-12-12 21:56:37.955000,L5,305.19,274.17,253.75,262.66,271.69,303.73,293.58,316.40,287.20,293.07,299.07,293.79,303.16,298.79,300.72,304.67
2010-01-13 21:56:49.389000,L5,,,,179.10,207.50,237.81,234.02,235.71,231.46,,,,245.17,252.02,258.34,263.69
2010-01-13 21:57:13.219000,L5,,,,,,,,,,,,,,247.74,251.00,257.98
2010-01-29 21:56:53.427000,L5,,,,175.86,201.80,235.23,230.40,238.20,237.60,225.05,233.45,241.69,249.49,252.30,256.10,260.27
2010-10-28 21:55:51.312000,L5,,,,,,,,,,,221.39,237.12,255.41,262.82,269.73,267.58
2010-12-31 21:56:20.363000,L5,256.63,246.52,234.39,206.85,145.26,,,,,,,228.31,265.22,275.34,273.80,266.68
2011-01-16 21:55:58.174000,L5,,,,186.56,222.78,254.30,251.49,251.85,246.18,241.18,237.27,253.86,260.38,261.33,271.04,270.73
2011-01-16 21:56:21.862000,L5,278.85,270.66,265.51,266.63,293.42,305.08,296.81,296.99,286.22,276.48,302.84,289.70,294.51,298.16,312.03,310.93
2011-02-17 21:56:00.979000,L5,321.17,257.12,230.32,215.00,187.73,,,,,,,,,,,
2013-05-29 22:08:29.376000,L8,280.82,266.37,323.94,319.05,330.02,327.96,273.31,276.14,278.52,261.26,263.31,280.91,286.04,292.40,290.09,
2013-09-02 22:08:04.598000,L8,290.09,270.57,253.16,304.32,321.94,338.07,335.92,332.41,339.83,353.71,331.81,348.30,331.33,338.25,369.02,378.08
2013-09-02 22:08:28.553000,L8,288.92,269.66,252.06,302.51,320.36,335.87,333.46,331.19,337.47,352.45,333.07,347.14,286.29,293.22,293.26,303.00
2013-11-21 22:07:37.752000,L8,285.87,279.38,265.89,212.52,259.20,286.08,283.65,288.41,283.32,278.09,271.84,289.48,296.03,299.52,317.33,305.81
2013-11-21 22:08:01.711000,L8,273.26,258.09,237.44,196.41,239.54,271.93,267.62,269.51,266.60,257.34,261.61,274.45,279.96,284.81,289.45,282.07
2014-01-24 22:07:09.509000,L8,393.72,265.62,248.48,211.98,251.54,307.65,342.30,276.48,278.04,273.77,267.75,285.11,287.49,294.25,294.03,301.38
2014-01-24 22:07:33.459000,L8,272.35,258.59,239.48,201.87,242.67,274.81,271.78,267.68,269.17,253.80,261.32,276.95,280.23,288.62,289.07,284.63
2014-02-09 22:06:57.254000,L8,270.85,239.49,233.21,196.56,230.52,263.59,263.48,259.28,264.72,291.77,266.49,306.29,275.24,275.08,282.43,277.51
2014-02-25 22:06:44.447000,L8,,233.55,218.03,180.50,223.34,250.99,244.64,243.12,240.68,239.32,235.95,245.44,256.27,255.54,239.57,257.89
2014-02-25 22:07:08.406000,L8,257.79,249.08,228.36,191.14,231.27,261.38,256.31,254.03,251.64,248.09,247.57,260.50,268.05,268.07,281.08,267.11
2014-04-30 22:05:46.536000,L8,,,,175.74,199.62,240.32,237.57,235.98,235.21,,,,,,,
2014-04-30 22:06:10.487000,L8,,,,176.65,199.91,239.97,237.60,236.01,235.39,,,,,,,
