dates,satname,nzd0041-0000,nzd0041-0001,nzd0041-0002,nzd0041-0003,nzd0041-0004,nzd0041-0005,nzd0041-0006,nzd0041-0007,nzd0041-0008
1999-09-27 22:04:25.056000,L7,421.69,354.56,,,,,,,
1999-10-04 22:10:38.131000,L7,238.72,322.85,366.77,327.47,328.82,328.48,318.40,318.39,
1999-10-13 22:04:24.936000,L7,,,315.15,308.60,317.66,324.56,315.33,324.09,
1999-11-14 22:04:18.343000,L7,,,319.39,310.57,318.82,321.95,315.37,311.74,
1999-11-21 22:10:24.244000,L7,,,342.54,327.29,330.81,334.98,318.01,312.84,
2000-01-17 22:04:11.868000,L7,377.23,301.25,,315.58,326.86,327.52,320.74,327.72,342.66
2000-04-29 22:09:53.797000,L7,256.07,325.58,347.23,332.84,331.54,336.16,320.35,321.46,335.76
2000-08-03 22:08:44.137000,L7,217.44,386.27,320.60,329.65,338.23,334.88,323.06,323.21,
2001-03-15 22:07:52.114000,L7,237.08,342.47,362.46,387.65,358.96,336.41,321.98,321.10,
2001-03-24 22:01:35.778000,L7,,,315.10,310.21,321.21,326.03,316.49,316.76,338.44
2001-06-19 22:07:05.722000,L7,233.41,,320.50,336.22,335.93,338.64,320.69,327.99,329.90
2001-08-15 22:00:14.727000,L7,389.17,371.45,364.77,385.84,387.62,387.00,395.52,421.89,421.18
2001-10-02 21:59:40.713000,L7,,,,306.37,312.05,317.61,309.45,332.96,333.33
2001-10-18 21:59:42.412000,L7,363.37,369.45,370.71,382.22,391.03,402.95,398.37,395.74,404.82
2001-11-19 21:59:56.393000,L7,,,315.44,310.57,318.91,320.66,314.10,335.79,
2002-01-22 22:00:16.971000,L7,,,312.13,310.61,316.26,317.65,308.20,325.59,
2002-03-27 22:00:13.634000,L7,,,321.82,310.37,320.77,323.60,316.34,319.94,332.14
2002-08-09 22:05:46.029000,L7,219.47,332.62,329.08,326.71,336.83,334.72,321.15,329.43,333.05
2002-10-28 22:05:22.323000,L7,404.82,399.41,378.31,340.56,336.48,337.44,323.48,329.53,332.95
2002-11-13 22:05:30.425000,L7,,,,,370.38,349.25,389.60,387.60,386.23
2002-11-22 21:59:33.639000,L7,308.68,391.24,,,,,,,
2002-12-24 21:59:45.194000,L7,,,316.10,308.94,320.08,320.89,315.69,313.20,
2003-01-09 21:59:45.950000,L7,,307.46,349.93,370.86,387.66,333.59,325.09,336.31,342.23
2003-03-21 22:06:15.912000,L7,,,,334.67,332.88,337.52,324.23,319.90,332.33
2003-04-22 22:06:19.091000,L7,240.56,334.90,336.85,333.47,334.95,333.93,323.17,,
2003-05-08 22:06:20.773000,L7,279.92,337.56,330.11,339.30,334.82,339.23,320.31,320.48,
2004-05-18 21:58:14.785000,L5,375.35,373.72,383.11,366.41,377.19,373.12,372.71,349.90,373.28
2005-04-03 22:04:40.528000,L5,,,,337.87,340.42,314.90,310.56,314.04,329.35
2005-04-19 22:04:43.597000,L5,219.92,333.06,334.56,346.11,349.01,328.26,313.62,313.09,333.08
2006-08-28 22:11:11.674000,L5,,,,,,,,,310.46
2006-12-02 22:12:34.352000,L5,329.94,,324.17,330.28,324.57,313.22,309.95,321.71,361.89
2006-12-11 22:06:28.205000,L5,,,,,,312.56,343.25,358.49,395.34
2007-02-13 22:06:23.395000,L5,165.40,312.17,317.99,320.00,329.10,326.09,331.64,322.18,362.16
2011-01-14 22:07:31.728000,L5,305.37,352.93,349.95,354.81,355.71,342.95,341.69,329.82,348.05
2013-05-11 22:19:31.249000,L8,297.07,,,,,,,,
2013-06-05 22:13:27.306000,L8,301.66,322.11,351.29,333.14,338.63,343.34,357.42,346.68,362.23
