dates,satname,nzd0479-0000,nzd0479-0001,nzd0479-0002,nzd0479-0003,nzd0479-0004,nzd0479-0005,nzd0479-0006,nzd0479-0007,nzd0479-0008,nzd0479-0009,nzd0479-0010,nzd0479-0011,nzd0479-0012,nzd0479-0013,nzd0479-0014,nzd0479-0015,nzd0479-0016,nzd0479-0017,nzd0479-0018,nzd0479-0019,nzd0479-0020,nzd0479-0021,nzd0479-0022,nzd0479-0023,nzd0479-0024,nzd0479-0025,nzd0479-0026,nzd0479-0027,nzd0479-0028,nzd0479-0029,nzd0479-0030,nzd0479-0031,nzd0479-0032,nzd0479-0033,nzd0479-0034,nzd0479-0035,nzd0479-0036,nzd0479-0037,nzd0479-0038,nzd0479-0039,nzd0479-0040,nzd0479-0041,nzd0479-0042,nzd0479-0043,nzd0479-0044,nzd0479-0045,nzd0479-0046,nzd0479-0047,nzd0479-0048,nzd0479-0049,nzd0479-0050,nzd0479-0060,nzd0479-0061,nzd0479-0062,nzd0479-0051,nzd0479-0052,nzd0479-0053,nzd0479-0054,nzd0479-0055,nzd0479-0056,nzd0479-0057,nzd0479-0059,nzd0479-0058
1999-08-26 22:07:08.722000,L7,,,,,,334.77,333.92,328.33,331.34,335.14,329.57,336.14,328.60,327.89,326.04,327.44,340.92,335.51,339.04,315.18,326.21,337.06,334.24,326.85,319.74,312.33,312.59,309.82,280.68,334.76,347.65,343.92,326.80,335.57,333.77,340.02,326.29,327.78,341.10,340.84,328.75,325.61,349.00,354.86,363.88,354.46,357.06,359.20,364.33,360.67,360.68,,,,364.59,,,,,,,,
1999-08-26 22:07:32.686000,L7,,,,,,331.47,332.07,328.14,327.56,332.61,325.62,334.07,324.80,328.13,320.67,325.90,339.60,333.76,335.07,315.76,317.13,336.48,331.24,325.46,318.18,310.89,309.77,309.60,277.37,333.00,347.50,340.37,325.72,331.82,329.71,338.84,326.14,325.41,341.22,339.23,327.12,324.06,346.33,354.23,359.99,352.88,354.45,358.09,359.37,357.59,357.38,,,,361.74,,,,,,,,
1999-10-13 22:07:12.582000,L7,,,,,,,,,,,,,,,,377.30,385.03,379.64,390.50,369.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-30 22:06:59.059000,L7,314.14,314.81,319.57,321.75,320.23,326.16,322.88,325.22,319.45,316.05,324.93,306.25,332.21,322.69,312.35,323.43,306.44,322.12,321.52,300.84,282.34,327.59,321.06,326.64,316.21,307.14,308.76,311.44,263.91,320.41,318.77,320.28,320.32,315.87,320.77,318.79,311.99,311.80,317.30,336.50,343.30,360.65,362.10,319.85,328.27,321.72,350.31,344.14,332.82,339.95,326.03,327.20,365.17,373.62,,,,,,,,,
1999-12-16 22:07:09.748000,L7,313.46,310.93,316.36,315.18,313.71,332.95,313.22,314.86,316.88,315.46,332.71,342.96,324.10,326.73,310.21,320.34,302.23,323.29,316.96,328.67,276.88,314.96,312.63,319.16,318.44,310.23,305.32,306.22,,,,,315.39,311.12,309.87,308.63,328.16,316.54,307.70,307.03,291.76,301.72,307.25,321.43,336.48,353.79,332.18,310.72,319.28,312.66,,293.52,306.17,382.91,,,,,,,,,
1999-12-16 22:07:33.708000,L7,314.57,389.14,394.15,388.45,377.93,412.18,394.82,384.74,404.84,315.07,336.99,341.47,323.92,327.23,316.04,320.39,310.81,326.70,316.56,329.04,276.87,316.58,313.31,319.25,316.68,310.23,303.30,304.93,,,,334.64,313.93,311.49,310.09,340.50,326.18,311.58,307.17,306.53,290.33,302.54,306.62,320.78,337.96,353.73,347.94,313.22,320.32,312.82,,291.38,305.76,382.37,,,,,,,,,
2000-03-21 22:06:49.022000,L7,422.27,377.67,377.49,372.34,372.35,381.64,366.84,368.00,367.47,375.52,382.79,382.70,,414.72,306.51,292.48,374.35,,,380.65,365.70,350.65,361.31,352.62,354.85,,380.07,350.67,355.11,362.58,364.60,365.69,372.35,362.69,359.50,361.86,366.58,356.77,354.97,352.09,352.94,348.18,,,,,,,,,,,,,,,,,,,,,
2000-05-08 22:06:20.956000,L7,326.85,337.63,349.19,335.62,352.09,353.24,353.82,348.75,349.26,348.54,344.65,352.83,346.29,351.66,350.20,344.38,351.42,350.32,346.88,324.35,337.68,343.48,344.41,331.92,332.28,325.30,320.60,335.53,,347.17,344.30,342.88,345.57,344.80,340.18,333.05,327.62,324.22,334.05,344.25,332.54,333.01,355.55,357.17,361.53,352.46,358.59,359.35,360.26,359.74,356.96,343.06,366.51,369.10,,,,,,,,,
2000-05-08 22:06:44.900000,L7,328.69,338.79,352.24,336.78,354.58,353.63,354.06,348.81,350.30,348.92,344.21,351.80,347.52,352.54,350.94,343.86,351.10,351.36,345.87,333.18,338.12,343.69,344.02,332.24,331.57,326.11,320.41,335.27,,346.01,343.90,342.31,344.37,345.12,337.74,332.62,326.84,363.18,336.39,345.04,333.77,331.64,354.52,356.55,361.74,352.47,359.16,358.56,361.17,357.94,356.49,342.15,365.32,368.69,,,,,,,,,
2000-05-31 22:12:18.480000,L7,,,,,,,,,,,,,,,,,,,,359.94,336.54,339.85,325.10,326.97,316.47,317.82,326.22,319.38,316.51,331.58,329.96,335.21,329.03,333.85,334.68,331.42,318.04,311.34,313.26,316.21,311.21,309.10,324.60,388.11,,,,,,400.56,371.34,,,,319.67,353.02,339.11,324.83,327.49,,,,
2000-06-25 22:05:55.844000,L7,,,,343.12,368.26,360.98,347.11,348.78,346.25,372.12,346.07,355.60,365.28,359.34,354.54,388.04,361.48,348.07,348.23,358.35,373.35,364.05,366.29,328.60,334.17,336.39,324.94,345.17,270.27,356.97,368.84,352.97,341.92,345.97,338.42,334.98,334.76,365.42,371.82,356.96,339.03,343.55,369.14,366.92,370.16,355.09,364.04,360.26,354.76,367.66,370.57,347.91,371.30,377.80,337.33,,,,,,,,
2000-06-25 22:06:19.852000,L7,,,,338.41,353.90,356.58,344.20,346.64,344.02,350.38,343.83,356.45,350.85,366.08,357.59,349.44,351.40,345.12,347.79,315.03,370.34,355.73,365.08,325.67,333.06,333.87,323.75,345.14,264.31,349.54,349.49,347.91,339.67,341.17,336.99,336.68,334.02,343.11,371.76,354.66,336.44,343.72,367.62,365.13,370.44,355.56,363.24,359.07,352.36,366.86,369.83,343.22,370.54,376.95,,,,,,,,,
