dates,nzd0414-0000,nzd0414-0001,nzd0414-0002,nzd0414-0003,nzd0414-0004,nzd0414-0005,nzd0414-0006,nzd0414-0007,nzd0414-0008,nzd0414-0009,nzd0414-0010,nzd0414-0011,nzd0414-0012,nzd0414-0013,nzd0414-0014,nzd0414-0015,nzd0414-0016,nzd0414-0017,nzd0414-0018,nzd0414-0019,nzd0414-0020,nzd0414-0021,nzd0414-0022,nzd0414-0023,nzd0414-0024,nzd0414-0025,nzd0414-0026,nzd0414-0027,nzd0414-0028,nzd0414-0029,nzd0414-0030,nzd0414-0031,nzd0414-0032,nzd0414-0033,nzd0414-0034,nzd0414-0035,nzd0414-0036,nzd0414-0037,nzd0414-0038,nzd0414-0039,nzd0414-0040,nzd0414-0041,nzd0414-0042,nzd0414-0043,nzd0414-0044,nzd0414-0045,nzd0414-0046,nzd0414-0047,nzd0414-0048,nzd0414-0049,nzd0414-0050,nzd0414-0051,nzd0414-0052,nzd0414-0053,nzd0414-0054
2015-10-08 22:20:00+00:00,197.585,188.07999999999998,185.57999999999998,,,170.35,212.04,229.95000000000005,226.19,220.79000000000005,218.13000000000002,226.39666666666668,224.76,228.23000000000002,232.32000000000002,223.04999999999995,210.0533333333333,206.56333333333336,205.5666666666667,205.475,207.33,206.495,209.1,211.10250000000002,214.69750000000002,226.2275,236.135,239.3575,238.64499999999998,242.245,239.27500000000003,241.82,246.995,239.15,244.865,253.0025,261.79999999999995,270.745,274.735,284.0425,282.39000000000004,277.97,270.8475,265.40000000000003,262.6766666666667,263.50666666666666,251.665,251.25,249.9375,249.6025,251.695,254.41499999999996,258.58,264.02,283.31
2015-12-27 22:20:07+00:00,196.58,188.77,182.5,,,169.90499999999997,206.69333333333336,221.115,216.92000000000002,216.36999999999998,207.2733333333333,218.68999999999997,216.73333333333335,230.08000000000004,233.04000000000002,222.58499999999998,209.35500000000002,206.555,205.18,204.90666666666667,206.84,205.53666666666666,203.28,206.39749999999998,209.00000000000003,221.9475,232.8,236.34,232.595,231.24,221.735,219.33,246.39,223.555,237.275,252.3066666666667,258.525,267.77,266.125,280.65250000000003,279.1175,275.5125,268.4625,260.7633333333333,257.5,259.15,247.2575,249.69333333333336,248.86,248.25666666666666,249.89,253.46,257.51,260.82,
2016-02-13 22:19:56+00:00,196.58,188.77,182.5,,,169.17,205.32333333333335,215.65500000000003,212.39,212.22,201.87333333333333,212.39,212.53,219.29500000000002,226.215,218.64999999999998,205.51,201.125,199.125,200.91666666666666,205.04,202.34,200.68,204.6075,205.98250000000002,218.565,231.5925,235.08999999999997,232.10999999999999,232.28,224.96,223.1833333333333,241.14999999999998,227.35666666666668,236.095,249.60666666666668,256.0625,267.1775,265.87750000000005,279.3675,277.62,273.98,267.525,259.3375,258.5125,258.9375,247.04,246.4766666666667,247.36333333333334,245.35000000000002,244.43,253.46,255.305,258.80499999999995,
2016-02-29 22:19:53+00:00,196.58,188.77,182.5,,,169.17,204.645,215.97000000000003,214.14,211.8525,201.59,212.675,211.66,217.53666666666666,225.27666666666667,214.17,200.29666666666665,198.33666666666667,195.08666666666667,200.6225,201.82,201.24,199.60999999999999,203.19199999999998,204.61200000000002,217.772,231.648,234.048,231.3475,232.0075,220.9525,223.8925,239.04333333333332,226.1275,236.095,247.97,255.392,266.29,264.846,278.396,277.19,273.19,266.446,259.408,257.318,257.876,245.78400000000002,244.64249999999998,246.025,245.35000000000002,244.43,253.46,255.305,258.80499999999995,
2016-03-16 22:19:48+00:00,233.6,242.41,,,265.95,,202.38333333333335,215.97000000000003,214.14,209.14333333333335,196.97333333333336,209.9466666666667,221.1725,214.89,222.68,210.47,195.94,195.16,191.165,198.31000000000003,199.37333333333333,199.61333333333334,206.03400000000002,208.762,211.32000000000002,222.842,236.304,239.68599999999998,237.1175,236.8175,228.0075,228.46249999999998,246.48333333333335,221.78666666666666,242.54500000000002,253.90249999999997,260.146,271.074,269.11,282.384,282.858,278.478,271.63599999999997,264.162,262.248,263.714,243.42000000000002,242.27666666666664,251.695,252.51333333333332,260.12,278.62,267.805,276.7,304.39
2016-04-17 22:19:33+00:00,233.6,242.41,,,265.95,167.37,203.65250000000003,217.34250000000003,216.525,211.19,201.87500000000003,214.14999999999998,222.52200000000002,217.34,225.42,213.57333333333335,200.90333333333334,197.58,193.09333333333333,200.28,200.0666666666667,199.36,206.458,209.52799999999996,210.98600000000002,223.192,236.83200000000002,240.99200000000002,237.1175,237.586,229.67799999999997,230.98799999999997,244.415,221.77,242.785,254.32,260.54,271.196,273.04,282.504,283.476,278.384,271.538,264.934,263.325,264.1,242.35999999999999,244.91666666666666,251.305,253.01999999999998,260.12,278.62,267.805,276.7,304.39
2016-09-08 22:20:12+00:00,233.6,242.41,,214.21,239.97,187.715,222.16500000000002,221.46,223.68,217.33,232.775,226.76,251.73333333333335,247.77,253.26999999999998,244.4,235.60500000000002,224.57999999999998,219.26999999999998,222.31,224.35,221.325,229.67333333333332,232.9,236.93666666666664,245.0433333333333,254.87666666666667,260.64000000000004,263.385,256.34999999999997,255.9766666666667,255.0733333333333,257.41,243.695,261.21666666666664,267.51,276.08666666666664,284.17333333333335,293.7366666666667,296.3733333333333,300.96000000000004,293.45,287.9633333333333,282.01,289.1,281.2866666666667,259.49,265.61,264.28999999999996,263.7033333333333,278.2,278.155,282.09000000000003,292.145,303.81
2017-02-15 22:19:55+00:00,224.27,218.33,215.74,212.13,208.22500000000002,208.06,236.87,247.96,253.38,,243.45499999999998,251.15,262.305,268.92,275.64,269.02,254.86,239.19,234.675,234.79500000000002,245.14499999999998,237.55,246.57,243.075,242.51,253.035,263.605,265.18000000000006,260.82,262.345,257.845,258.92999999999995,262.05500000000006,260.36,265.33,269.74,278.48,286.07,298.515,301.21,306.155,296.95500000000004,293.31,285.46500000000003,285.08000000000004,282.445,273.69000000000005,274.48,269.845,275.16999999999996,273.685,276.595,282.84000000000003,289.06999999999994,304.3
2017-04-20 22:19:23+00:00,212.985,205.875,205.615,200.10500000000002,195.42000000000002,172.45,216.52,238.27500000000003,241.44,,229.26,245.44,250.735,252.495,246.15,238.43,235.035,221.32,219.105,220.20499999999998,229.44,223.01999999999998,232.73000000000002,226.765,225.055,237.015,250.90500000000003,250.985,247.885,251.31500000000003,246.14,248.19,252.61,249.67000000000002,255.64499999999998,259.045,266.81,276.11,287.92499999999995,292.335,294.5,288.08000000000004,281.44,275.56,274.565,272.715,264.15,263.43499999999995,260.63,265.03999999999996,272.24,275.5,284.01,290.46,305.37
2017-06-07 22:19:38+00:00,212.985,205.875,201.92,196.54,193.93666666666664,171.04,216.52,238.27500000000003,241.44,,229.26,245.44,250.735,252.495,246.15,238.43,235.035,221.32,219.105,220.20499999999998,223.34,219.45000000000002,227.64333333333335,222.83,222.87333333333333,234.38,248.10333333333335,240.9466666666667,245.45000000000002,249.9666666666667,244.0533333333333,247.25,249.74,247.0666666666667,253.42333333333332,256.98333333333335,265.93666666666667,276.11,287.92499999999995,288.95,291.97,285.3833333333334,278.5733333333333,273.2866666666667,271.27,270.3733333333333,261.09666666666664,260.49333333333334,258.45,261.89,272.24,275.5,284.01,290.46,305.37
2017-07-09 22:19:47+00:00,212.985,205.875,201.92,196.54,193.93666666666664,171.04,216.52,238.27500000000003,241.44,,229.26,245.44,250.735,252.495,246.15,238.43,235.035,221.32,219.105,220.20499999999998,223.34,217.01999999999998,224.82999999999998,221.405,221.745,232.215,237.32500000000002,234.6775,239.9675,239.63250000000002,238.1,239.96,238.755,239.82750000000001,245.24,256.98333333333335,265.095,272.4633333333333,287.92499999999995,287.525,289.44,283.845,277.0,272.2,269.6025,269.3975,253.135,258.745,255.9,260.1575,272.24,275.5,284.01,290.46,305.37
2017-11-30 22:20:08+00:00,224.06,223.16,204.4,202.14499999999998,203.1,189.485,,257.84,257.01,252.94,243.4,256.91,271.38,269.69,274.91,263.06,,,,,211.14,211.01999999999998,225.77666666666664,222.85000000000002,224.03666666666666,232.90333333333334,234.99333333333334,218.37,239.32000000000002,238.36333333333334,238.42999999999998,239.39333333333335,236.04999999999998,239.2966666666667,244.20333333333335,260.58000000000004,266.7366666666667,274.935,294.35,289.44666666666666,291.2766666666667,286.2733333333333,278.92333333333335,275.48,271.51,273.18333333333334,242.11999999999998,264.61333333333334,257.21000000000004,261.2966666666667,277.09,274.82,279.07,281.99,298.31
2018-01-17 22:20:01+00:00,209.365,205.495,197.3,197.62,198.08499999999998,209.34,,241.27500000000003,238.98,235.41,227.54000000000002,242.58,251.625,252.08499999999998,255.34000000000003,244.82,212.79,203.53,,199.95,202.34,,243.47,236.46,235.24,243.88,257.49,,253.86,259.19,255.17,254.72,258.35,257.92,262.94,251.255,262.025,268.61,275.275,287.405,290.945,286.3,277.94,271.295,269.11,269.69,235.08,262.42,251.51500000000001,251.14999999999998,277.09,274.82,279.07,281.99,298.31
2018-03-06 22:19:38+00:00,209.365,205.495,197.3,197.62,198.08499999999998,201.64499999999998,,241.99,240.26,236.38,229.65,243.37333333333333,251.20333333333335,254.36666666666667,257.48,246.90333333333334,229.36,219.81,236.27,216.23,218.385,229.99,240.22,235.885,238.46,246.035,259.435,,254.55,258.58000000000004,255.435,255.17000000000002,260.92,260.58500000000004,264.635,257.23,267.15333333333336,274.62333333333333,282.4633333333333,291.54333333333335,293.99333333333334,290.99666666666667,281.13666666666666,274.21666666666664,271.95,271.94666666666666,252.575,264.05333333333334,256.02333333333337,256.37666666666667,272.02,273.645,277.595,280.29499999999996,300.365
2018-06-26 22:19:00+00:00,196.58499999999998,187.435,174.025,180.36,180.94,181.31,181.08,226.16666666666666,227.66,224.23000000000002,220.96333333333337,233.32333333333335,238.81333333333336,246.14333333333335,249.70000000000002,238.75,231.13,216.22333333333336,225.53,215.55999999999997,216.34,222.625,228.1,226.585,241.68,240.475,253.68,215.34,255.24,257.97,255.7,255.62,263.49,263.25,248.51,253.69333333333336,263.35999999999996,269.58500000000004,276.52,285.86,288.45500000000004,283.84,274.82666666666665,266.945,265.3,264.22499999999997,252.575,254.04999999999998,249.63333333333335,250.3066666666667,266.95,272.47,276.12,278.6,302.42
2018-08-29 22:19:32+00:00,196.685,187.04,167.72,177.47,181.32,178.79666666666665,187.425,225.42333333333332,228.96333333333334,227.40500000000003,225.60500000000002,235.86,242.28500000000003,251.97500000000002,252.12,242.82666666666668,236.5666666666667,220.44000000000003,223.47333333333336,222.13666666666666,222.18999999999997,221.33666666666667,225.92666666666665,224.29333333333332,231.815,236.68999999999997,249.1833333333333,231.53000000000003,248.71,252.495,249.575,248.2,256.025,254.55000000000007,248.70666666666668,259.78333333333336,266.46333333333337,280.025,289.335,288.46500000000003,290.1,284.23333333333335,279.04,276.245,273.56,270.17999999999995,261.045,259.53000000000003,256.79333333333335,249.90333333333334,266.95,272.47,276.12,278.6,302.42
2018-11-01 22:19:54+00:00,196.685,197.28,167.72,199.23000000000002,184.565,175.68999999999997,196.59666666666666,223.79000000000005,228.16333333333333,226.625,226.88,237.14499999999998,243.86,253.555,253.11666666666667,245.1966666666667,239.91666666666666,222.90333333333334,224.02666666666667,222.92999999999998,223.40666666666667,222.25333333333333,226.7733333333333,223.62666666666667,231.865,236.95333333333335,248.20000000000002,241.6166666666667,248.06,253.11,249.51999999999998,248.14,254.15,251.59500000000003,247.34333333333333,259.00333333333333,265.67,279.29499999999996,289.21500000000003,288.82,289.39,282.18333333333334,279.43333333333334,278.32500000000005,274.85,271.225,252.02,259.2633333333333,256.61999999999995,249.97000000000003,266.47,274.68,279.55,282.01,298.66
2019-02-05 22:19:45+00:00,194.87,207.52,,199.23000000000002,184.565,179.2,196.26,223.94000000000003,225.33,220.67000000000002,216.615,227.29500000000002,233.745,240.61,244.30000000000004,239.21666666666667,229.17666666666665,218.51999999999998,217.76666666666665,217.69999999999996,219.91,217.5533333333333,220.88666666666666,217.88666666666666,223.29999999999998,231.0533333333333,242.66666666666666,247.49666666666667,241.38333333333333,245.87333333333333,242.39333333333332,248.14,254.15,251.59500000000003,255.67,259.65999999999997,258.1433333333334,265.8,289.21500000000003,277.62666666666667,283.67333333333335,271.80333333333334,269.59,268.9533333333333,267.12333333333333,262.74666666666667,245.39000000000004,253.97333333333333,252.62666666666664,247.39000000000004,266.47,274.68,279.55,282.01,298.66
2019-05-12 22:19:32+00:00,,,,,,,180.515,208.44500000000002,211.305,210.305,207.565,222.335,229.82,233.79500000000002,240.61000000000004,231.655,218.55,209.32999999999998,207.615,205.59,207.175,206.02499999999998,210.43,209.45499999999998,211.265,223.10500000000002,218.555,218.88500000000002,228.03,231.4,228.14,,,,243.09,253.51,248.55,251.72,,255.24,274.92,259.56,256.775,250.21,251.67,245.79,238.76,243.63500000000002,239.52999999999997,,,,,,
2019-06-29 22:19:53+00:00,,,,,,,181.83666666666667,209.49333333333334,213.49333333333334,212.74,211.32000000000002,226.51333333333332,234.62,237.03,244.49,235.47333333333336,223.46,209.90333333333334,210.54333333333332,207.79333333333332,208.78666666666666,208.41,210.43,212.61333333333334,213.39666666666668,225.82333333333335,227.68999999999997,227.58666666666667,228.03,231.4,228.14,,,,248.95000000000005,255.865,253.71333333333337,251.72,,255.24,276.6566666666667,264.91,262.2366666666667,250.21,251.67,245.79,238.76,243.63500000000002,239.52999999999997,,,,,,
2019-07-31 22:20:02+00:00,,,,,,167.29,183.4175,213.90750000000003,214.695,213.47500000000002,212.60750000000002,226.8025,234.0775,238.26,245.24,234.385,224.915,208.095,209.9625,208.33249999999998,208.95499999999998,208.47,212.31333333333336,212.94,213.175,226.84,229.45499999999998,227.58666666666667,228.03,231.4,228.14,,,,248.95000000000005,255.865,253.71333333333337,251.72,,255.24,276.9425,266.62,262.2366666666667,250.21,251.67,245.79,238.76,243.63500000000002,239.52999999999997,,,,,,
2019-09-17 22:20:17+00:00,,,,,,167.29,184.38,214.58750000000003,215.2225,214.6925,214.35500000000002,227.65,234.92,239.74,247.20750000000004,237.395,228.3025,210.91,212.79500000000002,210.9475,211.4325,210.41750000000002,214.25333333333333,215.7875,215.865,229.73999999999998,231.3425,230.36,231.72,242.56,235.96,234.84,243.93,238.64,247.20000000000002,254.75333333333333,260.2766666666667,266.58,,278.1,279.1575,273.97249999999997,271.03666666666663,262.74,256.89,260.26,244.66,246.62500000000003,241.52999999999997,248.17,,,,,
2019-12-22 22:20:15+00:00,208.02,,,222.68,224.02,167.29,185.52,225.96500000000003,216.33,214.24666666666667,213.03333333333333,224.33,232.70749999999998,237.97,246.87500000000003,236.38000000000002,226.4675,213.145,218.0325,218.68249999999998,211.04666666666665,210.26000000000002,211.735,214.96,215.70000000000002,229.26999999999998,239.21333333333334,252.24666666666667,243.315,242.56,235.96,234.84,243.93,248.00500000000005,252.91666666666666,258.5566666666667,266.5,276.39,299.37,292.6,284.7025,279.4,281.19,272.64,268.11,268.515,259.475,257.99500000000006,256.525,257.545,281.57,275.4,,,
2020-02-08 22:20:02+00:00,208.02,,,222.68,224.02,,186.39999999999998,226.2966666666667,212.09,207.445,202.745,207.49,220.9666666666667,225.91333333333333,235.7266666666667,226.92,214.52666666666667,211.63666666666666,216.33333333333334,226.29,207.45,207.83999999999997,206.32999999999998,210.595,212.70499999999998,222.03,234.745,249.18333333333337,238.88333333333333,237.65,233.51,228.39,239.875,240.79333333333338,251.97000000000003,253.77,262.49,271.6566666666667,283.95500000000004,286.6,285.53666666666663,280.56666666666666,279.1666666666667,267.5933333333333,263.78,263.6033333333333,253.4166666666667,252.17333333333337,250.51666666666665,257.545,281.57,275.4,,,
2020-03-11 22:19:52+00:00,222.03,239.85,,240.76500000000001,238.70499999999998,,199.40666666666667,234.705,212.09,207.445,202.745,207.49,220.9666666666667,225.91333333333333,235.7266666666667,226.92,214.52666666666667,211.63666666666666,221.88,231.10333333333332,218.23,207.83999999999997,206.32999999999998,210.595,212.70499999999998,233.82333333333335,234.745,249.18333333333337,238.88333333333333,251.70666666666668,245.21666666666667,241.84666666666666,252.73666666666668,248.52000000000004,261.85333333333335,258.73,267.1925,277.37,292.67,286.6,285.53666666666663,285.135,284.0625,272.49,269.89,267.065,257.20500000000004,256.7325,256.585,261.47,284.845,281.455,281.98,286.09,298.66
2020-03-27 22:19:43+00:00,222.03,239.85,,240.76500000000001,238.70499999999998,,203.76999999999998,236.93750000000003,215.115,208.675,203.985,207.87,221.20000000000002,225.10666666666665,234.24,220.65666666666667,210.98333333333335,208.29,221.0875,231.24666666666667,216.40333333333334,208.45499999999998,207.24,211.47,213.43,233.77666666666667,235.805,248.6266666666667,240.21666666666667,250.9933333333333,245.72666666666666,242.4033333333333,252.52666666666664,248.30750000000003,262.31,257.64750000000004,267.76,277.0,288.9,287.4433333333333,286.46000000000004,285.47749999999996,284.21000000000004,273.28,270.94,267.655,258.31750000000005,257.4925,257.17,261.31333333333333,272.24666666666667,270.67,281.98,286.09,285.595
2020-04-28 22:19:28+00:00,222.03,239.85,,240.76500000000001,238.70499999999998,,199.075,232.27800000000002,214.1966666666667,209.96666666666667,207.28,208.65,219.945,224.45999999999998,233.0225,221.05,208.50750000000002,206.07,217.49200000000002,225.47,215.1225,208.3033333333333,210.77333333333334,211.90333333333334,214.68999999999997,232.4325,234.39000000000001,240.90750000000003,240.21666666666667,250.9933333333333,245.72666666666666,242.4033333333333,252.52666666666664,248.30750000000003,262.31,257.64750000000004,267.76,277.0,288.9,287.4433333333333,284.4275,282.85,281.396,273.28,270.94,267.655,258.31750000000005,257.4925,257.17,261.31333333333333,272.24666666666667,270.67,281.98,286.09,285.595
2020-05-30 22:19:28+00:00,214.18666666666664,212.165,177.67,218.83333333333334,219.29,167.66,199.075,231.28,215.1875,211.39249999999998,209.685,211.22750000000002,219.86399999999998,223.676,233.41400000000004,221.22600000000003,207.402,205.18800000000002,216.02666666666667,222.96599999999998,214.344,209.175,213.4675,213.255,215.575,232.23000000000002,236.0525,241.62400000000002,240.21666666666667,250.9933333333333,245.72666666666666,242.4033333333333,252.52666666666664,248.30750000000003,259.045,257.22400000000005,266.644,275.726,288.9,285.79,283.912,281.89166666666665,280.0883333333333,273.28,270.94,267.655,255.18400000000003,256.69,256.256,255.39000000000004,272.24666666666667,270.67,281.98,286.09,285.595
2020-07-01 22:19:46+00:00,211.63333333333335,203.67999999999998,181.095,203.91666666666666,204.70666666666668,167.70499999999998,197.476,227.27166666666665,216.37800000000001,213.02799999999996,211.666,213.95,217.43400000000003,220.42,229.978,218.67,203.98399999999998,199.94,211.56499999999997,217.102,214.09333333333333,210.93,215.83200000000002,214.72600000000003,217.51399999999998,232.65833333333333,231.206,229.776,230.37,239.3175,239.46499999999997,236.70999999999998,241.415,241.31250000000003,251.47,255.3,264.644,273.38800000000003,284.235,279.72249999999997,281.332,279.62,275.8466666666667,270.1933333333333,262.6625,264.9375,252.14800000000005,254.204,252.59249999999997,251.5466666666667,267.58500000000004,268.305,281.98,286.09,285.595
2020-07-17 22:19:52+00:00,208.35250000000002,199.33249999999998,180.1933333333333,197.135,198.595,168.12,196.52666666666667,226.0642857142857,216.92666666666665,213.67999999999998,212.56833333333336,215.29,218.275,220.6833333333333,230.53666666666666,219.14333333333332,204.15833333333333,200.35166666666666,211.34285714285716,216.32166666666663,213.82857142857142,211.535,216.95166666666668,215.43500000000003,217.92999999999998,232.8757142857143,233.36,232.71833333333333,231.1275,239.3175,239.46499999999997,237.99200000000002,243.304,242.026,251.608,255.622,264.72499999999997,273.38800000000003,284.235,279.87,281.8283333333333,279.5514285714286,275.5185714285714,269.7125,263.336,265.002,253.0616666666667,254.17333333333337,247.224,251.5466666666667,267.58500000000004,268.305,281.98,286.09,285.595
2020-10-21 22:20:19+00:00,199.12333333333336,185.82666666666663,180.1933333333333,176.5633333333333,180.33,168.12,186.34000000000003,221.56999999999996,217.83249999999998,212.06599999999997,210.92799999999997,214.936,217.012,219.51,230.38600000000002,219.552,203.084,200.054,205.788,208.596,209.56,210.31799999999998,217.68,214.26799999999997,217.16,228.708,231.66,230.61400000000003,228.84,219.165,226.68,230.00666666666666,231.84666666666666,236.46333333333337,242.96249999999998,252.7433333333333,261.6525,268.73333333333335,280.71,278.405,281.284,276.36,272.034,264.7,256.71666666666664,262.84,250.82500000000002,251.42000000000002,238.51999999999998,240.82500000000005,237.83,234.85,252.53,242.81,266.32
2021-01-25 22:20:07+00:00,,,,,,,183.305,211.71,210.02,198.77499999999998,191.595,199.17000000000002,202.01,208.12,217.46500000000003,205.555,193.41500000000002,191.22000000000003,193.35500000000002,196.76,200.04000000000002,199.195,200.97,201.95,204.965,214.715,229.125,233.61,223.635,233.11,230.05,226.31,235.055,230.97500000000008,237.95999999999998,244.45,251.995,260.945,247.49,271.845,274.48,272.66499999999996,265.15999999999997,259.655,255.39,256.675,241.49000000000007,240.38,238.18499999999997,229.26500000000004,237.83,234.85,252.53,242.81,262.805
2021-03-30 22:19:46+00:00,244.03,,,,233.25,211.81,198.76666666666665,211.71,210.02,220.35333333333332,215.82666666666668,215.0233333333333,202.01,208.12,217.46500000000003,225.89000000000001,211.88666666666668,191.22000000000003,193.35500000000002,196.76,200.04000000000002,199.195,214.40666666666667,217.22,220.89666666666668,231.86666666666667,245.82666666666668,258.4066666666667,223.635,233.11,230.05,226.31,235.055,245.46000000000004,250.49,262.51666666666665,266.7133333333333,275.37,247.49,284.66333333333336,283.8,281.28,275.5,270.52,265.3433333333333,256.675,241.49000000000007,249.3033333333333,248.8833333333333,229.26500000000004,254.57999999999998,254.14999999999998,265.42,262.13,262.805
2021-05-17 22:19:36+00:00,247.92000000000002,,,219.21,233.25,222.185,209.39499999999998,211.71,210.02,234.67666666666665,231.86666666666667,231.29,201.82,208.85,218.27,241.78,226.72000000000003,191.11,192.99,198.32,199.87,199.1,229.64000000000001,229.45333333333335,234.24666666666667,244.8066666666667,259.8833333333334,274.9433333333333,219.52,232.18,227.42,225.35,233.51,260.9333333333334,265.1766666666667,277.8066666666667,280.17,289.7633333333333,247.49,303.8566666666666,298.73,295.2233333333333,295.17,290.57666666666665,280.5233333333333,255.99,239.07,263.4066666666667,254.7199999999999,214.5,283.63,283.78999999999996,289.43,291.32499999999993,259.29
2021-11-06 22:14:47+00:00,251.81,,,219.21,,232.56,197.65,218.23,213.72,223.77499999999998,219.36,227.595,215.36,219.33,225.79,235.20999999999998,222.22500000000002,200.84,206.0,207.84,210.72,212.18,229.15,226.095,230.49,239.445,255.53,262.49,236.1,240.97,239.36,238.72,242.82,261.57500000000005,265.64,271.95500000000004,274.97,289.0,279.47,304.24,301.265,295.74,298.615,289.03,282.06,256.16,,282.76,,,295.93,294.13,300.55,301.2,
2021-11-21 22:22:10+00:00,,,,,,,195.85000000000002,216.575,213.04000000000002,205.99,200.325,204.095,212.48000000000002,215.335,221.69000000000003,212.925,201.59,197.285,202.185,203.575,206.26,207.78,206.945,209.625,212.32999999999998,221.58,236.45,240.84,232.245,237.53,236.34,234.65,240.59,238.14500000000007,243.405,249.225,254.15,267.855,274.71500000000003,278.27,279.7,275.11,269.665,259.7,260.45500000000004,256.16,242.69,241.23,243.57,246.56,,,,,230.96
2021-12-11 22:20:20+00:00,231.38,224.53,239.84,219.36,238.49,195.94,203.4366666666667,226.18666666666664,225.8066666666667,216.1833333333333,211.34333333333333,215.43666666666664,223.57333333333335,226.08333333333334,230.65333333333334,223.28333333333333,211.39333333333335,206.72333333333333,212.62333333333333,213.57000000000002,218.84,219.81000000000003,216.92333333333332,223.90333333333334,212.32999999999998,233.1,247.43666666666664,247.58,239.32666666666668,244.53666666666666,243.42,242.4333333333333,249.67,247.96000000000004,249.40333333333334,256.18666666666667,262.7866666666667,273.52666666666664,282.20666666666665,285.90000000000003,286.9066666666667,283.01666666666665,278.1766666666667,269.88666666666666,267.5466666666667,265.95,257.08500000000004,255.885,256.645,260.105,277.09,276.8,283.68,282.88,230.96
2022-01-04 22:20:15+00:00,231.38,224.53,239.84,219.36,238.49,195.94,203.4366666666667,226.18666666666664,225.8066666666667,216.1833333333333,223.6325,215.43666666666664,223.57333333333335,237.35,241.5525,223.28333333333333,211.39333333333335,218.0575,222.48000000000002,213.57000000000002,218.84,219.81000000000003,227.12,233.8825,212.32999999999998,233.1,247.43666666666664,247.58,239.32666666666668,244.53666666666666,243.42,242.4333333333333,249.67,247.96000000000004,249.40333333333334,256.18666666666667,262.7866666666667,273.52666666666664,293.2125,285.90000000000003,286.9066666666667,283.01666666666665,278.1766666666667,269.88666666666666,267.5466666666667,265.95,257.08500000000004,255.885,256.645,260.105,277.09,276.8,283.68,282.88,230.96
2022-01-12 22:20:13+00:00,231.01,224.815,225.275,217.13,232.99,198.3,207.455,230.4425,231.615,222.215,225.086,219.6375,227.6775,236.56599999999997,241.61599999999999,225.65,214.6625,218.08800000000002,222.50799999999998,216.4475,220.8475,221.015,227.33800000000002,235.192,221.27666666666664,238.1725,250.995,251.48000000000002,243.16,248.41,246.2275,245.535,252.225,251.08250000000004,253.7875,259.99,265.4475,276.1925,293.48400000000004,289.225,290.275,287.16499999999996,282.695,274.645,270.83500000000004,269.97,261.6466666666667,261.06,260.6233333333333,264.6766666666667,274.545,274.69500000000005,281.37,283.09,266.4
2022-01-20 22:20:15+00:00,231.01,224.815,225.275,217.13,232.99,198.3,207.455,230.4425,231.615,231.42,231.0233333333333,219.6375,227.6775,236.56599999999997,241.61599999999999,225.65,214.6625,218.08800000000002,222.50799999999998,216.4475,220.8475,221.015,227.33800000000002,235.192,221.27666666666664,238.1725,250.995,251.48000000000002,243.16,248.41,246.2275,245.535,252.225,251.08250000000004,253.7875,259.99,265.4475,276.1925,293.48400000000004,289.225,290.275,287.16499999999996,282.695,274.645,270.83500000000004,269.97,261.6466666666667,261.06,260.6233333333333,264.6766666666667,274.545,274.69500000000005,281.37,283.09,266.4
2022-01-28 22:20:07+00:00,231.01,224.815,225.275,217.13,232.99,198.3,203.106,226.908,227.406,226.3166666666667,225.64857142857142,215.142,222.914,231.88166666666666,237.0666666666667,221.89600000000002,210.18800000000002,213.19833333333335,217.57833333333335,211.94400000000002,216.67200000000003,216.62399999999997,222.32000000000002,229.48333333333335,216.7175,233.48200000000003,246.74200000000002,247.56,239.94400000000002,243.42199999999997,241.686,241.468,248.53000000000003,246.85200000000003,249.808,256.74,262.554,272.568,289.0083333333333,285.656,287.188,283.674,279.654,271.856,267.206,266.022,255.77750000000003,256.04,255.64249999999998,258.68,262.24,261.96333333333337,270.59666666666664,271.47999999999996,267.36333333333334
2022-02-13 22:20:04+00:00,230.49,224.72333333333333,224.70333333333335,216.75333333333333,219.66333333333333,195.99666666666667,205.04,229.20000000000002,229.14,226.12428571428572,225.645,216.40333333333334,224.16166666666666,231.73,237.56,223.26333333333332,212.26833333333332,212.99857142857144,217.96285714285713,213.82000000000002,217.66833333333332,217.17666666666665,222.97142857142856,229.07,221.234,235.90833333333333,249.58333333333334,249.4,243.9316666666667,246.28833333333333,244.245,243.92833333333337,248.53000000000003,250.08666666666667,253.25666666666666,260.37666666666667,266.3066666666667,275.4816666666666,290.4785714285714,289.72499999999997,287.188,283.674,279.654,274.3383333333333,267.206,267.8983333333333,258.41400000000004,258.654,258.12199999999996,261.304,264.9925,264.8475,275.515,274.355,267.36333333333334
