dates,nzd0232-0000,nzd0232-0001,nzd0232-0002,nzd0232-0003,nzd0232-0004,nzd0232-0005,nzd0232-0006,nzd0232-0007,nzd0232-0009,nzd0232-0010,nzd0232-0011,nzd0232-0012,nzd0232-0013,nzd0232-0014,nzd0232-0015,nzd0232-0016,nzd0232-0017,nzd0232-0018,nzd0232-0019,nzd0232-0020,nzd0232-0021,nzd0232-0022,nzd0232-0023,nzd0232-0024,nzd0232-0025,nzd0232-0026,nzd0232-0027,nzd0232-0028,nzd0232-0029,nzd0232-0008,satname
2004-04-18 21:45:49+00:00,321.39,332.05,317.14,275.89,264.41,,,284.36,214.36,301.11,285.945,285.45500000000004,299.72,299.15,,312.22,320.42,310.71,306.63,199.12,254.69,234.915,250.565,254.39,258.8875,269.03333333333336,269.49666666666667,306.85,290.235,282.66,L5
2004-05-04 21:46:16+00:00,294.54,293.22,,,,,,,214.36,,269.87,270.47,,,,,,,,200.9625,244.9525,226.735,254.06333333333336,256.5775,253.95749999999998,262.0733333333333,259.66,264.18,263.895,,L5
2004-07-23 21:48:33+00:00,294.54,293.22,,,,,,,214.36,,269.87,270.47,,,,,,,,204.134,251.902,230.868,259.3,260.83599999999996,260.048,262.0733333333333,265.7525,273.68,271.97999999999996,,L5
2004-09-25 21:50:07+00:00,294.54,293.22,,,,,,,217.7,,269.58,272.18,270.57,,254.42,,267.26,,,214.7,253.65,230.9025,261.57,261.4625,267.27000000000004,258.3233333333333,263.125,273.68,280.61499999999995,,L5
2004-10-27 21:50:47+00:00,304.33000000000004,302.745,312.74,291.7,266.04,,,288.69,257.155,310.38,289.03999999999996,293.15,290.095,305.62,277.69,304.42,283.86,301.77,301.91,222.76333333333332,264.9266666666667,236.44333333333336,261.57,265.41999999999996,282.7066666666667,262.39,269.40000000000003,282.82,286.5233333333333,285.99,L5
2005-01-15 21:52:09+00:00,329.115,312.27,313.70000000000005,284.52,257.975,,225.23,279.5,257.155,310.38,301.5833333333333,304.23333333333335,290.095,305.62,277.69,304.42,297.2033333333333,304.87,303.14,230.89999999999998,265.885,235.465,261.82500000000005,266.55999999999995,289.32000000000005,251.56,268.25,292.14,293.245,297.22,L5
2005-06-08 21:53:33+00:00,344.11,,314.66,277.34,249.91,,225.23,270.31,,,326.67,326.4,,,,,323.89,307.97,304.37,,240.67,201.84,,234.68,,242.85,250.08,,,308.45,L5
2005-10-30 21:54:03+00:00,328.98,347.48,329.38,,,,,,294.49,302.61,317.23,320.24,319.87,318.75,334.9,328.48,318.27,318.07,317.96,318.0,275.78,235.425,299.64,265.26,293.02,266.455,274.315,310.01,327.31,301.1,L5
2006-02-19 21:56:39+00:00,321.70000000000005,331.27,308.25,239.06,241.04,220.49,219.16,239.83,291.005,302.95000000000005,311.44500000000005,323.315,319.87,318.75,334.9,311.57000000000005,307.15999999999997,308.21500000000003,307.96500000000003,307.195,301.91999999999996,269.1,297.085,300.23,289.66999999999996,288.27,295.605,302.03,310.55,283.21500000000003,L5
2006-06-27 21:58:48+00:00,301.105,320.355,287.765,230.065,241.04,201.32,210.62,246.69,295.68999999999994,303.29,305.66,326.39,,,,294.66,296.05,298.36,297.97,296.39,298.205,265.635,287.91999999999996,288.975,288.97,289.30000000000007,289.95000000000005,290.015,293.79,285.315,L5
2006-07-13 21:59:02+00:00,301.59999999999997,319.1333333333333,289.5133333333333,222.90333333333334,241.04,193.73000000000002,207.03333333333333,243.36,292.1533333333333,303.29,305.66,326.39,,,,294.66,296.05,298.36,297.97,296.39,295.28999999999996,262.8966666666667,286.3,285.7633333333333,287.00666666666666,289.0033333333334,290.54333333333335,293.97333333333336,296.36,282.34,L5
2009-11-26 21:56:28+00:00,325.44,323.73,304.29,260.86,250.99,232.81,230.86,256.71,289.66,301.11,307.89,306.55,308.06,302.2,301.78,306.07,308.6,304.44,305.04,299.23,293.86,275.07,294.06,300.43,293.9,295.1,298.25,301.9,301.55,291.49,L5
2010-01-13 21:56:49+00:00,329.94,324.47,309.78,272.44,262.18,240.575,233.31,256.71,304.505,306.545,310.315,311.17,313.56,309.21000000000004,305.96,307.76,308.375,309.53,308.065,300.13,295.395,280.47,299.78999999999996,305.145,294.755,299.58000000000004,299.87,303.115,308.70500000000004,305.74,L5
2010-01-29 21:56:53+00:00,329.1933333333333,326.06333333333333,307.45,269.05,263.37333333333333,240.575,233.31,256.71,310.3433333333333,311.75,313.49666666666667,312.18666666666667,312.7866666666667,307.96333333333337,306.55,307.02,306.95666666666665,306.10999999999996,307.81666666666666,302.18,298.59666666666664,281.44666666666666,299.1566666666667,306.56666666666666,297.98,298.13000000000005,298.2033333333333,302.26,307.47333333333336,313.64000000000004,L5
2010-10-28 21:55:51+00:00,328.05,324.66,300.49,252.89,244.79,230.65,222.74,228.52,276.82,299.31,304.55,309.4,310.49,309.36,303.61,291.89,,,292.13,291.88,282.94,267.68,287.99,299.07,289.66,296.65,303.76,302.26,307.03,271.28,L5
2011-01-16 21:55:58+00:00,328.16499999999996,325.485,303.09000000000003,252.89,245.39999999999998,230.10000000000002,224.62,228.52,283.48,300.28499999999997,303.655,308.935,309.995,307.055,303.85,298.04999999999995,305.89,301.57,294.21500000000003,292.015,283.70500000000004,265.81,290.295,297.235,288.785,298.1,305.945,303.57,309.335,280.03,L5
2011-02-17 21:56:00+00:00,323.34,325.485,303.09000000000003,252.89,245.39999999999998,221.77666666666667,220.62666666666667,210.075,275.29333333333335,297.5333333333333,297.50333333333333,300.52666666666664,303.8066666666667,301.2866666666667,295.58,290.74333333333334,295.875,291.66999999999996,290.06,286.19666666666666,275.2633333333333,268.1566666666667,289.39000000000004,289.00666666666666,285.3433333333333,293.5333333333333,296.25333333333333,293.88666666666666,297.71,280.03,L5
2013-09-02 22:08:04+00:00,301.48,,270.25,216.31,,,,,225.17,259.76,276.25,266.59,,,,,,,,,,,254.13,271.9,256.48,260.01,268.15,257.67,257.58,,L8
2014-02-09 22:06:57+00:00,317.56,334.47,270.25,243.4,244.11,248.09,246.42,,225.17,259.76,276.25,266.59,322.93,317.35,321.23,,319.75,318.41,310.82,311.78,,280.73,254.13,271.9,256.48,260.01,268.15,257.67,257.58,314.56,L8
2014-03-04 22:12:46+00:00,333.64,334.47,,270.49,244.11,248.09,246.42,,,,,,322.93,317.35,321.23,272.85,295.45500000000004,318.41,310.82,311.78,225.94,280.73,234.8,234.85,219.02,,,,,314.56,L8
2014-07-03 22:05:50+00:00,333.64,334.47,,270.49,244.11,248.09,246.42,,,,,,322.93,317.35,321.23,272.85,295.45500000000004,318.41,310.82,311.78,225.94,280.73,232.195,233.75,235.78,254.17,267.13,,,314.56,L8
2014-08-20 22:06:06+00:00,327.85,329.93,,272.39,,219.82,207.55,,,,,,,,,291.84000000000003,289.525,,,322.14,225.94,276.63,252.10333333333335,256.5366666666667,235.78,272.76,284.645,,,296.01,L8
2015-02-12 22:05:51+00:00,328.86,329.93,,272.33,245.72,232.66,225.265,,,,,,326.44,317.03,314.8,309.27,310.205,319.23,315.99,317.685,,278.145,292.82000000000005,307.235,,297.55,309.045,,,302.44,L8
2015-02-28 22:05:48+00:00,316.40999999999997,306.85,277.81,272.27,245.72,245.5,219.305,217.94,206.3,263.06,277.67,268.32,326.44,298.30999999999995,295.56,288.375,312.52,319.23,291.21000000000004,313.23,255.15,256.775,274.425,292.46000000000004,248.43,285.03499999999997,294.755,250.11,257.37,308.87,L8
2015-04-01 22:05:25+00:00,320.29,318.425,293.2,276.41499999999996,244.99,236.11,224.21666666666667,248.595,206.3,263.06,277.67,268.32,326.44,298.30999999999995,295.56,295.3633333333333,309.845,311.37,295.50666666666666,309.29,277.125,261.34666666666664,282.3,292.46000000000004,248.43,285.03499999999997,294.755,274.27,280.46500000000003,315.975,L8
2015-07-22 22:05:37+00:00,320.29,320.68666666666667,296.95666666666665,274.7733333333333,244.99,236.11,218.02499999999998,253.13666666666668,206.3,273.135,277.67,268.32,326.44,298.30999999999995,295.56,295.3633333333333,309.845,311.37,295.50666666666666,300.91,286.26,262.21000000000004,283.925,292.3,271.53999999999996,285.39000000000004,294.2966666666667,283.3866666666667,286.6066666666666,309.9766666666667,L8
2015-09-24 22:06:01+00:00,328.985,329.18666666666667,313.32,276.025,256.37,236.05,220.5233333333333,270.6166666666666,,283.21,,,315.01,315.77,313.37,308.80499999999995,307.83000000000004,305.99,306.415,298.95,300.08666666666664,270.7766666666667,296.12333333333333,301.36,295.09,286.1,300.625,303.90000000000003,305.0133333333333,308.91333333333336,L8
2015-12-29 22:06:09+00:00,330.145,330.77666666666664,319.12,282.805,260.41,246.13,223.84,275.2033333333333,,300.235,314.14,,314.575,318.205,314.405,311.5,312.07500000000005,308.355,311.81,301.41,303.25666666666666,273.9433333333334,299.28666666666663,303.8766666666667,296.6533333333333,296.235,303.0233333333333,310.28,306.55333333333334,305.96333333333337,L8
2016-09-10 22:06:15+00:00,309.24,304.55,,,185.65,,191.97,,241.49,,,244.5,,,,,,,,,264.75,,,272.47,261.69,265.44,267.09,262.57,265.26,,L8
2016-10-12 22:06:21+00:00,309.24,304.55,,,185.65,,191.97,,241.49,,,244.5,,,,,,,,,264.75,285.27,,272.47,261.69,265.44,267.09,262.57,265.26,,L8
2017-05-24 22:05:34+00:00,,,,,172.82,,,,,,,,,,,,,,,,,,,,246.39,,,,,,L8
2017-06-25 22:05:47+00:00,,323.27,304.05,268.42,172.82,,204.77,265.62,,,,,,,,,,,,,,260.86,,,246.39,,,,,322.74,L8
2017-08-12 22:06:04+00:00,325.91,324.90999999999997,304.48,270.45500000000004,172.82,222.08,212.255,266.325,,308.57,300.16,,293.13,294.57,294.58,283.41,288.59,293.77,293.46,296.39,300.6,262.82500000000005,292.01,295.67,246.39,289.89,297.19,298.1,297.18,312.16499999999996,L8
2017-11-16 22:06:16+00:00,325.91,324.90999999999997,304.48,270.45500000000004,172.82,222.08,212.255,266.325,,308.57,300.16,,310.765,294.57,294.58,283.41,288.59,293.77,293.46,296.39,300.6,262.82500000000005,292.01,295.67,246.39,289.89,297.19,298.1,297.18,312.16499999999996,L8
2017-12-02 22:06:10+00:00,325.91,324.90999999999997,304.48,270.45500000000004,,222.08,212.255,266.325,,308.57,300.16,,315.2366666666667,311.565,294.58,283.41,302.225,307.53999999999996,312.26,296.39,300.6,262.82500000000005,292.01,295.67,,289.89,297.19,298.1,311.995,312.16499999999996,L8
2018-03-08 22:05:39+00:00,297.18,297.6,266.3,,184.0,,,,,,271.31,,326.29,328.56,,258.26,286.725,287.145,294.995,,,,254.77,269.51,254.36,263.75,270.41,,326.81,,L8
2018-06-28 22:05:04+00:00,297.18,311.61,266.3,261.98,184.76,,,301.82,,329.04,271.31,,,,,258.26,257.59,252.98,258.93,333.21,331.46,,254.77,269.51,254.36,263.75,270.41,331.93,328.71,314.54,L8
2018-08-31 22:05:35+00:00,300.975,308.4766666666667,269.515,243.935,186.07333333333335,,195.05,301.82,251.77,329.04,265.525,,,,,258.26,254.305,256.475,260.97,333.21,331.46,226.73,257.285,270.895,256.0,262.145,271.83000000000004,331.93,328.71,314.54,L8
2018-10-02 22:05:47+00:00,295.04499999999996,304.78,263.255,232.88,185.83,,191.91500000000002,301.82,245.79000000000002,329.04,250.04000000000002,,,,256.42,255.31,253.5,257.775,262.405,333.21,331.46,223.01,258.51,265.315,257.64,258.645,271.06,331.93,328.71,314.54,L8
2018-10-18 22:05:53+00:00,306.77,304.78,263.255,248.205,185.83,247.4,191.91500000000002,294.605,267.81,329.04,272.08666666666664,311.91,314.05,315.12,284.345,281.46500000000003,272.69,273.8333333333333,279.48333333333335,322.385,321.29999999999995,241.7833333333333,275.21333333333337,280.96,279.03,275.05,285.89000000000004,331.93,319.31,314.345,L8
2019-01-22 22:05:50+00:00,311.74,306.01,280.54,251.85000000000002,185.985,247.4,191.91500000000002,301.72,282.58500000000004,,272.08666666666664,311.91,325.71000000000004,325.12,296.33666666666664,291.6066666666666,281.1225,284.9275,279.48333333333335,315.645,316.51,241.7833333333333,284.69,292.935,295.69,282.76,285.89000000000004,338.25,321.75,318.91499999999996,L8
2019-02-07 22:05:47+00:00,311.74,313.0375,290.53,256.42600000000004,185.985,247.275,191.91500000000002,300.56666666666666,289.61400000000003,316.43,283.1125,326.0,327.82666666666665,325.12,296.33666666666664,291.6066666666666,286.442,290.02799999999996,287.1,312.04333333333335,312.0,251.59499999999997,288.26800000000003,297.87,296.83,288.004,290.97,322.32,320.02,318.91499999999996,L8
2019-04-12 22:05:30+00:00,328.28000000000003,332.77666666666664,321.0466666666667,280.355,,247.275,228.31,297.645,317.52250000000004,317.69,315.12999999999994,320.31,323.7975,321.8966666666667,311.20666666666665,302.97,305.055,309.9575,306.67,309.6425,310.9575,277.57,308.1066666666667,319.5733333333333,309.8933333333333,307.57666666666665,310.4166666666667,319.05,318.165,317.69,L8
2019-06-15 22:05:51+00:00,327.31000000000006,332.77666666666664,321.0466666666667,275.74666666666667,174.41,247.15,206.99,301.06333333333333,319.41333333333336,317.69,314.60499999999996,324.51,327.0466666666667,325.285,310.67499999999995,300.645,303.05,311.29333333333335,303.18499999999995,309.00333333333333,310.89666666666665,276.69000000000005,307.85,323.23499999999996,314.63,307.43499999999995,307.85,319.05,320.9166666666667,319.46,L8
2019-08-18 22:06:11+00:00,327.055,333.755,327.53,275.895,185.14499999999998,217.48,208.5233333333333,286.425,325.405,318.95,313.02,307.4,317.895,315.45,301.03,289.4,317.255,317.995,296.42,300.855,304.03,268.36,291.91,298.75,296.14,289.04,305.885,307.055,306.115,316.055,L8
2019-11-06 22:06:24+00:00,328.4,333.315,324.57,275.62,185.14499999999998,232.25,212.16666666666666,284.09000000000003,326.65,320.84,321.72,307.855,319.315,314.2,309.77,308.87,322.145,320.845,313.29,307.41499999999996,299.81,271.845,310.51,310.765,298.24,296.435,306.44,307.045,308.975,315.53499999999997,L8
2020-01-09 22:06:13+00:00,328.4,333.315,324.57,273.80333333333334,195.88,232.25,225.41500000000002,284.09000000000003,332.27666666666664,320.84,319.32500000000005,311.09666666666664,319.39000000000004,315.455,309.77,313.70500000000004,322.145,320.845,313.29,307.41499999999996,299.81,271.845,310.51,310.765,298.24,296.435,306.44,307.045,308.975,322.69666666666666,L8
2020-03-13 22:05:54+00:00,330.66,334.02,326.815,273.45666666666665,,243.78,240.255,290.455,325.90999999999997,320.28499999999997,318.77333333333337,312.9,314.78333333333336,315.49666666666667,308.135,311.31666666666666,302.925,307.73,309.47,309.47,300.27,276.04499999999996,315.855,312.47,298.705,304.32,319.52,317.8,314.485,322.23,L8
2020-05-16 22:05:27+00:00,325.76,325.2,317.74,270.5466666666667,191.12,209.16,225.13,286.21000000000004,324.60999999999996,316.18,317.3,314.42999999999995,314.90000000000003,316.145,306.5,312.54,301.06,304.52,305.65,303.38,299.52,268.1,294.61,297.71000000000004,296.655,295.20500000000004,314.26,323.11,310.65,320.49333333333334,L8
2020-07-19 22:05:55+00:00,319.44,320.025,311.97333333333336,264.92,194.3,205.98333333333335,220.49666666666667,275.48,319.06666666666666,302.26,317.67,311.28,310.26,315.58,306.5,306.54,301.06,304.52,305.65,291.52,295.1033333333333,263.91,294.61,297.71000000000004,296.655,295.20500000000004,314.26,340.64,310.65,314.7033333333333,L8
2020-08-20 22:06:05+00:00,309.34666666666664,307.45,311.97333333333336,253.6425,190.26999999999998,205.98333333333335,211.73000000000002,275.48,319.06666666666666,292.16,317.67,311.28,310.26,315.58,306.5,306.54,301.06,304.52,305.65,291.52,286.11249999999995,255.46,294.61,281.6466666666667,284.88,284.3433333333333,300.7366666666667,311.25,310.65,314.7033333333333,L8
2020-10-07 22:06:21+00:00,315.01,313.8425,312.35333333333335,246.59,190.26999999999998,188.70500000000004,201.88333333333335,264.87,319.545,282.97,321.89,310.53,,,,305.29,,,,279.66,281.09999999999997,249.69000000000003,286.62,271.39,278.78499999999997,274.11,286.885,305.32,,314.31999999999994,L8
2021-02-12 22:06:07+00:00,306.29333333333335,305.61,301.6,220.49,183.32999999999998,,185.43,,,261.86,321.89,310.53,,277.3,,282.485,263.55,,272.9,255.41,257.37,228.705,,249.52,261.33,250.09,275.18,257.41499999999996,,,L8
2021-03-16 22:05:51+00:00,309.06,309.7366666666667,290.6033333333333,221.505,185.435,,194.01,220.06,,260.94,321.89,310.53,,273.78,,274.09,259.6,,266.88,255.41,258.37,231.59,259.44,269.69,261.16,250.86,275.6,262.67999999999995,,,L8
2021-04-01 22:05:48+00:00,299.625,300.205,279.235,218.54666666666665,185.10666666666665,,194.01,220.06,,260.94,321.89,310.53,,273.78,,274.09,259.6,,266.88,255.41,256.81333333333333,230.61,250.61499999999995,261.56999999999994,256.895,252.36333333333334,272.62,262.67999999999995,,,L8
2021-05-03 22:05:32+00:00,288.8333333333333,289.26666666666665,262.24666666666667,218.54666666666665,189.10999999999999,215.43,204.98,256.125,312.95,260.94,311.89,286.84,300.41,283.78333333333336,301.62,266.4666666666667,269.73,298.81,276.22333333333336,278.315,266.9325,230.61,250.61499999999995,261.56999999999994,256.895,261.035,279.8025,262.67999999999995,304.72,314.92,L8
2021-05-19 22:05:40+00:00,288.8333333333333,289.26666666666665,255.495,215.01999999999998,185.676,215.43,204.98,256.125,312.95,260.94,311.89,286.84,300.41,283.78333333333336,301.62,266.4666666666667,269.73,298.81,276.22333333333336,278.315,266.9325,230.61,250.61499999999995,248.26666666666665,254.61333333333334,259.024,277.144,251.80666666666664,304.72,314.92,L8
2021-09-24 22:06:20+00:00,271.32,271.61,240.18500000000003,208.53499999999997,185.83666666666667,215.43,215.95,292.19,312.95,,311.89,286.84,300.41,303.79,301.62,282.42,289.99,312.71000000000004,306.345,306.44500000000005,286.3066666666667,228.65,241.79,237.55499999999998,251.34,264.4666666666667,278.17333333333335,230.06,304.72,315.175,L8
2022-02-23 22:06:08+00:00,332.49,,,,,249.15,238.12,293.75,317.74,,315.18,314.87,312.96,313.32,311.07,296.51,303.39,314.485,312.62,308.03499999999997,304.375,,,306.11,,,299.79,,311.56,314.02,L9
2022-03-27 22:05:58+00:00,313.025,277.32,258.53,219.5,188.85,249.15,238.12,293.75,271.535,259.42,283.96500000000003,314.87,312.96,313.32,311.07,274.24,303.39,302.36,307.46,304.4,279.825,224.72,253.3,287.89,253.98,258.83,286.165,253.64,311.56,312.61,L9
2022-04-28 22:05:47+00:00,313.025,277.32,258.53,219.5,188.85,249.15,238.12,293.75,271.535,259.42,283.96500000000003,306.53499999999997,306.41499999999996,308.66999999999996,304.24,278.62666666666667,297.52,300.27,300.385,301.395,284.20666666666665,246.14,270.93499999999995,291.68,274.195,273.52500000000003,290.7066666666667,278.22499999999997,309.115,312.61,L9
2022-05-06 22:05:53+00:00,317.22,302.865,290.34,246.23,188.85,244.285,227.04500000000002,290.385,271.535,259.42,283.96500000000003,299.9766666666667,300.98333333333335,305.94666666666666,297.40000000000003,276.85,292.8,300.5,298.00333333333333,302.56,288.7625,253.48333333333335,278.1133333333333,295.9875,283.1166666666667,278.2066666666667,293.6825,285.95666666666665,308.18,312.61,L8
2022-06-15 22:05:39+00:00,317.22,302.865,290.34,246.23,188.85,222.87,216.29,290.385,268.66,249.64000000000001,283.96500000000003,299.9766666666667,300.98333333333335,305.94666666666666,297.40000000000003,276.85,292.8,300.5,284.33,302.56,285.77799999999996,249.99,278.0525,295.9875,281.145,275.8775,297.266,282.895,299.1775,293.90999999999997,L9
2022-07-25 22:06:23+00:00,318.2875,307.47333333333336,294.3633333333333,250.8166666666667,189.815,211.1275,213.3075,289.33,274.73,258.42,283.96500000000003,299.9766666666667,300.98333333333335,305.94666666666666,283.17,270.476,281.865,288.87,279.306,297.60249999999996,286.11833333333334,252.26800000000003,279.02799999999996,300.948,281.145,275.8775,297.266,282.895,299.1775,295.21999999999997,L8
2022-08-10 22:06:32+00:00,319.65,311.67,298.345,254.89249999999998,192.41,205.11399999999998,213.902,289.425,274.73,258.42,286.04,299.9766666666667,300.98333333333335,300.04499999999996,281.678,270.476,280.852,288.938,279.46666666666664,296.98,286.6485714285714,253.96833333333333,280.2283333333333,299.62333333333333,281.145,275.8775,301.2666666666667,288.014,299.646,302.4525,L8
2022-08-26 22:06:34+00:00,315.754,311.402,295.872,250.75799999999998,190.6775,189.288,204.73,287.98333333333335,262.2575,260.7325,277.36,288.87,291.4733333333333,292.905,272.81800000000004,264.954,272.63399999999996,284.40399999999994,274.3566666666666,289.28799999999995,282.2528571428571,252.42857142857142,278.67571428571426,294.89833333333337,278.842,273.91,301.562,285.31333333333333,292.478,299.06666666666666,L8
2022-09-03 22:06:16+00:00,312.89500000000004,304.76666666666665,288.27333333333337,245.3166666666667,188.832,189.288,201.735,287.98333333333335,258.214,260.37,274.565,288.87,291.4733333333333,292.905,272.81800000000004,264.954,272.63399999999996,284.40399999999994,274.3566666666666,289.28799999999995,278.82875,249.58,275.05375,290.56714285714287,274.75333333333333,271.1466666666667,301.562,280.92857142857144,292.478,299.06666666666666,L9
2022-10-21 22:06:29+00:00,320.1766666666667,314.12666666666667,299.0083333333334,250.48000000000002,188.8275,199.8166666666667,208.8857142857143,287.98333333333335,266.435,274.6,293.77250000000004,299.19,301.6625,292.905,280.4766666666667,277.306,279.16166666666663,289.91166666666663,274.3566666666666,289.28799999999995,281.6857142857143,253.1314285714286,278.16142857142853,296.5657142857143,283.92,279.52500000000003,309.916,290.09000000000003,292.478,299.06666666666666,L9
2022-11-30 22:06:35+00:00,321.29,315.2083333333333,300.37666666666667,251.33,188.8275,201.17166666666665,212.32285714285715,294.1166666666667,266.435,282.7416666666667,299.396,309.4433333333333,310.46999999999997,294.49333333333334,283.342,283.7025,283.084,289.818,274.018,281.05333333333334,275.28000000000003,247.238,273.21799999999996,298.1466666666667,277.0375,275.34000000000003,315.7266666666667,285.28000000000003,283.1366666666667,304.71,L8
2022-12-24 22:06:26+00:00,321.29,315.2083333333333,306.4428571428571,259.90000000000003,188.8275,205.398,215.24666666666667,304.52250000000004,267.60999999999996,297.4916666666667,303.40333333333336,312.51250000000005,313.65999999999997,300.575,288.815,290.856,291.63500000000005,295.94166666666666,290.202,281.05333333333334,275.64,249.17000000000002,272.05499999999995,301.44571428571425,287.89500000000004,277.49,320.31333333333333,296.37399999999997,288.62,314.5433333333333,L9
2023-01-17 22:06:18+00:00,322.7457142857143,317.65714285714284,307.77875,261.5042857142857,188.8275,212.07333333333335,218.93571428571428,303.034,267.60999999999996,300.25,305.2814285714286,311.93600000000004,312.87399999999997,303.26,292.2,294.085,293.1828571428572,298.2714285714286,291.87166666666667,287.1875,275.64,249.17000000000002,272.05499999999995,302.10875,290.13,283.06,318.04499999999996,298.75,295.4066666666667,314.61249999999995,L8
