dates,nzd0272-0000,nzd0272-0001,nzd0272-0002,nzd0272-0003,nzd0272-0004,nzd0272-0005,nzd0272-0007,nzd0272-0008,nzd0272-0009,nzd0272-0010,nzd0272-0011,nzd0272-0012,nzd0272-0013,nzd0272-0014,nzd0272-0015,nzd0272-0016,nzd0272-0017,nzd0272-0006,nzd0272-0018,satname
1999-12-09 21:59:21+00:00,,,,,,,,,,,,,226.56,198.24,235.8,201.65,,,,L7
1999-12-25 21:59:16+00:00,,,,,,,,,,,,250.88,233.59,194.625,244.8,211.405,258.26,,242.85,L7
2000-01-10 21:59:16+00:00,,,,,,255.26,220.07,,,256.75,275.74,262.71500000000003,244.98333333333335,194.625,249.97333333333336,222.66666666666666,257.185,255.91,239.995,L7
2000-03-30 21:58:57+00:00,,,,,,255.26,220.07,,,256.75,275.74,273.89000000000004,248.79,201.88666666666666,251.91750000000002,226.645,260.9533333333333,255.91,239.995,L7
2000-07-04 21:58:02+00:00,,,,,,255.26,220.07,,,265.405,282.65999999999997,285.74,264.8666666666667,249.305,260.5133333333333,245.42333333333332,263.76,255.91,239.37,L7
2000-08-05 21:57:32+00:00,264.86,259.39,276.76,,191.94,265.57,235.57,,,274.06,289.58,282.6466666666667,263.03666666666663,259.53333333333336,260.7266666666667,248.7266666666667,267.17,261.25,241.6,L7
2000-11-25 21:56:47+00:00,264.86,259.39,276.76,,191.94,279.37,235.57,194.75,,268.475,284.21500000000003,276.3566666666667,264.45,294.73,262.21500000000003,245.84666666666666,265.6433333333334,278.68,241.6,L7
2001-03-17 21:56:40+00:00,296.14,291.48,,,,293.17,,194.75,188.62,270.75,260.365,264.34000000000003,261.25,302.58500000000004,252.55,239.37,264.19500000000005,296.11,242.12,L7
2001-09-09 21:55:00+00:00,295.31,282.20500000000004,,,,,248.13,221.35,204.875,272.59000000000003,262.78499999999997,252.28,260.90999999999997,271.245,253.815,245.245,264.31,255.58,242.12,L7
2001-09-25 21:54:52+00:00,287.185,296.605,295.15,309.5,194.36,282.66,263.29499999999996,257.395,250.56,266.57,286.71500000000003,266.895,276.37,275.11,261.92999999999995,262.26,278.435,271.435,276.31,L7
2001-10-11 21:54:33+00:00,287.185,296.605,295.15,309.5,195.06,281.71000000000004,263.29499999999996,257.395,258.37,266.29999999999995,286.59,271.62333333333333,279.34,280.2033333333333,264.8,265.51666666666665,281.5733333333333,271.435,276.31,L7
2002-10-14 21:54:07+00:00,,,,319.68,296.74,290.68,,,308.42,302.55,318.85,319.59,,,,290.3,294.06,,,L7
2003-03-07 21:55:10+00:00,,,,319.68,296.74,273.175,247.63,266.79,308.42,290.485,304.55,319.59,285.4,286.08,263.16,279.61,279.61,268.23,,L7
2003-07-21 21:42:57+00:00,,,,311.72,297.13,273.29999999999995,259.09000000000003,265.755,,284.925,300.095,307.17,285.4,298.30499999999995,282.99,276.71000000000004,272.43,278.685,273.08,L5
