dates,satname,nzd0272-0000,nzd0272-0001,nzd0272-0002,nzd0272-0003,nzd0272-0004,nzd0272-0005,nzd0272-0006,nzd0272-0007,nzd0272-0008,nzd0272-0009,nzd0272-0010,nzd0272-0011,nzd0272-0012,nzd0272-0013,nzd0272-0014,nzd0272-0015,nzd0272-0016,nzd0272-0017,nzd0272-0018
2005-10-30 21:54:27.218000,L5,,,,,,272.85,274.52,257.70,263.00,264.00,269.53,275.20,282.26,284.60,302.78,293.88,290.16,282.28,
2006-02-03 21:56:42.865000,L5,351.95,342.90,334.28,327.82,333.42,313.99,311.71,307.86,320.31,311.93,323.36,329.47,330.03,336.73,329.56,326.21,320.61,312.25,287.06
2006-06-27 21:59:12.342000,L5,309.39,308.97,299.83,299.91,,,,,,283.20,285.77,294.54,293.30,287.22,291.12,281.74,272.34,,
2006-11-02 22:00:44.654000,L5,314.03,314.86,299.77,310.10,,285.11,281.25,282.78,296.97,288.65,290.35,297.88,306.03,296.43,304.12,296.34,293.84,287.56,269.80
2008-02-25 21:56:48.941000,L5,331.35,332.18,326.84,321.11,307.52,303.58,304.62,297.09,312.99,311.62,312.73,309.25,309.82,311.52,317.10,312.05,299.24,311.55,280.78
2009-11-26 21:56:52.561000,L5,315.07,317.59,296.97,298.96,,281.82,280.60,283.67,300.37,294.95,305.22,310.33,304.73,300.77,304.96,296.60,289.74,286.13,270.50
2009-12-12 21:57:01.642000,L5,,,,,,269.93,269.87,271.09,281.27,283.65,281.73,285.89,288.52,284.83,289.51,279.48,276.88,,
2010-01-13 21:57:13.219000,L5,,,,,,268.08,275.53,272.74,275.01,267.78,272.65,277.74,278.74,278.73,283.43,284.16,281.98,276.62,
2010-01-29 21:57:17.114000,L5,333.48,320.64,313.05,310.21,297.76,292.26,283.05,282.77,300.83,295.59,304.17,306.18,314.06,313.10,309.85,299.31,300.92,306.94,276.89
2010-12-31 21:56:20.363000,L5,310.61,300.35,288.48,300.29,,286.16,276.78,276.89,296.71,291.42,286.76,289.10,294.69,292.18,304.63,292.44,293.00,287.24,273.39
2011-01-16 21:56:21.862000,L5,,,,,,273.40,271.21,267.21,289.71,274.57,275.74,273.98,285.40,285.00,290.50,289.70,284.20,278.71,
2013-05-13 22:08:23.242000,L8,345.34,332.16,333.51,,,,,,261.73,296.14,308.09,312.97,307.02,298.62,318.80,291.40,,,
2013-08-17 22:08:27.088000,L8,309.78,305.54,288.97,,,,,,,282.59,291.56,305.10,306.34,288.84,296.38,283.84,272.23,,
2013-09-02 22:08:28.553000,L8,372.73,347.55,339.97,369.78,328.27,341.41,319.32,334.83,352.68,370.68,348.94,324.04,327.89,,387.34,363.44,368.52,354.37,297.67
2013-11-21 22:08:01.711000,L8,347.37,339.05,341.77,329.53,321.45,316.23,309.57,297.65,324.06,324.43,316.34,317.71,321.57,319.26,332.80,329.63,312.66,340.69,318.29
2014-01-24 22:07:33.459000,L8,332.16,333.26,334.22,324.97,323.11,301.47,300.00,290.40,320.81,308.54,322.78,328.89,334.78,321.69,325.43,314.30,309.25,310.85,374.29
2014-04-30 22:06:10.487000,L8,316.87,307.28,309.76,,,,,,,,,,,,,,,,
2014-06-01 22:06:02.776000,L8,,,,,,,,,,,265.83,284.38,285.98,268.74,282.30,274.07,,,
2014-07-03 22:06:14.073000,L8,,,,,,,,,,271.11,281.45,295.36,299.76,278.48,290.93,282.41,,,
2014-08-20 22:06:30.681000,L8,,,,,,,,,,273.41,296.20,290.90,304.89,301.04,285.67,282.03,,,
2014-10-23 22:06:39.356000,L8,,,,,,,255.83,267.79,292.06,286.15,291.18,297.18,302.40,309.27,315.39,296.04,299.01,,
2015-01-27 22:06:23.288000,L8,333.89,339.24,330.61,328.70,326.40,318.18,301.88,298.70,322.05,309.79,315.91,321.32,326.45,320.98,327.34,316.73,309.47,313.92,284.66
2015-02-12 22:06:15.200000,L8,,,,,,,267.17,261.02,284.10,271.57,283.13,285.69,288.73,296.35,288.40,293.83,,,
2015-02-28 22:06:12.396000,L8,320.33,317.51,322.50,316.15,318.06,295.42,283.32,282.76,302.94,302.48,309.54,314.91,327.09,318.30,324.93,301.71,296.14,308.44,333.18
2015-09-24 22:06:25.709000,L8,,,,,,,,,271.17,283.37,297.22,292.47,314.06,275.46,287.62,277.17,,,
2015-11-11 22:06:32.057000,L8,334.82,338.89,327.99,320.98,315.01,312.57,307.31,311.59,315.49,312.50,315.57,318.08,313.35,316.31,327.28,330.46,338.63,330.61,319.38
2015-12-13 22:06:33.519000,L8,,,,,,275.39,249.68,268.66,292.66,280.26,288.05,,302.15,296.82,311.06,323.13,292.57,280.73,
2015-12-29 22:06:33.122000,L8,317.18,330.73,286.98,,,269.38,272.98,269.60,298.86,290.62,296.27,305.39,320.01,313.03,316.85,324.02,285.59,290.57,326.77
2016-01-30 22:06:29.534000,L8,,,,,,276.55,274.07,270.53,290.14,279.82,290.02,290.89,303.36,307.91,300.69,295.19,288.98,278.63,
2016-08-09 22:06:27.877000,L8,,,,,,,,,,281.25,283.62,298.89,297.95,293.48,291.27,278.77,,,
2016-10-12 22:06:45.172000,L8,350.34,368.27,334.11,328.16,331.35,327.52,333.61,333.24,332.99,327.20,322.18,318.09,326.12,329.88,333.60,348.09,340.12,326.91,317.80
2017-01-16 22:06:35.035000,L8,313.49,312.44,306.79,,,,266.14,264.31,276.74,275.19,293.43,292.78,298.67,301.52,303.51,297.96,291.76,,
2017-04-06 22:05:57.916000,L8,355.42,363.46,343.41,331.99,328.18,322.37,323.47,318.56,338.77,344.03,335.65,334.00,327.96,329.89,338.57,331.90,336.25,343.93,341.27
2017-04-22 22:05:48.327000,L8,,,,,,,,,264.64,274.29,285.53,290.19,295.15,284.43,293.66,280.69,276.19,,
2017-06-25 22:06:11.601000,L8,335.96,330.53,331.68,319.85,322.31,292.12,281.12,279.38,309.57,293.40,310.66,317.90,318.48,329.84,327.88,321.31,313.74,317.39,295.85
2017-07-27 22:06:22.045000,L8,,,,,,,,,,268.12,286.30,293.22,297.11,281.20,282.28,272.21,,,
2017-11-16 22:06:40.336000,L8,316.20,315.75,321.50,310.11,304.24,298.60,294.09,292.71,309.72,305.99,307.96,313.32,312.12,313.72,328.15,313.64,310.70,321.50,290.64
2017-12-02 22:06:34.857000,L8,327.53,319.28,329.34,321.13,316.85,305.22,295.83,294.63,310.59,306.11,309.31,309.85,322.26,315.30,324.25,324.00,318.62,314.33,307.60
2018-03-08 22:06:03.851000,L8,308.14,305.38,319.08,,,273.20,269.47,269.27,281.86,283.26,292.38,302.13,301.84,294.98,297.26,292.16,277.13,,
2018-10-18 22:06:17.672000,L8,317.61,317.06,322.47,317.95,,289.16,278.08,277.86,301.64,298.53,304.62,,,,,,,,
2018-11-19 22:06:22.186000,L8,313.03,318.74,316.10,301.39,,306.33,299.13,301.13,303.21,313.66,296.46,,,,,,,,
2018-12-21 22:06:18.644000,L8,324.43,320.95,322.97,314.48,310.22,320.49,307.85,310.22,320.16,326.80,310.97,316.08,315.27,319.56,328.90,321.70,325.28,325.30,304.42
2019-02-07 22:06:11.622000,L8,316.00,310.03,319.31,294.05,,274.69,278.68,266.30,306.55,302.08,296.98,291.53,298.66,304.68,318.51,301.39,299.94,297.43,
2019-03-27 22:05:59.546000,L8,,,,,,,,,273.58,276.55,287.07,291.70,297.28,278.20,288.09,289.28,270.66,,
2019-04-12 22:05:54.693000,L8,334.55,338.80,337.37,328.36,323.56,318.47,298.38,285.12,323.87,312.02,319.03,322.15,326.10,312.88,345.95,305.58,302.98,310.78,380.03
2019-08-18 22:06:35.194000,L8,313.29,312.24,294.92,,,,,,,298.14,291.05,296.97,302.78,295.82,303.37,286.87,,,
2019-09-19 22:06:44.224000,L8,321.75,328.32,320.62,317.95,305.48,278.13,286.44,304.33,307.02,300.77,320.12,308.79,310.26,314.99,329.92,,,,
2019-11-06 22:06:48.641000,L8,311.93,322.28,323.68,310.10,,272.89,274.26,272.34,297.63,287.46,291.60,300.75,314.35,301.91,314.65,299.51,289.18,281.98,
2019-12-08 22:06:44.689000,L8,,,,,,259.52,254.94,260.96,274.14,283.90,286.07,290.90,303.22,277.51,295.02,282.35,277.69,,
2020-01-25 22:06:33.527000,L8,319.64,315.32,318.02,309.71,306.30,299.62,298.39,300.29,309.03,307.06,306.89,305.81,311.23,302.72,324.15,319.36,332.25,314.69,317.44
2020-02-10 22:06:28.847000,L8,405.38,319.24,361.19,357.16,,,,,,,349.50,348.50,336.53,,367.50,345.85,336.43,382.83,323.17
2020-03-13 22:06:18.160000,L8,,,,,,275.07,275.92,264.09,280.77,287.87,292.25,313.34,309.55,309.25,318.53,293.98,278.60,,
2020-03-29 22:06:09.106000,L8,,,,,,,,,,267.45,264.86,287.23,300.58,291.33,287.85,286.37,269.38,,
2020-06-01 22:05:56.563000,L8,325.73,324.47,320.66,319.56,314.59,295.17,282.29,283.76,299.56,305.13,312.17,320.51,328.61,311.21,322.60,305.04,309.34,298.08,282.30
2020-07-19 22:06:19.856000,L8,311.67,306.36,292.70,,,,,,,283.94,291.79,296.67,302.30,298.14,284.02,286.80,,,
2020-10-07 22:06:45.752000,L8,307.37,310.50,319.65,312.94,,,278.32,268.61,292.23,290.59,308.13,312.69,317.59,308.99,325.14,298.22,283.80,285.87,268.82
2021-02-12 22:06:31.303000,L8,315.43,310.38,303.64,,,293.93,278.94,259.08,301.92,298.91,292.37,,,,,,,,
2021-03-16 22:06:15.871000,L8,313.28,311.30,315.04,,,,,,292.60,300.63,290.85,299.60,303.94,277.30,317.35,279.77,,,
2021-04-01 22:06:12.311000,L8,,,,,,,,,270.54,282.27,280.82,290.40,286.64,295.24,289.03,280.80,,,
2021-05-19 22:06:04.194000,L8,,,,,,,,,,,264.73,277.43,286.54,273.58,295.76,285.41,284.38,,
2022-01-06 22:06:41.911000,L9,321.13,318.18,329.38,323.55,324.13,304.87,274.19,265.88,294.92,295.16,266.56,315.36,,,,,,,
2022-01-14 22:06:39.395000,L8,,,,,,,,,,,,289.91,302.67,301.82,309.49,297.83,292.23,306.54,269.07
2022-01-22 22:06:42.172000,L9,300.50,298.72,294.60,288.30,,273.76,271.35,260.94,294.02,308.68,298.36,284.66,322.55,,,,,,
2022-01-30 22:06:34.320000,L8,312.15,324.81,318.10,313.72,,288.73,290.76,285.87,296.20,303.96,296.88,295.45,307.31,306.44,323.39,308.75,301.97,307.82,
2022-02-23 22:06:32.050000,L9,,,,,,271.64,269.14,265.54,281.87,280.16,287.79,287.80,288.12,291.08,300.30,284.96,278.67,,
2022-03-27 22:06:22.460000,L9,305.21,319.17,321.88,,,,,,280.22,281.37,305.80,313.21,317.01,300.22,284.20,294.62,272.44,,
2022-05-06 22:06:17.651000,L8,322.45,329.35,325.92,323.54,315.08,293.49,286.19,282.08,310.11,307.62,315.74,318.48,321.85,314.01,330.98,327.45,345.79,304.50,347.54
2022-07-01 22:06:18.392000,L9,,,,,,,,,,258.42,267.88,290.27,286.86,269.47,300.08,271.24,,,
2022-08-10 22:06:56.211000,L8,334.64,328.14,330.72,342.56,,360.13,364.82,365.15,372.56,323.79,329.13,323.20,324.62,324.62,328.79,347.85,326.28,335.60,308.52
2022-10-05 22:06:46.770000,L9,,,,,,284.97,263.52,278.22,295.60,295.47,303.42,303.48,310.67,310.23,317.38,297.79,288.78,289.95,266.88
2022-10-21 22:06:53.495000,L9,348.46,338.18,342.49,324.79,322.80,287.61,285.72,280.66,314.12,313.67,310.22,304.40,319.62,318.96,326.34,342.55,349.91,299.49,269.34
2022-11-14 22:06:59.140000,L8,303.47,315.72,303.00,287.53,,268.52,264.09,263.58,283.95,285.64,290.61,289.89,309.07,293.29,292.79,286.77,273.37,,
2022-12-24 22:06:50.044000,L9,375.00,353.35,359.77,361.21,384.56,,348.39,359.78,346.05,326.32,341.59,338.87,328.69,331.14,339.40,341.70,332.00,346.01,307.76
2023-01-17 22:06:42.340000,L8,320.64,324.45,321.71,320.88,314.32,296.56,283.20,286.73,306.60,304.55,305.53,311.39,323.22,307.42,344.99,347.32,310.87,304.09,278.55
2023-02-18 22:06:37.945000,L8,315.93,312.46,305.09,303.08,,274.76,270.29,272.72,293.40,288.28,298.96,300.47,301.55,305.81,294.42,307.54,,,
2023-03-06 22:06:26.184000,L8,313.75,308.25,305.40,294.63,,275.79,269.28,268.37,293.39,294.08,289.85,272.97,,,,,,,
2023-03-14 22:06:35.185000,L9,330.80,346.52,339.24,333.74,331.73,348.64,342.02,362.71,373.59,337.79,327.98,322.43,323.03,320.39,324.98,315.55,308.01,311.65,347.79
2023-03-22 22:06:16.808000,L8,325.08,324.16,323.05,310.84,312.65,293.31,306.03,285.25,315.89,307.87,305.32,320.31,315.68,306.95,325.91,307.32,312.49,313.97,302.98
2023-03-30 22:06:23.236000,L9,322.21,331.10,336.33,323.61,315.00,297.06,313.41,298.26,317.54,305.06,335.44,326.21,323.51,314.40,328.14,342.00,310.63,315.01,283.87
2023-04-07 22:06:04.212000,L8,313.60,308.72,303.10,294.15,,281.18,265.72,263.00,294.26,284.82,291.50,292.09,291.53,287.38,300.27,293.29,,,
2023-04-23 22:05:57.137000,L8,,,,,,278.99,270.59,271.87,295.31,294.77,295.79,311.67,309.59,303.02,315.26,309.64,294.79,281.06,273.56
2023-06-10 22:05:51.824000,L8,290.18,289.97,288.14,270.40,,,,,,267.11,277.43,289.63,281.64,269.01,281.78,279.05,,,
2023-07-28 22:06:14.924000,L8,338.90,328.72,326.01,327.00,325.53,291.06,283.09,277.88,297.52,296.45,325.25,316.52,318.09,311.38,349.74,354.62,352.08,295.90,280.93
2023-08-21 22:06:16.088000,L9,305.78,320.94,297.42,288.22,,,,,,280.13,294.93,299.44,302.17,294.88,288.30,280.05,,,
2023-08-29 22:06:26.093000,L8,316.29,311.52,308.78,312.20,302.78,,,,294.12,300.29,298.20,301.41,307.83,305.51,303.56,294.61,271.30,,
2023-10-08 22:06:34.267000,L9,343.48,340.33,331.72,323.40,321.67,303.42,351.82,352.63,321.52,309.29,318.29,324.59,329.18,343.95,346.06,344.81,352.29,342.35,337.02
2023-11-01 22:06:38.922000,L8,410.95,324.85,327.88,337.49,337.15,321.85,325.01,311.71,321.40,334.60,330.46,349.18,326.99,329.06,345.71,358.16,341.27,328.71,306.13
2023-11-09 22:06:36.795000,L9,319.15,320.51,325.86,314.13,305.06,288.37,284.63,279.21,306.46,295.76,305.12,309.90,314.17,309.13,316.57,302.16,296.19,296.21,269.16
2023-11-25 22:06:44.562000,L9,,,,,,271.87,261.58,266.23,286.46,281.15,294.92,294.88,294.03,277.58,317.60,,,,
2024-01-12 22:06:42.879000,L9,341.05,367.71,,,368.30,360.84,317.56,317.47,319.92,316.10,316.75,320.15,333.70,324.79,329.06,358.27,324.32,338.99,318.30
2024-02-13 22:06:41.897000,L9,315.13,311.09,320.50,312.65,,288.95,280.05,278.27,299.68,308.19,303.18,306.90,307.41,303.94,328.29,298.04,295.71,286.89,271.64
2024-02-29 22:06:35.434000,L9,379.40,378.46,367.54,348.76,367.13,306.34,335.71,333.04,343.25,332.77,315.59,322.45,316.23,328.96,338.05,345.59,348.67,349.97,334.99
2024-04-17 22:06:15.767000,L9,,,,,,273.81,274.67,267.59,298.36,282.43,299.56,305.80,275.33,,,,,,
2024-05-03 22:06:01.963000,L9,311.67,311.34,317.47,308.50,,,,,275.46,289.83,294.55,308.85,311.50,297.58,303.54,294.45,278.16,279.44,
2024-06-04 22:05:47.886000,L9,,,,,,,,,,266.64,274.21,285.99,283.79,271.28,283.59,269.66,,,
2024-06-20 22:05:30.931000,L9,,,,,,,,,,262.78,274.37,289.86,284.72,268.24,281.25,275.70,,,
2024-09-24 22:06:13.437000,L9,309.95,318.07,303.67,311.88,,262.50,269.37,275.12,320.04,303.23,334.61,335.91,311.45,308.14,319.83,289.85,,,
2024-10-10 22:06:22.341000,L9,292.04,293.15,284.42,277.81,,266.60,242.61,260.70,269.47,271.77,277.42,280.80,272.90,,,,,,
2024-11-03 22:06:24.531000,L8,324.36,311.42,307.98,300.61,,281.25,281.37,287.27,291.34,309.75,294.84,309.09,308.26,310.58,318.32,322.13,,,
2024-11-11 22:06:27.642000,L9,376.01,365.09,356.58,323.11,325.69,321.24,313.92,365.65,353.52,317.51,322.57,336.50,319.29,316.13,320.71,370.06,365.17,374.88,325.16
2024-12-05 22:06:33.321000,L8,316.25,320.59,320.84,316.09,,286.02,279.87,276.50,302.92,299.02,302.71,313.33,319.85,310.83,325.91,302.47,296.77,307.83,267.29
2025-01-06 22:06:30.529000,L8,,381.00,332.65,325.06,324.14,310.69,302.06,286.31,328.03,311.00,323.23,326.94,325.90,319.41,325.10,311.85,307.96,312.57,287.12
2025-01-14 22:06:37.191000,L9,323.61,330.70,324.98,328.85,323.96,316.54,310.22,325.46,316.23,311.32,311.32,322.18,315.98,321.06,331.62,332.52,328.79,339.07,317.43
2025-01-22 22:06:25.560000,L8,322.67,323.93,325.92,318.67,316.41,296.17,288.72,282.96,321.41,301.23,309.35,315.52,331.02,308.59,323.82,305.16,308.73,314.81,280.53
2025-02-07 22:06:29.219000,L8,325.73,330.19,326.44,322.54,319.85,307.04,289.20,294.68,319.28,307.76,313.38,320.63,327.70,317.69,326.22,315.40,311.16,310.95,285.23
2025-02-23 22:06:19.447000,L8,316.02,317.42,322.10,314.09,305.98,287.81,282.87,277.45,303.62,298.41,298.42,315.68,311.69,307.45,316.82,305.58,296.50,293.91,276.69
2025-03-19 22:06:18.809000,L9,347.69,337.20,348.01,341.62,335.59,336.51,350.25,355.44,350.51,313.01,312.13,316.60,324.57,324.49,334.93,340.67,352.85,343.74,321.20
2025-04-12 22:06:00.386000,L8,,,,,,,,,307.05,265.44,293.65,310.49,304.42,308.93,307.26,309.78,302.94,,
2025-04-28 22:05:51.078000,L8,311.75,309.44,315.96,274.54,,,,,294.63,283.68,293.91,298.39,304.73,300.44,302.86,301.10,,,
2025-05-06 22:06:06.538000,L9,322.79,331.27,340.70,319.31,314.76,293.00,377.66,367.32,377.19,378.27,384.34,323.38,319.43,312.72,322.17,310.68,305.26,301.94,276.86
2025-06-07 22:05:53.033000,L9,303.17,299.39,315.97,278.27,,,,,,274.78,283.03,294.69,298.49,283.44,299.64,279.99,284.05,,
2025-06-15 22:06:04.647000,L8,297.45,299.11,305.61,,,,,,,267.74,275.19,289.66,302.23,269.88,285.23,273.12,,,
2025-07-25 22:06:18.368000,L9,307.80,305.11,318.02,283.53,,,,,,280.78,282.20,291.58,294.44,277.68,296.14,275.21,,,
2025-08-02 22:06:21.903000,L8,298.63,300.94,293.20,295.42,,,,,,262.86,284.01,288.22,300.67,278.18,296.72,276.43,,,
2025-08-10 22:06:28.221000,L9,304.60,322.37,292.46,281.68,,,,,,283.97,303.05,293.39,304.30,294.33,285.23,288.55,,,
2025-08-26 22:06:33.318000,L9,315.10,322.66,295.79,273.79,,,,301.35,307.55,266.51,312.78,314.19,305.55,297.92,316.75,298.98,,,
2025-09-19 22:06:39.287000,L8,325.93,319.22,322.92,309.27,314.92,319.36,330.14,317.91,312.25,325.87,317.64,330.39,314.32,319.53,326.26,316.21,319.69,319.44,303.34
2025-10-21 22:06:39.309000,L8,322.19,318.63,319.37,308.83,312.91,292.98,292.20,294.48,319.07,308.83,303.45,313.80,313.63,313.85,331.27,325.10,337.59,327.86,307.38
2025-11-06 22:06:43.857000,L8,325.96,317.26,317.82,317.10,308.73,304.03,302.46,300.51,310.99,308.78,314.22,317.93,323.71,338.89,317.19,315.06,325.70,326.07,303.86
2025-11-14 22:06:48.423000,L9,,,,,,272.95,268.94,271.25,293.00,281.19,293.07,296.17,308.22,292.11,274.05,,,,
