dates,satname,nzd0370-0000,nzd0370-0001,nzd0370-0002,nzd0370-0003,nzd0370-0004,nzd0370-0005,nzd0370-0006,nzd0370-0007,nzd0370-0008,nzd0370-0009,nzd0370-0010,nzd0370-0011,nzd0370-0012,nzd0370-0013,nzd0370-0014,nzd0370-0015,nzd0370-0016
2003-03-05 22:08:19.474000,L7,,,,,,,249.00,249.85,242.16,242.77,259.12,232.17,251.13,241.30,201.71,237.31,237.25
2003-03-21 22:08:15.672000,L7,,,206.85,236.96,251.67,294.55,347.18,346.02,347.22,365.20,342.27,350.99,337.68,314.16,280.19,302.80,280.35
2003-05-24 22:08:16.964000,L7,254.30,,,,217.82,255.66,248.88,240.42,242.40,295.06,294.16,246.07,260.38,227.99,213.89,,
2003-07-28 21:50:04.710000,L5,291.03,274.29,244.61,184.46,,223.73,247.32,259.34,255.12,262.93,270.87,240.35,258.75,238.79,209.33,205.76,209.09
2003-08-29 21:50:38.152000,L5,247.92,248.84,216.21,,206.07,236.31,248.02,255.14,256.82,269.65,268.26,248.79,253.12,229.88,208.22,202.61,218.36
2003-09-14 21:50:54.515000,L5,,,,,207.19,234.12,239.35,251.00,256.61,272.06,268.13,246.20,255.53,222.83,207.82,208.94,204.90
2003-10-16 21:51:19.969000,L5,314.02,286.44,260.20,220.44,244.55,279.68,308.01,309.42,309.36,315.77,324.02,299.45,306.29,289.72,252.99,281.63,266.61
2003-11-17 21:51:45.201000,L5,307.05,287.19,260.83,219.59,235.84,279.93,310.71,313.12,313.08,317.71,327.22,306.01,312.45,287.51,256.94,281.69,266.81
2003-12-10 21:58:05.829000,L5,316.22,292.94,268.57,238.10,255.73,293.69,309.35,312.83,308.79,302.61,314.18,289.98,305.37,290.99,252.89,285.21,281.16
2004-02-05 21:52:16.959000,L5,,,,,,,,,,,232.99,238.03,207.29,199.99,229.18,243.23,232.78
2004-04-25 21:53:23.341000,L5,,,,,207.26,227.19,234.29,251.29,249.34,259.57,268.76,241.16,250.56,230.99,193.25,189.68,
2004-05-18 22:00:14.650000,L5,,,,,206.85,227.10,233.33,253.66,246.86,259.56,266.09,245.73,256.27,230.88,196.37,,
2004-06-12 21:54:47.510000,L5,,,,,192.53,217.51,208.08,235.40,237.56,250.27,243.49,227.43,221.63,178.20,,,
2004-09-23 22:03:38.248000,L5,,,,,,,,,272.69,286.79,296.90,283.85,294.24,278.87,246.32,267.86,255.59
2004-10-02 21:57:38.853000,L5,,,,,206.63,229.44,239.29,253.81,240.35,265.90,244.32,239.37,239.74,203.07,188.42,,
2004-11-10 22:04:35.857000,L5,329.18,314.64,320.91,315.90,321.72,314.42,303.41,311.00,305.15,318.66,330.96,313.78,328.40,328.31,286.66,315.69,300.79
2005-01-29 22:05:53.825000,L5,359.33,301.76,271.04,230.86,239.29,291.58,304.69,328.07,328.24,336.08,346.45,337.18,330.19,322.92,302.07,302.32,299.61
2005-02-23 22:00:07.370000,L5,,,,,181.33,222.35,244.83,237.02,256.56,267.99,278.76,197.75,275.28,256.67,221.93,218.70,228.69
2005-03-02 22:06:24.060000,L5,,,,,195.73,223.76,248.36,254.44,259.15,263.03,284.53,257.59,267.66,237.50,204.82,198.27,212.34
2005-03-11 22:00:19.764000,L5,,,,,209.63,237.89,251.32,262.59,264.43,272.54,276.65,263.51,269.17,210.56,209.19,217.85,229.06
2005-03-18 22:06:34.540000,L5,,,,,,,,248.34,248.16,256.27,,,,168.31,213.23,212.70,214.85
2005-03-27 22:00:27.368000,L5,,,,,203.06,234.47,261.42,265.33,269.02,276.55,284.15,259.79,274.27,250.94,219.58,211.88,225.95
2005-04-12 22:00:30.943000,L5,,,205.58,187.30,222.61,252.45,272.32,277.76,276.06,283.90,296.50,259.76,260.13,220.05,203.30,192.64,
2005-05-05 22:06:49.678000,L5,319.30,296.22,276.29,241.97,248.03,292.29,296.98,303.08,295.83,297.73,311.38,293.97,297.51,293.06,249.59,265.80,255.72
2005-06-15 22:00:58.430000,L5,276.59,240.91,208.30,,207.85,227.63,243.86,253.37,248.26,254.69,268.90,238.89,248.08,224.36,196.57,,
2005-09-10 22:07:43.789000,L5,330.64,289.39,258.40,227.57,238.69,278.25,306.45,307.19,310.06,309.69,321.50,297.53,303.92,286.10,255.95,280.03,266.92
2005-09-19 22:01:32.820000,L5,327.12,304.59,293.11,247.14,256.60,299.79,304.97,310.17,304.66,310.16,324.02,295.77,307.66,293.64,263.90,292.57,275.03
2005-10-05 22:01:29.249000,L5,327.15,299.97,278.46,254.94,260.67,295.07,305.26,310.94,310.79,313.62,322.92,298.32,309.89,295.05,260.76,285.90,278.75
2005-11-22 22:01:58.720000,L5,313.15,271.78,228.43,225.82,245.50,282.80,297.02,297.31,293.76,391.92,309.30,289.53,305.40,296.80,259.62,287.38,272.92
2006-01-25 22:03:29.142000,L5,,,,177.69,207.40,225.69,246.81,257.41,260.06,262.56,276.70,249.58,272.96,244.39,215.77,213.60,225.05
2006-02-17 22:10:10.858000,L5,,,,,196.26,220.08,231.25,246.06,241.90,234.58,219.29,246.71,256.85,228.00,211.45,203.83,217.70
2006-06-25 22:12:20.185000,L5,291.95,262.51,240.30,,,,248.96,264.88,264.06,276.14,281.13,260.03,266.45,239.19,193.56,,
2006-08-21 22:06:55.521000,L5,266.22,250.73,217.52,181.29,208.82,230.46,235.91,245.51,239.32,255.12,253.41,232.50,253.55,231.82,199.21,,
2006-08-28 22:13:11.682000,L5,,,,,209.13,234.35,256.14,262.00,241.19,261.68,255.87,236.98,244.88,207.49,206.07,,214.98
2006-09-13 22:13:23.482000,L5,,,,,195.13,226.16,245.58,253.60,268.24,281.82,285.54,268.46,278.54,230.21,213.35,163.94,231.69
2006-10-24 22:07:38.411000,L5,195.43,,,178.01,210.74,234.63,260.27,262.85,262.83,273.51,279.79,255.75,272.63,249.97,212.02,175.90,201.56
2006-10-31 22:13:53.251000,L5,,,,,185.22,211.17,251.84,267.72,265.36,276.97,286.95,265.59,285.97,238.61,213.59,164.29,221.53
2007-02-04 22:14:33.490000,L5,312.97,279.85,265.09,236.80,246.07,289.49,303.49,312.11,305.12,300.93,318.07,289.88,308.14,289.11,255.12,285.42,277.06
2007-02-13 22:08:23.117000,L5,327.99,293.47,269.95,230.75,239.91,277.51,299.08,306.13,305.45,314.84,327.31,306.06,314.39,292.22,257.39,276.83,268.91
2007-09-09 22:06:33.244000,L5,338.93,316.19,303.98,299.69,255.29,290.29,295.09,303.34,303.38,314.59,326.38,309.04,322.51,305.98,284.07,278.62,274.12
2007-10-02 22:12:30.868000,L5,,,,,202.87,224.05,223.82,223.43,230.83,273.09,274.56,262.41,266.15,238.67,209.68,,
2009-01-24 22:04:54.778000,L5,,,,,,,,,,,,,286.71,254.88,219.45,175.67,232.84
2010-02-21 22:04:20.664000,L5,,,,,196.77,224.23,233.62,237.87,224.21,216.70,271.70,237.44,263.94,227.80,200.90,,
2010-12-29 22:09:29.646000,L5,,,,178.06,207.38,229.00,235.80,219.73,216.94,225.39,270.92,247.89,274.62,252.63,223.41,180.96,230.97
2011-01-07 22:03:20.155000,L5,307.53,288.48,265.21,231.99,238.07,272.81,289.57,301.06,298.03,312.47,321.40,300.18,313.93,296.62,250.49,266.26,270.90
2011-01-23 22:03:20.850000,L5,314.85,291.54,270.39,236.46,243.18,277.12,293.39,303.92,299.38,312.81,321.60,298.23,311.44,295.29,257.29,273.83,270.81
2011-02-08 22:03:23.241000,L5,,,,,204.28,215.73,239.84,247.51,259.60,267.16,280.17,256.04,276.20,249.32,208.19,159.35,
2011-02-15 22:09:34.535000,L5,294.54,292.05,290.65,289.55,283.78,291.44,298.18,309.93,316.56,336.20,352.81,329.51,347.50,330.45,310.00,313.09,308.71
2011-03-12 22:03:19.303000,L5,323.51,295.49,278.07,243.00,251.26,280.37,292.14,300.48,297.67,309.21,314.30,294.36,302.56,292.09,249.42,265.34,265.18
2013-05-11 22:21:31.047000,L8,,,,222.21,212.04,237.27,243.08,266.27,257.82,268.16,280.33,254.28,271.72,246.03,204.84,206.04,
2013-05-27 22:21:38.875000,L8,,,,223.46,221.90,244.52,249.31,269.09,261.91,263.61,284.08,253.53,271.00,244.98,203.32,,
2013-06-05 22:15:27.079000,L8,,,,,216.09,242.07,244.17,267.82,254.15,265.31,279.30,237.29,266.62,240.00,198.18,206.14,
2013-07-14 22:21:34.493000,L8,,,,,195.48,241.45,241.64,262.67,237.72,263.28,271.12,234.88,262.22,202.88,197.85,206.10,
2013-09-16 22:21:33.422000,L8,272.61,266.26,237.97,224.51,239.94,250.13,263.36,278.17,278.06,281.65,294.67,273.85,283.89,262.19,216.45,226.76,234.33
2013-10-18 22:21:25.531000,L8,240.44,258.10,224.17,225.44,230.05,249.97,267.79,277.70,277.49,282.00,295.82,272.53,281.57,268.51,219.42,222.44,214.64
2013-11-12 22:15:08.029000,L8,302.72,299.49,292.54,277.15,255.69,291.58,301.96,312.07,310.50,317.05,327.76,310.08,325.21,315.87,271.65,294.96,280.12
2013-12-14 22:14:57.422000,L8,348.40,347.56,355.46,366.73,427.86,384.16,371.45,379.52,409.50,363.83,369.02,383.76,371.37,364.03,366.50,363.55,348.42
2013-12-21 22:21:03.131000,L8,252.13,256.83,236.77,218.68,227.14,255.54,274.60,286.12,286.91,291.42,303.61,274.80,293.86,274.36,228.21,224.91,243.09
2014-02-07 22:20:33.142000,L8,312.13,302.15,297.12,290.47,258.15,286.70,295.18,314.94,308.16,315.01,331.23,303.35,321.27,300.75,265.33,284.91,277.38
2014-02-16 22:14:14.638000,L8,,,,,210.53,231.01,240.47,233.35,222.19,230.05,233.08,241.12,276.86,212.53,211.91,176.40,172.80
2014-03-20 22:13:49.616000,L8,309.57,301.52,292.03,276.28,260.72,281.66,297.81,305.17,303.23,310.01,322.94,297.71,306.25,298.42,259.26,282.06,272.10
2014-05-14 22:19:08.687000,L8,,,,,214.51,240.89,249.95,262.91,258.41,256.99,283.84,248.02,269.41,243.28,202.08,,
2014-05-30 22:19:10.974000,L8,,,,,208.12,231.89,238.55,262.02,254.77,257.66,280.54,243.57,266.61,242.92,200.32,,
2014-07-26 22:13:18.997000,L8,233.58,219.69,243.33,227.19,219.81,249.65,259.79,269.75,271.83,275.87,288.26,268.84,271.30,252.04,205.62,219.95,172.79
2014-09-28 22:13:32.732000,L8,220.54,181.90,235.63,234.25,228.28,245.17,263.46,274.88,277.70,281.63,293.59,273.26,280.52,262.42,218.14,223.26,215.01
2014-10-14 22:13:38.532000,L8,,179.60,232.20,230.16,230.07,245.29,261.79,277.13,277.53,282.05,294.96,269.25,282.41,266.30,219.08,183.95,206.86
2014-11-06 22:19:49.237000,L8,340.80,327.45,339.53,337.36,406.19,356.27,319.63,334.37,324.00,330.72,347.17,346.94,345.19,335.60,337.17,325.21,329.93
2014-11-22 22:19:45.715000,L8,317.28,310.76,298.02,291.27,272.13,284.52,310.02,321.33,318.14,320.87,330.74,315.80,324.61,321.90,267.84,305.76,310.62
2014-12-01 22:13:36.144000,L8,305.44,302.81,295.80,286.83,268.05,299.00,301.87,317.50,317.66,323.64,327.99,308.64,318.16,310.05,276.48,299.81,278.79
2015-01-25 22:19:32.598000,L8,,,,220.20,220.04,244.52,266.87,280.35,283.50,284.54,300.64,270.47,289.43,273.59,222.62,221.90,223.55
2015-02-10 22:19:26.793000,L8,,,242.79,232.32,239.62,251.21,270.92,283.64,286.25,290.63,302.76,276.71,292.84,279.36,231.87,226.40,231.28
2015-02-19 22:13:13.545000,L8,350.76,347.55,346.89,370.91,371.38,417.20,368.80,403.90,412.77,413.54,404.43,380.30,431.10,439.35,434.29,419.30,338.58
2015-02-26 22:19:22.786000,L8,314.60,306.06,298.80,290.39,258.73,281.83,294.62,305.49,301.43,311.88,323.59,296.04,312.65,299.64,260.76,278.68,272.26
2015-03-14 22:19:11.321000,L8,313.96,303.77,296.50,288.57,262.65,283.11,294.21,304.40,299.99,312.09,319.95,305.61,309.95,297.84,258.91,271.19,271.41
2015-04-15 22:18:58.633000,L8,317.46,309.26,300.39,293.87,268.53,283.54,302.06,313.80,314.72,313.01,330.34,301.76,308.02,299.73,263.86,268.65,261.90
2015-05-26 22:12:28.969000,L8,,173.93,234.60,195.35,220.64,242.55,252.03,264.78,269.18,266.40,282.42,261.71,266.48,247.43,197.07,,
2015-07-20 22:19:10.496000,L8,,,,,205.71,239.87,237.26,239.46,,250.14,262.09,236.04,248.68,199.61,190.25,,
2015-08-05 22:19:12.883000,L8,253.08,,,,,178.23,254.07,265.73,270.01,272.85,280.21,266.42,273.13,248.69,209.44,197.46,189.48
2015-09-06 22:19:26.774000,L8,265.96,267.30,241.61,222.75,218.92,237.48,249.18,267.52,268.12,272.60,278.55,,268.19,251.95,208.35,214.59,203.41
2015-10-24 22:19:40.609000,L8,,,,,223.08,247.62,262.99,275.81,274.78,273.08,286.05,267.22,277.75,245.47,219.42,183.10,206.72
2015-12-27 22:19:43.199000,L8,,222.78,242.42,222.31,214.43,249.29,272.64,284.29,286.33,288.55,301.06,274.95,289.74,275.48,229.21,225.47,226.39
2016-01-05 22:13:29.107000,L8,304.97,306.05,297.55,287.33,257.28,283.75,298.64,311.35,308.18,314.93,325.36,301.38,311.96,303.93,261.85,281.79,282.18
2016-02-06 22:13:25.747000,L8,,,,,,242.95,268.60,281.83,284.06,286.48,300.59,273.70,289.43,273.73,228.68,220.15,222.58
2016-02-13 22:19:32.514000,L8,,222.82,245.58,224.52,241.89,249.54,272.92,285.93,286.98,291.51,302.32,278.21,288.16,276.49,234.07,230.59,231.28
2016-04-17 22:19:09.462000,L8,312.87,306.03,298.46,290.40,261.92,277.75,288.75,307.72,298.83,305.00,312.26,297.26,300.94,295.80,254.04,268.63,259.04
2016-06-04 22:19:16.236000,L8,,205.33,185.47,,,,246.43,261.52,246.59,262.41,280.94,245.95,267.44,242.94,197.13,,
2016-06-13 22:13:06.505000,L8,300.00,271.33,253.35,214.90,230.79,250.70,252.95,277.06,272.78,277.34,278.56,230.02,253.33,172.37,,,
2016-07-06 22:19:29.332000,L8,,,,,,,242.09,264.93,254.04,265.75,280.29,257.65,269.32,246.03,197.63,205.80,
2016-08-07 22:19:37.341000,L8,,,,,,,253.40,264.69,259.48,270.08,280.17,253.55,267.75,248.68,203.39,217.29,180.57
2016-09-08 22:19:48.652000,L8,,251.03,231.37,,,192.45,258.13,264.30,216.16,272.32,280.93,,262.38,246.03,205.50,161.96,189.40
2016-10-03 22:13:40.493000,L8,,,,,,221.12,232.62,263.66,255.71,236.83,,,,,,,
2016-12-29 22:19:49.454000,L8,213.85,219.69,230.29,212.80,221.54,248.56,269.46,278.45,278.62,280.95,294.13,269.10,284.70,263.08,221.52,210.87,217.34
2017-01-23 22:13:31.167000,L8,314.88,304.85,302.70,293.61,278.81,298.50,311.53,316.86,315.21,315.61,326.58,317.46,323.49,320.51,269.28,284.36,283.02
2017-02-15 22:19:31.641000,L8,259.66,278.76,247.89,220.65,233.88,258.02,273.58,284.48,285.63,286.90,301.83,279.30,288.74,276.11,228.13,228.13,227.30
2017-02-24 22:13:17.856000,L8,,,,200.86,220.05,241.52,258.97,274.10,273.79,275.98,293.98,268.65,279.76,263.35,214.78,178.86,204.30
2017-04-20 22:18:59.237000,L8,,,,,,,,,,203.61,234.52,205.73,241.08,177.62,,,
2017-06-07 22:19:15.026000,L8,,,,,173.53,243.25,246.98,267.57,265.97,269.95,283.75,257.01,268.72,245.53,197.05,211.51,
2017-06-16 22:13:07.683000,L8,,,,,177.50,243.71,248.49,264.41,255.18,259.52,278.16,255.02,262.44,243.73,193.32,,
2017-07-25 22:19:30.661000,L8,,,179.04,194.59,214.50,246.27,254.13,251.93,,236.59,272.84,257.49,253.35,232.26,198.14,,
2017-08-03 22:13:23.788000,L8,,,,,,,,,,267.56,282.66,265.90,267.25,252.78,206.33,219.15,168.77
2017-11-30 22:19:44.301000,L8,306.85,302.11,297.04,291.77,264.20,285.42,302.49,312.56,310.87,314.39,330.32,302.66,315.66,304.67,270.27,275.54,279.12
2018-01-17 22:19:37.247000,L8,,,,216.14,214.75,243.94,263.07,275.95,275.82,282.00,288.39,,,,,,
2018-01-26 22:13:21.037000,L8,302.40,299.36,289.25,284.51,269.61,284.74,300.60,308.29,310.85,314.39,324.52,315.27,316.91,300.79,274.17,278.80,282.86
2018-02-02 22:19:27.675000,L8,281.79,282.20,268.08,266.58,242.45,266.46,282.73,289.84,292.80,298.31,308.60,288.90,296.95,288.64,250.53,265.02,264.30
2018-02-18 22:19:22.544000,L8,297.57,294.19,284.42,286.60,253.26,278.97,287.14,304.15,296.49,301.35,311.01,297.49,304.94,297.55,259.49,273.29,275.16
2018-04-07 22:18:58.809000,L8,,176.72,181.12,223.69,223.39,243.02,252.81,177.95,272.19,276.39,289.00,270.04,278.18,265.42,216.57,219.23,207.95
2018-05-02 22:12:33.692000,L8,,,,,217.48,240.63,246.22,258.60,253.94,258.63,284.00,254.73,271.85,250.48,201.75,209.02,
2018-06-19 22:12:21.473000,L8,,,,,198.64,245.70,247.87,268.67,265.04,272.72,285.08,,271.16,253.89,200.05,212.91,
2018-08-06 22:12:46.122000,L8,,,,,,,,,,,,,,,,,168.49
2018-08-22 22:12:54.367000,L8,,,,,193.63,246.51,244.65,261.06,254.55,264.88,278.75,235.26,269.69,247.71,204.54,219.80,186.48
2018-08-29 22:19:08.064000,L8,,,,,213.66,249.64,260.20,265.26,265.92,271.78,285.38,263.42,275.77,257.48,212.35,222.63,214.00
2018-09-14 22:19:12.891000,L8,,,,,201.16,245.85,246.46,263.17,262.61,265.14,274.50,257.52,266.66,253.70,212.48,221.06,200.47
2018-11-10 22:13:20.844000,L8,216.35,270.39,241.01,255.59,230.48,252.85,272.54,279.47,285.04,285.53,300.34,277.36,294.17,277.68,234.47,223.80,225.74
2019-01-04 22:19:27.588000,L8,232.83,,,229.85,228.29,247.59,265.63,276.40,277.79,282.20,299.68,271.50,287.47,273.40,229.59,219.97,226.84
2019-02-14 22:13:09.296000,L8,212.16,,235.33,226.69,222.61,247.92,262.18,271.17,273.59,278.65,294.78,269.97,284.93,269.88,225.01,223.54,222.54
2019-03-02 22:13:05.126000,L8,,,239.76,226.06,223.46,245.74,263.13,274.18,274.68,278.93,295.78,270.26,286.00,272.21,225.34,224.24,220.96
2019-04-03 22:12:56.485000,L8,262.59,269.82,244.34,212.40,219.64,237.92,,,,226.94,283.66,246.50,271.36,239.43,200.55,,
2019-05-05 22:12:52.815000,L8,,,,224.33,220.98,243.66,252.04,260.03,263.42,241.31,285.77,252.51,271.80,255.06,202.54,,
2019-06-06 22:13:11.112000,L8,,,,,190.85,245.12,246.12,257.74,254.72,232.31,277.95,251.71,261.29,243.11,193.86,,
2019-06-29 22:19:29.514000,L8,,,,,206.89,244.61,245.31,251.44,249.97,232.69,276.47,245.25,262.45,238.38,193.84,,
2019-07-24 22:13:24.827000,L8,,,,,222.09,245.16,247.65,253.87,241.96,250.14,273.90,243.91,260.79,238.33,190.83,,
2019-07-31 22:19:38.682000,L8,,,,,,,248.02,254.22,251.42,258.03,279.52,257.35,264.27,243.94,200.69,210.96,
2019-08-25 22:13:35.591000,L8,253.04,208.32,245.73,217.77,192.65,241.43,256.97,267.89,269.78,276.25,289.37,,281.97,264.63,222.04,222.59,223.48
2019-09-17 22:19:53.101000,L8,,,,223.16,220.18,244.05,247.95,261.34,262.34,266.54,283.59,256.79,250.93,254.37,212.49,223.51,206.84
2019-10-12 22:13:48.022000,L8,260.23,274.37,248.27,223.21,235.85,256.52,262.41,276.56,276.56,280.07,293.84,275.42,285.64,274.91,223.53,225.61,219.32
2019-10-19 22:19:59.334000,L8,,273.79,243.53,216.82,232.16,249.93,264.31,274.00,275.34,276.29,289.04,273.26,284.15,256.41,219.19,216.88,217.70
2019-10-28 22:13:48.433000,L8,208.02,,,,,,,263.32,277.40,276.50,294.08,277.48,291.27,281.98,229.66,225.14,224.04
2019-12-22 22:19:51.609000,L8,,264.39,239.34,212.21,227.04,249.99,263.85,277.51,276.92,280.95,296.13,273.66,286.24,272.40,226.09,219.34,222.80
2020-01-16 22:13:34.872000,L8,,,,230.17,214.53,242.74,258.05,272.74,277.75,277.36,293.66,258.92,284.22,264.53,218.22,193.89,215.05
2020-01-23 22:19:43.708000,L8,,,,226.39,216.56,242.09,260.23,276.70,277.83,281.40,295.61,266.10,284.03,267.55,223.60,215.39,218.85
2020-02-08 22:19:38.701000,L8,,,,178.15,233.26,253.77,272.51,283.10,281.77,283.81,297.35,282.11,290.03,229.48,,,236.86
2020-02-24 22:19:34.962000,L8,,,,,209.05,239.21,241.40,269.46,221.75,247.79,252.99,244.60,283.25,264.36,217.08,219.77,218.55
2020-03-04 22:13:20.890000,L8,,,,224.97,217.30,250.31,262.14,275.45,275.82,278.89,293.30,272.15,285.48,273.18,223.88,221.55,221.83
2020-03-27 22:19:19.905000,L8,252.69,,,226.23,216.60,245.98,256.44,264.42,271.32,268.81,288.86,267.26,277.96,262.96,214.10,221.88,206.51
2020-04-28 22:19:04.733000,L8,,,,219.75,222.85,247.29,259.43,266.43,270.07,267.98,287.60,266.41,275.89,260.57,212.08,218.43,187.56
2020-05-30 22:19:04.718000,L8,,,,,211.51,237.72,238.11,236.59,242.03,226.99,271.03,232.12,253.98,195.74,193.44,,
2020-07-01 22:19:22.742000,L8,,275.78,248.56,,,248.08,259.02,263.67,267.89,265.82,284.81,269.25,271.58,254.19,208.56,214.05,168.01
2020-07-17 22:19:28.765000,L8,,,,,198.61,246.71,254.90,260.08,255.93,264.19,281.46,265.47,268.57,246.29,205.60,218.19,
2020-07-26 22:13:20.488000,L8,,,,,210.94,246.60,253.27,260.77,259.33,264.34,275.53,267.69,267.94,246.72,199.79,212.04,
2020-08-11 22:13:23.493000,L8,,,,,,,,261.70,256.67,262.54,275.24,254.08,259.78,242.73,203.99,209.39,
2020-09-19 22:19:51.801000,L8,257.66,218.74,241.50,224.17,220.12,244.73,259.63,265.48,269.83,271.16,289.43,267.50,274.35,260.50,215.53,223.84,217.42
2020-10-14 22:13:44.927000,L8,254.88,271.66,248.20,260.00,227.71,251.19,268.73,276.30,285.49,284.22,299.40,273.68,287.97,275.67,227.77,225.50,221.55
2020-10-21 22:19:55.676000,L8,,240.96,242.19,213.14,224.14,250.26,266.41,273.98,273.24,277.75,290.94,270.02,284.31,270.16,226.30,208.05,218.01
2020-12-24 22:19:54.582000,L8,299.48,296.54,291.80,289.43,256.41,301.62,298.96,303.31,303.99,304.24,321.02,311.10,319.28,311.38,266.24,278.07,281.52
2021-01-25 22:19:43.984000,L8,302.23,294.12,290.88,288.00,259.25,299.39,303.88,306.32,315.69,305.54,325.97,317.79,325.25,318.08,275.24,276.26,282.26
2021-02-03 22:13:32.068000,L8,,,,223.60,219.22,246.00,267.72,278.89,281.65,280.76,295.09,276.09,285.73,277.85,224.45,223.27,222.57
2021-02-10 22:19:41.369000,L8,,,,,,,232.19,209.77,217.67,226.65,283.25,264.65,278.23,269.24,227.30,216.53,214.32
2021-02-19 22:13:27.767000,L8,313.32,301.09,299.26,295.94,260.90,305.52,300.19,305.14,309.16,309.14,321.56,311.84,316.74,305.88,276.07,281.57,277.68
2021-03-23 22:13:13.154000,L8,258.66,272.23,243.05,225.78,230.03,251.63,265.89,277.19,277.29,278.12,292.35,274.47,284.37,273.03,223.56,223.40,221.74
2021-05-26 22:13:06.904000,L8,319.52,305.43,314.96,301.06,270.67,279.94,285.02,318.95,303.25,301.38,327.08,304.80,301.63,300.01,282.50,256.30,254.51
2021-06-02 22:19:21.079000,L8,,,,,215.50,237.68,237.79,238.69,240.80,225.96,270.52,235.21,249.92,197.21,184.39,,
2021-08-30 22:13:38.062000,L8,,,,,,,249.75,263.09,258.81,268.77,279.49,246.80,261.65,248.42,205.54,219.31,200.97
2021-09-06 22:19:50.994000,L8,310.40,302.91,301.55,293.89,249.89,277.06,283.81,294.43,292.91,297.94,310.53,313.84,289.92,191.18,,,
2021-11-02 22:13:50.004000,L8,308.36,301.66,297.14,298.68,257.76,324.48,309.64,309.19,308.99,312.71,332.40,317.41,327.34,318.98,268.56,279.77,279.40
2021-11-06 22:14:23.901000,L9,302.82,298.82,302.26,300.67,259.01,298.44,300.40,307.22,318.18,304.29,319.47,307.10,320.63,307.31,264.63,289.79,280.51
