dates,nzd0370-0000,nzd0370-0001,nzd0370-0002,nzd0370-0003,nzd0370-0004,nzd0370-0005,nzd0370-0006,nzd0370-0007,nzd0370-0008,nzd0370-0009,nzd0370-0010,nzd0370-0011,nzd0370-0012,nzd0370-0013,nzd0370-0014,nzd0370-0015,nzd0370-0016
2001-12-21 22:02:05+00:00,225.125,187.8,239.2575,218.92,227.66750000000002,267.46,292.755,305.92,232.07,242.26,302.78499999999997,263.445,305.905,289.79499999999996,248.1,259.9075,248.90333333333334
2002-02-07 22:02:17+00:00,225.125,187.8,239.2575,218.92,217.372,263.7875,276.4066666666667,268.54,231.26333333333332,236.88,302.78499999999997,261.524,305.905,289.79499999999996,245.0475,254.21800000000002,244.7425
2002-02-14 22:08:29+00:00,225.125,187.8,241.54000000000002,219.47799999999998,217.372,265.236,271.62750000000005,264.31,226.15,227.49666666666667,302.78499999999997,254.9433333333333,305.905,289.79499999999996,246.756,253.09333333333333,246.98199999999997
2002-03-11 22:02:19+00:00,240.79,201.595,246.262,217.012,210.948,263.77666666666664,275.72,262.0475,229.20749999999998,220.695,306.92,248.31333333333336,305.905,274.49666666666667,249.00799999999998,255.24,248.406
2002-10-05 22:01:07+00:00,,,,,,274.02,294.81,,,,306.99,287.72,289.08,270.77,245.47,257.39,244.52
2002-12-31 22:07:56+00:00,,,,,,274.02,275.57,257.05,243.09,248.24,281.59000000000003,274.13,286.905,257.29499999999996,234.785,245.785,242.38
2003-02-26 22:02:04+00:00,,,,,,252.575,267.7233333333333,254.245,242.735,246.9,275.06666666666666,257.1933333333333,288.78,254.35666666666665,235.35666666666665,244.29666666666665,242.4366666666667
2003-03-05 22:08:19+00:00,,,,,,252.575,263.3575,253.22333333333336,242.93666666666664,246.15333333333334,271.9875,257.1325,290.48,251.67499999999998,235.7125,243.56,242.17000000000002
2003-07-28 21:50:04+00:00,292.36,275.62,245.75,186.12,179.96,228.05,250.37,254.42333333333332,247.38333333333333,251.32333333333335,265.51666666666665,240.79,282.58,246.05499999999998,227.78666666666666,230.59333333333333,231.47333333333336
2003-08-29 21:50:38+00:00,292.36,275.62,245.75,186.12,190.88,228.225,244.80333333333337,253.05666666666664,249.54666666666665,257.81333333333333,265.05999999999995,246.88333333333333,266.0566666666667,232.345,216.56000000000003,215.37,220.79
2003-09-14 21:50:54+00:00,292.36,275.62,245.75,186.12,196.3166666666667,230.18999999999997,241.16666666666666,252.99666666666667,253.97000000000003,266.94666666666666,266.8533333333333,243.29999999999998,252.70666666666668,221.945,206.90666666666667,204.5666666666667,208.63333333333333
2003-10-16 21:51:19+00:00,303.19,281.03,252.975,203.28,208.375,230.18999999999997,241.16666666666666,267.10249999999996,267.8175,279.15250000000003,266.8533333333333,243.29999999999998,252.70666666666668,221.945,206.90666666666667,204.5666666666667,208.63333333333333
2003-11-17 21:51:45+00:00,303.19,281.03,252.975,203.28,208.375,230.975,247.275,268.186,268.846,279.57399999999996,272.0275,243.29999999999998,252.70666666666668,221.945,206.90666666666667,205.5775,208.63333333333333
2003-12-10 21:58:05+00:00,305.6433333333334,284.04333333333335,256.67333333333335,213.54333333333332,217.08800000000002,230.975,247.275,275.2233333333333,275.06,282.9683333333333,279.888,243.29999999999998,252.70666666666668,221.945,206.90666666666667,205.5775,225.76999999999998
2004-04-25 21:53:23+00:00,310.55,290.07,264.07,234.07,229.6,230.26,249.945,291.465,276.1433333333334,280.2566666666667,289.2133333333333,241.16,250.56,230.99,193.25,199.145,277.18
2004-06-12 21:54:47+00:00,,,,,202.69,224.28,231.6,,249.34,259.57,268.76,241.16,250.56,230.99,193.25,189.68,
2004-11-10 22:04:35+00:00,274.83,269.33,242.72,209.32,214.435,241.59,228.91,281.51,278.44,286.38,293.89,273.33,,,241.1,,250.86
2005-01-29 22:05:53+00:00,274.83,288.27,258.645,221.885,237.1,261.81,,281.51,278.44,286.38,293.89,273.33,,,241.1,,250.86
2005-02-23 22:00:07+00:00,274.83,288.27,258.645,221.885,220.73333333333335,244.055,252.95,265.955,271.9,280.90500000000003,289.595,273.33,278.93,261.84,233.52499999999998,231.17,242.67000000000002
2005-03-02 22:06:24+00:00,274.83,288.27,258.645,221.885,214.4825,237.29,250.655,262.1166666666667,267.65,274.94666666666666,287.9066666666667,265.46,273.295,249.67,223.95666666666668,214.72,232.56000000000003
2005-03-18 22:06:34+00:00,274.83,288.27,258.645,221.885,214.4825,237.29,251.1966666666667,259.045,263.405,270.695,282.645,265.46,273.295,249.67,221.59,214.6933333333333,228.61
2005-03-27 22:00:27+00:00,274.83,288.27,258.645,221.885,210.844,234.9775,250.6325,259.462,263.25,270.548,281.88199999999995,261.6333333333333,272.3966666666667,247.6,220.04000000000002,211.73,226.442
2005-04-12 22:00:30+00:00,274.83,288.27,258.645,221.885,210.67,235.26999999999998,251.016,260.37,263.18666666666667,270.3833333333333,282.4733333333333,255.545,272.3966666666667,247.6,220.04000000000002,211.73,226.442
2005-09-10 22:07:43+00:00,242.44,,,,203.04500000000002,232.23999999999995,253.11,260.2025,260.4549999999999,268.97,275.5175,250.5533333333333,264.20500000000004,237.805,209.73333333333335,210.75,217.28333333333333
2005-09-19 22:01:32+00:00,284.38,302.83,288.45,243.42,220.55333333333337,254.32000000000002,266.12,275.1,273.46,281.7075,289.365,261.66499999999996,278.1666666666667,237.805,207.35500000000002,236.32666666666668,236.36666666666667
2005-10-05 22:01:29+00:00,298.63666666666666,301.4,283.45500000000004,249.18,242.01333333333332,276.66333333333336,280.2,287.5525,285.5,292.6225,300.3875,272.75,291.2633333333333,232.15,200.87,264.0133333333333,256.6933333333333
2005-11-22 22:01:58+00:00,302.6325,291.9533333333333,283.45500000000004,241.88666666666666,254.25,292.43333333333334,291.53999999999996,295.8375,293.3975,300.31,306.5225,286.04499999999996,294.975,232.15,200.87,270.07,260.9625
2006-01-25 22:03:29+00:00,310.428,295.8,287.24333333333334,256.1175,261.2575,296.31,296.924,300.488,298.448,305.71500000000003,312.86199999999997,291.396,300.512,232.15,200.87,277.656,260.9625
2006-02-17 22:10:10+00:00,310.428,295.8,287.24333333333334,256.1175,248.25799999999998,281.06399999999996,285.9783333333333,291.4166666666667,298.448,291.488,312.86199999999997,291.396,300.512,230.075,200.87,277.656,260.9625
2006-08-21 22:06:55+00:00,,,,,205.88,228.29,232.97,242.86,,253.55,,,,225.65,196.43,,
2006-08-28 22:13:11+00:00,,,,,207.505,231.32,244.555,252.43,,257.615,,,,216.57,201.25,,
2006-10-24 22:07:38+00:00,321.33,306.08,295.02,264.82,207.505,231.32,244.555,252.43,304.04,257.615,330.05,310.24,322.54,216.57,201.25,293.1,283.18
2007-02-04 22:14:33+00:00,317.15,292.96500000000003,280.05499999999995,250.81,220.35999999999999,231.32,244.555,252.43,304.58000000000004,272.05333333333334,324.06,300.06,315.34000000000003,216.57,201.25,289.26,280.12
2007-02-13 22:08:23+00:00,317.15,292.96500000000003,280.05499999999995,250.81,220.35999999999999,227.89666666666668,243.16666666666666,246.9766666666667,304.58000000000004,272.05333333333334,310.04,300.06,300.7733333333333,223.90333333333334,201.95666666666668,289.26,280.12
2007-09-09 22:06:33+00:00,338.93,316.19,303.98,,255.29,,,,303.38,314.59,,309.04,,,,,274.12
2007-10-02 22:12:30+00:00,338.93,316.19,303.98,,229.07999999999998,224.05,223.82,223.43,303.38,314.59,274.56,309.04,266.15,238.67,209.68,,274.12
2009-01-24 22:04:54+00:00,303.5,289.69,261.9,221.48,234.37,276.96,292.3,302.55,309.24,322.63,331.06,310.47,325.03,,270.93,283.96,279.48
2011-01-07 22:03:20+00:00,307.53,288.48,265.21,231.99,238.07,272.81,289.57,301.06,298.03,312.47,321.4,300.18,313.93,,250.49,266.26,270.9
2011-01-23 22:03:20+00:00,311.19,290.01,267.79999999999995,234.22500000000002,240.625,274.96500000000003,291.48,302.49,298.705,312.64,321.5,299.20500000000004,312.685,,250.49,270.04499999999996,270.855
2011-02-08 22:03:23+00:00,315.62333333333333,290.88000000000005,269.6033333333333,234.59666666666666,240.36666666666667,273.94,290.50333333333333,302.30333333333334,300.76,314.3533333333333,322.5566666666667,301.75,312.9533333333333,,252.85500000000002,269.18333333333334,268.79
2011-03-12 22:03:19+00:00,315.62333333333333,290.88000000000005,269.6033333333333,234.59666666666666,231.1725,261.4575,277.42,288.71500000000003,283.78499999999997,297.4875,322.5566666666667,286.835,312.9533333333333,236.12,236.29,269.18333333333334,268.79
2013-05-11 22:21:31+00:00,,,,222.21,212.04,237.27,243.08,266.27,257.82,,,,,246.03,204.84,,
2013-05-27 22:21:38+00:00,,,,222.835,216.97,240.895,246.195,267.67999999999995,259.865,263.61,284.08,253.53,271.0,245.505,204.84,,
2013-06-05 22:15:27+00:00,,,,222.835,216.01,241.00333333333333,244.91333333333333,266.86999999999995,255.60333333333335,262.5,280.125,244.115,267.135,242.38333333333333,200.61,,
2013-09-16 22:21:33+00:00,,265.6,235.19,223.23000000000002,221.74,243.1475,249.35750000000002,269.585,261.01,268.68666666666667,284.6433333333334,253.71666666666667,272.50333333333333,247.02249999999998,205.64333333333335,,232.01
2013-10-18 22:21:25+00:00,,258.81,235.19,222.89000000000001,222.642,243.98600000000002,252.11800000000002,270.588,263.548,271.06,286.34000000000003,257.5075,273.6075,249.08,208.1825,,216.975
2013-11-12 22:15:08+00:00,302.72,258.81,235.19,223.11666666666667,231.372,245.66500000000002,263.894,279.748,274.084,280.258,294.62399999999997,257.5075,283.928,249.84250000000003,209.29666666666665,294.96,216.975
2013-12-21 22:21:03+00:00,302.72,258.81,235.19,219.87666666666667,235.34750000000003,248.9,273.315,286.1075,285.945,290.4425,303.365,270.3633333333333,293.6825,262.53,217.85,294.96,221.74
2014-02-07 22:20:33+00:00,302.72,273.4633333333333,235.19,219.87666666666667,239.994,258.56,277.87399999999997,292.19,290.572,295.51599999999996,309.16999999999996,278.8275,293.6825,262.53,217.85,294.96,221.74
2014-03-20 22:13:49+00:00,302.72,285.83,,217.805,244.77599999999998,266.85,285.164,297.87,296.192,301.65200000000004,315.308,285.265,299.76,275.33,232.75,289.94,216.60500000000002
2014-05-14 22:19:08+00:00,,302.735,,213.74,237.21,263.7425,274.81,286.4225,279.94,285.1075,319.1166666666667,275.57,271.45666666666665,284.34,224.77333333333334,284.92,231.27
2014-05-30 22:19:10+00:00,,302.735,,213.74,237.21,254.96999999999997,265.784,276.08,267.492,273.76800000000003,319.1166666666667,266.75,266.66,284.34,217.03000000000003,284.92,231.27
2014-07-26 22:13:18+00:00,,302.735,,,233.11999999999998,254.07600000000002,263.316,272.236,261.582,269.63800000000003,311.56,260.572,260.195,270.45,211.76500000000001,284.92,
2014-09-28 22:13:32+00:00,264.12,263.3,246.46,237.8,215.51333333333332,237.65,247.92000000000002,255.08499999999998,244.41249999999997,251.9025,288.84000000000003,244.775,254.70750000000004,256.15,203.3125,,225.46
2014-10-14 22:13:38+00:00,264.12,263.3,242.67000000000002,235.325,221.0675,239.786,252.436,260.14,252.054,258.61800000000005,292.2033333333333,250.33800000000002,260.90200000000004,261.1333333333334,207.33,,219.85000000000002
2014-11-06 22:19:49+00:00,302.46000000000004,295.375,242.67000000000002,235.325,221.0675,239.786,263.635,260.14,264.045,270.635,305.945,266.43833333333333,274.95,279.75,207.33,325.21,256.54333333333335
2014-11-22 22:19:45+00:00,307.0933333333333,299.3666666666667,260.85333333333335,253.62666666666667,236.9675,249.63199999999998,275.41833333333335,275.704,279.825,286.0783333333333,310.802,280.58,292.7416666666667,288.064,222.234,314.92999999999995,269.6675
2014-12-01 22:13:36+00:00,307.09000000000003,300.58000000000004,270.02250000000004,262.4625,244.038,265.86400000000003,287.615,292.70799999999997,297.00500000000005,302.2766666666667,314.06166666666667,293.69,304.03333333333336,292.18,239.79000000000002,310.56,271.776
2015-01-25 22:19:32+00:00,307.09000000000003,300.31800000000004,274.258,265.36,254.72999999999996,273.608,295.20166666666665,302.23,305.8633333333333,311.20666666666665,322.36833333333334,304.3383333333333,312.68,302.10333333333335,252.558,302.3825,271.776
2015-02-26 22:19:22+00:00,307.09000000000003,300.31800000000004,274.258,265.36,252.80666666666664,269.42,291.0514285714286,298.66333333333336,302.1914285714286,307.3385714285714,319.2857142857143,299.8985714285714,309.09142857142854,298.1628571428572,247.515,302.3825,271.776
2015-03-14 22:19:11+00:00,308.464,300.8933333333334,277.965,269.2283333333333,254.2128571428571,271.37571428571425,291.44625,299.48285714285714,301.91625,307.9325,319.36875,300.6125,309.19875,298.1225,249.14285714285714,296.144,271.715
2015-04-15 22:18:58+00:00,319.72799999999995,309.585,297.40200000000004,289.032,264.0733333333333,281.37833333333333,301.04714285714283,308.545,310.53714285714284,315.79285714285714,327.36571428571426,308.51142857142855,316.4871428571428,306.8942857142857,261.135,292.1666666666667,297.6475
2015-07-20 22:19:10+00:00,317.2,306.1633333333333,297.42,288.6533333333333,260.405,275.7725,293.9,302.6775,293.78,308.5425,320.95,296.89,306.4975,294.645,254.70999999999998,273.77333333333337,271.41
2015-09-06 22:19:26+00:00,301.02,295.81,300.5300000000001,294.505,270.405,285.29,305.40999999999997,310.73,288.0075,315.815,327.625,306.005,311.525,301.4799999999999,265.86,271.735,271.41
2016-01-05 22:13:29+00:00,286.81500000000005,287.13,297.55,287.33,257.28,283.75,298.64,311.35,278.34,314.93,325.36,301.38,311.96,303.93,261.85,281.79,
2016-02-06 22:13:25+00:00,301.35333333333335,299.49,297.55,287.33,257.28,299.895,311.52,318.365,302.42333333333335,325.03499999999997,334.395,315.255,321.15,303.93,261.85,281.79,308.69
2016-02-13 22:19:32+00:00,303.555,300.305,296.595,286.975,259.53499999999997,294.62333333333333,307.03999999999996,314.24666666666667,302.92,319.62333333333333,330.3966666666667,309.1166666666666,316.1566666666667,301.275,260.775,281.79,292.56
2016-04-17 22:19:09+00:00,314.6075,309.76,297.21666666666664,288.1166666666666,260.33,290.405,302.4675,312.615,310.3175,315.9675,325.8625,306.1525,312.35249999999996,299.45,258.53000000000003,275.21000000000004,281.3866666666667
2016-06-04 22:19:16+00:00,314.6075,309.76,297.21666666666664,288.1166666666666,260.33,290.405,291.044,302.072,296.112,304.646,316.514,306.1525,303.06,284.815,242.8975,275.21000000000004,281.3866666666667
2016-06-13 22:13:06+00:00,314.6075,309.76,297.21666666666664,288.1166666666666,260.33,290.405,291.044,295.58,288.49666666666667,296.385,305.815,306.1525,303.06,284.815,242.8975,275.21000000000004,281.3866666666667
2016-07-06 22:19:29+00:00,317.82,310.99666666666667,297.04999999999995,288.51,261.855,292.6233333333333,279.43199999999996,287.6116666666667,279.0316666666667,287.94666666666666,298.0733333333333,307.7433333333333,294.36199999999997,270.01,226.64749999999998,268.63,281.3866666666667
2016-12-29 22:19:49+00:00,,267.48,,,229.2,253.23,257.46500000000003,272.94500000000005,267.145,274.37,288.615,274.23,278.165,257.6,211.55,,223.82
2017-01-23 22:13:31+00:00,314.88,286.165,302.7,293.61,229.2,275.865,292.94,299.605,299.05499999999995,300.025,312.45,295.845,305.675,270.49,226.25,284.36,223.82
2017-02-15 22:19:31+00:00,312.36,291.53333333333336,298.76,289.355,247.51,278.21,293.9866666666667,302.69666666666666,299.76666666666665,301.81,315.71666666666664,296.6133333333333,306.3566666666667,285.32500000000005,244.06,279.925,223.82
2017-06-07 22:19:15+00:00,312.36,291.53333333333336,298.76,289.355,247.51,269.59,282.6175,294.1775,291.7775,294.475,307.85,287.0075,297.145,285.32500000000005,228.68666666666664,257.52000000000004,223.82
2017-07-25 22:19:30+00:00,309.84,302.27,294.82,285.1,240.16,257.6333333333333,266.24,276.4766666666667,284.5,271.48,293.1133333333333,271.27666666666664,276.86,300.16,219.3166666666667,244.10000000000002,
2017-08-03 22:13:23+00:00,309.84,302.27,294.82,285.1,240.16,257.6333333333333,266.24,276.4766666666667,284.5,270.5,290.5,269.9325,274.4575,276.47,216.07,235.78333333333333,
2017-11-30 22:19:44+00:00,,,,,224.73000000000002,245.97,259.09999999999997,267.9166666666667,277.195,265.9175,285.345,265.035,269.945,266.78,208.8875,220.64666666666668,225.62
2018-01-26 22:13:21+00:00,,,,,228.775,248.04,271.43,281.015,283.78,279.57,294.15333333333336,271.09666666666664,281.5,269.09999999999997,222.24,223.9466666666667,223.695
2018-02-02 22:19:27+00:00,298.84,291.3,284.33,283.41,237.39000000000001,258.0566666666667,278.84999999999997,290.55,288.67,291.93333333333334,305.9433333333333,273.695,288.625,277.26,240.85666666666665,226.34500000000003,223.695
2018-02-18 22:19:22+00:00,298.84,291.3,284.33,252.66500000000002,234.03,255.21499999999997,274.425,287.065,285.5425,288.61,302.0775,272.56333333333333,286.37333333333333,274.97333333333336,236.34499999999997,224.11333333333334,222.51666666666665
2018-04-07 22:18:58+00:00,298.84,291.3,284.33,243.00666666666666,231.902,252.77599999999998,270.102,287.065,282.872,286.166,299.462,271.9325,284.325,272.58500000000004,236.34499999999997,222.8925,222.51666666666665
2018-05-02 22:12:33+00:00,298.84,291.3,284.33,243.00666666666666,228.92166666666665,250.41,265.62,279.22799999999995,275.82166666666666,276.76,296.1816666666667,267.338,281.302,266.952,228.63399999999996,222.8925,222.51666666666665
2018-08-22 22:12:54+00:00,,,,223.69,214.28333333333333,243.4366666666667,248.70666666666668,255.69,257.64,258.38333333333327,284.26,253.93999999999997,273.73333333333335,254.45000000000002,202.79500000000002,220.32999999999998,199.28
2018-08-29 22:19:08+00:00,,,,223.69,211.11,244.32,250.2625,257.49333333333334,257.9425,260.41749999999996,283.285,252.14749999999998,273.235,253.715,204.75,220.26,201.435
2018-09-14 22:19:12+00:00,,279.56,,226.26999999999998,212.25,246.064,252.63600000000002,260.57,260.742,263.64799999999997,283.91,256.04200000000003,275.378,255.91000000000003,209.2875,221.375,207.3033333333333
2018-11-10 22:13:20+00:00,,274.975,,242.22,213.58,250.39249999999998,259.925,268.46750000000003,268.9975,274.41249999999997,287.77750000000003,259.6425,280.9175,261.8475,218.4575,222.51749999999998,211.9125
2019-01-04 22:19:27+00:00,308.4,274.975,,258.1033333333333,222.17,250.39249999999998,268.604,276.898,277.076,283.83799999999997,287.77750000000003,259.6425,280.9175,261.8475,218.4575,222.51749999999998,211.9125
2019-02-14 22:13:09+00:00,308.4,274.975,236.61,250.37,222.655,250.022,267.66833333333335,276.075,276.5783333333333,283.05833333333334,289.29200000000003,261.802,281.79200000000003,263.576,219.93400000000003,222.81799999999998,214.206
2019-03-02 22:13:05+00:00,308.4,274.975,240.16000000000003,245.82399999999998,231.658,250.5075,273.29,281.602,283.342,288.646,294.9475,272.8,287.6725,271.77000000000004,227.8125,224.5825,222.945
2019-05-05 22:12:52+00:00,308.4,270.39,240.16000000000003,250.06749999999997,232.31199999999998,248.02249999999998,271.03200000000004,279.136,281.048,282.57,294.6575,266.36249999999995,284.46500000000003,269.02500000000003,222.465,224.53666666666666,224.24666666666667
2019-06-29 22:19:29+00:00,308.4,,240.16000000000003,248.2266666666666,224.36999999999998,245.3825,264.82,271.828,280.05,281.83,292.7633333333334,262.69666666666666,281.23,266.14000000000004,218.46333333333334,224.905,223.5
2019-07-24 22:13:24+00:00,,,240.16000000000003,227.40499999999994,217.48200000000003,245.33800000000002,253.686,260.478,263.1925,263.98,288.0475,258.0,276.12,259.1875,211.555,224.905,223.5
2019-07-31 22:19:38+00:00,,,240.16000000000003,227.40499999999994,217.48200000000003,245.33800000000002,248.08833333333337,258.73333333333335,259.28000000000003,261.262,285.26800000000003,256.25,272.77,255.23200000000003,208.844,218.85666666666665,223.5
2019-08-25 22:13:35+00:00,,,243.71,227.64,215.5825,244.5375,245.705,257.2683333333334,256.46400000000006,258.77799999999996,283.078,252.7025,270.092,251.95800000000003,206.92799999999997,202.72333333333336,217.785
2019-09-17 22:19:53+00:00,,,,223.16,213.28,243.64999999999998,242.785,254.79833333333332,253.68200000000002,256.0,280.2579999999999,248.955,262.822,247.988,203.818,201.96333333333334,209.39499999999998
2019-10-12 22:13:48+00:00,,,225.93,219.435,216.52800000000002,244.648,242.67857142857142,256.58142857142855,256.6033333333333,258.85999999999996,281.65666666666664,252.904,265.07166666666666,250.49666666666667,205.68500000000003,197.45999999999998,207.36666666666667
2019-10-19 22:19:59+00:00,,267.97,232.35500000000002,217.86333333333334,218.88166666666666,245.29333333333332,245.08625,258.3925,259.0242857142857,260.9271428571429,282.4885714285714,255.92999999999998,267.46,250.65000000000003,207.19857142857146,194.348,208.34
2019-12-22 22:19:51+00:00,,266.18,234.6833333333333,216.45,220.04166666666666,246.4416666666667,246.71249999999998,260.8975,261.3742857142857,265.89285714285717,284.04285714285714,260.56166666666667,269.62,253.32,210.71,198.51333333333332,211.23200000000003
2020-01-16 22:13:34+00:00,,266.18,234.6833333333333,219.75,225.05000000000004,247.11666666666667,249.76125,265.35625,264.2075,267.87,285.86375,262.02857142857147,271.8225,255.67375,212.52625,198.96285714285713,213.11833333333334
2020-01-23 22:19:43+00:00,,266.18,234.6833333333333,220.79,223.93999999999997,246.465,251.2075,268.15875,268.60625,271.7025,288.495,264.85,274.67125,259.1675,216.48250000000002,200.10125,213.8114285714286
2020-02-24 22:19:34+00:00,,266.18,234.6833333333333,220.79,221.81285714285715,245.42857142857142,254.61000000000004,271.65,274.20166666666665,272.04,286.0571428571429,264.1857142857143,278.4785714285714,263.45285714285717,219.24,205.45714285714283,214.75428571428571
2020-03-04 22:13:20+00:00,,266.18,234.6833333333333,221.17857142857142,220.80124999999998,245.68375,255.31,271.76,274.2357142857143,272.71375,286.78,264.95875,279.21,264.4275,219.53000000000003,206.4375,215.25125
2020-03-27 22:19:19+00:00,,267.17333333333335,236.94,222.24428571428572,222.00375000000003,246.75875000000002,257.075,272.90375,276.01,274.15125,288.07625,266.89,283.28000000000003,266.72,220.8325,206.6775,217.2175
2020-09-19 22:19:51+00:00,256.78,269.16,241.495,226.88,224.31,248.24,260.59000000000003,267.57,272.0,274.045,291.38,272.24,278.6,264.855,218.63,224.405,219.195
2020-10-14 22:13:44+00:00,255.82999999999998,271.66,243.74,241.57,223.265,247.51,263.92,270.475,277.365,277.135,294.1,273.68,280.84000000000003,266.33500000000004,221.06,224.44,215.82
2020-10-21 22:19:55+00:00,254.85333333333332,271.125,243.70000000000002,241.57,223.8166666666667,248.71666666666667,265.03333333333336,271.87333333333333,276.12666666666667,277.44,293.20666666666665,272.255,282.15333333333336,267.83000000000004,223.19333333333336,223.59,215.82
2020-12-24 22:19:54+00:00,253.31,270.25666666666666,243.0375,241.57,224.3225,248.8725,265.39250000000004,273.27750000000003,276.03999999999996,278.015,292.9,272.18666666666667,283.47749999999996,269.00250000000005,223.9025,223.19,219.78
2021-01-25 22:19:43+00:00,253.31,276.22249999999997,243.0375,257.0466666666667,231.308,248.8725,273.09000000000003,279.886,283.96999999999997,283.52000000000004,299.514,283.5875,291.832,278.81800000000004,223.9025,223.19,219.78
2021-02-03 22:13:32+00:00,252.56,273.714,242.094,257.0466666666667,229.7733333333333,248.8725,272.6983333333333,279.96999999999997,283.89,283.26,299.04833333333335,282.668,291.005,279.23333333333335,223.9025,223.61999999999998,221.6
2021-02-10 22:19:41+00:00,251.505,273.714,242.094,257.0466666666667,229.7733333333333,248.8725,272.6983333333333,279.96999999999997,283.89,283.26,299.04833333333335,277.2033333333333,287.9657142857143,276.21285714285716,223.36599999999999,220.01833333333332,216.94
2021-02-19 22:13:27+00:00,251.505,278.27666666666664,242.094,266.77,234.22,248.8725,276.6257142857143,283.5657142857143,287.5,286.95714285714286,302.2642857142857,277.2033333333333,287.9657142857143,276.21285714285716,223.36599999999999,220.01833333333332,216.94
2021-03-23 22:13:13+00:00,251.96333333333334,277.6842857142857,243.06199999999998,281.31333333333333,235.9385714285714,251.06,277.7028571428571,285.4157142857143,288.7342857142857,288.1671428571429,302.8385714285714,277.2033333333333,290.34166666666664,279.415,225.382,220.11166666666668,218.63000000000002
2021-05-26 22:13:06+00:00,251.0,285.68,241.1633333333333,291.96999999999997,239.78799999999995,261.5133333333334,281.58599999999996,289.38800000000003,292.4,290.98,305.80999999999995,279.6775,292.325,282.5,223.89333333333335,218.32,218.63000000000002
2021-08-30 22:13:38+00:00,259.53,293.335,244.12,,230.85,267.6,258.96999999999997,270.71500000000003,269.19,274.38,286.76,249.0,265.26,251.14,215.565,222.10500000000002,212.54500000000002
2021-11-02 22:13:50+00:00,236.84,291.8,244.37,268.04,226.92,269.15999999999997,262.51,271.02,270.16999999999996,275.99,286.33500000000004,260.225,275.46500000000003,260.87000000000006,215.125,223.015,211.695
2021-11-06 22:14:23+00:00,236.84,293.6466666666667,244.37,283.35,242.495,269.15999999999997,274.67333333333335,282.2733333333333,285.4866666666667,285.01,296.12,274.85999999999996,289.62,275.0733333333334,230.92666666666665,223.015,211.695
2021-11-16 22:19:19+00:00,240.905,286.555,241.07,283.35,235.53999999999996,261.85999999999996,271.33,279.88,281.78,282.83000000000004,292.3525,270.745,287.13,268.80500000000006,228.4125,219.28,214.8033333333333
2021-11-18 22:13:44+00:00,243.12,284.02,242.91666666666666,283.35,234.87,258.445,270.568,279.626,280.414,282.048,291.366,270.244,286.854,269.60200000000003,227.98199999999997,220.735,217.265
2022-01-12 22:19:49+00:00,247.1825,277.648,243.8425,277.67,232.95999999999998,250.01,271.62,280.32166666666666,280.86833333333334,282.99,292.93333333333334,272.575,287.71666666666664,271.70000000000005,227.86666666666667,224.118,222.60399999999998
2022-01-13 22:13:38+00:00,245.252,277.648,243.8425,277.67,232.95999999999998,247.46599999999998,269.4857142857143,280.2857142857143,280.5657142857143,283.07714285714286,292.39714285714285,272.9657142857143,287.40142857142854,271.7914285714286,227.11285714285714,224.21166666666667,223.65
