dates,satname,nzd0459-0000,nzd0459-0001,nzd0459-0002,nzd0459-0003,nzd0459-0004,nzd0459-0005,nzd0459-0006,nzd0459-0007,nzd0459-0008,nzd0459-0009,nzd0459-0012,nzd0459-0013,nzd0459-0014,nzd0459-0015,nzd0459-0016,nzd0459-0017,nzd0459-0018,nzd0459-0019,nzd0459-0020,nzd0459-0021,nzd0459-0022,nzd0459-0023,nzd0459-0024,nzd0459-0025,nzd0459-0031,nzd0459-0032,nzd0459-0033,nzd0459-0034,nzd0459-0035,nzd0459-0036,nzd0459-0037,nzd0459-0046,nzd0459-0047,nzd0459-0048,nzd0459-0049,nzd0459-0050,nzd0459-0051,nzd0459-0052,nzd0459-0053,nzd0459-0054,nzd0459-0055,nzd0459-0056,nzd0459-0057,nzd0459-0058,nzd0459-0059,nzd0459-0060,nzd0459-0061,nzd0459-0062,nzd0459-0063,nzd0459-0064,nzd0459-0065,nzd0459-0066,nzd0459-0104,nzd0459-0105,nzd0459-0106,nzd0459-0107,nzd0459-0108,nzd0459-0109,nzd0459-0110,nzd0459-0111,nzd0459-0112,nzd0459-0155,nzd0459-0156,nzd0459-0157,nzd0459-0158,nzd0459-0159,nzd0459-0160,nzd0459-0161,nzd0459-0162,nzd0459-0163,nzd0459-0164,nzd0459-0165,nzd0459-0166,nzd0459-0167,nzd0459-0168,nzd0459-0067,nzd0459-0068,nzd0459-0069,nzd0459-0070,nzd0459-0071,nzd0459-0072,nzd0459-0073,nzd0459-0074,nzd0459-0169,nzd0459-0170,nzd0459-0171,nzd0459-0172,nzd0459-0038,nzd0459-0039,nzd0459-0040,nzd0459-0041,nzd0459-0042,nzd0459-0043,nzd0459-0044,nzd0459-0045,nzd0459-0075,nzd0459-0095,nzd0459-0096,nzd0459-0097,nzd0459-0098,nzd0459-0099,nzd0459-0100,nzd0459-0101,nzd0459-0102,nzd0459-0103,nzd0459-0113,nzd0459-0114,nzd0459-0115,nzd0459-0116,nzd0459-0125,nzd0459-0126,nzd0459-0127,nzd0459-0129,nzd0459-0130,nzd0459-0131,nzd0459-0132,nzd0459-0133,nzd0459-0134,nzd0459-0135,nzd0459-0136,nzd0459-0010,nzd0459-0011,nzd0459-0026,nzd0459-0027,nzd0459-0028,nzd0459-0029,nzd0459-0030,nzd0459-0076,nzd0459-0077,nzd0459-0078,nzd0459-0079,nzd0459-0080,nzd0459-0081,nzd0459-0082,nzd0459-0083,nzd0459-0084,nzd0459-0085,nzd0459-0086,nzd0459-0087,nzd0459-0088,nzd0459-0089,nzd0459-0090,nzd0459-0091,nzd0459-0092,nzd0459-0093,nzd0459-0094,nzd0459-0117,nzd0459-0118,nzd0459-0119,nzd0459-0120,nzd0459-0121,nzd0459-0122,nzd0459-0123,nzd0459-0124,nzd0459-0128,nzd0459-0137,nzd0459-0138,nzd0459-0139,nzd0459-0140,nzd0459-0141,nzd0459-0142,nzd0459-0143,nzd0459-0144,nzd0459-0145,nzd0459-0146,nzd0459-0147,nzd0459-0148,nzd0459-0149,nzd0459-0150,nzd0459-0151,nzd0459-0152,nzd0459-0153,nzd0459-0154,nzd0459-0173,nzd0459-0174,nzd0459-0175
2002-03-11 22:03:07.402000,L7,,,,302.39,326.09,326.26,326.03,318.06,327.82,331.51,335.06,339.75,336.41,338.42,338.82,338.36,355.91,364.42,358.11,360.23,340.49,351.25,352.07,351.60,375.54,372.22,380.64,382.29,354.81,354.71,352.14,333.39,333.65,326.89,327.93,345.32,335.80,327.09,327.22,329.35,338.90,341.18,346.65,349.93,353.71,360.99,366.01,371.60,369.88,361.94,331.02,342.03,354.99,352.34,348.02,349.48,319.72,345.24,349.79,350.92,330.46,280.08,,302.59,346.44,339.30,344.34,322.13,324.47,327.81,321.04,322.47,323.17,319.44,322.27,338.02,358.47,359.37,367.06,360.54,350.60,344.41,351.22,332.33,291.88,,,354.32,363.66,379.81,369.53,339.18,334.27,335.25,333.23,343.66,341.05,342.05,340.04,346.29,340.93,338.72,350.84,352.29,355.98,337.75,341.12,345.61,347.73,339.54,342.35,345.41,351.37,342.80,344.18,343.49,337.79,294.63,334.74,333.73,333.09,334.46,356.88,360.72,344.33,338.95,342.19,345.10,346.14,351.69,362.71,359.67,362.72,356.21,356.77,361.54,369.35,350.93,341.82,342.01,329.33,327.38,305.25,319.05,330.84,337.42,345.16,349.97,349.26,346.59,344.13,342.74,346.89,344.68,353.63,337.83,,334.96,334.95,336.56,348.64,347.83,337.79,331.75,327.32,319.05,302.48,321.54,321.43,298.43,313.74,306.12,301.02,,,
2002-04-12 22:03:01.345000,L7,374.84,372.49,364.79,382.19,397.46,388.52,386.10,,,,,,,385.62,395.34,389.22,398.84,394.66,404.06,392.87,409.28,,,,,,,,,,,381.77,373.98,380.30,389.31,390.95,396.06,400.50,397.18,395.74,385.20,408.41,,,,,,,,,,299.80,329.96,342.59,359.33,346.24,355.98,336.48,319.92,318.37,324.91,299.37,295.67,288.45,297.41,279.55,279.82,280.28,269.59,277.80,286.08,287.09,282.00,278.58,266.07,312.40,395.32,409.13,402.83,405.69,401.36,399.17,399.39,,,,,396.90,396.94,396.02,391.09,384.43,390.41,388.43,384.90,293.73,330.11,353.57,333.02,317.74,326.03,333.61,333.90,336.15,322.99,310.51,318.69,332.05,306.60,364.00,334.93,333.67,331.75,356.09,358.89,363.79,371.56,350.26,349.80,326.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-30 22:02:49.483000,L7,,,,327.90,324.52,341.07,332.65,326.37,338.01,341.56,349.60,347.01,349.81,342.15,342.96,348.24,372.67,372.12,373.02,374.90,351.56,366.12,360.09,360.44,383.26,389.80,379.20,380.28,356.62,354.28,346.57,361.84,343.56,344.24,334.67,371.89,365.31,374.05,360.00,359.27,362.76,367.93,369.04,356.51,365.28,370.57,376.74,370.94,375.97,363.54,327.70,343.09,302.22,338.58,310.09,288.15,281.82,312.10,350.15,294.42,284.30,,,,,,,,,,,,,,,319.99,315.78,366.19,,,,,326.64,,,,,349.10,362.38,374.68,371.30,341.00,342.78,346.22,347.38,341.49,314.60,308.87,325.77,309.36,325.89,325.06,317.01,301.77,352.08,289.12,339.26,307.52,345.49,321.71,319.60,333.73,318.15,279.81,,,,,,,343.74,350.10,378.97,375.12,352.44,385.94,386.44,353.55,359.82,353.44,364.80,368.81,373.09,376.12,385.51,389.86,379.58,361.41,349.24,344.69,329.81,294.50,289.06,306.91,327.88,321.43,338.85,342.52,343.94,342.84,286.89,352.14,343.61,341.67,344.00,,311.98,334.64,328.95,312.14,350.80,342.15,331.11,337.99,287.44,293.98,287.72,310.14,300.82,293.38,297.89,308.33,282.48,,,
2002-06-15 22:02:43.613000,L7,,,,335.86,334.06,344.97,332.98,324.75,338.72,340.10,346.57,350.83,343.41,351.78,348.51,353.17,374.15,377.11,374.54,374.52,375.56,377.46,367.41,359.18,385.35,388.88,383.47,387.17,356.85,351.50,353.79,352.28,350.62,350.82,344.90,375.32,376.62,370.77,363.89,368.89,352.53,359.21,369.81,364.87,362.76,375.79,369.04,379.98,367.20,364.86,320.75,346.50,358.67,359.68,358.32,361.52,364.31,366.06,364.36,345.86,322.40,,,,373.24,295.00,350.67,304.99,313.87,307.62,305.47,,345.81,327.66,323.80,338.10,354.23,370.37,377.09,363.00,360.39,333.20,349.95,349.12,,,,370.62,374.11,376.14,358.17,346.61,338.19,351.29,347.38,355.76,347.03,349.94,345.42,346.18,344.14,343.47,354.02,359.17,351.38,338.33,352.41,357.37,350.46,349.97,338.89,346.74,353.62,363.99,366.63,366.43,346.11,299.27,354.61,341.11,346.43,345.89,380.88,379.18,374.90,391.35,385.41,357.25,369.16,370.26,369.08,366.69,372.90,367.25,370.15,380.69,373.01,371.04,335.07,334.35,330.10,321.27,343.16,320.56,334.57,343.40,355.00,358.17,351.96,354.02,359.84,359.86,357.08,350.77,358.63,337.89,327.47,337.27,339.15,327.63,355.07,349.71,341.58,320.64,307.51,303.34,289.58,304.81,299.82,291.72,298.42,314.77,293.06,,,
2002-07-01 22:02:38.940000,L7,,,,318.68,322.26,329.60,319.17,306.14,325.80,330.83,344.06,340.20,342.86,341.16,339.51,361.83,367.46,370.80,359.98,367.69,337.13,363.04,364.27,338.18,367.85,373.18,365.76,362.04,307.35,334.92,342.30,353.65,340.59,324.17,327.31,364.62,360.20,365.84,351.56,361.17,358.91,351.06,343.91,337.84,355.73,354.92,361.52,357.49,351.62,,,,293.72,309.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.25,360.58,368.95,368.50,342.61,337.02,339.00,343.87,,,294.71,294.17,340.15,327.61,339.35,296.23,354.01,353.89,,321.69,333.84,332.40,330.57,339.99,325.31,337.84,347.83,329.02,345.09,336.09,,,,336.91,340.48,373.37,371.24,354.81,361.69,364.95,,303.59,341.17,349.21,366.22,360.83,363.58,362.03,369.42,349.46,342.84,320.93,291.09,310.87,283.86,278.71,295.05,293.74,308.00,340.15,340.19,339.43,346.72,325.15,342.61,342.14,352.93,344.69,,,,,,,,,,,,270.43,290.63,281.99,283.63,281.17,286.30,268.28,,,
2002-11-22 22:02:21.568000,L7,,,,316.37,337.04,347.78,334.77,333.19,338.13,344.07,343.69,349.54,348.71,350.21,355.11,350.80,368.15,374.45,368.08,369.29,354.44,366.27,362.99,354.55,378.35,378.27,378.13,375.22,352.79,353.96,355.09,346.52,343.66,343.26,342.31,365.50,366.59,365.09,360.08,360.08,358.31,358.59,356.68,356.04,358.11,363.24,362.29,365.33,368.36,366.93,326.66,338.48,356.73,354.02,357.42,353.23,356.98,358.06,356.58,355.78,337.16,264.70,,,,,,305.95,325.42,323.59,311.31,276.11,,,,329.48,357.67,361.20,370.96,362.27,353.95,341.58,348.71,,,,,358.02,366.98,378.61,375.30,340.17,341.05,342.25,341.69,351.51,338.90,348.12,340.13,344.11,346.85,346.86,350.07,357.50,351.81,339.68,343.35,348.79,349.69,347.91,351.70,354.39,368.21,367.09,350.85,350.26,351.60,330.71,350.85,341.07,343.83,346.62,365.52,370.33,354.30,364.01,378.11,353.76,357.65,361.84,363.35,360.55,370.45,371.49,374.78,389.23,384.82,381.05,359.14,345.81,333.90,330.02,332.15,327.95,335.84,340.13,352.57,349.93,352.11,349.50,350.06,352.59,351.87,348.16,364.98,341.03,328.23,337.44,345.44,337.32,349.00,345.53,331.88,322.19,307.89,308.93,294.93,314.25,308.40,295.24,303.02,308.61,291.92,,,
2002-12-08 22:02:27.564000,L7,,,,322.07,334.85,347.13,326.71,334.11,338.97,335.32,340.40,342.97,343.82,345.58,345.52,347.91,368.23,371.66,371.68,359.17,357.29,376.80,363.85,357.93,379.46,380.90,380.54,380.39,361.58,356.91,363.59,341.70,343.63,347.27,343.86,360.76,374.53,367.75,368.35,365.09,363.55,365.54,361.95,370.86,365.80,365.98,368.24,373.24,369.66,369.83,328.19,346.86,355.01,355.22,350.30,358.47,354.46,357.71,356.29,362.04,343.22,,,,,,,318.75,333.06,364.40,319.82,321.38,322.10,312.61,319.57,336.52,377.84,373.12,367.05,374.20,377.43,349.89,351.26,330.78,,,,361.54,366.30,370.05,373.84,345.48,342.72,342.99,345.40,348.80,344.09,348.95,346.31,346.49,347.71,352.10,349.70,357.62,356.85,342.09,341.22,351.93,347.71,344.06,346.87,351.31,366.77,363.53,360.20,358.83,356.48,334.47,353.68,346.42,341.67,339.05,372.96,377.17,351.89,375.38,381.79,363.00,366.70,366.82,369.19,366.34,376.68,376.41,376.84,379.53,382.58,364.32,349.83,347.10,337.04,330.06,334.74,330.85,339.34,350.38,354.27,347.95,351.79,346.71,345.41,347.43,344.98,345.66,371.99,342.29,329.23,341.38,347.84,342.78,352.73,347.69,331.96,322.35,312.93,310.47,293.57,318.18,315.78,291.51,301.59,299.00,287.15,354.38,378.59,391.40
2003-08-29 21:51:26.098000,L5,,,,325.91,336.27,341.51,339.46,327.37,343.21,345.55,349.14,350.43,358.19,355.17,365.93,362.49,377.71,378.52,382.41,383.46,373.13,385.90,374.00,368.83,380.72,396.74,393.77,386.90,368.32,362.34,365.79,359.30,356.91,352.73,348.52,374.74,373.54,381.47,361.91,362.39,354.40,343.75,355.71,354.08,371.55,370.11,371.20,366.63,371.37,363.27,330.82,344.29,358.34,356.40,355.97,359.49,357.46,360.72,361.86,348.73,321.05,282.02,,,,,,,311.70,312.21,319.38,316.97,,,,336.22,357.23,357.17,361.59,351.58,336.68,338.90,344.50,,,,,361.27,367.60,378.15,363.61,346.12,351.00,356.36,353.62,349.09,284.99,322.38,336.46,352.85,354.20,354.91,359.42,351.42,360.87,328.56,337.72,338.61,340.17,353.62,346.76,348.43,353.69,355.25,356.67,352.19,350.54,328.63,345.66,339.34,348.06,348.16,375.25,375.23,362.14,385.60,390.49,347.03,361.57,352.87,354.76,369.77,368.43,379.17,374.60,378.33,378.00,338.04,337.31,334.16,318.74,299.89,304.33,315.21,323.63,322.85,353.82,354.14,351.59,353.64,352.61,362.22,359.30,352.00,361.10,347.45,341.96,340.67,347.43,340.79,358.14,353.24,343.33,334.50,315.14,311.47,297.61,309.13,305.84,291.96,307.69,310.12,305.44,,,
2003-09-14 21:51:42.461000,L5,,,,316.86,320.65,343.97,345.73,342.34,351.83,352.86,355.01,356.16,357.81,353.20,360.17,362.06,376.65,380.82,378.17,377.47,364.51,371.88,382.50,368.47,383.52,391.77,381.25,385.46,365.60,366.71,369.43,349.19,351.25,347.45,348.28,381.50,371.86,380.96,378.52,372.33,367.92,359.66,379.15,367.70,372.10,359.33,356.77,378.95,361.10,361.73,362.80,351.00,,,,,,,,,,,,,,,,,,,,,,,,352.52,370.03,376.31,360.12,363.84,353.69,352.53,337.59,,,,,365.11,381.40,386.25,382.31,350.42,343.60,349.75,347.71,341.56,325.97,302.71,279.94,,,,,,,,,,297.65,,,,,,,,,,,,352.57,348.59,380.26,377.63,366.89,363.14,375.95,332.63,326.39,336.72,320.65,334.36,339.47,354.09,375.05,380.63,373.09,353.86,355.98,322.04,314.29,304.99,331.77,319.42,319.83,318.14,302.54,279.64,287.51,283.25,288.26,293.65,,,,,,,,314.56,299.74,279.55,296.58,315.91,306.70,276.95,,,,,,,,,,
2003-10-16 21:52:08.058000,L5,,,,332.00,343.52,353.60,344.22,340.92,350.71,362.52,365.04,372.02,372.74,370.87,368.70,360.07,370.58,384.87,382.65,375.19,351.81,362.44,375.09,372.82,392.30,388.21,381.38,379.04,364.28,359.25,361.00,363.84,368.12,354.17,355.92,378.81,375.46,376.12,367.90,370.76,366.68,371.11,374.49,373.78,376.77,382.99,375.67,383.46,374.93,369.02,336.27,353.57,375.03,369.78,367.85,370.64,372.33,368.55,361.76,345.95,340.69,280.20,,,,,,,315.25,274.63,310.00,,315.08,309.56,327.45,337.08,349.52,363.08,367.07,356.14,362.09,360.53,359.26,328.66,306.35,,,365.10,373.60,391.44,387.20,362.46,362.76,361.78,357.75,362.31,329.77,340.01,344.16,349.65,349.51,351.12,356.66,367.74,368.90,345.92,350.20,353.00,357.38,348.81,339.91,345.77,344.42,353.76,359.25,371.69,366.31,359.51,364.56,350.35,369.29,367.12,385.75,383.41,372.84,390.96,389.17,367.17,372.26,376.03,362.16,365.46,372.20,375.03,369.58,377.57,376.65,352.25,355.48,347.88,333.61,338.07,334.64,333.52,339.04,343.74,365.86,370.38,368.81,372.47,365.83,367.09,368.07,365.43,350.92,350.25,349.82,355.27,346.94,340.35,354.89,353.75,340.87,332.32,319.62,316.89,309.80,318.62,317.19,309.01,322.38,321.83,328.79,,,
2003-11-17 21:52:33.290000,L5,,,,328.94,337.37,344.50,344.29,331.92,341.07,341.20,364.28,369.98,371.19,371.79,369.39,368.48,380.22,373.03,372.19,370.81,349.31,356.77,363.84,352.33,388.42,391.29,389.31,375.09,356.03,348.27,349.67,371.77,367.97,366.51,370.51,367.60,367.88,364.46,360.12,355.59,355.41,349.49,355.33,376.39,383.26,378.99,381.84,382.33,385.83,386.13,348.82,345.55,368.67,372.77,370.43,372.42,374.48,374.09,377.07,367.25,339.00,292.09,250.91,276.60,270.04,,,292.09,310.79,311.25,322.82,321.58,338.65,328.25,331.90,334.48,353.81,358.83,356.51,356.18,345.11,359.81,364.88,339.49,315.69,278.95,293.16,349.97,362.94,372.31,365.38,353.76,361.72,364.96,363.19,363.94,349.86,358.89,339.91,344.09,345.08,348.03,352.74,354.91,355.27,338.31,343.21,347.96,351.57,365.42,359.65,345.49,342.28,352.43,354.17,349.64,352.36,337.41,366.80,353.98,345.12,366.96,365.55,374.15,368.60,382.98,387.05,370.24,368.99,376.96,375.12,380.82,367.98,368.13,364.19,372.21,369.52,343.66,335.88,336.23,330.41,337.00,338.11,333.61,344.76,347.12,354.00,350.36,360.71,370.05,369.25,368.09,370.06,365.28,349.46,358.59,347.78,354.61,360.12,353.90,346.05,343.43,333.33,325.12,310.97,307.30,291.70,307.49,320.33,313.47,320.80,324.91,326.53,341.97,368.63,381.79
2004-02-05 21:53:05.047000,L5,,,,347.63,360.33,379.03,358.21,346.88,351.89,348.25,352.26,357.00,359.21,370.46,371.93,373.32,391.28,393.13,391.42,390.72,373.32,378.02,373.55,369.23,395.03,400.79,396.93,394.81,379.22,385.88,384.30,374.24,370.96,374.54,367.91,389.29,389.43,388.02,381.95,379.39,375.79,369.12,375.32,372.31,376.10,376.15,377.02,387.43,387.89,389.39,360.55,372.35,361.82,365.57,365.45,364.70,366.01,376.13,373.47,373.83,353.46,308.90,311.03,302.47,342.32,359.32,364.97,323.77,329.69,356.09,359.17,348.38,345.58,349.46,351.19,366.83,388.54,388.69,383.45,378.92,376.04,369.88,372.59,358.58,340.20,310.28,346.62,383.69,381.48,391.80,391.39,353.85,349.50,353.34,349.82,365.11,361.87,372.31,367.15,366.09,369.96,368.11,361.33,365.70,360.20,360.54,362.38,365.29,353.99,366.62,366.80,368.13,367.32,368.45,368.28,368.59,360.53,359.13,366.65,353.51,348.37,358.04,371.08,379.62,363.25,389.60,384.83,370.22,372.12,379.31,386.02,380.65,387.33,390.38,388.06,388.83,384.78,369.10,362.80,357.17,347.90,341.56,342.61,335.86,353.87,356.41,353.73,355.21,356.84,358.19,356.43,359.56,359.27,356.78,371.56,343.69,348.18,357.42,359.19,354.49,368.47,366.56,353.10,368.70,323.81,332.62,326.49,325.87,329.21,317.74,321.42,325.64,325.90,386.73,411.71,412.00
2004-04-25 21:54:11.287000,L5,,,,329.31,342.58,347.88,345.54,336.84,338.20,336.84,337.84,349.81,350.56,352.77,359.76,356.19,369.67,376.16,373.43,365.67,353.80,365.04,364.82,355.74,388.32,390.81,386.19,380.29,361.79,364.23,354.82,358.89,356.19,361.27,357.85,370.99,379.28,372.31,362.71,362.80,362.23,362.03,361.69,359.83,365.30,372.92,362.09,362.02,317.47,280.32,321.40,332.79,,,,,,,,,,,,,,,,,,,,,,,,340.29,350.27,315.33,351.89,321.48,320.50,291.89,279.78,,,,,353.82,360.22,369.22,368.35,341.22,341.70,341.09,351.51,331.52,,,,,,,,,,,,,,,,,,,,,,,,,338.45,337.38,366.29,363.92,348.90,366.79,384.47,334.55,316.84,329.88,331.22,323.04,325.17,347.02,286.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-27 21:55:06.972000,L5,,,,,,,,,,,306.57,324.53,325.42,323.53,335.06,332.73,333.17,341.65,335.86,,,293.84,324.42,316.39,302.43,287.95,355.87,317.76,326.56,324.66,331.52,332.61,332.86,331.40,329.05,313.35,316.49,329.83,310.31,308.38,330.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.40,337.27,348.25,345.02,333.21,332.45,329.85,328.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.46,333.81,312.57,300.18,316.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-12 21:55:35.599000,L5,,,,,,,,,313.93,316.95,315.66,332.81,330.11,324.79,334.26,340.85,349.36,358.59,360.30,351.61,334.60,358.39,336.61,329.13,323.72,366.53,361.85,352.90,327.75,343.51,345.88,334.28,331.88,337.24,332.73,358.93,356.83,366.08,358.70,358.86,349.15,353.16,340.48,348.01,352.37,354.65,354.34,355.91,354.87,,309.03,323.17,,,,,,,,,,,,,,,,,,,,,,,,316.24,351.55,341.16,364.75,351.37,347.51,333.37,333.93,,,,,341.97,350.48,357.22,348.27,332.19,336.29,337.66,331.82,343.03,302.09,317.65,295.93,312.74,313.71,313.45,326.57,314.55,,,281.50,284.42,304.48,,,,,,,,,,,,314.67,310.57,347.29,344.92,318.19,325.71,332.56,338.38,342.41,345.80,338.93,350.05,,,,,,320.18,315.52,312.54,285.70,278.12,302.84,292.68,307.44,306.41,313.89,286.51,329.68,286.96,272.33,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-28 21:56:04.477000,L5,,,,341.26,355.62,362.31,351.25,352.92,368.67,347.94,359.45,364.52,361.61,358.41,368.81,357.69,383.63,389.53,385.25,389.71,362.30,389.67,391.43,380.94,392.44,393.94,387.64,382.86,388.76,372.98,377.06,370.32,370.95,368.25,374.29,386.72,381.58,380.58,380.16,382.59,377.27,385.02,386.87,380.73,379.72,383.32,384.25,385.58,388.33,383.41,360.91,376.23,369.29,361.76,376.42,382.81,378.59,368.65,377.85,360.64,355.07,302.52,309.18,311.32,256.68,371.57,365.32,350.12,360.44,372.77,371.37,353.99,376.73,353.88,341.76,369.82,387.78,385.28,386.69,390.99,382.94,386.93,382.29,355.66,331.48,301.33,334.66,372.47,381.00,388.90,393.54,355.00,357.85,368.00,357.84,380.47,338.21,349.42,349.61,350.02,351.12,357.90,368.77,352.46,355.88,343.13,361.16,354.98,364.77,341.40,338.30,339.53,336.66,344.45,,,,,,,353.11,352.84,389.49,387.69,370.11,392.54,395.89,375.19,380.07,387.63,377.92,385.74,385.20,394.56,382.05,385.67,379.70,370.26,361.20,354.26,329.30,331.04,330.66,328.07,326.02,333.48,364.33,359.75,358.11,357.23,355.89,362.05,352.36,349.60,354.58,,,329.82,333.56,335.62,288.24,343.73,336.33,327.35,325.63,313.56,316.01,316.71,318.31,303.76,314.06,324.83,338.32,387.27,404.79,394.32
2004-07-14 21:56:31.050000,L5,,,322.15,351.69,373.25,382.65,360.69,360.83,366.50,356.50,354.48,361.65,359.57,362.16,371.68,379.85,398.54,393.07,391.75,384.76,372.10,391.66,396.46,373.45,401.77,398.92,392.18,393.31,374.53,384.07,376.75,377.33,390.75,372.16,366.76,384.21,386.88,382.06,387.10,385.05,383.18,387.54,387.42,389.20,386.09,388.29,398.95,380.82,393.36,389.07,348.47,378.18,373.46,378.24,382.10,377.44,387.67,,384.79,374.73,355.08,306.45,328.46,,286.52,269.77,274.67,339.47,334.18,317.32,358.10,336.90,351.49,337.88,340.96,375.43,382.29,394.01,391.56,385.63,379.87,388.25,375.75,342.03,321.71,278.90,325.13,383.14,387.51,392.05,397.59,367.33,359.52,364.80,362.27,384.55,351.34,372.68,367.77,371.37,367.71,371.78,377.43,379.97,369.91,368.43,371.57,370.70,373.91,364.55,371.09,363.85,368.94,383.47,377.45,378.26,370.60,385.26,375.90,355.97,366.57,371.54,390.54,391.74,367.10,390.94,399.90,381.20,387.10,398.56,383.38,386.43,384.25,393.35,386.86,390.34,390.12,397.72,358.95,358.47,336.69,343.69,341.80,345.38,345.21,352.76,374.52,373.07,370.19,369.09,369.49,376.13,370.98,365.49,385.36,368.61,356.10,364.30,366.64,356.16,374.25,370.82,354.05,359.82,333.98,328.47,319.62,334.21,313.24,308.86,325.05,322.90,317.01,355.81,389.46,398.57
2004-07-30 21:56:51.838000,L5,,,,351.20,359.77,378.76,354.91,352.94,352.31,352.32,351.84,357.21,355.71,361.53,358.69,372.23,404.86,390.70,401.23,382.93,377.98,383.95,391.55,370.74,404.56,398.53,402.13,384.85,368.79,373.04,376.18,378.83,384.60,369.17,377.15,382.77,389.73,383.36,381.53,406.60,383.67,383.82,382.59,381.00,379.78,373.62,380.75,392.68,377.16,393.76,362.11,365.79,374.21,386.18,378.65,394.07,368.11,386.18,374.54,374.58,354.58,313.86,323.02,336.44,366.00,269.91,259.63,258.36,269.69,271.22,275.17,266.76,271.24,,,369.87,396.83,388.60,400.47,386.83,392.80,372.37,378.75,,,,,374.58,388.60,396.94,386.34,360.17,401.44,,378.14,373.09,350.23,377.28,370.09,373.70,368.58,370.57,370.09,376.57,379.85,356.60,371.87,379.27,374.11,373.09,364.26,366.97,371.19,382.58,381.42,378.03,376.40,369.13,369.80,364.66,353.21,353.70,386.76,396.28,367.78,389.67,399.19,376.55,379.62,,,,,,,,396.04,391.17,367.96,368.77,342.06,345.11,353.62,358.75,347.50,367.76,373.82,372.46,372.82,364.50,380.05,371.79,374.70,366.98,379.47,364.01,358.60,367.44,362.39,355.73,373.26,372.07,353.88,353.38,357.78,345.02,318.60,335.04,326.88,328.29,322.22,342.08,348.47,,,
2004-08-15 21:57:13.549000,L5,,,,341.98,342.71,334.22,328.65,322.97,346.74,346.95,349.04,355.87,355.60,361.20,355.93,365.64,382.08,378.79,383.01,383.81,359.66,380.42,375.01,374.74,381.81,395.65,389.59,376.84,371.24,364.17,365.66,350.89,355.52,350.53,358.22,389.14,374.03,388.83,365.77,389.61,375.23,371.02,363.29,367.02,372.38,371.21,375.78,372.94,389.94,388.62,344.32,358.59,357.70,367.02,368.55,367.56,370.07,368.54,372.98,355.69,341.09,276.25,,,299.35,351.20,274.11,321.58,318.88,320.83,351.80,345.74,355.19,347.91,342.46,347.80,381.29,381.73,383.27,374.59,363.48,364.09,368.67,353.88,327.90,,,365.94,380.17,391.52,370.75,353.61,353.46,354.76,350.72,374.44,338.30,354.55,353.94,355.23,357.29,353.60,362.43,363.98,360.83,352.26,353.01,359.32,361.37,351.52,345.14,348.18,356.89,368.45,379.46,372.54,363.76,329.78,358.41,354.00,344.64,351.81,379.39,376.37,360.33,344.79,365.26,364.61,356.28,359.82,363.58,370.33,376.44,358.95,378.73,374.69,382.29,366.15,354.89,349.11,320.25,323.05,340.28,321.35,336.32,345.58,361.83,359.73,363.65,360.70,355.19,361.09,356.68,365.18,368.24,355.25,352.57,355.70,353.45,347.00,362.78,354.94,346.61,337.13,325.30,313.71,296.80,312.33,318.03,303.44,312.80,317.33,312.37,,,
2004-10-18 21:58:47.729000,L5,,,,332.70,344.29,361.60,355.80,347.18,355.59,358.67,358.88,356.90,358.85,359.11,358.00,358.82,368.76,383.62,383.76,384.64,362.83,370.03,378.99,372.09,374.15,375.44,375.51,368.84,363.13,361.35,366.69,353.99,351.87,356.95,352.27,375.42,376.55,383.21,374.00,370.76,366.45,368.38,364.88,369.13,366.69,361.46,358.44,367.44,367.72,373.28,334.64,351.96,367.23,370.83,353.95,357.51,360.98,357.25,363.61,353.56,342.75,277.51,292.51,270.84,295.71,337.94,346.89,309.50,313.70,313.66,331.45,312.29,,,,340.98,374.78,377.43,373.63,365.01,360.11,358.23,368.36,,,,,367.74,380.95,390.68,380.32,355.50,357.25,351.75,345.57,350.23,322.14,348.58,343.18,353.30,359.93,362.43,366.10,366.68,368.97,342.95,356.26,364.15,362.20,349.92,350.75,349.30,354.41,367.10,367.74,364.91,363.07,351.20,364.08,341.13,359.10,364.40,377.92,373.69,362.03,349.89,364.22,349.86,356.50,354.07,360.47,364.67,369.69,370.01,375.04,385.95,381.76,354.76,347.55,340.58,329.20,325.18,321.92,319.66,322.88,326.78,363.57,367.20,365.50,364.49,356.38,353.63,353.70,353.98,360.11,340.00,341.49,343.34,351.15,345.64,350.72,355.13,349.10,342.22,328.66,322.78,310.39,319.55,312.77,307.89,309.20,308.05,315.99,349.77,377.86,392.63
