dates,satname,nzd0459-0000,nzd0459-0001,nzd0459-0002,nzd0459-0003,nzd0459-0004,nzd0459-0005,nzd0459-0006,nzd0459-0007,nzd0459-0008,nzd0459-0009,nzd0459-0012,nzd0459-0013,nzd0459-0014,nzd0459-0015,nzd0459-0016,nzd0459-0017,nzd0459-0018,nzd0459-0019,nzd0459-0020,nzd0459-0021,nzd0459-0022,nzd0459-0023,nzd0459-0024,nzd0459-0025,nzd0459-0031,nzd0459-0032,nzd0459-0033,nzd0459-0034,nzd0459-0035,nzd0459-0036,nzd0459-0037,nzd0459-0046,nzd0459-0047,nzd0459-0048,nzd0459-0049,nzd0459-0050,nzd0459-0051,nzd0459-0052,nzd0459-0053,nzd0459-0054,nzd0459-0055,nzd0459-0056,nzd0459-0057,nzd0459-0058,nzd0459-0059,nzd0459-0060,nzd0459-0061,nzd0459-0062,nzd0459-0063,nzd0459-0064,nzd0459-0065,nzd0459-0066,nzd0459-0104,nzd0459-0105,nzd0459-0106,nzd0459-0107,nzd0459-0108,nzd0459-0109,nzd0459-0110,nzd0459-0111,nzd0459-0112,nzd0459-0155,nzd0459-0156,nzd0459-0157,nzd0459-0158,nzd0459-0159,nzd0459-0160,nzd0459-0161,nzd0459-0162,nzd0459-0163,nzd0459-0164,nzd0459-0165,nzd0459-0166,nzd0459-0167,nzd0459-0168,nzd0459-0067,nzd0459-0068,nzd0459-0069,nzd0459-0070,nzd0459-0071,nzd0459-0072,nzd0459-0073,nzd0459-0074,nzd0459-0169,nzd0459-0170,nzd0459-0171,nzd0459-0172,nzd0459-0038,nzd0459-0039,nzd0459-0040,nzd0459-0041,nzd0459-0042,nzd0459-0043,nzd0459-0044,nzd0459-0045,nzd0459-0075,nzd0459-0095,nzd0459-0096,nzd0459-0097,nzd0459-0098,nzd0459-0099,nzd0459-0100,nzd0459-0101,nzd0459-0102,nzd0459-0103,nzd0459-0113,nzd0459-0114,nzd0459-0115,nzd0459-0116,nzd0459-0125,nzd0459-0126,nzd0459-0127,nzd0459-0129,nzd0459-0130,nzd0459-0131,nzd0459-0132,nzd0459-0133,nzd0459-0134,nzd0459-0135,nzd0459-0136,nzd0459-0010,nzd0459-0011,nzd0459-0026,nzd0459-0027,nzd0459-0028,nzd0459-0029,nzd0459-0030,nzd0459-0076,nzd0459-0077,nzd0459-0078,nzd0459-0079,nzd0459-0080,nzd0459-0081,nzd0459-0082,nzd0459-0083,nzd0459-0084,nzd0459-0085,nzd0459-0086,nzd0459-0087,nzd0459-0088,nzd0459-0089,nzd0459-0090,nzd0459-0091,nzd0459-0092,nzd0459-0093,nzd0459-0094,nzd0459-0117,nzd0459-0118,nzd0459-0119,nzd0459-0120,nzd0459-0121,nzd0459-0122,nzd0459-0123,nzd0459-0124,nzd0459-0128,nzd0459-0137,nzd0459-0138,nzd0459-0139,nzd0459-0140,nzd0459-0141,nzd0459-0142,nzd0459-0143,nzd0459-0144,nzd0459-0145,nzd0459-0146,nzd0459-0147,nzd0459-0148,nzd0459-0149,nzd0459-0150,nzd0459-0151,nzd0459-0152,nzd0459-0153,nzd0459-0154,nzd0459-0173,nzd0459-0174,nzd0459-0175
2005-03-11 22:01:07.710000,L5,,,,338.11,350.63,369.83,359.89,349.39,356.12,357.86,359.38,359.71,359.77,363.28,360.97,365.33,385.05,392.35,387.73,390.44,373.51,387.79,391.61,378.62,399.26,397.57,393.27,393.87,370.69,375.99,377.08,366.69,361.09,364.24,361.11,383.92,385.21,385.14,382.35,381.86,382.45,382.62,384.73,388.74,381.99,380.93,382.25,387.24,387.41,389.01,357.63,371.08,369.87,374.49,368.44,372.15,366.19,371.73,371.54,369.72,352.34,293.18,299.67,294.92,357.40,361.22,359.01,329.53,340.23,360.32,361.59,352.31,346.12,349.93,345.16,362.81,389.45,391.40,390.73,388.37,387.35,377.97,383.93,352.11,258.33,,,374.93,386.19,391.15,391.93,357.52,358.97,360.96,355.89,371.91,350.60,365.11,358.09,360.24,362.78,364.55,365.96,371.86,369.82,355.23,361.66,364.79,364.65,358.15,355.68,360.89,362.95,372.57,369.18,367.12,369.23,356.99,370.63,357.22,360.92,359.71,389.05,391.68,367.99,399.40,391.95,380.47,380.93,379.57,383.10,380.45,387.62,388.36,387.49,393.04,392.31,387.31,369.11,367.23,349.90,344.93,346.97,337.50,347.84,353.11,368.32,366.36,368.37,364.39,362.09,361.42,362.37,358.20,366.29,350.30,348.11,349.28,356.65,355.29,365.65,363.07,352.42,352.64,334.82,337.00,317.75,328.68,333.76,312.05,320.90,320.70,341.75,,,
2005-03-27 22:01:15.171000,L5,,,,352.07,360.35,369.31,359.35,352.43,362.07,361.94,357.75,365.23,373.95,386.20,400.64,,,414.54,396.86,394.42,390.41,401.18,402.81,387.33,400.70,397.31,402.29,402.47,398.02,392.96,397.39,367.48,387.09,,,,,,,,,402.57,383.24,376.33,380.35,381.61,379.48,395.19,389.22,394.82,387.29,399.30,372.36,377.28,373.75,371.59,367.73,373.34,375.18,370.20,354.68,296.66,317.74,367.01,,,,339.09,340.04,335.26,351.52,352.99,352.56,354.73,352.73,,,,,,,,,366.42,363.21,,,,,,383.30,355.08,357.23,361.27,358.52,,379.94,384.04,378.20,382.87,400.42,407.39,412.76,383.15,378.97,357.74,361.34,368.54,366.68,360.41,367.36,368.06,372.15,376.26,380.04,372.86,371.61,361.91,372.89,358.24,354.76,356.10,388.67,398.54,373.78,398.54,401.63,,,386.22,384.56,390.66,392.74,397.81,394.16,399.78,398.79,401.80,,,,,,377.07,363.90,367.23,369.14,365.35,363.92,364.40,364.60,362.92,363.53,357.60,377.19,353.13,353.61,350.40,358.11,368.17,373.52,375.34,360.26,372.30,347.27,378.47,333.62,328.51,327.03,310.55,317.42,318.09,331.39,,,
2005-05-30 22:01:39.338000,L5,,,,326.74,336.09,340.39,334.94,326.28,350.70,344.86,342.44,347.70,354.82,353.11,361.63,352.57,366.86,368.06,367.49,363.28,335.59,358.94,355.25,337.42,366.13,382.23,376.60,361.25,332.26,338.14,345.10,352.13,352.80,351.20,351.47,378.54,367.51,362.16,355.94,362.88,359.40,358.39,357.34,358.55,365.50,362.81,365.53,365.03,367.99,359.63,321.46,350.50,353.71,355.34,353.09,344.82,350.31,358.62,351.03,304.87,286.94,289.47,,,,,,,,,,,,,,336.69,366.64,369.67,366.32,367.02,357.55,353.05,355.01,,,,,355.58,366.13,373.99,366.53,350.70,352.46,352.92,346.72,354.02,324.18,339.44,343.83,346.11,351.53,351.97,346.27,346.47,354.50,302.44,270.50,291.55,313.12,338.01,285.02,343.83,309.33,326.18,,316.50,322.22,298.96,344.22,316.08,345.81,346.81,348.14,351.19,340.86,347.21,359.94,358.41,363.36,356.31,354.97,358.04,357.19,367.24,360.27,366.24,364.68,346.37,332.78,330.84,310.07,322.29,308.54,316.54,316.16,323.00,346.62,328.93,304.04,329.90,301.80,275.75,344.33,325.38,338.09,317.28,,,,,,,,,,,,290.02,303.45,307.72,311.80,307.50,296.48,,,
2005-07-01 22:01:50.102000,L5,,,,336.18,348.88,351.96,347.36,345.06,354.95,351.61,349.22,358.10,363.04,360.17,352.83,367.32,386.23,383.75,383.50,380.69,376.50,380.35,384.39,368.79,387.45,392.30,388.90,384.88,359.90,369.53,370.09,361.14,361.91,354.76,361.30,380.88,389.11,380.06,376.93,372.40,377.46,370.83,378.35,365.05,371.94,381.26,372.89,375.19,383.10,385.15,341.89,365.37,365.49,366.74,364.83,362.20,369.11,372.18,374.89,370.87,344.82,298.88,305.69,,361.79,264.48,262.83,254.79,261.49,267.66,263.92,272.57,265.94,264.34,344.79,358.32,375.70,384.14,388.15,380.02,390.86,365.69,374.95,353.05,333.11,297.50,325.15,369.60,385.24,383.69,384.34,355.65,356.14,355.84,356.72,370.36,360.90,361.33,362.66,358.94,364.70,365.15,362.46,372.00,365.68,359.97,362.54,364.35,369.25,356.54,353.29,367.14,365.46,371.59,369.78,373.77,360.22,357.74,372.30,356.56,355.49,363.05,377.89,379.32,363.62,393.85,388.62,374.38,378.83,376.69,379.88,376.14,377.56,379.02,379.99,383.54,379.33,371.84,353.61,343.85,332.09,340.73,332.10,336.21,342.12,331.19,363.52,366.25,366.11,369.83,367.27,366.29,375.21,360.23,375.16,354.75,346.05,353.01,361.32,361.91,375.62,359.72,349.25,354.39,327.62,331.63,305.26,326.61,326.36,310.23,325.05,323.57,329.64,376.69,399.29,404.57
2005-10-05 22:02:17.195000,L5,,,,341.89,346.57,349.87,341.18,332.62,341.33,347.93,352.20,363.16,362.50,365.18,361.51,365.79,384.44,388.80,388.75,378.53,356.88,364.02,372.48,365.64,381.64,389.26,390.08,385.31,371.69,369.41,364.16,370.38,360.24,361.99,356.25,378.03,381.54,371.21,359.40,361.13,364.09,357.98,355.89,359.02,361.19,372.34,377.51,373.66,379.72,372.79,340.21,357.27,361.02,362.19,361.72,365.49,367.67,371.99,369.36,364.50,351.14,303.33,311.75,308.46,259.51,261.62,247.36,242.94,251.79,266.34,258.96,268.54,273.66,272.77,260.48,351.53,368.09,373.65,377.50,365.36,360.37,356.63,366.35,345.14,261.47,,322.61,362.46,367.90,381.00,367.61,349.84,349.59,354.42,357.89,358.46,345.81,362.36,357.11,358.81,350.85,350.24,353.89,358.36,359.94,353.48,352.22,355.85,358.94,358.02,359.68,358.26,353.29,359.32,362.58,362.38,361.33,350.76,361.77,346.61,348.62,352.08,370.04,371.21,360.54,365.77,370.65,364.41,372.49,364.56,368.70,364.77,374.03,373.92,364.99,372.15,372.10,352.95,346.25,343.11,333.89,333.80,334.79,338.32,343.96,345.38,359.37,361.19,360.13,360.85,360.09,362.96,362.49,360.85,370.79,350.12,353.56,353.17,363.05,357.45,365.28,360.89,347.40,336.88,321.81,317.80,306.38,320.22,316.87,306.54,322.59,323.83,334.33,370.14,385.65,390.44
2005-11-06 22:02:22.875000,L5,,,,,,,,,,,,,365.45,358.86,349.87,365.22,382.22,390.26,395.07,391.15,376.79,392.09,393.16,370.71,378.16,389.34,399.03,395.16,379.72,378.46,383.79,359.96,352.83,366.37,367.14,388.54,391.24,384.60,380.14,378.02,379.56,359.14,355.78,358.31,364.15,364.85,366.90,368.83,373.31,383.65,350.63,368.78,354.18,356.35,354.74,349.72,361.35,363.91,383.74,378.55,362.82,308.46,321.64,321.89,342.97,365.01,,335.00,330.76,309.94,341.48,341.59,336.59,343.44,340.26,359.09,389.64,390.56,391.69,378.05,363.01,361.40,361.49,341.75,347.64,318.42,347.43,380.81,400.04,388.06,374.34,349.33,347.25,352.17,348.30,359.20,357.68,375.85,370.48,371.44,371.28,370.39,377.31,377.12,359.78,365.76,369.78,375.47,375.30,359.30,369.39,371.96,368.96,378.51,381.46,378.82,360.09,356.87,364.84,349.24,,,365.17,369.61,360.37,365.14,361.53,364.44,366.34,361.36,377.93,383.58,383.06,389.80,387.22,391.97,390.11,376.17,356.78,345.00,329.93,333.57,334.34,329.92,334.91,340.91,375.86,360.71,359.49,360.23,360.02,359.73,358.50,356.92,380.40,346.34,352.64,347.71,368.40,367.04,374.97,370.97,360.97,359.15,342.65,339.57,334.50,358.35,353.01,338.18,348.27,327.05,338.40,391.00,407.23,408.86
2006-02-10 22:04:39.000000,L5,,,,337.60,348.59,361.77,351.35,348.08,356.28,347.13,357.71,355.95,360.87,359.17,353.41,362.01,377.50,386.25,377.43,376.47,365.58,377.82,377.99,383.61,397.35,390.56,388.46,389.11,370.24,367.67,373.65,368.36,365.75,368.25,364.72,377.71,378.35,382.00,371.50,384.26,380.02,383.26,380.30,388.74,376.46,383.04,373.85,382.68,377.66,383.87,365.60,374.98,368.55,375.87,365.79,372.85,365.38,372.62,372.98,373.21,353.78,309.28,311.60,323.99,360.44,367.60,360.18,350.71,345.56,366.03,369.08,363.31,355.13,355.15,348.31,357.55,381.16,389.12,390.28,384.21,391.18,378.07,383.34,348.30,338.37,338.60,340.91,376.14,389.28,393.76,382.64,358.91,357.22,374.65,359.51,374.27,355.31,365.30,357.86,356.92,360.09,365.05,366.41,367.85,366.21,357.52,359.99,365.73,360.34,358.65,358.55,361.25,361.49,368.97,367.72,369.78,370.92,366.21,373.18,362.40,356.60,353.76,382.77,392.96,364.01,390.98,384.05,379.53,379.00,377.06,381.60,377.33,389.75,384.00,385.13,386.20,397.94,376.74,369.38,368.34,353.06,348.78,351.90,339.37,348.47,351.98,367.93,361.99,368.82,362.23,363.14,360.63,360.23,358.20,369.39,353.90,350.58,350.04,357.52,353.92,360.15,360.61,348.53,361.88,339.99,358.55,331.78,330.56,339.96,327.22,329.54,328.91,337.34,394.99,400.77,403.36
2006-02-26 22:04:59.098000,L5,,,,337.17,344.57,371.42,357.80,354.30,358.13,354.88,359.05,355.28,352.49,360.56,356.34,360.94,378.57,386.77,381.08,389.64,382.38,390.98,392.78,379.71,390.27,396.76,388.78,389.31,369.26,364.69,383.54,374.54,362.95,371.15,364.75,380.39,381.79,385.64,384.89,383.34,386.40,384.49,388.01,387.88,386.71,378.36,379.34,380.22,384.77,380.13,354.93,364.79,375.99,379.01,374.13,365.62,367.04,368.98,372.56,368.17,355.97,306.85,310.39,320.27,367.00,,,,,,378.15,371.25,362.30,359.24,353.54,359.57,390.57,398.81,396.51,395.25,395.33,387.24,389.42,356.57,344.56,358.66,358.25,384.85,386.78,397.64,393.46,361.15,364.48,365.47,353.43,379.35,351.71,364.94,354.24,356.51,364.15,372.83,373.85,378.26,374.20,353.15,366.42,373.89,372.68,357.80,358.89,358.65,364.95,382.59,380.55,378.41,380.16,376.11,383.38,364.78,361.16,362.37,391.91,393.21,371.75,377.02,389.68,375.15,381.09,374.29,378.48,373.57,380.26,381.24,387.04,396.23,392.82,388.38,373.51,374.27,355.39,349.63,352.67,337.75,346.73,352.18,372.74,372.67,374.07,370.67,373.46,357.03,359.53,358.30,365.42,348.31,351.41,348.79,359.85,353.39,366.94,359.65,357.73,368.13,353.20,366.31,344.85,341.45,352.59,336.15,328.12,325.65,333.49,402.75,,
2006-05-17 22:06:21.807000,L5,,,,343.14,340.86,353.68,344.85,340.25,343.30,345.21,350.62,353.20,357.60,359.71,362.81,363.76,379.84,384.62,384.16,380.87,375.95,379.47,386.42,363.10,391.43,392.52,387.49,386.26,366.47,373.33,364.98,372.33,368.05,370.69,362.54,385.20,378.46,378.40,372.06,376.17,373.94,376.01,374.85,376.10,375.74,380.01,381.02,380.68,379.63,379.50,364.50,367.73,366.13,370.27,366.32,370.77,366.13,372.28,373.62,360.59,352.83,309.13,312.39,305.58,262.73,268.01,254.10,248.99,256.89,263.98,266.72,275.87,277.17,269.05,255.79,356.93,384.23,384.47,385.29,383.69,380.34,377.91,375.75,355.01,347.78,348.65,363.14,367.37,377.13,382.30,375.65,353.17,355.59,356.64,355.53,377.17,346.75,367.64,358.70,364.43,360.74,362.07,360.57,366.53,361.41,347.22,361.38,362.53,364.17,354.79,359.35,356.22,359.67,370.97,364.83,367.46,360.39,364.78,367.19,350.28,348.63,349.74,374.94,384.08,362.39,382.88,392.63,377.78,383.70,379.77,378.79,381.02,382.09,385.69,381.57,387.58,381.46,372.85,361.93,358.33,338.52,339.79,344.95,339.04,345.38,344.97,361.80,358.69,357.02,359.47,364.88,359.04,362.13,357.41,371.51,352.99,358.33,351.21,356.40,354.04,370.89,369.83,351.82,358.40,334.16,341.60,320.80,329.05,322.87,309.33,320.80,325.33,317.76,390.05,409.21,405.15
2006-08-05 22:07:31.136000,L5,,,,335.01,342.22,352.23,343.00,343.30,347.64,349.70,356.24,355.80,348.52,353.46,352.47,358.53,366.60,378.37,379.44,385.10,367.51,372.22,381.48,367.42,381.33,385.50,381.39,375.91,350.76,356.61,361.42,361.84,355.66,359.28,350.75,378.05,373.64,377.78,370.54,367.46,368.55,367.81,370.17,372.15,369.81,363.50,362.44,362.36,372.07,365.75,339.98,362.47,,,,,,,329.99,335.47,323.82,308.83,306.45,309.78,290.50,276.78,265.46,334.04,319.17,324.85,356.14,341.82,336.87,341.59,334.72,339.63,375.45,381.88,382.88,384.53,380.33,374.25,363.10,352.27,333.99,322.21,339.95,360.26,373.10,383.21,374.87,351.08,354.79,361.34,348.03,355.57,308.70,322.92,339.93,334.46,345.93,343.36,340.18,329.32,,332.85,347.65,356.07,356.23,348.18,336.47,356.13,361.15,365.88,357.95,362.89,362.40,363.75,369.94,353.20,357.88,353.08,379.34,386.24,363.86,347.97,374.84,368.05,375.32,372.05,365.48,362.29,369.42,372.97,379.27,385.43,386.01,368.21,358.62,363.10,354.12,345.89,327.29,333.40,337.38,324.80,354.86,351.25,358.66,360.30,352.25,355.60,363.58,349.18,371.67,348.44,339.22,350.79,358.46,356.57,370.48,365.53,355.25,348.79,341.38,332.77,321.04,326.96,325.34,309.21,315.39,319.97,324.83,384.92,401.45,401.57
2006-08-21 22:07:43.467000,L5,,,,349.00,357.89,354.91,344.84,341.93,341.34,338.06,339.75,351.76,364.21,369.64,366.26,374.91,398.47,377.05,382.86,384.94,372.24,387.35,387.65,381.67,394.40,395.47,394.97,390.47,371.74,372.85,371.15,369.36,371.91,369.98,374.38,389.86,387.62,386.47,365.99,363.61,360.91,361.29,365.11,367.04,364.26,367.26,373.05,377.28,369.95,303.52,309.31,,363.56,361.26,365.06,373.19,379.25,379.76,378.20,368.77,355.50,316.98,274.11,271.02,288.38,274.04,252.17,254.85,264.18,269.70,263.67,275.82,269.11,278.54,268.50,,,,,,,,,254.83,263.10,288.08,271.83,358.86,371.74,379.70,373.08,348.00,348.05,353.38,353.61,,345.72,373.26,370.20,367.14,360.05,356.82,359.88,363.88,361.00,360.95,365.47,358.82,351.56,367.41,360.86,365.52,365.89,358.75,363.45,353.03,359.18,351.16,354.15,346.44,342.19,346.07,392.39,384.21,382.55,386.23,391.27,,,,,,,,350.65,358.93,375.82,358.06,352.54,349.00,332.46,332.50,331.68,344.57,349.32,351.83,356.64,357.41,357.55,354.08,359.01,364.14,368.05,367.87,383.01,353.30,357.00,358.61,364.31,361.06,375.93,372.61,356.89,343.11,324.25,326.27,308.31,313.62,314.14,303.10,317.33,329.53,341.54,388.57,397.83,396.19
2006-10-08 22:08:17.083000,L5,,,,337.30,356.80,367.96,357.51,360.98,358.97,356.12,350.47,352.86,354.31,357.72,356.60,359.56,374.89,385.99,392.02,389.68,374.20,381.15,392.90,378.63,386.03,384.28,383.84,379.79,368.78,371.98,376.48,364.06,359.67,362.45,360.38,378.86,384.81,381.73,375.04,373.70,376.51,370.73,375.06,373.27,366.96,364.94,363.74,369.56,371.60,373.84,346.58,359.37,374.79,376.87,361.32,367.71,364.85,367.42,367.80,360.69,349.44,308.61,312.68,308.98,335.52,365.65,260.37,260.49,263.85,267.93,270.52,267.83,262.19,258.23,341.51,358.59,385.22,390.72,385.77,383.87,383.18,377.23,375.65,342.53,331.58,324.02,331.09,375.71,387.91,395.44,385.33,361.28,361.65,355.15,350.31,363.08,342.64,359.56,355.03,368.01,368.46,370.51,374.11,375.21,376.81,363.38,368.45,372.18,371.14,356.07,355.24,355.71,366.83,373.43,379.58,374.87,375.20,372.34,374.17,349.20,360.82,361.68,388.40,381.61,364.31,347.29,365.63,368.73,370.38,369.30,371.23,368.71,376.82,386.30,385.99,391.90,387.37,372.91,368.91,363.31,346.33,340.03,340.34,330.75,337.02,336.10,374.42,372.77,375.44,371.89,360.18,358.17,359.29,357.60,380.51,347.73,352.97,351.49,356.97,350.54,362.72,370.54,359.47,354.25,337.63,341.38,333.98,336.11,332.85,315.42,320.85,320.97,343.01,388.72,406.91,409.02
2006-10-24 22:08:26.357000,L5,,,,330.65,336.73,347.95,339.55,339.76,337.97,347.44,349.19,357.08,356.70,355.83,359.05,353.35,362.59,375.95,372.99,371.73,352.36,357.49,373.69,362.82,387.35,384.19,372.67,372.99,360.36,360.79,362.26,367.89,358.71,356.82,353.11,375.90,368.61,364.75,362.46,362.77,353.53,353.91,355.31,362.09,364.90,366.39,365.87,370.47,364.04,362.08,334.79,341.63,362.32,364.47,359.77,362.48,366.80,365.17,362.73,354.02,342.16,303.60,308.08,302.87,297.19,342.91,332.02,294.08,307.92,309.18,339.61,340.94,342.75,329.51,338.55,337.55,359.62,371.87,362.71,355.54,342.92,349.90,333.23,,,,,358.23,368.18,383.60,378.51,359.09,361.63,365.39,359.57,301.38,331.92,346.91,344.86,347.62,344.35,353.40,354.91,358.82,362.09,345.61,351.71,353.86,353.16,332.74,346.77,347.64,349.64,353.55,357.60,356.31,363.06,354.62,362.00,351.18,349.59,352.24,371.81,373.26,361.26,347.98,369.16,286.68,,270.67,341.46,359.25,356.23,349.29,328.09,361.98,363.34,343.77,347.90,344.71,323.28,324.37,326.12,320.79,334.46,339.71,353.64,363.70,363.95,363.10,358.91,359.76,357.97,349.11,355.65,347.96,346.58,343.33,342.48,339.62,352.35,349.00,340.20,330.09,314.78,301.78,280.33,321.24,321.75,312.58,319.74,322.88,328.37,,,
2006-12-11 22:08:52.184000,L5,,,,335.96,344.13,357.63,335.87,332.45,334.11,338.04,342.62,343.31,352.24,360.43,360.15,365.83,377.77,381.44,380.01,375.03,359.35,358.30,364.83,354.92,384.73,390.56,384.21,378.39,365.15,364.44,370.98,358.17,362.00,367.81,359.83,370.72,372.12,371.67,367.43,361.32,353.31,346.17,349.42,351.87,353.87,352.60,354.99,371.75,375.26,370.30,345.39,360.57,349.49,348.64,350.06,346.18,350.97,358.87,367.41,358.74,347.22,294.62,296.57,301.30,305.79,325.17,333.37,314.35,313.10,313.46,314.81,280.51,,314.74,297.03,346.21,376.25,380.04,364.52,362.43,354.54,354.91,353.08,310.96,313.56,,,360.72,363.77,373.48,366.88,340.64,339.92,344.33,340.62,354.14,344.80,356.34,350.31,354.86,352.45,357.95,357.78,350.16,345.30,352.36,356.44,359.31,361.35,355.89,355.18,356.44,358.31,364.24,365.68,355.53,348.65,338.87,347.35,335.61,341.08,343.09,364.36,366.66,352.30,348.54,372.06,354.36,358.82,367.65,371.79,367.75,372.97,374.11,374.01,377.65,375.72,346.58,342.47,341.09,324.89,325.25,327.04,319.57,330.00,344.00,347.70,345.89,344.48,346.10,343.79,346.78,344.81,344.81,364.57,337.32,,330.47,351.43,347.78,353.07,355.83,344.43,336.24,317.24,321.99,300.09,310.71,312.16,301.15,309.91,309.04,299.96,346.62,379.99,383.99
2007-02-13 22:09:11.063000,L5,,,,346.59,354.24,379.21,359.13,354.57,347.90,352.40,352.79,354.05,358.64,365.80,365.86,375.47,387.86,392.13,388.85,382.59,383.89,368.90,378.79,367.73,400.64,403.49,398.51,391.29,381.47,371.20,385.37,374.93,377.25,378.24,375.86,385.61,384.55,388.95,383.33,380.52,371.42,373.80,375.54,373.71,376.61,373.80,375.91,385.83,388.66,388.82,369.84,383.73,366.92,371.47,371.03,370.12,366.23,380.77,381.41,381.81,357.83,330.83,329.06,342.18,360.54,,,345.34,346.50,358.38,366.00,370.10,368.51,365.90,364.32,364.35,395.21,393.11,383.08,381.18,379.30,374.22,373.60,368.17,356.88,362.75,381.64,378.87,381.58,383.98,376.16,351.04,352.33,357.50,352.79,375.80,366.68,373.46,369.25,365.16,369.89,367.89,369.10,366.80,366.86,361.89,369.80,371.57,367.82,368.51,373.71,369.92,377.18,381.19,373.87,368.59,365.49,364.89,371.65,361.14,346.21,353.46,379.79,384.24,369.31,381.53,391.12,372.66,380.24,384.57,387.18,388.18,390.09,390.03,397.28,394.77,388.04,371.37,367.55,364.64,351.67,347.14,352.07,341.73,352.36,357.67,367.29,364.32,366.62,359.82,367.21,362.68,364.72,369.60,379.77,352.11,355.63,358.38,367.98,363.31,376.65,368.44,360.35,359.85,342.57,346.98,334.71,334.20,340.46,327.87,332.01,332.99,351.06,398.13,418.65,
2008-02-16 22:04:45.714000,L5,,,318.18,342.76,342.57,358.99,343.27,335.92,345.12,354.32,354.87,361.15,358.65,366.92,363.52,364.32,374.55,378.86,376.46,373.05,368.06,374.86,377.97,371.43,393.34,391.48,383.81,384.58,369.91,365.83,369.96,366.62,366.34,363.33,363.42,368.52,372.24,374.69,369.96,374.43,373.64,377.21,383.47,380.67,384.53,382.68,386.40,386.02,382.07,378.15,360.02,372.38,371.30,371.59,378.79,366.03,371.62,373.10,371.17,369.24,356.05,315.18,317.19,327.24,327.81,352.07,351.25,308.82,309.89,319.67,341.81,337.65,341.97,340.94,345.54,364.64,383.79,382.28,381.96,386.18,382.66,381.88,381.04,351.71,337.19,340.88,341.87,370.39,371.29,384.04,378.72,365.74,359.52,363.54,356.80,377.34,358.09,360.96,358.65,360.10,359.74,355.99,363.16,363.16,366.93,359.29,356.99,361.49,363.42,359.42,356.76,357.91,354.80,359.06,353.39,365.93,367.23,346.62,351.61,347.11,355.35,358.43,380.67,387.08,374.20,382.35,391.39,378.58,379.41,376.09,377.49,377.86,379.34,376.01,379.74,378.08,377.32,364.04,369.62,368.81,354.87,349.52,354.56,348.17,351.51,355.15,365.45,365.60,363.15,366.89,360.92,367.04,364.81,367.38,355.55,346.93,356.20,350.36,354.58,355.20,367.97,370.79,354.72,363.72,344.89,368.25,348.91,345.56,343.85,326.81,333.02,338.55,332.58,374.75,400.47,391.85
2008-10-29 21:57:48.288000,L5,,,,348.14,351.72,357.60,351.69,351.21,348.50,347.67,348.07,349.10,354.34,355.67,352.89,365.24,376.69,388.08,388.03,383.26,365.58,374.69,383.92,362.22,380.79,379.72,384.82,382.33,369.76,361.72,369.72,353.27,350.67,362.76,361.68,385.56,379.68,383.45,370.46,376.39,371.17,362.90,359.00,358.31,362.94,360.96,366.79,364.88,369.43,377.77,358.49,371.17,363.10,366.78,358.74,367.34,363.62,366.54,372.37,372.66,356.63,301.64,318.38,326.89,309.73,,,,,,,,315.13,324.02,325.27,363.40,384.57,386.79,384.49,375.75,363.77,364.37,365.89,338.31,336.67,340.47,336.32,369.15,379.43,375.70,358.91,346.24,343.83,346.63,347.54,363.75,337.73,368.21,362.76,364.95,363.85,368.01,370.63,372.34,363.82,362.28,361.44,370.77,369.64,355.75,360.12,360.98,346.03,359.22,368.80,362.59,354.45,342.19,347.60,324.51,345.78,344.98,366.30,374.49,362.46,341.27,366.84,364.56,369.22,367.26,370.70,379.51,380.10,385.21,380.70,384.31,380.50,355.39,358.47,349.17,325.46,328.93,329.98,318.58,324.05,321.30,370.26,357.28,359.05,359.62,359.40,359.71,357.91,357.32,360.43,343.89,342.64,339.63,347.10,354.74,375.38,369.13,357.22,355.30,339.63,342.03,313.81,318.24,319.71,309.20,320.47,325.07,326.07,367.45,402.26,396.12
