dates,nzd0459-0000,nzd0459-0001,nzd0459-0002,nzd0459-0003,nzd0459-0004,nzd0459-0005,nzd0459-0006,nzd0459-0007,nzd0459-0008,nzd0459-0009,nzd0459-0010,nzd0459-0011,nzd0459-0012,nzd0459-0013,nzd0459-0014,nzd0459-0015,nzd0459-0016,nzd0459-0017,nzd0459-0018,nzd0459-0019,nzd0459-0020,nzd0459-0021,nzd0459-0022,nzd0459-0023,nzd0459-0024,nzd0459-0025,nzd0459-0026,nzd0459-0027,nzd0459-0028,nzd0459-0029,nzd0459-0030,nzd0459-0031,nzd0459-0032,nzd0459-0033,nzd0459-0034,nzd0459-0035,nzd0459-0036,nzd0459-0037,nzd0459-0038,nzd0459-0039,nzd0459-0040,nzd0459-0041,nzd0459-0042,nzd0459-0043,nzd0459-0044,nzd0459-0045,nzd0459-0046,nzd0459-0047,nzd0459-0048,nzd0459-0049,nzd0459-0050,nzd0459-0051,nzd0459-0052,nzd0459-0053,nzd0459-0054,nzd0459-0055,nzd0459-0056,nzd0459-0057,nzd0459-0058,nzd0459-0059,nzd0459-0060,nzd0459-0061,nzd0459-0062,nzd0459-0063,nzd0459-0064,nzd0459-0065,nzd0459-0066,nzd0459-0067,nzd0459-0068,nzd0459-0069,nzd0459-0070,nzd0459-0071,nzd0459-0072,nzd0459-0073,nzd0459-0074,nzd0459-0075,nzd0459-0076,nzd0459-0077,nzd0459-0078,nzd0459-0079,nzd0459-0080,nzd0459-0081,nzd0459-0082,nzd0459-0083,nzd0459-0084,nzd0459-0085,nzd0459-0086,nzd0459-0087,nzd0459-0088,nzd0459-0089,nzd0459-0090,nzd0459-0091,nzd0459-0092,nzd0459-0093,nzd0459-0094,nzd0459-0095,nzd0459-0096,nzd0459-0097,nzd0459-0098,nzd0459-0099,nzd0459-0100,nzd0459-0101,nzd0459-0102,nzd0459-0103,nzd0459-0104,nzd0459-0105,nzd0459-0106,nzd0459-0107,nzd0459-0108,nzd0459-0109,nzd0459-0110,nzd0459-0111,nzd0459-0112,nzd0459-0113,nzd0459-0114,nzd0459-0115,nzd0459-0116,nzd0459-0117,nzd0459-0118,nzd0459-0119,nzd0459-0120,nzd0459-0121,nzd0459-0122,nzd0459-0123,nzd0459-0124,nzd0459-0125,nzd0459-0126,nzd0459-0127,nzd0459-0128,nzd0459-0129,nzd0459-0130,nzd0459-0131,nzd0459-0132,nzd0459-0141,nzd0459-0142,nzd0459-0143,nzd0459-0144,nzd0459-0145,nzd0459-0146,nzd0459-0147,nzd0459-0148,nzd0459-0149,nzd0459-0150,nzd0459-0151,nzd0459-0152,nzd0459-0153,nzd0459-0154,nzd0459-0155,nzd0459-0133,nzd0459-0134,nzd0459-0135,nzd0459-0136,nzd0459-0137,nzd0459-0138,nzd0459-0139,nzd0459-0140,nzd0459-0156,nzd0459-0157,nzd0459-0158,nzd0459-0159,nzd0459-0160,nzd0459-0161,nzd0459-0162,nzd0459-0163,nzd0459-0164,nzd0459-0165,nzd0459-0166,nzd0459-0167,nzd0459-0168,nzd0459-0169,nzd0459-0170,nzd0459-0171,nzd0459-0172,nzd0459-0173,nzd0459-0174,nzd0459-0175,satname
1999-08-26 22:07:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,229.71,276.74,,,,,,,,,267.09,,,,,,,318.75,318.22,312.4,308.74,300.66,305.1,,302.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-27 22:07:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,229.71,276.74,,,,,,,,,267.09,,,,,,,318.75,318.22,312.4,308.74,300.66,305.1,,302.85,,,,,,,,,,,,,,,,,311.97,,,,,,,,,308.11,302.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-10-13 22:07:12+00:00,,,,,338.45,354.39,353.94,332.34,342.32,338.02,,,,345.83,355.35,353.36,355.97,,,,,,,229.71,276.74,,,,,,,,,267.09,,,352.95,,,,318.75,318.22,329.99,324.245,318.775,323.775,349.28,320.94500000000005,334.57,336.08,,,356.48,342.37,346.14,347.81,338.42,344.76,346.76,344.41,342.99,345.53,351.09,,331.355,305.96,323.73,319.14,330.79,349.49,342.64,331.57,334.34,325.26,322.685,343.31,,,,,,,,,,,,,,307.58,291.93,288.71,289.91,326.02,310.36,302.01,295.84,306.77,321.42,325.26,331.64,335.49,339.27,343.78,345.83,341.56,,,,,339.96,,,,,339.44,,,,,,,,,,,,,,339.04,341.36,341.37,339.9,325.16,329.46,330.54,320.6,310.9,298.22,306.51,283.16,295.59,297.0,277.16,290.11,286.01,,249.05,338.85,324.54,334.71,328.4,325.13,,333.46,326.27,,,310.46,336.36,325.19,290.02,296.08,297.53,326.97,334.72,327.58,338.3,328.04,322.58,305.98,343.57,350.27,,,,L7
1999-11-30 22:06:59+00:00,,,,,338.45,354.39,353.94,332.34,342.32,338.02,,,,345.83,355.35,353.36,355.97,285.92,294.24,301.78,294.9,228.22,,243.745,274.68,258.49,,,282.75,164.68,,,,256.105,,,352.95,,,,318.75,318.22,329.99,324.245,318.775,323.775,349.28,320.94500000000005,334.57,336.08,,,356.48,342.37,346.14,347.81,338.42,344.76,346.76,344.41,342.99,345.53,351.09,,331.355,305.96,323.73,319.14,330.79,349.49,342.64,331.57,334.34,325.26,322.685,343.31,,,198.34,209.58,196.45,,189.4,,,,,,,307.58,291.93,288.71,289.91,326.02,310.36,302.01,295.84,306.77,321.42,325.26,331.64,335.49,339.27,343.78,345.83,341.56,,,,,339.96,,,,,339.44,189.86,200.47,199.86,201.87,195.0,195.57,178.27,189.0,196.51,194.07,,178.94,166.88,339.04,341.36,341.37,339.9,325.16,329.46,330.54,320.6,310.9,298.22,306.51,283.16,295.59,297.0,277.16,290.11,286.01,,249.05,338.85,324.54,334.71,328.4,325.13,,333.46,326.27,,,310.46,336.36,325.19,290.02,296.08,297.53,326.97,334.72,327.58,338.3,328.04,322.58,305.98,343.57,350.27,,,,L7
1999-12-16 22:07:09+00:00,,,,,338.45,354.39,353.94,332.34,342.32,338.02,,,,345.83,355.35,353.36,355.97,285.90999999999997,288.78499999999997,297.355,295.34,226.81,,238.17333333333332,272.19666666666666,269.425,,320.44,282.87,159.14,,,,256.105,,,352.95,,,,318.75,318.22,329.99,324.245,318.775,323.775,349.28,320.94500000000005,334.57,336.08,,,356.48,342.37,346.14,347.81,338.42,344.76,346.76,344.41,342.99,345.53,351.09,,331.355,305.96,323.73,319.14,330.79,349.49,342.64,331.57,334.34,325.26,322.685,343.31,,,209.95,199.42000000000002,198.81,,207.66500000000002,,,,,,,307.58,291.93,288.71,289.91,326.02,310.36,302.01,295.84,306.77,321.42,325.26,331.64,335.49,339.27,343.78,345.83,341.56,,,,,339.96,,,,,339.44,189.86,200.47,199.86,201.87,195.0,195.57,178.27,189.0,196.51,194.07,,178.94,166.88,339.04,341.36,341.37,339.9,325.16,329.46,330.54,320.6,310.9,298.22,306.51,283.16,295.59,297.0,277.16,290.11,286.01,,249.05,338.85,324.54,334.71,328.4,325.13,,333.46,326.27,,,310.46,336.36,325.19,290.02,296.08,297.53,326.97,334.72,327.58,338.3,328.04,322.58,305.98,343.57,350.27,,,,L7
2000-03-21 22:06:49+00:00,,,,,337.99,352.905,354.31,336.995,332.475,331.78499999999997,,,,345.83,346.19,346.445,355.25,287.85999999999996,287.68333333333334,292.08666666666664,291.5,216.19333333333336,352.55,242.40499999999997,269.925,269.425,,314.125,282.09666666666664,159.14,,,,245.12,,357.06,350.83500000000004,354.64,358.0,,,,338.205,333.82,334.97,338.265,348.39,340.815,338.41499999999996,340.92999999999995,,,357.06,344.01,346.98,346.24,339.545,343.12,344.04999999999995,343.435,342.99,344.315,349.04999999999995,,336.83,308.04499999999996,326.01,323.615,339.4,353.03,349.28,343.455,342.30499999999995,333.25666666666666,330.93,345.02,346.71,343.1,209.95,199.42000000000002,198.81,349.29,255.38333333333333,342.61,349.96,355.99,,,,307.58,299.925,301.07,299.71500000000003,330.16999999999996,321.37,319.115,314.66499999999996,318.15999999999997,326.125,325.74,325.46,331.43,332.46500000000003,338.655,337.655,339.58500000000004,,,,,330.74,339.71,319.67,313.57,318.01,331.22,199.575,206.25,207.435,207.10500000000002,205.59,204.93,197.41500000000002,206.22,206.35,205.665,,194.735,183.07999999999998,341.03,338.37,335.795,331.095,321.865,319.76,324.375,314.92,305.83,292.68,307.87,281.76,298.53,298.095,278.005,288.24,278.775,,249.05,330.67,316.375,327.79999999999995,325.895,317.3,,324.82,324.395,164.85,,310.46,336.36,325.19,290.02,296.08,297.53,326.97,334.72,327.58,327.03999999999996,318.605,312.015,299.72,335.97,345.5,364.49,,,L7
2000-05-08 22:06:20+00:00,,,,,337.53,351.42,354.68,354.03499999999997,334.93,337.89,,364.09,345.35,343.85,346.46,348.42999999999995,354.53,283.8725,283.52250000000004,287.1575,284.66249999999997,216.19333333333336,361.685,242.40499999999997,269.925,269.425,,314.125,282.09666666666664,159.14,,,,245.12,,363.34000000000003,357.5,361.775,358.0,,,,337.395,333.64,339.315,342.04999999999995,347.5,350.575,350.9,351.005,,,357.64,353.58,358.135,352.755,347.925,351.32000000000005,350.59,352.62,363.25,353.165,355.265,,356.28499999999997,310.13,341.03499999999997,342.58,357.85,363.28499999999997,355.92,362.53499999999997,358.515,356.1,355.745,356.24,356.955,354.26,209.95,199.42000000000002,198.81,358.095,283.955,354.49,362.0,365.15,371.8,348.99,343.1,333.9,312.125,313.68,315.39,338.03499999999997,339.27,340.04,337.815,333.08500000000004,335.97,334.69000000000005,331.875,333.42,339.13,342.725,339.985,344.71000000000004,345.78,348.94,352.32,346.41,336.72,347.54499999999996,332.355,328.19,326.74,333.21500000000003,199.575,206.25,207.435,207.10500000000002,205.59,204.93,197.41500000000002,206.22,206.35,205.665,339.33,194.735,183.07999999999998,349.085,345.205,342.65,332.845,329.01,326.79499999999996,328.255,319.975,314.365,303.18,323.64,284.435,309.47,308.505,282.91,294.945,286.815,333.08,,332.61,323.355,334.44,333.1,324.905,350.9,328.41499999999996,330.29499999999996,170.37,,338.49,337.25,339.0,299.96,296.35,304.94,325.14,334.39,334.3,327.05999999999995,321.745,315.46000000000004,306.005,339.875,351.67,373.33000000000004,,,L7
2000-05-24 22:06:10+00:00,,,,,337.53,351.42,354.68,354.03499999999997,342.01,342.75333333333333,,365.995,349.44,344.125,352.50666666666666,353.0733333333333,354.53,282.394,282.32,284.774,282.082,216.19333333333336,364.34,242.40499999999997,269.925,269.425,,314.125,282.09666666666664,159.14,,,,245.12,,365.3666666666666,357.5,363.41,364.25,,,,342.1766666666667,339.1033333333333,346.0533333333333,346.60999999999996,347.5,354.2133333333333,350.9,354.25333333333333,,,357.64,356.9533333333333,359.99666666666667,354.7,351.50333333333333,355.48,354.68,356.0933333333333,363.25,353.165,336.82666666666665,,356.28499999999997,310.13,344.77,348.47333333333336,361.23,366.44,363.255,365.34999999999997,362.8566666666666,361.46999999999997,360.65333333333336,360.0133333333333,356.955,360.6233333333334,209.95,199.42000000000002,198.81,358.095,302.166,357.9466666666667,367.49,369.84,375.70000000000005,349.055,348.86,344.30499999999995,312.74666666666667,317.3233333333333,319.87666666666667,346.66,348.6066666666666,342.3733333333334,337.815,341.40333333333336,339.8433333333333,341.43,341.78999999999996,338.11,343.79,346.8766666666667,351.22,349.5,355.59,355.505,357.245,357.235,346.95666666666665,354.01666666666665,340.9666666666667,334.0233333333333,334.93,342.70666666666665,199.575,206.25,207.435,207.10500000000002,205.59,204.93,197.41500000000002,206.22,206.35,205.665,346.575,194.735,183.07999999999998,357.9666666666667,345.205,342.65,345.46000000000004,343.1133333333333,326.79499999999996,334.7033333333333,335.5333333333333,314.365,303.18,336.43666666666667,284.435,309.47,308.505,282.91,307.3066666666667,286.815,352.375,,344.0566666666667,337.5733333333333,346.3933333333334,333.1,324.905,350.9,328.41499999999996,330.29499999999996,170.37,,338.49,337.25,339.0,299.96,310.45500000000004,304.94,325.14,334.39,345.355,340.28666666666663,333.6766666666667,328.37,316.83666666666664,339.875,351.67,373.33000000000004,,,L7
2000-07-11 22:05:41+00:00,,,,,337.53,324.57500000000005,354.68,354.03499999999997,342.01,342.75333333333333,,365.995,349.44,344.125,352.50666666666666,353.0733333333333,354.53,280.05,278.01,276.3866666666666,273.2433333333333,181.52,364.34,,281.49,,,303.16999999999996,295.02,,,,,262.92,,365.3666666666666,357.5,363.41,364.25,307.4,309.58,309.66,334.3075,331.7,335.8075,337.3825,328.54499999999996,354.2133333333333,350.9,354.25333333333333,284.61,,357.64,356.9533333333333,359.99666666666667,354.7,351.50333333333333,355.48,354.68,356.0933333333333,363.25,353.165,336.82666666666665,,356.28499999999997,310.13,344.77,348.47333333333336,361.23,366.44,363.255,365.34999999999997,362.8566666666666,361.46999999999997,360.65333333333336,360.0133333333333,356.955,360.6233333333334,216.6,219.96,180.22,358.095,365.1666666666667,357.9466666666667,367.49,369.84,375.70000000000005,349.055,348.86,344.30499999999995,312.74666666666667,317.3233333333333,319.87666666666667,346.66,348.6066666666666,342.3733333333334,337.815,341.40333333333336,339.8433333333333,341.43,341.78999999999996,338.11,343.79,346.8766666666667,351.22,349.5,355.59,355.505,357.245,357.235,346.95666666666665,354.01666666666665,340.9666666666667,334.0233333333333,334.93,342.70666666666665,209.29,212.03,215.01,212.34,216.18,214.29,216.56,223.44,216.19,217.26,346.575,210.53,199.28,357.9666666666667,345.205,342.65,345.46000000000004,343.1133333333333,326.79499999999996,334.7033333333333,335.5333333333333,314.365,303.18,336.43666666666667,284.435,309.47,308.505,282.91,307.3066666666667,286.815,352.375,,344.0566666666667,337.5733333333333,346.3933333333334,333.1,324.905,350.9,328.41499999999996,330.29499999999996,170.37,,338.49,337.25,339.0,299.96,310.45500000000004,304.94,325.14,334.39,345.355,340.28666666666663,333.6766666666667,328.37,316.83666666666664,339.875,351.67,373.33000000000004,,310.93,L7
2000-07-27 22:05:24+00:00,,,,,337.53,324.57500000000005,355.24,354.03499999999997,342.01,342.3175,354.44,363.4066666666667,349.39000000000004,344.5366666666667,353.2625,352.9675,354.53,280.05,278.01,276.3866666666666,273.2433333333333,181.52,363.3725,,281.49,,,303.16999999999996,317.0266666666667,,,,371.09,262.92,,365.385,356.98,361.915,361.66,307.4,309.58,309.66,335.572,332.098,336.046,338.058,328.54499999999996,353.08,348.49,351.27750000000003,284.61,,357.64,355.1325,357.4075,353.715,348.505,353.3025,352.7075,355.09749999999997,361.055,352.72,323.41999999999996,359.68,356.28499999999997,310.98,342.45,342.7125,359.8,365.11,362.8766666666667,363.32,361.23,360.4925,361.66,358.55,356.61999999999995,357.2075,216.6,219.96,180.22,358.0566666666667,363.12,358.5975,364.95,367.8575,369.4666666666667,343.93666666666667,342.72,338.56333333333333,309.3925,310.9225,315.28499999999997,341.665,343.3275,340.7975,338.3433333333333,340.275,338.025,340.4475,338.55,337.45500000000004,341.46250000000003,347.355,347.9925,347.935,346.8733333333333,353.48333333333335,347.34999999999997,350.9533333333334,344.15,354.01666666666665,340.9666666666667,334.0233333333333,334.93,338.7475,210.005,210.87,210.2,208.535,209.71,211.19,216.56,223.44,216.19,217.26,337.83,210.53,199.28,355.0725,347.32666666666665,345.25333333333333,344.735,339.96,332.07666666666665,333.1925,335.5333333333333,314.8533333333333,301.61,336.43666666666667,285.6933333333333,307.54333333333335,304.1066666666666,281.91333333333336,303.995,288.0,352.375,267.75,342.015,336.43,346.3933333333334,332.24,327.83,345.1,331.0733333333333,330.60999999999996,179.26666666666665,,331.485,336.46000000000004,338.695,299.375,304.3933333333334,305.28999999999996,326.47,332.985,340.80333333333334,339.6625,334.3425,328.37,316.38,337.34999999999997,351.67,373.33000000000004,,310.93,L7
