dates,satname,nzd0466-0000,nzd0466-0001,nzd0466-0017,nzd0466-0018,nzd0466-0019,nzd0466-0020,nzd0466-0021,nzd0466-0022,nzd0466-0023,nzd0466-0024,nzd0466-0025,nzd0466-0026,nzd0466-0027,nzd0466-0028,nzd0466-0029,nzd0466-0030,nzd0466-0031,nzd0466-0032,nzd0466-0033,nzd0466-0034,nzd0466-0035,nzd0466-0036,nzd0466-0037,nzd0466-0038,nzd0466-0039,nzd0466-0040,nzd0466-0041,nzd0466-0042,nzd0466-0043,nzd0466-0044,nzd0466-0045,nzd0466-0046,nzd0466-0047,nzd0466-0048,nzd0466-0049,nzd0466-0050,nzd0466-0051,nzd0466-0052,nzd0466-0053,nzd0466-0054,nzd0466-0055,nzd0466-0056,nzd0466-0057,nzd0466-0058,nzd0466-0059,nzd0466-0060,nzd0466-0061,nzd0466-0062,nzd0466-0063,nzd0466-0064,nzd0466-0065,nzd0466-0066,nzd0466-0067,nzd0466-0068,nzd0466-0079,nzd0466-0080,nzd0466-0081,nzd0466-0082,nzd0466-0083,nzd0466-0085,nzd0466-0086,nzd0466-0087,nzd0466-0088,nzd0466-0089,nzd0466-0090,nzd0466-0091,nzd0466-0092,nzd0466-0093,nzd0466-0094,nzd0466-0095,nzd0466-0096,nzd0466-0097,nzd0466-0098,nzd0466-0099,nzd0466-0100,nzd0466-0101,nzd0466-0127,nzd0466-0128,nzd0466-0129,nzd0466-0130,nzd0466-0131,nzd0466-0132,nzd0466-0133,nzd0466-0002,nzd0466-0003,nzd0466-0004,nzd0466-0005,nzd0466-0006,nzd0466-0007,nzd0466-0008,nzd0466-0009,nzd0466-0010,nzd0466-0011,nzd0466-0012,nzd0466-0013,nzd0466-0014,nzd0466-0015,nzd0466-0016,nzd0466-0069,nzd0466-0070,nzd0466-0071,nzd0466-0072,nzd0466-0073,nzd0466-0074,nzd0466-0075,nzd0466-0076,nzd0466-0077,nzd0466-0078,nzd0466-0084,nzd0466-0102,nzd0466-0103,nzd0466-0104,nzd0466-0105,nzd0466-0106,nzd0466-0107,nzd0466-0108,nzd0466-0109,nzd0466-0110,nzd0466-0111,nzd0466-0112,nzd0466-0113,nzd0466-0114,nzd0466-0115,nzd0466-0116,nzd0466-0117,nzd0466-0118,nzd0466-0119,nzd0466-0120,nzd0466-0121,nzd0466-0122,nzd0466-0123,nzd0466-0124,nzd0466-0125,nzd0466-0126
1999-08-26 22:07:08.722000,L7,,,310.21,348.54,341.38,345.30,345.76,324.36,345.07,330.78,313.62,323.20,336.55,362.64,351.10,341.81,322.83,315.34,318.47,327.86,343.94,339.16,340.09,344.10,307.65,308.48,307.39,313.86,302.78,297.36,316.07,319.56,318.47,324.49,363.55,353.24,341.23,329.76,327.59,340.55,348.47,343.01,317.19,324.03,323.32,322.87,326.67,322.75,328.14,362.94,360.19,332.42,329.45,323.07,328.62,306.21,304.87,298.45,301.72,343.98,352.75,334.84,357.06,340.27,358.94,353.73,358.65,330.40,322.03,316.84,328.98,319.21,342.35,315.15,352.64,352.68,,,,,,,,,,,,,,,,,,274.02,293.43,276.18,291.26,296.14,319.32,321.96,318.37,321.49,320.02,317.08,318.60,336.69,313.64,314.96,302.41,350.97,320.52,308.68,307.48,297.99,299.87,298.76,297.94,275.08,292.78,295.91,286.27,299.30,300.75,299.31,295.26,282.92,297.75,289.64,313.17,313.79,300.83,315.27,288.00,
1999-09-27 22:07:12.757000,L7,346.66,352.51,302.63,324.62,317.96,319.17,324.25,334.83,325.51,332.09,338.64,311.03,336.64,350.72,348.79,352.46,363.02,365.78,360.79,360.69,351.26,347.54,347.66,345.60,335.62,329.53,324.26,311.61,300.40,304.49,310.45,327.69,336.54,330.31,344.39,365.79,361.66,363.77,373.98,371.40,377.44,376.35,383.55,387.88,405.43,389.34,375.03,377.57,378.96,389.62,391.45,388.12,400.36,395.93,378.82,368.79,370.58,373.78,377.51,381.33,380.60,383.37,379.62,381.80,382.77,382.37,381.49,396.47,376.17,376.47,390.63,384.29,386.57,393.69,396.27,397.71,410.88,358.53,352.54,353.49,356.07,353.00,350.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-13 22:07:12.582000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.64,289.36,289.65,295.32,296.57,291.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-30 22:06:59.059000,L7,359.94,337.16,372.76,379.51,373.78,369.22,375.04,375.84,376.68,377.36,376.69,383.35,371.27,373.63,367.85,364.49,373.61,375.05,367.78,363.86,366.05,360.52,358.62,357.83,346.45,374.73,356.46,349.17,349.23,357.51,347.91,354.26,359.71,355.42,357.82,361.56,365.41,358.40,362.85,365.73,364.23,373.74,372.21,367.08,371.70,362.53,357.00,348.84,359.50,362.31,356.20,351.75,367.34,363.57,358.98,355.01,354.13,352.85,356.47,362.03,372.91,364.83,366.58,367.15,375.34,369.20,368.79,359.68,360.49,369.76,364.00,372.32,359.31,369.53,362.92,362.83,320.66,323.37,337.36,336.39,329.12,319.18,341.85,332.56,323.10,340.22,354.44,345.50,341.09,339.69,343.56,353.19,359.47,363.74,374.80,362.74,357.01,364.84,352.52,382.31,373.63,367.25,349.51,361.89,367.79,365.94,377.28,366.32,348.94,363.09,361.11,343.68,349.78,334.77,359.29,340.75,335.74,320.38,354.03,352.52,352.82,346.21,355.58,349.67,350.32,319.32,354.59,357.56,362.15,347.31,378.00,341.60,329.67,331.74
2000-03-21 22:06:49.022000,L7,,,318.23,325.56,326.85,324.67,326.83,336.11,332.27,331.96,330.74,331.64,334.89,338.64,343.72,346.47,351.32,354.66,352.53,351.69,352.31,347.23,338.78,326.04,306.60,310.31,280.92,295.52,303.07,308.47,316.28,319.72,327.98,326.86,338.47,348.64,346.94,346.03,343.79,350.59,350.20,348.25,348.44,347.84,342.97,337.06,342.97,340.83,343.75,341.01,338.75,342.06,343.72,338.72,339.69,335.37,330.63,339.58,340.72,337.66,338.09,337.97,335.17,332.48,333.01,331.90,324.56,332.82,328.57,325.95,323.27,327.53,329.71,328.87,338.63,344.76,327.05,325.70,327.98,328.63,321.07,311.70,316.40,,,,,,,,,288.23,278.19,279.86,298.03,300.95,308.80,311.30,337.19,334.55,338.89,335.12,332.50,336.02,344.06,340.03,338.02,334.51,335.62,337.84,328.72,317.44,309.73,315.94,312.38,313.94,312.47,307.72,309.96,319.24,310.13,313.43,316.59,313.47,306.09,304.04,318.06,314.89,326.62,326.40,322.88,330.97,322.75,331.11
2000-07-27 22:05:24.302000,L7,295.12,284.86,317.14,324.32,335.02,332.63,340.89,338.62,340.39,341.84,337.93,336.86,344.31,338.32,346.52,351.46,354.59,355.41,358.93,357.68,360.29,350.88,342.11,331.08,319.89,319.31,308.29,312.05,313.17,318.01,321.39,324.94,331.75,331.48,344.28,356.62,353.69,351.53,353.09,355.05,351.09,355.40,350.75,355.98,346.06,339.25,350.53,350.92,350.85,355.35,358.99,355.77,351.98,348.50,341.34,341.77,333.29,323.88,326.94,334.62,331.28,336.26,333.00,338.98,342.92,338.18,346.42,344.40,336.00,332.75,326.04,336.32,335.85,338.67,346.44,351.51,320.52,326.81,327.40,322.76,321.16,322.36,317.34,284.84,295.57,288.47,290.55,298.50,312.82,316.33,293.08,299.60,301.09,304.57,315.67,315.75,314.77,320.25,345.14,335.65,338.31,341.67,332.75,338.65,353.63,342.56,343.57,341.81,331.12,343.32,328.91,323.46,324.65,327.16,318.13,315.57,326.76,306.43,312.98,321.09,305.72,317.38,317.75,312.07,302.86,296.13,322.11,321.66,332.67,330.92,333.00,336.39,326.46,335.15
2000-08-12 22:05:17.927000,L7,292.86,275.34,315.50,316.62,321.77,320.70,325.76,330.70,348.51,332.19,334.68,329.16,345.90,337.53,347.17,368.10,351.76,372.76,357.09,361.53,362.32,349.95,344.78,327.29,316.64,315.51,322.46,310.14,304.58,302.94,312.63,325.45,330.38,330.00,354.16,351.77,358.04,337.33,363.04,361.35,349.18,360.65,340.54,369.06,334.05,345.06,335.00,336.54,334.00,340.69,343.52,361.81,333.18,352.05,315.95,316.04,334.52,314.65,308.63,315.90,314.78,320.57,309.72,333.64,326.53,337.20,322.02,330.65,331.43,319.03,326.00,323.29,347.67,322.04,322.87,360.19,,,,,,,,279.42,279.91,293.88,260.04,282.92,289.82,282.84,284.08,291.75,283.58,300.67,298.51,302.40,307.51,315.92,329.77,328.95,334.42,324.21,322.39,330.42,358.97,337.28,345.53,325.14,316.07,333.84,333.05,309.81,303.35,296.89,306.46,294.10,296.31,294.29,296.96,301.07,302.76,293.98,302.97,297.28,292.93,295.15,303.78,302.03,311.80,316.14,319.01,312.23,312.74,
2000-12-18 22:04:37.758000,L7,305.25,301.67,361.70,381.83,353.42,346.04,369.71,345.87,344.54,345.30,335.43,345.68,340.12,340.68,336.55,349.45,363.04,356.80,360.54,379.08,389.31,391.63,354.41,335.07,307.13,306.06,282.19,302.54,312.72,320.83,334.71,341.58,373.49,395.21,368.78,351.85,352.47,370.90,359.08,355.33,360.37,353.23,364.76,359.56,359.25,372.46,359.78,353.29,358.23,361.01,356.88,361.87,392.86,394.76,348.29,383.31,346.17,340.66,361.87,355.24,377.77,348.65,360.15,354.26,347.33,343.51,337.95,351.09,346.74,342.54,320.20,320.12,349.41,343.33,359.58,350.64,319.46,317.40,319.31,323.78,317.21,298.95,305.82,293.60,299.51,297.78,320.53,326.33,335.47,330.88,287.04,293.67,292.84,294.65,306.93,305.14,335.29,351.72,370.17,352.66,352.42,361.20,337.83,355.09,352.66,346.46,346.90,352.32,338.90,369.37,352.23,333.90,317.11,323.13,305.55,300.96,294.80,304.15,300.78,312.90,305.02,306.02,305.45,314.35,304.68,308.40,314.47,312.50,317.41,316.08,316.85,317.75,321.07,317.02
2001-01-03 22:04:36.218000,L7,306.24,286.73,311.66,351.27,375.22,322.49,333.85,384.43,327.90,329.92,334.07,329.05,334.54,340.75,350.58,368.33,354.33,359.80,360.95,404.07,398.76,349.23,347.27,356.15,312.46,312.08,297.54,,307.23,326.96,308.12,344.20,351.23,352.35,353.92,353.26,345.59,364.19,352.78,355.22,342.99,354.52,353.71,361.36,333.75,359.30,354.38,360.36,350.76,360.04,342.99,355.08,343.29,336.41,341.47,334.92,341.37,337.62,335.09,335.42,340.30,345.56,333.57,362.68,321.72,360.27,322.78,330.98,343.39,330.55,311.06,317.88,324.91,324.40,333.67,340.88,321.39,318.87,319.50,326.44,311.63,,,291.82,293.89,290.99,347.87,362.37,339.97,296.70,285.27,292.33,289.29,296.98,302.91,298.02,298.42,307.39,331.80,324.38,333.42,328.94,318.60,341.24,346.07,336.34,334.71,340.89,336.20,339.74,343.44,303.44,309.57,311.56,310.14,298.25,307.09,307.69,306.18,312.73,307.58,303.34,311.26,310.17,305.56,308.64,316.53,315.69,318.31,318.76,317.76,327.23,326.33,323.28
2001-02-20 22:04:36.568000,L7,304.39,294.53,333.84,327.50,337.16,334.93,332.42,334.68,342.89,331.63,338.19,335.83,340.79,344.36,348.97,349.97,351.66,352.22,352.36,350.75,349.35,344.15,339.87,326.18,310.66,303.81,284.72,280.16,312.35,316.40,321.95,325.39,342.72,329.92,340.23,344.82,348.20,346.36,346.92,343.86,353.49,351.31,352.77,355.24,349.03,346.84,347.16,345.61,347.73,346.35,343.46,349.67,350.20,346.63,342.89,340.76,337.04,334.84,331.73,343.20,346.16,347.04,340.48,335.66,336.17,340.10,338.24,337.59,335.46,325.09,327.32,327.06,343.18,336.74,347.97,346.24,325.04,323.20,320.86,328.04,319.50,316.87,316.82,292.78,313.52,308.52,294.97,311.27,319.06,314.01,292.17,300.71,302.76,302.23,317.51,315.04,316.75,329.79,350.40,345.79,340.39,339.00,339.53,345.35,348.27,345.09,344.43,343.83,342.43,347.65,331.77,318.08,311.76,316.26,310.56,308.23,308.73,306.31,311.91,314.10,311.74,307.82,314.09,312.90,305.06,304.30,315.73,313.45,316.74,318.41,317.88,324.39,323.74,323.79
