dates,satname,nzd0466-0000,nzd0466-0001,nzd0466-0017,nzd0466-0018,nzd0466-0019,nzd0466-0020,nzd0466-0021,nzd0466-0022,nzd0466-0023,nzd0466-0024,nzd0466-0025,nzd0466-0026,nzd0466-0027,nzd0466-0028,nzd0466-0029,nzd0466-0030,nzd0466-0031,nzd0466-0032,nzd0466-0033,nzd0466-0034,nzd0466-0035,nzd0466-0036,nzd0466-0037,nzd0466-0038,nzd0466-0039,nzd0466-0040,nzd0466-0041,nzd0466-0042,nzd0466-0043,nzd0466-0044,nzd0466-0045,nzd0466-0046,nzd0466-0047,nzd0466-0048,nzd0466-0049,nzd0466-0050,nzd0466-0051,nzd0466-0052,nzd0466-0053,nzd0466-0054,nzd0466-0055,nzd0466-0056,nzd0466-0057,nzd0466-0058,nzd0466-0059,nzd0466-0060,nzd0466-0061,nzd0466-0062,nzd0466-0063,nzd0466-0064,nzd0466-0065,nzd0466-0066,nzd0466-0067,nzd0466-0068,nzd0466-0079,nzd0466-0080,nzd0466-0081,nzd0466-0082,nzd0466-0083,nzd0466-0085,nzd0466-0086,nzd0466-0087,nzd0466-0088,nzd0466-0089,nzd0466-0090,nzd0466-0091,nzd0466-0092,nzd0466-0093,nzd0466-0094,nzd0466-0095,nzd0466-0096,nzd0466-0097,nzd0466-0098,nzd0466-0099,nzd0466-0100,nzd0466-0101,nzd0466-0127,nzd0466-0128,nzd0466-0129,nzd0466-0130,nzd0466-0131,nzd0466-0132,nzd0466-0133,nzd0466-0002,nzd0466-0003,nzd0466-0004,nzd0466-0005,nzd0466-0006,nzd0466-0007,nzd0466-0008,nzd0466-0009,nzd0466-0010,nzd0466-0011,nzd0466-0012,nzd0466-0013,nzd0466-0014,nzd0466-0015,nzd0466-0016,nzd0466-0069,nzd0466-0070,nzd0466-0071,nzd0466-0072,nzd0466-0073,nzd0466-0074,nzd0466-0075,nzd0466-0076,nzd0466-0077,nzd0466-0078,nzd0466-0084,nzd0466-0102,nzd0466-0103,nzd0466-0104,nzd0466-0105,nzd0466-0106,nzd0466-0107,nzd0466-0108,nzd0466-0109,nzd0466-0110,nzd0466-0111,nzd0466-0112,nzd0466-0113,nzd0466-0114,nzd0466-0115,nzd0466-0116,nzd0466-0117,nzd0466-0118,nzd0466-0119,nzd0466-0120,nzd0466-0121,nzd0466-0122,nzd0466-0123,nzd0466-0124,nzd0466-0125,nzd0466-0126
2001-04-09 22:04:17.927000,L7,,,281.46,288.00,291.33,291.19,301.69,297.42,303.66,300.69,299.82,304.51,302.81,302.86,295.01,,,,,,,,,,,,,,,,,281.23,299.28,304.54,308.27,316.32,316.65,318.80,318.02,309.95,308.62,306.91,310.05,312.07,303.51,303.37,302.97,305.47,305.08,309.01,305.79,307.57,306.80,307.83,295.88,290.93,285.51,279.45,270.69,281.58,268.97,285.25,292.32,292.35,283.14,287.57,,277.11,277.78,275.14,276.54,276.26,280.70,278.14,288.99,287.75,,,,,,,,,,,,,,,,,,,,,,,299.39,299.93,301.12,301.44,298.80,298.69,298.01,300.89,298.61,289.23,269.95,280.92,270.26,252.69,,264.14,264.93,277.81,275.91,276.49,280.43,285.16,278.36,281.40,286.69,279.64,283.15,280.03,275.63,284.16,,,,,,
2001-06-28 22:03:32.813000,L7,375.90,374.57,390.46,388.18,397.93,395.07,391.68,404.04,400.26,394.15,389.68,392.03,415.76,394.03,399.91,384.12,390.79,389.74,394.47,392.53,414.46,401.74,315.96,312.51,302.58,300.60,,398.47,378.22,379.16,381.33,369.74,383.96,387.68,391.08,395.46,393.63,392.46,384.44,383.22,384.48,384.09,385.71,394.73,382.69,380.99,390.61,390.15,392.02,400.67,401.75,395.18,396.62,396.17,310.92,306.34,309.34,302.08,300.93,305.19,303.83,309.61,316.61,300.53,334.57,302.09,317.94,336.15,316.49,298.60,328.45,295.93,298.03,307.30,300.68,311.78,424.11,420.38,,,,,,366.20,371.77,369.08,383.60,288.71,305.61,285.97,272.72,287.63,300.63,316.86,313.56,384.09,382.38,382.26,396.08,400.36,399.08,319.15,335.17,326.73,326.75,333.12,322.92,312.21,303.48,314.48,313.09,294.53,270.55,291.31,280.06,267.12,278.97,275.33,283.78,298.08,289.23,,,,390.78,385.64,383.31,389.03,390.47,399.70,405.76,418.81,407.52,408.96
2001-10-18 22:02:30.135000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.08,369.82,374.17,359.12,,,,,,,,,,,
2002-02-23 22:03:07.400000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.42,298.67,328.78,323.91,322.24,322.30,330.96,329.35,339.56,322.94,312.45,294.10,319.84,313.41,295.62,281.33,,,,,,299.00,295.54,302.73,301.18,297.27,297.88,295.67,297.06,304.70,300.30,304.26,299.43,303.46,301.85,295.08,293.25,298.62,299.86,296.14,293.10,286.90,280.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.53,281.16,293.43,277.42,274.38,274.37,278.09,283.75,281.28,271.54,275.44,268.34,,287.32,272.25,285.70,286.63,291.45,284.90,282.76,284.62,,,,,,,
2002-03-11 22:03:07.402000,L7,,,313.13,321.21,319.39,319.30,326.93,329.53,323.74,326.69,323.06,314.14,322.01,312.06,337.34,340.89,344.19,401.37,402.50,412.63,410.43,402.82,392.56,394.26,386.74,390.48,306.02,297.26,286.35,297.98,309.46,392.30,394.43,402.62,406.98,405.37,395.12,397.17,402.46,406.65,408.50,406.86,404.61,405.71,405.26,400.74,408.16,395.61,326.71,327.43,329.71,325.13,321.70,325.29,340.44,313.66,313.70,309.84,309.84,315.73,314.95,305.43,316.45,309.46,310.70,304.13,307.80,315.69,304.49,315.29,310.50,313.29,317.49,313.42,310.89,310.42,322.60,323.13,319.40,322.61,316.03,318.35,318.20,,,,,282.56,291.75,285.03,284.49,289.72,284.93,297.65,307.39,296.79,300.41,306.57,319.61,318.39,323.63,320.45,315.24,320.55,325.29,320.21,325.47,348.35,305.37,324.76,312.60,301.81,298.22,292.42,301.69,290.72,290.60,300.60,301.29,303.03,304.66,305.42,304.90,302.63,300.54,301.12,306.69,311.67,316.34,317.31,320.33,322.03,319.95,325.12
2002-04-12 22:03:01.345000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.95,287.68,294.23,280.18,290.17,315.89,321.60,316.60,317.43,315.27,315.54,314.90,305.57,295.55,288.40,289.97,287.83,283.84,290.34,297.30,294.78,291.51,295.96,293.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.88,277.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-03 22:02:12.015000,L7,,,287.25,286.45,292.87,295.21,296.10,296.57,293.16,288.61,296.60,283.24,,,,,,,,,,,,,,,,,265.73,278.64,276.78,294.95,300.43,304.38,309.83,322.35,320.09,320.09,320.98,320.39,318.95,319.42,309.47,306.63,295.57,302.12,295.35,295.38,297.85,300.75,295.60,290.21,296.06,292.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.44,283.85,279.63,280.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-08 22:02:27.564000,L7,395.15,380.60,312.49,320.00,310.02,313.12,313.83,316.80,325.32,320.79,318.53,317.24,309.69,314.03,405.94,394.26,382.44,397.82,391.52,412.36,390.58,417.80,413.81,312.47,314.79,305.71,295.74,285.82,283.93,292.93,296.74,305.52,399.56,404.05,393.82,400.87,394.19,391.63,397.91,393.67,395.80,394.31,396.90,393.93,394.51,319.74,315.97,319.09,319.42,324.92,327.33,315.51,313.84,318.99,298.66,393.41,377.73,385.75,377.72,383.21,379.11,385.60,401.31,312.98,306.07,301.66,295.29,297.33,297.78,297.52,291.93,303.72,293.31,303.77,309.48,319.11,327.25,323.51,327.38,409.88,403.97,406.40,397.87,,,,388.12,250.70,270.81,274.92,282.16,289.60,295.98,294.89,303.02,303.67,297.52,301.59,310.17,308.18,312.88,314.80,308.91,306.33,315.31,314.05,305.75,316.39,377.93,303.81,301.07,288.74,278.05,303.14,304.49,297.15,304.81,301.90,297.48,305.55,304.80,303.76,303.42,306.23,300.48,298.27,309.31,309.16,315.31,316.17,325.80,328.94,326.06,328.20
2002-12-24 22:02:33.044000,L7,377.29,383.80,370.48,364.01,381.42,345.47,346.25,382.08,338.48,376.74,376.41,359.72,365.40,368.55,335.71,,,,,403.11,392.71,385.48,397.95,382.17,332.87,334.29,290.99,330.07,337.40,347.38,295.34,345.56,362.68,359.42,382.27,390.42,388.79,395.04,400.99,391.70,400.99,407.50,332.60,346.25,343.55,347.85,346.00,372.68,357.34,382.21,376.05,374.00,369.52,378.57,365.49,350.26,329.76,305.86,329.93,364.84,367.20,367.43,348.51,366.38,340.27,364.92,352.75,353.48,366.55,368.89,360.92,363.06,367.31,374.89,368.20,332.52,381.58,373.63,373.02,368.76,307.32,373.06,413.03,378.72,377.34,376.18,377.45,377.94,386.32,381.24,383.10,327.22,326.57,325.12,360.00,369.78,364.98,374.25,373.47,297.79,372.28,356.46,368.87,368.40,365.82,359.86,299.53,360.77,364.02,339.92,334.81,331.69,331.20,361.29,354.73,353.04,345.75,292.77,356.56,324.55,348.83,330.21,337.91,332.23,354.85,352.37,362.76,373.46,311.22,372.05,378.63,382.12,375.66,381.80
2003-09-14 21:51:42.461000,L5,,,293.47,298.64,297.29,296.90,303.49,304.50,311.69,309.49,306.93,302.56,309.75,336.92,339.11,343.02,349.22,338.38,339.25,341.30,334.90,320.57,309.55,290.18,296.88,286.68,,,272.81,285.96,292.70,301.60,310.80,315.14,319.63,329.39,330.14,325.00,335.41,337.21,337.95,337.21,335.53,319.28,315.96,311.26,310.49,321.01,320.38,315.64,314.53,309.19,316.22,311.74,286.99,286.56,285.16,291.11,287.56,282.57,289.44,288.00,295.04,293.53,290.75,291.51,315.82,281.21,283.01,286.33,282.40,285.65,284.21,287.57,295.94,331.63,,,,,,,,,,,,,,,,,,,278.81,278.02,284.86,292.11,305.32,303.29,304.07,296.46,292.20,293.06,299.24,295.00,292.39,299.24,291.32,298.64,286.48,272.70,252.92,279.86,284.57,294.08,284.04,284.52,294.50,298.03,299.90,299.15,300.99,292.05,280.21,283.54,283.29,,,,,,,
2003-10-16 21:52:08.058000,L5,306.20,299.75,333.36,338.09,339.62,335.51,323.79,319.90,332.26,326.97,318.38,323.57,333.64,355.51,371.55,370.44,369.79,366.69,372.20,367.45,354.51,342.04,329.02,314.96,324.93,308.86,288.65,300.48,307.98,313.84,323.18,334.16,342.59,343.01,336.57,351.63,347.29,344.56,351.04,349.67,355.91,367.60,363.66,353.72,346.82,350.44,351.67,353.46,345.68,346.04,340.66,332.04,333.38,328.47,320.63,314.36,309.71,316.83,309.12,325.76,334.84,324.39,327.69,330.47,326.12,318.00,331.88,302.23,310.85,308.17,298.08,308.16,319.82,322.19,345.37,366.59,353.82,352.53,354.95,355.73,351.34,346.92,351.83,296.01,298.59,267.50,279.20,277.55,273.18,276.84,279.44,291.25,299.15,290.78,301.45,315.29,319.26,321.43,327.64,340.12,329.11,328.43,325.54,322.08,328.30,327.50,310.68,320.64,325.07,352.79,334.94,339.16,307.89,313.30,314.61,315.97,316.90,312.33,315.93,321.49,329.89,338.29,332.18,333.52,335.04,328.22,340.51,320.55,332.41,337.21,338.70,341.44,336.40,339.82
2003-11-17 21:52:33.290000,L5,,,316.22,322.01,322.03,322.43,323.03,323.32,315.31,302.13,300.27,303.82,307.71,323.86,329.69,347.91,349.07,337.45,352.49,350.66,348.90,340.00,312.52,294.85,301.03,286.67,,,267.79,295.85,300.19,313.81,323.29,326.19,328.65,349.57,326.39,320.07,322.59,324.15,326.43,325.52,324.28,330.25,325.73,333.40,330.72,335.46,335.34,339.66,317.33,306.23,307.08,305.42,292.47,291.62,284.04,292.58,283.63,289.62,315.69,311.15,317.37,316.93,315.75,317.28,331.22,291.33,286.40,283.90,278.89,283.99,283.24,288.46,313.33,349.96,321.91,320.43,328.79,337.32,334.91,329.60,333.22,,,,,,267.67,279.97,271.98,272.88,279.77,271.50,281.73,283.14,286.88,299.57,301.37,303.94,301.21,312.39,307.16,306.24,310.03,312.81,308.54,313.53,292.50,330.16,312.50,310.84,287.10,312.40,312.18,293.86,289.70,291.98,294.98,298.86,298.53,298.97,315.17,316.74,317.52,316.31,325.52,323.44,334.86,321.05,316.22,320.04,317.39,322.42
2003-12-03 21:52:43.369000,L5,,,,,,,,,,,,,,,,,,,,,,,297.97,308.70,328.09,309.80,289.72,274.24,291.67,305.97,312.50,319.36,313.85,325.26,342.57,354.93,352.46,346.98,351.94,353.04,348.55,336.45,336.78,322.48,317.80,327.27,324.77,334.14,344.15,347.03,341.47,333.63,332.96,330.48,326.87,323.93,313.21,326.06,317.65,306.51,320.81,304.65,309.00,307.84,305.62,323.67,336.13,316.05,318.89,314.89,307.93,313.08,301.91,303.03,328.58,339.97,337.22,327.61,330.42,331.61,328.62,324.48,324.12,,,,,,,,,,,,,,,,325.58,318.66,312.19,306.73,301.67,301.94,306.99,309.15,319.10,325.89,312.73,325.96,312.30,306.17,288.64,320.18,321.76,323.17,321.02,319.52,320.46,327.00,310.50,306.56,308.19,310.97,307.73,306.75,317.65,328.61,343.28,342.90,345.02,350.22,346.42,346.84
2004-06-12 21:55:35.599000,L5,,,,,,,,310.12,318.77,302.51,303.72,315.78,327.14,334.60,326.46,337.27,341.58,337.85,347.67,344.79,346.76,324.56,322.54,297.83,312.57,295.74,,,270.10,285.24,289.08,299.10,307.74,305.42,313.96,325.94,323.27,319.08,320.16,328.40,332.82,324.48,325.17,313.37,308.24,323.21,313.83,325.52,314.56,331.25,329.23,310.51,314.44,315.71,301.24,293.21,283.94,300.66,284.07,290.73,311.04,299.50,299.54,295.65,292.89,299.15,310.19,280.39,280.83,285.77,269.54,277.07,280.20,292.08,299.06,325.45,,,,,,,,,,,,,,,,,,,,,,,314.34,321.11,288.03,291.57,285.98,293.95,297.03,294.18,287.85,294.11,289.63,311.71,299.38,265.35,264.45,,,,280.19,275.62,277.36,279.11,278.24,278.12,276.96,,,,,,,,,,,
2004-07-30 21:56:51.838000,L5,,,277.03,296.99,294.07,289.98,296.31,311.01,318.36,301.89,300.70,318.64,321.88,339.06,332.37,340.80,343.36,333.20,347.86,347.00,342.06,325.59,318.15,303.07,317.91,295.74,,277.41,268.39,285.85,290.98,300.40,308.11,313.16,320.03,322.58,327.73,326.86,327.39,335.59,331.89,334.63,334.83,320.41,308.81,320.96,320.46,318.58,323.36,330.60,332.54,311.13,316.69,311.79,286.79,289.39,287.96,300.38,291.58,284.41,300.05,288.91,302.32,293.46,289.41,297.52,314.95,,279.50,276.17,266.07,281.35,280.65,290.06,318.46,327.43,,,,,,,,,,,,,,,,,,,,,,,307.50,321.79,300.67,295.89,285.83,296.19,301.16,302.00,286.77,291.01,288.79,311.76,299.41,267.30,268.01,,,,282.67,268.50,281.17,293.40,286.99,287.40,263.74,,,,,,,,,,,
