dates,nzd0466-0000,nzd0466-0001,nzd0466-0002,nzd0466-0003,nzd0466-0004,nzd0466-0005,nzd0466-0006,nzd0466-0007,nzd0466-0008,nzd0466-0009,nzd0466-0010,nzd0466-0011,nzd0466-0012,nzd0466-0013,nzd0466-0014,nzd0466-0015,nzd0466-0016,nzd0466-0017,nzd0466-0018,nzd0466-0019,nzd0466-0020,nzd0466-0021,nzd0466-0022,nzd0466-0023,nzd0466-0024,nzd0466-0025,nzd0466-0026,nzd0466-0027,nzd0466-0028,nzd0466-0029,nzd0466-0030,nzd0466-0031,nzd0466-0032,nzd0466-0033,nzd0466-0034,nzd0466-0035,nzd0466-0036,nzd0466-0037,nzd0466-0038,nzd0466-0039,nzd0466-0040,nzd0466-0041,nzd0466-0042,nzd0466-0043,nzd0466-0044,nzd0466-0045,nzd0466-0046,nzd0466-0047,nzd0466-0048,nzd0466-0049,nzd0466-0050,nzd0466-0051,nzd0466-0052,nzd0466-0053,nzd0466-0054,nzd0466-0055,nzd0466-0056,nzd0466-0057,nzd0466-0058,nzd0466-0059,nzd0466-0060,nzd0466-0061,nzd0466-0062,nzd0466-0063,nzd0466-0064,nzd0466-0065,nzd0466-0066,nzd0466-0067,nzd0466-0068,nzd0466-0069,nzd0466-0070,nzd0466-0071,nzd0466-0072,nzd0466-0073,nzd0466-0074,nzd0466-0075,nzd0466-0076,nzd0466-0077,nzd0466-0078,nzd0466-0079,nzd0466-0080,nzd0466-0081,nzd0466-0082,nzd0466-0083,nzd0466-0084,nzd0466-0085,nzd0466-0086,nzd0466-0087,nzd0466-0088,nzd0466-0089,nzd0466-0090,nzd0466-0091,nzd0466-0092,nzd0466-0093,nzd0466-0094,nzd0466-0095,nzd0466-0096,nzd0466-0097,nzd0466-0098,nzd0466-0099,nzd0466-0100,nzd0466-0101,nzd0466-0102,nzd0466-0103,nzd0466-0104,nzd0466-0105,nzd0466-0106,nzd0466-0107,nzd0466-0108,nzd0466-0109,nzd0466-0110,nzd0466-0111,nzd0466-0112,nzd0466-0113,nzd0466-0114,nzd0466-0115,nzd0466-0116,nzd0466-0117,nzd0466-0118,nzd0466-0119,nzd0466-0120,nzd0466-0121,nzd0466-0122,nzd0466-0123,nzd0466-0124,nzd0466-0125,nzd0466-0126,nzd0466-0127,nzd0466-0128,nzd0466-0129,nzd0466-0133,nzd0466-0130,nzd0466-0131,nzd0466-0132
2014-09-28 22:14:20+00:00,295.15999999999997,292.605,282.15999999999997,295.185,301.42,304.41499999999996,301.27750000000003,305.73,304.245,295.1075,300.46000000000004,296.615,303.83000000000004,311.17333333333335,302.6466666666667,305.14750000000004,306.5625,316.51,318.77000000000004,321.6975,329.2075,323.92499999999995,323.5625,324.115,320.265,320.52750000000003,323.7,325.8233333333333,333.2075,337.17333333333335,341.79333333333335,342.24,345.335,346.895,348.76,338.035,338.16,337.25,321.1233333333334,304.76,292.90999999999997,267.76250000000005,292.6175,300.14750000000004,306.1,308.92,308.1425,318.22,316.51666666666665,323.68333333333334,333.09666666666664,324.73,325.21666666666664,326.91,333.1,337.61,332.495,327.2266666666667,323.13666666666666,322.60249999999996,328.38666666666666,327.44666666666666,325.50666666666666,326.7966666666667,330.135,327.5833333333333,319.2966666666667,321.93333333333334,328.77666666666664,324.1066666666666,328.615,328.7125,322.09749999999997,313.8675,310.225,322.0975,325.3175,311.2725,319.7025,316.705,319.81,300.385,311.59000000000003,309.99333333333334,318.0875,317.8925,322.11249999999995,316.1575,309.03999999999996,306.90000000000003,306.4266666666667,307.59666666666664,308.04333333333335,296.21333333333337,305.02666666666664,298.74,298.0133333333333,305.805,301.8075,312.705,319.0,330.315,322.6075,319.46250000000003,309.51250000000005,305.2,305.2075,296.52750000000003,298.08500000000004,297.125,299.35,296.295,301.8675,301.2725,301.3433333333333,298.0133333333333,301.93333333333334,302.36999999999995,290.8666666666666,300.865,266.5675,273.8275,277.05,279.42,251.17999999999998,241.54666666666665,255.22000000000003,274.825,245.85,249.58333333333334,240.41,259.46333333333337,253.17666666666665,256.25000000000006
2014-11-15 22:14:25+00:00,295.15999999999997,292.605,282.15999999999997,295.185,301.42,304.41499999999996,301.27750000000003,305.73,304.245,295.1075,300.46000000000004,296.615,303.83000000000004,311.17333333333335,302.6466666666667,305.14750000000004,306.5625,316.51,318.77000000000004,321.6975,329.2075,323.92499999999995,323.5625,324.115,320.265,320.52750000000003,323.7,325.8233333333333,333.2075,337.17333333333335,341.79333333333335,342.24,345.335,346.895,348.76,338.035,338.16,337.25,321.1233333333334,304.76,292.90999999999997,267.76250000000005,292.6175,300.14750000000004,306.1,308.92,308.1425,318.22,316.51666666666665,323.68333333333334,333.09666666666664,324.73,325.21666666666664,326.91,333.1,337.61,332.495,327.2266666666667,323.13666666666666,322.60249999999996,328.38666666666666,327.44666666666666,325.50666666666666,326.7966666666667,330.135,327.5833333333333,319.2966666666667,321.93333333333334,328.77666666666664,324.1066666666666,328.615,328.7125,322.09749999999997,313.8675,310.225,322.0975,325.3175,311.2725,319.7025,316.705,319.81,300.385,311.59000000000003,309.99333333333334,318.0875,317.8925,322.11249999999995,316.1575,309.03999999999996,306.90000000000003,306.4266666666667,307.59666666666664,308.04333333333335,296.21333333333337,305.02666666666664,298.74,298.0133333333333,305.805,301.8075,312.705,319.0,330.315,322.6075,319.46250000000003,309.51250000000005,305.2,305.2075,296.52750000000003,298.08500000000004,297.125,299.35,296.295,301.8675,301.2725,301.3433333333333,298.0133333333333,301.93333333333334,302.36999999999995,290.8666666666666,300.865,266.5675,273.8275,277.05,279.42,251.17999999999998,239.3975,255.22000000000003,257.8566666666666,240.3225,242.88750000000002,233.7525,255.16250000000002,248.97250000000003,251.00750000000002
2014-12-01 22:14:24+00:00,294.22999999999996,290.46000000000004,278.9733333333333,293.22,299.0366666666667,303.1566666666666,301.05,306.2066666666667,306.38000000000005,296.87000000000006,302.28333333333336,299.93333333333334,305.8,311.17333333333335,302.6466666666667,307.4766666666667,309.53333333333336,318.3066666666667,321.7866666666667,324.4433333333333,332.3733333333333,327.5433333333333,326.8433333333333,326.74333333333334,323.2966666666666,323.7066666666667,323.7,325.8233333333333,334.5233333333333,337.17333333333335,341.79333333333335,343.18,345.335,346.895,348.76,338.035,338.16,337.25,321.1233333333334,304.8533333333333,294.13333333333327,258.5466666666667,291.01,297.72333333333336,303.34,306.09,303.32,314.4866666666667,316.51666666666665,323.68333333333334,333.09666666666664,324.73,325.21666666666664,326.91,333.1,337.61,332.495,327.2266666666667,323.13666666666666,320.41666666666663,328.38666666666666,327.44666666666666,325.50666666666666,326.7966666666667,328.69666666666666,327.5833333333333,319.2966666666667,321.93333333333334,328.77666666666664,324.1066666666666,324.88000000000005,324.79999999999995,316.9866666666666,309.08,303.79333333333335,312.98,318.84666666666664,304.67333333333335,313.6166666666666,309.0433333333333,311.68,293.46,311.59000000000003,309.99333333333334,312.55999999999995,309.83666666666664,315.8733333333333,310.3533333333334,309.03999999999996,306.90000000000003,306.4266666666667,307.59666666666664,308.04333333333335,296.21333333333337,305.02666666666664,298.74,298.0133333333333,301.8866666666667,298.07666666666665,309.3833333333333,314.40000000000003,326.15333333333336,318.88000000000005,313.54333333333335,305.03000000000003,300.0566666666667,297.94,291.8733333333334,292.1000000000001,288.68666666666667,291.14000000000004,289.6566666666667,294.6366666666667,293.46,293.42499999999995,292.53499999999997,295.81999999999994,292.09,290.8666666666666,300.865,280.40000000000003,287.96666666666664,290.86666666666673,294.1033333333334,251.89999999999998,235.44500000000002,250.10333333333335,247.865,235.11249999999998,235.5025,225.725,250.79000000000002,241.72000000000003,244.97750000000002
2015-01-18 22:14:12+00:00,292.6475,287.87250000000006,277.73749999999995,290.22,295.8125,298.72749999999996,297.185,301.9425,301.8,292.95000000000005,299.315,297.79,302.5125,307.6275,300.195,304.40749999999997,306.6775,315.4825,318.16,320.14,328.115,323.7475,323.39750000000004,324.2675,320.49,319.685,319.3675,320.9275,329.14,330.8525,334.8275,334.59999999999997,334.7166666666667,336.9166666666667,332.875,331.51,326.645,328.57666666666665,317.245,301.465,293.0575,259.1875,289.53999999999996,294.4475,300.26,303.0625,301.94,312.01,314.4925,319.47749999999996,329.2375,322.6825,323.0725,325.3175,326.7633333333333,329.7766666666667,326.1433333333334,323.2875,320.9,318.1075,325.195,324.145,321.8175,323.51,325.8275,325.09499999999997,317.2175,319.595,325.0525,321.645,321.8175,322.585,316.205,308.8925,303.89,312.395,317.3675,304.8125,312.0425,308.11749999999995,311.2575,295.1225,310.4475,309.7075,312.28999999999996,309.61,314.8,310.14250000000004,308.73249999999996,306.555,305.5975,306.2525,306.6625,296.0625,304.11249999999995,298.525,296.64,300.6875,298.0075,308.4,313.4525,323.565,317.39250000000004,311.58000000000004,304.73,298.77,297.215,291.23,292.40000000000003,289.28999999999996,291.6675,290.5225,294.79,294.1425,293.77,292.76,295.81,292.42,291.265,301.2166666666667,285.88,293.405,295.985,298.68500000000006,251.89999999999998,235.808,247.03750000000002,243.59,232.908,232.72999999999996,225.725,250.79000000000002,241.72000000000003,244.97750000000002
2015-02-19 22:14:01+00:00,291.455,284.33000000000004,275.85249999999996,286.3175,291.78,293.1725,292.48,296.34,295.51,287.6175,294.61,293.9525,298.405,302.8425,296.98249999999996,300.565,302.025,311.7525,313.29,314.81,322.53,318.5125,318.445,320.5,317.40999999999997,315.3975,314.0425,315.5525,323.21250000000003,324.91,328.28499999999997,326.8233333333333,327.08333333333337,328.48999999999995,329.05,325.4833333333333,322.41,319.7266666666667,311.82500000000005,295.465,292.16999999999996,262.845,287.1225,289.7625,296.0175,298.23,298.49,306.7075,310.72,312.3625,323.995,318.885,318.735,321.08500000000004,320.20666666666665,321.56666666666666,319.37666666666667,317.0825,315.78999999999996,312.79499999999996,319.29499999999996,318.365,316.0625,319.295,321.6525,321.5175,314.2925,316.02750000000003,319.6475,317.72,317.92,319.60749999999996,314.08,307.90749999999997,303.03000000000003,310.23,314.475,303.96000000000004,308.945,306.16749999999996,309.37,295.355,307.5725,307.31500000000005,310.3875,308.555,312.8225,308.69,306.8125,305.39,303.8075,304.1575,304.85499999999996,294.53000000000003,303.03249999999997,297.66499999999996,295.225,298.85749999999996,297.4175,306.3675,311.735,318.4475,314.9425,307.70500000000004,302.285,294.9675,295.345,289.625,290.4175,288.5975,290.0975,289.4425,293.4925,293.05,293.3375,292.205,295.41999999999996,292.0775,290.40999999999997,300.9875,300.23249999999996,307.745,310.0925,311.8325,238.24,228.30999999999997,238.8466666666667,243.59,226.745,225.73249999999996,217.08666666666667,245.81333333333336,234.86333333333334,238.74666666666667
2015-03-07 22:13:53+00:00,290.095,283.3525,277.565,285.2275,290.4375,290.755,290.3375,293.15,292.3775,286.4625,293.115,293.7325,296.0625,300.1025,296.0375,298.955,300.27,310.15250000000003,310.53,311.49,318.51,314.2925,315.6375,318.735,315.9,313.895,312.275,313.2025,320.39,321.6175,324.1775,322.49333333333334,320.1433333333334,323.81666666666666,321.62,321.8233333333333,319.3533333333333,313.68333333333334,310.40999999999997,292.32,293.4775,271.03999999999996,286.9975,288.995,295.465,296.5325,297.96999999999997,304.2725,309.60249999999996,309.2175,320.90000000000003,318.165,317.18999999999994,318.96500000000003,315.88000000000005,315.7,313.625,315.255,314.3225,312.8175,315.64,315.305,313.8225,317.22249999999997,321.02250000000004,320.7475,313.9475,314.5925,317.28249999999997,316.71000000000004,316.27,318.0725,314.6275,308.7125,304.5825,309.7625,314.27,305.02750000000003,307.8275,306.275,309.66749999999996,297.915,307.505,307.65,310.81000000000006,310.25,312.3275,309.255,307.63250000000005,307.1525,304.52,304.8625,304.6825,296.2475,303.87,300.1075,296.8575,299.02,299.2275,306.755,311.5025,316.175,315.0,306.2825,302.1775,294.15,295.7275,289.615,291.1025,289.84000000000003,291.6625,290.6125,294.3225,293.6375,294.3525,293.085,295.9325,292.95,291.38,301.11,301.515,308.18,310.77,312.2833333333333,238.875,230.048,239.455,226.68599999999998,226.52399999999997,225.772,216.2475,246.2575,233.6225,238.0725
2015-06-27 22:13:34+00:00,290.82,283.555,276.32,284.2875,287.345,283.82,284.62,285.99,286.2375,281.60249999999996,290.025,290.82,291.8275,295.15,295.495,296.7,298.77750000000003,308.245,309.03999999999996,309.0625,313.3975,308.7025,311.29,315.9975,316.1875,315.11249999999995,315.55,315.99,322.1075,322.14,323.7625,326.6275,325.86750000000006,329.1525,321.62,321.8233333333333,319.3533333333333,315.4275,308.08,293.72,294.5825,283.2,287.2475,290.345,295.125,294.5125,300.03249999999997,309.5075,312.855,307.12999999999994,318.4533333333334,317.3933333333334,321.03749999999997,318.9166666666667,315.88000000000005,315.7,313.625,320.9725,318.8075,317.265,320.74,320.4525,312.45666666666665,315.7133333333333,319.3833333333334,319.7166666666667,319.9575,313.52666666666664,315.7,322.27250000000004,321.78749999999997,317.22,314.06333333333333,317.2675,309.47,316.5625,319.4575,311.33000000000004,313.2325,309.4075,315.78749999999997,301.6425,311.565,312.02500000000003,316.21500000000003,316.52250000000004,317.1925,313.5925,312.92,312.055,307.925,306.52750000000003,306.0275,298.84,306.225,303.52750000000003,297.2925,302.5,301.8425,310.21500000000003,314.86,319.6775,317.975,309.96,304.12,295.02750000000003,299.90250000000003,292.405,294.3125,293.3925,293.245,292.935,296.34499999999997,295.495,296.25750000000005,295.3275,298.8325,295.235,293.91499999999996,300.93666666666667,301.57,307.70666666666665,310.37999999999994,311.3399999999999,250.39499999999998,242.6533333333333,243.53666666666666,231.96666666666667,229.73333333333335,232.62333333333333,225.58499999999998,254.665,242.325,249.895
2015-07-29 22:13:49+00:00,290.7375,283.27250000000004,275.4775,283.6975,285.1425,278.5475,277.93500000000006,281.2675,279.81,276.5525,286.16999999999996,287.7925,289.08,291.3675,295.1275,295.85749999999996,298.53499999999997,308.09749999999997,308.92999999999995,308.46000000000004,311.1775,304.98749999999995,309.33000000000004,313.7825,317.435,317.0775,318.74,321.11,326.21500000000003,327.1825,327.9325,330.65,331.475,333.28999999999996,323.935,327.5733333333333,322.84,316.5325,306.14000000000004,294.01750000000004,294.5175,293.4,289.08,290.58,295.02,293.1325,300.7175,310.5975,314.24,311.1566666666667,323.12333333333333,322.1166666666667,322.50333333333333,318.105,316.77500000000003,316.495,313.81,323.4175,320.28,318.87,322.44666666666666,322.5233333333333,313.30999999999995,316.74499999999995,320.46500000000003,320.76,322.95,318.00666666666666,317.7366666666667,322.5975,324.1975,320.99666666666667,317.1666666666667,320.555,309.8175,317.8625,320.12,312.9125,315.6375,310.555,316.49749999999995,301.00750000000005,312.205,311.95000000000005,316.4975,317.3275,318.14250000000004,313.765,312.99,312.9625,308.155,306.41499999999996,306.115,298.5,305.7375,303.055,296.6375,304.06,301.9825,310.3925,314.87,320.97,317.3,310.7675,302.76750000000004,294.67999999999995,300.2575,293.01750000000004,293.8775,293.23249999999996,292.835,292.36,296.71,295.2633333333333,296.85666666666674,296.0333333333333,299.84666666666664,295.9533333333334,294.1025,300.89000000000004,302.5333333333333,308.41,310.38,313.315,250.39499999999998,245.34999999999997,246.38500000000002,234.70499999999998,232.555,238.115,225.58499999999998,254.665,242.325,249.895
2015-10-17 22:14:14+00:00,280.0733333333333,271.06,264.34333333333336,272.6566666666667,267.24666666666667,260.69,262.17333333333335,266.5733333333333,267.75,264.96666666666664,277.97,280.05333333333334,279.60999999999996,283.32666666666665,291.6766666666667,292.41333333333336,297.75333333333333,306.49,309.31499999999994,307.74500000000006,306.8,298.35999999999996,304.40333333333336,310.68666666666667,315.9533333333333,316.2166666666667,320.92,323.66,329.44666666666666,331.92,330.8833333333334,331.03666666666663,333.97333333333336,334.39000000000004,319.19,328.005,319.945,313.06333333333333,299.55333333333334,294.0833333333333,292.59999999999997,283.59,285.8533333333333,289.25,291.86000000000007,289.4633333333333,300.07,311.29,315.24333333333334,314.495,325.25,323.825,324.905,317.45,320.07,320.75,325.78,326.3766666666667,324.1266666666666,319.79333333333335,325.625,329.385,317.73,315.51,319.08,320.48,329.115,320.945,316.945,322.2166666666667,327.4633333333333,324.57,320.96000000000004,326.4666666666667,310.10999999999996,320.5466666666667,321.05333333333334,315.24333333333334,320.21666666666664,311.3,318.71000000000004,300.25,313.65,311.9866666666667,317.52000000000004,316.49666666666667,318.35999999999996,312.89666666666665,312.8066666666667,312.71333333333337,307.73,304.4766666666667,303.6466666666667,295.61999999999995,303.44000000000005,300.44000000000005,292.50666666666666,306.0,300.4266666666667,310.28333333333336,314.06666666666666,322.105,315.89000000000004,312.53000000000003,301.8066666666667,294.4533333333333,301.0,293.9433333333333,294.2833333333333,292.22999999999996,291.90333333333336,292.2133333333333,297.05,295.48,297.745,297.96000000000004,300.79499999999996,297.20000000000005,294.1933333333333,299.96,301.28,309.355,309.62,316.38,258.09,250.135,251.28500000000003,238.685,237.175,242.97500000000002,234.385,258.72,249.37499999999997,256.52
2015-11-18 22:14:20+00:00,282.2625,272.5875,266.8525,274.71500000000003,269.9175,263.52250000000004,265.5425,269.2075,271.2925,266.59,280.14,280.015,279.87,284.2725,290.0575,292.105,296.72749999999996,305.855,308.92333333333335,307.50666666666666,308.00666666666666,298.06666666666666,305.5575,312.04,315.885,316.4075,319.94,322.1575,328.3825,331.18,329.7375,330.93499999999995,332.01250000000005,333.89750000000004,319.19,328.005,320.95,312.1,299.5475,293.3775,293.275,283.5525,284.67499999999995,288.255,291.3675,288.5075,299.1,308.8875,314.3575,314.77,325.35999999999996,323.11999999999995,322.68666666666667,320.235,321.90999999999997,325.505,329.29499999999996,327.02750000000003,322.58,318.6425,323.40000000000003,327.7966666666667,323.055,319.695,324.385,323.905,327.55,321.5233333333333,317.91,320.51250000000005,326.445,325.8966666666667,321.62666666666667,325.545,309.92499999999995,319.22249999999997,319.19,313.66999999999996,319.1825,311.06,317.8825,299.2775,313.1525,310.9525,316.28000000000003,315.45,317.19,312.0725,311.46999999999997,311.86,307.345,304.8625,303.645,295.6825,303.6825,301.11,294.4325,305.355,301.135,310.0075,313.395,320.33666666666664,315.225,311.46000000000004,300.9825,293.325,299.9175,293.0,293.3925,291.41999999999996,291.3075,291.53999999999996,295.6933333333333,294.6933333333333,296.4266666666667,296.3866666666667,299.13666666666666,295.7266666666667,293.75,299.84,300.9266666666667,308.73,309.3933333333333,314.265,258.09,250.135,251.28500000000003,238.685,237.175,242.97500000000002,234.385,258.72,249.37499999999997,256.52
2016-01-21 22:14:17+00:00,276.435,262.6275,262.315,273.115,269.65999999999997,260.8500000000001,267.055,268.555,274.34749999999997,263.92499999999995,280.42499999999995,268.395,277.9433333333333,274.71500000000003,287.1366666666667,280.86,287.3725,303.3025,309.01666666666665,306.35999999999996,309.0733333333333,297.25,305.66499999999996,313.72,314.4925,315.7275,317.15999999999997,319.1225,324.305,327.37,325.8275,329.94,327.95500000000004,330.1875,325.75,328.005,322.305,310.34749999999997,297.42499999999995,291.195,283.95,280.05333333333334,282.3733333333333,285.6225,291.485,287.74,297.84250000000003,303.8675,312.3725,315.28499999999997,325.24,322.66999999999996,317.71999999999997,322.32,321.83,326.25666666666666,326.7366666666667,324.1175,318.065,315.57,318.8633333333333,322.56,324.94666666666666,322.76,326.46999999999997,325.45,322.68666666666667,322.7,319.135,315.2975,321.94,326.5425,322.52,321.375,308.61,315.21,315.16499999999996,309.77,316.24,310.1225,315.1325,297.21750000000003,312.12,307.73,313.53999999999996,312.1475,314.0475,310.825,308.1225,308.945,304.6575,304.6775,302.90749999999997,294.3725,302.4975,300.3325,294.85499999999996,303.34749999999997,300.5975,308.0475,310.84,315.6233333333334,312.62,308.5325,299.24,291.4925,296.8625,291.57,291.21000000000004,289.30499999999995,290.38,289.8675,293.2233333333333,292.6933333333333,294.6166666666667,294.00333333333333,295.33,293.87999999999994,292.14,300.755,301.69,309.55,310.63,314.4866666666667,254.9,246.57,251.08,235.13,234.88,235.65,231.33,255.7,244.0,249.3
2016-04-26 22:13:44+00:00,285.9266666666667,273.8733333333334,273.43333333333334,285.20666666666665,283.5433333333333,280.325,283.8066666666667,279.1766666666667,290.5,276.02000000000004,291.5233333333333,271.62,285.48,275.8566666666666,292.37,282.24333333333334,286.1666666666667,304.1766666666667,311.93,309.2633333333333,311.72999999999996,300.48333333333335,307.62666666666667,317.60333333333335,316.8566666666666,319.4533333333334,320.20000000000005,320.6933333333333,324.65000000000003,328.25333333333333,327.47666666666663,333.4533333333333,330.9433333333333,331.37,332.31,331.62,324.8666666666666,313.0833333333333,300.02666666666664,292.46999999999997,283.12000000000006,290.7,286.105,289.5,296.3033333333333,289.8633333333333,299.22,303.7966666666667,314.4866666666667,316.0733333333333,324.54333333333335,321.46,319.44666666666666,324.60999999999996,324.16,329.01,327.24333333333334,329.64,318.63000000000005,318.57,321.7,324.84999999999997,328.8833333333334,326.92,329.26,328.57666666666665,323.13,324.21333333333337,321.93666666666667,317.83,323.5333333333333,326.3666666666667,323.55999999999995,321.17333333333335,314.59999999999997,319.59666666666664,319.02,312.5133333333334,318.41333333333336,314.0933333333333,320.15,301.88666666666666,318.5833333333333,313.57666666666665,318.34999999999997,318.03333333333336,318.76666666666665,316.99333333333334,314.2866666666667,315.54333333333335,311.77,312.66,307.77666666666664,302.5833333333333,309.4633333333333,308.59,303.99,307.1033333333333,306.3633333333333,312.3566666666666,314.6433333333333,319.7266666666667,317.7766666666667,312.4066666666667,303.0466666666667,294.24666666666667,299.90000000000003,293.6433333333334,293.5566666666667,291.51666666666665,291.99666666666667,291.89000000000004,295.59999999999997,294.6333333333334,296.4433333333333,296.11,297.06,295.75666666666666,294.03000000000003,301.9533333333333,302.1,309.745,311.64,287.20666666666665,252.04,249.65,255.47,239.01,239.34,243.57,234.7,260.48,249.34,255.35
2016-05-12 22:13:44+00:00,287.4725,279.5625,277.59000000000003,285.8775,285.8825,281.6933333333333,285.44,281.675,292.265,279.1975,293.3225,276.93,287.8566666666666,278.8375,295.66,288.5,290.365,306.32,312.8175,310.34,312.17499999999995,302.7625,308.0025,317.2875,317.14,319.3075,320.5375,321.2925,324.8175,328.43,327.8825,333.57,330.645,331.37,330.76,331.2,324.86,313.16249999999997,300.2575,291.97249999999997,285.165,292.1766666666667,288.1566666666667,290.90999999999997,296.2525,290.7625,299.4725,304.28499999999997,314.26500000000004,315.3625,323.395,320.6825,319.16,323.4575,322.96250000000003,326.62333333333333,325.925,327.47749999999996,319.135,318.01,320.8275,323.885,327.8525,325.45,327.63,327.4875,321.94,322.77750000000003,321.59749999999997,317.5325,322.35749999999996,324.8825,322.835,319.265,313.9625,319.175,318.635,312.6025,317.6375,313.085,319.56,301.895,318.21250000000003,314.6175,318.59749999999997,318.415,318.7925,316.4525,314.8075,315.89,312.5925,314.21000000000004,307.7475,302.98,309.825,307.86749999999995,304.77250000000004,307.18,305.85249999999996,311.5475,314.95,319.805,317.725,312.3375,302.8475,294.42,299.52000000000004,293.375,293.1025,291.065,291.86249999999995,291.4475,295.39,294.65250000000003,296.425,296.0875,297.03499999999997,295.3925,293.82,301.9533333333333,302.1,309.745,311.64,276.7175,256.23,252.66500000000002,256.145,242.77499999999998,241.885,247.255,237.445,263.36,251.58999999999997,258.305
2016-06-13 22:13:54+00:00,290.2075,286.49,284.4825,290.27750000000003,291.715,289.6433333333334,292.16999999999996,287.56,297.8375,287.64250000000004,299.2475,283.0625,294.75333333333333,281.0,303.59666666666664,294.15250000000003,293.565,311.26,316.37,314.2925,314.23249999999996,307.315,309.1275,318.65999999999997,320.1525,322.415,323.95750000000004,325.5625,327.08,331.40999999999997,331.2275,337.06,335.53000000000003,330.32,330.76,331.2,325.49333333333334,317.86499999999995,302.7475,292.9075,285.55,294.57,291.6566666666667,295.24,299.5325,294.39,301.805,307.12,319.08250000000004,320.21250000000003,326.65250000000003,324.635,322.95000000000005,327.355,327.32500000000005,330.47333333333336,328.1925,330.60749999999996,324.175,323.5025,325.21,327.73,331.33000000000004,330.3525,330.9225,330.96000000000004,325.02,327.73,327.505,323.7925,326.355,328.1175,327.0325,321.6325,319.0825,324.805,324.17,317.645,320.7175,318.3325,324.4925,308.56,324.155,321.0875,323.3725,324.13,325.71,322.795,321.94,322.3125,318.79999999999995,321.525,312.4875,308.965,315.6275,311.39250000000004,309.185,310.695,308.225,314.4475,319.57500000000005,323.23,321.4775,315.2825,307.15250000000003,297.55,302.35,295.7725,295.3325,293.495,293.0925,292.86,297.09749999999997,295.5125,298.165,297.74,298.0025,297.19,295.46,304.47333333333336,305.755,314.57,317.335,257.5725,255.13666666666666,252.66500000000002,256.2366666666667,243.89,243.59666666666666,248.6,238.22,263.90000000000003,252.54999999999998,259.18666666666667
2016-06-29 22:14:02+00:00,290.69,289.17199999999997,286.444,292.61800000000005,292.414,289.7675,293.434,288.714,299.242,290.394,299.66400000000004,286.52799999999996,293.5125,283.14,303.77,296.886,296.32,311.896,317.65,315.342,314.476,308.398,308.912,319.178,321.448,323.54200000000003,325.25600000000003,326.752,329.004,333.82599999999996,332.496,338.32,337.866,330.32,330.76,333.12333333333333,327.6925,320.55,303.664,293.88199999999995,287.634,294.465,291.2125,295.14399999999995,299.406,294.274,301.922,307.76,320.236,322.32000000000005,328.902,327.62,325.22,329.456,329.9,332.975,330.898,332.07599999999996,327.044,323.878,327.96,328.756,333.3,331.29,334.416,333.588,326.726,328.826,330.194,325.776,327.02,328.86199999999997,327.856,322.358,319.36800000000005,326.808,325.534,318.66,321.288,318.586,324.978,308.854,324.56800000000004,322.87800000000004,323.858,325.286,327.18199999999996,323.12399999999997,324.87,323.572,319.606,322.12,313.41400000000004,309.572,316.966,311.46000000000004,310.218,311.134,308.056,315.008,320.794,324.75800000000004,321.996,315.588,307.72,298.04,303.27,295.954,295.76599999999996,294.32599999999996,293.26,292.744,297.656,295.806,298.43600000000004,298.038,298.21799999999996,297.14,295.894,304.47333333333336,305.755,314.57,317.335,257.81,254.02499999999998,258.5266666666667,256.84000000000003,243.7475,246.7375,251.885,241.85,264.38750000000005,256.0475,260.9575
2016-07-15 22:14:10+00:00,290.69,293.95666666666665,289.67,294.7183333333333,294.00666666666666,290.836,294.9483333333333,290.435,299.9583333333333,292.49833333333333,301.16833333333335,289.4833333333333,295.944,285.72166666666664,305.866,300.0683333333333,298.9683333333333,313.68833333333333,318.44,317.00166666666667,315.7383333333333,310.17833333333334,311.0683333333333,319.84,322.37333333333333,325.9583333333333,328.55833333333334,326.752,329.004,335.8883333333333,332.496,338.32,337.866,330.32,330.76,333.12333333333333,327.6925,320.55,304.2383333333333,294.44,289.27,294.82399999999996,292.26599999999996,296.22666666666663,299.61,294.274,301.84,307.76,320.236,322.32000000000005,328.902,327.62,325.22,329.456,329.9,332.975,330.898,332.07599999999996,327.044,323.878,327.96,328.756,333.3,331.29,334.416,333.588,326.726,328.826,330.194,325.776,327.02,328.86199999999997,327.856,322.358,319.36800000000005,330.0883333333333,327.035,323.31166666666667,321.288,318.586,324.978,308.854,324.56800000000004,322.87800000000004,323.858,325.286,327.18199999999996,323.12399999999997,324.87,323.572,319.606,322.12,313.41400000000004,314.02833333333336,316.966,311.46000000000004,310.218,313.27666666666664,308.3016666666667,319.2333333333333,320.794,324.75800000000004,321.996,315.588,307.72,299.0233333333333,303.7766666666667,296.93,296.235,295.0083333333333,294.1583333333333,293.15333333333336,298.0933333333333,296.56666666666666,298.965,298.64500000000004,298.21799999999996,297.14,295.894,304.47333333333336,307.06,314.4266666666667,317.4533333333333,257.81,268.43199999999996,273.96000000000004,256.84000000000003,243.7475,246.7375,251.885,241.85,264.38750000000005,256.0475,260.9575
