dates,satname,nzd0516-0003,nzd0516-0004,nzd0516-0005,nzd0516-0006,nzd0516-0007,nzd0516-0008,nzd0516-0009,nzd0516-0014,nzd0516-0015,nzd0516-0016,nzd0516-0017,nzd0516-0018,nzd0516-0019,nzd0516-0020,nzd0516-0021,nzd0516-0022,nzd0516-0023,nzd0516-0024,nzd0516-0010,nzd0516-0013
2000-12-18 22:05:01.704000,L7,,,,,,,,,,,254.16,267.01,261.90,248.39,237.77,227.25,,,,
2003-08-13 21:51:32.649000,L5,,,,,,,,206.14,270.33,283.91,291.71,307.74,300.46,293.77,278.47,263.32,267.21,277.71,,
2003-08-29 21:51:49.928000,L5,,,,,,,,215.48,263.82,285.84,292.50,312.37,302.37,295.00,275.90,268.81,266.25,281.13,,
2003-10-07 21:58:35.519000,L5,,,,,,,,,232.47,250.99,260.72,278.59,271.30,265.77,254.29,248.87,244.93,256.67,,
2003-11-17 21:52:57.120000,L5,,,,,,,,,238.31,258.94,270.32,285.72,263.44,248.86,235.83,228.36,231.30,244.06,,
2003-12-26 21:59:30.091000,L5,,255.22,263.50,276.21,298.74,287.60,273.49,200.28,252.62,270.98,283.81,297.07,288.14,289.66,277.71,274.10,271.76,284.04,233.51,
2004-01-27 21:59:38.149000,L5,,,,,,,,199.01,254.26,272.54,291.29,306.53,302.41,288.68,275.11,262.69,261.55,270.34,,
2004-03-31 21:59:59.745000,L5,,,,,,,,,,,225.11,249.65,243.04,239.31,227.47,219.65,220.92,231.74,,
2004-05-18 22:01:26.569000,L5,,,,,,,,,,,,247.19,236.92,228.87,222.12,217.86,201.67,,,
2004-07-30 21:57:15.668000,L5,,269.94,290.06,289.36,293.71,283.86,271.20,225.46,268.75,294.28,298.68,318.07,305.42,294.76,281.00,270.47,264.70,279.69,226.08,
2004-10-18 21:59:11.702000,L5,,271.16,279.55,290.26,301.42,284.60,274.56,204.01,265.92,281.56,289.15,305.94,306.24,298.16,276.39,272.18,266.93,281.59,232.80,
2004-11-10 22:05:47.634000,L5,,,,,,,,,244.86,262.07,275.10,303.39,298.15,286.25,268.67,259.30,254.58,270.46,,
2005-01-13 22:06:52.927000,L5,,250.45,260.03,268.04,278.25,264.94,252.65,206.58,269.30,286.67,280.39,290.94,288.78,275.92,264.66,250.57,251.18,279.79,230.77,
2005-02-14 22:07:21.106000,L5,,,,,,,,202.01,263.99,280.64,290.90,292.92,289.04,271.14,265.45,249.90,246.71,262.99,,
2005-05-14 22:01:54.308000,L5,,,,,,,,,229.83,248.67,266.81,274.41,276.44,257.25,250.00,240.21,236.76,246.71,,
2005-06-15 22:02:10.206000,L5,,,,,,,,,,,229.69,262.25,254.40,239.98,227.61,212.98,210.44,212.18,,
2005-06-22 22:08:22.866000,L5,,283.93,291.53,287.21,284.43,274.87,256.34,225.21,279.48,292.22,306.15,306.02,307.96,281.32,279.39,263.61,259.88,276.48,223.10,
2005-08-09 22:08:46.932000,L5,,,,,,,,,241.11,255.00,266.58,277.67,279.30,266.36,234.77,225.57,224.27,235.35,,
2005-08-25 22:08:52.862000,L5,,268.65,279.14,279.66,282.02,280.91,258.11,210.08,268.35,284.25,292.79,293.27,300.97,279.07,273.00,260.53,254.39,268.98,223.97,
2005-09-10 22:08:55.708000,L5,,,,,,,,,244.83,262.39,274.15,279.51,282.84,259.93,249.98,238.31,238.91,248.09,,
2005-11-06 22:02:46.848000,L5,,254.09,263.61,287.89,297.27,282.72,272.73,195.55,253.92,275.33,280.95,291.86,290.13,288.98,285.20,269.54,267.87,280.93,233.48,
2005-11-13 22:09:08.414000,L5,,,,,,,,192.47,254.15,290.67,300.69,312.57,315.50,296.05,283.49,273.87,253.50,267.31,,
2006-02-01 22:11:01.629000,L5,,,,,,,,212.32,260.23,274.00,288.26,301.52,302.31,290.58,279.51,268.14,260.34,271.57,,
2006-02-17 22:11:22.491000,L5,,,,,,,,197.47,259.08,275.98,288.05,296.45,295.45,278.25,269.77,258.80,252.65,266.46,,
2006-04-15 22:06:18.610000,L5,,268.20,282.00,284.76,289.56,279.72,260.18,219.66,273.62,281.53,290.35,301.16,296.54,286.18,271.84,261.83,257.49,267.73,225.53,
2006-07-27 22:13:58.731000,L5,,,,,,,,,230.25,236.46,244.12,264.32,254.05,247.78,236.81,231.82,222.41,230.40,,
2006-08-05 22:07:55.109000,L5,,,,,,,,,,,222.73,245.15,234.28,231.57,227.64,215.66,214.74,,,
2006-08-28 22:14:23.601000,L5,279.91,279.87,291.79,295.98,304.82,275.40,253.93,207.23,277.05,287.35,301.12,307.27,312.52,291.19,284.61,254.13,245.94,260.88,,
2006-09-13 22:14:35.259000,L5,286.23,284.54,277.18,286.23,295.82,281.17,269.61,228.63,282.82,296.79,297.33,313.22,294.29,289.10,280.28,270.48,269.93,266.56,219.21,
2006-11-25 22:09:07.763000,L5,,,,,,,,,206.67,239.46,259.22,275.48,269.45,261.11,248.87,240.45,221.67,237.04,,
2007-01-03 22:15:37.058000,L5,,,,,,,,,221.15,241.88,252.35,265.12,259.36,247.28,237.50,233.53,236.90,244.31,,
2007-09-09 22:07:45.163000,L5,,271.70,283.60,289.16,302.16,289.48,276.48,230.76,279.64,286.53,292.65,304.20,307.88,294.09,280.63,272.16,274.05,279.71,231.97,
2008-11-14 21:57:52.281000,L5,,277.95,288.69,296.73,304.81,285.68,269.33,221.52,281.97,293.15,300.73,315.30,309.78,297.73,285.46,270.92,271.43,279.02,226.84,
2008-12-23 22:05:16.170000,L5,,279.84,292.43,296.31,306.61,295.48,280.31,227.74,274.04,286.42,303.70,318.53,312.27,302.32,289.76,278.43,275.15,275.70,225.70,
2009-01-17 21:59:44.398000,L5,,,,,,,,,247.81,263.32,274.21,275.76,271.85,257.83,245.88,235.33,236.32,248.51,,
2010-02-05 22:05:29.575000,L5,,,,,,,,,239.95,257.76,265.50,263.47,265.84,249.72,240.04,224.33,225.21,239.94,,
2010-10-26 22:10:38.745000,L5,,,,,,,,,234.91,242.79,239.53,249.45,250.57,236.42,233.03,241.25,227.00,243.90,,
2010-11-27 22:10:35.713000,L5,,,,,,,,,259.86,252.61,254.84,265.92,247.10,240.52,245.27,235.82,247.30,263.14,,
2010-12-22 22:04:29.137000,L5,,,,,,,,,254.77,268.12,270.37,275.98,273.43,261.84,245.35,235.00,231.38,250.43,,
2011-03-12 22:04:31.079000,L5,,,,,,,,,212.90,234.99,242.30,254.03,258.61,242.47,235.04,216.53,,,,
2013-05-11 22:22:42.945000,L8,,,,,,,,230.57,248.36,261.74,268.88,270.14,264.02,254.33,245.29,210.06,239.32,265.14,,
2013-07-23 22:16:34.633000,L8,,,,,,,,229.47,244.20,254.90,255.38,268.39,263.59,236.18,245.43,249.06,249.66,269.67,,
2013-08-08 22:16:37.441000,L8,,277.95,285.99,288.14,294.08,305.95,237.11,245.29,272.74,278.33,276.14,290.28,287.29,292.84,280.37,272.81,271.47,291.70,,216.42
2013-08-31 22:22:50.245000,L8,,,,,,,,229.81,233.82,247.31,263.86,269.73,265.27,261.74,246.06,,,,,
2013-10-02 22:22:40.460000,L8,,,,,,,,231.15,254.27,270.35,282.88,291.18,288.54,280.38,274.89,271.49,269.72,286.53,,
2013-10-11 22:16:29.291000,L8,,,,,,,,227.02,251.04,271.58,285.18,294.94,308.40,284.05,283.92,279.07,276.23,290.68,,
2013-10-27 22:16:19.549000,L8,,,,,,,,,226.37,235.43,248.35,268.01,266.14,259.81,254.83,251.36,250.79,270.26,,
2013-11-12 22:16:19.914000,L8,,,,,,,,226.75,250.83,264.07,275.63,287.35,288.25,278.79,272.93,268.47,266.28,283.53,,
2013-11-19 22:22:25.407000,L8,,,,,,,,231.00,251.15,266.01,277.05,289.70,288.28,280.31,272.82,268.16,266.16,284.92,,
2013-12-30 22:16:01.055000,L8,,,,,,,,226.57,249.67,264.92,278.93,293.40,289.10,286.43,274.04,269.61,266.70,286.23,,
2014-02-23 22:21:32.043000,L8,,,,,,,,224.18,251.32,268.50,277.40,291.08,287.38,281.16,274.18,269.07,265.82,284.64,,
2014-03-11 22:21:19.920000,L8,,,,,,,,223.34,250.58,266.04,276.58,289.25,284.51,279.25,271.60,264.02,262.50,281.41,,
2014-03-20 22:15:01.497000,L8,,,,,,,,222.75,249.28,265.53,275.30,287.12,282.66,277.80,271.19,265.73,263.62,280.75,,
2014-04-21 22:14:29.865000,L8,,,,,,,,,229.90,245.41,251.52,267.63,255.81,253.82,240.50,215.91,231.89,251.91,,
2014-05-30 22:20:22.872000,L8,,,,,,,,208.24,253.85,266.58,275.68,288.40,283.20,278.31,272.15,265.82,263.93,281.53,,
2014-07-17 22:20:39.943000,L8,,,,,,,,,,,,267.88,250.62,233.47,226.99,211.98,242.31,264.79,,
2014-08-02 22:20:46.799000,L8,,,,,,,,,236.48,249.21,254.59,271.22,266.39,260.31,247.84,242.58,249.08,267.57,,
2014-09-03 22:20:54.579000,L8,,,,,,,,207.32,248.33,262.65,273.44,287.87,282.93,281.14,271.45,262.86,262.63,282.43,,
2014-09-19 22:20:54.477000,L8,,,,,,,,206.42,252.70,267.45,274.58,293.04,289.97,282.76,277.03,270.88,270.92,285.18,,
2014-09-28 22:14:44.621000,L8,,,,,,,,203.63,261.05,270.82,280.04,296.39,290.58,290.08,279.92,271.16,272.53,286.12,,
2014-11-06 22:21:01.126000,L8,,,,,,,,205.37,251.78,269.29,281.37,296.17,293.87,287.64,280.57,271.95,273.32,288.99,,
2015-03-14 22:20:23.206000,L8,,,,,,,,,231.82,249.18,263.01,272.68,268.14,263.61,260.59,251.63,250.27,270.26,,
2015-04-15 22:20:10.505000,L8,,,,,,,,,227.41,244.91,255.46,267.70,263.26,256.15,248.61,225.16,243.69,267.55,,
2015-05-01 22:20:00.344000,L8,,,,,,,,,227.99,244.17,255.42,268.30,263.25,257.19,252.74,221.50,247.81,267.00,,
2015-06-27 22:13:58.027000,L8,,,,,,,,,,,,,240.73,256.83,248.00,201.51,249.25,266.75,,
2015-07-04 22:20:14.053000,L8,,,,,,,,,229.65,244.57,250.77,268.36,250.26,257.15,260.42,209.09,252.25,269.32,,
