dates,nzd0516-0003,nzd0516-0004,nzd0516-0005,nzd0516-0006,nzd0516-0007,nzd0516-0008,nzd0516-0009,nzd0516-0014,nzd0516-0015,nzd0516-0016,nzd0516-0017,nzd0516-0018,nzd0516-0019,nzd0516-0020,nzd0516-0021,nzd0516-0022,nzd0516-0023,nzd0516-0024,nzd0516-0010,nzd0516-0013,satname
2000-12-18 22:05:01+00:00,,,,,,,,,,,254.16,,261.9,,237.77,227.25,,,,,L7
2003-08-13 21:51:32+00:00,,,,,,,,206.14,270.33,283.91,291.71,307.74,300.46,293.77,,263.32,267.21,277.71,,,L5
2003-08-29 21:51:49+00:00,,,,,,,,210.81,267.075,284.875,292.105,310.055,301.41499999999996,294.385,275.9,266.065,266.73,279.41999999999996,,,L5
2003-10-07 21:58:35+00:00,,,,,,,,210.81,255.54,273.58,281.6433333333334,299.56666666666666,291.37666666666667,284.84666666666664,265.09499999999997,260.3333333333333,259.4633333333333,271.83666666666664,,,L5
2003-11-17 21:52:57+00:00,,,,,,,,210.81,251.2325,269.92,278.8125,296.105,284.3925,275.85,255.34,252.34,252.4225,264.8925,,,L5
2003-12-26 21:59:30+00:00,,255.22,263.5,276.21,298.74,287.6,273.49,207.29999999999998,251.51,270.132,279.812,296.298,285.142,275.85,255.34,252.34,252.4225,264.8925,233.51,,L5
2004-03-31 21:59:59+00:00,,255.22,263.5,276.21,298.74,287.6,273.49,200.28,241.13333333333333,260.30333333333334,271.6166666666666,287.12666666666667,274.29333333333335,251.31333333333336,239.1966666666667,232.29333333333332,232.38333333333333,244.15666666666667,233.51,,L5
2004-05-18 22:01:26+00:00,,255.22,263.5,276.21,298.74,287.6,273.49,200.28,252.62,270.98,283.81,297.07,288.14,234.09,224.79500000000002,218.755,211.295,231.74,233.51,,L5
2004-10-18 21:59:11+00:00,,271.16,279.55,290.26,301.42,284.6,274.56,204.01,265.92,281.56,289.15,305.94,306.24,263.515,249.255,245.02000000000004,234.3,281.59,232.8,,L5
2005-01-13 22:06:52+00:00,,260.805,269.78999999999996,279.15,289.83500000000004,274.77,263.605,205.29500000000002,267.61,284.115,284.77,305.94,306.24,298.16,276.39,272.18,266.93,281.59,231.78500000000003,,L5
