dates,satname,nzd0480-0000,nzd0480-0001
2014-03-27 22:20:37.696000,L8,300.79,301.83
2014-05-23 22:13:42.455000,L8,315.94,309.93
2014-05-30 22:19:58.900000,L8,327.98,344.33
2014-07-01 22:20:10.138000,L8,324.62,320.23
2014-07-17 22:20:15.980000,L8,316.25,308.08
2014-08-11 22:14:15.733000,L8,399.73,317.38
2014-09-03 22:20:30.612000,L8,327.23,327.03
2014-09-19 22:20:30.514000,L8,336.51,337.98
2014-09-28 22:14:20.662000,L8,333.68,343.97
2014-09-28 22:14:44.621000,L8,336.02,344.35
2014-11-06 22:20:37.163000,L8,324.20,328.21
2014-11-15 22:14:25.347000,L8,307.87,293.22
2014-11-15 22:14:49.314000,L8,307.97,293.35
2014-12-01 22:14:24.062000,L8,317.46,310.43
2015-01-02 22:14:14.716000,L8,350.76,346.96
2015-01-02 22:14:38.674000,L8,350.88,347.06
2015-01-18 22:14:12.454000,L8,317.88,315.17
2015-02-10 22:20:14.711000,L8,308.96,310.83
2015-02-26 22:20:10.708000,L8,306.16,308.24
2015-03-14 22:19:59.243000,L8,349.59,343.20
2015-04-15 22:19:46.550000,L8,315.77,304.54
2015-04-24 22:13:32.133000,L8,340.39,337.49
2015-06-11 22:13:28.321000,L8,333.85,341.39
2015-06-11 22:13:52.284000,L8,322.90,322.52
2015-06-27 22:13:34.068000,L8,329.80,335.61
2015-06-27 22:13:58.027000,L8,330.80,336.84
2015-07-04 22:19:50.081000,L8,329.05,332.41
2015-07-29 22:13:49.622000,L8,349.84,351.89
2015-07-29 22:14:13.585000,L8,327.21,327.63
2015-08-21 22:20:09.239000,L8,325.42,322.67
2015-10-01 22:14:13.730000,L8,313.04,305.16
2015-10-08 22:20:24.559000,L8,348.33,349.03
2015-10-17 22:14:14.235000,L8,323.33,319.51
2015-10-17 22:14:38.194000,L8,325.54,321.35
2015-10-24 22:20:28.535000,L8,327.71,322.96
2015-11-18 22:14:20.859000,L8,303.98,299.37
2015-11-18 22:14:44.822000,L8,318.78,318.75
2015-12-20 22:14:21.254000,L8,330.52,330.67
2015-12-20 22:14:45.217000,L8,330.80,330.59
2016-01-05 22:14:17.033000,L8,328.10,328.69
2016-01-05 22:14:40.992000,L8,328.55,329.11
2016-01-21 22:14:17.820000,L8,331.81,340.02
2016-02-29 22:20:17.109000,L8,347.54,342.07
2016-03-16 22:20:12.475000,L8,325.14,325.71
2016-04-17 22:19:57.384000,L8,344.65,347.51
2016-04-26 22:13:44.974000,L8,349.26,348.10
2016-04-26 22:14:08.933000,L8,331.59,339.31
2016-05-12 22:13:44.453000,L8,334.66,338.48
2016-05-12 22:14:08.416000,L8,321.85,318.71
2016-06-04 22:20:04.162000,L8,321.77,319.34
2016-06-29 22:14:02.852000,L8,314.91,312.65
2016-06-29 22:14:26.819000,L8,330.91,341.38
2016-07-06 22:20:17.266000,L8,319.14,313.73
2016-08-16 22:14:17.460000,L8,325.02,328.65
2016-08-16 22:14:41.427000,L8,326.30,329.84
2016-09-01 22:14:24.105000,L8,375.46,318.25
2016-09-01 22:14:48.072000,L8,375.57,318.66
2016-09-08 22:20:36.578000,L8,334.66,337.16
2016-12-29 22:20:37.380000,L8,328.40,331.92
2017-02-08 22:14:10.700000,L8,327.76,323.69
2017-02-08 22:14:34.654000,L8,327.31,323.03
2017-02-24 22:14:05.773000,L8,333.86,334.97
2017-04-20 22:19:47.163000,L8,336.70,342.39
2017-05-06 22:19:43.126000,L8,330.39,329.51
2017-05-22 22:19:54.607000,L8,345.64,352.51
2017-06-07 22:20:02.952000,L8,299.58,327.44
2017-08-03 22:14:11.719000,L8,320.23,313.17
2017-08-03 22:14:35.682000,L8,319.65,312.11
2017-10-29 22:20:41.555000,L8,362.87,355.10
2017-11-30 22:20:32.227000,L8,344.90,336.63
2018-01-26 22:14:08.959000,L8,308.32,311.96
2018-03-06 22:20:02.483000,L8,331.94,321.76
2018-03-31 22:13:39.641000,L8,315.74,311.76
2018-04-16 22:13:30.411000,L8,322.41,320.17
2018-04-16 22:13:54.370000,L8,322.78,320.34
2018-07-12 22:19:32.680000,L8,367.98,311.60
2018-07-21 22:13:25.431000,L8,318.84,318.81
2018-07-21 22:13:49.390000,L8,328.70,335.93
2018-09-07 22:13:48.162000,L8,320.60,258.27
2018-09-07 22:14:12.130000,L8,321.22,259.46
2018-09-14 22:20:00.822000,L8,325.33,321.78
2018-11-10 22:14:08.770000,L8,331.95,331.18
2018-11-10 22:14:32.733000,L8,332.31,331.57
2018-12-28 22:14:29.227000,L8,322.60,328.40
2019-01-04 22:20:15.514000,L8,322.17,328.54
2019-01-13 22:14:03.173000,L8,337.73,339.23
2019-01-13 22:14:27.136000,L8,318.78,319.67
2019-02-05 22:20:09.281000,L8,319.59,312.92
2019-02-14 22:13:57.218000,L8,319.56,324.28
2019-02-14 22:14:21.185000,L8,319.85,323.81
2019-02-21 22:20:06.522000,L8,322.36,322.73
2019-03-02 22:13:53.044000,L8,332.98,341.01
2019-03-02 22:14:17.011000,L8,332.79,340.85
2019-05-28 22:20:05.638000,L8,328.14,339.69
2019-06-06 22:13:59.042000,L8,322.72,326.73
2019-06-22 22:14:04.757000,L8,314.27,308.17
2019-06-22 22:14:28.716000,L8,314.38,308.05
2019-06-29 22:20:17.440000,L8,352.38,356.07
2019-07-15 22:20:20.288000,L8,319.70,316.55
2019-10-03 22:20:45.371000,L8,342.38,345.05
2019-11-13 22:14:33.870000,L8,328.50,330.63
2019-11-13 22:14:57.837000,L8,329.37,333.39
2019-12-22 22:20:39.535000,L8,317.04,319.13
2020-01-16 22:14:22.794000,L8,318.56,320.92
2020-01-23 22:20:31.626000,L8,319.26,326.83
2020-02-08 22:20:26.619000,L8,313.29,317.39
2020-03-04 22:14:08.808000,L8,324.60,327.38
2020-03-04 22:14:32.767000,L8,369.28,377.50
2020-03-11 22:20:16.572000,L8,313.07,308.34
2020-05-30 22:19:52.640000,L8,326.44,329.48
2020-06-08 22:13:47.789000,L8,326.17,353.78
2020-06-08 22:14:11.756000,L8,327.05,358.37
2020-07-17 22:20:16.691000,L8,328.00,334.40
2020-09-19 22:20:39.727000,L8,319.24,318.38
2020-09-28 22:14:31.097000,L8,315.85,312.44
2020-10-14 22:14:32.849000,L8,325.18,325.76
2020-10-14 22:14:56.808000,L8,330.18,335.59
2020-10-21 22:20:43.598000,L8,338.12,336.84
2020-10-30 22:14:31.894000,L8,355.65,349.41
2021-04-08 22:13:56.635000,L8,358.81,361.00
2021-05-01 22:19:55.531000,L8,333.33,332.29
2021-05-17 22:20:00.423000,L8,335.37,338.35
2021-06-11 22:14:01.803000,L8,325.27,309.30
2021-06-11 22:14:25.766000,L8,322.87,309.36
2021-08-05 22:20:29.025000,L8,325.73,318.26
2021-08-14 22:14:21.424000,L8,314.58,304.21
2021-08-30 22:14:25.984000,L8,333.50,339.60
2021-08-30 22:14:49.951000,L8,334.71,342.18
2021-09-06 22:20:38.920000,L8,327.66,329.10
2021-09-15 22:14:29.885000,L8,322.70,319.97
2021-11-06 22:15:11.708000,L9,321.33,322.28
2021-11-18 22:14:32.533000,L8,347.71,349.09
2021-11-18 22:14:56.496000,L8,334.12,339.91
2021-12-12 22:14:55.412000,L9,332.69,339.28
2021-12-20 22:14:31.987000,L8,332.84,333.96
2021-12-20 22:14:55.954000,L8,328.63,329.37
2022-01-04 22:20:39.854000,L9,324.68,328.31
2022-01-12 22:20:37.257000,L8,332.14,340.13
2022-01-13 22:14:26.510000,L9,328.62,335.40
2022-01-13 22:14:50.477000,L9,328.44,335.13
2022-01-20 22:20:39.315000,L9,323.98,326.29
2022-01-28 22:20:31.729000,L8,330.96,340.63
2022-02-06 22:14:44.088000,L8,333.79,341.44
2022-02-13 22:20:28.536000,L8,336.13,340.42
2022-03-02 22:14:13.766000,L9,322.14,326.87
2022-03-02 22:14:37.725000,L9,322.36,327.25
2022-03-17 22:20:17.747000,L8,325.56,323.31
2022-03-25 22:20:20.497000,L9,312.00,303.52
2022-04-02 22:20:07.536000,L8,324.74,324.55
2022-04-10 22:20:17.071000,L9,326.76,325.31
2022-04-27 22:13:58.302000,L8,326.25,329.28
2022-05-05 22:14:18.830000,L9,328.41,330.95
2022-05-12 22:20:00.934000,L9,352.05,350.02
2022-05-20 22:20:20.204000,L8,334.92,344.83
2022-05-21 22:14:07.318000,L9,331.73,337.19
2022-06-05 22:20:27.376000,L8,329.83,336.98
2022-06-30 22:14:27.385000,L8,323.79,328.01
2022-06-30 22:14:51.348000,L8,323.30,326.87
2022-07-15 22:20:12.412000,L9,318.73,304.35
2022-07-23 22:20:43.638000,L8,316.55,
2022-08-08 22:20:52.917000,L8,338.54,343.01
2022-08-09 22:14:22.241000,L9,334.02,341.14
2022-08-25 22:14:50.743000,L9,323.01,324.43
2022-10-19 22:20:50.787000,L9,330.58,334.16
2022-11-21 22:14:44.924000,L8,310.10,314.76
2023-01-08 22:14:36.179000,L8,324.32,327.11
2023-01-08 22:15:00.142000,L8,315.49,316.17
2023-02-16 22:20:37.721000,L8,313.93,314.68
2023-02-17 22:14:37.295000,L9,320.23,325.45
2023-02-17 22:15:01.258000,L9,320.31,326.32
2023-02-24 22:20:39.496000,L9,321.55,325.51
2023-02-25 22:14:16.003000,L8,322.40,324.70
2023-02-25 22:14:39.957000,L8,304.09,308.61
2023-03-05 22:14:25.172000,L9,318.16,319.38
2023-03-05 22:14:49.135000,L9,317.90,319.30
2023-03-13 22:14:10.896000,L8,325.13,326.54
2023-04-14 22:14:09.763000,L8,332.00,329.63
2023-04-21 22:19:54.366000,L8,324.28,318.89
2023-04-22 22:14:02.920000,L9,329.44,329.67
2023-04-29 22:20:07.951000,L9,328.61,328.58
2023-05-15 22:19:59.806000,L9,331.85,328.55
2023-05-23 22:19:41.662000,L8,346.26,354.61
2023-05-24 22:13:40.953000,L9,334.74,342.42
2023-05-24 22:14:04.912000,L9,332.71,334.20
2023-06-01 22:13:31.049000,L8,333.54,347.35
2023-06-01 22:13:55.021000,L8,335.33,348.75
2023-06-09 22:13:36.654000,L9,317.32,300.62
2023-06-09 22:14:00.612000,L9,319.58,310.42
2023-06-17 22:13:40.818000,L8,325.11,327.53
2023-07-03 22:13:51.195000,L8,325.58,330.58
2023-07-03 22:14:15.167000,L8,328.72,339.14
2023-07-10 22:20:05.230000,L8,318.92,310.92
2023-07-27 22:13:50.729000,L9,304.75,295.85
2023-07-27 22:14:14.688000,L9,305.24,295.88
2023-08-12 22:13:59.156000,L9,314.84,309.99
2023-08-12 22:14:23.119000,L9,318.10,317.70
2023-08-20 22:14:11.307000,L8,327.91,336.79
2023-08-27 22:20:23.635000,L8,330.30,337.95
2023-09-12 22:20:25.936000,L8,353.63,348.99
2023-10-15 22:14:26.851000,L9,330.57,336.42
2023-11-15 22:20:35.567000,L8,325.01,330.17
2023-11-24 22:14:27.756000,L8,320.10,319.55
2023-11-24 22:14:51.719000,L8,320.13,319.60
2023-12-09 22:20:38.456000,L9,320.79,319.96
2023-12-10 22:14:21.153000,L8,362.24,350.96
2023-12-10 22:14:45.117000,L8,330.13,332.08
2023-12-18 22:14:32.867000,L9,331.25,332.80
2024-01-19 22:14:28.085000,L9,330.36,337.64
2024-01-26 22:20:38.184000,L9,324.70,328.98
2024-02-04 22:14:31.487000,L9,309.29,310.85
2024-02-04 22:14:55.450000,L9,303.69,305.61
2024-02-12 22:14:41.937000,L8,326.51,337.35
2024-02-19 22:20:27.343000,L8,304.27,297.08
2024-02-20 22:14:19.830000,L9,308.93,301.67
2024-03-07 22:14:23.817000,L9,324.23,336.64
2024-03-07 22:14:47.781000,L9,323.51,337.74
2024-03-22 22:20:06.355000,L8,321.42,323.60
2024-04-16 22:13:43.047000,L8,,315.30
2024-04-16 22:14:07.010000,L8,320.45,321.80
2024-04-24 22:13:49.993000,L9,320.38,327.66
2024-04-24 22:14:13.960000,L9,320.52,328.48
2024-05-10 22:13:48.524000,L9,321.26,326.07
2024-06-02 22:19:45.605000,L9,326.21,328.68
2024-06-03 22:13:17.413000,L8,318.83,309.85
2024-06-03 22:13:41.381000,L8,322.68,318.93
2024-06-10 22:19:28.336000,L8,324.52,319.89
2024-06-11 22:13:30.022000,L9,310.97,312.81
2024-06-11 22:13:53.980000,L9,325.06,332.57
2024-06-19 22:13:49.014000,L8,320.43,309.32
2024-07-05 22:13:33.155000,L8,325.37,328.92
2024-07-05 22:13:57.118000,L8,325.82,329.91
2024-07-13 22:14:02.265000,L9,320.68,324.01
2024-08-13 22:20:02.451000,L8,317.71,311.50
2024-08-29 22:20:09.703000,L8,330.79,332.06
2024-08-30 22:14:23.037000,L9,325.57,325.75
2024-09-07 22:14:06.843000,L8,329.96,326.20
2024-09-07 22:14:30.806000,L8,331.30,328.23
2024-09-15 22:14:02.877000,L9,332.52,335.71
2024-09-22 22:20:08.881000,L9,332.15,333.81
2024-09-23 22:14:06.459000,L8,327.40,327.86
2024-09-23 22:14:30.418000,L8,328.08,327.90
2024-10-09 22:14:09.304000,L8,325.75,328.28
2024-10-09 22:14:33.271000,L8,324.19,325.52
2024-10-16 22:20:27.477000,L8,322.16,321.46
2024-11-02 22:14:17.535000,L9,324.18,324.55
2024-11-02 22:14:41.503000,L9,326.00,326.50
2024-12-04 22:14:24.237000,L9,338.08,342.30
2024-12-04 22:14:48.196000,L9,330.46,338.01
2024-12-27 22:20:33.745000,L9,355.55,347.13
2025-01-05 22:14:18.819000,L9,352.39,348.87
2025-01-05 22:14:42.782000,L9,351.82,347.68
2025-01-12 22:20:33.279000,L9,320.12,318.54
2025-01-21 22:14:25.000000,L9,330.31,335.95
2025-01-21 22:14:48.959000,L9,361.03,348.51
2025-03-01 22:20:27.163000,L9,318.39,320.74
2025-04-03 22:13:52.056000,L8,325.23,320.56
2025-04-03 22:14:16.015000,L8,330.18,329.07
2025-04-10 22:19:58.565000,L8,328.61,330.60
2025-05-04 22:20:05.371000,L9,322.19,317.46
2025-05-05 22:13:36.375000,L8,324.56,328.29
2025-05-05 22:14:00.333000,L8,321.03,323.61
2025-05-12 22:19:47.477000,L8,325.33,322.31
2025-05-13 22:14:10.289000,L9,320.56,317.02
2025-05-20 22:19:54.234000,L9,321.77,317.80
2025-05-21 22:13:39.816000,L8,320.21,301.21
2025-06-06 22:13:42.612000,L8,313.50,310.26
2025-06-06 22:14:06.580000,L8,313.00,310.29
2025-06-13 22:20:00.577000,L8,319.81,313.78
2025-06-29 22:20:08.809000,L8,328.55,332.46
2025-06-30 22:13:55.516000,L9,329.35,338.63
2025-06-30 22:14:19.484000,L9,322.91,323.37
2025-07-15 22:20:13.250000,L8,322.62,321.42
2025-07-16 22:14:00.743000,L9,315.79,314.01
2025-07-16 22:14:24.715000,L9,316.01,314.39
2025-07-23 22:20:15.252000,L9,327.11,326.79
2025-08-01 22:14:06.695000,L9,332.62,338.74
2025-08-25 22:14:15.671000,L8,321.82,323.78
2025-08-25 22:14:39.643000,L8,324.45,356.83
2025-09-02 22:14:23.256000,L9,327.02,330.41
2025-09-02 22:14:47.227000,L9,323.49,324.03
2025-09-10 22:14:20.086000,L8,323.15,325.07
2025-09-10 22:14:44.053000,L8,323.50,324.69
2025-09-17 22:20:35.784000,L8,351.84,348.57
2025-09-18 22:14:25.575000,L9,342.88,344.25
2025-09-18 22:14:49.542000,L9,325.39,328.17
2025-10-11 22:20:45.483000,L9,318.56,317.69
2025-10-28 22:14:29.416000,L8,332.34,333.43
2025-10-28 22:14:53.375000,L8,330.65,332.30
2025-11-13 22:14:28.355000,L8,332.42,334.54
2025-11-13 22:14:52.318000,L8,330.22,331.55
