dates,satname,nzd0525-0000,nzd0525-0001,nzd0525-0002,nzd0525-0003,nzd0525-0004
1999-08-17 22:13:37.953000,L7,,,285.88,293.48,279.36
1999-11-05 22:13:40.966000,L7,,273.71,268.76,278.56,286.90
1999-12-07 22:13:41.663000,L7,365.98,358.84,354.81,359.56,375.98
1999-12-16 22:07:33.708000,L7,282.31,282.57,264.73,280.45,276.30
2000-06-25 22:06:19.852000,L7,307.06,311.55,305.30,296.20,282.22
2000-12-18 22:05:01.704000,L7,302.02,284.68,308.15,301.43,312.89
2001-01-03 22:05:00.181000,L7,284.24,285.48,296.24,290.06,283.50
2001-11-03 22:02:58.699000,L7,,,314.88,291.98,282.60
2002-01-29 22:09:33.112000,L7,278.24,270.00,289.76,285.81,281.50
2002-04-12 22:03:25.302000,L7,351.90,342.95,352.32,358.25,353.84
2002-09-10 22:08:43.416000,L7,286.44,275.38,290.82,288.97,370.29
2003-02-01 22:09:21.746000,L7,282.55,,,,
2003-08-13 21:51:32.649000,L5,310.90,312.26,306.78,308.69,305.07
2003-08-29 21:51:49.928000,L5,300.56,299.72,290.61,295.57,292.62
2003-10-07 21:58:35.519000,L5,325.67,325.52,328.24,323.87,321.02
2003-12-26 21:59:30.091000,L5,306.91,294.15,304.32,309.43,299.41
2004-01-20 21:53:24.777000,L5,312.83,301.05,306.72,311.61,300.57
2004-01-27 21:59:38.149000,L5,325.10,323.12,337.52,346.03,331.35
2004-03-31 21:59:59.745000,L5,315.62,312.52,314.24,313.88,319.41
2004-05-02 22:00:57.398000,L5,311.77,310.23,301.97,286.66,287.29
2004-05-18 22:01:26.569000,L5,321.92,314.83,309.35,313.71,311.05
2004-06-12 21:55:59.429000,L5,289.79,302.16,,,
2004-07-30 21:57:15.668000,L5,346.99,355.22,333.25,337.01,337.57
2005-01-13 22:06:52.927000,L5,313.38,297.65,286.65,290.12,286.51
2005-01-22 22:00:50.292000,L5,318.91,315.63,321.54,321.87,319.12
2005-02-14 22:07:21.106000,L5,317.90,313.13,313.11,299.83,291.80
2005-05-14 22:01:54.308000,L5,356.87,346.09,347.32,344.50,351.41
2005-08-09 22:08:46.932000,L5,333.90,334.19,335.01,332.93,334.61
2005-08-25 22:08:52.862000,L5,306.56,306.59,302.04,288.55,292.81
2005-09-10 22:08:55.708000,L5,299.69,300.37,298.24,289.56,292.31
2006-02-01 22:11:01.629000,L5,345.47,335.69,342.60,335.98,330.06
2006-02-17 22:11:22.491000,L5,301.36,297.35,287.68,299.49,291.69
2006-03-14 22:05:42.635000,L5,302.29,302.62,300.31,301.33,288.95
2006-04-22 22:12:36.093000,L5,299.43,296.68,298.59,294.44,292.32
2006-06-25 22:13:31.961000,L5,300.20,306.62,299.08,306.48,307.30
2006-07-27 22:13:58.731000,L5,294.68,301.52,289.25,295.18,285.36
2006-09-13 22:14:35.259000,L5,301.00,310.07,307.16,,
2006-10-08 22:08:40.914000,L5,338.96,335.56,339.89,333.85,341.08
2006-11-25 22:09:07.763000,L5,336.16,330.26,336.47,329.08,315.26
2007-09-09 22:07:45.163000,L5,341.43,339.72,336.55,331.08,336.61
2008-11-14 21:57:52.281000,L5,344.01,343.32,346.34,337.51,327.61
2008-12-23 22:05:16.170000,L5,,,330.79,336.74,327.09
2010-02-05 22:05:29.575000,L5,351.99,340.44,345.65,343.16,346.98
2010-10-26 22:10:38.745000,L5,339.01,334.80,337.17,333.64,333.68
2010-12-22 22:04:29.137000,L5,349.82,334.16,338.71,337.12,329.65
2011-02-08 22:04:35.159000,L5,305.65,302.16,293.80,303.89,304.14
2013-05-11 22:22:42.945000,L8,285.06,281.29,281.81,277.01,273.17
2013-06-05 22:16:38.960000,L8,311.41,320.67,321.73,303.42,310.33
2013-06-28 22:22:44.910000,L8,317.18,319.28,321.67,315.33,330.24
2013-07-07 22:16:35.929000,L8,277.41,281.45,273.01,272.96,275.68
2013-07-23 22:16:34.633000,L8,297.43,307.42,298.51,297.39,299.54
2013-09-25 22:16:28.938000,L8,295.62,299.32,295.30,292.58,292.60
2013-10-02 22:22:40.460000,L8,297.60,296.41,301.10,297.57,302.56
2013-10-11 22:16:29.291000,L8,292.62,293.93,294.62,292.75,293.14
2013-11-12 22:16:19.914000,L8,301.61,297.88,301.36,296.62,289.42
2013-11-19 22:22:25.407000,L8,303.32,303.78,305.13,298.71,293.79
2014-02-23 22:21:32.043000,L8,298.16,297.10,297.08,294.61,295.66
2014-03-11 22:21:19.920000,L8,299.47,300.59,299.28,297.17,295.14
2014-03-20 22:15:01.497000,L8,296.20,294.63,295.80,295.09,293.45
2014-04-21 22:14:29.865000,L8,323.91,321.20,321.83,322.69,324.50
2014-05-30 22:20:22.872000,L8,281.34,280.95,285.91,280.84,279.09
2014-07-17 22:20:39.943000,L8,281.80,285.86,286.41,282.53,283.71
2014-08-02 22:20:46.799000,L8,285.08,287.72,284.14,284.95,286.62
2014-08-11 22:14:39.696000,L8,296.93,301.79,298.40,298.14,300.44
2014-08-18 22:20:51.886000,L8,304.27,311.13,312.47,309.05,328.13
2014-09-19 22:20:54.477000,L8,297.28,299.62,303.16,299.40,301.44
2014-09-28 22:14:44.621000,L8,294.53,299.46,298.01,296.12,298.13
2015-01-02 22:14:38.674000,L8,301.54,294.57,303.82,296.92,297.25
2015-03-14 22:20:23.206000,L8,297.98,297.48,301.86,293.86,295.60
2015-04-15 22:20:10.505000,L8,285.66,286.24,287.88,279.82,274.51
2015-05-01 22:20:00.344000,L8,307.42,314.09,335.48,303.05,321.64
2015-07-29 22:14:13.585000,L8,284.10,282.57,278.19,277.06,277.83
2015-08-21 22:20:33.210000,L8,291.12,298.16,293.25,286.68,290.46
2015-10-17 22:14:38.194000,L8,308.14,306.61,305.20,297.22,303.26
2015-10-24 22:20:52.499000,L8,308.75,309.80,303.36,296.92,303.51
2015-11-18 22:14:44.822000,L8,292.27,293.22,289.46,287.20,289.86
2015-12-20 22:14:45.217000,L8,305.68,303.07,297.66,297.24,300.09
2016-01-05 22:14:40.992000,L8,304.48,296.71,294.91,296.21,299.83
2016-02-22 22:14:30.292000,L8,280.42,267.93,272.74,275.18,273.68
2016-03-16 22:20:36.438000,L8,299.34,293.11,296.00,297.96,302.39
2016-04-26 22:14:08.933000,L8,302.30,300.66,296.84,298.30,303.42
2016-05-12 22:14:08.416000,L8,304.74,307.69,300.99,301.29,307.29
2016-06-04 22:20:28.125000,L8,307.83,315.66,300.68,302.63,314.23
2016-07-06 22:20:41.229000,L8,281.66,285.63,283.14,282.06,284.16
2016-08-16 22:14:41.427000,L8,301.51,305.52,300.66,299.61,305.16
2016-09-01 22:14:48.072000,L8,294.73,296.89,295.74,293.40,300.04
2017-01-30 22:20:50.623000,L8,287.84,283.19,286.84,283.65,287.59
2017-02-08 22:14:34.654000,L8,286.85,282.88,280.12,274.02,282.28
2017-02-15 22:20:43.526000,L8,286.72,284.54,285.30,277.40,278.43
2017-04-04 22:20:20.280000,L8,283.56,276.59,285.10,282.32,280.85
2017-04-20 22:20:11.117000,L8,301.55,303.51,302.62,298.37,303.43
2017-05-06 22:20:07.089000,L8,285.12,287.43,286.22,282.08,285.89
2017-07-02 22:14:23.696000,L8,335.54,323.32,324.15,335.14,364.60
2017-09-27 22:21:00.343000,L8,307.32,329.69,323.20,314.48,325.07
2017-10-29 22:21:05.518000,L8,300.37,306.07,303.81,298.26,302.58
2017-11-30 22:20:56.190000,L8,301.62,298.24,299.66,298.43,303.49
2018-01-01 22:20:56.342000,L8,287.74,285.68,286.61,282.05,271.15
2018-02-11 22:14:26.201000,L8,302.09,296.37,297.03,294.51,296.01
2018-02-27 22:14:19.470000,L8,298.73,294.96,299.97,293.92,299.92
2018-03-06 22:20:26.446000,L8,298.24,299.29,295.47,294.80,300.47
2018-04-16 22:13:54.370000,L8,302.01,303.96,297.03,297.77,305.25
2018-07-12 22:19:56.652000,L8,298.25,305.37,301.11,300.02,311.74
2018-07-21 22:13:49.390000,L8,296.49,301.83,296.30,297.18,313.32
2018-08-29 22:20:19.957000,L8,302.25,315.04,308.17,301.27,315.81
2018-09-07 22:14:12.130000,L8,284.89,284.96,279.22,284.51,288.36
2018-09-30 22:20:31.646000,L8,298.42,302.12,298.61,296.87,304.19
2018-11-10 22:14:32.733000,L8,300.44,301.57,298.71,296.36,303.05
2018-12-28 22:14:29.227000,L8,304.21,300.68,299.89,297.89,301.56
2019-02-05 22:20:33.244000,L8,312.02,311.18,302.61,303.43,307.21
2019-02-14 22:14:21.185000,L8,305.54,303.09,297.11,298.75,302.27
2019-02-21 22:20:30.485000,L8,302.89,294.83,296.07,298.23,303.60
2019-03-02 22:14:17.011000,L8,304.32,296.60,295.72,297.89,303.88
2019-05-28 22:20:29.609000,L8,301.52,307.04,298.10,301.39,320.10
2019-09-26 22:14:56.917000,L8,286.89,288.79,282.59,278.83,288.11
2019-11-13 22:14:57.837000,L8,315.71,317.49,317.69,302.69,316.04
2019-11-29 22:14:55.870000,L8,328.63,325.40,319.48,314.29,321.39
2020-03-04 22:14:32.767000,L8,306.34,311.46,298.40,299.89,304.57
2020-04-12 22:20:24.358000,L8,312.07,319.25,314.49,309.51,316.01
2020-05-14 22:20:12.530000,L8,312.96,317.61,308.96,308.04,317.06
2020-05-30 22:20:16.612000,L8,304.16,311.67,304.93,301.76,315.64
2020-07-01 22:20:34.636000,L8,284.83,294.17,266.14,272.28,244.61
2020-07-10 22:14:27.456000,L8,307.76,323.13,316.40,302.55,320.24
2020-07-17 22:20:40.662000,L8,287.81,286.59,276.66,279.36,286.61
2020-07-26 22:14:32.385000,L8,290.45,286.45,280.19,279.88,286.72
2020-08-27 22:14:44.105000,L8,289.39,291.94,280.55,281.51,289.24
2020-10-14 22:14:56.808000,L8,299.11,307.80,294.88,290.58,300.11
2020-11-22 22:21:06.915000,L8,298.90,300.47,295.14,293.84,301.70
2021-02-19 22:14:39.648000,L8,309.31,308.06,303.76,301.59,309.02
2021-03-30 22:20:34.287000,L8,301.49,299.97,298.03,294.47,297.08
2021-06-11 22:14:25.766000,L8,296.78,297.87,291.12,294.17,297.83
2021-06-18 22:20:38.709000,L8,281.67,287.35,264.66,281.25,287.51
2021-08-05 22:20:52.997000,L8,310.06,324.35,310.72,302.54,313.99
2021-08-14 22:14:45.391000,L8,289.07,295.07,281.48,286.87,289.59
2021-08-30 22:14:49.951000,L8,309.46,323.60,312.62,301.49,312.81
