dates,nzd0525-0000,nzd0525-0001,nzd0525-0002,nzd0525-0003,nzd0525-0004,satname
1999-08-17 22:13:37+00:00,,,285.88,293.48,279.36,L7
1999-12-16 22:07:33+00:00,282.31,282.57,275.305,286.96500000000003,277.83000000000004,L7
2000-12-18 22:05:01+00:00,302.02,284.68,308.15,301.43,312.89,L7
2001-01-03 22:05:00+00:00,293.13,285.08000000000004,302.195,295.745,298.195,L7
2002-09-10 22:08:43+00:00,286.44,275.38,290.82,288.97,,L7
2003-02-01 22:09:21+00:00,284.495,275.38,290.82,288.97,,L7
2003-08-13 21:51:32+00:00,310.9,312.26,306.78,308.69,305.07,L5
2003-08-29 21:51:49+00:00,305.73,305.99,298.695,302.13,298.845,L5
2003-10-07 21:58:35+00:00,312.37666666666667,312.5,298.695,309.37666666666667,306.2366666666667,L5
2003-12-26 21:59:30+00:00,312.37666666666667,307.9125,298.695,309.37666666666667,304.53,L5
2004-03-31 21:59:59+00:00,325.67,310.72999999999996,,323.87,313.28,L5
2004-05-02 22:00:57+00:00,,303.335,,286.66,302.0366666666667,L5
2004-05-18 22:01:26+00:00,,303.335,,300.185,304.29,L5
2004-06-12 21:55:59+00:00,289.79,302.9433333333333,,300.185,304.29,L5
2005-01-13 22:06:52+00:00,313.38,297.65,286.65,290.12,286.51,L5
2005-02-14 22:07:21+00:00,315.64,305.39,299.88,294.975,289.155,L5
2005-08-25 22:08:52+00:00,306.56,306.59,302.04,288.55,292.81,L5
2005-09-10 22:08:55+00:00,303.125,303.48,300.14,289.055,292.56,L5
2006-02-17 22:11:22+00:00,302.5366666666667,301.43666666666667,295.9866666666667,292.53333333333336,292.27,L5
2006-03-14 22:05:42+00:00,301.82500000000005,299.985,293.995,300.40999999999997,290.32,L5
2006-04-22 22:12:36+00:00,301.0266666666667,298.8833333333334,295.52666666666664,300.40999999999997,290.9866666666667,L5
2006-06-25 22:13:31+00:00,300.82,300.8175,296.41499999999996,302.43333333333334,295.065,L5
2006-07-27 22:13:58+00:00,299.592,300.95799999999997,294.98199999999997,300.62,293.12399999999997,L5
2006-09-13 22:14:35+00:00,298.8275,303.72249999999997,298.52,300.83000000000004,294.9933333333333,L5
2006-11-25 22:09:07+00:00,298.62666666666667,312.11749999999995,298.49666666666667,300.83000000000004,302.64,L5
2011-02-08 22:04:35+00:00,305.65,302.16,293.8,303.89,304.14,L5
2013-05-11 22:22:42+00:00,285.06,281.29,281.81,277.01,273.17,L8
2013-06-05 22:16:38+00:00,298.235,300.98,301.77,290.21500000000003,291.75,L8
2013-07-07 22:16:35+00:00,291.29333333333335,294.47,292.18333333333334,284.4633333333333,286.3933333333334,L8
2013-07-23 22:16:34+00:00,292.8275,297.7075,293.765,287.695,289.68,L8
2013-10-02 22:22:40+00:00,293.78200000000004,297.448,295.232,289.66999999999996,292.256,L8
2013-10-11 22:16:29+00:00,293.58833333333337,296.8616666666667,295.13,290.18333333333334,292.40333333333336,L8
2013-11-19 22:22:25+00:00,296.6316666666667,300.61,299.0166666666667,293.8,295.84,L8
2014-02-23 22:21:32+00:00,297.925,297.805,299.4825,295.90999999999997,296.2875,L8
2014-04-21 22:14:29+00:00,308.46333333333337,307.35999999999996,308.0133333333333,305.33666666666664,304.65000000000003,L8
2014-05-30 22:20:22+00:00,301.1366666666667,299.75,301.6066666666666,299.38,299.75,L8
2014-07-17 22:20:39+00:00,296.3025,296.27750000000003,297.8075,295.1675,295.74,L8
2014-08-02 22:20:46+00:00,294.058,294.566,295.07399999999996,293.12399999999997,293.916,L8
2014-08-11 22:14:39+00:00,294.5366666666667,295.77000000000004,295.62833333333333,293.96,295.00333333333333,L8
2014-08-18 22:20:51+00:00,295.9271428571429,297.9642857142857,298.03428571428566,296.11571428571426,299.7357142857143,L8
2014-09-19 22:20:54+00:00,295.8014285714286,298.32428571428574,298.90285714285716,296.8,300.56142857142856,L8
2015-01-02 22:14:38+00:00,294.48333333333335,296.7816666666667,296.91600000000005,294.814,300.068,L8
2015-04-15 22:20:10+00:00,293.6,290.405,287.88,279.82,274.51,L8
2015-05-01 22:20:00+00:00,298.2066666666667,298.3,287.88,291.435,274.51,L8
2015-07-29 22:14:13+00:00,292.3933333333334,294.29999999999995,283.03499999999997,286.6433333333334,276.16999999999996,L8
2015-08-21 22:20:33+00:00,292.07500000000005,295.265,286.44,286.65250000000003,280.93333333333334,L8
2015-10-17 22:14:38+00:00,297.695,300.35749999999996,292.2133333333333,291.00250000000005,290.51666666666665,L8
2015-10-24 22:20:52+00:00,299.906,302.246,295.0,292.18600000000004,293.765,L8
2016-02-22 22:14:30+00:00,299.1033333333333,294.78000000000003,293.76666666666665,289.77333333333337,293.48333333333335,L8
2016-03-16 22:20:36+00:00,299.16249999999997,294.3625,294.325,291.82,295.71,L8
2016-04-26 22:14:08+00:00,294.02000000000004,287.23333333333335,288.52666666666664,290.47999999999996,293.16333333333336,L8
2016-05-12 22:14:08+00:00,296.70000000000005,292.34749999999997,291.6425,293.1825,296.695,L8
2016-06-04 22:20:28+00:00,298.92600000000004,297.01,293.45,295.072,300.202,L8
2016-07-06 22:20:41+00:00,296.04833333333335,295.11333333333334,291.7316666666666,292.90333333333336,297.52833333333336,L8
2016-08-16 22:14:41+00:00,296.8285714285715,296.59999999999997,293.00714285714287,293.8614285714285,298.61857142857144,L8
2017-04-04 22:20:20+00:00,283.56,276.59,285.1,282.32,280.85,L8
2017-04-20 22:20:11+00:00,292.555,290.04999999999995,293.86,290.345,292.14,L8
2017-05-06 22:20:07+00:00,290.07666666666665,289.1766666666667,291.31333333333333,287.59,290.0566666666667,L8
2017-09-27 22:21:00+00:00,294.3875,299.305,299.285,294.3125,298.81,L8
2018-02-27 22:14:19+00:00,303.025,312.325,311.58500000000004,304.20000000000005,312.495,L8
2018-03-06 22:20:26+00:00,301.43,307.98,306.21333333333337,301.06666666666666,308.4866666666667,L8
2018-04-16 22:13:54+00:00,299.66,299.4033333333333,297.49,295.49666666666667,301.88000000000005,L8
2018-07-12 22:19:56+00:00,299.3075,300.895,298.395,296.6275,304.345,L8
2018-07-21 22:13:49+00:00,298.744,301.082,297.976,296.738,306.14,L8
2018-08-29 22:20:19+00:00,299.448,305.09799999999996,299.616,298.20799999999997,309.31800000000004,L8
2018-09-07 22:14:12+00:00,296.778,302.23199999999997,296.366,296.15,306.896,L8
2018-09-30 22:20:31+00:00,297.0516666666667,302.2133333333333,296.74,296.27,306.445,L8
2018-12-28 22:14:29+00:00,297.41833333333335,301.6666666666667,296.682,295.96999999999997,306.684,L8
2019-02-05 22:20:33+00:00,300.358,302.796,297.15250000000003,296.52,303.89250000000004,L8
2019-02-21 22:20:30+00:00,300.78000000000003,301.4683333333333,296.93600000000004,296.86199999999997,303.834,L8
2019-05-28 22:20:29+00:00,305.15999999999997,303.4325,298.9266666666667,301.0166666666667,310.30333333333334,L8
2019-09-26 22:14:56+00:00,294.205,297.915,290.345,290.11,304.105,L8
2020-04-12 22:20:24+00:00,312.07,319.25,314.49,309.51,316.01,L8
2020-05-14 22:20:12+00:00,312.515,318.43,311.725,308.775,316.53499999999997,L8
2020-05-30 22:20:16+00:00,309.73,316.1766666666667,309.46,306.43666666666667,316.2366666666667,L8
2020-07-01 22:20:34+00:00,303.505,310.675,298.63,297.8975,316.2366666666667,L8
2020-07-10 22:14:27+00:00,304.356,313.166,302.184,298.828,317.2375,L8
2020-07-17 22:20:40+00:00,301.5983333333333,308.7366666666667,297.93,295.5833333333333,311.11199999999997,L8
2020-07-26 22:14:32+00:00,300.0057142857143,305.55285714285714,295.3957142857143,293.34000000000003,307.0466666666667,L8
2020-08-27 22:14:44+00:00,298.67875,303.85125,293.54,291.86125,304.5028571428571,L8
2020-10-14 22:14:56+00:00,297.05875,302.42,291.08875,289.495,302.2314285714286,L8
2021-03-30 22:20:34+00:00,300.3,303.885,294.88,290.58,300.11,L8
2021-06-11 22:14:25+00:00,299.135,298.92,291.12,294.17,297.83,L8
2021-06-18 22:20:38+00:00,293.31333333333333,295.06333333333333,277.89,287.71000000000004,292.66999999999996,L8
2021-08-05 22:20:52+00:00,297.5,302.385,288.8333333333333,292.65333333333336,299.77666666666664,L8
2021-08-14 22:14:45+00:00,295.81399999999996,300.922,286.995,291.2075,297.23,L8
2021-08-30 22:14:49+00:00,298.0883333333333,304.70166666666665,292.12,293.264,300.346,L8
2021-11-02 22:15:01+00:00,300.08666666666664,308.75,295.3616666666667,295.33166666666665,303.47499999999997,L8
2021-12-12 22:14:55+00:00,302.27833333333336,312.0166666666667,297.42833333333334,296.3833333333333,305.69,L9
2022-01-28 22:20:55+00:00,308.74333333333334,317.12666666666667,304.3666666666667,301.02500000000003,309.64000000000004,L8
2022-02-06 22:14:44+00:00,307.6766666666667,313.43833333333333,301.7716666666667,299.77000000000004,306.785,L8
2022-02-13 22:20:52+00:00,313.39000000000004,317.165,306.26500000000004,304.05,311.08166666666665,L8
2022-02-22 22:14:38+00:00,310.7914285714286,313.1614285714286,303.34714285714284,302.29571428571427,308.46999999999997,L8
2022-03-01 22:20:48+00:00,311.49857142857144,311.3085714285714,302.2914285714286,302.73142857142864,308.46,L8
2022-05-04 22:20:37+00:00,311.82142857142856,309.95428571428573,301.09285714285716,302.67,308.19571428571425,L8
2022-06-05 22:20:51+00:00,309.6375,308.39625,299.76,301.73125000000005,307.08625,L8
2022-06-21 22:21:00+00:00,308.15875000000005,306.69374999999997,298.82125,301.20500000000004,305.9875,L8
2022-07-15 22:20:36+00:00,306.62333333333333,305.52555555555557,297.7311111111111,300.29,304.41555555555556,L9
2022-07-23 22:21:07+00:00,306.437,305.806,297.678,300.51000000000005,305.36400000000003,L8
2022-07-31 22:20:51+00:00,302.617,302.839,293.79,298.244,302.45300000000003,L9
2022-08-08 22:21:16+00:00,303.085,304.12299999999993,294.688,299.536,304.466,L8
2022-08-09 22:14:46+00:00,302.5863636363636,303.3181818181818,294.27727272727276,299.20363636363635,303.22818181818184,L9
2022-08-25 22:14:50+00:00,301.803,304.486,294.844,299.151,304.152,L9
2022-09-10 22:14:51+00:00,300.149,303.629,293.63,298.157,302.852,L9
2023-02-01 22:15:05+00:00,301.794,301.54200000000003,291.11199999999997,298.48999999999995,297.798,L9
2023-02-17 22:15:01+00:00,304.4925,301.62,290.325,297.9625,297.77,L9
2023-02-24 22:21:03+00:00,302.645,295.73749999999995,286.5025,295.5725,292.875,L9
2023-03-12 22:20:56+00:00,304.2366666666667,293.62999999999994,281.4475,292.25749999999994,284.58,L9
2023-04-13 22:20:38+00:00,307.40500000000003,298.7425,286.224,294.94399999999996,290.4,L9
2023-04-14 22:14:09+00:00,306.19,299.092,287.39000000000004,294.96999999999997,291.49833333333333,L8
2023-05-23 22:20:05+00:00,302.9866666666667,297.75166666666667,283.47285714285715,293.49285714285713,290.7628571428572,L8
2023-06-16 22:20:06+00:00,299.85714285714283,296.2542857142857,283.42875000000004,292.69624999999996,289.9475,L9
2023-06-24 22:20:18+00:00,299.85714285714283,296.2542857142857,281.9555555555555,291.1166666666666,288.75,L8
2023-07-10 22:20:29+00:00,297.3675,295.27,282.386,288.495,288.529,L8
2023-07-27 22:14:14+00:00,296.8855555555556,295.9566666666667,282.9281818181818,288.69545454545454,289.21363636363634,L9
2023-08-27 22:20:47+00:00,293.7485714285714,297.44428571428574,283.8977777777778,286.6455555555556,289.9722222222223,L8
2023-09-04 22:20:46+00:00,295.62625,300.59000000000003,286.517,288.34299999999996,292.382,L9
2023-12-09 22:21:02+00:00,300.27833333333336,303.52833333333336,293.8471428571429,290.63,297.9485714285714,L9
2024-02-19 22:20:51+00:00,310.59000000000003,299.7025,300.7425,300.53000000000003,306.8725,L8
2024-03-22 22:20:30+00:00,311.4166666666667,288.5366666666667,294.01666666666665,298.8966666666667,296.28666666666663,L8
2024-04-24 22:14:13+00:00,312.835,294.9175,296.8175,300.58000000000004,301.49,L9
2024-05-26 22:13:59+00:00,310.168,294.75600000000003,295.148,299.524,301.12199999999996,L9
2024-06-03 22:13:41+00:00,309.55833333333334,295.83666666666664,295.39666666666665,300.1816666666667,302.9316666666667,L8
2024-06-10 22:19:52+00:00,302.355,291.27666666666664,290.055,296.74666666666667,296.92333333333335,L8
2024-06-18 22:19:55+00:00,306.5314285714286,298.0842857142857,295.3285714285715,301.6771428571429,303.28000000000003,L9
2024-06-19 22:13:49+00:00,306.315,298.21999999999997,295.33875,301.32875,304.58500000000004,L8
2024-06-26 22:20:04+00:00,303.4088888888889,297.1722222222222,293.7988888888889,299.72,303.0233333333333,L8
2024-07-04 22:20:03+00:00,303.057,297.305,293.836,299.35900000000004,303.434,L9
2024-07-12 22:20:12+00:00,304.50272727272727,299.5009090909091,295.58090909090913,300.5345454545455,305.36727272727273,L8
2024-07-13 22:14:02+00:00,304.26916666666665,299.19916666666666,295.1225,300.06583333333333,305.45250000000004,L9
2024-08-05 22:20:18+00:00,303.87615384615384,298.96230769230766,294.9369230769231,299.8553846153846,305.42538461538464,L9
2024-08-13 22:20:26+00:00,304.92214285714283,300.38714285714286,296.1257142857143,300.5971428571429,306.725,L8
2024-08-30 22:14:23+00:00,306.4385714285714,304.7035714285715,298.4535714285715,301.7521428571429,308.8164285714286,L9
2024-09-07 22:14:30+00:00,307.51533333333333,306.22266666666667,299.66066666666666,302.71333333333337,310.0846666666667,L8
2024-09-22 22:20:32+00:00,308.8553333333333,308.25333333333333,301.434,303.9206666666667,313.072,L9
2024-10-16 22:20:51+00:00,308.545,307.64625,301.085625,303.34000000000003,312.79249999999996,L8
2024-10-24 22:20:57+00:00,308.7,308.12625,301.56874999999997,303.58000000000004,313.00125,L9
2025-04-10 22:20:22+00:00,308.18333333333334,304.15333333333336,300.65333333333336,299.6766666666667,309.8433333333333,L8
2025-05-04 22:20:29+00:00,303.68499999999995,295.58000000000004,295.28999999999996,298.105,303.20000000000005,L9
2025-05-05 22:14:00+00:00,310.17,303.1933333333333,303.35999999999996,304.16333333333336,310.92333333333335,L8
2025-06-05 22:20:11+00:00,315.6525,309.18,308.72249999999997,309.575,316.46750000000003,L9
2025-06-14 22:14:10+00:00,317.28000000000003,312.146,310.714,311.568,318.692,L9
2025-06-22 22:14:19+00:00,312.5366666666667,308.3516666666667,307.335,308.74333333333334,318.692,L8
2025-06-29 22:20:32+00:00,313.6771428571428,311.2485714285714,308.93142857142857,309.89,320.245,L8
2025-06-30 22:14:19+00:00,312.7625,310.92,307.5725,309.25874999999996,319.04714285714283,L9
2025-07-07 22:20:30+00:00,310.7522222222222,309.1,305.4533333333333,307.8288888888889,317.02375,L9
2025-07-16 22:14:24+00:00,309.515,307.98,304.425,307.315,316.10333333333335,L9
2025-07-23 22:20:39+00:00,309.2336363636364,307.8809090909091,304.34363636363634,307.09,316.024,L9
2025-08-25 22:14:39+00:00,308.4575,307.165,303.22499999999997,306.025,315.23454545454547,L8
2025-09-02 22:14:47+00:00,309.4323076923077,307.9753846153846,304.1569230769231,306.65923076923076,315.89833333333337,L9
2025-10-11 22:21:09+00:00,310.6046153846154,309.51153846153846,305.5984615384615,307.90923076923076,317.46416666666664,L9
