dates,nzd0481-0000,nzd0481-0001,nzd0481-0002,nzd0481-0003,nzd0481-0004,nzd0481-0005,nzd0481-0006,nzd0481-0008,nzd0481-0007,satname
1999-08-26 22:07:08+00:00,,,272.21,,,280.15,,289.81,,L7
1999-12-16 22:07:33+00:00,,,275.41999999999996,261.78,,286.79499999999996,,288.925,,L7
2000-05-08 22:06:44+00:00,,,275.88,265.62,281.89,293.44,,288.04,,L7
2000-05-24 22:06:10+00:00,292.93,269.81,282.82666666666665,273.2133333333333,292.625,273.90999999999997,,303.70500000000004,320.21,L7
2000-06-25 22:06:19+00:00,291.805,269.35,299.71,288.09,304.3533333333333,254.38,339.01,319.37,330.30499999999995,L7
2000-07-27 22:05:48+00:00,291.805,279.50666666666666,307.83,296.855,310.2825,254.38,342.5,319.37,337.43666666666667,L7
2000-08-12 22:05:41+00:00,294.94,291.5625,313.5,303.558,314.454,254.38,342.91333333333336,319.37,335.35249999999996,L7
2000-09-20 22:10:50+00:00,293.2825,291.5625,313.5,303.558,314.454,265.0,342.91333333333336,303.075,324.848,L7
2000-12-18 22:05:01+00:00,300.0275,304.28000000000003,331.685,321.68,328.2075,275.62,341.6,286.78,324.784,L7
2001-01-03 22:05:00+00:00,301.0025,309.555,321.7875,317.47,313.4375,276.59000000000003,331.77,297.995,316.51800000000003,L7
2001-02-20 22:04:36+00:00,296.475,297.24333333333334,295.66333333333336,299.29,280.36,273.42,307.18333333333334,297.995,290.8075,L7
2001-04-09 22:04:41+00:00,300.895,297.24333333333334,295.66333333333336,299.29,280.36,272.32,311.225,309.21,293.4666666666667,L7
2001-07-14 22:03:57+00:00,294.54499999999996,281.06,268.885,263.13,246.54,267.08,301.2266666666667,298.44,278.025,L7
2001-08-15 22:03:02+00:00,295.59,280.745,268.885,253.58333333333334,241.315,257.655,302.7625,298.44,287.1033333333333,L7
2002-03-11 22:03:07+00:00,,269.14,307.08,286.53,255.49,292.72,296.99,295.74,299.06,L7
2002-12-08 22:02:51+00:00,292.5,285.65,,295.63,269.67,292.46,297.53,,291.07,L7
2003-08-13 21:51:08+00:00,328.71,332.21,332.17,327.46,336.45,337.02,338.49,348.23,339.71,L5
2003-09-14 21:51:42+00:00,328.71,332.21,332.17,327.46,336.45,337.02,338.49,357.28499999999997,348.725,L5
2003-10-16 21:52:08+00:00,328.71,332.21,332.17,327.46,336.45,344.075,346.985,357.28499999999997,349.08,L5
2003-11-17 21:52:57+00:00,328.71,332.21,332.17,327.46,336.45,351.6933333333333,346.985,354.6266666666667,352.125,L5
2003-12-10 21:58:53+00:00,328.71,332.21,332.17,327.46,336.705,350.58,346.31333333333333,354.6266666666667,349.95,L5
2004-01-20 21:53:24+00:00,313.455,326.775,332.95000000000005,322.335,331.7133333333333,343.73400000000004,340.1175,348.1975,347.3616666666667,L5
2004-06-12 21:55:59+00:00,298.2,304.745,327.67,312.095,322.1,318.82500000000005,315.03999999999996,334.95500000000004,330.85,L5
2004-07-30 21:57:15+00:00,,300.975,324.38,314.995,328.08500000000004,329.435,320.475,344.565,327.86,L5
2004-08-15 21:57:13+00:00,,299.8633333333333,321.88666666666666,315.93,325.92,327.28000000000003,319.55333333333334,341.69,326.73,L5
2004-10-18 21:58:47+00:00,,299.8633333333333,329.595,323.055,329.97749999999996,332.24,326.3225,346.81,331.5475,L5
2005-07-08 22:08:03+00:00,,327.65,335.42,325.76,329.74,,,,,L5
2005-10-05 22:02:41+00:00,,327.65,335.42,325.76,329.74,,,354.39,356.53,L5
2006-10-08 22:08:40+00:00,290.23,,,,,,,,,L5
2006-10-24 22:08:26+00:00,290.23,,,,,,,350.74,347.8,L5
2006-12-11 22:09:16+00:00,315.73,341.82,346.71,321.49,,,,350.74,347.8,L5
2007-09-09 22:07:21+00:00,,,,,,,352.7,362.08,350.82,L5
2007-09-16 22:13:28+00:00,,,,343.42,340.04,345.23,349.22,366.145,355.93,L5
2008-11-14 21:57:28+00:00,,,,,,,354.92,363.9,354.36,L5
2010-12-22 22:04:05+00:00,339.34,340.13,349.18,341.59,344.27,344.61,345.09,337.7,335.1,L5
2011-02-15 22:10:22+00:00,339.34,340.13,349.18,341.59,344.27,348.185,349.66999999999996,351.47,346.73,L5
2013-05-11 22:22:18+00:00,,339.94,,,,349.19,348.72,,345.23,L8
2013-06-05 22:16:15+00:00,302.25,339.94,,,,349.19,348.72,323.13,345.23,L8
2013-06-28 22:22:20+00:00,302.25,339.94,321.83,305.44,316.33,332.35,333.97,334.935,334.26,L8
2013-07-07 22:16:11+00:00,303.365,329.37,325.53499999999997,309.19,321.145,331.56333333333333,332.92333333333335,334.935,333.40333333333336,L8
2013-07-23 22:16:10+00:00,302.6666666666667,329.37,323.16333333333336,305.95,318.7133333333333,326.83,328.045,339.37,329.325,L8
2013-08-31 22:22:26+00:00,302.6666666666667,332.07666666666665,323.16333333333336,314.12,324.8225,330.354,332.18,339.37,333.284,L8
2013-09-25 22:16:04+00:00,307.1675,331.8925,325.94,317.54,326.948,332.215,335.12166666666667,342.935,334.555,L8
2013-10-11 22:16:29+00:00,307.1675,328.954,325.11,316.62166666666667,326.948,332.215,335.12166666666667,342.935,334.555,L8
2013-10-27 22:15:55+00:00,307.04,327.75666666666666,325.40500000000003,316.64142857142855,326.6066666666666,331.5128571428572,334.13,342.935,333.45285714285717,L8
2013-11-19 22:22:01+00:00,308.41333333333336,325.405,326.6685714285714,317.71625,326.6066666666666,328.56666666666666,332.5185714285714,344.884,331.6742857142857,L8
2014-02-23 22:21:08+00:00,314.16,326.726,329.29749999999996,324.776,334.49999999999994,337.7566666666667,345.262,353.15500000000003,342.074,L8
2014-03-20 22:14:37+00:00,312.5275,323.056,330.038,322.04,329.39,331.09999999999997,340.832,353.15500000000003,338.496,L8
2014-03-27 22:20:37+00:00,308.24249999999995,318.11,328.98,319.745,326.36,317.6566666666667,333.336,336.33000000000004,332.25,L8
2014-05-30 22:19:58+00:00,305.5799999999999,312.875,333.0,335.245,327.82,312.83500000000004,333.68666666666667,319.98,333.8766666666666,L8
2014-07-01 22:20:10+00:00,305.5799999999999,315.32666666666665,333.12,329.8566666666666,327.995,321.59333333333336,334.115,338.655,336.17,L8
2014-08-11 22:14:39+00:00,312.22999999999996,317.7475,332.6166666666667,327.195,327.70666666666665,324.0375,334.07399999999996,338.655,336.206,L8
2014-08-27 22:14:17+00:00,313.53249999999997,320.12600000000003,333.175,326.678,327.6025,328.086,330.024,338.655,332.242,L8
2014-09-03 22:20:30+00:00,313.532,321.1016666666667,333.526,326.61833333333334,327.594,328.7,331.15333333333336,343.6133333333333,332.80333333333334,L8
2014-09-19 22:20:30+00:00,315.798,321.9166666666667,333.216,326.35499999999996,328.254,330.715,332.9816666666666,345.0,334.1566666666667,L8
2014-09-28 22:14:20+00:00,321.16999999999996,327.04333333333335,334.73,327.8542857142857,330.2716666666667,338.7183333333333,339.2133333333333,353.34,340.75000000000006,L8
2014-11-06 22:20:37+00:00,319.44166666666666,327.27571428571434,335.28000000000003,328.06,329.38142857142856,337.73857142857145,339.17285714285714,353.34,339.5385714285714,L8
2014-11-15 22:14:49+00:00,318.03999999999996,326.7025,334.91125,327.21888888888884,328.4175,336.225,337.905,350.9275,338.16125,L8
2014-12-24 22:20:29+00:00,316.20125,325.38666666666666,334.91125,316.6611111111111,328.4175,336.225,337.905,348.644,336.53333333333336,L8
2015-01-18 22:14:12+00:00,313.91999999999996,323.79999999999995,335.15000000000003,312.04333333333335,328.45285714285717,333.14,335.52875,343.566,333.5155555555555,L8
2015-02-10 22:20:14+00:00,311.6033333333333,323.4866666666666,334.44,311.78,327.57,331.77,334.27375,342.9066666666667,332.30888888888893,L8
2015-02-19 22:14:01+00:00,310.707,323.537,334.43,312.335,327.42375,331.0522222222222,333.26444444444445,342.9066666666667,331.66999999999996,L8
2015-02-26 22:20:10+00:00,309.817,323.645,334.66375000000005,313.001,328.50374999999997,329.93,333.1744444444445,343.47285714285715,331.585,L8
2015-03-07 22:13:53+00:00,309.358,323.3855555555555,335.67375,311.5211111111111,328.6385714285714,331.1966666666667,335.31888888888886,341.7966666666666,331.1377777777777,L8
2015-04-15 22:19:46+00:00,307.09333333333336,321.815,334.8885714285714,309.11875,326.2816666666667,329.855,333.51624999999996,341.32166666666666,328.68,L8
2015-05-01 22:19:36+00:00,307.822,321.24333333333334,332.68375,309.06111111111113,323.9057142857143,328.76,332.40999999999997,340.1242857142857,328.20777777777784,L8
2015-07-04 22:19:50+00:00,307.78000000000003,315.1242857142857,329.77571428571434,311.83714285714285,322.21999999999997,327.70375,330.38874999999996,343.6116666666667,327.70714285714286,L8
2015-07-29 22:14:13+00:00,309.79833333333335,318.79714285714283,331.3625,320.32428571428574,323.97285714285715,330.97125,333.28625,350.25666666666666,331.93857142857144,L8
2015-08-21 22:20:09+00:00,315.2,319.6383333333333,332.3128571428571,323.34,325.77500000000003,334.5785714285715,337.1714285714285,353.19,337.4016666666667,L8
