dates,satname,nzd0481-0000,nzd0481-0001,nzd0481-0002,nzd0481-0003,nzd0481-0004,nzd0481-0005,nzd0481-0006,nzd0481-0007,nzd0481-0008
1999-08-26 22:07:08.722000,L7,328.76,333.05,336.90,326.12,334.26,344.03,350.00,330.43,294.27
1999-08-26 22:07:32.686000,L7,329.78,334.50,337.52,326.65,337.62,347.68,352.73,344.23,351.59
1999-10-13 22:07:12.582000,L7,335.52,328.90,326.25,317.43,322.86,323.71,337.43,318.40,333.64
1999-12-16 22:07:09.748000,L7,,316.19,315.97,304.42,320.71,304.49,311.95,309.18,319.08
1999-12-16 22:07:33.708000,L7,,315.77,315.37,305.28,319.60,303.82,311.72,307.77,318.93
2000-03-21 22:06:49.022000,L7,373.20,313.22,351.78,311.93,325.27,334.20,345.41,345.17,390.32
2000-05-08 22:06:44.900000,L7,329.56,328.72,354.69,381.40,379.87,372.12,350.56,361.58,370.48
2000-06-25 22:05:55.844000,L7,299.07,278.50,342.47,314.19,339.93,347.03,340.90,354.38,371.10
2000-06-25 22:06:19.852000,L7,301.98,281.46,345.22,322.94,346.74,350.22,371.61,359.14,372.50
2000-07-11 22:06:05.496000,L7,302.12,281.38,320.71,313.16,325.69,325.01,305.96,329.37,348.30
2000-08-12 22:05:17.927000,L7,328.75,344.59,346.11,361.22,378.17,379.68,371.53,366.59,374.61
2000-08-12 22:05:41.803000,L7,319.12,340.65,347.44,333.29,349.03,376.46,370.67,365.09,373.85
2000-12-18 22:04:37.758000,L7,335.53,336.91,344.85,342.67,342.96,348.65,354.99,364.10,359.04
2000-12-18 22:05:01.704000,L7,346.19,347.93,356.59,352.86,352.10,357.60,366.13,374.20,367.87
2001-01-03 22:04:36.218000,L7,300.85,299.41,301.59,298.02,273.26,278.66,305.53,305.82,306.20
2001-01-03 22:05:00.181000,L7,351.88,357.94,369.55,363.99,373.05,370.29,369.49,366.70,366.17
2001-02-20 22:04:36.568000,L7,288.33,284.98,271.69,292.19,,,,,
2001-02-20 22:05:00.525000,L7,297.19,304.80,278.56,299.03,263.92,,,,
2001-04-09 22:04:17.927000,L7,330.64,377.13,391.31,387.67,383.04,,392.22,384.25,390.83
2001-04-09 22:04:41.882000,L7,334.30,380.42,397.27,390.06,388.29,,,,
2001-07-14 22:03:33.580000,L7,306.34,280.10,392.02,393.61,391.35,388.58,,,
2001-07-14 22:03:57.537000,L7,297.78,271.91,385.56,386.10,388.09,382.92,,,
2001-08-15 22:03:26.328000,L7,314.56,287.42,,,,,,,
2002-04-12 22:03:01.345000,L7,319.66,362.43,372.88,372.40,367.48,387.53,392.31,385.28,379.08
2002-05-14 22:03:19.418000,L7,323.54,349.91,368.88,362.96,360.50,390.06,394.85,377.19,377.01
2002-06-15 22:03:07.576000,L7,303.81,275.40,322.99,297.44,319.79,,309.84,327.85,357.12
2002-11-22 22:02:45.529000,L7,375.29,384.10,387.05,382.71,386.88,390.79,392.02,387.68,389.98
2002-12-08 22:02:51.522000,L7,339.41,344.31,322.04,321.17,333.20,329.00,324.98,316.66,338.61
2003-08-13 21:51:08.818000,L5,339.57,343.57,343.73,339.44,348.67,348.13,349.85,350.50,353.88
2003-08-29 21:51:49.928000,L5,347.89,357.77,366.92,365.08,383.99,392.41,377.02,370.24,376.08
2003-09-14 21:51:42.461000,L5,369.11,369.33,377.18,369.03,369.09,373.24,374.85,369.47,371.23
2003-10-16 21:52:08.058000,L5,337.04,324.06,322.76,317.67,322.67,305.18,317.47,311.33,308.44
2003-11-17 21:52:33.290000,L5,376.71,377.21,381.75,373.32,379.33,382.92,381.97,378.91,360.29
2003-11-17 21:52:57.120000,L5,372.79,372.64,375.72,369.28,373.55,376.95,377.57,371.07,354.70
2003-12-10 21:58:53.775000,L5,,,343.18,330.70,328.58,330.68,338.28,332.45,341.72
2004-01-20 21:53:24.777000,L5,323.24,336.26,347.26,332.30,336.17,331.03,335.84,347.92,339.76
2004-05-27 21:55:06.972000,L5,,,,,,,,317.56,320.40
2004-06-12 21:55:35.599000,L5,351.81,362.03,377.52,361.87,370.67,370.96,371.57,371.41,374.07
2004-06-12 21:55:59.429000,L5,312.20,293.55,317.30,310.32,327.50,323.31,294.84,332.01,343.01
2004-06-28 21:56:04.477000,L5,360.25,372.05,386.06,375.26,370.91,389.40,382.65,388.17,385.88
2004-06-28 21:56:28.308000,L5,350.12,354.84,370.05,362.43,359.31,379.08,369.73,373.89,373.30
2004-07-30 21:56:51.838000,L5,333.28,321.09,337.17,331.21,343.49,343.03,336.55,335.69,346.79
2004-07-30 21:57:15.668000,L5,331.91,322.05,336.22,333.03,344.11,345.81,341.25,337.27,351.27
2004-08-15 21:57:13.549000,L5,334.39,304.56,324.36,325.72,329.82,326.69,322.34,331.85,340.72
2004-08-15 21:57:37.379000,L5,333.64,305.47,325.05,327.39,331.44,329.43,326.34,333.24,342.46
2004-10-18 21:58:47.729000,L5,369.34,361.51,365.27,357.46,354.89,359.71,359.08,357.53,366.99
2004-10-18 21:59:11.702000,L5,371.00,365.76,367.92,359.59,356.14,363.44,361.79,359.55,371.29
2005-01-13 22:06:28.954000,L5,308.99,317.77,325.31,307.74,306.39,308.00,315.87,,
2005-02-07 22:01:03.020000,L5,355.99,361.04,380.13,387.81,390.35,375.13,342.88,339.42,322.64
2005-03-11 22:01:07.710000,L5,343.66,344.62,353.59,339.42,336.97,344.17,340.99,341.86,329.11
2005-03-11 22:01:31.683000,L5,340.14,341.01,350.33,334.53,333.31,339.17,336.18,336.57,323.04
2005-04-12 22:01:42.862000,L5,338.32,346.17,354.91,340.96,343.58,338.61,341.36,348.26,337.55
2005-04-19 22:07:31.266000,L5,332.52,324.53,333.35,321.77,324.08,322.53,328.09,328.91,327.19
2005-05-05 22:07:37.767000,L5,363.63,370.74,377.94,367.02,374.04,366.29,357.97,353.32,357.26
2005-07-08 22:08:03.465000,L5,336.82,337.33,345.25,336.34,340.61,,,,
2005-09-19 22:02:44.739000,L5,363.34,359.94,365.18,361.23,365.75,357.56,358.84,346.49,339.10
2005-10-05 22:02:17.195000,L5,364.17,367.57,375.45,369.51,367.78,374.18,374.60,367.13,362.50
2005-10-05 22:02:41.026000,L5,364.92,368.74,376.15,370.67,368.74,375.82,375.66,368.55,362.79
2005-11-06 22:02:22.875000,L5,374.31,371.85,379.82,368.60,366.63,377.14,372.56,369.04,380.90
