dates,nzd0322-0000,nzd0322-0001,nzd0322-0002,nzd0322-0003,nzd0322-0004,nzd0322-0005,nzd0322-0006,nzd0322-0007,nzd0322-0010,nzd0322-0011,nzd0322-0012,nzd0322-0013,nzd0322-0008,nzd0322-0009,satname
2001-01-10 22:09:39+00:00,,231.36,220.53,191.94,,,,,,,,321.09,,,L7
2001-11-03 22:01:22+00:00,,,,,,,,,,254.04,,302.92,,,L7
2002-10-05 22:00:43+00:00,,,,,,,,,,221.15,260.22,274.46,,,L7
2003-09-05 21:56:31+00:00,,,,,,,,,,,244.1,237.6,,,L5
2003-10-23 21:57:12+00:00,210.8,197.7,213.35,202.39,,,,,,,257.625,257.21,,,L5
2004-05-18 21:59:50+00:00,,,,,,,,,,229.64,274.72,273.94,,,L5
2004-10-02 21:57:14+00:00,213.02,202.33,225.58,214.52,,,,,,229.64,274.72,273.94,,,L5
2005-02-14 22:05:45+00:00,213.02,202.33,225.58,214.52,,,,,,,242.49,250.37,,,L5
2005-09-19 22:01:08+00:00,287.51,254.49,273.18,271.67,,223.8,257.14,270.06,285.57,275.5,299.33,,,275.26,L5
2005-11-22 22:01:34+00:00,284.28499999999997,255.26500000000001,266.28999999999996,258.68,,223.8,257.14,270.06,283.08,282.86,300.79499999999996,,,261.855,L5
2006-08-21 22:06:31+00:00,283.16,237.54,254.6,262.82,268.42,,244.18,263.99,262.37,251.71,280.2,,,267.16,L5
2006-09-22 22:06:54+00:00,283.16,237.54,254.6,262.82,268.42,,244.18,263.99,262.37,251.71,264.805,254.32,,267.16,L5
2006-10-24 22:07:14+00:00,278.03,246.79000000000002,259.255,263.895,265.175,239.06,258.57500000000005,269.515,278.245,270.44,275.78333333333336,281.685,,274.21500000000003,L5
2006-10-31 22:13:29+00:00,263.09999999999997,231.09666666666666,247.04333333333338,247.01333333333332,265.175,239.06,258.57500000000005,269.515,278.245,269.36333333333334,278.9475,280.7633333333333,,274.21500000000003,L5
2006-12-11 22:08:04+00:00,263.09999999999997,231.09666666666666,247.04333333333338,247.01333333333332,265.175,239.06,258.57500000000005,269.515,278.245,269.36333333333334,273.86199999999997,277.255,,274.21500000000003,L5
2007-09-09 22:06:09+00:00,264.74,223.15,245.64,243.45,208.09,,,,252.76,262.94,278.97,292.76,,,L5
2008-10-29 21:56:36+00:00,256.59,223.84,265.2,261.91,222.67,,,,256.91,264.68,277.18,293.52,,,L5
2009-01-24 22:04:30+00:00,255.105,230.91,258.765,257.305,202.89,,,,259.405,268.8,284.185,299.345,,,L5
2011-01-07 22:02:56+00:00,262.54,248.2,256.3,256.45,222.92,,,,270.41,275.62,290.93,307.3,,247.76,L5
2011-01-23 22:02:56+00:00,271.6,249.39999999999998,259.125,257.325,232.36,,237.49,241.04,275.435,277.70500000000004,293.275,311.155,265.04,254.69,L5
2011-02-15 22:09:10+00:00,267.21000000000004,246.6,258.32,251.95333333333335,232.36,,237.49,241.04,271.37666666666667,274.92,292.82666666666665,309.3566666666666,265.04,254.69,L5
2011-03-28 22:02:50+00:00,265.46500000000003,238.565,253.7775,249.215,232.36,,237.49,241.04,264.57,268.55,286.9425,304.775,265.04,254.69,L5
2013-09-16 22:21:09+00:00,300.79,247.26,272.67,278.86,274.93,,260.11,285.04,287.32,293.29,301.93,315.59,255.39,285.99,L8
2013-10-18 22:21:01+00:00,296.69,245.815,269.13,275.045,253.025,,260.11,285.04,281.185,290.28,301.12,318.375,255.39,285.99,L8
2013-11-03 22:20:56+00:00,290.42,246.8166666666667,268.56333333333333,275.22,247.37333333333333,,260.11,285.04,280.9866666666667,291.43666666666667,303.81,319.46666666666664,255.39,279.07500000000005,L8
2013-11-19 22:20:49+00:00,286.9425,248.3525,269.78499999999997,276.015,245.0975,,260.11,285.04,281.8575,292.4175,305.09749999999997,319.06,255.39,277.69,L8
2013-11-28 22:14:37+00:00,282.51,245.02799999999996,266.808,273.152,238.32399999999998,,260.11,285.04,281.8575,289.79,302.79200000000003,316.25,255.39,277.69,L8
2013-12-21 22:20:39+00:00,281.92,245.82000000000002,267.50333333333333,273.45,238.32399999999998,,260.11,285.04,283.202,290.2816666666667,303.41833333333335,316.2,255.39,277.12,L8
2013-12-30 22:14:25+00:00,277.99857142857144,239.28,263.8,269.90714285714284,231.39499999999998,,260.11,285.04,283.202,290.2816666666667,300.7285714285714,312.11,255.39,277.12,L8
2014-02-16 22:13:50+00:00,275.79125,238.00375,261.3525,267.8275,225.77428571428572,,260.11,285.04,283.202,290.2816666666667,299.1225,310.06,255.39,277.12,L8
2014-02-23 22:19:56+00:00,275.79125,238.00375,261.3525,267.8275,225.77428571428572,,260.11,285.04,283.202,290.2816666666667,295.8977777777778,306.1744444444444,255.39,277.12,L8
2014-07-26 22:12:55+00:00,260.34,229.07,244.22,253.27,192.05,,,,,,281.86000000000007,295.16666666666663,,,L8
2014-08-27 22:13:05+00:00,283.25,244.27,263.73,269.52,221.69,,,,,289.98,291.395,311.28499999999997,,,L8
2014-09-28 22:13:08+00:00,268.645,233.905,252.75,257.805,206.035,,,,,289.98,282.73333333333335,300.77,,,L8
2014-10-21 22:19:25+00:00,268.645,233.905,252.75,257.805,206.035,,,,,289.98,281.015,294.18,,,L8
2014-11-06 22:19:25+00:00,266.15000000000003,233.38,252.54333333333332,258.9866666666667,208.15666666666667,,,,,283.95000000000005,283.86199999999997,297.23,,,L8
2015-01-09 22:19:14+00:00,269.91,237.24,257.85249999999996,263.225,208.15666666666667,,,,287.47,287.50333333333333,287.75333333333333,300.32,,278.68,L8
2015-01-25 22:19:08+00:00,266.812,235.27200000000002,255.45,262.06800000000004,206.91,,,,287.47,274.825,288.27333333333337,297.47666666666663,,278.68,L8
2015-02-19 22:12:49+00:00,266.812,235.27200000000002,255.45,262.06800000000004,206.91,,,,287.47,274.825,285.67571428571426,294.9542857142857,,278.68,L8
2015-02-26 22:18:58+00:00,262.7025,233.02250000000004,253.38,260.20500000000004,201.98333333333335,,,,287.47,269.7733333333333,284.7971428571429,292.65999999999997,,278.68,L8
2015-03-30 22:18:37+00:00,265.59,236.1833333333334,257.25,264.91,207.785,,,,287.47,269.7733333333333,285.23285714285714,293.6857142857143,,278.68,L8
2015-04-15 22:18:34+00:00,265.59,236.1833333333334,257.25,264.91,207.785,,,,287.47,254.315,285.34625,292.5525,,278.68,L8
2015-05-17 22:18:13+00:00,267.80499999999995,238.11000000000007,259.81,266.69000000000005,203.17,,,,287.47,235.4375,286.68857142857144,294.67285714285714,,278.68,L8
2015-10-24 22:19:16+00:00,281.33,245.56,267.73,273.23,230.37,,,,273.87,202.41,300.49,310.38,,264.02,L8
2016-01-05 22:13:05+00:00,281.33,245.56,267.73,273.23,230.37,,,,273.87,,299.28,306.63,,264.02,L8
2016-02-06 22:13:01+00:00,267.27,236.185,254.94,261.18,213.05,,,,273.87,,288.78333333333336,299.13666666666666,,264.02,L8
2016-04-10 22:12:37+00:00,267.27,236.185,254.94,261.18,213.05,,,,273.87,196.85,281.6975,288.6925,,264.02,L8
2016-07-15 22:12:58+00:00,253.21,209.15,251.27499999999998,261.38,212.885,,,,,196.85,271.87000000000006,270.755,,,L8
2016-08-07 22:19:13+00:00,,191.49,260.4,273.63,230.04,,,,,196.85,279.19,280.795,,,L8
2016-09-08 22:19:24+00:00,,191.49,260.4,273.63,230.04,,,,,204.5,279.63,282.99333333333334,,,L8
2016-10-10 22:19:30+00:00,256.93,201.0,251.68,264.14,214.91,,,,,207.885,282.585,293.6033333333333,,,L8
2016-10-19 22:13:21+00:00,256.93,201.0,251.68,264.14,214.91,,,,,207.885,279.164,290.79,,,L8
2016-12-22 22:13:14+00:00,270.55999999999995,218.79999999999998,258.18666666666667,268.83,231.96666666666667,,,,289.14,235.66666666666666,283.5566666666667,295.892,,275.77,L8
2016-12-29 22:19:25+00:00,271.97666666666663,226.45499999999998,262.25,271.9225,238.8475,,,,288.345,250.405,286.59,298.9166666666667,,276.40999999999997,L8
2017-02-24 22:12:53+00:00,277.075,243.3825,266.965,274.775,252.88,222.59,267.41,286.17,290.26,259.132,290.115,302.24666666666667,264.2,279.30333333333334,L8
2017-03-03 22:19:01+00:00,278.53999999999996,244.906,267.782,275.662,252.88,222.59,267.41,286.17,287.125,264.8533333333333,292.2314285714286,303.36571428571426,264.2,278.02,L8
2017-05-06 22:18:31+00:00,283.94249999999994,253.505,273.98749999999995,280.91499999999996,270.58,222.59,267.41,286.17,287.125,293.3375,303.254,312.59,264.2,278.02,L8
2017-09-27 22:19:24+00:00,303.75,250.06,280.38,286.21,281.87,182.12,269.3,285.46,295.49,296.43,299.22,308.98,263.67,286.31,L8
2017-10-13 22:19:28+00:00,295.395,249.95,277.495,284.455,276.78499999999997,180.88,265.375,284.39,292.98,294.34000000000003,301.53,311.29,259.52,280.96500000000003,L8
2017-11-30 22:19:20+00:00,288.84666666666664,250.53666666666666,277.2133333333333,283.56,276.94,180.4,264.38,285.53,292.62,294.98333333333335,307.7766666666667,316.42,259.83,282.68,L8
2018-03-31 22:12:27+00:00,281.395,250.775,275.63,282.235,274.47499999999997,179.54000000000002,261.91999999999996,285.56499999999994,291.185,294.26,291.46,301.81333333333333,257.90999999999997,280.865,L8
2018-04-07 22:18:34+00:00,279.61999999999995,246.85,269.7733333333333,276.50333333333333,274.47499999999997,179.54000000000002,261.91999999999996,285.56499999999994,291.185,282.27666666666664,290.895,300.875,257.90999999999997,280.865,L8
2018-05-02 22:12:09+00:00,275.90999999999997,245.35499999999996,267.35499999999996,273.405,277.25,179.44,262.39,287.81,291.9,277.28999999999996,279.42749999999995,295.8633333333333,260.45,286.11,L8
2018-09-14 22:18:48+00:00,273.85499999999996,234.94,257.70500000000004,264.4,,,,,,266.46500000000003,274.715,291.36999999999995,,,L8
2018-11-10 22:12:56+00:00,284.87,243.5,271.02,275.26,286.28,214.8,268.62,295.01,304.1,285.69,297.1,310.13,299.41,308.14,L8
2019-03-02 22:12:41+00:00,275.65,239.57333333333335,271.02,269.0833333333333,286.28,214.8,268.62,295.01,304.1,285.69,297.1,302.7266666666667,299.41,308.14,L8
2019-03-18 22:12:35+00:00,271.71999999999997,240.65666666666667,284.69,266.9766666666667,286.28,214.8,268.62,295.01,304.1,296.76,304.97,288.3233333333333,299.41,308.14,L8
2019-06-29 22:19:05+00:00,261.3733333333333,232.925,,257.08500000000004,,,,,,,,272.47,,,L8
2019-07-31 22:19:14+00:00,261.3733333333333,232.925,,257.08500000000004,,,,,,,302.87,284.50333333333333,,,L8
2019-09-01 22:19:23+00:00,263.4549999999999,234.13,,257.44,,,,252.75,,,302.87,282.79499999999996,241.57,,L8
2019-09-17 22:19:29+00:00,267.06,,,,,,,251.95499999999998,,,302.87,308.57,240.92000000000002,,L8
2019-10-03 22:19:33+00:00,280.32499999999993,244.66,272.22,279.34,264.94,202.26,278.09,263.9166666666667,287.98,291.77,303.09000000000003,310.705,246.46,276.54,L8
2019-10-12 22:13:24+00:00,280.32499999999993,244.66,272.22,279.34,264.94,202.26,278.09,263.9166666666667,287.98,291.77,303.09000000000003,298.8533333333333,246.46,276.54,L8
2019-10-28 22:13:24+00:00,280.32499999999993,244.66,256.725,260.365,264.94,202.26,278.09,263.9166666666667,287.98,291.77,303.09000000000003,298.8533333333333,246.46,276.54,L8
2019-11-29 22:13:20+00:00,280.32499999999993,244.66,242.63333333333333,260.365,264.94,202.26,278.09,263.9166666666667,287.98,291.77,303.09000000000003,298.8533333333333,246.46,276.54,L8
2020-01-16 22:13:10+00:00,293.59,244.66,242.63333333333333,260.365,264.94,202.26,278.09,263.9166666666667,287.98,291.77,303.09000000000003,294.265,246.46,276.54,L8
2020-05-30 22:18:40+00:00,,,,,,,,,,291.12,289.76,293.15,,,L8
2020-08-11 22:12:59+00:00,,,,,,,,,,291.12,274.21000000000004,305.8,,,L8
2020-08-27 22:13:08+00:00,329.53,249.12,270.05,278.98,258.64,199.57,262.62,285.58,291.73,291.43,283.86,308.505,264.35,284.03,L8
2020-09-19 22:19:27+00:00,329.53,249.12,270.05,278.98,258.64,199.57,262.62,285.58,291.73,291.43,279.14250000000004,300.0466666666667,264.35,284.03,L8
2020-10-14 22:13:20+00:00,289.06999999999994,229.29000000000002,256.69500000000005,262.25,223.85,199.57,262.62,285.58,291.73,291.43,277.908,297.34749999999997,264.35,284.03,L8
2020-10-21 22:19:31+00:00,275.13333333333327,215.85,252.2066666666667,259.8566666666667,212.20333333333335,199.57,262.62,285.58,291.73,291.43,279.20666666666665,295.904,264.35,284.03,L8
2021-02-10 22:19:17+00:00,275.13333333333327,215.85,252.2066666666667,259.8566666666667,212.20333333333335,199.57,262.62,285.58,291.73,291.74,282.68199999999996,293.75,264.35,284.03,L8
2021-04-24 22:12:37+00:00,,,,,,,,,,,276.455,299.73,,,L8
2021-08-30 22:13:14+00:00,275.43,231.74,260.2,267.17,214.94,186.4,,,,285.92,278.615,300.545,,,L8
2021-10-01 22:13:22+00:00,283.465,239.71,266.80500000000006,275.76,214.94,196.4,265.04,286.05,290.13,289.185,287.53333333333336,304.86333333333334,252.5,281.68,L8
2021-11-02 22:13:26+00:00,274.10999999999996,235.79333333333332,262.21000000000004,270.30333333333334,208.185,196.4,265.04,286.05,290.13,284.1466666666667,295.01,304.48,252.5,281.68,L8
2021-11-18 22:13:20+00:00,269.23249999999996,233.8775,260.09000000000003,267.52,205.4333333333333,196.4,265.04,286.05,290.13,282.61,293.715,304.27250000000004,252.5,281.68,L8
2022-01-20 22:19:27+00:00,271.402,237.45,263.152,270.584,205.4333333333333,200.57333333333335,267.975,287.33500000000004,293.075,285.144,296.32,306.846,252.215,282.42,L9
2022-01-28 22:19:19+00:00,271.402,237.45,263.152,279.4583333333333,205.4333333333333,200.57333333333335,280.81,292.20666666666665,301.84999999999997,285.144,301.40333333333336,314.11333333333334,267.76666666666665,290.34999999999997,L8
2022-02-13 22:19:16+00:00,277.31,240.59666666666666,264.78833333333336,280.34142857142854,205.4333333333333,200.57333333333335,283.675,290.925,301.84999999999997,287.01166666666666,303.41285714285715,315.60857142857145,267.665,290.34999999999997,L8
2022-03-02 22:13:01+00:00,275.53833333333336,240.73666666666668,264.0183333333334,279.7914285714286,201.42,207.66000000000003,283.675,290.925,301.84999999999997,287.22999999999996,299.9857142857143,316.56857142857143,267.665,290.34999999999997,L9
2022-03-09 22:19:13+00:00,273.3042857142857,239.30285714285716,262.1842857142857,277.72375,201.395,207.66000000000003,283.675,290.925,301.84999999999997,286.1716666666667,298.57125,313.375,267.665,290.34999999999997,L9
2022-03-25 22:19:08+00:00,273.3042857142857,239.30285714285716,262.1842857142857,277.72375,201.395,207.66000000000003,283.675,290.925,301.84999999999997,282.25,297.27777777777777,311.4211111111111,267.665,290.34999999999997,L9
2022-03-26 22:12:47+00:00,271.9475,238.01375000000002,261.31125000000003,275.7633333333333,201.25,207.66000000000003,283.675,290.925,301.84999999999997,274.34749999999997,295.809,309.421,267.665,290.34999999999997,L8
2022-04-02 22:18:55+00:00,269.135,235.79874999999998,259.46500000000003,273.56777777777774,203.09833333333333,208.92,289.8866666666667,292.55,307.71,266.3525,293.97900000000004,308.788,272.72,294.68499999999995,L8
2022-05-04 22:19:01+00:00,271.09714285714284,236.9185714285714,260.3857142857143,275.34,203.43199999999996,208.92,289.8866666666667,292.55,307.71,265.25,289.81,303.226,272.72,294.68499999999995,L8
2022-05-05 22:12:42+00:00,271.09714285714284,236.9185714285714,260.3857142857143,275.34,203.43199999999996,208.92,289.8866666666667,292.55,307.71,259.9425,287.4490909090909,300.9018181818182,272.72,294.68499999999995,L9
2022-09-09 22:19:47+00:00,267.90000000000003,228.99,257.05333333333334,264.10999999999996,208.89999999999998,178.66,,,,241.93800000000002,276.56666666666666,287.31666666666666,,,L8
2022-11-04 22:19:36+00:00,274.46,237.04500000000002,262.28999999999996,271.21,229.925,184.97,255.46,279.25,283.72,283.21000000000004,295.37,311.40999999999997,246.94,271.69,L9
2022-11-05 22:13:39+00:00,274.46,237.04500000000002,262.28999999999996,271.21,229.925,184.97,255.46,279.25,283.72,274.34666666666664,285.68666666666667,304.1566666666667,246.94,271.69,L8
2022-11-12 22:19:46+00:00,284.18333333333334,237.04500000000002,262.28999999999996,287.7,229.925,184.97,255.46,289.12,292.905,280.0025,285.68666666666667,304.1566666666667,274.18,287.43,L8
2023-01-08 22:13:24+00:00,282.88,243.20333333333335,266.44666666666666,287.4875,247.51333333333332,190.38666666666666,261.07,289.85999999999996,293.57,282.326,288.8975,306.0925,274.59666666666664,287.17333333333335,L8
2023-01-15 22:19:29+00:00,277.022,240.4325,262.87,282.77799999999996,247.51333333333332,186.8375,261.07,289.85999999999996,293.57,282.51500000000004,289.194,304.088,274.59666666666664,287.17333333333335,L8
2023-01-16 22:13:22+00:00,275.04,239.652,262.716,280.18,247.51333333333332,186.59,261.07,289.85999999999996,293.57,282.51500000000004,290.2733333333333,304.14166666666665,274.59666666666664,287.17333333333335,L9
2023-01-23 22:19:32+00:00,275.7942857142857,242.17333333333332,265.01666666666665,280.64,252.4325,189.10333333333332,263.63000000000005,290.805,294.6525,284.4742857142857,292.3442857142857,306.42285714285714,270.7,287.17333333333335,L9
2023-02-08 22:19:42+00:00,275.7942857142857,242.17333333333332,265.01666666666665,280.64,252.4325,189.10333333333332,263.63000000000005,290.805,294.6525,284.4742857142857,287.84375,302.9575,270.7,287.17333333333335,L9
2023-02-16 22:19:25+00:00,273.03875,236.54285714285714,261.25,276.70625,240.02999999999997,189.10333333333332,263.63000000000005,290.805,294.6525,284.4742857142857,287.7477777777778,300.94888888888886,270.7,287.17333333333335,L8
2023-02-17 22:13:25+00:00,271.83000000000004,231.845,259.89875,274.52666666666664,233.13666666666666,189.10333333333332,263.63000000000005,290.805,294.6525,284.4742857142857,285.281,299.691,270.7,287.17333333333335,L9
2023-02-25 22:13:04+00:00,271.021,231.92000000000002,259.2944444444445,273.187,228.92285714285714,189.10333333333332,263.63000000000005,290.805,294.6525,283.48125,285.8081818181818,299.7327272727273,270.7,287.17333333333335,L8
2023-03-05 22:13:13+00:00,269.4836363636364,229.47600000000003,257.262,270.7772727272727,224.28875,189.10333333333332,263.63000000000005,290.805,294.6525,275.05222222222227,282.8566666666666,297.8041666666667,270.7,287.17333333333335,L9
2023-03-13 22:12:59+00:00,269.207,229.6377777777778,257.25555555555553,271.089,225.80285714285714,191.19199999999998,263.63000000000005,290.805,294.6525,267.28888888888895,278.94083333333333,295.34166666666664,270.7,287.17333333333335,L8
2023-03-20 22:19:04+00:00,269.207,229.6377777777778,257.25555555555553,271.089,225.80285714285714,191.19199999999998,263.63000000000005,290.805,294.6525,260.46400000000006,274.32384615384615,292.85615384615386,270.7,287.17333333333335,L8
2023-03-21 22:13:07+00:00,269.207,229.6377777777778,257.25555555555553,271.089,225.80285714285714,191.19199999999998,263.63000000000005,290.805,294.6525,255.67454545454547,274.32384615384615,293.5664285714286,270.7,287.17333333333335,L9
2023-03-28 22:19:09+00:00,268.95454545454544,229.439,257.101,270.47727272727275,224.09249999999997,188.47333333333333,263.63000000000005,290.805,294.6525,253.67416666666668,274.32384615384615,293.54466666666667,264.256,287.17333333333335,L9
2023-03-29 22:12:48+00:00,269.1558333333333,230.29181818181817,257.20545454545453,269.8541666666667,222.92777777777778,188.47333333333333,263.63000000000005,290.805,294.6525,251.44000000000003,274.32384615384615,293.729375,264.256,287.17333333333335,L8
2023-04-06 22:12:57+00:00,269.1558333333333,230.29181818181817,257.20545454545453,269.8541666666667,222.92777777777778,188.47333333333333,263.63000000000005,290.805,294.6525,247.80642857142857,271.12,292.0382352941176,264.256,287.17333333333335,L9
2023-04-13 22:19:02+00:00,269.1558333333333,230.29181818181817,257.20545454545453,269.8541666666667,222.92777777777778,188.47333333333333,263.63000000000005,290.805,294.6525,244.96,269.57666666666665,291.0705555555556,264.256,287.17333333333335,L9
2023-04-22 22:12:51+00:00,269.1558333333333,230.29181818181817,257.20545454545453,269.8541666666667,222.92777777777778,188.47333333333333,263.63000000000005,290.805,294.6525,243.19500000000002,269.015625,290.21736842105264,264.256,287.17333333333335,L9
2023-05-23 22:18:29+00:00,264.957,228.714,256.2,264.281,220.02375,187.91199999999998,267.71500000000003,292.49,296.4,232.12785714285715,266.4266666666667,287.3088888888889,257.64,286.66,L8
2023-08-03 22:18:55+00:00,261.9266666666667,218.03166666666667,249.41333333333333,256.905,201.71833333333333,174.88,,,,216.22545454545454,253.22083333333333,281.3621428571428,238.48,,L9
2023-08-28 22:12:56+00:00,263.96999999999997,224.65,250.97666666666666,258.01333333333326,205.86,174.88,,,,209.94727272727275,242.79333333333332,276.3872727272727,238.48,,L9
2023-09-12 22:19:14+00:00,267.0833333333333,233.235,254.33666666666667,260.57666666666665,208.12,174.88,,,,210.55,243.985,276.896,238.48,,L8
2023-10-06 22:19:19+00:00,259.57,228.14,249.435,255.80999999999995,198.14499999999998,,,,,218.38166666666666,255.59142857142857,273.28333333333336,,,L9
2023-10-31 22:13:09+00:00,260.74666666666667,230.92,252.53,259.63333333333327,201.09,174.51,,,,233.91199999999998,261.985,279.058,,,L9
2023-11-24 22:13:15+00:00,269.99,239.61666666666665,258.8,266.11999999999995,201.09,188.54500000000002,272.41,292.21,298.01,253.138,270.3,289.37399999999997,259.04,284.23,L8
2023-12-18 22:13:20+00:00,269.99,239.61666666666665,258.8,266.11999999999995,201.09,188.54500000000002,272.41,292.21,298.01,253.138,270.3,290.1816666666667,259.04,284.23,L9
2024-01-02 22:19:17+00:00,264.834,236.42,257.18600000000004,264.888,198.64749999999998,188.54500000000002,272.41,292.21,298.01,256.365,273.0342857142857,291.7985714285714,259.04,284.23,L8
2024-01-10 22:19:27+00:00,262.8383333333333,236.348,256.0466666666667,265.89166666666665,198.76799999999997,188.54500000000002,272.41,292.21,298.01,257.0285714285714,276.06125000000003,290.78,259.04,284.23,L9
2024-02-03 22:19:16+00:00,262.8383333333333,236.348,256.0466666666667,265.89166666666665,198.76799999999997,188.54500000000002,272.41,292.21,298.01,257.0285714285714,282.41285714285715,290.02666666666664,259.04,284.23,L8
2024-02-11 22:19:28+00:00,263.11,235.95666666666668,257.13714285714286,266.6442857142857,201.00333333333333,186.89666666666668,272.41,292.21,286.005,260.76,283.89125,291.676,259.04,284.23,L9
2024-02-12 22:13:06+00:00,262.24375000000003,235.10142857142858,257.065,265.695,200.83285714285714,186.89666666666668,272.41,292.21,286.005,262.0377777777778,284.2633333333333,292.1136363636364,259.04,284.23,L8
2024-02-19 22:19:15+00:00,264.72333333333336,236.64875,258.46333333333337,267.37888888888887,210.1575,189.2425,268.63500000000005,286.505,290.25,265.238,286.197,294.0883333333333,255.14000000000004,280.58500000000004,L8
2024-02-27 22:19:19+00:00,264.72333333333336,236.64875,258.46333333333337,267.37888888888887,210.1575,189.2425,268.63500000000005,286.505,290.25,265.50899999999996,290.54900000000004,297.3666666666667,255.14000000000004,280.58500000000004,L9
2024-03-15 22:12:49+00:00,264.88250000000005,236.64875,259.64,269.005,211.80428571428573,189.2425,268.63500000000005,286.505,290.25,265.41700000000003,290.793,298.29,255.14000000000004,280.58500000000004,L8
2024-03-23 22:13:07+00:00,264.88250000000005,236.64875,259.64,269.005,211.80428571428573,189.2425,268.63500000000005,286.505,290.25,260.14090909090913,287.14,296.70153846153846,255.14000000000004,280.58500000000004,L9
2024-04-07 22:18:47+00:00,266.19571428571436,237.86428571428573,261.04285714285714,270.6842857142857,214.16166666666666,189.2425,268.63500000000005,286.505,290.25,255.24454545454546,287.3127272727273,297.6276923076923,255.14000000000004,280.58500000000004,L8
2024-04-15 22:19:04+00:00,266.19571428571436,237.86428571428573,261.04285714285714,270.6842857142857,214.16166666666666,189.2425,268.63500000000005,286.505,290.25,249.995,284.3666666666667,296.485,255.14000000000004,280.58500000000004,L9
2024-05-02 22:12:20+00:00,272.6928571428572,240.98000000000002,262.85714285714283,273.0028571428571,222.0533333333333,196.415,267.8766666666667,286.4866666666667,290.77750000000003,247.16727272727275,285.38500000000005,297.16857142857145,258.7066666666667,282.07666666666665,L8
