dates,nzd0223-0000,nzd0223-0001,nzd0223-0002,nzd0223-0003,nzd0223-0004,nzd0223-0005,nzd0223-0006,nzd0223-0007,nzd0223-0008,nzd0223-0009,nzd0223-0010,nzd0223-0011,nzd0223-0012,nzd0223-0013,nzd0223-0014,nzd0223-0015,satname
1999-12-25 21:58:52+00:00,,,,,,327.18,,340.2,312.04,,,,,,,,L7
2000-01-10 21:58:52+00:00,362.6,361.95,359.62,342.0,343.38,326.59000000000003,330.84,339.46500000000003,312.04,,,,,,,,L7
2000-03-30 21:58:33+00:00,361.28,355.08500000000004,357.225,340.16999999999996,343.38,326.59000000000003,330.84,339.46500000000003,312.04,,,,,,,,L7
2000-09-22 21:56:29+00:00,359.96,348.22,365.29999999999995,353.595,371.63,359.3,,371.25,,,,,,,,,L7
2000-11-09 21:56:21+00:00,360.65,361.12,366.23,353.86,354.855,340.725,334.23,354.45500000000004,313.76,,,,,,,,L7
2001-03-01 21:56:21+00:00,374.585,371.975,369.90000000000003,355.35999999999996,354.855,325.89000000000004,334.23,354.45500000000004,313.76,,,370.06,361.16,369.55,345.73,,L7
2001-09-09 21:54:36+00:00,,,,367.82,,,,,,377.85,369.66,,,,357.91,,L7
2001-12-30 21:54:37+00:00,365.17,,,367.82,,320.87,334.13,,,377.85,369.66,,,,357.91,,L7
2002-02-16 21:54:54+00:00,361.53499999999997,,,367.82,,320.87,334.13,,,377.85,369.66,,,,357.91,,L7
2002-08-27 21:54:00+00:00,,,,376.76,,,,,,,,379.42,,,,,L7
2002-10-14 21:53:43+00:00,373.43,371.2,365.42,360.29499999999996,,340.58,,,325.47,,350.36,379.42,,370.04,359.88,,L7
2003-01-18 21:54:30+00:00,363.525,360.91999999999996,356.40999999999997,351.98333333333335,334.41,330.345,,,325.47,,350.36,379.42,,370.04,359.88,,L7
2003-04-08 21:54:47+00:00,363.525,368.1233333333333,361.43333333333334,344.17,334.41,337.37,365.51,376.59,332.9,361.5,358.725,378.92,365.47,371.20000000000005,350.03499999999997,341.61,L7
2003-04-24 21:54:46+00:00,373.37,368.8966666666666,366.4533333333333,346.8533333333333,351.095,344.84666666666664,362.78499999999997,374.985,339.115,352.65999999999997,358.26,374.745,365.32500000000005,370.725,335.55,343.125,L7
2005-03-04 21:52:52+00:00,,,,313.93,,303.42,317.08,324.95,301.81,,,,,,,,L5
2005-11-15 21:54:26+00:00,387.43,373.13,385.08,376.55,363.45,,347.8,348.87,,354.93,352.11,373.97,,,,,L5
2006-02-03 21:56:19+00:00,373.03999999999996,368.205,370.315,359.99,355.42499999999995,336.08,351.03999999999996,350.94,330.15,355.295,358.04,369.645,364.28,357.35,341.45,353.2,L5
2009-12-12 21:56:37+00:00,332.97,335.11,336.1,318.79,318.34,302.9,318.97,321.23,289.99,,,,,,,,L5
2013-11-21 22:07:37+00:00,360.31,359.56,360.69,346.2,341.43,331.33,350.28,346.28,321.05,345.69,348.84,360.59,356.31,358.15,325.44,351.28,L8
2014-01-24 22:07:09+00:00,362.06,368.99,366.61,350.83,353.405,331.33,350.28,357.22,333.995,354.23,351.85,367.375,360.88,363.24,335.33000000000004,357.635,L8
2015-02-12 22:05:51+00:00,346.1,343.89,349.09,334.49,332.04,319.03,335.87,331.33,311.04,332.32,,,,,,,L8
2015-12-29 22:06:09+00:00,,,,,342.78,,348.87,352.26,324.78,344.35,350.62,357.03,354.77,353.12,328.26,357.46,L8
2017-12-02 22:06:10+00:00,,,331.71,330.83,323.19,311.56,331.32,322.81,303.38,324.72,,,,,,,L8
2018-09-16 22:05:39+00:00,,,346.78,,332.15,313.89,337.7,332.27,,332.69,341.37,346.67,341.57,333.88,313.32,323.97,L8
2019-02-07 22:05:47+00:00,355.19,353.46,350.05999999999995,341.96,335.46,323.725,342.27,336.73,321.89,337.61,345.645,350.105,346.11,343.7,319.145,335.125,L8
2020-02-10 22:06:04+00:00,,,,,,,,320.36,302.37,352.0,360.47,363.98,339.14,340.43,,,L8
2022-01-22 22:06:18+00:00,,,328.96,320.51,317.89,312.89,326.35,316.84,297.92,315.68,,,,,,,L9
2022-06-15 22:05:39+00:00,,,328.96,331.11,329.51,312.89,326.35,331.03999999999996,297.92,315.68,,356.8,,366.5,,,L9
2022-10-21 22:06:29+00:00,,,322.9,332.66499999999996,329.94,305.52,331.59,334.15999999999997,289.17,319.72,,356.8,,366.5,,,L9
2023-08-29 22:06:02+00:00,,,328.99,333.63,325.91,305.03,330.08,327.95,294.83,325.07,339.98,336.92,345.6,347.01,321.85,,L8
2024-02-13 22:06:17+00:00,,,327.35,332.26,325.58000000000004,309.885,331.245,326.72,299.63,322.555,341.38,337.94,347.41,345.28499999999997,317.37,342.53,L9
2024-03-16 22:06:11+00:00,346.81,343.31,335.66999999999996,331.97,328.32,316.78499999999997,335.615,329.64,306.16499999999996,323.875,342.14,341.155,347.53,344.615,318.04999999999995,341.105,L9
2024-09-08 22:05:48+00:00,346.81,343.31,345.63,333.05,331.39,318.83,338.82,333.79,307.9,327.71,318.36,336.415,342.825,340.26,318.88,339.68,L9
2024-09-24 22:05:49+00:00,,,,,,,,,,,295.22,329.08500000000004,339.385,333.61,312.44,,L9
2024-10-26 22:06:12+00:00,,,,,,,,,,,305.08000000000004,330.38000000000005,341.68666666666667,333.84666666666664,311.64000000000004,,L9
2025-01-22 22:06:01+00:00,,,321.29,320.76,319.5,317.54,327.19,320.07,299.95,315.81,310.21000000000004,331.7075,340.8425,334.9575,310.4925,336.03,L8
2025-01-30 22:06:08+00:00,,,321.28499999999997,333.19,319.625,314.90999999999997,327.24,319.72,301.66499999999996,316.425,311.9525,332.34000000000003,340.12,335.874,310.09000000000003,336.49,L9
2025-02-23 22:05:55+00:00,362.11,359.27,321.28499999999997,338.43,331.71666666666664,323.56,337.58,319.72,310.54333333333335,328.55333333333334,321.538,338.0133333333333,343.66333333333336,339.805,315.52500000000003,342.3833333333334,L8
2025-03-19 22:05:54+00:00,362.11,359.27,320.9066666666667,336.2575,329.0325,321.095,335.985,319.40333333333336,308.735,326.3375,328.1175,339.71999999999997,344.434,340.796,315.72,342.3833333333334,L9
2025-03-27 22:05:40+00:00,362.11,359.27,321.1725,334.87600000000003,327.804,319.392,334.714,320.105,304.104,326.3375,328.1175,342.47749999999996,345.8025,342.9025,317.0675,342.3833333333334,L8
2025-04-12 22:05:36+00:00,362.11,359.27,323.544,334.50333333333333,328.37,319.28333333333336,337.01166666666666,323.18,304.38,326.454,331.15999999999997,342.22799999999995,346.696,342.56399999999996,318.492,342.3833333333334,L8
2025-08-10 22:06:04+00:00,351.605,351.225,329.0625,334.822,332.62399999999997,319.42600000000004,342.198,326.28749999999997,305.86199999999997,331.08,348.06,348.83666666666664,353.1066666666666,347.22999999999996,330.34666666666664,354.17,L9
2025-11-06 22:06:19+00:00,341.1,343.18,341.1,333.47,332.15,311.25,343.4,328.69,306.36,324.9,329.12,338.99,346.58500000000004,339.91999999999996,317.79999999999995,,L8
