dates,satname,nzd0035-0000,nzd0035-0001,nzd0035-0002,nzd0035-0003
1999-09-27 22:04:25.056000,L7,439.20,415.56,430.11,
1999-10-13 22:04:24.936000,L7,,,,350.34
1999-11-14 22:04:18.343000,L7,383.80,353.62,363.42,400.39
1999-11-30 22:04:11.332000,L7,415.59,392.73,376.23,423.34
1999-12-07 22:10:30.042000,L7,433.35,393.25,396.24,392.85
2000-02-09 22:10:19.398000,L7,,411.51,423.55,423.37
2000-04-29 22:09:53.797000,L7,,,304.93,323.02
2000-05-24 22:03:22.722000,L7,362.81,410.67,420.35,412.20
2000-08-03 22:08:44.137000,L7,331.41,344.57,344.89,347.68
2000-08-12 22:02:30.151000,L7,331.93,328.13,354.44,362.69
2000-08-19 22:08:38.248000,L7,379.07,366.36,344.05,356.53
2000-09-04 22:08:22.800000,L7,462.14,413.95,405.36,404.39
2000-09-13 22:02:02.316000,L7,,,341.89,343.61
2000-10-15 22:01:32.252000,L7,383.23,354.85,368.10,391.22
2000-10-22 22:07:50.487000,L7,444.97,319.46,398.28,392.32
2001-02-27 22:07:54.461000,L7,351.18,304.48,,
2001-08-15 22:00:14.727000,L7,349.11,330.49,360.67,341.67
2001-10-18 21:59:42.412000,L7,408.01,404.16,409.54,422.10
2001-11-19 21:59:56.393000,L7,381.33,316.70,399.36,399.73
2001-11-26 22:06:09.518000,L7,427.79,339.19,328.54,430.01
2001-12-21 22:00:05.972000,L7,362.24,317.82,,
2001-12-28 22:06:14.106000,L7,433.56,361.52,349.88,349.42
2002-01-22 22:00:16.971000,L7,388.72,320.09,317.23,331.12
2002-01-29 22:06:21.478000,L7,443.42,360.88,353.48,365.70
2002-02-14 22:06:29.522000,L7,355.78,287.31,,
2002-02-23 22:00:19.685000,L7,339.51,,308.95,337.31
2002-03-27 22:00:13.634000,L7,,,316.36,335.11
2002-04-28 22:00:14.417000,L7,390.80,352.81,394.04,402.00
2002-06-15 21:59:55.710000,L7,,,352.31,362.02
2002-06-22 22:06:03.573000,L7,,292.18,312.98,333.84
2002-07-17 21:59:44.793000,L7,381.59,413.97,,
2002-10-21 21:59:12.494000,L7,382.42,396.10,317.93,396.17
2002-10-28 22:05:22.323000,L7,410.41,303.70,310.11,342.25
2002-11-22 21:59:33.639000,L7,388.18,420.60,313.74,333.31
2003-01-09 21:59:45.950000,L7,,,,321.48
2003-04-06 22:06:21.012000,L7,334.86,290.03,309.92,321.91
2003-08-29 21:48:38.429000,L5,356.00,319.79,330.23,337.98
2003-09-30 21:49:06.317000,L5,361.08,318.32,333.42,342.45
2003-12-26 21:56:18.593000,L5,340.22,302.72,,
2004-05-18 21:58:14.785000,L5,422.07,342.59,335.27,333.73
2004-07-21 22:00:04.249000,L5,329.20,326.04,319.13,322.51
2004-11-03 21:56:19.004000,L5,,,323.00,337.51
2004-11-19 21:56:31.297000,L5,363.17,336.54,338.57,345.36
2005-01-13 22:03:41.143000,L5,347.55,314.93,,
2005-02-23 21:58:07.648000,L5,344.93,324.90,329.31,339.05
2005-03-11 21:58:20.185000,L5,349.55,328.12,332.63,340.99
2005-03-27 21:58:27.646000,L5,358.68,343.55,343.58,351.31
2005-04-03 22:04:40.528000,L5,312.28,304.56,,
2005-04-12 21:58:31.220000,L5,328.85,327.83,325.13,329.67
2005-09-03 21:59:32.312000,L5,357.29,325.95,336.78,345.28
2005-09-19 21:59:32.955000,L5,357.78,323.73,339.68,353.40
2005-09-26 22:05:42.687000,L5,339.08,303.47,,
2005-10-05 21:59:29.384000,L5,,,337.86,351.76
2006-02-10 22:01:51.332000,L5,346.65,326.93,333.11,342.56
2006-02-17 22:08:11.136000,L5,329.60,302.71,,
2006-03-14 22:02:31.280000,L5,356.93,337.70,340.67,347.31
2006-04-06 22:09:08.139000,L5,330.23,304.53,303.55,310.37
2006-05-01 22:03:21.687000,L5,,,314.43,338.18
2006-09-29 22:11:34.525000,L5,330.87,289.59,,
2006-10-24 22:05:38.832000,L5,352.90,320.77,335.97,347.31
2006-11-25 22:06:19.953000,L5,,,,308.58
2007-02-13 22:06:23.395000,L5,347.43,325.17,329.73,340.34
2007-09-25 22:04:24.972000,L5,349.79,304.43,332.59,342.16
2008-02-16 22:01:58.190000,L5,340.04,308.33,322.25,331.48
2008-11-21 22:01:05.982000,L5,437.77,355.68,343.08,351.36
2009-01-01 21:56:07.642000,L5,351.70,324.30,334.70,343.04
2010-02-12 22:08:30.110000,L5,310.16,293.08,,
2010-10-10 22:07:36.102000,L5,322.49,304.62,320.16,339.08
2010-11-27 22:07:24.215000,L5,347.74,322.05,315.43,319.14
2010-12-06 22:01:12.836000,L5,319.53,310.94,330.44,339.26
2011-01-14 22:07:31.728000,L5,343.11,307.87,302.49,
2011-03-12 22:01:19.581000,L5,345.65,322.55,320.13,336.48
2011-08-19 22:00:12.535000,L5,351.88,332.03,339.24,341.49
2011-09-04 22:00:03.630000,L5,335.57,312.24,322.57,331.71
2013-04-25 22:19:21.025000,L8,,,295.15,323.90
2013-05-20 22:13:26.604000,L8,,,,340.04
2013-06-05 22:13:27.306000,L8,343.35,320.19,330.50,353.20
2013-06-28 22:19:33.252000,L8,,,,326.25
2013-07-07 22:13:24.262000,L8,,,,337.36
2013-09-09 22:13:25.749000,L8,337.54,291.31,,343.98
2013-09-25 22:13:17.289000,L8,346.05,319.73,331.80,351.60
2013-10-02 22:19:28.820000,L8,,,,326.84
2013-10-18 22:19:25.762000,L8,349.25,322.89,329.71,331.95
2013-12-05 22:19:13.005000,L8,354.93,317.43,325.48,337.86
2013-12-14 22:12:57.636000,L8,360.87,336.91,346.06,363.42
2014-01-06 22:18:54.881000,L8,338.02,312.61,315.84,332.47
2014-01-15 22:12:33.689000,L8,336.84,308.45,315.48,331.99
2014-01-31 22:12:28.855000,L8,340.48,310.59,325.77,335.21
2014-02-07 22:18:33.391000,L8,322.34,297.54,,316.63
2014-02-23 22:18:20.398000,L8,328.27,302.98,298.10,323.89
2014-03-27 22:17:50.001000,L8,343.71,326.51,327.34,344.21
2014-04-05 22:11:34.747000,L8,328.04,,,
2014-04-12 22:17:37.464000,L8,334.24,320.72,319.48,339.21
2014-04-21 22:11:18.224000,L8,336.14,294.64,310.61,334.91
2014-04-28 22:17:22.576000,L8,323.54,307.70,309.52,328.61
2014-05-07 22:11:02.102000,L8,390.39,329.28,332.45,350.70
2014-07-17 22:17:28.260000,L8,,,,329.89
2014-10-14 22:11:38.746000,L8,364.54,327.44,342.01,355.39
2014-10-30 22:11:34.905000,L8,345.76,323.87,331.56,346.71
2014-12-01 22:11:36.363000,L8,339.01,300.69,,325.67
