dates,nzd0060-0000,nzd0060-0001,nzd0060-0002,nzd0060-0003,nzd0060-0004,nzd0060-0005,nzd0060-0006,nzd0060-0007,satname
1999-08-17 22:10:26+00:00,,,,276.1,280.59,271.33,273.2,266.79,L7
1999-10-04 22:10:38+00:00,,,,264.445,278.96,271.33,273.2,266.79,L7
2000-03-28 22:10:07+00:00,,,,252.79,277.33,,281.51,276.95,L7
2000-04-29 22:09:53+00:00,305.59,,,,,,281.51,264.59,L7
2000-08-19 22:08:38+00:00,305.59,,,,,,283.815,261.6933333333333,L7
2000-09-20 22:08:03+00:00,305.59,,,290.98,278.8,298.87,281.27,261.6933333333333,L7
2000-10-22 22:07:50+00:00,305.59,,,302.53,281.58000000000004,299.725,288.56,269.17333333333335,L7
2000-11-07 22:07:53+00:00,,,,302.53,270.9166666666667,293.2966666666667,289.0525,282.25666666666666,L7
2001-06-03 22:07:16+00:00,,,,,,,281.58,276.01,L7
2001-12-12 22:06:14+00:00,,,,,,272.08,287.54,286.49,L7
2001-12-28 22:06:14+00:00,,,,,272.67,274.375,289.055,287.655,L7
2002-03-18 22:06:22+00:00,327.98,,306.15,321.71,280.51,280.18666666666667,292.44666666666666,295.41333333333336,L7
2002-10-28 22:05:22+00:00,,,,,274.63,274.11,,,L7
2003-01-16 22:06:02+00:00,,,,314.2,279.03,279.6,292.51,298.41,L7
2004-04-16 21:57:19+00:00,,344.61,340.4,334.19,334.37,310.47,312.93,308.23,L5
2004-05-18 21:58:14+00:00,335.99,347.165,343.1,338.51,335.64,314.545,318.97,313.53,L5
2004-07-21 22:00:04+00:00,335.99,338.57666666666665,333.3933333333334,326.3533333333333,325.53333333333336,307.23333333333335,310.80333333333334,305.71666666666664,L5
2005-01-13 22:03:41+00:00,,312.32,301.3,299.89,307.32,292.065,293.32000000000005,289.13,L5
2005-03-02 22:04:24+00:00,305.18,309.18,298.87,293.505,310.015,292.04999999999995,289.69,285.645,L5
2005-04-03 22:04:40+00:00,325.795,320.08666666666664,311.4533333333333,307.58,320.67333333333335,302.2633333333333,300.8666666666667,298.1566666666667,L5
2005-04-19 22:04:43+00:00,333.3233333333333,327.0575,318.4475,315.97249999999997,326.025,307.2125,307.58500000000004,304.20500000000004,L5
2005-08-25 22:05:41+00:00,330.05,329.9625,323.33500000000004,317.6825,326.64750000000004,309.3875,309.66999999999996,305.4525,L5
2006-02-17 22:08:11+00:00,303.36,314.21500000000003,301.415,293.96500000000003,297.475,292.985,292.38,285.31,L5
2006-04-06 22:09:08+00:00,321.03,335.37,321.425,311.76,315.7,307.81,306.36,301.09000000000003,L5
2006-08-28 22:11:11+00:00,356.095,356.92,348.395,345.3,348.71500000000003,332.84000000000003,334.78,330.435,L5
2006-09-13 22:11:23+00:00,354.7366666666667,354.81,346.9166666666667,343.77333333333337,346.9466666666667,333.12,333.57,330.03000000000003,L5
2006-09-29 22:11:34+00:00,354.7366666666667,345.455,337.6025,333.84000000000003,336.795,322.685,324.8775,319.15,L5
2007-01-03 22:12:49+00:00,354.32000000000005,341.54999999999995,334.0733333333333,331.73,332.97333333333336,312.06,323.68,314.9325,L5
2009-01-24 22:02:55+00:00,,318.26,295.04,304.68,286.03,288.29,295.35,280.4,L5
2010-01-27 22:08:26+00:00,,399.61,375.7,377.02,,,373.23,372.02,L5
2010-02-12 22:08:30+00:00,390.27,388.245,376.21000000000004,376.15,,,371.94500000000005,366.71,L5
2010-11-27 22:07:24+00:00,351.16,354.35,346.05,338.19,342.03,327.26,331.9,323.22,L5
2013-05-11 22:19:31+00:00,383.7,,,382.18,379.52,377.73,379.64,368.42,L8
2013-06-28 22:19:33+00:00,368.37,353.62,,367.49,368.98,362.165,363.42499999999995,354.83000000000004,L8
2013-08-31 22:19:38+00:00,361.7966666666666,354.605,349.96,363.07666666666665,367.0533333333333,357.48,358.69666666666666,351.22,L8
2013-10-18 22:19:25+00:00,361.7966666666666,341.77,349.96,353.83500000000004,360.135,349.33500000000004,350.765,343.485,L8
2013-11-03 22:19:20+00:00,358.935,343.3275,350.235,353.294,358.496,348.652,350.79200000000003,343.556,L8
2013-12-05 22:19:13+00:00,352.9925,351.794,350.235,350.168,356.276,345.636,346.19,340.284,L8
2014-02-23 22:18:20+00:00,351.92,350.63599999999997,347.60999999999996,349.184,356.794,345.24399999999997,345.86,340.662,L8
2014-03-27 22:17:50+00:00,351.63750000000005,349.752,345.41,347.72200000000004,356.108,344.426,345.15600000000006,340.38,L8
2014-04-12 22:17:37+00:00,352.146,350.22499999999997,348.22749999999996,348.2616666666667,356.4866666666667,345.52,346.7616666666667,342.125,L8
2014-05-14 22:17:08+00:00,352.264,358.052,346.60749999999996,352.37600000000003,360.84,348.582,350.056,345.714,L8
