dates,satname,nzd0060-0000,nzd0060-0001,nzd0060-0002,nzd0060-0003,nzd0060-0004,nzd0060-0005,nzd0060-0006,nzd0060-0007
1999-12-07 22:10:30.042000,L7,312.41,304.37,311.05,,,,,
2000-03-28 22:10:07.233000,L7,339.27,315.90,337.56,319.01,333.80,327.24,326.99,326.64
2000-04-29 22:09:53.797000,L7,343.52,331.39,357.39,331.99,340.19,331.38,331.63,327.70
2003-03-21 22:06:15.912000,L7,342.67,334.22,323.49,328.92,339.29,328.21,330.26,322.66
2004-07-21 22:00:04.249000,L5,321.07,333.14,334.62,319.15,319.04,,,
2005-04-03 22:04:40.528000,L5,350.62,342.23,342.62,333.93,345.01,323.76,,
2005-04-19 22:04:43.597000,L5,347.16,349.89,343.74,341.51,342.25,,,
2005-08-25 22:05:41.221000,L5,352.16,348.13,347.70,340.03,344.17,322.27,,
2006-04-06 22:09:08.139000,L5,329.62,336.29,328.12,321.58,325.92,,,
2006-09-13 22:11:23.474000,L5,348.15,348.70,344.21,335.98,339.84,328.36,326.31,
2006-09-29 22:11:34.525000,L5,353.73,356.85,354.85,338.55,338.73,327.86,,
2007-01-03 22:12:49.248000,L5,301.11,301.95,314.28,317.14,327.99,333.77,344.14,356.31
2010-02-12 22:08:30.110000,L5,332.14,335.61,331.57,308.66,327.58,,,
2010-11-27 22:07:24.215000,L5,323.14,329.28,322.46,,,,,
2013-04-25 22:19:21.025000,L8,365.82,356.88,362.60,348.09,355.83,341.92,357.17,336.58
2013-05-11 22:19:31.249000,L8,351.68,349.00,362.59,352.24,351.01,341.81,342.18,336.87
2013-06-28 22:19:33.252000,L8,349.67,352.23,355.42,348.69,356.60,342.00,342.74,335.93
2013-08-31 22:19:38.558000,L8,347.71,357.18,366.05,352.93,361.78,344.53,347.58,339.33
2013-10-18 22:19:25.762000,L8,310.63,325.93,317.45,327.52,338.46,325.01,327.60,321.04
2013-11-03 22:19:20.378000,L8,372.48,369.51,372.68,374.50,369.75,365.90,365.08,358.71
2014-02-07 22:18:33.391000,L8,340.71,338.38,332.14,334.63,342.07,,,
2014-02-23 22:18:20.398000,L8,346.16,347.60,342.95,346.06,357.48,341.03,340.26,338.93
2014-03-27 22:17:50.001000,L8,348.36,355.71,353.39,346.82,360.35,345.50,346.77,345.49
2014-04-12 22:17:37.464000,L8,387.92,355.45,359.39,348.21,358.53,351.77,354.03,353.29
2014-05-14 22:17:08.923000,L8,340.83,340.05,333.28,339.27,341.35,330.78,335.40,327.23
2015-01-25 22:17:32.812000,L8,293.72,317.78,320.88,,,,,
2015-02-26 22:17:23.009000,L8,347.34,344.31,343.18,345.71,350.01,338.24,345.56,340.38
2015-03-30 22:17:01.871000,L8,349.14,354.88,348.79,352.06,358.88,344.78,352.46,343.27
2015-07-20 22:17:10.706000,L8,369.39,382.83,358.37,353.71,361.42,343.77,355.01,339.62
2015-08-05 22:17:13.094000,L8,377.83,354.29,353.51,346.32,352.38,340.46,343.56,336.19
2015-09-06 22:17:26.976000,L8,332.17,329.79,325.65,,,,,
2015-10-08 22:17:36.852000,L8,343.42,341.27,335.34,338.51,343.39,337.27,338.18,332.12
2015-10-24 22:17:40.820000,L8,352.49,352.85,339.36,344.98,352.70,342.30,347.10,337.77
2015-12-11 22:17:42.627000,L8,353.80,358.20,362.64,363.51,370.38,348.57,352.28,359.30
2015-12-27 22:17:43.409000,L8,361.43,360.97,371.93,366.70,366.35,349.57,367.25,361.48
2016-01-12 22:17:40.472000,L8,345.91,344.84,344.34,341.43,347.55,337.71,341.10,336.16
2016-05-03 22:17:13.318000,L8,358.22,357.21,359.74,347.46,357.09,343.44,348.16,338.56
2016-05-19 22:17:11.230000,L8,356.47,354.06,357.71,347.42,355.21,346.72,345.92,339.54
2016-08-07 22:17:37.552000,L8,,366.86,364.21,364.66,360.03,350.78,347.20,339.54
2016-09-24 22:17:49.840000,L8,347.04,353.06,366.48,345.54,362.45,344.04,346.54,339.31
2017-01-30 22:17:38.957000,L8,348.40,355.02,350.65,353.09,352.37,357.19,339.32,338.04
2017-03-03 22:17:25.727000,L8,356.97,353.53,353.94,345.42,355.47,336.44,346.37,339.79
2017-03-19 22:17:15.956000,L8,350.46,350.47,350.24,347.34,358.16,339.90,345.26,340.60
2017-04-20 22:16:59.468000,L8,352.32,352.86,351.46,345.53,350.48,337.65,343.39,337.96
2017-07-25 22:17:30.862000,L8,343.64,345.33,344.05,340.84,342.42,334.39,338.86,333.46
2017-09-11 22:17:42.311000,L8,329.62,327.41,326.53,,,,,
2017-12-16 22:17:46.727000,L8,345.12,341.77,,,,,,
2018-02-02 22:17:27.894000,L8,326.49,325.45,320.44,,,,,
2018-02-18 22:17:22.771000,L8,347.05,346.22,340.80,345.07,362.79,343.32,361.12,335.02
2018-05-09 22:16:40.331000,L8,404.77,347.89,343.72,342.06,346.33,335.30,339.11,334.63
2018-05-25 22:16:28.178000,L8,352.10,349.43,350.74,344.53,363.28,336.21,338.04,334.07
2018-06-10 22:16:26.226000,L8,351.91,359.10,366.15,352.93,363.30,339.88,342.82,336.77
2018-07-28 22:16:51.607000,L8,346.14,349.33,348.48,343.54,347.88,338.31,339.21,336.66
2018-08-29 22:17:08.269000,L8,329.32,312.56,320.78,,,,,
2018-12-03 22:17:30.217000,L8,347.41,346.37,345.55,345.07,355.93,338.70,341.45,337.26
2018-12-19 22:17:28.292000,L8,336.39,338.22,331.99,337.50,343.23,329.85,333.66,330.12
2019-01-04 22:17:27.803000,L8,341.70,340.72,334.12,341.08,344.99,331.55,336.39,336.16
2019-05-28 22:17:17.913000,L8,381.78,354.11,349.90,349.75,349.85,341.69,342.20,338.71
2019-06-29 22:17:29.720000,L8,335.24,333.85,337.48,336.81,336.87,330.36,333.35,328.17
2019-10-03 22:17:57.660000,L8,347.46,350.38,347.97,343.04,346.92,333.55,337.22,334.83
2019-11-04 22:17:58.697000,L8,345.17,346.14,348.43,342.88,344.60,332.53,338.20,335.00
2019-11-20 22:17:54.950000,L8,345.97,348.84,345.87,342.87,345.83,331.62,334.77,334.10
2020-02-24 22:17:35.189000,L8,348.52,349.24,358.52,346.07,344.78,333.46,338.46,335.78
2020-04-12 22:17:12.700000,L8,337.98,333.55,326.79,333.22,328.87,,,
2020-04-28 22:17:04.952000,L8,401.48,352.29,347.89,352.24,345.65,332.46,338.90,337.69
2020-07-01 22:17:22.957000,L8,345.62,346.94,345.55,345.40,341.69,328.64,334.13,334.08
2020-08-02 22:17:33.048000,L8,346.24,344.81,344.89,348.90,414.66,331.54,333.19,330.22
2020-09-03 22:17:46.393000,L8,362.01,383.29,369.74,367.54,359.00,346.35,351.64,350.16
2020-09-19 22:17:52.015000,L8,327.90,325.00,323.04,,,,,
2021-03-14 22:17:26.977000,L8,351.55,352.92,360.67,365.76,341.19,327.34,333.63,335.76
2021-03-30 22:17:22.624000,L8,361.19,356.76,368.38,366.10,363.43,339.27,342.87,342.98
2021-05-01 22:17:07.841000,L8,348.24,350.54,356.46,348.16,353.30,333.09,337.30,336.95
2021-06-18 22:17:27.030000,L8,356.33,356.58,356.76,350.23,363.26,340.02,339.99,337.26
2021-07-04 22:17:29.944000,L8,349.80,349.44,351.19,345.81,341.52,329.41,334.94,333.99
2021-10-24 22:18:01.850000,L8,393.03,366.15,374.83,372.07,353.13,342.15,343.65,343.46
2021-11-06 22:12:48.299000,L9,327.82,354.61,361.97,341.46,351.89,339.22,343.25,337.07
2021-11-09 22:17:58.951000,L8,344.87,349.92,342.66,345.24,340.93,324.39,326.88,333.22
2021-12-19 22:17:52.616000,L9,348.32,351.08,346.13,350.65,339.91,329.56,330.53,331.53
2022-01-04 22:17:52.138000,L9,355.78,358.06,356.93,351.58,344.83,338.23,337.49,336.55
2022-01-12 22:17:49.562000,L8,348.77,347.46,346.79,341.15,342.87,326.82,331.59,331.67
2022-01-20 22:17:51.591000,L9,363.70,395.67,367.38,365.31,355.61,343.21,349.74,356.55
2022-02-13 22:17:40.833000,L8,348.44,350.91,343.29,344.92,341.27,325.63,327.56,329.17
2022-02-21 22:17:43.336000,L9,347.93,351.93,347.00,344.36,337.89,322.83,330.46,328.86
2022-03-09 22:17:37.608000,L9,348.83,349.11,349.91,344.30,343.55,330.91,334.35,332.24
2022-05-04 22:17:26.026000,L8,,,379.84,366.89,365.02,346.80,366.33,369.22
2022-05-12 22:17:13.223000,L9,352.76,354.40,352.07,344.95,347.49,331.85,335.37,338.27
2022-06-13 22:17:12.050000,L9,,351.49,357.45,353.12,351.35,337.51,345.36,346.25
2022-06-21 22:17:48.970000,L8,347.33,350.76,348.21,356.64,340.69,324.75,327.59,330.24
2022-06-29 22:17:28.498000,L9,333.00,321.91,327.48,,,,,
2022-07-15 22:17:24.696000,L9,349.26,349.57,348.47,345.01,337.88,,,
2022-07-31 22:17:39.593000,L9,,,376.40,372.54,388.05,381.24,358.75,355.88
2022-09-09 22:18:11.619000,L8,368.75,365.24,371.45,371.06,351.47,342.30,350.01,343.10
2022-09-17 22:17:54.625000,L9,343.12,348.68,347.45,344.27,336.81,,,
2022-10-19 22:18:03.080000,L9,350.13,352.46,355.76,345.83,346.23,330.93,331.16,333.67
2022-11-04 22:18:00.514000,L9,352.53,351.74,340.18,344.51,348.02,374.91,331.34,330.52
2022-12-22 22:17:59.519000,L9,328.27,329.86,325.15,325.38,326.60,,,
2023-01-31 22:17:58.841000,L8,341.72,343.58,335.70,339.14,335.04,,,
2023-02-08 22:18:06.517000,L9,333.71,328.87,315.90,,,,,
2023-02-16 22:17:50.035000,L8,388.06,351.99,342.96,346.77,342.15,,330.22,330.00
2023-03-04 22:17:37.574000,L8,351.58,352.22,359.90,345.77,346.56,331.09,332.01,331.99
2023-03-28 22:17:33.498000,L9,350.67,350.31,353.87,346.00,341.71,325.67,,
2023-05-31 22:17:04.101000,L9,339.77,337.67,335.33,334.64,,,,
2023-06-08 22:17:00.359000,L8,358.89,385.55,366.59,373.70,345.77,333.99,338.26,334.22
2023-06-16 22:16:54.981000,L9,333.12,328.26,334.78,,,,,
2023-07-02 22:17:05.775000,L9,326.92,322.11,319.63,,,,,
2023-07-10 22:17:17.518000,L8,339.94,324.67,336.01,336.48,326.45,,,
2023-07-18 22:17:12.131000,L9,324.39,324.68,322.60,,,,,
2023-08-03 22:17:19.817000,L9,331.15,333.72,333.83,331.17,325.77,,,
2023-09-20 22:17:40.026000,L9,346.05,348.11,348.60,344.32,337.59,,,
2023-10-22 22:17:50.479000,L9,330.53,331.60,326.80,328.21,325.73,,,
2023-12-01 22:17:46.993000,L8,347.52,351.07,345.43,345.25,339.71,323.87,326.87,331.01
2023-12-17 22:17:48.418000,L8,346.57,348.26,344.49,346.27,346.39,327.48,333.16,331.80
2024-02-11 22:17:53.113000,L9,296.83,302.17,314.83,,,,,
2024-02-19 22:17:39.652000,L8,346.79,349.36,347.85,342.61,343.39,325.30,,
2024-02-27 22:17:43.972000,L9,348.96,349.32,347.82,342.12,341.81,326.37,,
2024-03-30 22:17:36.478000,L9,351.52,350.16,353.40,342.00,340.24,323.51,328.96,327.62
2024-04-23 22:17:03.194000,L8,328.99,317.24,320.31,,,,,
2024-05-17 22:17:03.987000,L9,339.67,338.67,332.29,334.67,327.69,,,
2024-06-26 22:16:52.651000,L8,353.45,355.97,358.54,346.63,342.79,330.65,332.38,332.87
2024-07-12 22:17:00.992000,L8,351.75,353.63,360.86,347.05,340.88,329.09,333.01,332.26
2024-08-21 22:17:19.711000,L9,,,372.06,364.47,363.05,343.85,345.20,349.44
2024-08-29 22:17:21.978000,L8,326.55,319.19,321.43,,,,,
2024-11-01 22:17:31.195000,L8,358.98,354.21,365.74,360.89,343.23,334.53,345.03,348.91
2024-11-25 22:17:51.900000,L9,341.28,313.41,,,,,,
2024-12-03 22:17:45.212000,L8,328.91,325.58,321.28,326.31,322.57,,,
2025-01-12 22:17:45.559000,L9,334.21,331.06,325.99,326.00,322.94,,,
2025-01-28 22:17:42.532000,L9,362.13,390.46,414.10,364.96,346.45,340.33,348.44,346.76
2025-02-21 22:17:31.397000,L8,349.14,352.07,343.96,342.96,342.03,328.76,,
2025-03-01 22:17:39.455000,L9,343.18,343.92,342.97,336.61,334.60,,,
2025-03-09 22:17:26.663000,L8,346.50,345.57,342.99,339.81,338.08,,,
2025-03-25 22:17:16.100000,L8,345.41,349.71,337.46,342.36,335.60,,,
2025-05-04 22:17:17.676000,L9,348.34,349.85,359.87,345.04,348.74,331.46,330.70,330.31
2025-06-21 22:17:14.951000,L9,333.41,335.63,334.28,334.08,328.66,,,
2025-06-29 22:17:21.081000,L8,350.45,350.20,351.14,346.72,339.90,,,
2025-07-23 22:17:27.519000,L9,,398.09,379.50,373.00,366.68,346.12,350.49,348.66
2025-08-08 22:17:36.495000,L9,347.83,349.22,350.20,343.28,335.78,323.68,,
2025-08-24 22:17:43.028000,L9,349.54,350.89,354.00,343.42,339.91,,,
2025-09-25 22:17:52.465000,L9,344.95,345.56,342.34,341.15,343.03,,,
2025-10-19 22:17:50.450000,L8,330.14,328.33,322.41,323.50,319.08,,,
2025-11-04 22:17:53.875000,L8,390.73,376.64,373.44,368.38,347.83,339.37,345.87,341.07
