dates,satname,nzd0063-0000,nzd0063-0001,nzd0063-0002,nzd0063-0003,nzd0063-0004,nzd0063-0008,nzd0063-0009,nzd0063-0010,nzd0063-0011,nzd0063-0012,nzd0063-0013,nzd0063-0014,nzd0063-0005,nzd0063-0006,nzd0063-0007
2005-03-11 21:58:44.158000,L5,343.35,333.84,349.93,319.31,304.19,,,,296.55,302.87,309.82,305.37,254.62,259.52,251.55
2005-04-12 21:58:31.220000,L5,357.73,358.96,366.44,341.59,323.86,311.75,299.38,316.05,320.29,320.92,328.01,317.59,316.42,308.11,304.77
2005-04-12 21:58:55.193000,L5,357.92,359.84,367.35,344.22,326.53,314.68,306.00,318.91,324.16,324.04,331.43,319.45,319.41,311.11,308.70
2005-05-30 21:58:51.383000,L5,,,,,,,,,,293.05,315.69,315.68,,,
2005-05-30 21:59:15.499000,L5,,,,,,,,,281.29,301.48,321.55,319.73,,,
2005-07-17 21:59:11.604000,L5,,332.08,356.16,299.07,320.39,307.80,305.40,309.38,316.90,315.68,319.13,319.00,321.13,314.79,312.27
2005-07-17 21:59:35.576000,L5,339.08,347.09,363.55,322.86,330.08,319.35,314.64,319.87,327.82,325.10,329.41,329.81,331.49,325.57,322.04
2005-09-19 21:59:32.955000,L5,353.39,346.79,356.92,345.93,335.04,341.36,334.88,338.90,349.47,349.65,339.53,340.32,335.21,338.74,339.15
2005-09-19 21:59:56.928000,L5,353.68,346.79,357.01,346.21,335.03,340.95,335.01,339.55,349.43,349.65,339.73,340.72,335.21,338.35,339.15
2006-02-10 22:01:51.332000,L5,388.10,377.91,390.60,378.36,371.26,358.76,357.36,362.86,368.08,364.00,367.99,359.91,363.72,360.46,357.51
2006-02-26 22:02:11.573000,L5,393.67,382.53,384.85,379.07,367.12,344.51,338.48,341.75,401.84,,,,358.26,347.32,350.11
2006-03-14 22:02:31.280000,L5,328.89,329.04,339.11,321.44,310.05,290.82,288.01,,290.51,302.15,312.63,307.36,305.37,287.59,287.09
2006-05-17 22:03:33.996000,L5,,331.89,351.57,318.46,321.13,313.95,311.16,310.40,320.43,321.78,324.52,314.01,319.76,315.01,316.27
2006-05-17 22:03:57.969000,L5,,333.72,351.96,318.62,321.62,314.34,311.35,311.63,320.75,321.86,324.88,314.07,320.46,315.01,316.76
2006-07-04 22:04:41.660000,L5,,343.89,358.14,309.58,325.59,321.19,315.81,316.53,315.70,318.09,319.69,313.30,324.34,325.12,322.56
2006-08-21 22:04:55.513000,L5,341.25,345.59,363.35,340.80,331.45,316.08,313.41,317.79,323.00,323.31,325.17,323.76,332.40,328.36,319.12
2006-08-21 22:05:19.629000,L5,324.61,337.95,355.41,330.77,324.91,308.86,306.27,309.75,315.52,316.78,320.06,315.35,326.42,320.60,311.42
2006-11-25 22:06:19.953000,L5,504.72,318.83,330.91,305.45,293.72,284.76,295.42,309.04,309.88,314.15,318.14,322.06,291.45,288.68,287.37
2007-02-13 22:06:23.395000,L5,395.99,380.29,380.37,372.20,372.03,,,,,,364.39,355.12,366.08,,
2007-02-13 22:06:47.368000,L5,395.94,380.09,379.78,371.05,371.62,,,,,,362.51,354.98,366.75,,
2007-09-25 22:04:24.972000,L5,396.17,376.93,389.95,382.73,363.87,358.51,360.97,370.61,366.64,366.94,371.75,357.15,361.46,363.17,359.46
2007-09-25 22:04:48.945000,L5,395.23,376.66,390.58,382.73,363.33,358.66,360.84,370.57,366.83,366.36,371.59,357.13,361.58,362.24,358.06
2008-10-29 21:55:00.479000,L5,360.73,353.42,361.16,354.13,335.95,339.84,345.43,,,,,,335.04,336.67,344.09
2008-10-29 21:55:24.451000,L5,,,318.93,323.64,310.03,320.51,314.64,316.17,273.88,,,,303.00,317.75,321.61
2009-01-01 21:56:07.642000,L5,,,,,,,297.37,312.07,318.07,319.04,325.91,321.31,,,
2009-01-01 21:56:31.615000,L5,,,,,,,302.53,315.12,322.63,322.80,328.43,323.63,,,
2009-02-02 21:56:58.438000,L5,386.12,370.82,385.39,368.55,367.93,362.33,361.10,367.40,368.29,358.56,362.53,357.13,365.91,360.53,363.11
2009-02-02 21:57:22.411000,L5,385.52,371.30,384.65,369.77,368.41,362.52,362.44,367.49,368.81,360.89,365.49,359.26,366.25,361.11,362.80
2009-12-03 22:01:55.950000,L5,,,,,,295.21,313.02,320.56,321.79,314.34,329.09,324.17,,,244.98
2010-01-20 22:02:13.755000,L5,374.39,362.06,371.16,353.64,333.83,327.56,313.52,282.13,,,,,322.20,318.86,318.92
2010-02-05 22:02:17.935000,L5,361.78,350.52,358.03,338.02,325.21,318.87,312.40,318.86,326.63,326.26,331.66,323.59,316.50,311.61,315.16
2010-02-21 22:02:44.773000,L5,337.74,348.26,369.41,314.31,,,,,,,,,,,
2010-10-03 22:01:28.836000,L5,337.96,318.88,336.98,332.29,324.69,308.67,307.18,288.56,290.55,298.86,307.63,291.00,323.24,317.95,317.28
2011-03-12 22:01:19.581000,L5,333.24,327.41,343.92,322.34,302.97,294.94,295.91,,302.03,298.83,310.87,302.68,300.24,298.04,302.62
2011-03-12 22:01:43.554000,L5,330.87,326.43,343.26,321.40,301.08,289.48,294.05,,301.04,297.69,310.25,301.86,298.30,295.88,301.28
2011-03-28 22:01:14.403000,L5,388.26,373.69,391.90,375.80,356.51,342.53,341.36,339.00,348.95,339.13,340.57,329.15,352.27,339.40,357.69
2011-03-28 22:01:38.376000,L5,,,406.80,375.80,357.66,345.80,343.26,340.65,349.88,340.43,342.80,329.47,352.27,343.55,358.24
2011-08-19 22:00:12.535000,L5,395.58,383.88,401.89,387.27,364.72,354.53,354.26,380.91,379.61,372.43,372.99,364.87,363.91,358.03,365.93
2011-09-04 22:00:03.630000,L5,354.79,352.51,363.19,344.51,332.07,328.55,318.53,319.86,331.85,330.91,330.90,317.76,332.06,328.93,327.18
2011-09-04 22:00:27.603000,L5,380.74,373.00,390.27,372.96,366.00,356.98,346.65,371.96,378.12,365.61,364.16,361.87,361.65,358.63,355.97
2013-05-20 22:13:26.604000,L8,355.64,357.37,370.27,352.35,345.38,343.37,334.88,345.90,341.75,344.03,348.78,340.69,345.31,340.60,339.62
2013-05-20 22:13:50.559000,L8,355.51,357.51,370.23,352.23,345.42,343.39,334.96,346.00,341.85,344.25,349.33,340.26,345.37,340.73,339.65
2013-06-05 22:13:27.306000,L8,341.45,335.36,353.54,326.11,317.01,304.24,270.70,,,,,,310.42,313.06,307.78
2013-06-05 22:13:51.261000,L8,348.70,350.30,365.52,342.99,333.81,321.16,320.01,307.79,333.60,338.22,346.37,,327.92,330.97,327.56
2013-06-21 22:13:43.313000,L8,355.13,358.75,369.43,346.40,342.97,339.24,330.50,341.44,340.10,340.82,346.28,341.86,339.00,339.03,337.00
2013-09-09 22:13:25.749000,L8,,,,,304.91,314.01,310.25,318.89,324.63,322.07,326.83,322.94,304.40,299.80,296.19
2013-09-09 22:13:49.699000,L8,,,,,303.40,313.29,309.55,317.99,323.30,320.34,326.09,318.11,302.54,297.60,293.93
2013-09-25 22:13:17.289000,L8,368.56,366.27,372.76,363.31,356.26,354.55,351.94,355.87,356.86,358.33,359.78,351.03,351.75,350.32,352.41
2013-09-25 22:13:41.239000,L8,368.75,366.55,372.95,364.32,356.76,355.21,352.39,356.30,357.50,359.06,360.07,351.30,352.22,350.76,353.23
2013-12-14 22:12:57.636000,L8,542.36,368.57,375.58,372.00,366.72,369.07,386.99,384.06,372.48,368.40,367.32,367.62,374.09,372.52,372.85
2013-12-14 22:13:21.591000,L8,586.75,367.68,375.09,371.29,365.65,368.33,386.84,383.16,372.34,368.45,367.14,367.72,374.39,371.96,372.49
2014-01-15 22:12:33.689000,L8,361.02,359.22,367.83,355.21,343.00,336.80,330.29,340.25,338.35,339.02,357.42,342.83,342.80,339.04,336.64
2014-01-31 22:12:28.855000,L8,366.69,363.88,366.09,372.01,357.68,362.92,360.52,374.66,365.38,364.52,363.11,362.72,374.05,366.88,363.00
2014-01-31 22:12:52.806000,L8,366.93,363.84,366.47,372.94,357.80,362.91,360.61,376.43,365.46,364.81,363.13,363.52,374.52,367.51,363.53
2014-02-16 22:12:38.819000,L8,,342.97,350.08,345.54,333.61,327.28,321.65,330.82,330.47,332.89,336.26,329.79,322.44,322.69,325.46
2014-03-20 22:11:49.843000,L8,339.96,331.10,344.25,318.69,308.89,292.53,295.11,295.18,305.62,312.26,314.45,308.26,302.07,291.63,289.36
2014-03-20 22:12:13.789000,L8,339.87,332.02,345.07,319.36,309.71,293.85,295.57,296.64,306.35,313.31,315.47,309.16,302.86,292.53,290.16
2014-04-05 22:11:34.747000,L8,393.87,373.57,378.62,375.89,376.03,365.85,361.47,373.91,368.16,370.90,370.90,370.19,372.77,372.70,369.19
2014-04-05 22:11:58.702000,L8,393.76,373.73,378.73,376.23,376.27,366.03,361.64,374.89,368.36,371.05,371.18,372.08,373.36,372.90,369.36
2014-04-21 22:11:18.224000,L8,354.82,353.08,363.39,346.58,331.80,324.90,324.59,328.52,332.48,332.77,337.67,340.02,330.45,320.44,321.62
2014-04-21 22:11:42.175000,L8,354.50,353.61,363.45,346.58,332.35,325.51,325.29,329.49,333.36,333.80,338.48,341.22,330.84,320.82,322.23
2014-05-07 22:11:02.102000,L8,,,325.81,302.20,303.52,,,,297.43,301.97,308.84,297.74,298.57,280.03,269.34
2014-05-07 22:11:26.052000,L8,,,328.33,304.34,305.39,,,,302.96,306.31,311.04,301.92,300.45,285.42,274.99
2014-05-23 22:11:18.694000,L8,352.25,342.57,361.12,348.06,349.47,322.17,312.40,331.62,330.29,328.54,332.85,328.34,337.55,328.73,320.40
2014-07-26 22:11:19.207000,L8,356.07,359.20,370.11,352.56,342.78,336.79,331.71,338.55,337.32,339.06,343.59,343.86,343.02,333.44,332.87
2014-07-26 22:11:43.162000,L8,355.87,359.24,370.11,352.53,342.89,336.97,331.81,338.74,337.38,339.43,344.81,343.59,343.12,333.54,333.04
2014-10-14 22:11:38.746000,L8,347.08,339.68,353.94,348.25,331.96,329.19,320.51,330.30,331.24,331.89,335.90,329.51,333.78,324.20,323.08
2014-10-14 22:12:02.705000,L8,348.02,341.18,357.42,349.65,334.70,331.90,323.14,333.21,333.52,333.86,337.93,331.95,336.75,326.82,325.71
2014-10-30 22:11:34.905000,L8,,,361.01,346.23,327.88,323.07,317.23,331.03,325.80,332.76,333.29,329.24,323.53,314.89,319.22
2014-10-30 22:11:58.859000,L8,,,,306.17,303.26,298.56,293.86,303.87,312.26,314.23,315.87,309.50,295.81,278.23,286.06
2014-12-01 22:11:36.363000,L8,,,338.38,320.64,313.60,,,,,,,,309.53,301.83,300.50
2014-12-01 22:12:00.318000,L8,364.56,346.35,366.19,357.84,343.04,,,,,,,,342.67,333.96,335.98
2015-01-02 22:11:27.004000,L8,352.17,342.28,355.83,345.45,330.84,327.66,320.67,328.46,326.34,331.35,329.78,326.05,327.44,325.32,324.26
2015-01-02 22:11:50.958000,L8,352.06,342.52,355.69,345.54,330.55,327.47,320.38,328.43,326.13,330.80,329.02,325.28,327.15,324.81,323.95
2015-01-18 22:11:24.746000,L8,568.38,361.73,368.65,357.17,350.73,351.31,350.06,352.12,359.38,387.29,,,349.66,345.94,346.04
2015-01-18 22:11:48.696000,L8,359.99,354.72,363.47,352.28,340.49,336.48,328.76,345.90,341.15,368.29,373.36,,341.20,333.13,332.19
2015-02-19 22:11:13.759000,L8,371.43,365.71,379.84,379.26,378.83,367.70,,,,,,,377.74,375.05,370.74
2015-04-24 22:10:44.446000,L8,341.10,334.21,348.07,323.73,317.54,282.05,293.97,316.64,315.89,,,,314.10,266.22,269.52
2015-04-24 22:11:08.401000,L8,349.80,344.18,359.88,344.03,336.25,328.40,325.35,327.25,329.05,346.91,,,341.02,346.28,331.03
2015-05-10 22:10:28.533000,L8,387.63,370.97,385.57,379.12,376.82,366.77,369.56,378.66,370.27,371.38,368.57,372.06,377.75,373.71,370.03
2015-05-10 22:10:52.487000,L8,348.46,345.88,363.28,343.94,331.45,327.64,320.47,332.53,329.64,331.33,335.49,327.20,333.27,326.93,324.52
2015-06-27 22:10:46.339000,L8,,,,302.42,316.07,312.55,306.05,316.08,316.90,319.24,323.77,317.11,315.13,309.13,308.07
2015-06-27 22:11:10.298000,L8,,,,302.63,315.83,312.37,305.21,316.08,316.80,319.19,323.75,317.09,314.83,308.91,307.68
2015-07-29 22:11:01.897000,L8,357.65,363.51,369.70,351.07,345.94,340.20,338.09,345.31,344.09,341.55,348.70,339.03,343.12,341.08,340.08
2015-07-29 22:11:25.856000,L8,356.92,362.99,369.27,349.91,345.26,339.32,336.93,344.42,342.93,340.83,348.11,337.87,342.25,340.09,339.18
2015-12-20 22:11:33.546000,L8,370.82,352.37,366.42,353.99,346.00,341.32,333.94,344.85,342.85,341.81,351.65,340.66,342.21,338.07,340.79
2015-12-20 22:11:57.501000,L8,355.09,342.25,358.06,347.75,332.39,326.26,320.50,330.55,330.73,330.65,336.23,328.41,327.68,325.32,325.15
2016-02-22 22:11:18.630000,L8,389.91,363.51,372.27,368.74,374.98,368.03,357.87,375.53,362.63,366.46,369.71,363.29,377.54,373.81,368.75
2016-02-22 22:11:42.580000,L8,389.92,363.55,372.28,368.88,374.97,368.04,357.90,376.22,362.57,366.54,369.72,363.40,377.52,373.83,368.71
2016-03-09 22:11:16.948000,L8,597.06,342.49,355.55,396.60,,329.25,319.85,336.86,334.31,383.20,,,,330.01,326.58
2016-03-09 22:11:40.902000,L8,339.16,335.46,347.00,309.04,,322.95,314.51,328.14,327.84,333.54,338.02,336.42,,309.26,317.92
2016-03-25 22:11:08.402000,L8,373.57,363.01,374.77,371.38,368.40,370.46,386.17,383.65,366.19,362.65,364.73,354.10,374.72,371.79,366.88
2016-03-25 22:11:32.353000,L8,358.57,347.17,365.54,350.94,344.19,338.15,335.13,340.48,337.76,336.82,342.05,338.09,340.61,336.17,337.61
2016-04-26 22:11:21.230000,L8,374.21,370.39,377.92,377.12,357.71,362.42,357.83,360.12,367.27,369.66,368.28,360.16,359.64,366.21,365.38
2016-05-12 22:10:56.720000,L8,368.96,369.01,380.56,378.10,368.84,365.30,361.29,379.77,370.77,373.74,369.04,368.15,371.38,370.91,367.93
2016-05-12 22:11:20.683000,L8,370.11,369.28,381.96,378.63,375.66,365.77,361.99,380.60,371.49,374.37,369.48,369.45,372.39,371.50,368.43
2016-06-13 22:11:06.720000,L8,346.61,342.12,354.34,332.37,321.65,321.62,311.00,321.78,324.68,325.97,329.94,324.02,325.91,318.25,317.52
2016-06-13 22:11:30.674000,L8,356.75,363.12,372.64,356.48,350.57,344.14,343.35,350.89,348.30,346.44,360.29,354.22,347.53,349.84,345.39
2016-06-29 22:11:15.136000,L8,355.78,359.32,370.38,349.94,343.54,341.34,334.62,343.07,342.19,341.70,345.87,341.78,345.40,341.04,338.98
2016-06-29 22:11:39.087000,L8,354.59,359.26,369.75,348.74,342.99,341.12,334.68,342.81,342.14,342.07,346.36,341.73,344.83,340.70,338.53
2016-07-15 22:11:22.376000,L8,355.74,360.62,369.30,346.64,348.03,339.67,333.89,342.96,341.12,341.44,349.13,338.55,344.36,340.90,341.96
2016-07-15 22:11:46.335000,L8,355.18,360.09,368.96,345.98,347.24,338.89,333.23,342.14,340.43,340.76,348.07,337.24,343.55,340.09,341.06
2016-08-16 22:11:29.744000,L8,355.26,353.87,362.52,345.78,337.92,331.46,323.37,334.89,331.15,327.23,329.66,320.59,337.27,336.47,338.12
2016-08-16 22:11:53.694000,L8,354.88,353.87,362.59,345.76,338.10,331.22,323.32,335.09,331.30,327.34,329.97,320.92,337.31,336.48,338.52
2016-09-01 22:11:36.389000,L8,,,,341.01,323.02,319.91,312.72,329.06,324.66,323.55,315.46,316.95,326.81,321.60,319.21
2016-10-19 22:11:45.519000,L8,,,329.71,308.09,312.61,315.00,295.14,312.43,314.54,314.71,315.52,,312.99,313.85,313.85
