dates,nzd0063-0000,nzd0063-0001,nzd0063-0002,nzd0063-0003,nzd0063-0004,nzd0063-0008,nzd0063-0009,nzd0063-0010,nzd0063-0011,nzd0063-0012,nzd0063-0013,nzd0063-0014,nzd0063-0005,nzd0063-0006,nzd0063-0007,satname
1999-09-27 22:04:48+00:00,353.07,348.48,364.53,354.71,347.56,338.72,337.34,347.53,343.95,345.67,352.05,344.26,346.3,342.44,340.84,L7
1999-11-14 22:04:42+00:00,353.07,348.48,364.53,354.71,348.39,339.855,336.65999999999997,347.595,343.95,344.28,351.93,345.805,346.63,342.73,340.395,L7
2000-02-18 22:04:29+00:00,353.07,348.48,364.53,354.71,348.39,336.40333333333336,332.68333333333334,342.26666666666665,340.56666666666666,340.26,345.8533333333333,339.50333333333333,346.63,342.73,333.64,L7
2000-08-12 22:02:30+00:00,354.67,,,,353.66,342.995,339.365,345.235,346.015,342.97,346.19,339.53999999999996,359.11,354.52,335.485,L7
2001-03-24 22:01:35+00:00,,328.17,,347.61,341.96,,331.45,347.77,344.62,352.25,353.36,343.25,328.45,,,L7
2001-10-02 22:00:04+00:00,345.13,,,,349.81,343.95,338.17,348.02,344.36,342.04,348.38,343.58,344.99,345.9,340.54,L7
2001-12-21 22:00:29+00:00,345.13,,,,354.08500000000004,343.95,338.17,348.02,351.74,348.125,353.845,346.575,349.88,350.28999999999996,347.865,L7
2002-02-23 22:00:19+00:00,345.13,,,358.5,353.14000000000004,350.235,345.425,352.69,353.34,349.81333333333333,355.8733333333333,347.1266666666667,349.42,350.0733333333333,348.96333333333337,L7
2002-04-28 22:00:38+00:00,,,333.4,340.605,344.56,338.55499999999995,335.295,338.275,357.83,353.70000000000005,359.61999999999995,348.9000000000001,342.09999999999997,340.7266666666667,341.78333333333336,L7
2002-07-01 21:59:51+00:00,,,333.4,333.04,336.25333333333333,334.46999999999997,331.55333333333334,337.76,345.735,344.365,352.65,345.345,334.53,332.2733333333333,332.41,L7
2002-07-17 21:59:44+00:00,,,333.4,321.175,337.0025,334.16499999999996,331.6975,336.795,341.88000000000005,341.12666666666667,347.49666666666667,340.67,336.22249999999997,332.95,332.73,L7
2003-07-28 21:48:04+00:00,333.54,337.25,,321.87,322.37,316.38,310.49,305.48,317.85,321.79,325.71,317.59,320.07,315.02,312.54,L5
2003-08-13 21:48:21+00:00,333.54,327.115,342.17,312.37,316.19,311.025,306.57500000000005,299.69500000000005,313.045,317.905,321.655,313.92499999999995,314.595,309.03,308.355,L5
2003-09-14 21:48:54+00:00,342.815,327.115,342.17,322.72333333333336,322.37,315.4866666666667,311.38000000000005,306.43666666666667,317.32666666666665,321.51,325.03,318.51,320.03,315.75333333333333,313.03333333333336,L5
2004-06-12 21:52:47+00:00,,,,309.84,323.08,314.71,308.27,304.97,316.72,314.47,315.96,308.34,318.1,315.2,312.45,L5
2004-07-30 21:54:04+00:00,,,,309.84,323.08,314.71,308.27,304.97,316.72,314.47,342.78499999999997,335.355,318.1,315.2,312.45,L5
2004-09-16 21:55:41+00:00,,,,326.995,323.08,325.79499999999996,320.085,319.475,325.515,324.02,340.24333333333334,332.82666666666665,318.1,315.2,312.45,L5
2004-11-03 21:56:42+00:00,,,,326.995,323.08,325.79499999999996,320.085,319.475,325.515,324.02,346.5725,339.1875,336.48,315.2,331.16999999999996,L5
2004-11-19 21:56:55+00:00,,,,326.995,323.08,333.48,328.8433333333333,319.475,325.515,324.02,350.736,343.68199999999996,336.48,315.2,331.16999999999996,L5
2005-02-07 21:58:15+00:00,,,,346.94,342.34,328.94,322.78,333.98,319.735,326.68,348.0675,341.22499999999997,343.52,323.84,336.74,L5
2005-02-23 21:58:31+00:00,363.38,,,349.72333333333336,344.12,329.89,324.29499999999996,334.08500000000004,325.43,330.47,346.59000000000003,340.642,344.13000000000005,332.895,336.69,L5
2005-03-11 21:58:44+00:00,353.365,333.84,349.93,342.12,330.81,329.89,324.29499999999996,334.08500000000004,318.21000000000004,323.57,340.46166666666664,334.7633333333333,344.13000000000005,332.895,336.69,L5
2005-04-12 21:58:55+00:00,353.365,333.84,349.93,342.1375,329.74,324.34000000000003,317.82,326.55,315.6725,321.1875,339.84,333.37666666666667,337.95000000000005,325.6333333333333,329.6925,L5
