dates,satname,nzd0494-0000,nzd0494-0001,nzd0494-0002,nzd0494-0003,nzd0494-0004,nzd0494-0005,nzd0494-0006,nzd0494-0007,nzd0494-0008,nzd0494-0009,nzd0494-0010
2000-09-20 22:11:14.930000,L7,312.25,294.78,304.34,304.84,294.70,294.00,300.24,296.40,302.93,,
2000-12-18 22:05:01.704000,L7,297.03,286.98,186.64,,,,,,,,
2001-01-03 22:05:00.181000,L7,347.90,294.57,301.01,297.58,291.13,289.77,294.56,234.80,300.73,,
2001-04-16 22:10:30.845000,L7,370.86,349.75,372.28,349.04,337.40,339.08,335.36,356.55,355.96,344.93,319.11
2002-01-29 22:09:33.112000,L7,342.66,359.23,367.07,372.77,331.59,,,,,,
2002-02-23 22:03:31.354000,L7,476.84,481.08,317.60,430.15,415.46,382.78,291.79,295.12,301.63,,
2002-09-10 22:08:19.399000,L7,347.96,353.08,365.25,349.71,347.42,348.14,352.15,353.14,356.86,355.40,352.97
2002-12-24 22:02:57.022000,L7,287.73,273.99,,,,,,,,,
2003-09-30 21:52:18.101000,L5,314.23,293.72,210.02,,,,,,,,
2004-01-27 21:59:38.149000,L5,308.29,227.74,207.13,,,,,,,,
2005-02-14 22:07:21.106000,L5,359.48,355.63,355.81,352.56,356.61,351.13,358.35,213.56,364.40,358.17,353.93
2005-03-11 22:01:31.683000,L5,350.75,335.58,341.81,331.89,341.52,319.26,324.74,215.47,335.09,311.69,
2005-04-12 22:01:42.862000,L5,312.71,299.07,270.60,286.90,265.15,259.93,,,,,
2005-08-09 22:08:46.932000,L5,230.50,223.51,166.94,,,,,,,,
2005-08-25 22:08:52.862000,L5,304.50,290.76,265.96,224.83,,,,,,,
2005-09-19 22:02:44.739000,L5,371.15,356.44,342.73,329.13,350.37,363.39,326.55,333.95,337.49,308.24,
2005-10-05 22:02:41.026000,L5,331.91,298.97,296.51,172.60,256.58,268.17,221.57,283.07,,,
2005-11-06 22:02:46.848000,L5,322.28,292.35,288.88,278.09,274.53,265.70,274.29,288.42,305.18,,
2006-02-01 22:11:01.629000,L5,337.14,317.35,320.18,149.26,313.52,306.26,309.72,325.03,319.52,300.14,
2006-02-17 22:11:22.491000,L5,313.29,297.69,299.32,299.28,290.74,280.43,292.49,300.78,305.83,,
2006-02-26 22:05:22.928000,L5,345.64,334.03,329.35,338.60,315.59,180.61,311.41,323.59,320.54,292.03,
2006-03-14 22:05:42.635000,L5,318.57,306.46,299.95,303.50,274.99,276.07,271.58,291.86,299.50,,
2006-08-21 22:08:07.440000,L5,222.01,218.41,191.32,,,,,,,,
2006-08-28 22:14:23.601000,L5,228.94,290.16,206.11,197.87,,,,,,,
2007-09-09 22:07:45.163000,L5,281.97,231.58,176.94,,,,,,,,
2008-11-14 21:57:52.281000,L5,330.90,309.50,305.12,303.72,299.93,293.04,302.21,310.58,321.93,289.34,
2009-01-17 21:59:44.398000,L5,324.48,307.61,311.27,303.18,294.95,298.00,280.63,297.51,303.99,,
2010-02-05 22:05:29.575000,L5,313.00,291.85,201.68,,,,,,,,
2010-10-26 22:10:38.745000,L5,312.25,287.13,282.25,289.75,296.83,280.41,292.86,307.64,303.61,,
2010-12-22 22:04:29.137000,L5,327.57,303.28,296.44,183.43,291.00,268.11,,,,,
2011-03-12 22:04:31.079000,L5,352.49,354.42,365.80,357.54,154.13,171.42,176.62,208.68,229.00,227.93,231.98
2013-05-11 22:22:18.973000,L8,312.73,290.20,252.21,,,290.40,289.69,293.78,303.18,293.09,
2013-05-11 22:22:42.945000,L8,314.34,295.13,301.27,300.71,293.26,205.06,294.28,296.51,306.17,296.02,
2013-06-28 22:22:44.910000,L8,171.52,169.48,176.60,,,,,,,,
2013-07-07 22:16:35.929000,L8,304.83,161.88,151.86,,,,,,,,
2013-07-14 22:22:22.423000,L8,249.19,193.87,201.21,,,,,,,,
2013-07-23 22:16:34.633000,L8,317.04,302.75,312.25,311.13,346.24,353.55,360.89,348.11,345.81,256.75,326.99
2013-08-31 22:22:26.282000,L8,321.39,298.50,318.17,308.47,338.07,191.35,329.93,340.43,313.23,313.66,318.63
2013-08-31 22:22:50.245000,L8,319.39,295.82,310.68,304.70,301.54,305.19,325.48,230.40,310.96,310.46,310.41
2013-09-25 22:16:28.938000,L8,321.57,288.12,290.81,291.86,291.28,272.63,290.03,294.63,302.44,291.29,
2013-10-11 22:16:29.291000,L8,315.61,295.76,299.46,298.12,291.64,295.52,294.27,297.39,303.42,290.81,
2013-10-18 22:22:13.444000,L8,312.63,290.20,181.73,,,,,,,,
2013-10-18 22:22:37.411000,L8,314.64,290.43,178.69,,,,,,,,
2013-10-27 22:16:19.549000,L8,315.85,296.06,301.24,299.07,296.54,296.27,295.51,297.93,302.76,290.00,
2013-11-12 22:16:19.914000,L8,324.96,304.20,309.63,302.89,300.95,301.56,299.64,306.45,310.53,296.83,
2013-11-19 22:22:25.407000,L8,303.79,289.83,163.28,,,,,,,,
2013-12-21 22:21:51.057000,L8,309.93,294.81,296.20,295.47,183.45,296.66,295.13,303.45,307.19,290.76,
2013-12-30 22:16:01.055000,L8,325.29,305.47,315.29,308.34,321.83,303.62,310.21,316.29,313.48,332.11,308.54
2014-01-22 22:21:31.494000,L8,343.80,337.26,338.55,134.26,163.26,175.49,182.08,219.57,182.10,215.54,198.22
2014-02-23 22:21:08.076000,L8,317.55,298.51,305.58,302.39,297.83,299.64,198.82,306.83,317.15,308.04,
2014-02-23 22:21:32.043000,L8,316.04,296.24,301.25,299.97,294.33,296.91,296.79,303.59,312.89,301.77,
2014-03-11 22:20:55.957000,L8,321.22,303.35,312.30,305.73,303.77,302.06,300.86,323.32,315.23,312.09,
2014-03-11 22:21:19.920000,L8,322.59,306.17,317.87,308.93,173.60,303.17,302.11,227.27,320.17,318.08,302.07
2014-03-20 22:15:01.497000,L8,314.38,294.59,295.76,294.19,260.44,216.32,293.69,296.04,306.13,293.51,
2014-04-21 22:14:29.865000,L8,310.52,270.84,194.83,,,,,,,,
2014-05-30 22:19:58.900000,L8,227.62,188.39,185.92,,,,,,,,
2014-05-30 22:20:22.872000,L8,316.04,294.73,306.08,300.12,297.41,300.45,299.98,303.23,256.45,257.86,
2014-08-11 22:14:39.696000,L8,325.30,339.85,351.93,341.05,349.90,351.73,359.85,352.12,363.28,390.56,354.12
2014-08-18 22:20:51.886000,L8,315.96,292.31,298.56,295.31,286.14,295.71,294.56,296.05,303.18,291.01,
2014-09-19 22:20:54.477000,L8,324.09,340.15,337.25,337.40,326.57,333.54,342.25,226.13,362.89,350.32,313.23
2014-09-28 22:14:44.621000,L8,322.97,338.32,344.38,323.71,310.77,324.20,333.34,350.78,358.31,347.79,308.20
2014-11-06 22:20:37.163000,L8,338.31,313.09,312.78,314.99,322.87,307.77,311.47,226.20,364.44,360.03,366.65
2014-11-06 22:21:01.126000,L8,327.11,306.97,308.66,308.90,301.62,302.27,304.95,312.54,313.50,307.64,
2014-11-15 22:14:49.314000,L8,333.98,332.40,347.26,336.60,164.52,338.65,335.59,347.44,341.59,332.37,310.34
2014-11-22 22:20:33.645000,L8,323.85,306.57,310.23,306.59,302.79,303.92,303.24,315.19,319.82,308.99,
