dates,nzd0494-0000,nzd0494-0001,nzd0494-0002,nzd0494-0003,nzd0494-0004,nzd0494-0005,nzd0494-0006,nzd0494-0007,nzd0494-0008,nzd0494-0009,nzd0494-0010,satname
2000-09-20 22:11:14+00:00,312.25,294.78,,304.84,294.7,294.0,300.24,,302.93,,,L7
2000-12-18 22:05:01+00:00,304.64,290.88,,304.84,294.7,294.0,300.24,,302.93,,,L7
2001-01-03 22:05:00+00:00,304.64,292.10999999999996,,301.21,292.91499999999996,291.885,297.4,234.8,301.83000000000004,,,L7
2002-12-24 22:02:57+00:00,287.73,273.99,,,,,,,,,,L7
2005-02-14 22:07:21+00:00,,,,,,,,213.56,364.4,,,L5
2005-03-11 22:01:31+00:00,,335.58,,331.89,,319.26,324.74,214.515,349.745,311.69,,L5
2005-04-12 22:01:42+00:00,312.71,317.325,,331.89,265.15,289.595,324.74,214.515,349.745,311.69,,L5
2005-09-19 22:02:44+00:00,312.71,299.07,,329.13,265.15,259.93,326.55,,337.49,308.24,,L5
2005-10-05 22:02:41+00:00,322.31,299.02,296.51,329.13,260.865,264.05,326.55,283.07,337.49,308.24,,L5
2005-11-06 22:02:46+00:00,327.095,295.66,292.695,329.13,265.55499999999995,266.935,300.42,285.745,321.33500000000004,308.24,,L5
2006-02-01 22:11:01+00:00,330.4433333333333,302.89000000000004,301.8566666666666,329.13,281.5433333333333,266.935,303.52000000000004,298.84,320.73,304.19,,L5
2006-02-17 22:11:22+00:00,326.155,301.59000000000003,301.22249999999997,314.205,283.8425,271.43333333333334,300.76250000000005,299.325,317.005,304.19,,L5
2006-02-26 22:05:22+00:00,330.052,308.07800000000003,306.848,322.33666666666664,290.192,271.43333333333334,302.892,304.178,317.712,300.13666666666666,,L5
2008-11-14 21:57:52+00:00,330.9,309.5,305.12,303.72,299.93,293.04,302.21,310.58,321.93,289.34,,L5
2009-01-17 21:59:44+00:00,327.69,308.555,308.195,303.45000000000005,297.44,295.52,291.41999999999996,304.04499999999996,312.96000000000004,289.34,,L5
2010-12-22 22:04:29+00:00,327.57,303.28,296.44,,291.0,268.11,,,,,,L5
2013-05-11 22:22:42+00:00,314.34,295.13,301.27,300.71,293.26,,294.28,296.51,306.17,296.02,,L8
2013-07-07 22:16:35+00:00,309.585,295.13,301.27,300.71,293.26,,294.28,296.51,306.17,296.02,,L8
2013-07-23 22:16:34+00:00,312.07,298.94,306.76,305.91999999999996,293.26,,294.28,296.51,325.99,276.385,326.99,L8
2013-08-31 22:22:50+00:00,312.07,297.90000000000003,308.06666666666666,305.5133333333333,297.4,305.19,309.88,296.51,320.98,287.74333333333334,318.70000000000005,L8
2013-10-11 22:16:29+00:00,312.955,297.365,305.91499999999996,303.66499999999996,295.48,300.355,304.6766666666667,296.95,316.59000000000003,288.51,318.70000000000005,L8
2013-10-18 22:22:13+00:00,312.89,295.93199999999996,305.91499999999996,303.66499999999996,295.48,300.355,304.6766666666667,296.95,316.59000000000003,288.51,318.70000000000005,L8
2013-10-27 22:16:19+00:00,313.3833333333333,295.9533333333333,304.98,302.746,295.745,298.99333333333334,302.385,297.27666666666664,313.82399999999996,288.808,318.70000000000005,L8
2013-11-19 22:22:25+00:00,311.625,295.07,305.9075,303.255,296.5733333333333,298.99333333333334,305.08666666666664,297.65999999999997,315.73749999999995,287.005,318.70000000000005,L8
2013-12-21 22:21:51+00:00,311.3828571428572,295.03285714285715,303.966,301.698,296.5733333333333,298.40999999999997,302.59749999999997,299.59,314.02799999999996,287.756,318.70000000000005,L8
2013-12-30 22:16:01+00:00,313.12125000000003,296.33750000000003,305.8533333333333,302.805,302.8875,299.452,304.12,303.765,313.93666666666667,287.756,315.31333333333333,L8
2014-01-22 22:21:31+00:00,313.85,300.65125,310.2366666666667,301.14,302.8875,299.452,304.12,303.765,307.562,295.5075,309.475,L8
2014-02-23 22:21:32+00:00,314.16285714285715,300.16111111111115,308.95285714285717,300.945,301.17600000000004,299.02833333333336,302.8983333333333,303.73,308.45,296.76,309.475,L8
2014-03-11 22:20:55+00:00,315.045,300.9977777777778,309.1842857142857,301.1166666666667,301.622,298.50666666666666,298.795,306.995,309.1616666666667,297.08599999999996,308.54,L8
2014-03-20 22:15:01+00:00,314.97111111111116,300.35699999999997,307.50625,300.1271428571428,301.622,298.50666666666666,298.0657142857143,305.43,308.7285714285714,296.48999999999995,308.54,L8
2014-04-21 22:14:29+00:00,314.62750000000005,298.71666666666664,308.6557142857143,300.46166666666664,304.1175,299.104,298.6983333333333,306.77000000000004,309.6133333333333,297.626,308.54,L8
2014-08-18 22:20:51+00:00,315.624,291.466,301.9675,298.8,294.74666666666667,298.2266666666667,296.475,304.75,309.3575,299.59499999999997,,L8
2014-09-19 22:20:54+00:00,316.8566666666666,301.09999999999997,317.905,316.355,306.355,314.625,318.405,296.05,333.03499999999997,320.66499999999996,313.23,L8
2014-09-28 22:14:44+00:00,318.385,310.405,326.73,318.8066666666667,307.82666666666665,317.81666666666666,323.3833333333333,323.41499999999996,341.46000000000004,329.70666666666665,310.71500000000003,L8
2014-11-06 22:20:37+00:00,325.3325,320.9675,323.2425,317.85249999999996,311.5875,315.305,320.405,323.41499999999996,347.205,329.70666666666665,310.71500000000003,L8
2014-11-15 22:14:49+00:00,327.062,323.254,328.046,321.602,311.5875,319.974,323.442,331.42333333333335,346.082,330.3725,310.59,L8
2014-11-22 22:20:33+00:00,326.5266666666667,320.4733333333333,325.07666666666665,319.09999999999997,309.828,317.29833333333335,320.075,327.365,341.705,326.096,310.59,L8
2014-12-24 22:20:29+00:00,325.60714285714283,318.2357142857143,323.9785714285714,317.48999999999995,314.75166666666667,315.8514285714286,320.075,324.442,337.79857142857145,322.7716666666667,310.59,L8
2015-03-14 22:19:59+00:00,322.7557142857143,322.5566666666667,328.215,321.18666666666667,320.474,319.2083333333333,325.178,331.54,343.5683333333334,329.124,310.59,L8
2015-04-15 22:19:46+00:00,322.87833333333333,316.68600000000004,324.75,321.17199999999997,326.475,316.96,318.3225,327.875,335.0525,321.36,321.105,L8
2015-05-01 22:20:00+00:00,321.2914285714286,300.53333333333336,302.4483333333333,321.17199999999997,326.475,316.96,318.3225,327.875,335.0525,321.36,321.105,L8
2015-06-11 22:13:52+00:00,312.93199999999996,255.83750000000003,257.0225,323.84000000000003,340.12000000000006,317.23,322.99,324.43499999999995,314.36,322.04,331.87,L8
2015-06-27 22:13:58+00:00,311.1425,222.6575,229.0125,339.85,340.87,327.29,303.19,314.95,302.99,315.53499999999997,331.87,L8
2015-07-29 22:14:13+00:00,311.1425,213.61599999999999,218.17,339.85,340.87,327.29,303.19,314.95,302.99,315.53499999999997,331.87,L8
2015-08-21 22:20:33+00:00,311.62,214.16333333333333,212.21833333333333,339.85,340.87,327.29,303.19,314.95,302.99,315.53499999999997,331.87,L8
2015-10-08 22:20:48+00:00,318.152,227.49142857142857,225.94428571428574,327.49,320.995,313.05,302.75333333333333,313.5333333333333,305.83000000000004,311.37666666666667,318.445,L8
2015-10-17 22:14:38+00:00,317.99199999999996,228.94714285714286,227.13285714285712,326.505,303.44,313.055,298.98333333333335,308.57,305.83000000000004,303.50666666666666,309.56,L8
2015-11-09 22:20:29+00:00,320.37,240.83285714285716,244.52857142857144,321.82666666666665,309.90000000000003,321.5366666666667,305.47,309.7525,311.26,305.1875,307.67,L8
2016-03-16 22:20:36+00:00,323.3775,311.1725,317.2075,315.9125,306.4675,314.0375,308.43,312.6075,313.16,307.1275,307.67,L8
2016-05-03 22:20:01+00:00,319.0333333333333,303.78,312.1433333333333,305.32000000000005,314.67,310.7966666666667,310.08000000000004,310.37999999999994,317.08666666666664,307.77333333333337,300.88,L8
2016-05-12 22:14:08+00:00,316.71999999999997,299.75,306.8666666666667,294.70000000000005,303.7666666666667,290.2,290.28,304.3833333333333,309.71000000000004,301.08,297.87,L8
2016-07-06 22:20:17+00:00,316.71999999999997,299.815,306.8666666666667,294.70000000000005,303.7666666666667,293.445,290.28,305.75,309.71000000000004,289.7025,297.87,L8
2016-07-15 22:14:34+00:00,315.42,297.51599999999996,303.84000000000003,293.1433333333334,300.02,293.445,288.97,305.75,305.875,285.11,297.87,L8
2016-08-16 22:14:41+00:00,315.03499999999997,296.64,295.994,291.56,296.082,290.36199999999997,288.9425,305.75,305.875,285.11,297.87,L8
2016-09-01 22:14:48+00:00,316.752,296.64,295.994,291.56,303.24666666666667,293.235,288.9425,313.32399999999996,305.875,285.11,297.87,L8
2016-09-08 22:20:36+00:00,316.36333333333334,295.8228571428571,294.6466666666667,290.13800000000003,303.24666666666667,292.12857142857143,288.988,310.325,304.172,286.19,297.87,L8
2016-11-27 22:20:43+00:00,316.185,297.98199999999997,295.245,296.14,302.575,294.55600000000004,292.0625,314.77250000000004,300.1666666666667,283.7825,,L8
2016-12-29 22:20:37+00:00,321.14,299.07166666666666,297.934,297.33799999999997,302.554,294.705,292.0625,313.61400000000003,303.0075,292.754,,L8
2017-01-14 22:20:33+00:00,320.268,299.65999999999997,295.91400000000004,295.206,301.452,291.06166666666667,290.6375,310.592,303.35,307.995,,L8
2017-02-08 22:14:34+00:00,316.8666666666667,299.65999999999997,295.91400000000004,295.206,301.452,291.06166666666667,290.6375,310.592,303.35,307.995,,L8
2017-04-20 22:20:11+00:00,317.335,310.66249999999997,309.0166666666667,301.59,302.96000000000004,293.16499999999996,294.3533333333333,305.415,306.59,313.9475,,L8
