dates,nzd0364-0000,nzd0364-0001,nzd0364-0002,nzd0364-0003,nzd0364-0004,nzd0364-0005,nzd0364-0006,nzd0364-0007,nzd0364-0008,nzd0364-0009,nzd0364-0010,nzd0364-0011,nzd0364-0012,nzd0364-0013,nzd0364-0014,nzd0364-0015,nzd0364-0016,nzd0364-0017,nzd0364-0018,satname
1999-09-04 22:00:09+00:00,346.53,358.53,353.76,353.68,345.46,331.12,327.26,325.43,319.75,302.06,,,,280.13,268.34,254.33,245.94,230.77,245.47,L7
1999-09-20 22:00:08+00:00,350.41999999999996,361.085,355.53,352.58500000000004,343.015,332.78999999999996,327.03999999999996,330.37,326.485,312.12,,,294.15,282.06,267.24,253.265,241.745,236.04000000000002,246.255,L7
1999-12-09 22:00:09+00:00,351.81333333333333,359.0533333333333,352.1566666666667,350.2733333333333,340.78666666666663,329.7,327.57666666666665,326.17,326.485,310.7966666666667,,,294.15,282.06,267.24,253.265,241.745,236.04000000000002,246.255,L7
1999-12-25 22:00:04+00:00,355.5675,360.47249999999997,354.7825,351.58,342.48749999999995,334.4575,330.9425,323.235,325.4533333333333,297.5675,,248.39,277.99,282.6366666666667,267.94,254.53,243.73000000000002,236.29999999999998,250.34,L7
2000-01-26 22:00:02+00:00,358.73400000000004,362.008,357.712,354.336,345.004,337.284,332.57399999999996,325.358,324.36,289.73400000000004,308.21,267.73,279.56666666666666,279.945,268.2025,254.5525,244.5675,237.9775,250.33499999999998,L7
2000-02-11 21:59:57+00:00,356.24,359.49,355.785,351.675,342.14166666666665,333.7966666666667,327.80333333333334,318.96166666666664,312.73400000000004,290.93833333333333,308.21,267.73,279.56666666666666,279.945,268.2025,253.91,244.906,235.49,248.512,L7
2000-02-27 21:59:52+00:00,355.77,359.6671428571429,356.4942857142857,352.79857142857145,341.5857142857143,334.4342857142857,327.2485714285714,319.7142857142857,306.70166666666665,295.82,319.205,287.14,283.3825,284.446,267.724,253.70166666666668,245.5,236.22333333333333,249.46,L7
2000-03-14 21:59:47+00:00,357.30999999999995,358.5814285714286,356.62571428571425,351.32000000000005,340.6485714285714,334.9866666666667,327.2466666666666,318.76166666666666,297.5416666666667,294.78,319.205,287.14,283.3825,285.525,267.57,247.89833333333334,244.18666666666664,235.92999999999998,249.83666666666667,L7
2000-03-30 21:59:45+00:00,357.90999999999997,358.62,357.02714285714285,351.7657142857143,342.2271428571429,335.965,328.2666666666667,317.7683333333334,287.57,293.33,317.74333333333334,288.1525,283.205,283.175,265.36,247.11333333333334,245.78166666666667,235.85333333333335,250.11666666666667,L7
2000-04-15 21:59:31+00:00,357.90999999999997,357.45124999999996,354.2475,349.46625,339.94124999999997,332.46999999999997,325.69571428571425,313.61285714285714,284.4,293.33,317.74333333333334,288.1525,283.205,283.175,265.36,247.11333333333334,245.78166666666667,235.85333333333335,250.11666666666667,L7
2000-05-01 21:59:30+00:00,356.2966666666667,357.45124999999996,354.4277777777778,349.73555555555555,339.8688888888889,333.01875,325.15250000000003,314.3125,284.76125,293.29714285714283,311.625,289.818,286.256,281.688,264.88199999999995,247.64714285714285,245.78166666666667,236.5742857142857,249.43,L7
2000-05-17 21:59:19+00:00,356.2966666666667,357.45124999999996,354.4277777777778,351.54200000000003,340.966,334.88666666666666,327.30444444444447,317.47444444444443,290.0433333333333,297.2725,312.616,294.055,290.0783333333333,285.82166666666666,266.13166666666666,249.69375000000002,246.58714285714285,238.1175,249.805,L7
2000-06-18 21:59:03+00:00,354.03833333333336,357.96875,356.3055555555556,352.534,341.85900000000004,336.15333333333336,327.4455555555556,318.32,293.287,296.98249999999996,309.56,294.055,290.0783333333333,285.82166666666666,269.34714285714284,250.66666666666666,246.13375,234.94,250.20666666666668,L7
2000-08-05 21:58:20+00:00,348.68199999999996,356.9957142857143,354.915,351.9377777777778,340.6566666666667,333.8275,325.26,318.24125,290.45444444444445,309.41857142857145,307.93,304.934,298.504,288.506,269.0733333333333,250.46,246.01142857142855,234.4375,249.13625000000002,L7
2000-10-24 21:57:29+00:00,348.35,359.27666666666664,356.1,356.514,343.254,338.062,329.966,326.006,310.96000000000004,304.598,298.68999999999994,297.4775,296.42,284.84749999999997,270.472,253.872,247.38999999999996,234.39600000000002,249.21800000000002,L7
2000-11-25 21:57:34+00:00,348.39000000000004,359.27666666666664,359.48,358.27750000000003,346.1775,338.355,331.865,326.22249999999997,311.7366666666667,307.3825,300.5525,296.8333333333333,293.92333333333335,284.6266666666666,271.9275,254.7725,247.14999999999998,230.95499999999998,250.6275,L7
2000-12-11 21:57:36+00:00,351.94,361.1675,359.48,358.27750000000003,345.658,340.474,335.22400000000005,329.782,303.13,309.428,301.856,296.8333333333333,293.28999999999996,289.5675,269.92199999999997,253.83,247.1025,233.212,251.01,L7
2001-02-13 21:57:39+00:00,345.6433333333334,348.2133333333333,343.45,346.90000000000003,337.115,334.625,323.1825,319.355,275.21333333333337,311.6533333333333,305.5233333333333,297.34999999999997,292.18666666666667,291.67,264.5433333333333,250.44666666666672,248.82999999999998,238.55666666666664,250.5233333333333,L7
2001-04-02 21:57:18+00:00,345.6433333333334,345.515,342.7775,343.9325,333.572,328.924,317.038,313.18999999999994,274.91,304.245,291.705,297.34999999999997,292.18666666666667,276.92499999999995,262.46999999999997,246.90250000000003,246.64999999999998,238.9325,250.3425,L7
2001-05-20 21:57:04+00:00,342.76,342.9475,345.2025,341.69000000000005,330.552,326.11400000000003,312.658,308.642,270.97,308.12333333333333,290.1025,312.31,297.56499999999994,277.93333333333334,262.95,248.13,246.6925,241.2125,250.135,L7
2001-06-05 21:56:52+00:00,342.0675,344.55,342.265,337.345,326.834,319.952,306.672,302.45799999999997,271.202,297.95,282.33,,291.39,259.35333333333335,258.8966666666667,245.91750000000002,246.60250000000002,242.63000000000002,249.35250000000002,L7
2001-07-07 21:56:36+00:00,337.19500000000005,338.97749999999996,348.4,343.46999999999997,325.54200000000003,314.51,297.166,296.096,269.67499999999995,288.12,274.0833333333333,,,236.835,257.39500000000004,244.53666666666672,246.48333333333335,242.76,248.29000000000005,L7
2001-08-08 21:56:12+00:00,338.11,344.056,348.4,343.46999999999997,327.15500000000003,317.8333333333333,302.46,300.6033333333333,269.67499999999995,294.65000000000003,279.6325,294.32,290.45,251.08,260.04,247.83,246.805,242.36499999999998,248.5625,L7
2001-08-24 21:56:00+00:00,334.28599999999994,348.476,352.7,345.1,328.37333333333333,319.915,308.84666666666664,304.76000000000005,270.64,294.4175,281.37,288.09000000000003,287.83,255.26,258.45,247.80599999999998,244.81,239.744,247.352,L7
2001-09-25 21:55:40+00:00,337.69,351.28833333333336,355.0683333333333,347.86833333333334,330.5628571428571,322.04857142857145,310.9971428571429,307.78285714285715,280.96799999999996,298.702,285.21999999999997,296.82,288.36999999999995,260.352,260.25,248.8466666666667,245.34666666666666,238.845,247.61333333333334,L7
2001-10-11 21:55:21+00:00,337.69,354.062,359.9533333333334,352.615,334.39,329.6057142857143,318.27714285714285,313.84714285714284,296.41999999999996,305.966,295.95666666666665,298.57,290.5175,272.518,264.338,252.31000000000003,246.89333333333335,240.28333333333333,248.69333333333336,L7
2001-12-30 21:55:49+00:00,337.0225,359.6733333333334,362.676,357.342,339.26666666666665,336.2966666666667,325.80833333333334,322.32166666666666,316.84000000000003,312.37199999999996,305.202,301.192,292.53999999999996,281.80199999999996,268.592,255.25,246.67199999999997,239.416,251.26399999999998,L7
2002-01-15 21:55:59+00:00,340.1225,360.17,357.622,351.698,342.18,337.58666666666664,328.235,320.14166666666665,314.606,307.7133333333333,299.88166666666666,301.192,292.53999999999996,279.28166666666664,269.345,256.6383333333333,246.79166666666666,239.58,251.68666666666664,L7
2002-02-16 21:56:06+00:00,343.04499999999996,356.9875,355.27333333333337,350.16333333333336,340.4533333333333,334.2633333333334,325.56333333333333,318.99666666666667,308.705,305.65333333333336,299.01666666666665,300.46400000000006,292.346,279.35999999999996,269.00333333333333,254.705,241.20666666666668,239.26,252.148,L7
