dates,nzd0442-0000,nzd0442-0001,nzd0442-0002,nzd0442-0003,nzd0442-0004,nzd0442-0005,nzd0442-0006,nzd0442-0007,nzd0442-0008,nzd0442-0009,nzd0442-0010,nzd0442-0011,nzd0442-0012,nzd0442-0013,nzd0442-0014,nzd0442-0015,nzd0442-0016,nzd0442-0017,nzd0442-0018,nzd0442-0019,nzd0442-0020,nzd0442-0021,nzd0442-0022,nzd0442-0023,nzd0442-0024,nzd0442-0025,nzd0442-0026,nzd0442-0027,nzd0442-0028,nzd0442-0029,nzd0442-0030,nzd0442-0031,nzd0442-0032,nzd0442-0033,nzd0442-0034,nzd0442-0035,nzd0442-0036,nzd0442-0037,nzd0442-0038,nzd0442-0039,nzd0442-0040,nzd0442-0041,nzd0442-0042,nzd0442-0043,nzd0442-0044,nzd0442-0045,nzd0442-0046,nzd0442-0047,nzd0442-0048,nzd0442-0049,nzd0442-0050,nzd0442-0051,nzd0442-0052,nzd0442-0053,nzd0442-0054,nzd0442-0055,nzd0442-0056,nzd0442-0057,nzd0442-0058,nzd0442-0059,nzd0442-0060,nzd0442-0061,nzd0442-0062,nzd0442-0063,nzd0442-0064,nzd0442-0065,nzd0442-0066,nzd0442-0067,nzd0442-0068,nzd0442-0069,nzd0442-0070,nzd0442-0071,nzd0442-0072,nzd0442-0073,nzd0442-0074,nzd0442-0075,nzd0442-0076,nzd0442-0077,nzd0442-0078,nzd0442-0079,nzd0442-0080,nzd0442-0081,nzd0442-0082,nzd0442-0083,nzd0442-0084,nzd0442-0085,satname
2005-02-14 22:06:33+00:00,247.3,210.37,188.10500000000002,164.79999999999998,,,,,,,,232.61666666666667,244.33333333333334,248.45333333333335,254.91666666666666,248.65,245.32000000000002,234.29333333333332,226.75666666666666,225.65,222.23666666666668,217.90333333333334,215.56333333333336,212.73333333333335,210.1,205.58,208.45333333333335,211.84333333333333,209.62666666666667,210.93666666666664,205.38666666666666,203.22,202.29999999999998,200.76,200.28666666666666,194.96,197.3066666666667,200.92999999999998,204.22,210.67666666666665,216.37333333333333,215.67,213.00666666666666,218.64333333333335,219.73666666666668,218.20000000000002,216.73000000000002,213.46,215.53666666666666,211.62333333333333,215.05666666666664,213.58666666666667,208.6966666666667,207.95000000000002,205.35999999999999,204.13,199.94333333333336,197.95666666666668,194.59666666666666,197.25,200.02666666666667,200.92999999999998,201.13666666666666,203.60666666666665,208.92999999999998,217.71333333333334,214.68666666666664,203.61,200.18666666666664,199.85,197.13666666666666,195.38333333333333,196.39,192.96333333333334,198.93999999999997,193.97666666666666,187.02666666666664,181.83333333333334,180.36333333333334,171.67333333333332,171.82000000000002,170.54500000000002,168.625,179.43,228.99,284.78,L5
2005-04-10 22:13:16+00:00,231.66,205.55,182.55,159.65999999999997,,,,,,,,232.42000000000002,242.745,247.54000000000002,253.73,248.84500000000003,244.40000000000003,232.51999999999998,224.14,223.67000000000002,218.745,216.055,213.865,210.00000000000003,208.09999999999997,202.765,206.21,211.065,211.64,209.81499999999997,204.31,200.355,200.64999999999998,200.14999999999998,200.03,195.865,196.38500000000005,199.64999999999998,203.59999999999997,198.59333333333333,203.39666666666668,201.88666666666666,200.76666666666668,204.24666666666667,204.37,203.01666666666665,203.59,212.35500000000002,214.53,209.845,217.34499999999997,213.575,207.04500000000002,205.735,203.33499999999998,200.595,197.76000000000002,195.005,190.39,194.43,198.11,199.89499999999998,200.01,202.15499999999997,206.505,216.99,213.45999999999998,200.985,197.21999999999997,197.515,195.495,193.46999999999997,192.515,188.315,196.89499999999998,193.325,185.93999999999997,180.94,177.255,169.02499999999998,169.495,172.52,178.36,179.43,228.99,284.78,L5
2005-08-09 22:07:58+00:00,,205.55,182.55,162.25,,,,,,,,238.82,245.82,250.67,257.87,251.15,244.71,232.76,215.76,214.3,212.91,207.46,206.43,201.53,201.22,199.37,206.43,215.23,215.16,214.29,209.65,202.9,205.61,201.65,198.94,187.82,187.46,189.42,195.07,186.76999999999998,184.95000000000002,189.79999999999998,191.86333333333334,195.51666666666665,195.48666666666668,193.16333333333333,193.91666666666666,217.68,219.75,213.65,215.22,210.26,196.06,196.58,193.42,190.04,189.31,184.62,187.04,195.02,202.4,204.13,203.98,206.29,209.58,219.91,212.17,190.29,186.63,187.83,184.3,185.16,181.87,184.6,199.87,198.14,188.48,184.83,178.82,170.09,160.88,,,,,,L5
2005-09-10 22:08:07+00:00,,,,,,,,,,,,,,,,,,,,,184.95,183.28,183.89,177.83,176.02,169.88,177.89,174.84,,,,,,,,,,,,175.04500000000002,177.41333333333333,181.52666666666667,186.30666666666664,181.33666666666667,181.55999999999997,177.42,181.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-11-13 22:08:20+00:00,239.67,200.8,183.25,165.25,,200.69,205.28,210.89,224.04,,,236.05,248.59,251.18,259.29,258.42,247.41,237.28,237.2,231.91,204.575,203.1,202.37,197.71,196.79000000000002,191.155,197.055,193.8,212.39,210.56,212.16,209.54,208.7,204.25,202.42,205.0,204.37,211.24,211.99,198.325,191.02666666666664,184.08500000000004,199.1,196.84,197.93999999999997,194.37333333333333,204.25,222.98,225.18,221.24,222.18,223.15,221.08,216.15,212.74,206.27,206.02,205.06,202.83,203.73,202.91,205.27,210.02,211.38,218.8,223.78,217.91,214.98,208.83,204.24,198.53,199.0,200.9,198.45,202.06,198.03,192.32,190.21,188.22,181.69,177.72,178.77,176.06,176.82,213.45,276.14,L5
2006-01-23 22:16:11+00:00,239.51,200.345,181.445,161.07,,200.69,205.28,210.89,224.04,,,233.65,245.88,248.62,256.165,253.985,244.695,233.875,233.04,227.73000000000002,208.36333333333332,207.25,206.57666666666668,202.37,200.60666666666668,196.50666666666666,200.68999999999997,198.95333333333335,212.07999999999998,210.425,208.94,207.315,205.17,201.59,200.94,201.62,203.10000000000002,204.715,207.15,202.51999999999998,196.1625,195.03333333333333,203.16500000000002,201.415,202.58249999999998,200.455,208.70000000000002,217.8,220.63,215.945,217.35500000000002,218.29500000000002,215.18,212.175,206.68,203.14,201.835,200.34,199.91000000000003,198.07,199.935,201.79500000000002,204.515,207.38,213.75,219.16,214.675,209.07999999999998,205.305,199.135,194.95499999999998,196.4,196.485,196.19,197.99,194.45499999999998,190.115,185.46,184.675,177.825,173.78,174.895,173.70499999999998,174.235,211.015,272.85,L5
2006-02-08 22:16:33+00:00,239.51,200.345,181.445,168.50666666666666,221.32,214.85500000000002,205.28,225.095,232.58999999999997,,,233.65,245.88,258.3833333333334,265.2666666666667,265.6066666666667,244.695,233.875,242.21666666666667,227.73000000000002,208.36333333333332,217.05,206.57666666666668,202.37,200.60666666666668,196.50666666666666,200.68999999999997,198.95333333333335,212.07999999999998,220.14,218.9433333333333,214.70666666666668,217.0,211.16,210.80666666666664,201.62,203.10000000000002,204.715,207.15,202.51999999999998,205.14333333333332,199.445,208.73666666666668,206.25333333333333,217.58999999999997,219.19,221.83,217.8,220.63,215.945,217.35500000000002,218.29500000000002,215.18,212.175,221.02666666666667,203.14,201.835,200.34,199.91000000000003,198.07,199.935,201.79500000000002,204.515,207.38,213.75,219.16,214.675,209.07999999999998,205.305,199.135,194.95499999999998,196.4,196.485,196.19,197.99,194.45499999999998,190.115,185.46,184.675,177.825,173.78,174.895,173.70499999999998,174.235,211.015,272.85,L5
2006-03-12 22:17:13+00:00,239.51,200.345,181.445,168.50666666666666,221.32,214.85500000000002,205.28,225.095,232.58999999999997,,,233.65,245.88,258.3833333333334,265.2666666666667,265.6066666666667,244.695,233.875,242.21666666666667,227.73000000000002,206.54999999999998,228.3066666666667,204.87666666666667,202.34333333333333,200.40666666666667,197.98000000000002,200.8066666666667,198.9033333333333,200.6933333333333,220.14,218.9433333333333,214.70666666666668,217.0,211.16,210.80666666666664,201.62,203.10000000000002,204.715,207.15,214.54999999999995,203.79666666666665,196.86,206.90333333333334,205.66666666666666,218.1775,221.5375,207.62666666666667,203.9,220.63,215.945,217.35500000000002,218.29500000000002,215.18,212.175,221.02666666666667,203.14,201.835,200.34,199.91000000000003,198.07,199.935,201.79500000000002,204.515,207.38,213.75,219.16,214.675,209.07999999999998,205.305,199.135,194.95499999999998,196.4,196.485,196.19,197.99,194.45499999999998,190.115,185.46,184.675,177.825,173.78,174.895,173.70499999999998,174.235,211.015,272.85,L5
2006-04-13 22:17:50+00:00,239.51,200.345,181.445,168.50666666666666,221.32,214.85500000000002,205.28,225.095,232.58999999999997,,,233.65,245.88,258.3833333333334,265.2666666666667,265.6066666666667,244.695,233.875,242.21666666666667,227.73000000000002,206.54999999999998,228.3066666666667,204.87666666666667,202.34333333333333,200.40666666666667,197.98000000000002,200.8066666666667,198.9033333333333,200.6933333333333,220.14,218.9433333333333,214.70666666666668,217.0,211.16,210.80666666666664,201.62,203.10000000000002,204.715,207.15,214.54999999999995,203.79666666666665,190.54,199.6825,200.0775,211.83199999999997,213.456,201.14249999999998,196.2025,205.29666666666665,215.945,217.35500000000002,218.29500000000002,215.18,212.175,221.02666666666667,203.14,201.835,200.34,199.91000000000003,198.07,199.935,201.79500000000002,204.515,207.38,213.75,219.16,214.675,209.07999999999998,205.305,199.135,194.95499999999998,196.4,196.485,196.19,197.99,194.45499999999998,190.115,185.46,184.675,177.825,173.78,174.895,173.70499999999998,174.235,211.015,272.85,L5
2006-10-22 22:20:22+00:00,,201.48,180.08,170.04,,,,,,,,222.61,236.16,240.69,251.15,243.53,239.55,233.57,232.04,227.9,,220.08,216.29,208.34,200.06,199.18,204.11,201.65,204.68,201.73,199.49,194.7,202.49,197.93,200.7,198.39,202.97,209.06,210.77,217.72,215.95,215.56,215.87,214.5,214.48,210.45,209.14,207.92,209.98,214.35,216.0,215.07,214.06,214.07,210.44,208.4,208.54,193.92,195.65,191.87,196.72,195.73,194.86,199.35,200.59,214.97,209.76,206.16,200.8,199.31,199.74,199.31,189.96,188.64,193.44,185.76,182.15,173.38,171.3,173.1,174.12,173.01,169.55,184.18,216.35,274.6,L5
2006-10-31 22:14:17+00:00,230.72,198.39,178.805,164.03,,,,,,,,226.16000000000003,239.865,242.345,250.425,244.68,239.375,231.0,229.035,226.09,,220.885,218.39499999999998,214.24,208.21,207.56,210.495,209.05,210.69,208.1,201.115,197.825,202.13,196.745,199.49,196.58499999999998,201.565,206.46,211.215,218.86,221.08499999999998,220.365,221.595,220.34,220.605,217.86,214.815,209.95999999999998,210.14999999999998,212.07,213.15,212.425,211.82,209.56,208.965,208.095,208.44,198.735,200.25,197.255,201.13,200.445,200.21,200.435,201.14499999999998,213.405,208.43,204.20999999999998,199.66000000000003,198.515,201.78,199.64,196.57999999999998,195.92,200.04500000000002,193.32,186.10000000000002,177.27499999999998,174.56,170.64,173.51,169.49,169.58,178.78,223.03,279.15,L5
2006-12-09 22:20:48+00:00,230.72,198.39,178.805,164.03,,,,,,,,226.16000000000003,230.62,233.09666666666666,241.51999999999998,236.71666666666667,231.20000000000002,231.0,215.0666666666667,213.14333333333335,180.19,207.42,204.95333333333335,200.72666666666666,197.04,195.74,198.22,200.88666666666666,202.01333333333332,199.09,193.91333333333333,189.64333333333332,202.13,196.745,199.49,196.58499999999998,201.565,206.46,211.215,218.86,221.08499999999998,220.365,221.595,220.34,220.605,207.83666666666667,205.34666666666666,200.37,200.17,200.84,201.99,201.61333333333334,201.16,209.56,208.965,208.095,208.44,198.735,200.25,197.255,201.13,200.445,200.21,200.435,201.14499999999998,213.405,208.43,204.20999999999998,199.66000000000003,198.515,201.78,199.64,196.57999999999998,195.92,200.04500000000002,193.32,186.10000000000002,177.27499999999998,174.56,170.64,173.51,169.49,169.58,178.78,223.03,279.15,L5
