dates,nzd0429-0000,nzd0429-0001,nzd0429-0002,nzd0429-0003,nzd0429-0004,nzd0429-0005,nzd0429-0006,nzd0429-0007,nzd0429-0008,nzd0429-0009,nzd0429-0010,nzd0429-0011,nzd0429-0012,nzd0429-0013,nzd0429-0014,nzd0429-0015,nzd0429-0016,nzd0429-0017,nzd0429-0018,nzd0429-0019,nzd0429-0020,nzd0429-0021,nzd0429-0022,nzd0429-0023,nzd0429-0024,nzd0429-0025,nzd0429-0026,nzd0429-0027,nzd0429-0028,nzd0429-0029,nzd0429-0030,nzd0429-0031,nzd0429-0032,nzd0429-0033,nzd0429-0034,nzd0429-0035,nzd0429-0036,nzd0429-0041,nzd0429-0042,nzd0429-0043,nzd0429-0044,nzd0429-0045,nzd0429-0046,nzd0429-0047,nzd0429-0048,nzd0429-0049,nzd0429-0050,nzd0429-0051,nzd0429-0052,nzd0429-0053,nzd0429-0037,nzd0429-0038,nzd0429-0039,nzd0429-0040,satname
2015-02-10 22:19:50+00:00,254.73833333333334,259.53333333333336,287.298,311.2183333333333,308.15000000000003,315.5783333333333,316.76,325.2583333333333,327.26,324.34166666666664,314.96999999999997,295.76800000000003,293.358,300.2683333333334,289.65999999999997,286.3775,278.5825,272.082,279.894,280.658,283.934,284.772,283.6666666666667,274.894,280.38599999999997,284.77,280.17400000000004,283.358,284.07166666666666,277.32666666666665,279.71799999999996,278.11800000000005,264.942,262.046,258.97999999999996,261.7266666666667,257.8666666666667,299.546,314.392,327.716,317.582,283.604,281.644,287.88800000000003,325.288,348.795,338.1275,327.3,332.50666666666666,,237.4466666666667,191.35666666666668,182.35666666666668,191.02249999999998,L8
2015-02-26 22:19:46+00:00,254.22857142857143,258.6357142857143,287.00333333333333,310.10571428571427,306.9985714285714,314.3014285714286,315.55571428571426,323.7042857142857,325.88142857142856,323.61285714285714,313.52714285714285,295.135,293.21666666666664,298.48857142857145,289.00333333333333,285.96799999999996,277.148,271.515,279.2866666666667,279.5133333333333,283.4633333333333,284.43833333333333,283.1457142857143,274.2816666666667,279.83166666666665,284.25,279.7366666666667,282.74833333333333,283.7014285714286,277.2085714285714,279.0566666666667,277.93333333333334,264.2766666666667,262.6016666666667,259.32714285714286,261.16285714285715,257.2342857142857,299.04833333333335,314.01166666666666,326.9683333333333,317.05,285.9216666666667,282.9433333333333,288.0183333333334,324.34666666666664,347.31800000000004,335.504,326.658,331.45,,236.8642857142857,191.35666666666668,180.3325,192.928,L8
2015-03-14 22:19:35+00:00,253.58285714285714,258.71999999999997,286.85499999999996,309.4214285714285,305.90714285714284,314.475,318.86285714285714,327.93857142857144,327.9371428571429,324.94571428571425,312.64285714285717,294.852,293.552,298.665,288.7166666666667,285.695,276.9875,270.832,279.174,279.186,282.938,284.126,282.7183333333333,274.076,279.105,283.945,278.7183333333333,282.3516666666667,282.2971428571429,277.2942857142857,279.058,278.408,265.148,263.838,259.5885714285714,260.8357142857143,257.00142857142856,299.635,314.165,326.05,317.1616666666667,300.1033333333333,289.2216666666667,290.24333333333334,325.0466666666667,346.49250000000006,339.984,327.65749999999997,333.616,,236.68142857142857,191.0,180.3325,192.928,L8
2015-04-15 22:19:22+00:00,253.58285714285714,258.71999999999997,286.85499999999996,309.4214285714285,305.90714285714284,314.475,318.86285714285714,327.93857142857144,327.9371428571429,324.94571428571425,312.64285714285717,294.852,293.552,298.665,288.7166666666667,285.695,276.9875,270.832,279.174,279.186,282.938,284.126,282.7183333333333,274.076,279.105,283.945,278.7183333333333,282.3516666666667,282.2971428571429,277.2942857142857,274.75333333333333,274.57166666666666,261.24833333333333,258.62,255.51375,256.7675,253.64999999999998,299.635,314.165,326.05,317.1616666666667,300.1033333333333,289.2216666666667,290.24333333333334,325.0466666666667,346.49250000000006,339.984,319.972,326.93,315.97,236.68142857142857,191.0,180.3325,192.928,L8
2015-05-01 22:19:12+00:00,253.58285714285714,258.71999999999997,286.85499999999996,306.57375,302.0225,308.89142857142855,318.86285714285714,327.93857142857144,327.9371428571429,321.755,309.53125,294.852,293.552,298.665,288.7166666666667,285.695,276.9875,270.832,279.174,279.186,282.938,284.126,282.7183333333333,274.076,274.7657142857143,283.945,278.7183333333333,282.3516666666667,276.8575,273.9375,272.48285714285714,271.74857142857144,258.6142857142857,254.9842857142857,252.67222222222225,253.86111111111111,251.3477777777778,299.635,314.165,326.05,317.1616666666667,300.1033333333333,289.2216666666667,290.24333333333334,325.0466666666667,341.254,339.984,316.24499999999995,322.34142857142854,313.68,236.68142857142857,191.0,180.3325,192.928,L8
2015-08-05 22:19:36+00:00,249.32666666666668,256.34666666666664,287.08,299.63750000000005,294.025,295.12999999999994,326.3875,341.83500000000004,332.8733333333333,319.07399999999996,303.468,292.76000000000005,293.95,291.54999999999995,289.58750000000003,285.38,275.32,273.47499999999997,279.475,277.95,269.39666666666665,283.89000000000004,283.1033333333333,275.4666666666667,272.94,282.6125,278.595,281.85,270.784,271.758,268.502,268.26599999999996,255.502,250.9,248.68000000000004,248.60999999999999,247.12833333333336,298.12000000000006,312.4533333333333,323.13000000000005,315.0,296.8833333333333,287.03333333333336,289.8875,322.15,330.855,348.3533333333333,303.64333333333326,314.7175,313.68,234.67333333333332,196.95,176.06,195.29666666666665,L8
2015-08-21 22:19:45+00:00,247.92999999999998,255.765,286.54499999999996,298.4566666666667,291.8433333333333,291.0149999999999,332.7133333333333,338.54,326.27,319.5725,303.33250000000004,292.36,292.85499999999996,291.34999999999997,289.0133333333334,284.33,271.41,268.68,276.25,277.71500000000003,261.89,283.70500000000004,282.92499999999995,277.14500000000004,270.8025,282.8,278.7166666666667,282.04333333333335,267.565,264.45799999999997,263.528,261.41200000000003,249.81799999999998,247.5475,246.87800000000001,246.04999999999995,245.18400000000003,297.48,311.80499999999995,322.45500000000004,314.07499999999993,295.525,284.84000000000003,290.1366666666666,321.31999999999994,326.42333333333335,348.3533333333333,300.9025,311.0,311.3966666666667,233.13000000000002,189.93,174.26,191.41,L8
2015-09-06 22:19:50+00:00,243.725,262.69499999999994,289.355,300.03666666666663,293.62999999999994,289.03,347.43,352.1499999999999,345.94,328.105,302.82,294.19,292.205,295.69,291.4266666666667,291.36,281.23,282.97,281.74,283.88,264.03999999999996,286.49,286.34000000000003,283.135,271.48249999999996,283.8933333333333,280.45,283.8666666666666,268.485,265.04200000000003,265.242,261.22400000000005,251.63599999999997,246.39249999999998,246.43800000000002,246.552,246.974,296.06,309.78499999999997,319.275,313.76,293.54,280.24,290.86999999999995,339.46000000000004,318.93,358.9166666666667,293.17333333333335,306.68,311.3966666666667,233.02999999999997,271.045,175.99,189.0,L8
2015-12-27 22:20:07+00:00,242.76,267.11,291.15,308.17,305.45,302.67,351.49,353.9599999999999,356.95,341.37,315.05,294.19,292.205,295.69,292.46500000000003,291.36,281.23,282.97,281.74,283.88,264.03999999999996,286.49,283.81333333333333,281.55,279.47666666666663,284.89000000000004,281.62333333333333,284.62333333333333,279.56,269.7425,274.29,268.78000000000003,257.8733333333333,259.935,258.70000000000005,258.915,260.495,293.72,308.07,316.87,,,,291.15,341.53,331.75,352.1566666666667,314.895,317.04499999999996,306.83,233.17,352.16,175.99,189.0,L8
2016-02-13 22:19:56+00:00,239.89999999999998,258.15,285.695,308.235,303.33,302.4,328.295,331.30499999999995,336.445,334.735,306.68,294.49,288.08,293.195,290.04999999999995,289.025,279.555,279.71,278.8,283.505,285.01,286.39,282.57,277.8866666666666,279.43666666666667,284.31666666666666,281.14000000000004,283.4066666666667,281.0,267.84000000000003,273.71000000000004,269.205,256.7966666666667,261.17499999999995,259.525,261.21500000000003,257.675,295.865,308.66999999999996,316.895,308.83,297.32,285.43,293.52,334.68666666666667,335.59,343.1333333333334,318.05333333333334,320.56,306.83,229.065,352.16,180.825,202.245,L8
2016-02-20 22:26:03+00:00,239.79333333333332,255.66666666666666,294.81,317.2033333333333,312.44666666666666,315.2033333333333,328.94,332.06,338.3633333333333,338.0833333333333,306.475,294.1666666666667,289.74333333333334,292.75666666666666,279.82666666666665,289.025,281.20666666666665,272.58666666666664,280.2166666666667,277.1766666666667,286.4266666666667,286.2733333333333,283.3125,277.565,280.16249999999997,284.21500000000003,281.49750000000006,283.3875,281.5175,275.885,281.145,277.35999999999996,267.105,261.17499999999995,259.525,261.21500000000003,260.37,298.3233333333333,309.3,316.895,314.40999999999997,301.06,290.755,293.52,337.8525,343.2633333333333,341.39,332.59,330.8633333333333,,228.58666666666667,352.16,181.03,203.83333333333334,L8
2016-02-29 22:19:53+00:00,241.0,255.53499999999997,292.97249999999997,315.4275,311.2625,313.155,323.9725,327.2775,333.195,332.9125,307.01666666666665,294.8375,287.8925,292.75666666666666,279.82666666666665,289.025,281.20666666666665,272.58666666666664,280.2166666666667,277.1766666666667,286.4266666666667,286.2733333333333,283.3125,277.565,280.16249999999997,284.21500000000003,281.49750000000006,283.3875,281.5175,275.885,281.145,277.35999999999996,267.105,261.17499999999995,259.9433333333333,258.61333333333334,259.42,296.38,308.8025,318.74,314.75333333333333,301.16333333333336,291.95666666666665,296.725,334.062,343.2633333333333,341.39,332.59,330.8633333333333,,228.4275,352.16,182.775,202.73499999999999,L8
2016-03-16 22:19:48+00:00,240.7725,251.28999999999996,291.385,315.5475,311.09749999999997,313.98,312.70500000000004,315.72499999999997,327.0675,333.45,307.02250000000004,294.52250000000004,286.30499999999995,290.85999999999996,279.53999999999996,287.53499999999997,280.84666666666664,264.1766666666667,273.92,276.33,285.3666666666666,285.4866666666667,282.0525,276.7625,279.855,284.07,280.4125,282.855,280.6475,274.79,280.6075,277.0933333333333,266.485,262.28499999999997,261.1599999999999,259.00666666666666,259.90250000000003,297.5425,308.8775,321.49666666666667,314.48,298.405,287.895,294.94,328.58,345.9725,337.71500000000003,332.59,330.8633333333333,,228.3375,,184.365,206.065,L8
2016-04-17 22:19:33+00:00,240.7725,251.28999999999996,291.385,315.5475,311.09749999999997,313.98,312.70500000000004,308.674,327.0675,333.45,307.02250000000004,294.52250000000004,286.30499999999995,290.85999999999996,279.53999999999996,287.53499999999997,280.84666666666664,264.1766666666667,273.92,276.33,285.3666666666666,285.4866666666667,282.0525,276.7625,279.855,284.07,280.4125,282.855,280.6475,267.414,274.404,271.0,256.75666666666666,252.57333333333335,261.1599999999999,259.00666666666666,259.90250000000003,297.5425,308.8775,321.49666666666667,314.48,298.405,287.895,294.94,328.58,343.01000000000005,337.71500000000003,332.59,330.8633333333333,,228.3375,,184.365,206.065,L8
2016-09-08 22:20:12+00:00,239.51,245.44499999999996,260.46000000000004,307.33,302.48,302.645,305.67,308.6133333333334,332.44,355.52,307.04,294.37,284.86,290.8,292.1,288.38,280.15,257.74,262.85,283.58,282.23,285.98,281.655,280.08500000000004,278.765,284.35,278.41,283.04,281.68,256.47499999999997,265.88,263.995,253.04999999999998,252.48666666666668,262.22499999999997,262.24,262.305,299.05,312.375,324.725,312.725,298.265,280.27,292.88,328.51,342.6300000000001,342.0,,,,232.14,,181.425,209.46,L8
2017-01-14 22:20:09+00:00,237.17,242.83499999999998,236.12,306.01,285.83000000000004,291.1,322.31,340.61,339.01,355.56,,,,,284.91,274.46,237.81,261.71,267.78,276.15,281.0,284.39,282.615,279.22,279.855,283.06,281.74,280.62,284.31,278.79,287.07,285.41,271.06,263.17999999999995,264.13,265.53999999999996,263.975,302.32000000000005,316.625,326.32,313.125,307.315,290.825,294.39,355.4,,344.38,,328.21,,222.84,,180.5,213.46,L8
2017-02-15 22:19:55+00:00,235.07999999999998,250.03999999999996,248.79,290.305,280.27,291.57,313.07,330.03000000000003,328.01,335.15999999999997,304.05,283.33,279.85,287.3,283.69000000000005,273.59000000000003,254.49,265.15999999999997,270.26,276.15,281.0,284.39,282.615,279.22,278.47333333333336,282.33500000000004,278.84000000000003,279.4,280.41499999999996,276.51,283.32500000000005,280.05499999999995,269.275,262.08,262.7833333333333,264.02666666666664,261.42,301.4066666666667,314.38,325.17333333333335,312.6566666666667,307.72333333333336,288.07,298.495,355.4,,344.38,,328.21,,215.57000000000002,,189.095,214.62666666666667,L8
2017-04-20 22:19:23+00:00,231.97500000000002,257.9933333333333,262.04999999999995,268.845,269.3933333333333,284.3966666666667,311.90999999999997,332.54333333333335,331.7,337.50666666666666,304.05,280.355,280.155,286.45000000000005,282.0966666666667,260.0233333333333,241.33666666666667,265.42,264.91,274.80499999999995,279.455,282.775,281.94500000000005,277.065,277.9633333333333,280.6033333333333,278.18,278.99333333333334,279.3833333333333,274.63666666666666,281.44,278.3633333333333,268.4433333333333,261.75666666666666,262.56666666666666,263.77666666666664,259.98333333333335,301.95666666666665,312.8433333333333,324.8666666666667,312.57666666666665,306.18333333333334,288.7766666666667,297.20500000000004,355.4,339.09,338.755,319.66,328.96500000000003,353.62,193.99333333333334,,196.9,216.86333333333334,L8
2017-06-07 22:19:38+00:00,231.97500000000002,257.9933333333333,262.04999999999995,268.845,269.3933333333333,284.3966666666667,317.5825,330.83750000000003,332.34749999999997,337.3025,318.82,280.355,280.155,286.45000000000005,282.0966666666667,260.0233333333333,233.9225,265.42,252.73,262.92333333333335,265.74,281.47,280.8866666666667,277.065,277.9633333333333,280.6033333333333,278.18,278.99333333333334,279.3833333333333,274.28499999999997,281.25,277.5525,268.9225,262.39,262.97249999999997,263.6425,259.5975,301.95666666666665,312.8433333333333,324.8666666666667,312.57666666666665,306.18333333333334,288.7766666666667,297.20500000000004,357.31,350.62,339.87666666666667,323.33500000000004,328.8533333333333,353.62,193.99333333333334,,190.12,216.86333333333334,L8
2017-07-09 22:19:47+00:00,231.97500000000002,257.9933333333333,262.04999999999995,268.845,269.3933333333333,284.3966666666667,317.5825,330.83750000000003,332.34749999999997,330.068,318.82,280.355,280.155,286.45000000000005,282.0966666666667,246.53,224.436,265.42,238.51,249.1825,250.515,281.47,280.8866666666667,277.065,268.6925,269.8225,278.18,278.99333333333334,279.3833333333333,274.28499999999997,281.25,277.5525,268.9225,262.39,262.97249999999997,263.6425,259.5975,301.95666666666665,312.8433333333333,324.8666666666667,312.57666666666665,306.18333333333334,288.7766666666667,297.20500000000004,357.31,350.62,339.87666666666667,323.33500000000004,328.8533333333333,353.62,193.99333333333334,,190.12,216.86333333333334,L8
2017-11-30 22:20:08+00:00,265.24,245.2,253.75,257.07,269.12,278.86,316.70000000000005,314.0,324.18,317.1066666666666,319.985,281.94,277.11,285.12,275.72,234.46,199.08500000000004,258.48,198.90999999999997,223.56000000000003,221.57499999999996,276.70500000000004,276.22,270.85,257.66499999999996,256.895,274.09,278.83,276.43,273.32,282.855,276.145,268.44,266.53,267.59999999999997,266.18,261.985,308.74,314.64,323.77,316.06,307.96,302.46,306.88,343.94500000000005,352.87,338.815,326.195,329.675,,,,191.87,232.05,L8
2018-02-25 22:25:54+00:00,265.24,245.2,253.75,257.07,269.12,278.86,298.8,329.93499999999995,336.65,339.015,336.255,281.94,277.11,285.12,275.72,267.96000000000004,,258.48,,,,274.55,273.67,270.85,274.45,276.31,274.09,278.83,276.43,276.885,283.425,276.895,266.945,266.81499999999994,265.585,264.325,263.78,308.74,314.64,323.195,316.06,307.96,302.46,306.88,328.67,342.885,336.775,325.38,330.72,,166.69,,195.63,232.05,L8
2018-03-06 22:19:38+00:00,240.11,239.44999999999993,246.3,253.84,264.895,273.935,293.03,330.41333333333336,336.65,339.015,336.255,281.94,278.645,284.405,279.055,269.03000000000003,,262.125,,,,277.245,275.87,273.785,275.49,278.375,275.395,278.55499999999995,275.02,276.05333333333334,281.23,276.895,266.945,266.81499999999994,265.585,264.325,263.78,300.735,315.66999999999996,322.2866666666667,315.65999999999997,302.36,294.57,306.88,328.67,342.885,336.5233333333333,327.38,330.72,,166.69,,190.13333333333333,230.59,L8
2018-04-30 22:25:20+00:00,233.85,245.81999999999994,246.87333333333333,253.84,264.895,273.935,293.03,331.84499999999997,341.5566666666667,340.3333333333333,339.1466666666667,281.94,278.645,284.405,279.055,269.6375,,262.125,,,,277.245,275.87,273.785,275.49,278.375,275.395,279.5833333333333,276.24333333333334,276.5075,281.23,276.895,266.945,266.81499999999994,265.585,264.325,263.78,300.735,315.66999999999996,322.2866666666667,315.65999999999997,302.36,294.57,306.88,328.67,342.885,336.5233333333333,327.38,330.72,,166.69,,190.13333333333333,230.59,L8
2018-06-26 22:19:00+00:00,218.15499999999997,246.1299999999999,243.435,250.61,260.67,269.01,286.88,338.47749999999996,346.82,345.84666666666664,352.0133333333333,280.65,279.4,283.69,282.39,271.8933333333333,,265.77,,,,279.94,278.07,276.72,276.53,280.44,276.7,279.96000000000004,276.15,276.1425,277.62333333333333,274.655,265.945,263.005,260.275,259.335,259.495,292.73,316.7,321.545,315.26,301.79499999999996,286.68,,342.06,342.68,337.3066666666667,332.105,318.5,,166.69,,179.23333333333335,229.13,L8
2018-08-29 22:19:32+00:00,219.49,247.39999999999995,244.71,250.91500000000002,263.70500000000004,272.48,287.93333333333334,323.39750000000004,327.8833333333334,327.74666666666667,330.72,282.005,280.31333333333333,283.495,282.53499999999997,271.87999999999994,227.39,263.69999999999993,,,,279.94,278.07,274.68,278.315,278.86,277.375,280.39000000000004,276.24666666666667,274.22249999999997,275.51,274.01,265.74,260.48999999999995,260.65,261.22,257.495,296.83500000000004,314.12,322.52,316.775,304.2833333333333,292.255,302.32,338.425,343.18,342.0,336.37666666666667,318.5,,,365.38,176.81,221.385,L8
2018-11-01 22:19:54+00:00,223.31,250.50999999999993,243.235,252.19,265.31,274.42499999999995,286.65333333333336,305.74333333333334,310.25666666666666,315.1066666666667,315.31,283.7033333333333,281.74666666666667,284.02,282.32,272.76,248.445,265.37,268.97,273.06,280.02,278.89,279.42,273.005,280.98,278.745,277.84000000000003,280.245,279.425,273.30333333333334,277.36333333333334,276.57,267.13666666666666,263.05999999999995,261.9066666666667,264.21666666666664,258.4866666666667,302.305,311.165,322.08,317.515,307.3833333333333,296.24,300.77,338.81666666666666,343.18,344.99,339.875,318.5,,,365.38,181.94,219.20499999999998,L8
2018-12-03 22:19:53+00:00,223.31,246.34666666666666,237.86666666666667,252.35666666666665,263.99666666666667,274.26666666666665,286.16,302.205,308.0275,312.845,311.72249999999997,283.3125,282.04999999999995,283.09999999999997,282.15333333333336,271.55,253.60999999999999,265.03999999999996,269.625,271.45500000000004,278.99999999999994,278.5,278.805,273.6466666666667,280.21333333333337,278.65333333333336,276.8466666666667,278.9166666666667,278.54333333333335,274.35249999999996,277.6175,277.395,267.14,263.4575,262.26,264.3,258.82,301.9433333333333,312.59666666666664,322.0333333333333,318.03000000000003,306.78999999999996,295.34,311.21,339.65,340.83000000000004,344.81333333333333,339.79,327.325,,,365.38,181.57666666666668,216.30666666666664,L8
2019-02-05 22:19:45+00:00,225.81000000000003,248.09999999999997,238.28,251.85750000000002,262.6825,273.76,284.775,293.33666666666664,309.82500000000005,307.70250000000004,299.61749999999995,285.4175,282.15250000000003,282.625,281.15999999999997,270.655,257.015,265.03999999999996,269.625,287.91,306.13333333333327,278.5,278.92,272.81,279.315,277.85,276.62,278.0675,277.63,274.36749999999995,277.8575,278.14,266.385,262.90749999999997,261.89,264.87,257.275,301.8125,312.1625,321.65999999999997,318.2975,305.6025,293.9925,309.145,338.3575,343.475,346.39333333333326,339.68666666666667,338.2,,,365.38,189.70666666666668,217.475,L8
2019-02-28 22:25:51+00:00,227.84,249.19249999999997,237.01,251.5675,261.3775,272.7975,282.8125,291.67333333333335,310.085,307.0,298.55999999999995,287.15250000000003,282.065,283.4925,280.62249999999995,270.505,267.27250000000004,267.1766666666667,269.06,303.7525,319.22499999999997,278.5,278.92,273.7525,279.05333333333334,278.04,276.1433333333334,277.00666666666666,278.02666666666664,274.7725,278.485,278.3275,265.86749999999995,263.4925,261.895,264.21750000000003,257.1,300.52,311.9875,321.33000000000004,318.63,304.63,294.08500000000004,309.4225,335.3125,343.475,344.85666666666674,338.00333333333333,340.5233333333333,,,,190.16,218.16,L8
2019-05-12 22:19:32+00:00,234.17999999999998,252.165,239.6625,251.0925,262.275,274.04,284.155,307.57,318.7675,311.8225,311.585,301.33,281.26,283.07666666666665,280.1766666666666,269.83666666666664,266.53000000000003,266.21,269.105,323.38750000000005,338.93999999999994,278.11,278.66999999999996,273.88,277.65,277.2633333333333,275.4,275.89,275.835,274.6033333333333,277.18000000000006,277.20666666666665,265.84,261.7,261.3375,263.24,258.42499999999995,299.46999999999997,312.38666666666666,324.025,319.50750000000005,304.1533333333333,293.8966666666667,312.8233333333333,342.8425,346.3833333333334,344.85666666666674,338.28999999999996,338.97749999999996,,210.34,,187.54,215.95666666666668,L8
2019-06-29 22:19:53+00:00,234.17999999999998,256.87999999999994,243.84,250.56000000000003,262.57666666666665,274.07,283.97999999999996,315.55999999999995,324.57666666666665,313.74333333333334,315.1266666666666,307.72666666666663,280.41,283.985,279.3549999999999,270.19,267.82500000000005,268.04,267.93,341.23333333333335,359.25999999999993,,279.15,273.355,276.62,276.65999999999997,275.94,275.52,274.89,261.59666666666664,268.8866666666667,267.81,265.4033333333333,260.71666666666664,260.6766666666667,262.80333333333334,257.96,298.59499999999997,310.85,324.71999999999997,319.6566666666667,303.72499999999997,294.07500000000005,303.19,343.07333333333327,350.33500000000004,345.05500000000006,337.84666666666664,339.91999999999996,,210.34,,189.76999999999998,218.68,L8
2019-07-31 22:20:02+00:00,234.17999999999998,256.87999999999994,243.84,250.56000000000003,262.57666666666665,274.07,283.97999999999996,321.72666666666663,327.845,316.0725,320.65,313.1625,280.41,297.8933333333334,279.3549999999999,270.19,267.82500000000005,268.04,283.86,340.7525,351.15999999999997,271.26,277.885,273.355,276.62,276.65999999999997,275.94,275.52,277.21,264.965,270.5925,269.97249999999997,265.62,260.54249999999996,260.6766666666667,262.80333333333334,257.96,298.59499999999997,310.85,334.5475,319.6566666666667,305.5733333333333,294.67333333333335,302.54,340.67999999999995,347.27,350.03000000000003,338.9675,336.64,,210.34,,189.76999999999998,218.68,L8
2019-09-01 22:20:11+00:00,239.85,258.92999999999995,249.01,252.95,267.165,275.96000000000004,285.53,334.4866666666666,335.08666666666664,327.2366666666667,337.24333333333334,339.3533333333333,279.6,303.315,278.14,272.05,266.2,266.63,281.51,345.45500000000004,342.86999999999995,275.345,277.75,276.17,,277.88,,277.68,280.03499999999997,261.8233333333333,269.1066666666667,267.4733333333333,267.00333333333333,260.12999999999994,260.245,263.35,260.3,240.77,300.36,347.20000000000005,314.18,304.15999999999997,290.71500000000003,297.735,339.49,350.49,359.98,342.84999999999997,330.56999999999994,,210.34,,178.89499999999998,210.72,L8
2019-09-17 22:20:17+00:00,243.25,259.7233333333333,246.75666666666666,252.95,267.165,275.96000000000004,285.53,335.455,335.805,330.99,339.3775,341.605,279.6,308.66333333333336,278.14,272.05,266.2,266.63,281.51,349.1566666666667,342.86999999999995,276.14000000000004,278.07,276.875,277.23,279.96000000000004,278.98,277.99,279.24333333333334,265.425,271.6225,269.1675,266.5775,260.67249999999996,260.3733333333333,262.25,260.66,252.065,303.34000000000003,352.74333333333334,314.18,304.15999999999997,290.71500000000003,300.9166666666667,342.78,350.49,359.75,344.7075,333.5,,284.17,352.44,178.89499999999998,210.72,L8
2019-12-22 22:20:15+00:00,243.135,258.0999999999999,245.225,254.64,266.86,275.41499999999996,283.825,324.47,336.195,334.9725,337.115,342.9425,279.6,318.8825,294.71500000000003,272.05,266.2,266.63,281.51,350.1466666666667,345.4749999999999,276.14000000000004,278.07,276.875,277.23,282.04,278.98,277.99,279.24333333333334,265.425,274.012,271.022,265.96750000000003,261.5,260.93,262.0466666666667,259.8333333333333,255.0,303.53000000000003,348.3633333333333,312.175,305.69,290.71500000000003,309.65999999999997,335.95,347.1133333333333,352.32666666666665,346.55999999999995,333.0733333333333,,355.7,352.44,181.63,216.41500000000002,L8
2020-02-24 22:19:58+00:00,242.38666666666666,258.0999999999999,245.225,260.21,267.195,276.1333333333333,285.9433333333333,317.1075,329.78749999999997,339.6975,328.4425,330.3675,279.54,307.1875,289.5233333333333,269.42,265.67499999999995,265.03,265.55,355.56500000000005,364.09,278.04333333333335,278.45,276.46666666666664,277.415,280.19500000000005,277.96500000000003,277.5366666666667,278.9266666666667,274.31666666666666,279.6925,275.68999999999994,265.5525,263.02,261.92249999999996,262.04,261.26250000000005,262.5025,305.225,334.31333333333333,313.55,304.7133333333333,293.175,310.28499999999997,331.2725,348.6433333333334,341.93666666666667,347.52666666666664,336.9066666666667,345.96,355.7,352.44,186.73666666666668,217.09666666666666,L8
2020-03-27 22:19:43+00:00,240.89,,237.64,256.59999999999997,263.575,275.57666666666665,286.78,300.0,317.8766666666666,342.75666666666666,321.06666666666666,302.78666666666663,278.995,301.15333333333336,287.42333333333335,247.38,265.15,263.43,265.92,354.57,364.09,274.77,277.18,272.975,276.76,276.6650000000001,275.82000000000005,275.73,277.83,272.78499999999997,278.3833333333334,275.8966666666666,264.16333333333336,263.1666666666667,262.41,263.06,263.77000000000004,276.58666666666664,306.61999999999995,319.46333333333337,315.8333333333333,306.7733333333333,297.51,312.53333333333336,326.00666666666666,347.42333333333335,333.145,332.805,335.67999999999995,345.96,353.4,,188.76999999999998,219.88,L8
2020-04-28 22:19:28+00:00,240.89,,237.64,256.59999999999997,263.575,275.57666666666665,286.78,300.0,317.8766666666666,349.52250000000004,321.06666666666666,297.46999999999997,279.1933333333333,294.77,284.56,247.38,265.15,263.43,265.92,358.07,366.40999999999997,274.77,277.18,273.2833333333333,277.19,277.17333333333335,275.94666666666666,276.27666666666664,278.21666666666664,273.28,277.5675,275.72249999999997,263.94500000000005,263.21999999999997,262.3425,263.06,263.505,276.58666666666664,306.61999999999995,320.82,316.53499999999997,306.66499999999996,298.52333333333337,310.365,322.3175,346.1875,330.6933333333333,332.805,334.28666666666663,345.96,353.4,,188.76999999999998,219.88,L8
2020-05-30 22:19:28+00:00,240.89,,237.64,256.59999999999997,263.575,275.57666666666665,286.78,300.0,317.8766666666666,349.52250000000004,321.06666666666666,297.46999999999997,279.1933333333333,294.77,284.56,247.38,265.15,263.43,265.92,358.07,366.40999999999997,274.77,277.18,273.2833333333333,267.51750000000004,263.33750000000003,264.615,262.8925,266.5875,266.455,274.00200000000007,271.45799999999997,259.89,258.748,258.692,257.68,258.262,276.58666666666664,306.61999999999995,320.82,316.53499999999997,306.66499999999996,298.52333333333337,310.365,322.3175,340.768,330.6933333333333,332.805,334.28666666666663,345.96,353.4,,188.76999999999998,219.88,L8
2020-07-01 22:19:46+00:00,240.89,,237.64,256.59999999999997,263.575,274.975,287.47999999999996,302.55,309.42499999999995,352.60666666666674,310.725,280.23999999999995,279.1933333333333,276.5133333333333,275.65000000000003,247.38,265.15,263.43,265.92,361.57,368.73,274.77,277.18,273.2833333333333,259.584,254.85800000000003,254.19,255.48600000000002,258.586,261.782,268.552,265.83,255.35999999999999,252.98000000000002,254.19399999999996,249.71499999999997,253.08,284.445,307.97499999999997,322.01666666666665,316.63333333333327,305.96999999999997,298.52333333333337,301.8566666666667,315.62333333333333,338.322,318.8433333333333,332.805,334.9,345.96,,,190.95999999999998,218.765,L8
2020-07-17 22:19:52+00:00,240.89,,237.64,256.59999999999997,263.575,274.975,287.47999999999996,302.55,309.42499999999995,352.60666666666674,310.725,280.23999999999995,279.1933333333333,276.5133333333333,275.65000000000003,247.38,265.15,263.43,265.92,361.57,368.73,274.77,277.18,273.2833333333333,259.584,248.22833333333335,245.08333333333334,247.83666666666667,252.45000000000002,258.12166666666667,265.51000000000005,263.22499999999997,252.83333333333334,249.58333333333334,251.14666666666665,247.13400000000001,249.285,284.445,307.97499999999997,322.01666666666665,316.63333333333327,305.96999999999997,298.52333333333337,301.8566666666667,315.62333333333333,335.5316666666667,311.3075,332.805,334.9,345.96,,,190.95999999999998,218.765,L8
