dates,nzd0376-0000,nzd0376-0001,nzd0376-0002,nzd0376-0003,nzd0376-0004,nzd0376-0005,nzd0376-0006,nzd0376-0007,nzd0376-0008,nzd0376-0009,nzd0376-0010,nzd0376-0011,nzd0376-0012,nzd0376-0013,nzd0376-0014,nzd0376-0015,nzd0376-0016,nzd0376-0017,nzd0376-0018,nzd0376-0019,nzd0376-0020,nzd0376-0021,nzd0376-0022,nzd0376-0023,nzd0376-0024,nzd0376-0025,nzd0376-0026,nzd0376-0027,nzd0376-0028,nzd0376-0029,nzd0376-0030,nzd0376-0031,nzd0376-0032,nzd0376-0033,nzd0376-0034,nzd0376-0035,nzd0376-0036,nzd0376-0037,nzd0376-0038,nzd0376-0039,nzd0376-0040,nzd0376-0041,nzd0376-0042,nzd0376-0043,nzd0376-0044,nzd0376-0045,nzd0376-0046,nzd0376-0047,satname
2001-03-31 22:09:43+00:00,467.01,285.92,295.6725,306.4925,292.80333333333334,283.89,241.56,212.07,221.46,225.75,238.14,223.3,295.2475,293.895,299.15000000000003,288.5983333333333,280.35999999999996,286.955,297.812,294.765,289.055,295.39,265.446,289.58166666666665,286.82500000000005,273.88,306.0,277.05500000000006,254.34333333333333,240.08249999999998,250.14999999999998,247.7,238.69,257.6525,244.02999999999997,247.12499999999997,249.26999999999998,271.5083333333333,243.60999999999999,263.15833333333336,264.168,255.314,268.784,254.28199999999998,234.505,230.42200000000003,214.615,198.53,L7
2001-07-05 22:08:57+00:00,467.01,274.53333333333336,290.89000000000004,302.5566666666667,289.645,281.8066666666667,225.305,207.84666666666666,214.69000000000003,215.02666666666667,238.14,223.3,292.1666666666667,292.5833333333333,293.87,290.55,281.055,286.955,293.02250000000004,294.16999999999996,292.0,291.735,263.83666666666664,292.11749999999995,287.44000000000005,235.35666666666665,289.75,271.43500000000006,230.49499999999998,223.75,250.14999999999998,247.7,238.69,263.6066666666666,251.11499999999998,247.12499999999997,252.075,275.555,249.02999999999997,264.8425,271.63,249.77333333333334,267.18333333333334,253.0733333333333,228.67999999999998,230.34500000000003,218.39,,L7
2001-08-15 22:02:14+00:00,467.01,272.9733333333333,297.85,289.4533333333334,284.845,281.78333333333336,219.10500000000002,207.90333333333334,210.74,207.5,254.73,219.985,302.15999999999997,299.92499999999995,293.87,286.8725,282.9675,291.91,294.56,293.9425,290.82500000000005,290.625,254.62333333333333,288.375,289.385,220.11,303.44,257.13,230.49499999999998,220.80999999999997,246.39999999999998,247.7,238.69,244.92999999999998,231.01,232.70499999999998,239.895,271.58,243.06,259.7525,270.5275,240.88666666666666,256.43333333333334,250.76666666666665,226.55666666666664,230.33,218.72,194.31,L7
2001-08-31 22:02:05+00:00,477.48,282.115,297.85,289.4533333333334,284.845,283.22666666666663,227.58666666666667,204.95000000000005,208.99,198.23000000000002,271.32,217.23,313.0,311.22999999999996,293.87,293.2633333333334,291.69,300.635,301.72,296.0125,293.735,294.14,254.15,278.505,299.525,232.05333333333337,279.56,260.125,231.89,223.21,232.28,247.7,205.39,234.12,220.09,240.985,257.53999999999996,273.42,258.96500000000003,265.79,267.2425,243.76666666666665,258.52333333333337,254.41333333333333,231.35,235.39749999999998,218.5233333333333,200.065,L7
2001-09-23 22:08:02+00:00,491.66499999999996,278.555,314.9,270.51,271.2033333333333,277.09749999999997,218.7075,206.94333333333336,211.4,199.49333333333334,271.32,218.79500000000002,279.1566666666667,319.705,295.0,283.3533333333333,287.08666666666664,314.27,316.04,289.59749999999997,287.3975,295.195,244.09500000000003,273.04499999999996,299.89000000000004,236.0025,263.31333333333333,240.92999999999998,243.14,216.36,213.54,,172.09,223.24,221.99,250.47666666666666,257.53999999999996,262.8733333333334,258.96500000000003,266.27000000000004,261.9475,239.31333333333336,250.32333333333335,249.54666666666665,227.13,232.5475,209.54666666666665,192.24,L7
2001-10-02 22:01:40+00:00,491.66499999999996,274.05,,243.83,246.75666666666666,264.0425,212.86399999999998,207.05,211.8625,198.69,271.32,220.23000000000002,253.59666666666666,333.84,248.375,269.99,274.9533333333334,,,277.3225,273.73249999999996,287.88,242.90666666666667,257.13333333333327,288.4325,236.81400000000002,249.85,230.73,243.14,216.36,213.54,,168.925,223.2075,223.21,248.135,252.91333333333333,242.92,256.59333333333336,241.90333333333334,242.99,238.235,251.29000000000002,247.815,219.2325,217.2575,203.4225,188.26,L7
2001-11-03 22:01:46+00:00,491.66499999999996,272.1125,,243.83,246.75666666666666,264.0425,212.86399999999998,207.05,211.8625,198.69,271.32,218.2625,239.8875,333.84,250.70000000000002,269.99,274.9533333333334,,,275.246,268.2,286.284,237.76250000000002,257.13333333333327,280.632,231.65666666666667,239.73200000000003,225.87199999999999,243.14,216.36,213.54,,168.925,223.2075,222.908,248.772,250.2,234.1325,256.59333333333336,248.485,249.33,236.478,248.648,250.198,220.462,216.72200000000004,203.4225,188.26,L7
2001-12-21 22:02:05+00:00,491.66499999999996,272.1125,,243.8975,253.29500000000002,266.312,211.59666666666666,208.66400000000004,217.208,206.402,271.32,218.2625,239.8875,333.84,250.70000000000002,269.99,277.475,,284.27,277.0366666666667,268.2,286.284,237.76250000000002,260.9425,280.632,231.65666666666667,239.71666666666667,232.35500000000002,243.89499999999998,199.18,196.055,212.45,178.5233333333333,223.2075,222.908,248.772,250.2,234.1325,256.59333333333336,253.56199999999998,254.54166666666666,241.68666666666664,249.75833333333333,250.198,220.462,216.72200000000004,203.4225,188.26,L7
2002-02-07 22:02:17+00:00,491.66499999999996,272.1125,,243.8975,253.29500000000002,266.312,212.106,210.98000000000002,224.85,217.37599999999998,265.78499999999997,223.31,239.17,333.84,245.70749999999998,269.3125,273.298,268.28,279.67999999999995,277.5342857142857,268.08,285.79833333333335,237.792,263.19,279.425,238.92499999999998,241.95857142857145,237.08714285714288,245.04666666666665,203.98333333333335,200.99666666666667,205.54,181.9425,225.16799999999998,223.18999999999997,247.14999999999998,248.78400000000002,232.92200000000003,255.9275,253.56000000000003,252.73000000000002,242.57999999999998,250.03571428571428,248.93166666666664,220.28166666666667,216.72200000000004,203.4225,188.26,L7
2002-02-14 22:08:29+00:00,473.43666666666667,273.53499999999997,,241.15666666666667,245.95000000000002,265.93199999999996,206.08,210.77999999999997,225.25,220.762,260.25,225.804,239.17,333.84,249.73600000000002,275.63,273.6225,286.28999999999996,287.6266666666666,280.17,270.6033333333333,288.19,237.7125,263.04,271.60333333333335,239.025,234.41285714285712,238.5742857142857,245.04666666666665,200.44,196.915,205.54,181.9425,226.34249999999997,225.81000000000003,251.65833333333333,250.78000000000003,228.99500000000003,259.6666666666667,255.20600000000005,255.2216666666667,240.37857142857143,251.43999999999997,251.91333333333333,223.61833333333334,218.166,202.58750000000003,189.405,L7
2002-03-11 22:02:19+00:00,455.11999999999995,273.53499999999997,,239.7125,243.074,263.096,196.21800000000002,210.77599999999998,224.2266666666667,217.5666666666667,260.25,224.74,215.29249999999996,,250.53166666666667,277.3,273.6225,286.28999999999996,287.6266666666666,278.7371428571428,268.27333333333337,288.01,225.4375,271.73,264.11,232.4283333333333,230.86833333333334,238.37142857142857,246.0,195.13333333333333,191.37333333333333,205.54,185.22666666666666,229.9075,226.58166666666668,251.41833333333332,244.594,214.3625,252.20333333333335,251.01400000000004,252.72333333333336,238.34714285714284,250.5566666666667,251.45166666666668,223.48000000000002,216.276,197.40666666666667,183.9333333333333,L7
2002-10-05 22:01:07+00:00,,,,,,299.88,,,,,,,,324.67,,,,293.84,,,,,,,,,,,,,216.44,,,232.01,,,,,,,,,,,240.68,239.58,224.88,204.74,L7
2002-11-29 22:07:49+00:00,,,,,,299.88,,209.38,204.78,197.25,,183.31,,324.67,,,,293.84,,,,,195.6,,,201.73,,212.07,,,216.44,,,232.01,,,238.23,203.73,222.13,207.71,222.69,,,,240.68,239.58,224.88,204.74,L7
2002-12-31 22:07:56+00:00,,,,,230.17,284.985,,209.555,207.79500000000002,211.615,272.86,205.435,272.31,294.385,268.58,256.07,243.03,293.84,286.3,281.3,288.48,285.97,195.6,291.9,272.71,201.73,236.73,223.595,224.05,196.83,203.435,,,250.82,238.57,253.34,256.245,203.73,222.13,195.145,211.015,218.57,,258.66,237.005,232.76,219.89499999999998,204.74,L7
2003-02-01 22:08:09+00:00,,,,,230.17,284.985,,209.555,207.79500000000002,211.615,272.86,205.435,272.31,294.385,268.58,256.07,243.03,293.84,286.3,281.3,288.48,285.97,194.11,291.9,272.71,199.445,236.73,214.36333333333334,224.05,196.83,203.435,,,250.82,227.58499999999998,253.34,249.45000000000002,199.26,219.37,200.07000000000002,215.50666666666666,218.57,,258.66,237.005,232.76,219.89499999999998,204.74,L7
2003-02-26 22:02:04+00:00,444.17,291.58,,294.15,246.16500000000002,279.02666666666664,205.45,212.04999999999998,218.79,219.43999999999997,274.355,220.63,260.935,285.38000000000005,259.685,265.07,250.81,280.97,287.195,285.005,286.94500000000005,286.83500000000004,212.84666666666666,280.88,283.395,216.37,247.51,230.2975,239.62,227.10500000000002,213.06000000000003,221.6,242.66,256.00666666666666,230.75333333333333,248.2,251.175,219.06000000000003,230.34,212.0575,227.725,237.03,262.65,257.86,235.27333333333334,231.17666666666665,221.10333333333332,204.74,L7
2003-03-05 22:08:19+00:00,444.17,310.455,313.91,306.465,263.31333333333333,283.60249999999996,253.64,231.925,239.0675,240.8,285.08,241.055,274.93,287.5775,275.94666666666666,280.34666666666664,269.7966666666666,292.42,298.3966666666667,298.29,298.3666666666667,299.65000000000003,237.92249999999999,298.0,303.30333333333334,246.065,275.8333333333333,247.86400000000003,263.3666666666667,250.85666666666668,233.14,254.83499999999998,262.24,264.925,245.22,260.8,260.508,239.0725,230.34,212.0575,227.725,237.03,262.65,257.86,235.27333333333334,231.17666666666665,221.10333333333332,204.74,L7
2003-03-21 22:08:15+00:00,444.17,322.5466666666667,316.82000000000005,311.75666666666666,274.195,286.912,271.73333333333335,244.622,249.516,252.55,287.6025,252.42800000000003,280.845,287.86,280.45,287.0775,278.11,297.84749999999997,303.3075,303.305,303.27750000000003,302.96500000000003,250.272,304.4575,308.1,262.736,275.8333333333333,247.86400000000003,263.3666666666667,250.85666666666668,244.5,264.50333333333333,261.4066666666667,270.856,245.22,260.8,260.508,239.0725,247.475,222.23200000000003,227.725,237.03,262.65,257.86,235.27333333333334,231.17666666666665,238.245,204.74,L7
2003-07-28 21:50:04+00:00,448.255,314.2125,304.73,306.58,284.1825,283.85749999999996,273.10249999999996,267.03499999999997,276.025,278.6875,290.2475,283.21500000000003,282.02250000000004,281.49,285.94500000000005,294.955,289.3975,297.6025,306.33500000000004,307.495,307.125,304.275,267.104,305.73,313.27,280.394,294.9766666666667,268.385,281.15333333333336,274.19666666666666,270.8375,264.77750000000003,259.35249999999996,280.52750000000003,253.35999999999999,262.89666666666665,266.5775,253.91750000000002,261.3725,247.1875,251.7733333333333,268.065,269.885,263.565,239.51999999999998,238.245,254.56000000000003,,L5
2003-08-29 21:50:38+00:00,445.63,314.075,301.1125,307.765,290.5575,288.56,292.755,280.7825,287.37,292.995,292.25,293.27,289.1875,286.5125,296.4975,300.995,300.21,308.325,313.3575,313.79,313.78499999999997,307.775,297.8325,314.8025,315.635,316.1975,311.02333333333337,300.54,294.1366666666667,284.93,283.7875,277.96,263.6775,285.69,284.01666666666665,272.74333333333334,285.53,278.98,288.50333333333333,267.8933333333334,272.54999999999995,285.53,287.575,276.93,262.635,260.09499999999997,267.97333333333336,,L5
2003-09-14 21:50:54+00:00,436.08666666666664,313.6425,301.6925,304.765,287.5475,285.7075,289.1375,275.815,285.23,294.495,289.5675,295.445,287.635,285.3,296.345,301.61,298.67999999999995,306.2075,310.23,316.42,311.15999999999997,303.5725,298.9625,309.945,311.805,312.09000000000003,304.3733333333334,297.07,293.30333333333334,284.1466666666667,278.22749999999996,274.745,264.04999999999995,283.695,280.02,271.93666666666667,285.2066666666667,274.1833333333334,289.70500000000004,269.4,278.07666666666665,290.47,291.81333333333333,274.15333333333336,259.31,254.0333333333333,262.14250000000004,,L5
2003-10-16 21:51:19+00:00,420.555,291.23,292.5125,294.73,279.4825,280.75,282.605,268.7775,281.4275,289.5725,288.3275,292.35249999999996,281.81,282.1775,297.24,297.90250000000003,295.3375,302.4775,307.70500000000004,314.8425,308.0025,300.84000000000003,295.98249999999996,304.7275,307.2125,304.6675,303.6875,296.11,291.65,281.745,273.36,269.97,262.61749999999995,279.815,276.2,268.6425,284.96250000000003,273.23,284.755,264.505,275.815,285.415,286.9575,268.6,251.44,246.23749999999998,252.9666666666667,,L5
2003-11-17 21:51:45+00:00,408.65,281.92999999999995,289.308,291.63,276.45,279.026,281.964,268.798,280.534,287.616,288.392,292.32,279.642,279.67199999999997,296.196,296.204,292.748,300.622,306.546,314.156,307.326,300.27,294.166,304.146,306.352,303.128,301.672,293.94,289.474,278.942,272.36800000000005,267.886,260.914,279.892,273.482,266.474,284.17400000000004,272.754,283.34000000000003,259.358,273.608,281.682,283.848,264.86199999999997,245.738,241.022,252.9666666666667,,L5
2003-12-03 21:51:55+00:00,396.2616666666666,276.15166666666664,289.09499999999997,292.42333333333335,277.2316666666666,279.335,281.925,269.45666666666665,280.21166666666664,284.49666666666667,286.96666666666664,290.1483333333333,278.62,278.01666666666665,296.35833333333335,296.66333333333336,293.3066666666667,301.6433333333334,307.25166666666667,313.8566666666667,306.9733333333333,299.53333333333336,291.405,302.21999999999997,304.035,302.09499999999997,300.21,292.57166666666666,288.23333333333335,278.8833333333333,272.5083333333333,267.705,259.69666666666666,279.87,271.3866666666667,263.9316666666667,281.65500000000003,271.1816666666667,282.365,257.07,272.71999999999997,280.7583333333333,283.7916666666667,264.7733333333333,243.87666666666667,238.6,243.07,195.99,L5
2003-12-10 21:58:05+00:00,386.8071428571429,271.6985714285714,289.9142857142857,293.0014285714286,277.5242857142857,279.4842857142857,281.9957142857143,269.57428571428574,279.36285714285714,281.68285714285713,285.4157142857143,287.9742857142857,277.7185714285714,276.67571428571426,295.5514285714286,297.5842857142857,294.1242857142857,302.6771428571428,307.8228571428572,313.74142857142857,307.2114285714286,298.9557142857143,288.62571428571425,300.15714285714284,301.73857142857145,300.6857142857143,298.90857142857146,291.38,288.2628571428571,279.36285714285714,273.43285714285713,267.27285714285716,258.9085714285714,280.0785714285714,271.2914285714286,261.82142857142856,279.61285714285714,268.7057142857143,281.1657142857143,254.74857142857144,271.49285714285713,279.98,284.45285714285717,264.87142857142857,243.07,237.41285714285712,238.032,198.67000000000002,L5
2004-01-04 21:52:10+00:00,386.8071428571429,271.6985714285714,289.9142857142857,293.0014285714286,277.5242857142857,279.4842857142857,281.9957142857143,269.57428571428574,279.36285714285714,281.68285714285713,285.4157142857143,287.9742857142857,277.7185714285714,276.67571428571426,295.5514285714286,297.5842857142857,294.1242857142857,302.6771428571428,307.8228571428572,313.74142857142857,307.2114285714286,298.9557142857143,288.62571428571425,300.15714285714284,301.73857142857145,295.5175,294.3475,286.21375,288.2628571428571,279.36285714285714,273.43285714285713,267.27285714285716,258.9085714285714,280.0785714285714,271.2914285714286,261.82142857142856,273.6025,263.61625000000004,276.57875,248.23874999999998,265.5225,279.98,284.45285714285717,264.87142857142857,243.07,237.41285714285712,238.032,198.67000000000002,L5
2004-04-25 21:53:23+00:00,341.81,252.13,284.3625,289.4025,272.59749999999997,275.46500000000003,279.0375,267.23,273.38,270.8125,281.0875,281.90500000000003,271.2,268.59999999999997,288.9,293.0575,288.44,298.3225,302.21,307.0425,302.845,293.175,279.16499999999996,293.88,293.97749999999996,288.29200000000003,286.66400000000004,279.244,282.6625,273.6825,270.16999999999996,260.8925,251.88249999999996,276.87,263.51250000000005,253.62,263.12,255.538,269.536,234.862,255.868,270.56,278.2225,257.99499999999995,230.52,224.9775,215.63000000000005,204.40333333333334,L5
2004-05-18 22:00:14+00:00,332.20000000000005,263.985,286.42,292.73,276.13,275.90250000000003,278.135,266.28499999999997,271.9375,269.6675,280.60249999999996,280.8675,272.5225,270.935,288.9025,293.9575,289.89,298.255,301.37749999999994,304.3375,300.2325,291.8575,278.345,293.3825,293.58,290.872,289.216,282.99,284.9875,276.425,271.5175,261.1975,249.07999999999998,274.39,264.8425,253.78750000000002,261.84,256.42199999999997,270.634,239.60399999999998,259.602,274.54999999999995,282.04,263.1675,236.59750000000003,230.8125,224.04,215.1525,L5
