dates,satname,nzd0376-0000,nzd0376-0001,nzd0376-0002,nzd0376-0003,nzd0376-0004,nzd0376-0005,nzd0376-0006,nzd0376-0007,nzd0376-0008,nzd0376-0009,nzd0376-0010,nzd0376-0011,nzd0376-0012,nzd0376-0013,nzd0376-0014,nzd0376-0015,nzd0376-0016,nzd0376-0017,nzd0376-0018,nzd0376-0019,nzd0376-0020,nzd0376-0021,nzd0376-0022,nzd0376-0023,nzd0376-0024,nzd0376-0025,nzd0376-0026,nzd0376-0027,nzd0376-0028,nzd0376-0029,nzd0376-0030,nzd0376-0031,nzd0376-0032,nzd0376-0033,nzd0376-0034,nzd0376-0035,nzd0376-0036,nzd0376-0037,nzd0376-0038,nzd0376-0039,nzd0376-0040,nzd0376-0041,nzd0376-0042,nzd0376-0043,nzd0376-0044,nzd0376-0045,nzd0376-0046,nzd0376-0047
2000-12-18 22:03:49.828000,L7,505.96,377.12,366.50,374.06,355.38,346.97,345.44,334.32,341.05,340.20,344.77,335.95,329.95,324.01,332.23,334.36,324.23,325.34,338.93,330.46,334.97,327.33,334.25,348.63,350.21,364.37,360.02,347.50,341.02,334.07,325.62,314.31,305.14,320.73,318.61,317.36,338.37,339.56,345.47,336.11,343.48,354.56,345.29,343.63,338.43,350.78,384.55,390.75
2001-01-03 22:03:48.276000,L7,489.60,352.03,324.38,360.28,323.69,305.75,487.12,436.34,424.56,475.27,545.32,301.20,398.90,369.20,,,,,,401.38,445.80,357.82,,545.95,471.06,429.97,395.62,327.95,331.17,312.69,305.05,325.14,303.09,310.29,335.51,342.79,317.28,310.59,325.18,305.34,288.86,289.24,294.52,302.53,299.57,302.53,333.09,305.50
2001-01-10 22:10:03.706000,L7,388.93,265.61,242.32,196.61,269.93,267.19,193.62,208.86,223.83,221.31,257.39,220.58,257.63,269.69,262.24,267.66,262.11,269.58,282.49,286.23,282.96,286.37,259.19,275.70,283.87,219.18,222.17,280.11,186.19,179.90,250.63,233.50,200.26,268.19,254.96,255.28,263.14,259.32,253.13,262.66,240.25,254.32,270.33,254.15,229.03,220.01,,
2001-02-20 22:03:48.640000,L7,419.00,265.44,,244.21,232.66,272.41,223.21,219.53,240.72,265.92,246.40,276.88,272.21,270.69,241.86,277.35,263.74,281.59,287.03,285.77,279.23,280.92,258.79,282.54,293.79,240.70,232.65,276.75,284.39,229.32,257.48,235.15,231.01,259.26,250.22,239.59,239.59,254.19,247.03,258.86,270.51,242.98,260.16,248.85,221.68,214.64,,
2001-03-08 22:03:44.911000,L7,467.01,287.31,280.80,296.93,425.24,440.15,462.76,477.42,482.11,500.86,284.41,283.27,297.21,294.28,279.05,292.79,297.53,287.00,287.40,288.96,290.10,289.25,274.26,292.48,501.79,516.02,481.82,508.60,220.64,230.06,251.02,247.70,238.69,260.08,294.88,292.35,298.39,305.06,319.88,264.35,271.38,251.60,275.47,258.82,237.47,230.05,218.39,
2001-03-31 22:09:43.621000,L7,515.60,362.86,332.96,354.01,335.82,330.25,351.70,304.17,315.49,322.56,324.24,316.10,314.64,318.10,316.65,314.77,311.48,320.93,322.32,324.03,320.39,326.16,330.32,356.02,354.60,342.45,388.21,351.59,327.75,312.71,301.30,319.52,297.19,293.63,297.57,296.94,303.82,308.19,317.85,316.50,320.16,335.30,334.16,318.70,305.24,314.22,342.69,351.44
2001-07-05 22:08:57.615000,L7,,,,,,,209.05,199.40,201.15,193.58,190.05,,,,,,,,,,,,,,185.77,204.21,186.99,191.10,170.92,,,,,,,,,,,,,,,,,,,
2001-08-15 22:02:14.505000,L7,300.30,274.31,203.88,250.41,257.44,268.51,212.02,209.46,214.44,198.99,228.09,214.52,230.29,177.03,214.92,272.69,270.00,186.92,275.67,287.00,267.44,282.51,236.75,234.97,295.28,238.52,251.93,251.93,247.33,217.25,196.70,198.17,183.21,218.60,217.37,230.39,242.04,241.17,231.43,222.12,234.51,228.04,239.61,244.78,223.80,219.31,214.85,190.82
2001-08-31 22:02:05.221000,L7,489.89,441.08,463.06,462.43,471.60,266.87,241.78,216.85,225.04,229.53,214.17,351.58,307.50,330.24,356.09,349.43,350.89,369.90,382.44,282.66,280.77,285.84,248.68,230.85,296.70,235.98,210.30,233.71,195.03,179.36,,,166.46,218.54,219.35,242.12,237.74,248.21,258.28,234.65,228.80,242.72,250.92,246.19,223.88,220.17,209.75,188.24
2001-09-23 22:08:02.998000,L7,507.97,341.81,318.49,284.74,274.87,277.08,242.84,221.22,234.83,239.10,241.34,240.66,241.36,341.18,364.24,312.58,295.01,290.07,300.60,317.66,311.11,313.72,313.73,320.60,323.52,322.36,262.35,270.60,244.67,217.02,216.27,258.11,280.21,240.52,233.96,281.88,253.01,281.57,270.69,288.12,293.63,294.90,293.12,286.65,263.98,258.05,271.04,320.51
2001-10-02 22:01:40.483000,L7,406.15,265.04,,239.27,232.79,256.65,189.49,207.37,213.25,196.28,200.69,223.10,230.43,179.46,215.44,270.00,269.14,248.80,270.93,269.05,260.28,284.31,240.53,226.43,254.06,240.06,209.46,200.13,176.48,,,,165.76,223.11,226.87,241.11,243.66,225.39,251.85,231.22,234.99,235.00,254.19,242.62,195.54,196.82,185.05,176.32
2001-11-03 22:01:46.660000,L7,544.60,287.66,,240.17,224.06,265.16,182.73,203.97,209.31,201.44,217.17,220.29,217.67,182.00,269.78,290.95,282.91,258.28,268.42,286.47,271.05,291.14,231.91,212.05,261.67,219.77,209.25,536.67,533.02,530.94,,,250.07,280.49,225.70,265.48,247.65,220.06,246.36,276.81,278.31,277.27,261.03,269.72,246.61,229.15,210.87,
2001-12-21 22:02:05.831000,L7,483.22,344.32,374.01,369.15,348.89,342.62,335.34,328.07,336.33,339.11,348.37,345.70,346.56,345.17,358.17,344.01,335.10,347.71,344.57,345.51,350.85,353.16,368.96,371.98,369.24,375.26,359.55,357.48,354.23,340.77,334.10,335.25,340.05,355.39,358.60,359.47,356.87,346.84,356.11,338.56,346.64,359.74,359.90,351.80,350.33,374.41,405.23,435.61
2002-02-07 22:02:17.936000,L7,,,,,,,,,239.36,248.45,260.25,243.50,236.30,243.27,230.73,267.28,256.59,268.28,275.09,280.52,267.48,283.37,237.91,272.18,273.39,247.82,255.41,265.48,247.35,213.59,210.88,198.63,192.20,163.42,224.60,239.04,243.12,228.08,253.93,253.55,241.86,247.94,251.70,242.60,219.38,173.71,,
2002-02-14 22:08:29.220000,L7,432.44,280.62,,273.71,233.53,267.58,197.70,209.23,215.49,211.95,204.25,228.27,238.47,234.00,261.57,301.23,295.11,302.93,301.23,305.10,298.31,297.21,292.90,207.62,263.34,240.65,240.04,268.96,203.81,185.34,183.04,,256.28,282.64,233.28,259.00,252.40,229.92,185.22,177.38,191.82,216.54,195.56,266.24,245.41,230.77,213.98,
2002-03-02 22:08:32.970000,L7,,,,,,,,203.46,202.13,193.36,184.13,,,,,,,,,,,,,,,,,,,,,,,,218.35,205.34,234.80,183.53,221.91,213.11,224.42,,,,,,,
2002-03-11 22:02:19.622000,L7,529.89,278.04,,241.91,233.34,258.60,199.66,213.88,230.43,203.69,205.42,223.12,215.10,178.69,259.37,289.81,190.65,208.92,285.12,281.64,278.15,289.61,242.70,215.47,259.87,219.04,236.27,277.68,187.47,,,173.06,176.32,239.20,228.71,252.90,244.73,237.32,253.28,237.73,236.37,236.50,255.65,260.40,236.21,225.25,,
2002-08-25 22:07:36.489000,L7,,266.94,,227.06,229.86,272.30,218.25,208.00,323.66,345.04,360.82,355.04,184.41,169.75,272.74,279.12,268.48,197.96,201.70,190.85,243.75,238.59,226.64,193.73,195.11,202.17,199.36,195.48,316.32,472.92,474.16,478.53,249.04,239.63,225.57,254.33,275.71,248.79,257.74,222.07,276.44,239.01,253.51,246.50,228.57,210.19,196.48,190.84
2002-10-05 22:01:07.311000,L7,500.68,493.75,272.36,282.63,275.71,300.56,321.01,322.94,340.00,313.40,329.00,314.57,319.02,325.63,325.97,194.98,188.57,340.40,227.07,363.68,369.10,247.22,327.50,294.88,366.32,344.70,348.23,354.82,346.26,238.67,320.89,312.20,318.87,263.92,279.49,299.82,302.00,305.02,285.69,225.13,298.81,313.86,336.25,328.38,304.52,323.35,334.67,211.33
2002-11-29 22:07:49.615000,L7,,,,,,,,204.44,201.06,192.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31 22:07:56.130000,L7,382.11,272.11,248.56,249.44,230.17,270.09,,209.73,210.81,225.98,272.86,227.56,272.31,264.10,268.58,256.07,243.03,201.61,286.30,281.30,288.48,285.97,257.02,291.90,272.71,248.19,236.73,235.12,224.05,196.83,190.43,,,269.63,238.57,253.34,274.26,259.54,174.45,182.58,199.34,218.57,184.89,258.66,233.33,225.94,214.91,
2003-02-01 22:08:09.844000,L7,453.61,296.62,283.35,297.60,279.78,275.11,202.93,219.26,226.50,226.41,249.09,239.02,271.10,267.86,277.49,296.46,292.74,263.56,295.40,268.51,287.11,292.28,239.38,267.87,297.25,241.97,237.89,245.82,241.34,209.03,221.09,,248.85,261.22,234.06,254.49,275.66,267.10,226.47,259.42,275.41,274.69,277.37,260.01,232.65,228.27,224.12,201.37
2003-02-26 22:02:04.470000,L7,547.17,496.95,515.86,471.87,296.35,300.47,303.06,295.78,293.85,301.51,302.88,299.84,297.33,294.09,299.59,308.28,304.21,317.54,319.67,321.99,320.56,315.35,303.78,317.78,327.44,329.70,327.47,319.70,308.24,463.40,459.51,463.82,462.24,476.55,287.09,275.80,296.22,284.51,299.58,284.75,292.37,301.40,303.64,289.12,260.39,266.92,334.44,296.93
2003-03-05 22:08:19.474000,L7,,427.42,430.49,442.53,385.01,390.71,407.30,456.24,484.99,504.59,542.13,431.37,520.01,472.70,491.44,483.57,462.09,478.19,500.97,508.35,,482.90,509.20,485.47,529.12,523.39,519.62,507.51,484.71,482.78,486.45,473.06,479.21,522.63,508.36,548.86,473.26,458.26,459.93,367.37,470.06,471.28,501.25,503.87,499.23,409.42,387.10,362.45
2003-03-21 22:08:15.672000,L7,530.83,346.73,319.73,322.34,306.84,300.15,307.92,295.41,291.31,299.55,295.17,297.92,298.59,288.99,293.96,307.27,303.05,314.13,318.04,318.35,318.01,312.91,299.67,323.83,322.49,329.42,472.41,475.04,481.93,480.96,289.94,283.84,259.74,294.58,500.99,501.42,509.93,490.01,298.88,262.93,510.06,526.54,532.39,536.38,538.82,321.23,289.67,371.54
2003-05-24 22:08:16.964000,L7,270.42,,,,,,214.06,205.68,212.70,195.28,194.90,221.08,225.67,180.12,189.65,187.47,175.44,180.17,202.86,249.08,239.77,236.37,227.41,193.42,204.48,208.60,210.10,198.02,186.44,,,,,213.03,217.34,202.42,235.39,232.02,223.79,216.22,220.41,237.13,237.37,197.63,205.13,202.10,,
2003-07-28 21:50:04.710000,L5,338.65,186.19,240.08,256.50,233.10,228.37,236.33,218.02,229.44,232.59,235.53,243.34,236.37,228.02,,243.81,238.42,246.26,248.74,247.49,240.74,239.50,230.96,239.08,248.54,180.44,183.11,,226.73,235.39,228.87,226.16,204.11,236.65,,,,,,,,,,,,,,
2003-08-29 21:50:38.152000,L5,436.54,286.74,289.30,297.94,286.44,285.00,283.34,271.25,285.10,290.70,282.85,288.65,277.31,285.64,291.09,296.41,298.39,309.23,312.72,312.24,309.76,300.34,296.97,304.67,302.33,308.87,305.88,301.29,293.39,287.43,282.58,273.07,258.27,285.14,290.69,271.30,281.52,273.40,288.24,271.22,277.45,288.43,295.94,281.65,273.01,266.96,257.91,245.74
2003-09-14 21:50:54.515000,L5,417.00,327.60,316.23,306.78,285.57,285.92,287.36,271.68,291.34,310.88,295.80,311.03,296.71,289.32,307.86,313.36,301.65,306.85,308.29,335.38,310.71,308.47,317.67,312.81,327.80,318.72,312.53,307.72,308.36,296.01,271.14,275.21,283.31,283.70,276.63,283.58,296.87,284.72,293.31,273.92,289.13,300.35,300.29,268.60,252.66,241.91,244.65,370.11
2003-10-16 21:51:19.969000,L5,371.08,255.27,282.05,281.33,273.62,279.19,280.90,266.44,275.37,279.19,289.22,284.45,274.45,275.34,296.56,291.55,288.79,298.01,306.80,311.20,304.17,300.79,286.46,302.29,303.26,298.65,300.74,292.06,285.64,273.48,269.50,263.81,252.90,278.33,262.63,257.67,283.07,269.38,278.30,241.88,268.23,269.06,271.59,250.60,226.44,221.64,214.01,194.60
2003-10-23 21:57:36.620000,L5,263.30,179.10,227.68,245.17,223.70,228.00,243.59,218.30,239.23,248.95,242.74,236.58,212.17,187.68,,251.12,241.18,246.63,254.99,181.90,,,,,,,200.55,234.85,250.60,241.86,244.02,229.17,221.55,251.99,167.65,203.43,247.72,241.49,258.24,200.66,215.86,228.93,244.28,213.44,178.32,173.39,,
2003-11-17 21:51:45.201000,L5,363.22,245.99,277.47,280.04,265.16,273.11,280.08,269.63,277.81,280.41,289.50,293.14,271.76,270.61,292.97,290.54,283.07,293.86,303.11,312.20,305.80,298.76,288.11,302.47,303.75,297.73,294.25,285.97,281.53,268.44,269.21,260.36,255.12,281.18,264.41,258.87,282.04,271.83,278.71,239.88,265.71,267.91,272.04,251.12,224.02,221.19,215.35,196.88
2003-12-03 21:51:55.424000,L5,334.32,247.26,288.03,296.39,281.14,280.88,281.73,272.75,278.60,268.90,279.84,279.29,273.51,269.74,297.17,298.96,296.10,306.75,310.78,312.36,305.21,295.85,277.60,292.59,292.45,296.93,292.90,285.73,282.03,278.59,273.21,266.80,253.61,279.76,260.91,251.22,269.06,263.32,277.49,245.63,268.28,276.14,283.51,264.33,234.57,226.49,213.38,195.99
2003-12-10 21:58:05.829000,L5,332.00,246.51,296.02,297.34,279.94,281.08,283.07,270.96,275.10,265.24,276.95,275.55,273.13,269.44,291.56,303.83,299.93,309.46,311.99,313.75,309.25,296.29,272.90,288.55,288.51,292.89,291.58,284.83,289.16,282.93,279.72,265.41,255.19,282.20,271.62,250.12,268.18,254.53,274.68,241.69,265.06,276.78,289.28,266.57,239.27,231.23,218.90,202.59
2004-01-04 21:52:10.021000,L5,,,,,,,195.27,180.45,189.73,206.60,207.33,231.40,226.10,,,231.68,223.29,238.64,243.31,248.56,243.30,237.52,218.48,245.76,247.23,259.34,262.42,250.05,229.56,222.53,218.06,185.54,181.57,225.34,178.90,191.36,231.53,227.99,244.47,202.67,223.73,223.65,228.39,204.00,177.93,176.18,,
2004-02-05 21:52:16.959000,L5,512.02,418.25,316.77,314.30,314.30,307.47,297.99,279.39,283.25,293.82,287.24,283.44,277.45,277.95,291.26,310.07,296.64,311.14,321.22,317.82,311.47,314.36,309.21,304.38,312.62,318.79,316.27,307.16,299.30,289.36,282.61,276.09,257.84,273.47,267.35,270.14,284.52,281.54,293.57,287.85,292.56,302.19,312.01,304.78,302.19,285.84,259.39,256.00
2004-04-25 21:53:23.341000,L5,439.51,271.55,278.10,285.52,265.65,268.47,272.60,257.01,263.69,269.76,279.75,281.21,268.01,266.38,275.70,280.75,276.24,284.46,284.90,291.35,292.91,283.37,280.21,293.33,292.59,295.99,293.29,290.95,279.41,266.17,260.09,252.54,245.64,266.19,259.81,256.30,266.63,261.68,274.07,246.42,258.42,264.04,269.55,252.28,226.35,222.97,226.57,215.87
2004-05-18 22:00:14.650000,L5,446.79,294.10,285.61,293.65,279.25,274.68,276.60,265.76,271.92,275.73,287.51,288.72,276.88,279.88,293.13,293.67,289.05,293.56,299.29,301.26,294.96,293.73,284.77,300.62,302.18,310.80,307.09,304.84,290.92,279.84,274.59,261.45,244.22,271.78,268.99,259.47,275.69,276.26,283.82,264.03,284.94,284.73,288.15,271.79,249.09,246.53,243.21,253.67
2004-06-12 21:54:47.510000,L5,,,,,,,,216.33,224.79,231.12,231.44,221.08,215.42,182.21,,237.15,231.14,233.04,235.00,220.78,221.17,218.29,211.85,205.71,234.16,256.80,258.73,249.42,236.28,223.27,218.58,211.31,179.94,221.57,,,,,,,,,,,,,,
2004-09-23 22:03:38.248000,L5,390.97,332.08,309.02,313.06,291.95,288.34,288.84,288.84,281.09,289.10,293.43,290.37,279.45,281.36,304.91,298.66,290.90,307.45,307.00,311.10,301.93,296.90,295.84,305.09,298.83,312.16,308.10,300.04,294.40,271.20,268.26,249.61,228.49,254.01,250.95,215.21,252.34,250.01,259.49,209.23,220.35,244.67,268.71,261.75,232.07,224.44,228.53,209.78
2004-10-02 21:57:38.853000,L5,384.63,264.68,286.27,290.92,268.54,269.22,273.18,259.26,263.45,274.83,277.39,282.61,278.19,275.06,293.43,292.99,287.83,292.45,293.17,298.56,289.92,288.05,277.66,295.49,293.00,303.71,302.34,292.53,286.84,282.92,275.23,261.64,251.37,267.12,261.31,252.37,270.87,267.04,283.88,249.44,273.55,270.29,278.14,257.52,223.49,215.48,209.35,194.70
2004-11-10 22:04:35.857000,L5,369.41,291.40,317.27,308.61,290.02,282.19,272.64,266.68,271.96,278.24,286.69,287.83,294.11,288.39,313.39,306.55,301.02,315.00,312.50,302.37,302.13,298.11,302.80,307.74,305.54,329.03,327.92,321.47,312.92,296.07,291.50,282.89,266.56,277.35,274.89,274.07,284.23,277.51,295.10,281.80,297.57,301.57,303.19,288.33,266.63,265.12,259.77,303.47
2005-01-29 22:05:53.825000,L5,402.69,274.36,299.21,312.47,291.08,296.04,312.42,316.45,336.37,333.61,326.68,317.82,337.20,300.94,319.96,308.76,308.42,308.20,314.92,329.58,311.63,306.42,297.68,311.49,318.30,316.31,316.73,286.81,278.88,269.63,260.32,261.22,237.28,273.44,273.21,277.78,280.29,274.91,294.27,279.88,264.22,282.13,277.48,257.57,236.93,219.97,209.42,207.94
2005-02-23 22:00:07.370000,L5,386.33,302.48,313.18,296.74,277.02,279.24,279.52,269.99,276.06,287.19,292.93,293.56,284.84,280.90,309.87,304.77,297.95,307.16,312.95,316.86,307.97,302.07,302.64,312.18,312.05,320.31,308.45,302.11,293.68,284.98,275.64,270.92,259.30,278.13,271.12,277.27,284.03,275.35,291.71,275.24,286.49,297.53,295.08,283.91,256.80,261.47,281.40,304.43
2005-03-02 22:06:24.060000,L5,388.32,255.59,282.30,280.40,268.88,272.39,279.00,270.09,275.85,281.84,288.66,287.90,271.09,265.23,289.11,292.28,281.36,288.22,298.81,305.82,296.16,296.46,286.28,300.72,303.55,295.58,287.14,278.81,277.73,264.25,265.10,262.10,255.46,278.86,271.28,267.20,280.27,275.09,277.98,250.37,264.37,273.43,276.03,257.23,236.44,230.77,229.02,216.16
2005-03-18 22:06:34.540000,L5,227.38,187.88,263.42,265.93,247.08,231.26,204.99,209.65,222.91,229.86,241.61,246.24,227.51,,,,254.45,273.85,277.57,267.86,255.54,250.72,229.45,255.78,260.10,261.09,236.77,171.28,,,,,,,,195.44,230.05,225.13,239.68,211.12,224.63,243.17,,,,,,
2005-04-12 22:00:30.943000,L5,306.24,216.77,251.85,261.43,244.23,239.14,246.08,236.98,239.15,251.28,256.34,254.04,251.13,242.77,255.94,264.95,260.00,269.05,273.72,275.03,269.38,263.42,245.84,265.67,271.08,272.97,269.34,264.46,247.71,246.59,241.82,238.40,214.09,240.44,177.21,207.72,234.07,236.22,255.75,194.42,175.23,,,,,,,
2005-06-15 22:00:58.430000,L5,350.80,191.88,227.47,243.78,222.21,209.75,232.39,213.82,218.99,225.41,226.70,,,,,242.12,238.40,245.23,250.51,248.51,240.20,240.83,233.28,235.41,256.36,,,,224.58,229.59,225.26,220.55,198.71,177.92,205.85,,,,,,,,,,,,,
2005-07-01 22:01:02.156000,L5,425.36,254.69,259.61,271.30,250.30,250.13,252.25,240.15,242.82,253.24,252.20,246.70,224.44,,,241.86,222.68,237.93,240.37,208.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-10 22:07:43.789000,L5,379.19,258.25,277.14,285.99,265.52,272.58,274.46,266.46,274.36,279.39,288.21,290.82,279.07,273.67,291.74,290.63,274.60,290.52,292.72,300.31,297.75,296.17,285.85,301.92,302.50,309.80,294.18,288.55,276.55,274.09,265.78,263.59,252.11,278.39,270.94,266.49,273.08,267.58,283.10,245.98,264.05,265.30,270.66,258.43,231.28,225.92,217.66,210.46
2005-09-19 22:01:32.820000,L5,375.29,272.39,288.89,295.76,281.44,279.22,283.05,269.26,273.94,278.13,283.58,283.86,278.22,280.22,302.73,300.15,292.46,304.89,305.55,310.62,299.57,295.61,289.69,297.65,300.57,307.40,305.23,301.22,286.50,282.03,273.99,268.63,257.71,274.31,262.65,264.95,270.72,267.45,281.16,260.62,271.45,276.99,285.15,281.72,252.36,246.94,246.57,241.08
2005-10-05 22:01:29.249000,L5,372.75,308.84,337.62,339.07,296.39,286.51,331.24,364.38,365.31,346.66,328.39,336.88,290.54,281.25,303.91,301.01,298.56,306.11,309.74,314.10,307.80,303.55,289.59,302.14,298.30,306.55,301.18,300.51,292.44,286.11,281.23,275.67,263.21,278.56,277.00,269.54,278.24,270.53,288.62,268.00,278.73,284.90,290.02,276.22,247.53,235.27,240.01,235.49
2005-11-22 22:01:58.720000,L5,369.37,257.91,288.08,287.66,276.06,272.67,264.08,256.69,260.83,265.10,275.41,275.21,277.05,276.16,300.98,296.62,289.81,296.49,299.08,293.76,286.84,281.70,272.21,284.97,288.91,298.50,294.38,289.96,282.05,277.73,272.14,263.35,240.94,264.37,252.10,255.69,265.65,252.62,273.24,251.94,261.04,266.01,280.72,261.18,235.59,227.68,215.22,202.45
2006-01-25 22:03:29.142000,L5,370.29,280.64,307.66,303.04,288.96,286.30,287.53,277.87,278.47,278.42,290.12,291.03,281.63,286.46,311.54,311.69,302.09,314.39,319.83,322.85,317.51,306.70,296.50,303.44,303.74,310.96,305.51,300.87,296.81,294.63,292.12,277.15,270.39,285.08,279.77,274.89,281.96,273.18,285.74,271.22,287.70,300.16,300.54,288.53,264.34,269.17,265.55,278.51
2006-02-17 22:10:10.858000,L5,371.21,259.20,285.43,280.76,260.44,251.22,264.69,265.02,268.58,270.93,279.67,276.86,271.00,269.56,294.64,294.71,286.76,291.66,302.53,300.44,294.89,293.20,280.26,295.13,294.67,297.19,290.33,285.67,280.49,274.18,272.21,263.46,251.23,264.59,266.02,259.88,270.12,264.89,270.21,252.87,263.94,272.61,279.28,264.57,240.87,230.41,222.72,220.75
2006-06-25 22:12:20.185000,L5,499.42,348.41,336.12,328.73,322.39,330.16,340.39,340.92,333.83,343.95,338.28,311.66,328.85,332.49,340.39,348.01,311.09,323.80,319.61,311.79,337.73,304.99,301.71,342.33,308.78,325.32,319.84,327.94,302.32,324.42,321.18,346.52,350.81,289.20,298.26,286.56,312.52,285.10,295.62,290.17,301.76,307.33,325.19,296.08,287.21,304.29,350.41,325.68
2006-08-21 22:06:55.521000,L5,424.01,279.80,284.40,289.49,266.44,261.54,262.94,254.03,259.20,268.13,271.33,277.34,277.51,271.18,286.54,285.58,278.59,287.72,283.49,283.33,281.69,275.47,268.77,277.82,288.93,302.90,302.22,288.52,280.36,274.93,272.62,259.91,248.88,265.13,261.38,251.12,263.80,265.06,286.61,265.56,273.18,279.88,282.78,269.09,242.19,234.66,232.86,243.39
