dates,satname,nzd0007-0000,nzd0007-0001,nzd0007-0002,nzd0007-0003,nzd0007-0032,nzd0007-0033,nzd0007-0034,nzd0007-0035,nzd0007-0011,nzd0007-0012,nzd0007-0013,nzd0007-0014,nzd0007-0015,nzd0007-0016,nzd0007-0017,nzd0007-0018,nzd0007-0019,nzd0007-0020,nzd0007-0021,nzd0007-0025,nzd0007-0026,nzd0007-0027,nzd0007-0028,nzd0007-0029,nzd0007-0030,nzd0007-0031,nzd0007-0022,nzd0007-0023,nzd0007-0010,nzd0007-0024,nzd0007-0004,nzd0007-0007,nzd0007-0008,nzd0007-0009,nzd0007-0005,nzd0007-0006
2024-01-18 22:17:42.241000,L8,,,,,,,327.60,329.24,395.58,422.93,432.15,425.02,429.68,425.11,424.23,414.25,401.09,361.48,348.35,,319.37,326.12,319.80,323.36,350.45,324.98,336.89,332.86,397.47,312.87,,375.02,389.89,393.52,347.22,359.36
2024-02-11 22:17:53.113000,L9,,,,,,,321.78,328.37,397.64,391.96,390.35,392.01,386.69,378.67,371.84,377.60,372.16,357.70,347.33,,304.68,317.73,318.11,319.79,309.67,,332.34,293.40,382.05,,,358.49,375.04,368.59,339.56,350.22
2024-02-19 22:17:39.652000,L8,,,,,389.34,,320.44,327.45,462.47,462.96,466.78,448.62,439.12,410.76,,,,,,,,,378.14,378.43,370.45,385.75,,,441.44,,410.23,446.16,459.37,429.82,430.66,427.02
2024-02-27 22:17:43.972000,L9,,,,,,,221.04,329.81,460.56,,465.79,434.77,416.84,420.74,430.38,424.18,,,,,,,,,,,331.07,326.86,466.67,305.73,,,437.59,443.26,,
2024-04-07 22:17:11.830000,L8,,,,,,,301.00,326.52,,,,,,,,,361.70,349.82,330.80,,,,,,,,321.58,320.89,,,,349.90,358.65,373.64,,
2024-04-23 22:17:03.194000,L8,,,,,,,247.07,326.55,443.68,439.40,435.07,412.28,432.05,,,,,,389.81,,,,,,,,384.45,365.11,425.01,,,443.69,451.41,451.73,,
2024-05-01 22:17:11.831000,L9,,,,,,281.09,317.58,328.40,454.83,,,,,,,,,,,,,,,,,,,,457.07,,411.14,432.06,447.94,453.60,438.03,439.94
2024-05-09 22:16:51.826000,L8,,,,,,,295.36,325.32,,,,,,,,,,,,,,,,,,,,,,,,362.06,363.05,,,325.57
2024-07-12 22:17:00.992000,L8,,,,,309.74,282.03,318.78,325.34,,,,213.13,203.57,180.03,425.73,417.21,407.43,404.40,391.56,351.10,371.84,272.97,355.14,369.21,371.84,189.28,339.69,384.26,,384.37,,,,,,
2024-08-29 22:17:21.978000,L8,,,,,,404.38,413.26,419.10,464.20,450.92,451.28,444.96,452.06,441.10,433.26,420.53,414.56,381.94,404.37,,,,370.77,381.28,373.19,,399.15,392.29,465.21,,,450.42,468.23,474.35,447.42,446.95
2024-09-22 22:17:21.161000,L9,,,,,,,319.11,326.98,430.53,456.53,441.46,431.45,430.61,433.70,420.28,,,417.96,398.92,,,,,,,,392.44,,455.77,,231.69,443.62,449.15,435.62,230.54,
2024-11-01 22:17:31.195000,L8,,,,,388.85,275.91,253.09,327.80,456.30,445.92,435.56,436.36,430.20,422.10,416.47,411.92,392.53,390.57,382.02,,,,,,358.76,372.75,376.56,382.18,466.56,,,,,462.95,,
2024-11-25 22:17:51.900000,L9,,,,408.54,391.67,398.39,245.76,327.15,467.29,454.15,447.70,437.24,438.50,392.69,422.88,407.03,405.82,398.42,402.53,386.20,349.33,,375.13,374.78,375.72,382.75,395.81,389.96,472.29,395.62,443.45,420.84,460.31,473.68,457.31,447.99
2024-12-03 22:17:45.212000,L8,,,,,381.76,361.68,234.13,328.77,,421.09,427.43,400.62,416.73,408.29,399.19,396.24,386.12,378.88,376.32,369.01,363.47,336.95,349.59,348.60,352.51,362.39,369.78,373.58,,369.83,414.68,,,,427.36,426.96
2025-01-12 22:17:45.559000,L9,,,,384.97,,,238.02,328.01,434.48,431.00,411.36,428.36,415.24,405.32,398.11,401.79,386.39,387.61,378.70,,,,,,,,362.04,,441.71,,431.94,433.05,445.77,451.56,426.63,432.90
2025-03-01 22:17:39.455000,L9,,,,,,,200.39,194.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09 22:17:26.663000,L8,,,,364.46,389.09,399.51,419.14,416.11,446.44,431.90,437.79,430.50,424.90,402.61,417.84,412.04,406.33,399.96,382.75,383.59,370.70,366.64,375.33,355.46,372.47,376.79,379.62,386.17,456.52,387.79,425.14,443.54,455.05,462.48,441.08,436.16
2025-03-25 22:17:16.100000,L8,,,,402.75,390.96,398.01,242.32,325.15,462.24,449.74,413.12,441.09,445.89,441.44,431.12,423.11,419.90,415.16,400.97,384.20,381.01,378.24,374.10,388.27,386.45,391.51,394.57,396.84,470.31,397.80,424.51,451.02,465.86,472.64,447.43,445.57
2025-05-20 22:17:06.544000,L9,,,,,374.48,390.13,308.50,328.52,430.37,436.63,430.32,432.91,432.57,416.79,417.01,413.35,406.18,392.23,386.33,369.51,365.91,372.14,367.75,365.05,364.51,370.67,370.86,,,,416.10,413.81,407.84,425.46,427.69,412.75
2025-06-13 22:17:12.853000,L8,,,,,170.98,281.41,318.28,326.94,,,,,,,,,393.62,379.97,372.22,,,,,,,,,,,,,,,,,
2025-06-21 22:17:14.951000,L9,,,,,,276.47,314.21,327.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-23 22:17:27.519000,L9,,,,,,280.93,317.90,326.44,,,,,415.69,406.29,399.93,391.60,394.74,375.99,,,,,,,,,,,441.08,,,395.77,422.34,440.72,422.11,423.91
2025-08-08 22:17:36.495000,L9,,,,,,,318.36,370.14,,,,,,,,,,,,,,,,,,,,,,,,398.67,,,406.07,404.73
2025-08-24 22:17:43.028000,L9,,,,,,,208.26,320.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
