dates,nzd0541-0000,nzd0541-0001,nzd0541-0002,nzd0541-0003,nzd0541-0004,nzd0541-0005,nzd0541-0006,nzd0541-0007,nzd0541-0008,nzd0541-0009,nzd0541-0010,nzd0541-0011,nzd0541-0012,nzd0541-0013,nzd0541-0014,nzd0541-0015,nzd0541-0016,nzd0541-0017,nzd0541-0018,nzd0541-0019,nzd0541-0020,nzd0541-0021,nzd0541-0022,nzd0541-0023,nzd0541-0024,nzd0541-0025,nzd0541-0026,nzd0541-0027,nzd0541-0028,nzd0541-0029,nzd0541-0030,nzd0541-0031,nzd0541-0032,nzd0541-0033,nzd0541-0034,satname
2013-10-27 22:16:19.549,349.7,362.3225,362.5525,367.35,372.57,372.7175,364.6116666666667,365.4,373.24,355.492,355.602,361.26,351.3085714285714,343.7085714285714,347.22499999999997,337.8085714285714,352.82166666666666,356.42400000000004,359.122,364.49333333333334,323.1875,326.8875,340.87857142857143,337.5014285714286,334.23625,330.46875,323.9925,343.842,337.27714285714285,334.83666666666664,327.6566666666667,344.09,355.0875,356.18,358.59000000000003,L8
2013-11-03 22:22:32.045,349.7,361.66999999999996,361.486,366.51000000000005,371.08000000000004,371.644,364.98285714285714,366.648,372.715,357.3766666666667,358.5083333333334,362.8533333333333,353.42375,346.26375,350.0157142857143,341.3825,354.78285714285715,358.84833333333336,360.96333333333337,365.1675,331.056,332.386,342.31,338.64625,335.6933333333334,332.4622222222222,327.1333333333333,345.9583333333333,340.7425,336.94,329.36571428571426,343.846,354.916,356.94,358.358,L8
2013-11-12 22:16:19.914,350.09000000000003,359.324,358.71400000000006,363.71400000000006,368.264,369.07399999999996,363.4842857142857,364.718,372.00333333333333,356.84999999999997,358.65000000000003,362.5433333333333,353.32624999999996,346.13625,350.9342857142857,341.87,354.8842857142857,359.1383333333333,361.10833333333335,366.8275,331.38399999999996,332.95799999999997,342.51,338.7575,335.5388888888889,333.0611111111111,327.59333333333336,347.06166666666667,340.93,336.50857142857143,328.5214285714286,342.72799999999995,351.948,353.8983333333333,354.524,L8
2013-11-19 22:22:25.407,350.09000000000003,359.95166666666665,359.37833333333333,364.385,368.40333333333336,369.83666666666664,364.73625,367.0083333333334,372.1985714285714,359.15714285714284,362.3885714285714,365.54857142857145,356.3533333333333,349.46666666666664,355.37375,345.3933333333333,356.98125,362.1828571428572,363.65714285714284,368.81000000000006,339.3333333333333,337.90000000000003,346.0211111111111,340.7488888888889,337.717,336.04200000000003,333.09700000000004,352.57000000000005,346.30222222222227,341.18,332.1625,344.8966666666667,352.6366666666667,355.07714285714286,355.0833333333333,L8
2013-12-30 22:16:01.055,350.09000000000003,359.95166666666665,359.37833333333333,364.385,368.40333333333336,369.83666666666664,364.73625,367.0083333333334,372.1985714285714,359.15714285714284,362.3885714285714,365.54857142857145,359.30375,351.245,359.86,348.37875,362.61,367.42666666666673,371.96999999999997,368.81000000000006,352.7225,353.6025,355.4085714285714,346.5828571428572,339.74888888888887,341.8088888888889,343.93875,352.57000000000005,350.48125000000005,341.18,332.1625,344.8966666666667,352.6366666666667,355.07714285714286,355.0833333333333,L8
2013-12-30 22:16:25.018,350.09000000000003,359.95166666666665,359.37833333333333,364.385,368.40333333333336,369.83666666666664,364.73625,367.0083333333334,372.1985714285714,359.15714285714284,362.3885714285714,365.54857142857145,359.30375,351.245,359.86,348.37875,362.61,367.42666666666673,367.01666666666665,363.56666666666666,352.7225,353.6025,355.4085714285714,346.5828571428572,338.125,340.45799999999997,343.93875,352.57000000000005,350.48125000000005,341.18,332.1625,344.8966666666667,352.6366666666667,355.07714285714286,355.0833333333333,L8
2014-02-23 22:21:32.043,359.14000000000004,362.92428571428576,363.8957142857143,364.385,368.40333333333336,375.82,372.80999999999995,379.81666666666666,377.09749999999997,365.2975,368.31624999999997,374.7085714285714,367.1825,359.225,370.53142857142853,358.08124999999995,373.06,378.815,372.95285714285717,363.56666666666666,363.392,353.6025,367.4871428571428,356.02857142857147,339.3544444444444,342.86333333333334,356.1875,358.845,360.35125,350.98375,340.14750000000004,350.67857142857144,358.4414285714286,362.8871428571428,358.7257142857143,L8
2014-03-11 22:21:19.920,357.035,362.8625,363.63375,364.54,368.1714285714285,375.10625,372.31,378.5442857142857,376.24111111111114,365.4211111111111,368.24111111111114,374.03875000000005,367.06888888888886,359.9866666666667,369.41375,358.2833333333333,371.8075,377.07,372.6725,363.5571428571429,363.3066666666667,353.828,365.62874999999997,355.34625,340.163,343.36,355.1044444444444,357.61333333333334,359.19555555555553,350.04555555555555,339.47333333333336,349.42625,357.5175,362.0675,358.14875,L8
2014-03-20 22:15:01.497,357.035,362.81,363.6622222222222,364.70625,368.475,374.67777777777775,372.09299999999996,377.8225,375.68399999999997,365.59299999999996,368.71999999999997,373.5966666666667,367.372,360.61400000000003,368.9244444444444,358.629,371.0488888888889,375.93875,372.4366666666667,363.47375,363.3828571428571,354.17333333333335,364.3255555555555,354.7633333333333,340.9572727272727,343.74090909090904,354.345,356.622,358.28799999999995,349.454,339.09000000000003,348.6488888888889,357.05555555555554,361.89,358.03111111111116,L8
2014-03-20 22:15:25.455,357.035,362.757,363.625,364.7522222222222,368.5911111111111,374.247,371.8163636363636,377.16555555555556,375.15909090909093,365.6581818181818,368.92636363636365,373.08900000000006,367.4309090909091,360.9381818181818,368.22999999999996,358.76363636363635,370.221,374.9011111111111,372.037,363.3511111111111,363.35625,354.19714285714286,363.138,354.182,341.5216666666667,343.9975,353.5954545454546,355.7245454545455,357.42272727272723,348.86727272727273,338.6472727272727,347.94899999999996,356.475,361.669,357.817,L8
2014-04-21 22:14:29.865,359.48,363.1725,364.47,364.88571428571424,368.87142857142857,375.39500000000004,376.99249999999995,378.4357142857143,380.09000000000003,368.63624999999996,371.17875000000004,377.7914285714286,370.71625000000006,364.2375,374.25857142857143,360.81374999999997,370.75124999999997,376.34000000000003,372.60125,362.7857142857143,363.35625,354.19714285714286,366.10249999999996,350.8966666666667,340.236,345.40111111111116,359.25125,361.27250000000004,363.1825,354.66,343.88874999999996,349.13624999999996,357.57,362.625,358.46625,L8
2014-04-21 22:14:53.828,359.48,363.1725,364.47,364.88571428571424,368.87142857142857,375.39500000000004,376.99249999999995,378.4357142857143,380.09000000000003,368.63624999999996,371.17875000000004,377.7914285714286,370.71625000000006,364.2375,374.25857142857143,360.81374999999997,370.75124999999997,376.34000000000003,372.60125,362.7857142857143,363.35625,354.19714285714286,366.10249999999996,347.04800000000006,337.54727272727274,345.40111111111116,359.25125,361.27250000000004,363.1825,354.66,343.88874999999996,349.13624999999996,357.57,362.625,358.46625,L8
2014-07-17 22:20:39.943,362.0133333333333,367.88199999999995,370.786,367.45500000000004,371.885,380.46999999999997,379.352,382.01800000000003,380.0,376.16400000000004,379.216,378.268,376.18600000000004,373.694,371.59000000000003,371.848,373.07,375.928,377.11199999999997,362.2875,371.196,354.5475,363.094,345.52714285714285,335.9433333333333,347.16249999999997,357.45199999999994,358.48,360.01,354.858,345.13,351.658,361.76599999999996,367.53599999999994,362.706,L8
2014-08-02 22:20:46.799,362.0133333333333,367.88199999999995,370.786,367.45500000000004,371.885,380.46999999999997,379.352,382.01800000000003,380.0,376.16400000000004,379.216,378.268,376.18600000000004,373.694,371.59000000000003,371.848,363.3383333333333,364.465,377.11199999999997,362.2875,371.196,354.5475,363.094,345.52714285714285,333.2071428571429,347.16249999999997,357.45199999999994,358.48,360.01,354.858,345.13,351.658,361.76599999999996,367.53599999999994,362.706,L8
2014-08-18 22:20:51.886,362.0133333333333,360.72333333333336,370.786,367.45500000000004,371.885,380.46999999999997,372.91166666666663,374.595,375.52,370.71166666666664,374.105,372.93,370.9066666666667,368.5116666666667,366.4116666666667,366.375,360.3942857142857,361.76714285714286,372.33666666666664,356.898,365.87833333333333,350.84000000000003,358.07500000000005,344.03,333.1375,343.688,351.5433333333333,353.44,354.66166666666663,349.1816666666667,339.555,344.3283333333333,353.91333333333336,359.34999999999997,357.555,L8
2014-09-19 22:20:54.477,354.38,352.16333333333336,367.21000000000004,368.945,374.26,374.02,363.6766666666667,363.9633333333333,367.45,360.78,365.3533333333333,364.0733333333333,360.1833333333334,357.52,357.29,357.96,347.58000000000004,347.7025,360.95,352.4433333333333,353.8333333333333,347.8766666666667,345.3866666666666,331.724,328.51166666666666,341.6933333333333,338.09,341.39000000000004,343.3333333333333,337.67,328.5733333333333,331.11,338.99666666666667,346.6266666666666,348.48333333333335,L8
2014-09-28 22:14:44.621,354.38,355.115,366.52,368.34666666666664,373.4666666666667,373.42333333333335,366.085,367.565,368.90749999999997,363.7875,368.9225,367.425,363.71000000000004,361.0125,362.605,361.715,351.982,352.518,363.825,355.265,356.0825,350.27750000000003,347.9625,335.31166666666667,331.68285714285713,343.71750000000003,340.97999999999996,343.17,345.5175,339.7625,330.4275,333.375,340.925,348.7625,349.33500000000004,L8
2014-09-28 22:15:08.593,354.38,356.72200000000004,365.78499999999997,367.59749999999997,372.6425,372.5875,367.152,369.168,369.492,364.704,370.58000000000004,368.71200000000005,364.99,362.258,364.882,363.426,354.50666666666666,355.4683333333333,365.094,356.736,357.16999999999996,351.398,349.134,337.65714285714284,333.84625,344.524,342.236,343.934,346.366,340.648,331.172,334.418,341.784,349.27,349.62399999999997,L8
2014-10-30 22:15:10.547,354.38,361.1233333333334,368.446,371.12,376.61199999999997,377.26599999999996,371.2733333333333,373.60833333333335,373.5533333333333,369.45166666666665,375.73,374.79333333333335,372.91,371.1583333333333,374.73166666666674,373.93333333333334,364.38,363.3285714285715,372.5783333333333,364.27500000000003,363.61833333333334,357.5333333333333,355.24499999999995,353.50333333333333,346.9657142857142,349.74,347.465,349.23333333333335,352.285,347.7183333333333,338.43,341.6716666666667,348.17833333333334,353.5466666666666,353.08166666666665,L8
2014-11-15 22:14:49.314,361.15333333333336,363.10857142857145,368.89166666666665,372.6566666666667,378.2816666666667,380.2316666666666,376.0385714285714,378.84285714285716,377.58142857142855,374.0642857142857,380.31857142857143,379.56,377.2257142857143,375.7628571428572,380.10857142857145,380.21,371.2925,370.84625,378.4485714285714,369.7557142857143,367.34857142857146,361.3828571428572,359.2257142857143,357.0628571428571,350.52374999999995,352.96000000000004,351.5128571428572,354.34857142857146,357.4542857142857,352.86,342.7728571428571,346.8357142857143,352.5671428571428,355.9814285714286,354.5942857142857,L8
2014-11-15 22:15:13.278,363.3325,364.13375,368.7142857142857,373.2471428571429,378.90857142857146,381.7,379.1675,382.3425,380.18874999999997,377.195,383.41875,382.73,379.97375,378.83125,383.65250000000003,384.34749999999997,376.13,376.0188888888889,382.4125,373.44375,369.97625,364.07875,362.08125,359.61625000000004,353.1788888888889,355.23625,354.435,358.02750000000003,361.18875,356.32,345.62,350.36375,355.3875,357.41125,355.2825,L8
2015-02-03 22:14:56.755,361.4125,362.93,366.7085714285714,371.92999999999995,376.7085714285714,379.8171428571428,377.2175,380.42375,378.26875,375.7425,382.1925,382.175,379.91625,379.65625,384.08875,384.145,383.8675,384.74625000000003,383.015,374.23125000000005,370.50625,364.34375,362.63375,359.83875,357.8825,356.04875,354.4375,356.97875,359.19624999999996,353.79375,342.6775,346.93625000000003,353.12375,355.10125,358.525,L8
2015-03-14 22:20:23.206,358.76599999999996,367.2625,365.70875,370.82874999999996,375.375,377.9175,380.18125,384.29249999999996,379.64374999999995,377.89625,384.33250000000004,384.62625,382.36249999999995,382.01125,386.56125,386.52375,385.89875,387.03625,385.02125,377.39,373.1,365.83125,364.4225,361.21375,359.50875,357.94624999999996,357.40250000000003,359.18625000000003,361.63874999999996,355.77125,344.52125,350.15375,356.41625,358.62249999999995,362.34285714285716,L8
2015-05-01 22:20:00.344,359.652,367.172,364.918,370.72400000000005,374.65,377.73400000000004,381.084,385.606,379.38,377.524,381.88599999999997,382.976,379.71999999999997,379.11,381.006,382.586,383.858,387.28000000000003,384.552,378.04200000000003,372.262,364.27799999999996,362.774,359.826,358.976,357.188,357.48199999999997,360.35,361.546,354.046,342.37,348.982,356.206,358.272,371.8566666666666,L8
2015-06-27 22:13:58.027,351.23,363.17666666666673,361.94,365.49666666666667,367.9833333333333,367.7,366.5733333333333,339.15,334.90999999999997,362.25666666666666,344.03000000000003,367.26666666666665,365.42333333333335,352.905,348.095,341.7475,361.5933333333333,348.4325,366.31,362.77000000000004,361.07,335.71999999999997,331.97,337.015,338.615,332.505,345.57333333333327,344.31,343.9766666666667,335.32666666666665,325.8233333333333,330.6766666666667,342.3333333333334,351.1166666666666,391.8,L8
2015-06-27 22:14:21.998,351.23,363.17666666666673,361.94,365.49666666666667,367.9833333333333,367.7,366.5733333333333,320.078,316.37,362.25666666666666,330.8860000000001,367.26666666666665,365.42333333333335,352.905,348.095,330.286,361.5933333333333,338.27599999999995,366.31,362.77000000000004,361.07,326.298,321.192,330.08000000000004,332.54400000000004,323.06,345.57333333333327,344.31,343.9766666666667,335.32666666666665,325.8233333333333,330.6766666666667,342.3333333333334,351.1166666666666,391.8,L8
2015-07-04 22:20:14.053,351.23,363.17666666666673,361.94,365.49666666666667,367.9833333333333,367.7,366.5733333333333,312.8933333333334,306.43333333333334,362.25666666666666,325.5566666666667,367.26666666666665,356.9425,349.28999999999996,343.146,327.5316666666667,351.97,338.27599999999995,366.31,362.77000000000004,349.62250000000006,325.5516666666667,320.6333333333334,329.75333333333333,331.03000000000003,322.35166666666663,332.245,344.31,343.9766666666667,335.32666666666665,325.8233333333333,330.6766666666667,342.3333333333334,351.1166666666666,391.8,L8
2015-07-29 22:14:13.585,351.23,363.17666666666673,361.94,365.49666666666667,367.9833333333333,367.7,366.5733333333333,309.24285714285713,299.5671428571428,362.25666666666666,323.0028571428572,367.26666666666665,351.35600000000005,347.20666666666665,340.52500000000003,327.21285714285716,347.27200000000005,337.8183333333333,360.425,362.77000000000004,344.266,326.03428571428566,321.21285714285716,329.98,330.7214285714286,321.42571428571426,324.55,344.31,343.9766666666667,335.32666666666665,325.8233333333333,330.6766666666667,342.3333333333334,351.1166666666666,391.8,L8
2015-08-21 22:20:33.210,351.645,363.80500000000006,362.955,366.17500000000007,369.35499999999996,368.69,367.78499999999997,294.9185714285714,284.7042857142857,362.85499999999996,315.2857142857143,366.24,342.706,341.63999999999993,334.9566666666667,321.5785714285715,340.634,332.17833333333334,351.955,360.81000000000006,337.24800000000005,322.58714285714285,317.1028571428572,327.01571428571424,327.32571428571424,313.85,313.37800000000004,346.95000000000005,348.235,338.74,330.005,335.635,342.6050000000001,350.56999999999994,,L8
2015-11-18 22:14:44.822,374.24,384.02,384.97,386.81,390.78,381.77,382.56,284.6566666666667,274.64500000000004,391.83,313.35833333333335,412.35,349.4275,345.916,337.064,319.29833333333335,342.0075,331.878,357.9666666666667,383.54,336.625,322.3316666666667,317.2966666666667,329.46666666666664,329.11999999999995,314.2416666666666,313.4175,368.4,364.63,367.69,368.6,390.06,397.11,394.21,391.78,L8
2015-11-18 22:15:08.789,373.93,383.705,384.6,386.505,390.57,381.575,382.305,299.20714285714286,290.86,391.78499999999997,326.4128571428572,412.20500000000004,361.82399999999996,355.09,346.58833333333337,328.1871428571429,350.338,342.14333333333326,366.7,383.475,345.012,329.7642857142858,325.9714285714286,336.53714285714284,335.89,323.34000000000003,326.052,368.26,364.58,367.625,368.49,389.94,396.93,394.23,391.705,L8
2015-12-20 22:14:45.217,373.93,381.85999999999996,383.03000000000003,385.58666666666664,387.87999999999994,382.79333333333335,384.3533333333333,310.765,303.47875,393.54333333333335,336.13625,411.85666666666674,369.6433333333334,361.3828571428571,352.7742857142857,334.79125,356.62833333333333,350.70142857142855,372.244,385.4433333333333,350.51500000000004,335.08875,335.94625,336.53714285714284,335.89,331.26625,334.4816666666666,368.04333333333335,364.1133333333333,366.8633333333333,373.09,393.5933333333333,398.7033333333334,392.2366666666667,387.5233333333333,L8
2015-12-20 22:15:09.184,373.93,380.895,382.065,384.985,386.3625,383.23,385.15,319.5822222222222,313.0755555555556,394.12,343.6,411.44,374.9814285714286,365.975,357.24875000000003,339.7555555555556,360.9414285714286,356.9325,375.6716666666666,386.4475,354.28285714285715,339.0688888888889,343.5811111111111,336.53714285714284,335.89,337.2311111111111,340.38,367.3975,363.645,366.18,375.1175,395.155,399.4,390.945,385.2175,L8
2016-01-05 22:14:40.992,365.3833333333334,375.796,376.462,379.29200000000003,380.67600000000004,377.76,379.088,352.2485714285714,347.1385714285714,394.12,371.0157142857143,401.81000000000006,379.0885714285714,374.7857142857143,368.31142857142856,361.23857142857145,366.2628571428572,375.76142857142855,374.89285714285717,381.094,360.94,357.2142857142858,369.52,352.648,350.514,355.17571428571426,347.4085714285714,363.206,361.076,359.688,375.1175,382.56399999999996,386.444,380.152,374.81800000000004,L8
2016-02-06 22:15:01.599,361.7975,373.105,373.6383333333333,375.64000000000004,377.51500000000004,374.1483333333333,375.4166666666667,362.09000000000003,361.1014285714286,394.12,378.5614285714286,395.01500000000004,383.40142857142854,376.64428571428573,371.09714285714284,364.6114285714285,370.3671428571429,379.90857142857146,378.7528571428571,377.89000000000004,366.3457142857143,360.90857142857146,378.486,356.07,352.402,359.1057142857143,353.66857142857145,360.8633333333333,359.19,354.905,375.1175,373.4766666666667,377.97166666666664,373.1466666666667,368.2716666666667,L8
2016-02-22 22:14:30.292,361.7975,375.6671428571429,374.4357142857143,374.5285714285714,377.89,374.1483333333333,375.4166666666667,377.905,378.0783333333334,401.54,390.9642857142857,390.31428571428575,388.2357142857142,378.86428571428576,377.6016666666667,371.16333333333336,376.6583333333333,388.00571428571436,385.50666666666666,377.89000000000004,372.5416666666667,369.28000000000003,393.992,367.03599999999994,358.4425,370.79285714285714,364.09833333333336,360.8633333333333,361.42857142857144,354.905,382.098,368.17857142857144,371.8285714285715,367.86857142857144,363.29714285714283,L8
2016-03-09 22:14:52.573,361.7975,374.7925,373.5875,373.64875,376.82375,373.07714285714286,374.15714285714284,376.43142857142857,376.39428571428573,395.045,387.51375,387.14,385.0625,376.3075,374.95428571428573,369.3442857142858,374.62142857142857,385.53375000000005,383.7485714285714,376.5571428571429,371.3142857142857,367.65,388.0716666666667,364.64333333333326,356.288,367.97875,360.48,359.4657142857142,359.885,352.8442857142857,374.09999999999997,364.28875,367.88,364.75125,360.40250000000003,L8
2016-03-16 22:20:36.438,362.352,374.37,373.67,373.47333333333336,376.97333333333336,373.84375,375.155,376.72375,376.32750000000004,393.6485714285714,387.5677777777778,388.41,386.1555555555555,378.4588888888889,376.75,372.34625,375.90624999999994,385.5766666666667,383.5325,376.1225,371.26625,367.03,384.77571428571434,365.2785714285714,359.5083333333334,369.46555555555557,362.7175,361.32124999999996,361.04777777777775,353.85125,371.3985714285714,364.02555555555557,367.93222222222226,364.75125,360.40250000000003,L8
2016-03-25 22:14:20.047,360.15500000000003,373.54499999999996,373.467,373.37600000000003,376.303,372.93111111111114,374.8233333333333,375.40777777777777,374.05111111111114,389.20375,385.015,385.756,382.86699999999996,375.57800000000003,374.15777777777777,372.34625,373.0488888888888,382.72200000000004,381.11888888888893,374.7744444444445,370.3833333333333,365.577,381.3075,364.1775,358.3171428571428,368.719,365.0888888888889,366.6122222222222,358.086,348.8277777777778,363.97125,363.724,365.024,362.37666666666667,360.40250000000003,L8
2016-04-26 22:14:08.933,360.15500000000003,373.54499999999996,373.467,373.37600000000003,376.303,372.93111111111114,374.8233333333333,375.40777777777777,374.05111111111114,389.20375,385.015,380.6790909090909,377.13090909090903,370.4536363636364,367.777,372.34625,373.0488888888888,376.6463636363637,375.196,374.7744444444445,370.3833333333333,365.577,381.3075,364.1775,352.34375,363.79727272727274,365.0888888888889,366.6122222222222,358.086,348.8277777777778,363.97125,363.724,365.024,362.37666666666667,360.40250000000003,L8
2016-05-03 22:20:25.006,358.97285714285715,372.73636363636365,372.9281818181818,373.11181818181814,375.66818181818184,372.242,373.855,374.63,372.639,385.9777777777778,382.9390909090909,379.17833333333334,375.61999999999995,368.8525,365.82272727272726,369.4288888888889,370.524,374.87000000000006,373.7981818181818,373.115,368.559,363.61727272727273,377.76444444444445,362.25444444444446,351.69444444444446,362.03583333333336,362.443,364.302,356.36727272727273,347.338,360.0177777777778,361.27,362.6509090909091,360.443,357.8977777777778,L8
2016-06-04 22:20:28.125,353.7383333333333,369.877,370.552,370.05699999999996,372.738,369.9588888888889,371.7022222222222,371.4811111111111,367.8755555555556,380.72125,376.027,371.3509090909091,367.2154545454545,361.40909090909093,357.992,363.0675,364.71555555555557,369.4509090909091,368.46099999999996,368.9944444444444,364.4344444444444,359.658,373.69875,356.045,345.115,357.5354545454545,356.4511111111111,360.96888888888884,352.919,341.31444444444446,353.80125,353.394,353.557,351.13666666666666,347.40500000000003,L8
2016-06-29 22:14:26.819,353.7383333333333,367.825,368.3075,366.705,370.38375,365.69428571428574,367.04714285714283,365.9342857142857,361.3171428571428,375.4766666666667,369.095,362.6122222222222,358.18,353.1377777777777,350.1825,357.34166666666664,358.21999999999997,362.37333333333333,362.1725,363.15857142857146,360.7128571428571,356.66375,363.1933333333333,351.3555555555556,341.2033333333333,347.45799999999997,344.0775,359.3785714285714,344.72,334.6228571428572,344.4866666666667,341.65000000000003,341.47875000000005,340.70142857142855,336.96333333333337,L8
2016-06-29 22:14:50.791,353.7383333333333,367.825,368.3075,366.705,370.38375,365.69428571428574,367.04714285714283,365.9342857142857,361.3171428571428,375.4766666666667,369.095,362.6122222222222,358.18,353.1377777777777,350.1825,357.34166666666664,358.21999999999997,362.37333333333333,362.1725,363.15857142857146,360.7128571428571,356.66375,363.1933333333333,351.3555555555556,341.2033333333333,342.11,336.21666666666664,359.3785714285714,344.72,334.6228571428572,344.4866666666667,341.65000000000003,341.47875000000005,340.70142857142855,336.96333333333337,L8
2016-07-06 22:20:41.229,354.828,369.9325,370.43875,369.0825,372.9325,368.26857142857136,369.5228571428571,368.65000000000003,363.09999999999997,373.4857142857143,369.00625,362.5888888888889,358.05555555555554,353.6055555555556,350.25125,356.3066666666667,356.84142857142854,360.80444444444447,361.505,363.3271428571429,359.8299999999999,356.905,361.2985714285714,352.12111111111113,341.04249999999996,342.044,335.56125,359.1,343.6255555555556,335.53142857142853,342.8714285714286,343.0925,342.6425,342.2371428571428,339.13666666666666,L8
2016-07-15 22:14:34.059,354.828,369.9325,370.43875,369.0825,372.9325,368.26857142857136,369.5228571428571,368.65000000000003,363.09999999999997,373.4857142857143,369.00625,362.5888888888889,358.05555555555554,349.613,345.4455555555556,346.5242857142857,356.84142857142854,354.06800000000004,361.505,363.3271428571429,359.8299999999999,356.905,350.625,346.53599999999994,337.2011111111111,337.3118181818182,328.3511111111111,359.1,343.6255555555556,335.53142857142853,342.8714285714286,343.0925,342.6425,342.2371428571428,339.13666666666666,L8
2016-07-15 22:14:58.031,354.828,369.9325,370.43875,369.0825,372.9325,368.26857142857136,369.5228571428571,368.65000000000003,363.09999999999997,373.4857142857143,369.00625,362.5888888888889,358.05555555555554,346.5690909090909,341.79499999999996,339.295,356.84142857142854,348.68636363636364,361.505,363.3271428571429,359.8299999999999,356.905,342.53444444444443,342.1809090909091,334.258,333.57166666666666,322.7,359.1,343.6255555555556,335.53142857142853,342.8714285714286,343.0925,342.6425,342.2371428571428,339.13666666666666,L8
2016-07-31 22:14:37.742,354.828,369.9325,370.43875,369.0825,372.9325,368.26857142857136,369.5228571428571,368.65000000000003,363.09999999999997,373.4857142857143,369.00625,362.5888888888889,358.05555555555554,346.5690909090909,341.79499999999996,339.295,356.84142857142854,348.68636363636364,361.505,363.3271428571429,359.8299999999999,356.905,335.287,338.01666666666665,330.7945454545454,330.01,317.2490909090909,359.1,343.6255555555556,335.53142857142853,342.8714285714286,343.0925,342.6425,342.2371428571428,339.13666666666666,L8
2016-08-16 22:14:41.427,355.775,371.40142857142854,371.99857142857144,370.7542857142857,374.5357142857143,370.29833333333335,371.59999999999997,370.72,364.26499999999993,373.4857142857143,370.2214285714286,362.7825,357.91249999999997,343.6909090909091,339.456,335.5975,352.3071428571429,345.6045454545455,360.32142857142856,363.57,352.9628571428571,352.3325,333.6745454545454,335.9425,329.1609090909091,326.1030769230769,315.215,360.7583333333334,342.85875000000004,336.2883333333333,342.8714285714286,345.24285714285713,343.6471428571429,342.92333333333335,339.856,L8
2016-09-01 22:14:48.072,355.775,367.3785714285714,369.64285714285717,370.17142857142863,372.5842857142857,369.28000000000003,370.3757142857143,370.0342857142858,363.4542857142857,363.1471428571429,364.96000000000004,362.5275,356.84125,343.3963636363637,340.03,336.76444444444445,351.8025,342.3709090909091,360.00125,362.38714285714286,352.37,346.6975,328.3418181818182,332.53416666666664,330.465,322.64076923076925,316.86727272727273,356.63428571428574,337.4125,335.37857142857143,330.38571428571424,344.73,343.91285714285715,343.61833333333334,340.454,L8
2016-09-01 22:15:12.040,355.775,366.9225,368.88,369.45875,371.97125,368.68625000000003,369.66625,369.60625,362.985,362.70875,364.48875,362.3122222222222,356.1722222222222,343.96416666666664,340.545,337.746,351.4622222222222,343.49333333333334,359.78222222222223,361.5525,351.9344444444444,346.51,329.7083333333333,333.5376923076923,331.6038461538462,323.71500000000003,318.28749999999997,353.6,336.78555555555556,334.74625,329.5,343.35375,343.14625,343.22285714285715,339.91166666666663,L8
2016-09-08 22:21:00.541,355.775,361.43874999999997,369.0557142857143,369.73999999999995,372.3442857142857,368.9771428571429,370.1042857142857,369.8942857142857,362.5128571428572,362.7285714285714,364.65,358.2477777777778,352.2755555555555,341.4191666666666,336.55749999999995,335.44777777777773,346.9266666666666,339.78916666666663,355.84777777777776,357.4,348.6766666666667,343.61333333333334,327.2966666666667,331.7846153846154,329.89384615384614,321.51714285714286,315.1558333333333,346.38,332.6488888888889,330.50874999999996,325.08625,339.23,339.1675,343.2716666666667,339.866,L8
2017-02-08 22:14:34.654,,351.495,360.73,361.77,365.21333333333337,361.28,361.4533333333333,363.04333333333335,357.6666666666667,357.34666666666664,360.7366666666667,352.1975,345.77750000000003,338.69199999999995,334.76599999999996,339.55,339.008,344.562,353.175,350.3775,338.6,335.978,335.87199999999996,336.79,334.38599999999997,324.40199999999993,326.0825,324.115,327.605,324.19,317.28,324.15500000000003,328.4175,338.3533333333333,335.31333333333333,L8
2017-02-08 22:14:58.622,,352.27599999999995,359.38,360.53,364.2875,359.89,360.0275,361.1725,356.53999999999996,356.0375,360.1125,353.196,346.752,340.0,336.50333333333333,340.432,340.4866666666667,346.27,353.996,350.86,340.13166666666666,336.6166666666667,336.68666666666667,337.07666666666665,334.39166666666665,326.02,327.71999999999997,326.322,328.586,324.962,318.31,324.244,328.62199999999996,336.8275,334.30499999999995,L8
2017-02-15 22:20:43.526,,352.87166666666667,358.084,359.88199999999995,362.728,359.114,359.26599999999996,360.106,356.364,355.43199999999996,360.11199999999997,354.4633333333333,347.89000000000004,344.91,340.19666666666666,345.50199999999995,344.395,350.65000000000003,354.7366666666667,351.85833333333335,346.2416666666666,340.685,341.01666666666665,339.68,335.68833333333333,332.84499999999997,329.07666666666665,328.00333333333333,330.4116666666667,326.05,319.6116666666667,325.5083333333334,329.335,336.988,333.87199999999996,L8
2017-04-04 22:20:20.280,,347.8275,345.025,357.0533333333333,359.82666666666665,347.5575,356.2,356.0,354.51,346.2,353.515,359.25999999999993,347.35249999999996,342.64,340.22249999999997,341.1925,349.25999999999993,356.2366666666667,353.3,350.5725,344.65999999999997,337.9425,338.5325,336.51250000000005,330.6175,331.775,330.7825,332.3825,330.835,325.51750000000004,319.59000000000003,321.85499999999996,323.985,327.2675,331.9066666666667,L8
