dates,satname,nzd0506-0000,nzd0506-0001,nzd0506-0002,nzd0506-0003,nzd0506-0004,nzd0506-0005,nzd0506-0006,nzd0506-0007,nzd0506-0008,nzd0506-0009,nzd0506-0010,nzd0506-0011,nzd0506-0012,nzd0506-0013,nzd0506-0014,nzd0506-0015,nzd0506-0016,nzd0506-0017,nzd0506-0018,nzd0506-0019,nzd0506-0020,nzd0506-0021,nzd0506-0022,nzd0506-0023,nzd0506-0024,nzd0506-0025,nzd0506-0026,nzd0506-0044,nzd0506-0045,nzd0506-0046,nzd0506-0027,nzd0506-0028,nzd0506-0029,nzd0506-0030,nzd0506-0031,nzd0506-0032,nzd0506-0033,nzd0506-0034,nzd0506-0035,nzd0506-0036,nzd0506-0037,nzd0506-0038,nzd0506-0039,nzd0506-0040,nzd0506-0041,nzd0506-0042,nzd0506-0043
2017-04-20 22:20:11.117000,L8,,246.98,254.83,252.79,254.34,252.50,250.02,252.59,,,,,,,,,,,,,,,,,,,266.83,285.32,269.95,282.52,271.97,273.70,273.49,279.53,281.21,286.62,284.16,280.76,285.21,290.20,296.50,298.99,302.73,303.11,301.16,300.20,292.43
2017-07-02 22:14:23.696000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.13,279.91,281.22,287.49,288.92,285.91,285.08,290.70,301.43,302.86,288.82,282.24,,,
2017-08-03 22:14:35.682000,L8,,,,,,,,,,,,,,,,,,,,,,,266.47,274.82,271.78,271.57,269.43,288.64,275.40,224.40,281.32,279.61,280.01,284.36,283.84,295.92,290.13,290.51,289.28,296.81,303.42,306.35,308.94,307.19,305.94,304.63,298.47
2017-12-25 22:14:47.702000,L8,236.60,255.49,256.93,257.34,257.66,256.56,257.30,255.35,,,,,,,,,,,,,,,267.52,273.38,276.29,272.52,269.11,288.29,279.35,288.71,276.04,278.61,281.17,280.47,283.48,288.98,292.69,291.79,290.52,295.83,298.90,302.18,304.45,304.70,304.23,301.15,295.76
2018-02-11 22:14:26.201000,L8,222.15,254.91,256.49,255.71,257.60,254.97,254.89,257.46,,,,,,,,,,,,,,,,273.02,274.03,271.24,269.92,285.50,277.56,289.61,274.83,275.82,277.62,278.94,283.32,287.27,289.96,289.86,288.99,294.89,296.78,301.06,302.62,305.44,305.97,303.98,296.17
2018-02-27 22:14:19.470000,L8,219.04,243.92,240.63,254.56,255.25,251.92,252.22,,,,,,,,,,,,,,,,,,,,266.55,284.28,251.76,,271.47,272.04,273.48,276.50,279.96,283.85,285.36,287.32,285.52,288.90,294.75,294.56,280.34,294.50,285.14,294.57,287.86
2018-03-06 22:20:26.446000,L8,224.57,254.36,256.18,255.33,256.79,255.89,252.41,256.45,,,,,,,,,,,,,,,,269.94,272.90,268.43,268.72,287.54,275.94,285.73,273.20,275.28,276.31,279.62,282.33,287.03,287.64,288.31,288.44,293.78,296.77,298.46,301.06,301.82,303.15,301.26,295.79
2018-03-15 22:14:10.086000,L8,233.26,251.07,252.49,253.03,254.13,252.49,249.91,252.39,,,,,,,,,,,,,,,,,,,265.88,64.01,145.05,187.58,273.49,271.12,274.81,276.82,280.14,286.01,285.05,285.92,285.99,292.12,295.51,294.91,302.42,300.09,303.66,300.22,114.96
2018-04-16 22:13:54.370000,L8,,254.79,259.08,258.01,260.06,258.77,261.17,260.05,255.70,,,,,,,,,,,,,,267.82,274.10,280.94,273.28,273.53,292.46,158.02,208.65,278.87,283.28,284.13,286.14,290.65,294.16,295.10,293.35,292.75,296.97,300.83,307.35,306.87,306.95,306.46,304.15,299.20
2018-07-21 22:13:49.390000,L8,,,258.05,261.25,268.75,266.95,262.61,266.41,288.75,,,,,,,,,,,267.85,289.32,281.87,277.28,312.31,285.41,281.64,302.30,302.28,292.36,301.89,309.89,304.15,300.78,313.18,309.50,316.35,322.16,319.34,327.57,325.69,319.69,328.67,324.62,328.97,322.66,327.44,314.28
2018-09-07 22:14:12.130000,L8,256.34,249.00,237.82,,,,,,,,,,,,,,,,,,,,,,,,267.21,140.87,269.44,,274.49,279.81,276.76,279.33,282.20,290.66,292.70,291.15,292.64,289.62,293.37,301.77,306.26,303.17,302.77,296.47,286.90
2018-12-28 22:14:29.227000,L8,248.51,262.01,260.71,259.01,260.63,256.54,261.95,258.77,255.71,,,,,,,,,,,,272.80,270.81,275.96,282.29,283.95,282.06,278.02,307.03,122.91,297.00,280.77,288.20,289.83,289.04,296.61,298.26,301.14,299.89,299.83,299.44,303.52,308.48,309.42,309.20,315.18,311.46,309.42
2019-01-13 22:14:27.136000,L8,247.76,258.26,261.25,258.84,261.14,256.16,255.34,257.18,,,,,,,,,,,265.81,268.29,270.47,270.86,276.56,282.73,287.00,281.27,276.04,302.49,118.70,299.60,279.23,286.09,288.66,288.07,292.36,297.38,298.16,294.95,294.33,297.25,301.72,308.57,311.00,310.33,311.23,310.80,308.16
2019-02-05 22:20:33.244000,L8,226.04,254.95,258.05,256.90,259.56,254.75,252.73,255.56,,,,,,,,,,,,,,,,,,,265.86,292.23,153.79,287.60,272.20,271.42,275.10,277.29,282.40,287.07,289.04,289.73,287.48,293.73,298.47,303.54,304.02,302.38,304.96,303.30,300.25
2019-02-14 22:14:21.185000,L8,227.18,258.72,259.88,258.90,262.09,258.02,261.66,256.62,,,,,,,,,,,,,,269.07,274.49,276.83,279.41,278.08,271.35,297.02,285.86,292.85,278.88,282.04,287.68,285.71,293.44,294.77,295.78,296.25,294.63,297.72,304.61,308.72,306.99,308.11,309.43,306.37,302.39
2019-02-21 22:20:30.485000,L8,222.00,254.81,257.91,258.58,258.41,258.06,256.73,258.17,259.75,,,,,,,,,,,,,,271.38,273.63,282.68,271.60,269.17,290.47,283.12,288.97,276.68,335.03,384.12,401.10,,,,,,,298.72,300.89,315.20,297.58,305.84,303.82,300.01
2019-03-02 22:14:17.011000,L8,222.02,255.40,259.69,256.50,258.78,254.43,254.09,255.62,,,,,,,,,,,,,,266.68,272.14,275.28,278.77,271.63,269.68,293.84,282.00,290.09,274.94,278.27,279.32,281.15,287.65,290.18,289.44,289.22,287.71,294.47,299.22,303.64,303.92,302.41,305.02,304.53,300.95
2019-06-22 22:14:28.716000,L8,,,,,,,,,,,,,,,,,,,,,,279.01,278.04,293.86,290.54,276.84,294.01,304.47,300.35,310.00,290.41,304.02,301.56,309.81,302.32,312.86,305.33,307.29,311.06,320.30,320.95,330.44,323.73,328.63,328.26,327.82,317.43
2019-09-10 22:14:51.565000,L8,264.16,257.11,262.06,261.00,261.81,262.72,252.01,252.57,,,,,,,,,,,,,,268.69,271.70,273.52,275.30,274.27,272.63,137.61,289.02,296.77,277.70,282.52,305.68,327.30,358.93,343.03,368.59,351.65,326.83,304.93,312.00,313.38,314.23,311.23,313.80,310.10,303.05
2019-09-26 22:14:56.917000,L8,237.37,254.23,255.81,253.52,254.17,250.65,243.19,,,,,,,,,,,,,,,,,,,,,141.18,275.94,287.52,,,,,,,,,,275.83,301.90,293.23,291.68,291.03,300.75,301.69,297.47
2019-11-13 22:14:57.837000,L8,236.46,264.06,266.28,262.73,263.41,261.77,257.24,256.95,,,325.46,343.72,276.14,288.61,279.85,,,,262.85,267.59,270.72,273.27,276.65,279.30,279.01,277.46,276.21,95.04,289.52,178.89,282.36,284.17,287.06,291.05,293.06,300.66,300.14,301.10,301.67,306.09,311.71,312.15,312.71,310.92,313.29,309.40,305.87
2019-11-29 22:14:55.870000,L8,229.16,255.90,260.71,260.18,259.63,256.90,254.24,255.04,,,,,,,,,,,,,,270.65,273.12,275.10,276.51,275.02,269.94,295.94,285.47,293.33,275.39,280.66,286.87,286.02,290.72,295.84,293.31,293.36,297.14,298.31,305.34,308.25,307.79,305.64,307.33,305.52,302.07
2019-12-22 22:21:03.498000,L8,225.04,251.87,253.46,254.01,254.16,251.01,250.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23 22:20:55.593000,L8,226.62,255.05,258.51,259.10,258.23,256.36,254.88,254.72,,,,,,,,,,,,,,267.36,270.64,273.47,276.30,273.99,268.84,294.88,284.96,298.21,274.75,279.99,283.12,284.38,286.19,291.29,287.28,292.37,292.05,298.40,304.67,307.90,306.07,305.38,306.42,304.73,300.86
2020-03-04 22:14:32.767000,L8,223.71,256.15,259.52,259.08,260.20,256.24,254.68,255.04,,,,,,,,,,,,,,270.03,273.26,275.31,278.40,275.21,271.16,295.72,285.79,291.80,275.11,280.58,282.93,283.39,290.16,293.32,291.47,293.64,295.12,301.90,306.19,308.56,307.25,306.88,307.02,306.25,301.16
2020-03-11 22:20:40.527000,L8,238.60,264.90,269.88,264.93,265.17,265.81,263.57,262.39,263.39,,,,,,,,,,265.54,270.88,277.90,276.22,284.93,289.09,283.04,287.49,279.79,301.57,294.90,309.90,280.45,286.54,289.95,293.77,296.16,301.05,296.68,306.27,309.14,309.50,315.15,316.97,315.53,315.34,313.69,313.16,302.36
2020-06-08 22:14:11.756000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.83,276.40,272.49,275.10,276.04,277.10,288.29,288.36,283.06,286.74,285.21,277.10,
2020-07-10 22:14:27.456000,L8,,,,,,,,,,,,,,,,,,,,,,274.98,285.80,285.28,283.71,296.52,290.21,304.82,294.48,305.22,299.96,299.13,300.40,303.89,307.17,312.70,316.07,318.95,318.02,320.66,326.35,330.62,329.89,329.86,326.31,324.76,320.20
2020-07-26 22:14:32.385000,L8,,,,,,,,,,,,,,,,,,,,,,271.22,278.18,277.11,278.53,276.74,267.29,299.44,288.43,294.33,278.67,282.67,291.23,290.89,298.52,304.72,297.88,305.95,308.51,312.94,317.24,319.83,322.50,319.48,316.18,315.02,303.60
2020-08-27 22:14:44.105000,L8,,253.65,255.28,255.28,254.20,253.51,247.95,248.29,,,,,,,,,,,,,,270.48,270.57,275.81,273.02,275.12,269.52,295.98,285.47,291.93,276.81,282.30,284.14,287.52,290.24,297.25,295.12,300.30,300.48,304.52,309.76,311.35,311.73,310.73,309.40,308.63,302.66
2020-10-14 22:14:56.808000,L8,234.07,259.38,261.53,262.35,260.06,255.61,260.41,257.44,,,,,,,,,,,264.83,267.17,272.83,277.98,281.78,285.43,283.51,286.13,279.18,302.47,291.36,182.95,286.06,289.39,291.69,290.23,297.23,300.24,300.06,303.63,304.36,307.68,316.09,317.50,318.87,314.89,316.77,316.02,310.34
2021-02-19 22:14:39.648000,L8,314.69,275.42,285.83,249.78,253.83,253.04,253.98,251.04,,,,,,,,,,,,,,269.38,272.78,275.83,279.18,274.83,268.66,298.41,287.63,294.25,275.15,277.23,282.73,279.86,285.81,294.13,289.24,298.15,298.36,304.62,309.45,309.67,308.59,307.44,306.65,307.63,302.93
2021-05-26 22:14:18.793000,L8,218.78,243.69,257.16,261.72,265.58,261.82,260.33,257.97,261.03,,,,,,,,,,265.05,280.15,277.72,282.76,281.39,297.22,288.45,278.27,294.76,307.18,296.94,303.96,290.06,302.29,299.55,302.88,300.30,313.18,302.88,316.45,316.63,320.49,324.20,329.22,325.05,330.13,328.60,327.31,322.65
2021-06-11 22:14:25.766000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.75,268.62,273.20,279.95,273.56,282.25,279.14,285.41,293.38,291.40,288.00,291.59,292.37,288.87,
2021-06-27 22:14:29.908000,L8,,,267.78,269.89,270.10,270.96,266.18,263.60,266.79,265.86,,,,,,,,282.57,273.41,283.90,278.96,278.77,293.94,291.79,295.15,302.21,304.56,316.06,299.28,309.11,296.18,317.39,304.98,307.99,304.94,324.60,322.56,323.77,325.71,326.26,332.21,334.25,333.10,332.82,332.84,330.88,324.39
2021-08-14 22:14:45.391000,L8,,239.51,253.37,278.40,279.16,272.27,265.98,267.79,264.25,278.39,265.88,,,,,269.04,266.00,277.57,270.45,270.86,271.60,284.28,280.59,282.44,294.13,299.83,290.64,307.21,299.58,306.70,305.10,299.86,305.45,304.58,310.91,315.74,316.37,329.59,328.41,333.17,339.51,331.17,332.77,327.19,336.46,320.72,316.42
2021-08-30 22:14:49.951000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.46,275.95,271.72,273.82,276.48,277.47,286.07,284.51,281.05,282.52,281.98,281.87,273.96
2021-11-02 22:15:01.893000,L8,235.42,251.25,260.57,261.67,323.82,324.18,306.83,304.24,263.93,,,,,,,,,,,280.58,268.67,276.13,276.16,282.79,283.32,282.44,278.52,301.34,290.16,296.47,279.72,285.44,290.03,290.20,295.09,301.98,302.32,306.95,304.14,311.52,316.20,314.37,313.29,310.91,312.51,312.52,309.77
2021-11-18 22:14:56.496000,L8,224.61,249.83,254.65,254.40,252.57,253.89,250.96,251.72,,,,,,,,,,,,,,269.07,270.19,273.51,277.28,274.71,273.48,297.17,285.58,293.37,276.65,282.42,285.13,287.30,289.95,295.92,297.33,303.37,303.62,307.09,311.94,313.03,309.14,309.34,309.03,310.60,16.21
2021-12-12 22:14:55.412000,L9,292.75,308.84,305.19,301.77,296.82,300.66,301.90,298.39,300.35,299.83,289.84,291.60,287.08,280.61,278.88,281.97,281.98,285.09,291.24,289.32,303.96,310.00,314.25,317.37,318.75,314.09,312.56,336.79,323.46,318.65,321.00,323.35,328.35,330.41,334.20,344.54,344.60,346.48,351.32,349.93,355.80,351.42,342.67,337.88,342.65,352.24,342.59
2022-01-13 22:14:50.477000,L9,226.07,249.94,251.58,250.22,253.99,251.29,250.90,252.19,,,,,,,,,,,,,,,271.14,273.72,278.31,274.50,269.25,298.06,44.48,289.83,275.07,279.41,285.95,282.37,288.04,296.35,295.01,301.15,301.55,306.98,311.42,311.47,309.87,309.57,309.63,310.37,303.41
2022-01-28 22:20:55.692000,L8,225.57,251.59,250.60,254.78,255.16,253.19,251.69,254.93,,,,,,,,,,,,,,270.16,271.94,277.71,280.12,278.78,270.47,300.89,93.00,293.37,276.12,282.55,286.25,287.77,292.00,299.54,296.72,304.41,304.99,309.27,316.10,315.00,310.78,312.77,313.12,314.43,306.71
2022-02-06 22:14:44.088000,L8,225.95,248.45,250.10,250.38,251.70,250.08,248.73,250.15,,,,,,,,,,,,,,,268.22,272.93,277.32,273.29,270.55,296.22,283.56,287.47,275.32,280.00,284.11,285.12,287.99,295.42,294.07,301.10,304.08,307.62,311.59,310.25,309.31,310.56,308.90,310.11,302.71
2022-02-13 22:20:52.491000,L8,239.95,260.67,267.31,316.98,344.55,321.85,320.15,331.62,266.10,,,,,,,,,,,,,278.04,273.97,271.82,277.73,275.58,270.34,,,,277.35,282.38,290.36,290.24,289.82,297.74,294.50,300.10,303.23,306.61,312.32,309.75,,,,,
2022-02-22 22:14:38.338000,L8,262.07,313.47,283.76,310.85,302.10,314.08,320.60,318.60,325.35,319.33,327.15,311.06,312.02,301.61,296.60,288.18,297.29,296.76,298.61,311.12,306.78,314.43,313.93,315.68,319.64,323.76,308.05,344.29,313.76,342.32,299.82,309.98,310.03,328.17,313.75,327.35,329.11,329.28,343.44,341.80,356.48,337.61,333.83,336.34,338.80,339.90,332.63
2022-03-02 22:14:37.725000,L9,235.75,263.92,258.74,263.09,258.86,252.97,257.03,256.69,268.45,,,,,,,,,,,,274.46,273.45,278.43,277.91,283.87,283.29,277.44,303.34,291.30,293.05,280.01,285.38,295.86,293.90,300.92,309.91,305.26,308.30,318.57,317.83,320.95,325.48,319.46,320.39,320.45,320.00,315.50
2022-05-05 22:14:18.830000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.24,267.07,268.65,272.06,278.81,274.09,281.70,278.61,284.99,292.85,289.92,286.33,286.16,287.17,284.81,
2022-06-14 22:14:46.889000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.73,276.91,280.68,,271.72,277.82,278.67,284.29,291.73,286.95,294.35,295.47,302.14,306.14,306.84,305.05,305.16,306.15,306.16,298.26
2022-06-22 22:14:26.439000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.67,266.99,275.62,,262.64,269.42,273.38,276.53,286.24,279.10,286.52,285.68,292.51,299.59,299.00,298.29,297.95,298.31,298.10,291.49
2022-06-30 22:14:51.348000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,275.29,305.16,296.17,300.33,277.79,289.63,292.60,294.84,308.61,312.44,315.72,320.50,320.74,322.97,329.97,332.35,329.98,323.26,326.59,325.45,321.26
2022-08-09 22:14:46.212000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.35,281.14,287.02,,271.51,285.51,284.02,290.78,300.51,296.54,303.59,305.26,309.77,312.40,313.53,310.76,311.38,314.99,312.89,303.43
2022-09-10 22:14:51.402000,L9,231.59,256.00,260.66,260.32,256.88,256.75,251.73,252.48,,,,,,,,,,,,,,,,,,,,302.27,288.71,294.04,,276.51,291.93,294.76,297.42,304.24,300.45,311.02,310.98,310.54,318.38,318.29,309.56,313.04,315.85,315.63,45.36
2023-01-08 22:15:00.142000,L8,222.49,240.86,246.03,246.79,246.69,246.62,,,,,,,,,,,,,,,,,,,,,,297.55,285.28,289.60,,267.66,274.35,278.52,283.55,292.26,295.78,301.12,303.79,308.02,313.18,312.91,309.67,310.48,308.53,311.32,302.96
2023-01-15 22:21:05.646000,L8,271.66,241.35,280.07,255.02,252.63,247.64,248.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-17 22:15:01.258000,L9,221.26,244.90,250.02,250.64,250.17,250.67,248.85,,,,,,,,,,,,,,,,,,,,,301.40,290.73,293.67,,271.55,276.41,280.42,290.32,297.30,301.10,306.50,311.54,312.25,320.18,320.90,316.47,316.95,316.30,313.31,309.92
2023-02-25 22:14:39.957000,L8,,246.13,250.64,251.94,255.68,251.63,249.36,251.23,,,,,,,,,,,,,,,,,,,260.38,304.80,294.48,189.85,271.82,272.04,284.29,284.58,294.88,301.52,308.98,311.81,315.77,319.19,323.59,323.53,321.10,318.84,321.86,318.14,314.69
2023-03-05 22:14:49.135000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.67,97.65,291.83,,270.10,276.08,280.88,288.32,296.58,302.51,307.58,310.71,313.37,318.16,316.21,312.81,313.21,314.11,314.36,306.00
2023-04-06 22:14:33.046000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.14,283.50,194.42,,268.93,277.36,279.68,284.49,298.03,296.46,303.46,305.93,311.15,314.99,315.45,313.25,310.33,312.14,312.48,302.02
2023-04-14 22:14:09.763000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.22,276.66,275.21,280.26,278.22,288.27,293.79,289.34,277.49,,,,
2023-05-24 22:14:04.912000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.83,292.41,296.67,266.57,275.25,277.69,284.67,292.96,301.36,303.88,308.48,314.96,313.87,322.30,324.72,322.66,322.18,321.38,317.72,312.03
2023-06-01 22:13:55.021000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.26,292.59,298.20,,273.69,275.16,286.03,295.14,301.59,308.71,312.78,319.71,329.35,337.74,329.34,331.28,325.58,322.69,318.59,313.57
2023-07-03 22:14:15.167000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.00,285.01,293.63,290.36,290.86,290.20,290.25,291.38,
2023-07-11 22:14:12.102000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.65,272.06,275.38,,,,,,,,,,,292.43,298.82,298.22,295.31,295.51,293.78,290.43
2023-08-12 22:14:23.119000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.02,279.19,274.20,279.21,278.86,284.22,293.88,288.66,285.71,288.00,279.12,274.53,261.84
2023-09-05 22:14:34.496000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.79,291.30,287.41,286.28,285.62,285.73,284.96,
2023-09-29 22:14:38.579000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.08,268.21,270.84,280.25,277.81,281.01,288.69,281.74,282.13,280.46,285.43,275.55,260.33
2023-11-24 22:14:51.719000,L8,,,,,,,,,,,,,,,,,,,,,,,,,270.13,272.83,269.10,302.02,293.71,297.41,277.51,282.74,281.52,290.68,296.80,304.70,309.92,309.94,315.47,318.43,322.45,323.72,320.16,318.31,319.22,319.00,313.23
2023-12-10 22:14:45.117000,L8,,,,,,,,,,,,,,,,,,,,,,,,,265.85,268.90,266.01,300.63,291.04,293.01,273.89,277.69,281.32,287.05,296.08,303.26,305.00,307.18,316.40,317.75,318.90,321.01,318.54,317.17,317.79,318.97,311.54
2024-01-11 22:14:44.166000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,267.43,304.35,299.22,292.80,271.90,282.62,295.14,284.47,286.15,299.89,309.51,313.63,317.28,318.60,322.05,324.61,323.31,321.98,322.88,320.99,316.54
2024-02-04 22:14:55.450000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.79,274.98,279.97,285.64,294.67,298.81,307.36,313.23,312.71,303.57,,,,,,
2024-02-12 22:14:41.937000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,269.43,304.85,296.54,297.92,275.11,280.99,284.22,283.66,297.11,301.63,309.99,312.89,320.77,324.63,324.13,325.79,326.95,324.05,321.58,324.68,317.35
2024-03-07 22:14:47.781000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,264.40,297.70,284.36,287.28,270.01,274.22,277.10,279.59,286.38,297.43,299.42,305.90,310.21,311.56,317.09,317.76,314.38,313.12,315.36,314.94,308.84
2024-04-16 22:14:07.010000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.26,274.79,274.18,281.17,279.11,286.45,295.26,286.05,275.84,,,,
2024-04-24 22:14:13.960000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.50,298.23,201.38,267.00,278.93,277.09,281.11,291.54,298.75,303.67,307.86,315.17,312.84,320.90,323.16,320.63,319.07,319.57,317.52,312.48
2024-06-03 22:13:41.381000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.97,214.05,274.46,,,263.11,267.62,274.13,280.91,282.20,288.02,291.70,294.69,299.16,297.04,297.38,294.42,298.53,294.56,292.10
2024-06-19 22:13:49.014000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.65,282.68,289.31,,273.71,276.71,285.71,285.32,297.40,297.06,303.44,306.94,311.89,316.04,317.03,316.79,312.35,314.59,312.85,303.53
2024-07-05 22:13:57.118000,L8,,,,,,,,,,,,,,,,,,,,,,,,269.02,268.89,279.23,267.01,289.18,176.99,286.44,290.37,295.38,298.42,300.73,307.86,308.20,308.97,309.48,312.90,315.53,321.03,314.33,310.18,307.91,305.51,294.84,269.39
2024-08-06 22:14:09.174000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.56,284.71,290.40,267.51,272.70,284.93,290.41,292.25,300.89,298.45,304.73,306.75,311.13,317.56,319.02,317.84,314.22,317.00,315.39,309.25
2024-08-30 22:14:23.037000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,266.24,304.85,295.65,302.58,273.75,286.15,292.97,292.30,297.99,303.17,306.69,309.25,314.25,313.26,321.09,323.24,322.31,318.84,320.45,318.51,315.73
2024-09-07 22:14:30.806000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.64,291.05,297.35,274.94,283.08,291.59,281.29,290.48,300.03,299.23,305.29,304.30,310.52,317.41,318.81,316.85,315.01,316.51,314.90,310.77
2024-09-23 22:14:30.418000,L8,266.15,272.68,274.64,264.19,264.44,258.59,260.18,259.96,256.25,,,,,264.27,267.41,270.29,270.88,281.03,278.23,285.41,283.40,288.45,297.87,315.06,305.96,310.73,311.64,345.99,352.23,380.55,316.63,322.49,338.72,,,,,,,388.45,367.31,361.52,351.24,358.62,354.80,355.02,342.69
2024-11-02 22:14:41.503000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.41,293.06,292.21,,,,297.50,298.76,301.56,304.49,308.43,311.05,315.11,315.92,316.34,316.75,316.06,317.75,316.83,315.53
2024-11-10 22:14:37.391000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,261.96,299.42,286.94,290.34,268.59,274.42,277.33,280.19,285.63,294.66,296.21,303.87,304.95,308.12,313.05,315.81,316.01,311.33,314.05,313.49,309.53
2024-12-04 22:14:48.196000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,262.31,301.46,292.27,296.63,271.07,276.27,283.39,283.46,287.84,296.44,298.19,304.93,308.04,310.54,316.48,317.96,316.66,314.70,317.35,316.83,315.09
2025-01-05 22:14:42.782000,L9,224.99,236.22,,,,,,,,,,,,,,,,,,,,,,,,,267.00,304.86,128.09,307.23,272.31,280.17,286.33,287.94,293.45,300.64,303.86,308.60,314.44,317.91,319.80,321.99,320.27,318.42,320.56,319.66,316.35
2025-01-21 22:14:48.959000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,266.99,306.50,296.38,301.46,276.13,279.44,282.86,282.52,287.83,298.64,305.99,308.44,318.50,320.18,323.04,321.97,321.28,317.52,319.21,319.21,316.13
2025-04-03 22:14:16.015000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.44,287.36,296.02,,270.81,277.32,280.29,287.36,296.34,299.27,304.44,306.72,310.74,316.22,318.20,316.47,314.42,316.98,314.98,310.83
2025-04-11 22:14:29.386000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.30,291.84,293.63,,272.66,281.69,280.21,284.73,298.86,299.95,306.02,309.65,311.23,317.95,319.95,319.10,316.96,319.00,315.88,313.26
2025-05-13 22:14:10.289000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.55,278.72,280.63,282.91,284.77,287.01,296.74,292.93,282.55,293.80,294.07,286.29,
2025-05-29 22:14:03.472000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.34,280.08,280.54,283.69,287.16,293.37,298.09,296.76,295.28,293.56,297.12,292.41,258.19
2025-06-22 22:14:19.462000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.15,295.42,293.71,295.59,294.38,295.53,291.07,
2025-06-30 22:14:19.484000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,265.95,317.21,315.51,316.33,270.59,285.39,298.11,296.75,310.08,322.10,321.49,327.88,324.04,331.22,328.50,332.96,324.84,323.12,322.10,320.18,321.18
2025-08-25 22:14:39.643000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.07,285.73,293.52,,269.23,276.54,281.24,286.49,299.46,299.41,303.02,308.41,310.32,315.33,317.90,316.36,313.77,316.38,313.56,307.97
2025-09-02 22:14:47.227000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.19,287.96,296.42,,272.00,281.78,283.41,286.04,299.57,300.17,304.76,307.89,310.13,315.97,317.73,317.43,315.66,317.70,313.49,309.32
2025-09-10 22:14:44.053000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.21,286.10,294.95,,273.63,277.09,280.01,284.57,299.02,302.82,303.00,306.51,310.35,316.17,317.87,317.02,315.54,316.00,314.12,66.75
2025-09-18 22:14:49.542000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.62,291.85,300.97,,282.22,286.38,291.62,295.62,305.17,309.04,307.69,312.05,315.04,321.22,323.85,321.70,319.28,318.59,316.48,312.15
2025-10-28 22:14:53.375000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.70,295.56,295.93,,281.39,286.61,289.23,295.44,302.42,305.21,306.90,309.99,312.89,319.92,322.58,321.90,318.68,319.72,316.66,312.75
