dates,nzd0506-0000,nzd0506-0001,nzd0506-0002,nzd0506-0003,nzd0506-0004,nzd0506-0005,nzd0506-0006,nzd0506-0007,nzd0506-0008,nzd0506-0009,nzd0506-0010,nzd0506-0011,nzd0506-0012,nzd0506-0013,nzd0506-0014,nzd0506-0015,nzd0506-0016,nzd0506-0017,nzd0506-0019,nzd0506-0020,nzd0506-0021,nzd0506-0022,nzd0506-0023,nzd0506-0024,nzd0506-0025,nzd0506-0026,nzd0506-0027,nzd0506-0028,nzd0506-0029,nzd0506-0030,nzd0506-0031,nzd0506-0032,nzd0506-0033,nzd0506-0034,nzd0506-0035,nzd0506-0036,nzd0506-0037,nzd0506-0038,nzd0506-0039,nzd0506-0040,nzd0506-0041,nzd0506-0042,nzd0506-0043,nzd0506-0044,nzd0506-0045,nzd0506-0018,nzd0506-0046
2022-06-22 22:14:26+00:00,238.20499999999998,256.1,253.2875,255.34,254.378,260.75,260.696,257.026,261.2075,250.1125,250.638,251.9325,242.204,246.935,251.205,245.865,248.72500000000002,252.5875,262.50666666666666,267.66,274.05,274.41333333333336,276.75333333333333,282.9,277.61000000000007,272.41,275.1775,282.7866666666667,283.8425,279.88,281.16999999999996,300.6,292.075,299.87,298.2975,302.5325,311.055,302.64799999999997,309.4766666666667,297.745,306.41333333333336,308.6766666666667,302.65333333333336,294.5566666666667,283.05,254.71,288.74666666666667
2022-06-30 22:14:51+00:00,238.20499999999998,256.1,252.656,255.34,254.378,260.75,260.696,257.026,261.2075,250.1125,250.638,251.9325,242.204,246.935,251.205,245.865,248.72500000000002,252.5875,262.50666666666666,267.66,274.05,274.41333333333336,276.75333333333333,282.9,277.61000000000007,272.41,275.1775,282.7866666666667,283.8425,279.88,281.16999999999996,300.6,292.075,299.87,298.2975,302.5325,311.055,302.64799999999997,309.4766666666667,297.745,306.41333333333336,308.6766666666667,302.65333333333336,294.5566666666667,283.05,254.71,288.74666666666667
2022-08-09 22:14:46+00:00,244.78,257.73,251.82600000000002,254.394,254.06800000000004,260.1,259.508,255.238,259.8075,249.6275,251.17800000000003,250.52249999999998,241.08399999999997,246.185,247.8175,243.02,246.965,249.5025,254.09666666666666,256.3933333333333,266.29,266.71666666666664,271.1266666666667,278.6266666666666,272.42333333333335,268.2033333333333,271.16,279.84666666666664,291.0575,281.87,283.95799999999997,301.9466666666667,294.9425,300.9375,299.385,303.0525,310.53499999999997,303.59399999999994,310.6,298.66499999999996,308.03333333333336,310.3733333333334,302.5233333333333,295.1666666666667,280.9266666666667,248.0925,287.55
2022-09-10 22:14:51+00:00,277.45,277.1,249.96750000000003,252.865,251.80500000000004,260.57666666666665,258.37800000000004,257.53000000000003,257.64666666666665,255.075,254.00600000000003,255.41500000000002,244.378,252.1675,248.03666666666666,242.33333333333334,246.7266666666667,248.1833333333333,251.385,257.31666666666666,262.77,262.525,269.535,277.34499999999997,269.89,266.265,268.48,279.09000000000003,291.93333333333334,281.015,282.63,304.47,296.52,300.9033333333333,298.57,303.2866666666667,310.50666666666666,302.21,310.6,298.66499999999996,308.03333333333336,310.3733333333334,302.5233333333333,299.91499999999996,289.185,244.96,295.9075
2023-01-15 22:21:05+00:00,277.45,277.1,249.73,251.41,256.6,253.7,264.62,266.675,250.97,263.53999999999996,265.94000000000005,262.12,256.53499999999997,255.77499999999998,235.94,234.78,245.50500000000002,244.305,239.19,249.55,249.17,249.9,256.36,269.83,262.37,259.33,245.905,271.97,292.7,284.195,292.18,295.55,301.55,307.07,305.7,306.96,312.12,313.42,313.41,312.61,313.41,313.67,304.04,306.2049999999999,297.69499999999994,233.85000000000002,305.20000000000005
2023-02-25 22:14:39+00:00,251.77500000000003,261.145,251.06,251.06,255.6,252.7,265.6,269.185,251.82,260.63,261.235,262.76,255.88500000000002,255.76999999999998,229.84,230.18,241.70000000000005,246.315,238.35500000000002,251.89000000000004,236.22,247.8,254.50000000000003,267.63,263.14,257.2,247.445,269.7,275.495,279.52,285.145,298.57,299.15,300.58,301.66,308.04,311.83,310.13,311.36,307.08,306.27,305.61,302.88,304.305,300.23,235.51,320.98
2023-03-05 22:14:49+00:00,248.96333333333337,256.72,252.115,253.15500000000003,255.3,254.125,261.29333333333335,264.17333333333335,254.47,255.59666666666666,257.28000000000003,256.48333333333335,251.5666666666667,252.36666666666665,232.07999999999998,232.765,241.77333333333334,245.58666666666667,237.82666666666668,247.40333333333334,239.425,248.015,254.63333333333335,265.65999999999997,263.91499999999996,260.25,255.29333333333332,270.53499999999997,276.18333333333334,280.64666666666665,286.43,298.8633333333333,300.35,302.14,303.145,309.655,314.97,311.16999999999996,311.475,307.86,307.57,307.4,303.91499999999996,301.65333333333336,296.90333333333336,235.94333333333336,307.545
2023-04-06 22:14:33+00:00,234.72000000000006,242.20000000000002,253.84333333333333,254.1766666666667,256.84,255.34666666666666,254.99,255.11666666666665,256.77666666666664,247.26333333333332,250.30333333333337,249.61666666666665,246.13333333333333,242.78499999999997,234.78,234.6966666666667,243.10250000000002,246.2625,238.87,238.35,244.95666666666668,248.61333333333334,256.875,266.57666666666665,263.9433333333333,259.42,257.735,269.91333333333336,275.855,280.91999999999996,286.14750000000004,297.845,298.2633333333333,302.16333333333336,302.55,309.3866666666667,313.87,310.92333333333335,311.40000000000003,307.6766666666667,307.83666666666664,307.13,303.2966666666667,294.66333333333336,287.06,236.1875,292.28499999999997
2023-04-14 22:14:09+00:00,234.72000000000006,240.0225,254.31,255.31500000000003,257.8425,256.045,255.23000000000002,254.975,257.31,248.41750000000002,251.48250000000002,248.67249999999999,248.5525,248.21333333333334,241.52,235.8275,243.89600000000002,247.86999999999998,240.77200000000002,238.0,245.14,249.215,257.35800000000006,267.0925,264.15999999999997,259.65,260.72799999999995,270.1925,276.32800000000003,281.552,287.262,299.87,299.575,303.23,303.67,312.1925,315.945,313.6275,314.1125,310.225,309.4525,309.5025,304.635,295.6925,287.35249999999996,236.34,292.71999999999997
2023-05-24 22:14:04+00:00,234.72000000000006,240.0225,252.522,255.31500000000003,258.758,258.882,257.088,254.96599999999998,257.21,251.11800000000002,252.88600000000002,249.346,249.086,251.9325,246.358,239.902,244.33666666666667,248.66666666666666,242.15333333333334,239.128,249.76399999999998,252.788,258.6316666666667,268.14,263.898,261.71799999999996,263.48333333333335,274.264,277.72166666666664,283.87166666666667,289.13000000000005,303.18666666666667,306.52599999999995,311.258,309.048,316.434,320.698,318.116,318.086,314.916,309.4525,309.5025,304.635,295.6925,287.35249999999996,237.46166666666667,292.71999999999997
2023-06-01 22:13:55+00:00,234.72000000000006,240.0225,252.522,254.304,258.66,258.31,255.99,253.43666666666664,255.8166666666667,250.14166666666665,251.885,248.16666666666666,247.75666666666666,250.87399999999997,243.4283333333333,237.96333333333334,243.62000000000003,248.13285714285715,241.4857142857143,237.67499999999998,248.14666666666668,252.14333333333332,258.5128571428572,266.65833333333336,262.985,260.9483333333333,263.81,273.07,277.28714285714284,284.3957142857143,288.8014285714286,303.61571428571426,306.56,310.1383333333333,308.12333333333333,316.27,320.3983333333333,318.84999999999997,318.62,315.0833333333333,310.488,310.658,304.838,296.774,287.418,237.1357142857143,293.375
2023-06-09 22:14:00+00:00,234.72000000000006,240.0225,252.522,248.03166666666667,255.08285714285714,258.31,251.36714285714285,248.20714285714286,255.8166666666667,245.69428571428574,247.77428571428572,244.10142857142858,242.82714285714286,244.85666666666665,238.01142857142855,232.40571428571428,238.62375,248.13285714285715,241.4857142857143,237.67499999999998,248.14666666666668,252.14333333333332,258.5128571428572,260.13714285714286,262.985,260.9483333333333,263.81,273.07,274.21750000000003,281.54375,286.85125,300.82625,301.60571428571427,303.7942857142857,308.12333333333333,316.27,320.3983333333333,318.84999999999997,318.62,315.0833333333333,310.488,310.658,304.838,296.774,287.418,237.1357142857143,293.375
2023-07-03 22:14:15+00:00,234.72000000000006,240.0225,252.522,248.03166666666667,255.08285714285714,258.31,251.36714285714285,248.20714285714286,255.8166666666667,245.69428571428574,247.77428571428572,244.10142857142858,242.82714285714286,244.85666666666665,238.01142857142855,232.40571428571428,238.62375,248.13285714285715,241.4857142857143,237.67499999999998,252.35714285714286,255.8085714285714,258.5128571428572,260.13714285714286,265.94,265.8642857142857,266.23125,278.46714285714285,278.74888888888887,286.38666666666666,286.85125,300.82625,301.60571428571427,303.7942857142857,313.7528571428571,320.89,325.6857142857143,323.8285714285715,324.59285714285716,320.73,318.73333333333335,319.30333333333334,311.5,299.99666666666667,289.93666666666667,237.1357142857143,299.38199999999995
2023-07-11 22:14:12+00:00,234.72000000000006,240.0225,252.522,247.4257142857143,253.68875,255.97571428571428,251.36714285714285,248.20714285714286,255.8166666666667,245.69428571428574,247.77428571428572,244.10142857142858,242.82714285714286,244.85666666666665,240.0875,232.40571428571428,238.62375,248.13285714285715,243.47375,240.8657142857143,252.35714285714286,258.05375,258.5128571428572,260.13714285714286,268.96500000000003,269.09125,269.3288888888889,281.3,278.74888888888887,289.485,291.23333333333335,300.82625,301.60571428571427,303.7942857142857,317.64625,322.49,327.95125,327.75,329.10625,324.385,323.20142857142855,323.2314285714286,316.42999999999995,305.90999999999997,297.0,238.41375,304.71666666666664
2023-08-12 22:14:23+00:00,234.72000000000006,240.0225,249.98000000000002,246.0175,252.4966666666667,253.87,251.36714285714285,247.145,254.11285714285714,245.9425,247.41000000000003,243.2825,242.155,244.85666666666665,239.06888888888886,232.46875,238.3925,248.62999999999997,244.8125,241.26749999999998,253.15625,257.7288888888889,259.85857142857145,260.13714285714286,268.75666666666666,268.48333333333335,273.80111111111114,280.25444444444446,279.26777777777784,291.496,293.5088888888889,301.58,302.2125,303.7942857142857,318.84444444444443,323.4244444444445,328.7055555555555,328.96,329.4711111111111,325.45000000000005,323.63875,323.30625,316.46999999999997,305.82375,297.30625,238.76875,305.4028571428571
2023-09-05 22:14:34+00:00,,233.51500000000001,248.91250000000002,243.63833333333335,251.69571428571433,253.785,250.83599999999996,244.71833333333336,253.96999999999997,247.205,243.3714285714286,237.54999999999998,232.48857142857145,239.206,235.94,228.25,235.75285714285715,249.754,247.57500000000002,242.31166666666664,257.73333333333335,260.5042857142857,261.478,245.67833333333337,270.14,270.8357142857143,275.3142857142857,283.0314285714286,276.25,290.1222222222222,292.18625000000003,298.2916666666667,302.8333333333333,304.456,323.33,327.35857142857145,332.63,334.0428571428571,334.61285714285714,330.47571428571433,328.99500000000006,328.6083333333333,320.655,309.29833333333335,300.2833333333333,239.27,307.2849999999999
2023-09-29 22:14:38+00:00,,233.51500000000001,241.856,240.02,247.28250000000003,247.20142857142858,244.75,244.71833333333336,253.96999999999997,247.205,240.025,230.5875,227.44625,235.32333333333335,233.27666666666664,225.90875,233.70125000000002,249.754,247.57500000000002,242.31166666666664,257.73333333333335,260.5042857142857,261.478,245.67833333333337,270.14,270.8357142857143,275.3142857142857,283.0314285714286,273.4588888888889,285.129,292.18625000000003,298.2916666666667,302.8333333333333,299.68666666666667,323.33,327.35857142857145,332.63,334.0428571428571,334.61285714285714,330.47571428571433,328.99500000000006,328.6083333333333,320.655,303.03428571428566,295.16285714285715,239.27,303.0957142857142
2024-02-12 22:14:41+00:00,234.33,267.03,213.63,218.31,216.39,207.7,214.32,,,271.99,217.99499999999998,193.35,183.15499999999997,214.185,206.01499999999993,206.52499999999998,220.27000000000004,284.97,280.76,245.76,296.76,283.75,296.0,184.43,303.41,,283.16,,251.32500000000002,251.56000000000003,272.54,279.73,,275.84,356.51,341.35,331.91,338.46,335.67,331.8,327.36,332.62,322.67,265.45,283.01,,292.015
2024-04-16 22:14:07+00:00,234.33,267.03,216.92,219.98,216.86,212.71,213.03,216.34,213.03,241.825,217.63,216.32,214.89,212.72,213.81,212.22,222.41,254.71500000000003,280.76,220.54500000000002,253.03,249.25,258.32000000000005,234.49,270.765,246.74,268.505,252.98,261.36,269.95,274.35,280.46,276.16,283.84,316.945,315.01,314.755,316.735,311.85,309.365,302.495,313.825,322.67,,285.76,205.56,291.88
2024-06-03 22:13:41+00:00,241.13500000000005,235.58999999999997,221.54,219.98,216.86,212.71,213.03,216.34,213.03,241.825,217.63,216.32,214.89,212.72,213.81,212.22,222.41,254.71500000000003,280.76,220.54500000000002,253.03,249.25,258.32000000000005,234.49,270.765,246.74,268.505,252.98,261.36,269.95,274.35,280.46,276.16,283.84,316.945,315.01,314.755,316.735,311.85,309.365,302.495,313.825,322.67,,285.76,205.56,291.88
2024-06-19 22:13:49+00:00,241.13500000000005,235.58999999999997,221.54,219.98,216.86,212.71,213.03,216.34,213.03,241.825,217.63,216.32,214.89,212.72,213.81,212.22,222.41,254.71500000000003,280.76,220.54500000000002,253.03,249.25,258.32000000000005,234.49,270.765,247.63,263.07,252.98,256.0,271.78,276.96500000000003,284.705,280.675,287.04499999999996,310.63,309.04333333333335,311.05333333333334,312.41,309.24666666666667,306.99666666666667,301.69666666666666,310.2133333333333,322.67,285.3,283.24333333333334,205.56,289.31333333333333
2024-08-06 22:14:09+00:00,238.4,219.51,223.4433333333333,226.26000000000002,224.83,221.28,222.04000000000002,222.67999999999998,223.8,237.58,223.09500000000003,221.75499999999997,222.65499999999997,223.4,219.78,221.37,229.62500000000003,250.31333333333336,257.325,224.85,249.39000000000001,247.74333333333334,255.0866666666667,245.98000000000002,266.95666666666665,252.48,264.0075,263.125,262.95666666666665,277.84999999999997,282.62333333333333,292.27666666666664,287.17333333333335,293.14,309.65,309.89750000000004,312.94,314.755,311.4625,308.4225,305.3675,311.97249999999997,315.635,291.745,284.935,218.905,291.3875
2024-08-30 22:14:23+00:00,240.435,201.48333333333335,225.1625,228.12,227.64000000000001,225.04333333333332,225.44333333333336,226.44666666666663,228.30666666666664,223.82333333333335,224.66666666666666,224.45666666666662,225.42999999999998,226.98333333333335,222.79666666666665,224.34,231.61,235.48333333333335,235.225,220.69000000000003,231.06000000000003,234.95666666666668,239.7466666666667,249.73666666666668,252.1933333333333,254.86749999999998,259.49249999999995,268.91,266.545,279.28499999999997,283.6725,294.8875,290.20500000000004,296.205,297.04499999999996,302.595,309.385,310.135,307.0025,303.9825,302.46000000000004,308.0225,308.645,294.68333333333334,282.65250000000003,223.63,290.01250000000005
2024-09-07 22:14:30+00:00,246.24,205.98,227.04000000000002,229.91250000000002,230.0875,228.0725,227.3725,229.03249999999997,231.0975,225.81,225.235,225.5675,227.135,229.17000000000002,225.2075,225.9675,232.84250000000003,237.33499999999998,237.13,223.9375,235.18,238.14499999999998,243.15500000000003,253.24,254.83499999999998,257.28599999999994,261.034,273.8825,269.986,280.848,284.33000000000004,296.476,292.31800000000004,298.584,298.964,304.73199999999997,311.304,312.202,309.38199999999995,306.576,305.236,309.556,308.26666666666665,296.1175,284.798,226.4975,292.486
2025-04-11 22:14:29+00:00,,,215.1,219.97,217.34,211.36,216.06,216.12,212.23,211.35,210.88,209.57,212.32,212.47,214.32,211.59,204.13,222.62,,194.31,,,,,,,237.29,253.49,257.09,257.65,264.91,277.08,,,278.98,287.37,296.28,290.56,,286.2,276.71,,,241.74,259.57,195.97,
