dates,nzd0506-0000,nzd0506-0001,nzd0506-0002,nzd0506-0003,nzd0506-0004,nzd0506-0005,nzd0506-0006,nzd0506-0007,nzd0506-0008,nzd0506-0009,nzd0506-0010,nzd0506-0011,nzd0506-0012,nzd0506-0013,nzd0506-0014,nzd0506-0015,nzd0506-0016,nzd0506-0017,nzd0506-0019,nzd0506-0020,nzd0506-0021,nzd0506-0022,nzd0506-0023,nzd0506-0024,nzd0506-0025,nzd0506-0026,nzd0506-0027,nzd0506-0028,nzd0506-0029,nzd0506-0030,nzd0506-0031,nzd0506-0032,nzd0506-0033,nzd0506-0034,nzd0506-0035,nzd0506-0036,nzd0506-0037,nzd0506-0038,nzd0506-0039,nzd0506-0040,nzd0506-0041,nzd0506-0042,nzd0506-0043,nzd0506-0044,nzd0506-0045,nzd0506-0018,nzd0506-0046
2013-06-05 22:16:38+00:00,,,,,,243.51,,,248.44,257.45,254.71,252.32,251.58,,251.98,,,,,,,,,,,,,,,270.47,,281.1,277.39,279.09,279.78,266.37,,,,,271.43,276.46,,,,,
2013-07-07 22:16:35+00:00,,,260.33,319.62,,243.51,,,248.44,257.45,254.71,252.32,251.58,,251.98,,,,,,,,,,,,,,,270.47,,281.1,277.39,279.09,279.78,266.37,,,,,271.43,276.46,,348.47,344.89,,362.78
2013-07-23 22:16:34+00:00,,,268.685,319.62,,243.51,,,248.44,257.45,254.71,252.32,251.58,,251.98,,,,,,,,,,,,,,,270.47,,281.1,277.39,279.09,279.78,266.37,,,,,271.43,276.46,,346.545,334.73,,342.385
2013-08-08 22:16:37+00:00,,,261.69,319.62,,247.12,,,252.605,259.905,258.43,255.945,253.555,,256.84,,,259.8,,,,,,,,,,,,271.255,,283.57500000000005,281.36,282.72,283.985,278.13,293.01,290.01,285.45,290.14,276.52,280.105,,346.545,334.73,,342.385
2013-10-11 22:16:29+00:00,257.86,283.65,268.605,307.315,293.98,261.49,294.06,293.2,267.08666666666664,272.4266666666667,269.9266666666667,269.51666666666665,266.7966666666667,297.28,270.73,295.68,300.17,276.055,293.87,300.38,300.27,304.68,312.08,310.79,316.94,317.49,318.55,320.97,311.87,282.58,320.96,297.43333333333334,295.2,295.02,296.7633333333333,292.71,309.02,301.74,300.56,290.14,289.28333333333336,289.18333333333334,311.45,334.43333333333334,327.28666666666663,301.27,334.38666666666666
2013-11-19 22:22:25+00:00,254.97000000000003,271.32,269.67600000000004,298.31,287.925,265.6975,284.27,285.115,269.0375,274.5525,271.7625,271.43,269.7675,289.53499999999997,278.0925,295.485,287.03,276.26,286.91499999999996,291.35,292.935,304.68,295.24,291.665,297.605,298.90999999999997,299.75,302.35,302.795,284.125,304.06,297.43333333333334,295.2,295.02,296.7633333333333,292.71,309.02,301.74,300.56,290.14,289.28333333333336,289.18333333333334,311.45,334.43333333333334,327.28666666666663,291.615,334.38666666666666
2013-12-30 22:16:01+00:00,251.35333333333335,270.48,270.90166666666664,292.83,284.04,273.81,281.5466666666667,282.0333333333333,276.59499999999997,281.005,278.9475,278.56,277.14,286.46999999999997,284.745,288.40333333333336,283.25666666666666,277.19,286.02666666666664,288.25333333333333,292.2133333333333,304.68,291.1266666666666,291.8933333333334,292.3566666666666,293.92,295.04,298.0466666666667,299.73333333333335,288.52750000000003,302.05333333333334,303.7866666666667,303.8,304.09000000000003,306.2133333333333,306.91333333333336,308.89666666666665,303.73,302.27666666666664,295.86,298.65333333333336,298.0733333333333,304.13,323.3725,318.085,288.6333333333333,325.91999999999996
2014-02-23 22:21:32+00:00,245.435,267.95,277.435,281.205,280.695,279.2575,278.63750000000005,279.5075,280.94,285.09250000000003,282.47249999999997,282.4875,281.09,282.7775,287.68,283.1225,278.995,280.39500000000004,283.6325,285.55,289.14,292.4,289.355,289.14250000000004,288.0525,288.8775,290.9075,294.755,295.695,291.275,298.13,305.7366666666666,306.66,308.0266666666667,310.8866666666667,310.59,313.18666666666667,307.4766666666667,306.1366666666666,299.015,302.53,302.34,299.09666666666664,294.39,295.33,285.36,305.08666666666664
2014-03-11 22:21:19+00:00,244.42800000000003,266.77200000000005,276.754,279.68199999999996,279.182,278.342,277.036,278.416,279.42199999999997,284.10600000000005,281.364,281.108,279.398,280.646,284.81800000000004,280.332,276.61199999999997,279.242,281.954,283.658,287.364,288.3833333333334,287.96999999999997,288.09000000000003,285.866,286.036,288.558,293.046,293.37,289.87399999999997,295.81800000000004,302.07,303.5775,305.45750000000004,308.905,308.29,311.58,306.28,304.4325,298.6666666666667,300.6275,301.46500000000003,296.9175,292.09,292.57,283.28000000000003,301.605
2014-04-21 22:14:29+00:00,241.07000000000002,258.942,272.70799999999997,274.048,275.002,274.164,272.386,273.7,274.31399999999996,280.0,277.668,275.99399999999997,274.156,275.622,279.358,273.972,269.626,274.37600000000003,278.27000000000004,278.448,283.046,280.13666666666666,281.69,281.44,277.496,277.216,280.594,286.262,288.374,285.87,289.57,294.65500000000003,297.34250000000003,300.025,303.96999999999997,303.3275,307.16999999999996,304.7025,301.26,299.62,296.26750000000004,300.0475,291.5,285.865,284.40500000000003,277.31399999999996,294.61
2014-08-11 22:14:39+00:00,234.04000000000002,253.0375,270.85,271.18333333333334,272.29,272.18,270.45,271.86666666666673,272.67,278.6033333333333,275.87333333333333,273.9866666666666,270.3433333333333,271.9933333333334,272.67333333333335,266.77666666666664,266.1766666666667,271.74333333333334,275.71333333333337,275.9533333333333,279.62,280.13666666666666,282.3833333333334,280.77,275.78333333333336,273.93666666666667,278.8,286.0466666666666,284.84666666666664,284.16999999999996,287.54999999999995,292.82,295.3933333333334,297.93333333333334,302.5833333333333,301.4433333333333,306.6766666666666,303.7,299.77666666666664,298.9666666666667,295.17666666666673,299.02000000000004,289.73,284.42333333333335,282.38000000000005,273.97999999999996,301.2275
2014-11-15 22:14:49+00:00,237.6,255.935,272.01,271.89,266.92,269.71,268.49,273.5,271.2,280.23,278.16,275.45,284.96,276.57,278.63,273.34,273.49,269.72,281.08,278.76,,290.27,293.55,290.62,282.05,281.24,288.67,294.69,300.26,292.82,296.09,300.42,304.31,307.91,311.16,312.18,314.06,311.13,,,,,,,,279.29,326.99
2015-06-27 22:13:58+00:00,,,245.74,292.17,300.91,289.1,,,,,,,,,,273.8,,,,,295.75,,,,,,302.62,,,,329.63,335.59,,,,,348.12,347.18,,,335.29,333.31,,324.98,294.42,,316.13
2016-04-26 22:14:08+00:00,,228.28,262.65,263.5,262.13,264.5,260.99,260.7,258.35,251.18,248.8,244.18,247.02,247.51,242.94,244.88,249.06,256.81,265.86,266.73,267.18,265.63,278.78,277.0,265.51,271.78,273.94,271.5,275.55,283.32,289.13,303.31,300.78,287.56,289.47,292.44,298.55,306.6,308.3,304.82,301.79,297.58,288.19,275.81,271.24,259.0,281.04
2016-07-15 22:14:34+00:00,,228.28,266.72,287.395,262.13,264.5,260.99,275.89,258.35,272.57500000000005,248.8,244.18,247.02,247.51,242.94,244.88,249.06,256.81,265.86,266.73,267.18,265.63,278.78,277.0,265.51,271.78,273.94,271.5,275.55,283.32,289.13,303.31,300.78,287.56,289.47,292.44,298.55,306.6,308.3,304.82,301.79,297.58,288.19,275.81,271.24,259.0,282.485
2016-08-16 22:14:41+00:00,,237.025,266.5,282.75,262.425,267.435,263.25,271.0833333333333,257.725,268.29,253.86,245.03,246.16000000000003,249.315,247.305,249.155,248.89,254.60500000000002,265.795,269.89,270.95500000000004,267.75,280.965,278.13,270.005,273.585,274.325,272.08000000000004,276.005,299.54999999999995,291.905,303.31,300.78,287.56,289.47,292.44,311.545,306.6,318.96500000000003,307.745,307.82500000000005,305.385,298.64,290.655,271.24,259.6,285.63000000000005
2017-02-08 22:14:34+00:00,233.38,251.945,263.56,267.005,262.36,264.07,263.855,261.39,260.43,257.225,256.01,246.45999999999998,247.8,250.57999999999998,251.61,252.56,250.635,257.78,264.6,269.0,270.82000000000005,267.515,279.365,279.605,273.90999999999997,273.635,274.4,273.255,276.21,298.36,287.48,284.73,282.27,282.95,288.74,287.95,308.855,295.62,313.57,305.28,306.0,305.98,300.78999999999996,295.175,273.49,259.7,291.92
