dates,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0103,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0063,nzd0239-0064,nzd0239-0072,nzd0239-0076,nzd0239-0077,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0116,nzd0239-0122,nzd0239-0123,nzd0239-0138,nzd0239-0139,nzd0239-0140,satname
2005-07-12 21:41:23+00:00,260.4233333333333,243.63499999999996,202.23000000000002,249.7933333333333,272.97666666666663,288.23333333333335,301.91333333333336,294.57,294.80333333333334,,291.81666666666666,303.94666666666666,309.79333333333335,304.32666666666665,191.1075,238.14,283.5933333333333,268.8433333333333,290.72999999999996,283.285,284.54,276.09000000000003,281.36199999999997,283.242,281.546,283.13,273.23249999999996,245.965,261.85333333333335,274.89000000000004,289.3,250.41999999999996,283.745,276.06500000000005,258.844,212.16166666666663,277.6985714285714,284.564,283.606,286.166,285.86,293.95799999999997,285.4316666666667,296.48333333333335,298.295,298.30333333333334,305.37333333333333,312.255,321.0442857142857,323.5083333333333,325.08,322.7214285714286,320.80833333333334,332.53333333333336,331.98333333333335,325.3825,313.088,320.83000000000004,320.26,319.5475,304.97799999999995,309.57,309.43857142857144,309.1233333333333,307.52625,311.0375,310.705,311.76142857142855,311.535,307.2942857142857,314.605,315.38,299.73285714285714,306.05,306.03999999999996,312.2057142857143,310.29125,297.28285714285715,314.10249999999996,307.66571428571433,305.42285714285714,307.84142857142854,323.9925,314.4316666666667,317.8385714285714,318.8414285714286,328.3825,325.06125,331.4342857142857,325.3342857142857,331.06374999999997,328.36,322.2928571428571,316.06714285714287,322.78625,317.07,298.0157142857143,289.65285714285716,287.60714285714283,292.43571428571425,285.2685714285714,279.5642857142857,264.65857142857146,249.60142857142858,236.96714285714285,209.07,287.07666666666665,283.1266666666666,269.6925,259.5425,278.83,290.475,280.21,289.6166666666666,277.218,202.1957142857143,215.4842857142857,236.55428571428573,257.0928571428571,301.83,312.9585714285714,329.55333333333334,318.89750000000004,315.5725,311.90749999999997,315.13,310.615,318.27875,316.53499999999997,316.6566666666667,318.64285714285717,314.77714285714285,318.25666666666666,305.7366666666667,312.79333333333335,327.1125,322.12375000000003,322.18,195.37,184.88600000000002,191.25799999999998,L5
2005-07-19 21:47:39+00:00,261.1,241.54666666666665,202.405,251.97999999999996,273.6525,288.78,302.84000000000003,296.89750000000004,297.1575,,292.88,304.1225,311.52250000000004,307.1825,192.988,238.14,283.28,268.8433333333333,292.4,283.566,284.67333333333335,276.0366666666667,281.8,283.99333333333334,281.91333333333336,284.964,273.57599999999996,245.544,262.65000000000003,277.075,287.065,250.41999999999996,284.54200000000003,276.35,259.335,212.2428571428571,278.14374999999995,284.564,283.606,286.166,285.86,293.95799999999997,285.4316666666667,297.0128571428572,298.24142857142857,298.6457142857143,305.83,312.96999999999997,320.55125,323.2142857142857,324.32714285714286,322.2275,319.50714285714287,328.0825,329.15999999999997,323.312,313.505,319.41999999999996,318.75,318.69800000000004,303.965,309.54,309.00625,309.43285714285713,308.01,311.0055555555556,311.0811111111111,311.27,311.79777777777775,308.02875,314.3833333333333,315.17625,298.82875,306.5842857142857,305.54875,312.66125,310.6422222222222,298.05875,314.05333333333334,308.1125,305.725,308.29375,323.73,315.33,317.59499999999997,318.7025,327.42333333333335,324.6833333333333,331.44374999999997,325.32,330.6933333333333,327.65111111111105,322.28499999999997,315.77,322.6333333333333,316.73777777777775,298.66125,290.36375,287.9475,292.9425,286.21125,280.12375,265.02750000000003,249.76624999999999,237.06875,210.49375,287.745,284.09749999999997,271.29,259.37,279.216,288.76,283.7525,289.8225,277.76,202.04250000000002,216.69625,236.76749999999998,257.43625,303.90999999999997,314.12,325.02,316.028,314.378,311.7422222222222,315.54999999999995,310.36555555555555,318.4144444444444,315.80111111111114,317.5,319.815,316.49125,319.2885714285714,307.3414285714286,312.65000000000003,326.5988888888889,321.0288888888889,321.5475,196.68714285714285,184.97333333333336,191.47666666666666,L5
2005-07-28 21:41:57+00:00,261.1,241.54666666666665,202.405,252.63599999999997,272.802,288.602,302.61,297.162,297.392,,293.986,304.14,310.62,307.1825,192.84166666666667,238.14,283.28,270.375,291.95666666666665,283.11833333333334,284.3328571428571,275.62,281.2557142857143,283.68857142857144,281.02000000000004,284.925,273.19666666666666,245.32833333333335,262.65000000000003,277.075,287.065,247.56666666666663,284.82666666666665,275.8316666666667,259.4171428571429,212.84249999999997,277.8522222222222,283.8183333333333,283.0883333333333,285.37666666666667,286.115,293.5883333333333,286.4242857142857,296.705,298.02625,298.25625,304.85125,311.995,319.99111111111114,322.86875,323.8725,322.25444444444446,317.73125,324.52,326.256,321.8633333333333,313.67,317.45666666666665,317.4633333333333,316.81,303.35571428571427,308.6028571428572,308.8577777777778,308.88874999999996,307.602,310.479,310.394,310.46888888888884,311.317,307.96,313.779,314.38666666666666,296.88444444444445,305.3775,304.37666666666667,312.3855555555555,310.117,297.6711111111111,313.104,307.4611111111111,304.86333333333334,306.7011111111111,323.57399999999996,314.29625,316.8644444444444,318.7388888888889,326.521,323.443,331.1722222222222,324.68666666666667,329.14099999999996,326.22799999999995,321.5877777777778,315.17333333333335,321.96899999999994,316.082,299.16,290.5566666666666,287.72444444444443,292.83444444444444,286.5244444444445,279.8988888888889,264.8611111111111,249.6877777777778,236.43444444444444,209.85555555555555,285.184,282.43999999999994,271.21,259.61,279.08666666666664,288.76,283.7525,288.88199999999995,277.20285714285717,201.05444444444444,217.0822222222222,236.8922222222222,257.61333333333334,306.19,315.2144444444445,322.93199999999996,315.0466666666667,312.00333333333333,311.16999999999996,314.281,309.921,317.879,315.377,317.72375,319.7311111111111,316.99666666666667,319.105,306.82375,311.9325,325.60900000000004,320.034,321.1355555555556,197.57375000000002,184.99,191.1357142857143,L5
2005-08-29 21:42:10+00:00,259.284,236.6825,195.8,252.21333333333334,271.015,286.59166666666664,301.33666666666664,296.74666666666667,296.55833333333334,,293.37666666666667,303.75166666666667,310.255,307.37,190.02285714285713,238.14,283.28,271.27799999999996,291.92999999999995,282.0357142857143,284.22,274.945,281.10625,282.7025,280.995,284.35714285714283,272.84,244.87285714285716,262.838,277.12399999999997,285.4166666666667,255.6625,284.11,275.87428571428575,259.0675,212.86777777777777,277.906,284.15,282.8642857142857,285.63142857142856,286.37142857142857,294.23999999999995,287.6125,296.72222222222223,298.02625,298.25625,304.85125,312.0055555555556,315.3322222222222,317.20375,319.22499999999997,317.69666666666666,311.32,315.89,318.04200000000003,315.5083333333333,309.1542857142857,310.5133333333333,311.44666666666666,310.02500000000003,296.45,302.8742857142857,304.0366666666667,304.16875,303.674,306.76300000000003,306.09299999999996,305.65222222222224,306.702,307.87600000000003,309.448,309.96666666666664,290.7033333333333,299.65625,298.8133333333333,307.3544444444444,305.546,297.794,307.22200000000004,307.119,304.761,306.56100000000004,318.04699999999997,313.1666666666667,317.264,319.111,321.146,317.626,330.434,324.187,323.922,321.21899999999994,321.184,315.633,316.827,311.188,299.723,291.393,288.092,292.995,286.927,280.104,264.95799999999997,249.695,236.397,210.26399999999998,283.03833333333336,281.88166666666666,270.8857142857143,258.92857142857144,278.8257142857143,289.18,282.57,288.1533333333333,276.6775,201.209,217.54299999999998,236.94699999999997,257.979,307.2977777777778,310.53555555555556,314.554,307.7966666666667,304.1766666666667,306.396,309.123,304.706,312.904,310.346,317.87888888888887,320.16200000000003,317.316,319.8377777777778,307.8155555555556,312.63666666666666,320.20099999999996,314.289,321.151,197.96777777777777,184.96125,191.1357142857143,L5
2005-11-08 21:48:04+00:00,260.3933333333334,235.71,203.0233333333333,254.7375,272.4225,289.195,304.35499999999996,300.83,299.78999999999996,365.88,296.52,316.166,322.508,313.3633333333333,191.856,241.66499999999996,286.57666666666665,270.09,300.2416666666666,292.21333333333337,292.65000000000003,275.89166666666665,283.1116666666666,284.185,289.4514285714286,293.84,274.244,245.59,265.6175,280.255,285.4166666666667,254.85999999999999,285.952,276.254,261.7416666666667,215.49142857142857,284.2922222222222,294.79333333333335,294.29833333333335,287.21400000000006,295.02833333333336,304.05333333333334,295.93571428571425,304.00124999999997,306.0828571428571,307.1457142857143,313.6385714285715,318.52,322.37125,325.6871428571429,321.965,325.825,319.91571428571433,324.295,324.96999999999997,320.75142857142856,315.09625,316.04857142857145,317.1471428571428,316.55285714285714,303.52875,309.005,311.915,313.18571428571425,312.25444444444446,312.72,312.3933333333333,312.32,312.9111111111111,314.3355555555556,315.44666666666666,314.67555555555555,297.4244444444445,305.60499999999996,304.69888888888886,313.03,313.06444444444446,304.41222222222217,314.0433333333333,313.2122222222222,309.9222222222222,311.5711111111111,322.9411111111111,319.26875,323.95000000000005,325.25333333333333,327.09777777777776,324.1133333333333,333.8355555555556,328.8933333333334,329.1144444444444,325.98333333333335,327.2633333333333,322.60777777777776,322.8855555555556,317.43666666666667,306.6455555555556,294.79125,297.47888888888883,300.8877777777777,296.03,288.1877777777778,273.65555555555557,258.1022222222222,236.59249999999997,212.95374999999999,283.534,282.382,273.412,260.26599999999996,281.576,290.40333333333336,281.83,288.14399999999995,278.28333333333336,202.0025,222.3575,239.54874999999998,259.70375,313.04875,316.72999999999996,321.95666666666665,314.81,310.45285714285717,312.6122222222222,314.97333333333336,310.8833333333334,318.4411111111111,315.8077777777778,323.96875,325.07222222222225,323.1088888888889,326.06,318.51875,321.13875,326.62666666666667,320.0533333333333,325.9866666666667,200.78375,184.96125,191.1357142857143,L5
2005-11-17 21:42:07+00:00,260.3933333333334,235.71,203.0233333333333,254.7375,272.4225,289.195,304.35499999999996,300.83,299.78999999999996,365.88,296.52,316.166,322.508,313.3633333333333,191.856,241.66499999999996,286.57666666666665,270.09,300.3785714285714,293.02571428571434,293.325,278.65857142857146,285.13714285714286,285.5757142857143,290.4225,293.99285714285713,276.6166666666667,247.5333333333333,269.652,283.62,288.7925,266.74,288.13,278.5,264.05285714285714,218.32625,285.614,296.10571428571427,296.0842857142857,290.07166666666666,296.53285714285715,305.21714285714285,297.70375,304.6766666666666,306.8725,308.62,314.65125,319.37,322.9733333333333,326.31375,323.87,326.57444444444445,320.87125000000003,324.75,325.34285714285716,321.7125,316.6111111111111,316.56375,317.82125,316.89125,305.46666666666664,310.4266666666667,312.93333333333334,314.4175,313.128,313.76,313.387,313.37777777777774,313.998,315.257,316.419,315.553,299.592,306.96999999999997,306.312,313.959,314.056,306.312,315.548,314.651,311.731,313.286,323.961,320.2522222222222,325.194,326.53100000000006,328.196,325.129,334.281,329.51800000000003,329.822,326.903,327.636,323.57,324.103,319.102,308.741,298.14222222222224,299.36,301.90999999999997,297.051,289.44899999999996,275.534,259.914,239.89777777777778,216.52222222222224,283.534,282.382,273.9783333333333,264.93666666666667,283.72333333333336,293.3175,286.378,290.395,281.0442857142857,206.1322222222222,225.55444444444444,243.23222222222225,262.5233333333333,315.2266666666667,319.3111111111111,322.5757142857143,315.66125,311.27625,313.643,316.04900000000004,312.466,319.62,316.91400000000004,324.65000000000003,325.913,324.277,327.1711111111111,320.40333333333336,322.55555555555554,327.48199999999997,321.524,326.771,203.91555555555556,189.85555555555555,194.00625,L5
2005-11-24 21:48:28+00:00,263.685,241.995,203.0233333333333,257.634,276.044,292.412,308.38599999999997,302.776,302.106,337.365,299.546,317.8883333333333,322.67499999999995,315.6825,191.856,260.30333333333334,290.0175,277.426,301.05125,294.005,293.96555555555557,281.2275,285.9675,287.58375,291.09333333333336,295.005,278.6557142857143,249.66714285714286,272.16333333333336,286.37,291.232,273.954,289.33,279.9657142857143,265.58000000000004,220.77222222222224,287.62,296.82875,296.8925,292.17,297.4375,305.9775,298.80111111111114,306.05333333333334,309.27125,311.44874999999996,317.10625000000005,319.618,323.628,326.87111111111113,325.11375000000004,326.736,322.1044444444444,325.1275,325.74125,322.92625,318.6411111111111,318.60999999999996,319.2,318.39874999999995,307.96666666666664,312.5422222222222,314.91,317.08500000000004,314.377,315.15999999999997,314.726,315.34666666666664,315.968,316.929,318.335,317.30100000000004,302.818,309.8288888888889,309.056,316.084,316.092,308.991,318.19199999999995,317.017,314.098,315.822,325.63300000000004,321.9866666666667,326.783,328.46299999999997,329.356,327.076,335.998,330.621,331.431,328.32000000000005,328.731,325.616,326.605,322.451,312.593,301.68111111111114,302.379,304.866,299.344,291.95099999999996,277.869,262.994,243.23666666666668,220.99333333333334,286.92833333333334,285.5133333333333,277.0242857142857,266.66285714285715,285.4871428571429,295.42199999999997,289.5233333333333,292.20714285714286,283.20375,210.35333333333335,229.26333333333332,247.92333333333332,266.1533333333333,321.1022222222222,324.73,322.88375,317.35,313.835,315.77,318.56399999999996,315.61600000000004,321.742,319.071,326.13111111111107,327.092,325.87600000000003,329.7144444444445,322.6066666666667,325.75,329.194,324.052,327.996,209.10666666666668,195.06888888888886,199.4525,L5
2006-01-27 21:49:58+00:00,272.7966666666667,253.9366666666667,169.38,259.66,276.30499999999995,300.30333333333334,315.9166666666667,309.99333333333334,310.0133333333333,333.29333333333335,308.5533333333333,328.565,333.4125,319.82,173.11,301.3,302.22,296.25666666666666,309.074,303.916,305.19,293.0225,294.675,295.245,302.878,304.014,286.21500000000003,259.405,279.9975,295.6675,296.9525,299.84999999999997,295.065,290.405,275.22249999999997,235.92749999999998,301.098,307.846,309.572,300.935,309.55600000000004,316.95799999999997,314.724,315.15999999999997,324.0875,329.1375,332.9675,330.302,334.626,337.808,333.3525,336.346,333.45200000000006,333.562,334.3,330.424,333.304,327.79200000000003,327.408,326.868,324.474,326.326,325.696,327.088,325.7,327.06399999999996,328.058,325.746,328.366,327.43999999999994,329.014,328.238,322.31800000000004,323.32,323.604,327.96,328.618,325.546,331.15,329.846,330.952,330.738,336.288,330.76599999999996,339.202,342.096,341.224,337.804,342.416,338.314,340.454,338.306,335.662,335.928,339.108,335.894,328.228,314.6775,317.546,314.76,308.92,303.408,288.858,276.15599999999995,252.955,234.865,293.24,294.57,284.38250000000005,276.9,293.7525,302.995,300.7775,300.2175,295.165,230.09500000000003,246.68,264.88,280.325,336.544,342.494,330.238,327.014,323.65999999999997,325.8,330.482,328.96999999999997,332.584,329.496,334.77,337.82800000000003,338.48,340.86800000000005,338.54,338.77200000000005,340.642,338.506,337.678,221.215,211.6275,216.62333333333333,L5
2006-02-28 21:50:40+00:00,283.18500000000006,280.22,,269.22,290.53,312.18499999999995,326.39,332.4266666666667,333.9433333333333,340.19,332.92333333333335,342.5025,348.5775,325.67,,301.3,302.22,306.94000000000005,317.068,315.238,314.67199999999997,309.0125,308.0875,310.46250000000003,313.76,315.146,301.07,265.15999999999997,295.1875,309.5725,309.755,313.7175,310.19,305.115,292.96,243.54666666666662,312.03599999999994,317.084,320.07800000000003,313.03,319.754,325.71999999999997,323.374,324.76,328.18999999999994,333.088,337.37199999999996,339.0,343.27799999999996,347.28599999999994,343.53999999999996,345.038,343.74399999999997,342.87399999999997,342.598,338.37199999999996,340.724,336.874,335.712,335.396,333.422,334.838,334.45200000000006,335.64,334.488,334.32000000000005,335.47200000000004,333.946,336.912,336.106,336.604,336.482,333.514,331.98400000000004,333.684,335.976,336.11,336.432,340.11199999999997,340.51000000000005,341.216,340.808,343.898,341.148,347.38800000000003,349.748,349.37800000000004,346.648,350.32,347.346,348.83000000000004,346.788,343.498,343.04,347.25,343.538,339.158,329.4525,330.646,325.85,318.232,313.43199999999996,300.70799999999997,282.755,258.58666666666664,241.84,303.70500000000004,302.31000000000006,289.53000000000003,284.2533333333333,309.52,315.8075,318.8025,316.18,312.575,239.26000000000002,255.01000000000002,274.02666666666664,296.065,346.53200000000004,351.92199999999997,339.00600000000003,333.892,332.334,335.09000000000003,339.506,338.302,340.554,337.912,342.228,344.61199999999997,346.36199999999997,347.77,346.70799999999997,346.82800000000003,348.822,348.26800000000003,345.29799999999994,227.91333333333333,220.58333333333334,216.62333333333333,L5
2006-03-09 21:45:04+00:00,283.18500000000006,280.22,,269.22,290.53,312.18499999999995,326.39,332.4266666666667,333.9433333333333,340.19,332.92333333333335,342.5025,348.5775,325.67,,301.3,302.22,306.94000000000005,316.09,313.56,313.62333333333333,307.88800000000003,307.522,309.928,311.77833333333336,313.535,298.896,267.0,293.028,308.648,308.904,313.7175,310.19,305.115,292.96,243.54666666666662,311.88166666666666,316.40833333333336,317.08500000000004,312.092,319.15166666666664,324.56666666666666,321.8833333333334,323.5316666666667,327.88666666666666,332.12,335.325,337.2133333333333,342.26,345.91,342.95,343.685,343.08666666666664,341.99333333333334,342.1816666666667,337.68,339.46,336.28833333333336,334.5516666666667,335.22499999999997,332.01,334.04,332.8666666666667,334.9316666666667,333.0216666666667,334.4683333333333,334.88,334.0516666666667,336.615,334.6166666666667,335.755,334.9766666666667,331.97999999999996,330.73,332.4066666666667,334.31,334.34,335.1433333333334,338.59,339.28833333333336,339.695,339.79333333333335,343.5466666666667,340.19,346.0883333333333,349.01,347.98,345.58500000000004,349.69666666666666,346.59999999999997,349.02833333333336,346.22,342.6583333333333,342.605,347.66333333333336,342.965,337.83,327.664,328.72166666666664,323.79,316.9266666666667,312.1466666666667,299.9216666666667,281.96000000000004,260.8275,245.27249999999998,303.70500000000004,302.31000000000006,290.7825,283.22749999999996,307.674,315.8075,318.8025,316.18,312.575,239.26000000000002,256.5775,273.6825,295.45799999999997,345.825,350.51833333333326,337.15500000000003,333.38666666666666,331.59833333333336,334.9066666666667,339.2866666666667,338.1983333333333,340.00666666666666,338.4866666666666,341.18,344.44,345.0133333333333,347.3933333333334,345.39000000000004,345.82500000000005,348.2266666666667,348.62833333333333,344.795,229.2625,221.9675,217.2575,L5
2006-04-26 21:45:56+00:00,275.51000000000005,280.22,178.09,262.04999999999995,284.125,304.9133333333333,316.91,332.4266666666667,333.9433333333333,340.19,332.92333333333335,342.5025,348.5775,325.67,,301.3,302.22,306.94000000000005,316.09,313.56,309.2257142857143,303.17,302.9533333333333,305.98333333333335,306.17285714285714,309.8542857142857,294.29333333333335,262.454,293.028,308.648,308.904,313.7175,304.518,299.07800000000003,287.692,237.39999999999998,307.82571428571424,316.40833333333336,317.08500000000004,312.092,319.15166666666664,324.56666666666666,321.8833333333334,319.5414285714286,324.1985714285714,327.64285714285717,331.40714285714284,333.40714285714284,338.4842857142857,342.22285714285715,338.9733333333333,339.8014285714286,339.0428571428571,338.2085714285714,338.91285714285715,333.7685714285714,335.74285714285713,332.1842857142857,331.2057142857143,331.48285714285714,328.10857142857145,329.99000000000007,328.9128571428572,330.48999999999995,329.6257142857143,330.7442857142857,331.5028571428571,330.4157142857143,333.0242857142857,330.88,331.57428571428574,330.8471428571429,326.23285714285714,326.1542857142857,328.0442857142857,330.0728571428572,329.62857142857143,330.19,334.1714285714285,334.0842857142857,334.76142857142855,335.50857142857143,339.34857142857146,340.19,342.1528571428571,344.80428571428575,344.2514285714286,341.6614285714286,346.0628571428571,343.27000000000004,344.4614285714286,342.38428571428574,338.38142857142856,338.37857142857143,343.73857142857145,338.90857142857146,332.57714285714286,323.21,322.9642857142857,319.47285714285715,312.46000000000004,307.1685714285714,295.16857142857145,277.5466666666667,256.394,239.08599999999996,303.70500000000004,302.31000000000006,290.7825,283.22749999999996,307.674,315.8075,318.8025,310.658,306.402,232.59750000000003,249.598,268.23199999999997,290.98333333333335,341.7714285714286,346.0585714285714,333.6414285714286,329.26714285714286,327.2014285714286,330.90000000000003,335.61571428571426,333.48857142857145,336.5885714285714,334.0642857142857,337.02857142857147,340.32714285714286,340.93,343.34857142857146,341.0942857142857,341.3014285714286,343.5857142857143,344.1914285714286,341.2771428571428,223.32600000000002,213.926,211.044,L5
2006-07-22 21:52:58+00:00,271.6333333333334,289.90500000000003,187.36,254.07499999999993,273.37,296.56,306.4066666666667,327.64000000000004,329.95666666666665,343.015,325.56666666666666,327.8933333333334,339.10999999999996,318.29499999999996,193.16,305.02,289.885,307.11,312.9375,308.23,303.774,300.98199999999997,302.43,305.66400000000004,299.31,305.21,291.996,259.935,289.6825,307.0575,307.23249999999996,315.33,302.02750000000003,297.365,284.2475,230.91666666666663,304.414,310.2925,307.13250000000005,309.6375,315.445,317.7275,315.2075,314.486,318.61800000000005,320.20599999999996,324.54200000000003,328.888,332.37,337.24,335.904,333.92600000000004,332.662,331.28200000000004,339.1675,328.902,329.96799999999996,326.82800000000003,325.696,331.96750000000003,320.418,323.592,321.36,324.702,325.066,325.552,325.834,325.12800000000004,326.882,324.374,324.44,325.65999999999997,316.918,320.282,319.554,322.558,321.01,322.01599999999996,326.48199999999997,325.604,327.342,329.17400000000004,333.682,343.8433333333333,335.54800000000006,337.58599999999996,338.114,336.114,341.656,338.196,338.158,334.396,331.87600000000003,331.20599999999996,337.98199999999997,330.63800000000003,323.71000000000004,318.218,313.732,311.88199999999995,304.842,300.16200000000003,286.774,261.84749999999997,247.9325,227.93,288.815,295.72,287.3433333333333,275.49,306.165,313.89000000000004,321.20666666666665,307.505,304.49249999999995,220.31333333333336,242.01,261.3325,288.09000000000003,336.482,340.192,326.842,321.11800000000005,321.96000000000004,324.846,328.95799999999997,326.8,331.034,327.89,331.32000000000005,334.01399999999995,335.442,336.71799999999996,332.974,333.782,336.73400000000004,335.884,334.07599999999996,212.9075,198.0675,200.4725,L5
2006-08-23 21:53:23+00:00,270.6966666666667,287.29499999999996,187.36,263.68666666666667,280.86333333333334,296.40333333333336,305.63666666666666,326.9266666666667,329.32666666666665,360.88,324.8566666666666,329.70666666666665,337.53666666666663,320.245,259.32,302.27,289.26,308.97,312.45,306.7325,303.322,300.954,302.01599999999996,305.094,298.66200000000003,305.71200000000005,292.666,260.075,289.5825,307.295,308.11,315.47666666666663,302.28499999999997,298.3075,284.3725,232.6233333333333,304.224,309.385,307.5275,310.13,313.78249999999997,317.1975,318.2575,317.79,319.95,320.90999999999997,325.66999999999996,328.13,332.17199999999997,335.868,335.37,335.05800000000005,331.582,330.88199999999995,336.84250000000003,329.13599999999997,329.878,324.96,325.602,331.2175,320.87,322.876,320.834,324.31399999999996,325.0,324.798,325.36800000000005,325.20799999999997,327.302,324.304,324.112,324.93199999999996,315.546,319.826,319.428,322.654,320.43,321.04200000000003,326.156,325.23400000000004,324.90999999999997,328.494,332.694,342.37999999999994,336.736,337.222,337.918,336.93600000000004,340.902,338.39,337.188,334.298,332.87600000000003,332.726,337.624,332.462,325.378,321.554,316.25,314.34000000000003,307.522,301.01000000000005,291.358,268.23249999999996,252.89249999999998,231.8875,291.03,297.32500000000005,289.0933333333333,275.2233333333333,305.755,313.67333333333335,321.97,307.2475,304.585,219.06333333333336,240.9575,261.6475,288.326,335.552,338.774,327.076,321.744,321.604,325.04,328.352,325.85200000000003,330.552,328.472,331.03,334.25,335.77799999999996,336.528,333.186,334.156,336.45,336.194,334.504,215.08,200.52499999999998,202.4725,L5
2006-09-01 21:47:43+00:00,270.6966666666667,273.65,198.30666666666664,259.575,277.94,292.4425,303.2025,302.85999999999996,305.12999999999994,,299.74,310.47999999999996,314.84666666666664,314.72333333333336,259.32,302.27,289.26,308.97,306.02,298.26000000000005,296.4425,289.29200000000003,290.20799999999997,294.038,286.488,294.636,280.58599999999996,256.52,277.99333333333334,298.74666666666667,299.7033333333334,305.505,287.35249999999996,286.08666666666664,265.855,232.6233333333333,293.728,297.28,293.7275,297.43,301.16499999999996,305.575,305.88,307.994,310.25200000000007,310.66999999999996,315.976,318.82,322.97799999999995,326.53000000000003,326.93,326.33599999999996,321.096,321.402,321.5925,321.352,320.688,314.534,316.61199999999997,319.63,311.48999999999995,313.342,311.67999999999995,314.63199999999995,315.144,316.2,317.302,316.384,318.308,314.298,315.228,315.75,303.596,309.55,308.906,312.32599999999996,311.04200000000003,309.432,316.962,313.036,313.762,317.796,324.072,323.6566666666667,327.69199999999995,327.738,328.596,327.242,331.51599999999996,328.774,327.812,323.746,324.128,324.552,329.082,323.892,314.95,310.194,303.342,302.72799999999995,298.184,291.356,280.49800000000005,265.578,250.18,228.554,291.03,297.32500000000005,289.0933333333333,275.2233333333333,294.23,299.665,307.985,290.445,288.21000000000004,219.06333333333336,237.01400000000004,259.334,277.13800000000003,325.402,329.326,317.14,313.36,311.20799999999997,315.054,319.492,315.91999999999996,321.794,319.416,321.842,325.534,327.38800000000003,327.52000000000004,324.506,324.498,326.62,325.26200000000006,325.47200000000004,213.17600000000002,195.958,200.298,L5
