dates,satname,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0063,nzd0239-0064,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0072,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0076,nzd0239-0077,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0116,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0122,nzd0239-0123,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0138,nzd0239-0139,nzd0239-0140,nzd0239-0103
2017-02-10 21:59:48.586000,L8,,,,,,,,,,,,,,,,,,,,,,288.99,313.95,316.64,316.18,309.93,315.35,316.83,316.42,316.25,311.31,297.03,263.17,276.65,300.54,318.62,320.57,322.86,324.08,310.63,319.59,320.17,330.15,324.07,265.09,245.95,286.02,301.59,306.59,310.21,314.07,312.93,310.18,323.53,357.83,324.29,318.32,317.84,317.55,331.56,329.00,329.42,339.46,339.28,335.14,339.11,336.56,328.96,327.59,332.45,327.31,320.52,326.97,321.53,320.90,322.46,317.29,310.67,320.28,309.70,315.32,320.33,314.44,321.34,320.20,326.16,321.36,325.52,324.47,321.14,329.14,321.71,315.66,312.22,313.24,316.23,317.66,319.82,331.30,324.91,306.18,323.44,317.25,325.65,333.50,332.16,332.99,329.21,333.86,317.05,312.88,,,,,,,,,,324.08,334.53,327.50,326.41,324.39,322.87,320.43,320.47,317.56,315.70,307.85,295.92,,,,,,,,,326.78
2017-03-14 21:59:34.845000,L8,277.49,276.85,274.24,292.25,307.54,332.75,337.45,340.47,333.91,337.59,338.01,342.20,346.06,348.06,350.84,315.66,321.17,325.94,323.75,322.42,306.38,292.96,314.08,318.14,320.37,315.83,313.78,321.64,319.68,318.56,314.89,310.63,275.35,288.65,315.47,324.47,323.21,323.83,320.71,308.90,318.18,309.94,315.87,294.20,269.45,281.32,298.61,304.33,307.51,309.15,318.15,319.22,317.63,319.93,323.09,317.98,321.18,333.43,330.06,327.50,339.27,330.58,344.37,355.54,356.21,349.80,350.63,343.58,326.48,321.74,338.25,328.31,339.91,337.45,306.53,309.38,308.10,301.25,304.31,304.60,302.58,305.94,334.49,336.15,323.65,313.26,313.74,308.20,312.72,338.78,39.66,47.27,42.83,50.06,37.84,29.72,16.73,23.75,28.37,3.44,310.48,11.22,303.12,314.30,319.81,317.84,326.69,330.06,326.99,315.94,312.72,,,,,,,,,,325.19,323.47,325.55,324.40,324.27,320.56,322.03,319.58,317.11,316.96,311.47,,,,,,,,,,316.26
2017-03-30 21:59:26.304000,L8,236.47,,,251.76,270.58,287.64,301.56,293.38,291.56,292.32,294.11,307.25,296.85,,,,,,,,,,275.38,283.08,275.01,281.11,273.11,,275.81,277.10,275.71,255.75,242.89,257.77,,,,,,,,,,,,216.25,263.14,268.20,280.00,282.07,281.40,283.89,285.63,283.66,285.14,289.10,293.38,292.88,293.53,301.81,306.45,307.76,305.79,308.44,314.29,309.48,305.59,302.87,306.00,302.55,297.48,295.74,297.91,289.08,293.93,289.34,,,290.88,287.96,287.05,294.83,285.56,294.95,297.50,297.96,300.62,296.98,297.95,295.55,301.63,301.07,293.00,295.01,296.86,277.40,36.22,27.01,28.28,11.59,1.47,296.53,296.10,302.09,303.49,299.21,305.22,311.06,310.21,304.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.29
2017-04-15 21:59:18.187000,L8,243.72,,,,269.85,262.67,303.29,291.86,291.36,,,,,,,,,,,,,243.01,275.62,284.89,277.46,284.21,276.61,276.92,276.65,,,,,,,,,,,,,,,,,,261.11,266.61,278.26,281.72,281.51,283.55,287.25,283.48,285.15,289.02,295.12,293.49,293.62,302.21,306.47,309.45,304.93,,313.84,310.12,270.22,303.89,304.34,301.99,294.35,,,,,,,,,,,,277.18,292.72,297.88,297.69,301.10,297.95,297.75,294.93,302.86,301.91,290.10,296.91,295.66,274.04,60.88,29.99,29.96,14.34,7.31,298.50,31.93,302.29,302.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.13
2017-05-01 21:59:07.812000,L8,237.28,191.62,211.15,253.49,274.30,290.07,305.63,299.46,294.95,,,,,,,,,,,,,,277.64,288.32,281.23,285.97,282.56,280.27,281.59,,,,,,,,,,,,,,,,,,262.76,271.39,282.91,284.46,285.00,284.69,289.40,287.00,289.11,292.85,298.07,296.85,297.19,303.17,310.89,311.45,312.22,309.01,313.48,313.40,310.76,309.31,279.12,304.17,303.63,283.75,300.26,298.73,301.67,285.99,,,,,,,287.99,296.30,298.94,301.18,302.81,302.58,304.04,298.40,308.21,306.03,298.49,299.11,299.30,279.57,304.09,299.00,301.92,304.23,298.46,302.82,301.00,307.19,312.24,300.54,314.65,314.98,310.70,304.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.85
2017-08-05 21:59:51.079000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.63,330.63,,,,,,,,,,325.68,316.06,314.01,320.05,345.45,320.29,318.60,321.27,357.54,375.55,377.06,382.93,332.39,336.63,342.98,344.67,349.64,353.11,350.75,342.75,345.29,388.29,379.92,334.08,332.17,332.34,332.61,368.16,327.87,324.50,316.44,314.27,311.26,313.26,319.49,322.85,316.71,314.91,313.22,313.61,310.72,287.22,315.24,311.41,317.80,318.04,314.65,311.85,310.15,292.64,305.68,307.03,310.39,313.90,308.23,316.17,314.83,316.46,323.63,319.49,326.91,326.47,323.79,317.50,311.95,,,,,,,,,,322.89,326.51,325.40,323.62,322.85,322.57,317.06,316.85,307.25,310.50,,,,,,,,,,,317.12
2017-08-21 21:59:55.958000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.71,331.08,307.73,281.87,269.76,307.97,321.72,322.74,322.92,322.00,320.45,317.48,342.42,366.34,,384.42,374.81,364.76,360.10,358.39,356.30,349.66,341.03,341.21,347.01,345.85,339.46,349.45,340.96,365.37,346.78,362.77,334.10,332.02,327.58,320.31,315.99,326.09,315.61,317.53,322.95,312.79,381.33,380.48,370.04,380.12,285.60,319.36,337.43,28.66,46.38,55.33,23.65,16.46,28.64,33.49,32.44,14.49,7.07,2.71,22.61,317.15,325.65,338.26,327.73,342.32,346.51,333.38,327.30,325.00,,,,,,,,327.07,361.09,377.24,372.37,338.21,381.86,345.52,328.84,331.11,333.80,346.33,335.42,322.04,308.06,,,,,,,,,322.26
2017-09-22 22:00:01.938000,L8,281.24,253.76,265.41,283.01,301.46,320.95,327.37,318.14,316.64,318.01,301.83,330.64,330.72,333.07,338.73,308.07,294.13,307.52,318.00,311.67,289.09,274.39,290.33,299.21,284.02,308.39,315.83,321.42,363.95,323.30,302.38,286.23,254.60,267.24,291.43,312.57,305.54,310.12,304.04,299.90,300.92,296.39,286.31,260.26,212.11,241.87,275.94,283.93,297.14,297.69,300.62,311.03,301.67,304.25,299.07,300.96,305.72,305.04,302.06,309.25,316.22,318.54,321.22,319.45,323.66,330.11,338.77,329.05,322.87,330.77,323.17,323.57,327.75,320.23,314.40,321.74,320.51,310.85,322.03,315.57,322.00,324.33,312.58,319.75,322.63,327.28,328.69,330.73,324.45,323.12,327.97,321.39,319.17,317.87,318.86,311.53,335.60,332.70,334.65,324.07,315.72,323.98,320.29,325.91,332.54,331.65,334.83,329.98,338.76,323.14,317.16,,,,,,,,,,326.05,343.32,338.75,335.68,335.17,337.17,328.51,328.43,325.27,324.42,312.84,306.62,349.79,,,,,,,,326.77
2017-12-11 22:00:00.576000,L8,273.33,270.59,268.44,288.11,299.21,310.90,319.30,317.53,326.70,333.38,301.89,314.69,330.82,327.88,329.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.21,328.37,310.29,308.21,,,302.22,340.68,331.14,325.58,335.93,323.80,321.81,316.36,299.02,306.00,310.25,310.89,312.22,311.57,,,,,,,,,,,,,,,,,,,,,,,,,,304.44,312.93,309.97,318.31,300.04,307.79,310.78,310.79,304.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.14
2017-12-27 22:00:01.778000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,375.86,315.80,294.85,296.12,296.59,284.26,278.13,263.26,266.96,,335.61,300.57,294.18,294.93,286.98,293.57,293.90,286.44,267.03,333.02,332.01,285.40,278.72,288.05,290.23,290.72,290.62,294.80,293.00,296.70,297.84,302.16,309.22,303.27,308.29,314.73,315.89,319.54,320.48,321.89,318.82,316.48,311.96,314.64,311.96,306.73,302.90,294.67,289.21,297.86,292.41,292.26,287.52,293.23,292.82,297.21,298.89,298.39,303.18,302.97,302.91,306.85,304.51,302.87,305.53,13.54,24.93,19.00,10.83,24.85,15.16,37.55,16.65,306.68,306.32,301.49,6.89,300.82,303.14,,,,,,,,,,,,,,,,,,325.44,321.31,317.46,316.36,316.32,314.74,316.34,310.21,306.80,,,,,,,,,,,303.15
2018-01-28 21:59:46.257000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.00,292.76,289.89,291.93,259.37,265.30,322.04,318.04,298.66,320.14,324.15,295.64,294.34,295.37,280.47,261.24,212.13,,,,339.19,289.76,291.15,294.73,299.61,305.64,301.29,340.30,376.04,307.95,310.45,310.54,312.18,313.70,317.12,318.37,338.36,327.66,324.15,332.08,318.27,276.99,302.21,277.67,260.33,,,,338.73,327.95,349.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18 21:59:07.664000,L8,234.64,,,249.86,272.89,284.78,302.56,292.41,291.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.07,264.01,267.62,279.67,282.20,283.46,284.68,287.71,285.06,287.69,290.91,295.77,295.62,296.36,303.51,309.61,308.88,312.45,310.46,313.18,311.20,310.52,309.40,307.33,305.67,302.06,,,,,,,,,,,,286.34,296.62,298.78,298.81,300.98,299.29,299.83,294.33,304.84,303.19,298.45,301.17,300.08,274.63,302.43,299.56,301.73,296.14,294.16,301.20,299.70,304.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.98
2018-05-20 21:58:47.763000,L8,297.14,287.79,311.72,339.82,,,,,,,,357.28,345.36,335.23,338.30,312.92,315.84,322.84,318.43,319.28,308.10,296.04,318.58,320.22,319.19,323.49,316.27,322.51,320.55,312.13,319.03,307.87,275.86,279.58,317.74,325.08,322.32,337.81,331.44,308.03,327.44,325.01,299.32,294.54,259.67,250.26,287.72,294.22,325.84,323.27,324.34,311.74,314.65,329.50,323.76,328.15,331.34,338.14,336.08,330.56,333.35,347.87,342.22,341.34,349.56,350.13,341.23,341.90,347.46,346.67,331.92,338.37,331.38,322.92,337.38,338.33,321.98,337.82,323.86,333.66,326.38,322.11,334.64,332.46,337.77,325.60,327.69,330.96,337.17,338.98,341.87,343.58,326.93,326.29,331.02,311.24,341.19,339.72,339.28,316.25,,,321.41,314.75,324.66,321.56,326.09,329.97,330.01,326.05,319.30,,,,,,,,,371.68,354.25,381.41,364.56,316.76,342.72,,,,,,,,,,,,,,,,319.70
2018-06-05 21:58:37.907000,L8,,,,252.68,273.69,292.18,304.15,300.36,297.98,,,,,,,,,,,,,,,,,285.82,281.51,278.59,283.59,,,,,,,,,,,,,,,,,,,,280.67,286.41,286.85,280.14,288.24,285.49,291.13,292.16,299.05,297.07,295.85,304.05,267.36,310.69,313.16,,,,,,,,,,,,,,,,,,,,284.79,301.87,299.93,300.61,303.90,302.14,306.33,294.94,309.77,306.46,299.57,300.19,299.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-21 21:58:49.257000,L8,293.33,280.45,282.58,297.91,314.76,335.43,343.74,345.78,334.09,341.21,341.40,349.62,347.97,341.23,345.40,308.62,307.56,317.28,316.07,316.78,302.02,295.04,311.33,322.43,319.05,314.97,306.83,315.66,321.16,319.14,316.32,306.67,268.40,279.71,300.59,320.02,316.49,321.96,324.47,327.09,320.90,326.00,318.22,289.01,229.26,252.36,287.33,292.75,300.90,317.92,318.63,309.97,314.76,311.74,317.35,322.85,318.96,320.58,326.28,329.16,334.06,333.91,336.58,335.47,335.35,339.21,339.44,325.28,335.25,329.76,317.87,317.08,319.76,312.88,320.29,320.01,312.43,306.74,313.10,313.18,317.92,316.83,319.01,319.58,318.05,323.14,321.73,319.25,319.23,316.92,46.84,49.28,51.79,53.53,57.30,40.77,31.86,27.14,24.53,10.29,11.85,35.47,321.42,318.48,321.68,311.40,323.38,323.61,320.19,305.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.00
2018-08-08 21:59:13.788000,L8,,,,,,,,,,,,,,,,313.28,380.25,382.66,362.30,363.22,315.23,292.68,365.32,328.47,349.36,337.29,350.87,342.90,343.91,330.79,335.55,325.44,272.52,320.83,346.21,329.07,340.01,355.19,328.55,339.11,342.25,349.73,334.33,296.48,251.17,257.61,347.54,310.73,333.10,333.20,328.40,320.72,338.30,334.76,340.57,329.85,337.12,333.95,349.26,341.81,346.98,351.06,351.23,358.42,359.73,358.96,366.95,358.11,361.08,350.75,349.29,344.58,353.24,354.66,347.36,351.75,348.76,346.41,345.18,345.15,346.10,347.91,340.57,339.99,342.70,342.75,343.84,336.49,335.62,339.83,336.91,345.03,343.68,327.54,343.10,320.55,343.99,342.28,344.88,333.69,319.25,328.35,329.44,325.43,337.68,327.81,336.68,332.67,331.61,324.79,313.34,,,,,,,,,329.32,329.47,339.59,333.24,331.80,331.81,334.89,331.40,331.19,326.85,324.97,316.31,308.86,305.81,,,,,,,,324.73
2018-08-24 21:59:21.762000,L8,277.27,270.93,272.34,290.99,310.88,331.27,337.69,341.71,327.98,335.29,335.67,349.21,340.73,336.33,342.96,299.54,303.31,318.32,319.36,319.19,298.63,273.48,314.14,324.61,322.16,320.37,319.26,317.16,318.60,318.54,316.93,303.23,267.35,276.38,317.69,320.48,329.80,326.58,324.88,328.18,313.68,315.51,308.56,290.80,253.31,250.90,295.10,311.78,307.61,328.41,320.74,316.38,324.30,310.00,332.05,322.52,320.62,325.86,335.83,339.30,344.41,348.71,354.50,352.66,338.26,351.48,345.07,334.54,348.07,338.44,338.11,339.45,333.54,334.74,337.98,330.81,339.80,333.77,333.11,337.60,330.23,330.79,336.35,329.69,342.23,336.85,329.02,344.49,336.02,349.65,25.84,35.08,41.27,40.34,36.08,31.66,22.59,14.52,14.67,1.99,356.34,5.62,18.83,356.73,340.16,362.54,357.89,352.46,329.81,316.26,311.46,,,,,,,,,,327.14,330.63,331.32,328.42,328.80,329.92,328.18,326.99,324.66,321.92,312.41,310.86,303.52,,,,,,,,324.04
2018-09-25 21:59:32.810000,L8,,,,,,,,,,,,,,,,,316.40,319.21,320.44,314.82,311.57,293.44,307.91,321.49,336.62,,,,349.33,325.61,300.99,289.18,267.98,276.59,309.07,318.57,318.69,319.25,321.42,293.76,314.42,319.57,300.99,270.91,257.27,247.09,285.33,290.91,302.35,314.50,316.00,309.84,312.80,312.07,322.12,300.78,307.51,334.68,350.33,301.03,,,,345.83,338.31,349.94,339.35,336.70,325.04,322.05,319.83,328.57,322.78,302.06,310.88,296.00,303.33,299.15,303.70,298.83,300.42,303.96,301.63,305.24,309.48,306.96,313.64,310.71,309.76,311.61,331.53,332.27,321.09,326.36,310.02,,,,,,,,,319.14,324.64,311.58,324.12,325.38,323.49,321.33,307.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-28 21:59:46.576000,L8,,,,,,,,,,385.94,340.37,339.10,338.82,340.25,338.52,297.84,296.56,315.14,318.18,312.55,290.23,282.73,301.34,313.60,314.10,304.80,301.42,305.21,305.86,303.32,311.78,290.04,262.48,273.41,307.34,312.64,317.84,318.84,320.84,313.89,315.11,308.32,300.41,282.70,247.03,243.04,284.72,281.93,306.97,304.40,316.33,311.98,308.18,306.44,307.85,318.57,319.36,309.33,312.93,324.64,328.64,334.42,332.18,343.93,347.08,329.54,335.72,331.63,322.54,331.66,321.62,323.86,327.95,312.14,307.13,324.22,311.48,315.06,320.05,310.60,320.09,314.88,314.95,319.89,316.84,328.00,321.97,313.36,329.05,326.68,22.45,38.58,54.78,42.48,34.20,20.52,17.07,11.48,6.93,322.56,305.72,13.42,312.78,315.89,325.72,323.99,329.17,348.22,324.60,315.00,,,,,,,,,,,326.67,328.88,330.78,328.27,327.26,334.13,330.77,327.02,324.88,326.08,320.49,313.33,302.18,,,,,,,,313.56
2019-03-04 21:59:30.951000,L8,278.77,267.44,272.30,286.40,311.67,325.74,342.09,336.12,331.50,333.47,330.25,339.49,333.33,338.28,335.19,294.14,298.25,311.61,317.07,309.52,312.92,284.16,315.31,316.21,308.97,314.56,307.02,317.46,316.96,306.91,305.49,290.47,274.63,278.21,296.39,301.25,320.69,321.30,320.67,307.50,309.20,316.77,295.59,287.89,243.30,243.65,283.76,287.58,305.93,306.22,316.33,304.33,306.87,306.30,313.93,316.45,317.25,319.63,315.00,330.96,325.93,331.52,326.87,336.19,338.99,330.72,338.58,330.25,325.28,330.82,326.12,319.80,323.68,319.49,316.09,323.94,316.05,314.46,321.55,311.00,317.20,318.32,312.21,321.41,318.28,324.82,325.64,317.79,325.69,321.49,323.30,323.33,321.55,318.64,331.36,324.67,318.03,327.30,323.39,327.37,318.67,318.27,318.10,323.30,335.89,326.38,331.66,328.06,329.55,314.44,,,,,,,,,,,327.77,330.00,330.90,330.73,329.35,330.69,329.54,329.20,328.77,332.66,323.81,316.93,308.95,301.71,,,,,,,319.78
2019-03-20 21:59:26.164000,L8,295.45,283.69,279.50,298.05,314.83,340.83,343.51,342.31,342.89,340.68,343.96,343.44,345.81,342.35,350.12,307.25,301.93,333.22,314.18,320.27,308.60,284.08,320.26,319.26,318.92,319.49,320.26,320.04,319.87,322.96,318.86,317.11,286.12,279.96,318.90,321.94,328.29,331.40,321.72,326.64,328.50,314.00,310.82,282.62,266.57,245.01,309.33,319.30,320.44,324.07,322.17,312.39,320.59,329.11,329.13,327.27,325.45,334.06,337.67,335.43,340.49,349.17,348.00,348.41,343.79,351.10,345.93,335.64,345.30,337.66,325.98,340.59,332.85,325.70,335.97,329.23,321.99,332.64,323.99,315.10,328.94,321.72,335.09,330.32,336.90,335.52,330.09,337.00,341.73,337.55,338.01,340.07,334.12,328.45,336.03,327.48,337.56,335.16,334.70,338.01,337.00,328.37,339.57,324.45,346.37,346.17,338.74,331.33,331.68,324.67,311.18,,,,,,,,324.42,334.32,330.51,340.37,340.44,333.48,333.79,342.15,334.85,335.11,335.51,338.54,334.44,330.15,321.34,309.84,,,,,,,323.28
2019-05-23 21:59:30.770000,L8,,,237.44,253.91,278.61,296.76,306.70,301.65,300.45,296.64,298.26,313.29,314.05,303.72,,,,,,,,,,,268.62,287.51,284.26,283.33,283.54,285.66,283.05,265.07,245.36,259.65,,,,,,,,,,,,224.08,270.80,269.91,284.60,289.67,288.32,288.08,290.39,290.15,293.48,295.09,300.13,299.20,302.43,308.07,313.60,314.43,315.74,316.62,315.47,315.27,312.63,313.46,311.82,307.90,307.02,,,,,,,,,,,,296.63,304.12,301.22,302.41,305.66,303.67,308.49,297.56,312.15,307.26,302.21,303.80,304.94,287.85,307.08,303.16,307.50,307.63,301.48,300.70,299.06,311.33,314.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.93
2019-06-08 21:59:38.441000,L8,,,,,275.25,296.98,305.46,302.58,298.58,297.92,297.21,313.46,315.53,,,,,,,,,,,,,288.36,286.18,285.83,285.85,285.48,283.84,,,,,,,,,,,,,,,232.43,271.15,268.30,284.67,290.78,288.77,285.16,290.02,289.31,293.44,295.25,301.00,298.75,302.68,309.57,314.29,315.89,314.52,316.00,316.03,319.03,314.13,312.68,313.24,310.20,305.90,,,,,,,,,,,,294.36,305.56,303.22,303.10,304.53,303.66,308.60,295.40,313.09,307.57,301.02,304.34,305.67,290.32,306.22,304.87,308.37,305.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24 21:59:43.906000,L8,,,,259.53,278.96,299.24,307.44,305.62,303.76,297.02,301.79,313.73,314.73,304.17,,,,,,,,,285.40,287.27,283.56,289.55,288.09,287.39,287.73,287.57,285.48,,,,,,,,,,288.92,293.06,284.61,,,234.30,274.45,268.44,286.74,292.56,290.83,292.51,291.40,292.36,294.94,297.77,302.92,302.30,305.05,312.81,316.24,317.87,318.19,323.65,317.25,320.26,318.99,315.03,314.76,315.41,309.55,,270.84,302.07,305.50,305.97,,,,,,,296.85,307.77,304.65,304.86,306.16,305.04,308.40,300.18,314.99,310.25,304.46,306.96,309.83,297.00,307.78,306.28,309.70,307.95,,,,,,,,,,,,,,,,,,,,,,320.49,322.97,319.28,319.70,322.19,317.41,315.80,309.51,311.40,,,,,,,,,,,
2019-07-10 21:59:47.381000,L8,,,,249.64,275.11,291.36,303.82,300.06,296.11,,,,,,,,,,,,,,,,,285.15,281.50,283.26,282.86,281.25,279.94,,,,,,,,,,,,,,,,267.98,257.49,280.90,287.85,286.33,281.12,267.08,286.49,289.40,292.61,297.50,294.68,300.60,307.35,311.38,311.20,312.65,,,,,,305.60,277.74,305.63,,,,,,,,,,,,290.63,301.03,299.23,299.53,302.04,299.51,305.08,295.74,307.07,306.28,298.50,302.33,304.17,285.18,304.08,296.40,306.14,299.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-26 21:59:52.236000,L8,,,,254.41,273.64,291.84,302.51,299.58,297.58,,,,,,,,,,,,,,,,,283.71,282.48,285.27,284.46,284.19,278.75,,,,,,,,,,,,,,,232.71,273.39,267.84,284.12,290.14,289.14,289.48,287.08,287.47,292.31,295.32,298.61,297.69,303.43,307.72,312.65,310.43,315.12,317.00,314.69,317.11,315.36,277.10,308.02,306.72,306.45,295.49,303.30,300.15,302.66,296.46,,,,,,,292.03,301.58,299.61,302.82,303.41,302.56,307.01,295.65,307.65,304.40,300.67,302.30,305.89,292.56,305.24,303.53,308.65,306.01,,,,302.54,313.82,298.51,314.40,314.76,311.94,,,,,,,,,,,,,319.84,322.17,314.48,319.21,320.75,317.39,313.28,308.64,310.52,,,,,,,,,,,
2019-08-27 22:00:02.527000,L8,275.22,271.47,270.99,291.19,308.00,332.96,340.77,339.86,336.07,337.42,339.72,342.08,345.02,339.07,347.96,305.19,297.19,329.56,310.31,322.39,294.79,277.92,317.45,317.59,318.55,316.80,319.85,317.89,318.23,319.51,317.22,317.70,265.14,277.09,320.42,320.09,324.28,324.88,318.68,317.15,324.16,310.48,317.72,279.10,268.62,249.04,286.89,293.05,306.94,311.94,315.75,310.98,319.10,316.79,324.93,321.84,319.20,321.55,333.00,331.90,337.44,336.01,344.05,340.99,340.21,342.97,341.05,333.82,337.02,333.80,328.45,327.69,330.65,324.50,324.87,324.68,324.61,328.51,322.30,321.11,323.94,321.45,330.41,325.74,319.75,327.64,327.07,334.64,336.20,321.50,24.97,35.24,35.51,39.68,37.91,24.68,20.03,12.44,12.13,3.01,319.38,5.66,319.93,323.44,333.24,324.87,333.95,329.90,327.77,318.46,,,,,,,,,,,328.73,331.20,332.87,333.28,331.88,332.58,330.36,329.34,327.33,326.08,318.25,316.38,310.61,301.73,,,,,,,321.27
2019-09-28 22:00:12.065000,L8,,,,,,,,334.67,294.70,293.10,322.24,332.70,327.44,314.09,321.79,303.16,293.96,322.31,311.98,314.82,295.96,289.13,311.27,315.24,310.43,286.45,,308.00,345.39,322.07,309.09,295.45,247.57,274.44,299.24,315.86,321.52,298.41,323.04,294.46,327.28,315.58,304.82,281.90,229.58,246.40,287.73,283.57,307.84,310.87,317.19,311.84,309.68,314.55,306.14,299.56,307.44,306.18,332.71,360.98,357.81,353.54,348.32,342.88,336.16,325.28,281.32,,,,,,,,,,,,305.39,314.55,326.97,323.80,303.49,306.16,317.52,325.07,320.62,313.74,326.73,304.75,319.64,,308.95,310.16,334.77,346.61,291.19,,,,,,14.91,,,,,,,,,,,,,,,,,,326.15,330.84,331.12,329.07,327.14,330.91,328.80,324.08,322.52,322.73,315.19,318.58,,,,,,,,,
2019-10-30 22:00:14.793000,L8,,,,,,,,,,,,,,,,,,,,,,,,,343.57,358.68,360.10,345.54,301.47,303.63,298.48,291.23,265.31,276.54,296.44,300.19,308.91,308.84,312.41,300.14,306.27,304.45,289.61,264.14,232.49,244.90,285.36,281.50,297.35,302.82,305.64,308.23,304.05,303.16,308.06,313.02,312.51,311.91,320.89,327.40,323.97,323.46,329.08,336.89,330.28,328.83,330.92,325.33,325.19,324.73,320.90,315.46,320.78,311.98,313.03,313.85,310.00,312.08,315.95,301.66,305.86,309.27,307.37,317.13,311.61,307.89,311.25,311.53,321.46,311.15,19.17,32.07,29.92,35.65,25.86,22.95,16.46,9.74,9.41,319.37,310.97,5.27,312.53,319.25,322.74,319.33,325.96,325.24,324.16,318.38,,,,,,,,,,,327.73,330.63,333.13,329.44,329.83,330.95,329.36,324.72,325.98,322.69,316.77,312.83,305.85,,,,,,,,315.42
