dates,satname,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0063,nzd0239-0064,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0072,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0076,nzd0239-0077,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0116,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0122,nzd0239-0123,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0138,nzd0239-0139,nzd0239-0140,nzd0239-0103
2004-07-25 21:36:14.167000,L5,,,,,,,,,,,,,,,,,292.29,296.48,293.67,293.31,280.39,270.48,293.93,300.97,300.87,294.64,289.63,291.50,298.50,293.94,302.29,281.32,256.15,273.62,295.26,300.26,305.10,303.63,304.54,301.07,290.33,299.83,281.72,265.98,226.02,,235.55,247.43,274.90,294.99,297.38,296.36,295.87,301.19,307.58,307.67,308.95,312.55,313.52,318.39,321.13,329.65,328.68,330.20,326.26,332.30,326.43,322.45,318.57,330.30,326.36,326.72,322.28,320.75,320.62,322.95,319.79,309.81,306.19,307.80,308.52,311.28,316.07,314.83,317.91,316.37,316.21,318.57,318.01,321.83,332.32,327.98,324.62,331.97,330.72,311.58,318.90,311.30,322.85,323.56,314.94,328.69,315.00,327.22,341.05,328.18,336.72,342.95,339.47,344.57,339.10,343.17,344.61,351.59,348.34,350.35,346.41,355.97,352.41,353.27,347.61,347.95,345.16,341.78,327.39,331.01,318.98,321.13,308.31,,,,,,,,,,,,321.58
2004-07-25 21:36:37.854000,L5,,,,,,298.65,317.24,308.02,309.59,301.42,302.86,319.34,321.25,317.86,,,289.25,297.94,291.40,291.88,280.39,271.01,292.87,298.97,300.29,292.97,288.51,292.12,296.52,292.34,300.41,280.47,253.34,273.21,292.14,299.39,305.54,303.70,303.77,300.18,290.16,298.12,283.25,266.17,224.97,,234.49,247.33,272.73,295.29,296.67,294.55,296.65,299.19,307.50,306.92,307.66,312.42,311.69,318.28,321.64,327.65,329.02,329.41,327.22,332.27,326.23,324.18,320.17,329.24,326.56,325.74,321.56,319.75,319.84,322.02,322.35,311.61,308.26,307.86,309.97,311.50,315.38,313.79,317.82,316.32,317.71,318.47,318.89,321.95,32.82,50.86,47.20,52.01,58.19,50.92,23.87,38.52,323.20,324.08,318.77,328.46,318.63,330.18,339.36,327.69,334.59,342.83,336.89,345.42,339.44,343.73,344.33,350.44,351.05,350.80,348.86,355.86,352.23,352.97,347.58,348.84,347.86,340.99,330.62,329.95,319.47,320.09,307.83,307.90,303.92,,,,,,,,,,1.03
2004-08-26 21:36:59.731000,L5,,,,,,,,,,,,,,,249.78,310.91,313.19,319.68,319.92,314.50,299.57,298.18,311.33,318.50,316.32,312.87,312.93,314.15,317.77,315.79,314.79,301.64,272.29,300.88,313.82,317.31,324.49,325.99,327.25,327.02,317.15,322.91,316.31,299.31,260.86,248.55,265.86,289.93,302.17,317.32,316.98,320.82,324.14,327.30,328.85,333.40,333.35,339.13,337.09,342.78,350.04,354.43,353.12,359.87,357.59,355.11,354.75,349.55,345.70,350.07,347.96,349.70,351.00,348.37,345.66,349.62,345.12,342.70,344.02,344.54,346.85,350.45,353.69,352.66,351.68,348.49,347.57,347.43,350.22,348.93,4.20,18.44,20.11,21.30,27.29,11.62,350.25,348.17,3.50,348.41,346.02,352.46,355.30,355.59,357.52,356.22,357.66,363.19,360.92,366.14,366.88,369.67,369.55,371.58,369.14,374.24,373.29,370.55,372.47,368.68,372.13,369.23,367.62,367.07,361.90,356.69,352.36,341.70,342.97,336.65,335.78,328.57,323.90,310.42,,,,,,,351.14
2004-09-11 21:37:49.351000,L5,,,,,,,,,,,,,,,,,,,,,,,280.59,288.95,290.37,282.48,274.30,272.91,272.67,279.40,284.65,269.71,234.63,,,,,,,,,,,,,,,,253.07,273.50,267.40,247.50,286.55,294.09,301.07,300.96,304.38,308.51,311.11,316.62,320.15,324.46,327.68,325.73,326.81,324.67,324.06,315.61,319.87,323.14,325.37,325.74,322.65,314.46,322.01,320.02,323.86,315.26,318.70,313.63,313.11,316.73,319.88,316.52,323.11,317.76,322.59,319.08,322.66,319.37,18.91,35.49,37.92,43.40,37.21,34.08,23.17,31.83,19.57,12.57,8.93,18.43,312.46,321.55,332.11,322.83,327.18,326.58,321.15,324.91,323.23,323.79,326.79,326.75,319.08,335.56,336.84,339.77,333.84,337.38,336.67,336.32,306.97,,,,,,,,,,,,,,,,,,319.41
2004-10-20 21:44:28.706000,L5,283.40,267.25,268.40,277.61,294.94,307.99,325.72,320.26,317.16,318.55,314.26,327.37,331.68,328.74,265.34,292.88,301.49,311.44,304.49,298.45,291.45,286.05,303.46,304.03,303.31,298.29,299.90,303.91,300.69,306.19,300.97,297.27,266.82,288.29,301.76,306.22,307.63,314.38,317.65,309.96,309.61,308.15,307.27,288.29,251.71,235.25,251.97,271.47,289.76,302.12,309.65,311.75,309.52,314.83,321.11,322.14,317.08,326.28,329.22,331.14,330.56,338.61,341.02,343.99,343.56,342.64,341.97,338.79,330.38,334.11,333.33,336.40,341.15,339.32,343.76,340.89,342.03,342.32,342.48,335.17,337.62,334.34,334.86,338.20,338.05,336.04,337.48,333.88,335.23,333.98,337.97,337.76,336.54,335.10,337.68,332.11,332.67,329.84,333.67,330.47,331.76,334.64,336.84,339.46,340.42,338.90,343.62,346.95,349.80,349.94,353.73,349.94,356.57,356.93,358.47,359.00,359.33,358.77,358.87,354.90,351.82,351.41,350.72,350.08,346.00,349.13,338.08,334.07,324.98,323.93,319.60,316.40,306.61,299.91,,,,,,,334.70
2004-10-29 21:38:28.692000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.84,279.86,281.05,281.72,256.51,238.77,267.04,281.57,282.23,287.07,,,,,,,,,,,,,,,,,,,,,,300.04,305.22,309.59,318.44,322.03,323.32,325.48,324.75,327.40,316.90,307.21,316.38,311.93,308.54,312.70,314.03,316.59,313.66,313.57,311.90,313.18,311.36,311.70,311.18,316.52,314.62,319.38,320.11,325.31,320.76,325.12,325.92,1.24,9.05,14.31,19.69,15.42,5.47,2.14,313.99,317.48,323.89,319.62,319.67,319.16,320.72,321.39,319.54,319.98,338.47,342.09,342.55,341.88,332.86,327.99,344.33,351.55,354.45,352.04,347.49,351.46,338.91,321.13,,327.68,336.72,327.58,338.14,327.93,323.68,314.50,309.32,304.16,,,,,,,,,,315.15
2004-12-07 21:45:24.093000,L5,288.29,251.83,259.40,272.09,292.77,306.27,324.81,318.61,317.35,321.78,313.28,326.17,329.52,327.81,300.38,296.26,301.26,309.57,307.63,304.83,296.32,285.16,306.26,307.79,307.59,302.03,305.80,304.33,302.58,305.55,303.11,297.90,270.85,284.81,300.61,307.94,306.95,313.93,315.49,310.38,312.20,304.73,308.12,286.68,253.15,238.69,253.31,267.95,288.83,299.66,308.68,309.02,305.08,312.87,313.59,318.62,318.22,325.22,325.37,326.05,330.61,338.83,339.18,336.13,342.21,342.28,337.69,332.76,332.71,335.43,336.20,336.06,335.71,325.83,330.05,326.65,332.53,326.96,330.89,328.95,323.47,329.38,328.31,335.99,333.70,337.72,337.99,335.23,333.08,336.14,337.08,1.58,11.64,11.37,13.41,333.52,331.59,330.61,333.37,331.89,334.12,334.10,336.95,340.55,341.31,339.95,340.37,345.47,345.06,348.56,349.63,348.44,348.99,353.85,356.01,353.55,358.41,358.23,360.74,357.15,354.41,348.96,350.83,347.42,345.09,345.22,337.76,328.48,320.72,321.47,316.71,312.18,300.93,,,,,,,,335.10
2005-01-24 21:46:06.161000,L5,265.79,218.64,227.58,253.52,266.15,277.37,297.25,291.37,291.32,,,,,,,272.18,278.02,267.48,282.84,274.98,268.07,264.61,278.81,287.45,281.62,285.26,277.99,283.16,279.84,281.55,279.96,272.09,246.19,263.77,277.81,279.08,276.60,281.55,280.75,281.74,,,,,,,,245.36,260.89,278.04,289.82,297.87,288.32,296.44,292.15,293.83,296.69,297.87,299.06,303.28,310.94,311.99,318.70,315.57,318.78,313.73,316.06,311.55,307.24,312.56,308.27,305.80,313.01,302.85,302.36,301.08,301.47,298.25,305.59,306.31,302.57,309.79,307.11,310.16,308.35,311.77,313.10,312.89,318.50,316.44,13.15,29.61,34.40,34.92,37.54,34.36,18.16,7.16,11.57,311.60,311.81,3.94,316.98,319.61,323.13,305.96,318.33,327.04,325.20,328.20,323.60,322.99,325.81,334.35,333.52,328.88,335.04,339.31,335.35,334.99,334.51,329.78,332.20,328.62,317.00,321.52,314.61,306.42,,,,,,,,,,,,,317.81
2005-02-09 21:46:19.482000,L5,249.99,233.50,214.60,257.76,273.16,281.89,301.75,297.44,299.21,303.30,297.80,313.88,318.15,320.18,,283.80,295.13,280.51,295.58,284.28,279.52,268.41,291.13,292.08,291.48,294.96,287.06,294.45,290.26,296.80,289.35,281.73,250.48,270.36,290.32,288.61,287.78,288.36,285.02,295.50,287.17,289.88,281.67,250.39,,,231.47,248.36,269.75,289.20,289.10,296.00,297.28,297.07,300.05,303.16,303.34,306.96,306.77,315.62,317.81,319.81,324.04,325.92,329.61,324.59,321.60,321.46,321.22,321.27,317.73,320.18,320.63,317.09,319.34,310.65,312.46,307.27,313.09,312.58,313.51,316.06,313.80,316.64,313.47,315.03,317.57,315.71,316.80,316.61,323.14,322.13,310.88,316.32,311.50,303.91,304.59,308.92,315.68,306.51,309.20,311.36,311.22,321.75,327.26,323.39,325.25,330.66,322.40,327.54,317.21,318.35,315.70,325.83,,,,,,,,,,,,,,,,,,,,,,,,,,,311.78
2005-02-18 21:40:18.476000,L5,,,,,,,,,,,,,,,,,,,,,,,310.50,312.31,310.79,307.22,306.73,308.70,311.24,305.59,309.43,294.77,275.06,293.80,310.03,305.18,315.95,317.25,318.66,315.99,315.50,312.31,310.21,288.80,254.84,246.31,276.71,283.91,297.67,311.06,310.53,312.51,319.15,314.77,321.29,318.50,324.53,328.09,330.73,330.61,339.24,343.22,343.68,346.03,346.07,343.93,344.31,341.70,338.09,336.69,335.04,336.94,335.38,336.95,334.82,332.77,333.87,331.86,330.53,331.51,329.92,334.34,333.38,336.73,337.93,339.08,340.09,338.70,343.64,340.44,343.44,11.05,21.73,19.98,24.38,335.08,335.16,336.03,335.56,336.13,335.34,341.47,340.67,343.58,350.34,344.79,349.67,350.57,353.43,354.96,352.07,350.94,352.29,358.42,355.78,355.08,359.07,362.62,359.60,356.41,356.29,356.57,356.10,357.88,352.75,353.42,349.24,334.89,330.19,333.25,323.49,324.56,309.84,302.89,,,,,,,345.38
2005-02-18 21:40:42.163000,L5,,,,,,,,,,,,,,,,,,,,,,,310.11,309.86,308.93,304.73,305.84,306.16,308.49,304.29,307.93,292.38,272.29,291.60,309.97,303.02,314.81,316.15,316.76,315.00,315.34,311.68,308.11,288.67,253.79,246.15,270.83,280.45,294.72,309.78,308.83,312.14,317.39,314.85,320.51,316.97,322.58,326.75,328.97,330.31,335.81,342.27,344.02,345.29,345.78,343.40,342.35,341.78,336.00,336.91,333.83,335.54,334.94,335.65,333.28,332.93,333.29,330.20,330.26,330.00,328.36,334.11,332.28,336.52,336.04,337.57,339.74,337.78,342.40,340.08,343.11,11.30,21.94,20.44,21.86,334.77,334.07,334.43,335.10,334.26,335.10,341.78,340.37,343.14,349.50,343.26,350.06,351.28,351.33,354.09,351.62,350.52,350.39,358.08,353.98,353.76,358.73,361.95,358.26,356.39,354.52,355.97,357.03,357.79,351.21,352.66,346.75,334.94,329.25,330.78,323.52,323.63,308.49,302.25,,,,,,,343.57
2005-02-25 21:46:35.721000,L5,247.31,,,,,,,,,,,,,,,,,,,,,,,271.06,267.53,268.87,258.13,275.65,274.06,275.49,278.67,263.80,242.86,260.45,280.68,271.99,,,,,,,,,,,,238.54,264.67,282.05,286.45,292.92,293.88,293.48,297.87,300.19,300.31,302.59,304.26,307.99,316.22,317.66,322.47,324.07,321.00,319.00,316.67,313.63,313.13,318.94,310.63,312.83,316.83,313.39,312.30,307.92,302.57,302.26,308.36,308.63,308.65,311.05,304.40,313.69,310.21,313.96,316.40,316.96,314.62,313.22,323.44,317.13,313.82,314.55,316.57,303.70,304.86,307.50,315.01,310.34,308.25,313.76,317.31,321.04,326.50,318.91,322.73,329.96,323.08,330.56,317.36,,,,,,330.65,340.40,334.16,333.68,334.44,332.53,331.16,326.36,320.35,326.25,319.05,311.07,,,,,,,,,,,,,315.22
2005-03-29 21:46:54.602000,L5,257.92,226.09,,,269.25,276.92,294.39,286.86,288.63,,,,,,,,,,,,270.02,259.48,274.48,288.56,278.65,285.87,274.03,281.35,280.07,279.57,282.29,274.64,245.13,259.35,268.74,,,,,,,,,,,,,225.99,254.23,276.58,279.17,284.28,284.58,285.90,289.46,293.44,293.08,298.04,296.77,303.05,308.34,311.14,313.54,309.71,318.43,313.16,310.31,309.25,304.88,311.17,308.65,306.49,312.05,301.58,305.52,299.30,266.44,277.53,301.90,303.19,302.16,300.15,287.96,306.53,303.66,302.26,301.78,305.47,306.43,304.71,310.87,309.84,300.58,305.53,302.91,280.88,285.41,294.39,304.75,297.51,297.14,303.40,308.59,312.89,318.00,311.47,316.30,321.58,313.86,320.91,,,,,,,,,,,322.73,317.57,323.67,317.88,307.74,316.92,311.44,303.65,,,,,,,,,,,,,309.60
2005-04-30 21:47:03.060000,L5,258.77,239.19,235.12,262.75,277.28,296.14,308.54,301.99,302.14,249.30,302.41,314.78,317.79,308.02,,263.42,280.06,284.87,287.57,285.44,270.12,265.72,283.37,296.08,288.02,287.20,281.66,282.00,288.90,284.68,289.35,274.13,249.70,270.86,280.37,289.49,290.77,293.88,293.32,294.22,285.18,290.61,284.60,258.03,215.97,,,242.56,264.70,282.99,290.23,288.74,291.93,293.29,302.27,293.89,301.72,303.30,307.24,310.57,316.92,319.70,323.17,321.69,322.56,323.35,320.05,317.38,312.00,321.19,313.68,319.79,317.07,310.16,310.32,310.65,309.56,307.77,307.81,306.87,308.11,303.62,304.48,309.77,315.31,313.18,313.52,308.49,315.62,310.32,315.61,313.50,313.17,312.90,316.11,299.93,306.45,305.22,313.46,309.92,306.82,311.58,311.47,314.17,323.67,318.73,321.10,326.63,325.23,322.50,318.87,317.88,323.30,329.32,329.55,330.33,329.10,343.60,331.14,331.74,328.74,323.09,327.63,325.10,320.53,323.83,320.17,307.37,299.70,,,,,,,,,,,,315.00
2005-05-09 21:40:56.205000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.21,340.35,357.55,348.91,351.13,359.93,367.38,368.65,367.26,361.48,356.98,357.52,361.72,327.92,357.95,347.56,353.87,338.92,348.40,339.04,323.03,328.17,337.43,327.54,332.06,335.49,336.30,341.47,341.05,342.19,331.50,,,,,,,,,,,,323.62,340.03,336.25,326.05,314.55,340.28,355.44,354.60,357.07,364.28,359.98,365.75,366.69,367.29,365.06,365.51,368.60,366.82,371.88,367.71,368.03,366.08,369.08,365.94,369.55,366.98,364.53,363.59,361.05,358.29,350.59,339.48,342.17,344.22,341.11,323.26,320.38,309.40,277.00,,,,325.54
2005-05-25 21:41:28.038000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.25,256.50,279.00,282.02,278.71,286.34,286.97,294.32,292.75,300.69,297.03,296.51,307.32,313.90,320.92,316.09,319.89,307.38,322.87,311.01,309.72,307.33,318.52,314.72,311.55,316.04,312.05,316.98,308.57,308.01,297.03,302.84,304.71,308.06,304.62,310.46,307.75,310.15,305.75,309.01,303.64,302.54,295.87,311.32,307.10,306.61,306.32,305.05,285.62,292.60,295.29,306.45,308.71,299.56,306.91,308.63,306.57,318.67,314.83,319.17,323.62,317.33,315.95,313.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.43
2005-06-01 21:47:18.718000,L5,269.14,249.52,247.21,266.15,290.66,307.06,323.34,313.73,311.54,313.70,309.29,316.93,326.33,322.51,,281.49,297.23,295.54,298.46,292.33,283.16,272.25,293.45,302.42,296.91,296.44,286.50,297.03,292.38,292.86,294.46,284.36,255.02,275.58,287.90,295.50,302.41,294.87,304.38,298.06,289.67,296.13,287.41,274.04,228.44,,235.79,253.34,270.65,291.56,296.46,295.09,296.53,300.12,292.86,293.43,298.04,303.49,307.16,316.91,325.82,328.79,330.63,326.39,335.67,331.07,329.08,,,,,,,,,,,,,292.89,313.68,320.65,314.91,320.14,300.45,272.83,308.25,319.08,322.29,323.57,325.35,323.32,324.85,327.89,321.64,303.28,293.57,311.98,317.36,305.93,300.08,320.32,323.78,326.10,328.12,,,,,,,306.33,333.97,341.81,337.72,339.80,342.79,346.57,340.96,338.83,336.68,326.32,337.39,339.96,337.04,328.93,318.98,304.51,,,,,,,,,,,,,319.68
2005-06-10 21:41:12.271000,L5,,,,,,,,,,,,,,,,273.07,292.05,275.55,297.34,290.82,278.69,272.72,294.38,300.19,294.70,292.58,285.75,288.23,296.25,290.15,,,,,,,,,,,289.25,296.01,264.30,267.56,225.94,,233.06,246.85,274.13,289.58,295.10,294.96,299.26,299.63,305.66,304.07,308.10,310.36,307.97,317.76,322.65,324.98,330.45,326.91,328.99,332.54,325.97,323.22,322.52,326.10,323.88,324.62,323.34,323.58,318.04,322.04,314.63,313.93,310.90,320.19,315.05,319.17,313.80,320.78,320.00,317.35,320.37,317.32,315.63,316.01,321.15,322.65,316.20,321.53,322.94,302.56,315.34,310.56,321.87,320.59,316.82,318.69,322.09,324.13,327.19,326.43,324.79,333.25,330.65,332.24,327.58,330.87,331.90,338.30,334.10,335.52,336.69,346.05,338.24,344.76,334.25,335.20,336.46,343.48,330.33,325.39,313.73,310.96,303.16,308.66,307.90,,,,,,,,,,320.02
2005-06-10 21:41:36.102000,L5,,,,,,,,,,,,,,,,,,,285.06,270.88,267.59,266.23,282.36,290.22,280.73,280.62,276.54,276.59,284.64,,,,,,,,,,,,,,,,,,,228.60,260.59,278.76,283.80,281.93,288.26,290.10,290.40,294.41,298.16,299.48,294.87,310.00,312.09,315.55,318.12,311.78,313.70,322.74,315.74,314.48,307.54,319.24,312.10,314.63,313.83,308.97,302.13,309.43,302.59,297.57,301.22,306.45,308.28,301.44,302.51,308.24,305.19,302.99,304.95,302.96,302.10,297.87,311.99,307.74,304.17,306.16,314.16,274.61,305.37,297.91,312.51,306.23,306.66,305.38,311.26,310.71,316.27,315.68,314.00,322.29,319.46,321.86,312.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.75
2005-06-26 21:41:16.724000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,293.68,283.09,290.14,291.17,291.99,291.41,279.33,252.91,273.95,285.06,295.39,289.54,303.90,292.60,296.62,,,,,,,227.96,244.77,265.42,290.88,292.20,290.41,292.74,292.64,298.62,297.67,304.63,307.23,309.05,315.06,319.95,323.87,327.20,324.42,323.82,327.54,325.96,322.83,321.69,322.85,319.38,321.50,320.66,317.12,317.81,317.18,315.00,310.82,308.11,312.01,315.29,312.92,315.04,314.19,314.52,313.29,316.48,312.57,317.74,310.53,315.80,315.60,314.91,318.45,310.23,291.94,,,312.50,312.88,302.74,315.12,314.32,307.66,326.87,329.12,328.31,333.09,327.05,323.04,312.15,327.40,328.96,320.43,331.18,,,,,,,,327.29,327.82,320.81,326.82,319.06,304.93,308.06,,,,,,,,,,,,312.75
2005-06-26 21:41:40.412000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,293.47,282.16,292.72,290.02,292.62,291.26,280.85,252.55,274.80,288.85,295.93,295.52,303.39,299.36,296.33,,,,,,,229.24,250.54,267.99,291.24,296.06,291.55,295.50,292.83,301.77,299.55,305.24,308.06,309.46,314.73,319.68,323.82,328.00,325.41,328.69,330.03,327.12,322.42,322.94,322.24,322.37,322.37,322.80,317.00,318.19,317.98,318.05,311.94,312.77,312.65,315.89,314.01,317.08,314.95,315.64,315.86,318.21,316.11,318.62,310.29,321.43,320.24,316.51,318.83,314.91,301.13,303.30,308.02,314.73,316.86,308.59,316.79,317.07,314.43,327.19,329.78,329.50,334.21,329.57,330.52,321.95,330.71,331.74,325.24,333.44,327.20,333.93,341.09,333.46,329.85,332.70,320.27,332.97,328.74,325.01,328.89,323.57,308.77,310.88,,,,,,,,,,,,315.50
2005-07-12 21:41:23.560000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.72,253.14,267.07,280.69,294.32,293.75,292.79,290.17,303.22,302.89,308.87,307.87,305.58,316.41,322.65,325.37,315.87,,,332.93,327.44,329.17,333.20,332.73,332.48,324.35,327.37,317.12,323.61,316.79,321.51,314.04,311.66,312.62,315.91,312.69,316.64,311.81,320.22,313.55,319.67,317.55,324.02,314.52,325.85,320.46,319.14,316.19,316.40,296.84,304.32,303.26,305.48,318.06,304.22,319.21,311.88,306.98,327.04,318.03,328.08,325.61,325.39,325.44,310.43,324.16,321.33,,,,,,,,,319.31,321.05,328.93,325.27,327.19,326.38,306.29,302.35,,,,,,,,,,,,299.61
2005-07-12 21:41:47.390000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.03,246.09,259.87,274.90,287.15,287.59,286.09,288.97,296.46,298.58,304.62,303.03,290.65,313.01,312.81,320.71,310.22,,,327.48,320.13,324.70,326.32,326.12,326.58,315.87,321.62,310.84,318.46,311.92,315.86,304.81,306.75,307.05,313.44,305.79,312.79,309.27,314.25,310.11,315.35,311.78,318.69,309.24,316.59,311.50,313.10,303.71,310.63,289.08,290.87,290.50,304.14,310.05,295.93,315.07,305.39,301.38,322.07,313.99,323.93,320.85,317.50,318.74,306.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.77
2005-07-19 21:47:39.248000,L5,264.08,234.48,234.54,262.77,281.43,296.32,310.40,309.67,309.85,,,,,,,,,,295.22,290.80,282.28,265.78,287.82,305.33,288.10,292.21,280.84,290.46,293.12,289.36,297.09,279.97,248.41,272.27,289.65,291.10,302.39,292.68,300.43,295.79,287.12,294.21,284.60,266.33,217.22,,233.87,245.94,267.19,287.85,287.85,287.79,292.95,296.99,300.34,302.49,307.04,305.25,307.77,315.42,324.10,324.51,328.24,323.84,329.26,327.15,325.58,319.19,321.46,327.53,322.43,322.23,318.66,320.54,319.46,321.78,311.82,316.20,306.33,316.99,313.18,319.01,318.55,317.76,321.40,314.89,320.80,317.68,325.56,316.27,326.78,317.52,320.42,320.00,320.64,299.72,318.00,307.35,322.92,320.19,311.16,320.41,318.82,319.03,328.82,326.34,329.67,335.40,335.08,333.35,326.43,321.14,323.67,328.04,327.48,330.57,329.63,339.41,331.89,335.18,330.42,320.12,324.79,329.84,320.08,328.77,320.91,311.19,302.43,,,,,,,,,,,,316.16
2005-07-28 21:41:34.002000,L5,,,,262.39,279.62,295.49,311.53,305.82,308.91,292.18,307.22,312.12,318.01,313.84,,277.51,286.39,293.71,286.62,285.16,281.51,270.77,289.84,298.37,290.99,291.69,282.22,286.21,292.04,284.48,293.59,278.43,252.50,272.45,289.17,294.58,298.41,301.89,297.96,292.88,,,,,,,230.97,251.28,270.61,286.95,287.23,290.71,292.81,297.34,300.57,302.14,303.70,307.01,305.64,307.60,315.66,325.57,330.13,331.65,338.27,333.02,331.76,313.96,320.64,322.96,323.85,323.28,323.56,317.71,319.96,316.18,322.03,312.49,310.05,313.23,317.34,314.79,314.48,315.30,316.67,313.11,317.89,314.40,315.55,316.97,321.94,319.96,317.64,321.43,317.50,297.27,310.15,307.11,321.21,315.94,305.51,314.95,310.14,310.38,331.80,316.16,327.84,328.41,330.28,328.75,317.69,324.51,321.99,330.73,328.57,326.11,,,,,,321.53,328.49,324.72,322.18,324.66,320.53,312.18,300.95,,,,,,,,,,,,311.67
2005-07-28 21:41:57.832000,L5,,,,258.69,276.10,292.75,307.16,304.20,303.38,278.68,305.03,310.80,312.91,312.35,,,,291.83,281.43,282.55,275.25,268.98,285.64,295.13,285.71,288.42,278.85,284.17,288.11,282.14,290.19,276.38,249.19,270.87,285.60,291.48,293.27,297.37,294.29,289.39,,,,,,,228.93,246.03,266.29,283.07,286.36,287.81,288.68,293.41,298.29,299.53,302.05,303.84,302.39,305.31,312.38,322.88,327.53,329.63,331.49,328.89,328.25,313.70,316.65,322.15,321.21,322.06,321.26,315.27,317.77,314.46,316.79,308.01,307.23,310.27,314.73,312.67,311.52,313.13,311.66,311.77,314.87,313.24,310.65,314.29,320.19,319.13,314.98,315.69,315.01,291.14,307.79,303.49,318.45,313.04,304.03,312.78,309.61,303.37,329.68,313.88,326.60,326.37,327.99,327.07,310.61,,,,,,,,,,,319.19,326.91,323.87,317.81,323.41,317.30,310.52,299.25,,,,,,,,,,,,306.50
2005-08-13 21:41:41.670000,L5,261.00,240.51,,,,,,,,,,,,,,,,,,,,,280.69,285.84,274.60,277.70,272.22,276.43,277.69,275.81,279.29,265.96,242.67,263.84,274.48,282.62,287.43,,,,,,,,,,,232.63,260.16,277.71,285.36,273.75,284.42,283.37,295.75,295.03,301.41,299.20,300.10,311.86,315.91,319.02,319.21,319.08,319.00,320.33,315.40,311.39,311.51,319.20,313.67,321.14,316.85,310.42,312.49,310.10,305.51,302.51,306.23,305.04,303.32,309.52,312.96,312.36,308.32,306.89,306.15,306.74,307.84,298.69,312.31,313.17,311.10,314.00,313.85,295.13,313.14,307.79,317.68,315.76,304.69,318.09,315.19,316.44,328.95,324.99,331.12,333.09,332.06,333.56,324.23,334.34,332.41,335.39,331.10,336.35,333.64,344.07,335.35,335.65,332.55,330.95,335.56,334.79,330.56,331.20,323.05,315.73,309.60,,,,,,,,,,,,313.44
