dates,nzd0077-0000,nzd0077-0001,nzd0077-0002,nzd0077-0003,nzd0077-0004,nzd0077-0005,nzd0077-0006,nzd0077-0007,nzd0077-0008,satname
1999-08-26 22:04:44+00:00,,,,,,,,,288.46,L7
1999-09-27 22:04:48+00:00,312.96,272.6,285.63,,,,,273.47,288.7,L7
1999-11-14 22:04:42+00:00,317.90999999999997,272.6,285.63,,289.42,286.84,287.28,279.545,289.51,L7
2000-01-01 22:04:37+00:00,317.90999999999997,272.6,285.63,,289.42,286.84,287.28,281.4533333333333,289.845,L7
2000-01-17 22:04:35+00:00,320.0,275.025,284.885,277.62,287.975,286.145,285.605,278.6775,289.93199999999996,L7
2000-05-24 22:03:46+00:00,324.18,277.45,287.555,285.03999999999996,291.41499999999996,291.46000000000004,289.40999999999997,281.78000000000003,294.34999999999997,L7
2000-07-11 22:03:17+00:00,324.18,267.57,287.555,285.03999999999996,291.41499999999996,291.46000000000004,289.40999999999997,280.035,296.09999999999997,L7
2000-08-12 22:02:54+00:00,,257.69,290.97,292.46,296.3,297.47,294.89,289.96000000000004,300.21500000000003,L7
2000-09-13 22:02:26+00:00,,257.69,290.97,292.46,296.3,297.47,294.89,289.96000000000004,296.30333333333334,L7
2000-10-15 22:01:56+00:00,307.55,268.375,290.97,292.46,296.3,297.47,290.985,288.25666666666666,296.3225,L7
2001-01-03 22:02:12+00:00,307.55,270.6933333333333,286.75,278.71,287.03,283.11,285.08,283.16,282.45,L7
2001-06-12 22:01:24+00:00,,275.33,286.75,263.01,264.48,269.0,283.085,274.43,266.31,L7
2001-08-15 22:00:38+00:00,,,287.74,259.08000000000004,260.92,268.475,285.53,273.08,287.315,L7
2001-10-02 22:00:04+00:00,315.38,273.53,285.435,263.33666666666664,260.92,268.475,270.2133333333333,275.36,287.28,L7
2001-12-05 22:00:18+00:00,301.5,273.28,285.435,263.33666666666664,260.92,268.475,259.5,274.92,285.615,L7
2001-12-21 22:00:29+00:00,287.73,272.9633333333333,284.43,271.35,279.91,282.06,245.22000000000003,274.92,285.42333333333335,L7
2002-01-06 22:00:31+00:00,288.63,272.71999999999997,284.4,280.1266666666667,291.59000000000003,288.96000000000004,245.22000000000003,275.2425,287.49249999999995,L7
2002-01-22 22:00:40+00:00,294.524,272.71999999999997,284.4,280.1266666666667,291.59000000000003,287.00333333333333,245.22000000000003,276.98,288.82599999999996,L7
2002-03-27 22:00:37+00:00,294.524,272.71999999999997,283.28666666666663,274.3433333333333,303.27,289.475,232.2375,279.38800000000003,288.8,L7
2002-06-15 22:00:19+00:00,294.605,272.15999999999997,284.8933333333334,276.8933333333334,295.19,286.81333333333333,231.005,281.75333333333333,293.95,L7
2002-07-01 22:00:15+00:00,306.07666666666665,271.99,296.9533333333333,286.805,295.19,286.81333333333333,236.04,281.75333333333333,296.914,L7
2002-07-17 22:00:08+00:00,313.4766666666667,,303.275,283.18,267.125,270.64666666666665,253.695,284.525,295.854,L7
2002-08-18 21:59:57+00:00,311.165,,303.275,283.18,267.125,264.425,253.695,285.12,296.628,L7
2003-07-28 21:48:28+00:00,,,283.12,281.08,288.78,291.14,287.76,259.16,282.45,L5
2003-09-14 21:49:18+00:00,,,283.12,281.08,288.78,291.14,287.76,305.72,315.33500000000004,L5
2004-07-30 21:54:28+00:00,,315.49,323.66,322.11,330.05,330.05,324.94,314.73,317.28,L5
2004-09-16 21:55:41+00:00,,315.49,323.66,322.11,330.05,330.05,324.94,335.08000000000004,332.515,L5
2004-11-19 21:56:55+00:00,,312.595,316.49,317.07,323.05,324.14,320.15,332.6333333333334,330.64,L5
2005-02-23 21:58:31+00:00,,317.34000000000003,316.27,313.395,317.8,320.58500000000004,316.39,331.5566666666667,330.65333333333336,L5
2005-03-11 21:58:44+00:00,,317.34000000000003,316.27,313.395,317.8,320.58500000000004,316.39,331.5566666666667,335.745,L5
2005-03-27 21:58:51+00:00,318.16,312.4533333333333,316.27,313.395,317.8,320.58500000000004,316.39,319.62,331.74333333333334,L5
2005-04-12 21:58:55+00:00,318.16,312.4533333333333,316.27,313.395,317.8,320.58500000000004,321.7033333333333,326.33666666666664,333.0375,L5
2005-07-17 21:59:35+00:00,318.16,311.22,325.875,317.255,319.43,322.8,322.99333333333334,320.25,329.81,L5
2006-04-15 22:03:30+00:00,,,,,,,,,351.02,L5
2006-05-17 22:03:57+00:00,,317.53,327.79,327.66,331.98,333.08,330.19,321.29,338.13,L5
2006-07-04 22:04:41+00:00,,317.53,327.79,327.66,331.98,333.08,330.19,321.29,342.98,L5
2006-11-25 22:06:19+00:00,,,,,,,294.23,297.41,352.68,L5
2009-01-01 21:56:31+00:00,,,,344.38,343.49,347.61,345.23,351.12,347.28,L5
2011-03-12 22:01:43+00:00,,319.57,322.88,324.73,330.32,332.01,326.03,319.24,319.81,L5
2013-05-20 22:13:50+00:00,320.31,274.24,297.04,304.16,308.31,311.81,311.8,301.17,312.26,L8
2013-06-21 22:13:43+00:00,321.385,272.05,296.855,302.255,307.24,308.22,309.565,299.89,310.855,L8
2013-09-09 22:13:25+00:00,321.6033333333333,276.37,303.91,302.255,307.24,313.31333333333333,310.81666666666666,299.18333333333334,309.93,L8
2013-11-12 22:13:08+00:00,320.6575,278.7575,301.71000000000004,300.34666666666664,303.98,309.905,307.2525,296.13,308.6375,L8
2013-11-28 22:13:25+00:00,319.0325,281.27250000000004,301.04,296.97666666666663,300.42333333333335,307.19500000000005,303.7325,291.91499999999996,306.9975,L8
2013-12-14 22:12:57+00:00,318.038,281.994,299.738,297.055,301.105,306.91600000000005,303.044,292.19,307.08000000000004,L8
2014-01-31 22:12:52+00:00,316.9325,285.02750000000003,300.505,303.2425,305.5425,312.71999999999997,306.956,290.58500000000004,311.678,L8
2014-04-05 22:11:34+00:00,315.23,285.03333333333336,301.685,303.2425,309.166,313.8,308.642,288.19000000000005,318.716,L8
2014-04-21 22:11:42+00:00,315.23,291.7575,304.834,303.2425,310.95,314.70666666666665,310.0683333333333,288.19000000000005,316.885,L8
2014-05-23 22:11:18+00:00,313.935,286.54499999999996,304.13,302.64000000000004,311.0316666666667,315.5733333333333,310.71666666666664,289.42,317.1816666666667,L8
2014-07-26 22:11:43+00:00,,283.09666666666664,307.0,304.7966666666667,313.81,319.19399999999996,316.02,299.33500000000004,320.138,L8
2014-12-01 22:11:36+00:00,309.26,281.345,294.9,295.45000000000005,302.31,308.395,308.08000000000004,302.43,308.71,L8
2015-03-07 22:11:30+00:00,309.26,288.4,294.45500000000004,298.235,307.525,311.305,302.56,304.23,309.125,L8
2015-04-24 22:11:08+00:00,309.26,290.8766666666666,300.5366666666667,306.1266666666667,313.00666666666666,317.4533333333333,307.8566666666666,319.98333333333335,311.12,L8
2015-05-10 22:10:28+00:00,309.26,287.03499999999997,299.9,304.6325,311.4475,315.6375,308.025,314.46000000000004,310.6325,L8
2015-06-11 22:10:40+00:00,,280.685,300.995,305.8525,314.2325,318.015,309.6325,314.165,311.4875,L8
2015-06-27 22:10:46+00:00,,272.072,300.19,304.73400000000004,313.132,317.584,309.656,311.286,311.32399999999996,L8
2015-07-29 22:11:01+00:00,319.98,271.1333333333333,299.4866666666667,304.49833333333333,312.21666666666664,316.76166666666666,309.26166666666666,308.82166666666666,310.935,L8
2015-12-20 22:11:57+00:00,317.78499999999997,262.8666666666667,293.84333333333336,299.3533333333333,304.5433333333333,310.69,304.24666666666667,297.2,308.39666666666665,L8
2016-03-09 22:11:40+00:00,314.79999999999995,284.70000000000005,291.94,296.305,300.105,305.345,300.25,296.90999999999997,306.585,L8
2016-05-12 22:11:20+00:00,314.79999999999995,282.4566666666667,293.41,297.8966666666667,301.88,306.48333333333335,302.7633333333333,298.74666666666667,307.84999999999997,L8
2016-06-13 22:11:30+00:00,314.79999999999995,279.9725,293.145,297.375,301.5225,306.1225,303.4675,299.545,309.11,L8
2016-06-29 22:11:39+00:00,314.01,267.4875,293.6775,296.7175,300.765,304.885,303.5675,292.03000000000003,307.5225,L8
2016-07-15 22:11:22+00:00,314.01,267.4875,294.42600000000004,297.28000000000003,301.632,305.41,304.43600000000004,293.63,308.39,L8
2016-08-16 22:11:29+00:00,316.62,269.29,294.79833333333335,297.62333333333333,301.98833333333334,306.0216666666667,304.63,292.45166666666665,307.9816666666666,L8
2016-11-20 22:12:09+00:00,311.67,267.575,294.574,296.96,301.052,305.188,303.588,289.104,307.302,L8
2017-08-19 22:11:29+00:00,316.46,278.58,296.59,300.16,307.27,309.11,308.01,300.54,309.04,L8
2017-09-04 22:11:55+00:00,317.225,279.71,296.225,299.675,305.365,311.33500000000004,306.405,296.33000000000004,308.49,L8
2018-01-10 22:11:54+00:00,317.225,281.40333333333336,295.54333333333335,298.6666666666667,304.9066666666667,309.68,305.25333333333333,297.47333333333336,308.74,L8
2018-01-26 22:11:21+00:00,315.89000000000004,282.0175,295.435,298.5,304.1,308.27,303.7575,296.7325,308.6025,L8
2018-04-16 22:11:06+00:00,313.22,284.325,294.645,297.325,302.83500000000004,305.2049999999999,313.81,297.135,308.71500000000003,L8
2018-05-18 22:10:23+00:00,313.22,280.3766666666667,295.32666666666665,298.18333333333334,304.81333333333333,306.92,312.5375,298.77,309.1566666666667,L8
2018-07-05 22:10:30+00:00,313.22,280.3766666666667,301.8175,298.18333333333334,304.81333333333333,306.92,312.5375,298.77,311.74,L8
2018-08-06 22:11:10+00:00,,276.44,308.32,305.41999999999996,311.65,315.08000000000004,319.5466666666667,302.58000000000004,313.18333333333334,L8
2018-09-07 22:11:24+00:00,,279.31,307.6175,306.9433333333333,312.34,315.51666666666665,317.775,300.34,311.86,L8
2019-02-14 22:11:09+00:00,320.06,284.815,300.405,303.605,313.485,313.53999999999996,315.875,295.86,309.03499999999997,L8
2019-03-02 22:11:05+00:00,322.875,284.65000000000003,297.42,300.1666666666667,307.32,309.9433333333333,309.9633333333333,296.025,307.9866666666667,L8
2019-05-21 22:11:27+00:00,321.9066666666667,277.9766666666667,294.09999999999997,296.29,304.19666666666666,306.4633333333333,306.68666666666667,297.53499999999997,308.05333333333334,L8
2019-06-06 22:11:11+00:00,321.9066666666667,277.9766666666667,288.705,291.07500000000005,299.6625,303.3575,303.07500000000005,288.69,306.81,L8
2019-06-22 22:11:17+00:00,321.9066666666667,275.3425,292.45799999999997,295.03000000000003,301.996,305.872,305.002,293.325,308.298,L8
2019-07-08 22:11:44+00:00,321.9066666666667,275.15999999999997,294.3516666666667,297.795,303.95166666666665,307.26166666666666,307.44666666666666,297.59000000000003,309.13666666666666,L8
2019-08-09 22:11:31+00:00,321.6775,275.195,294.9114285714286,297.9614285714286,304.39142857142855,307.2557142857143,307.4942857142857,296.84,308.9685714285714,L8
2019-11-29 22:11:44+00:00,316.85,278.28249999999997,296.994,301.272,306.52,308.274,308.35200000000003,297.942,310.36800000000005,L8
2019-12-31 22:11:38+00:00,315.94,285.025,299.4,303.7925,308.7,309.11,310.96000000000004,302.725,310.255,L8
2020-01-16 22:11:59+00:00,315.94,289.695,296.935,300.2575,306.745,306.6825,307.3975,299.8275,309.5375,L8
2020-02-01 22:11:53+00:00,315.94,289.16999999999996,296.13,299.63,306.07599999999996,306.534,307.214,300.676,309.41999999999996,L8
2020-04-21 22:11:21+00:00,315.8233333333333,290.42,296.512,300.346,305.79,306.938,307.142,301.974,309.928,L8
2020-05-07 22:11:12+00:00,316.25,288.08166666666665,296.5216666666667,300.82666666666665,305.7916666666667,306.9633333333333,306.67833333333334,301.2183333333333,309.95166666666665,L8
2020-06-08 22:11:00+00:00,317.43,285.84166666666664,299.105,302.5083333333333,305.85833333333335,306.36199999999997,306.142,300.714,310.83666666666664,L8
2020-06-24 22:11:08+00:00,317.43,285.84166666666664,295.57714285714286,299.05428571428575,302.92857142857144,302.77,302.3666666666666,300.714,310.83666666666664,L8
2020-07-26 22:11:44+00:00,318.6566666666667,278.87199999999996,296.54,300.28833333333336,303.03833333333336,303.908,301.024,298.10749999999996,311.236,L8
2020-09-28 22:11:43+00:00,313.055,276.8225,293.07,297.825,300.62166666666667,301.14799999999997,298.334,296.11999999999995,308.702,L8
2021-02-19 22:11:51+00:00,310.655,286.04,282.68499999999995,288.96,293.26,297.735,296.86,293.89,301.68499999999995,L8
2021-05-26 22:11:07+00:00,325.125,295.065,302.695,302.985,305.96500000000003,310.2,309.555,293.89,317.885,L8
2021-06-11 22:11:14+00:00,325.125,295.065,302.695,302.985,305.96500000000003,310.2,309.555,293.89,321.1333333333333,L8
2021-10-01 22:12:10+00:00,321.475,294.87,309.75,309.765,315.8,321.45,316.28499999999997,301.9,322.39,L8
2021-10-17 22:12:14+00:00,316.76666666666665,291.5566666666667,304.97333333333336,306.31333333333333,311.83,316.31666666666666,312.13666666666666,295.54499999999996,318.4175,L8
2021-11-06 22:12:48+00:00,316.76666666666665,291.5566666666667,304.97333333333336,306.31333333333333,311.83,316.31666666666666,312.13666666666666,295.54499999999996,321.832,L9
2021-11-18 22:12:08+00:00,314.4975,290.73249999999996,303.4225,306.015,310.2,314.275,311.0175,296.52,319.74666666666667,L8
2022-01-13 22:12:02+00:00,310.93333333333334,287.65,299.0725,303.13,306.2325,311.345,306.71,295.955,313.748,L9
2022-01-21 22:11:35+00:00,310.93333333333334,287.65,299.396,304.256,308.342,313.466,311.15,297.344,314.545,L8
2022-02-14 22:11:37+00:00,311.8025,287.764,298.7083333333333,303.1033333333333,307.22333333333336,312.065,309.70666666666665,297.17,313.32714285714286,L9
2022-02-22 22:11:50+00:00,311.8025,289.17333333333335,298.7628571428572,304.1471428571429,309.56142857142856,314.4557142857143,311.07571428571424,299.4357142857143,313.42,L8
2022-05-21 22:10:55+00:00,314.41,292.06666666666666,290.622,298.378,303.544,315.29,307.31800000000004,301.62250000000006,307.63399999999996,L9
2023-02-09 22:11:45+00:00,,,297.5,,311.22,313.69,311.05,301.04,309.97,L8
2023-03-13 22:11:23+00:00,327.75,288.59,298.15999999999997,312.31,314.33500000000004,320.66499999999996,310.435,301.04,308.56500000000005,L8
2023-03-21 22:11:55+00:00,327.75,288.71,298.0933333333333,312.225,313.33666666666664,319.30333333333334,310.95666666666665,303.82000000000005,310.5933333333333,L9
