dates,satname,nzd0077-0000,nzd0077-0001,nzd0077-0002,nzd0077-0003,nzd0077-0004,nzd0077-0005,nzd0077-0006,nzd0077-0007,nzd0077-0008
1999-08-26 22:04:44.971000,L7,325.27,226.32,289.77,285.90,265.42,292.10,270.88,,
1999-09-27 22:04:48.949000,L7,314.92,285.37,295.08,286.40,,,267.16,286.05,299.12
1999-11-14 22:04:42.286000,L7,294.30,286.08,297.41,298.13,296.36,292.97,258.58,292.83,297.81
2000-01-01 22:04:37.439000,L7,319.07,286.80,290.52,286.16,295.87,294.73,295.54,294.33,
2000-01-17 22:04:35.821000,L7,332.14,289.82,296.21,290.49,299.37,298.07,297.34,282.88,303.29
2000-05-24 22:03:46.662000,L7,,,296.93,297.75,300.13,299.58,299.00,,308.83
2000-08-12 22:02:54.094000,L7,359.12,288.21,304.67,308.91,311.97,315.91,307.58,310.36,311.45
2000-09-13 22:02:26.190000,L7,311.51,287.62,299.21,261.84,298.60,295.70,296.60,284.78,306.96
2000-10-15 22:01:56.204000,L7,317.18,290.58,301.77,301.34,304.89,306.99,299.26,299.75,308.47
2001-01-03 22:02:12.432000,L7,337.89,344.89,358.88,355.37,299.21,295.46,295.85,292.56,299.56
2001-06-12 22:01:24.980000,L7,,,,,,,,,293.32
2001-10-02 22:00:04.650000,L7,321.21,286.31,294.88,283.17,,256.10,284.34,293.30,299.21
2001-12-21 22:00:29.925000,L7,280.96,283.64,294.02,,,,,,
2002-01-06 22:00:31.992000,L7,310.29,295.39,298.15,317.56,318.65,311.94,311.11,305.89,322.27
2002-01-22 22:00:40.906000,L7,287.80,284.05,282.28,,,,238.14,257.87,299.59
2002-02-23 22:00:43.620000,L7,327.45,296.46,304.39,302.16,363.60,,,,
2002-03-27 22:00:37.575000,L7,326.96,285.37,297.89,287.38,296.80,293.52,287.51,300.62,301.86
2002-06-15 22:00:19.658000,L7,,,296.70,287.74,296.13,291.25,295.92,,308.21
2002-07-01 22:00:15.186000,L7,,,300.46,300.32,303.18,306.18,299.31,314.74,313.45
2002-07-17 22:00:08.747000,L7,,,,,,,,,279.14
2002-08-02 22:00:01.321000,L7,,,,,358.99,313.32,308.41,306.59,313.31
2002-08-18 21:59:57.690000,L7,,,304.46,319.93,298.73,294.62,296.01,285.03,304.82
2003-07-28 21:48:28.960000,L5,,,279.24,277.21,285.19,287.55,284.30,255.56,280.47
2003-09-14 21:49:18.766000,L5,364.94,351.67,355.80,350.54,343.70,349.48,339.35,348.13,344.74
2003-12-03 21:50:19.675000,L5,,,,,313.09,317.32,289.87,283.29,294.81
2004-06-12 21:53:11.618000,L5,,,295.43,297.43,300.03,301.47,294.25,266.79,
2004-07-30 21:54:28.143000,L5,340.37,312.38,319.97,318.71,326.56,326.86,321.86,311.15,315.79
2004-09-16 21:55:41.721000,L5,360.46,354.50,349.11,353.31,362.20,358.58,353.61,354.58,346.20
2004-11-03 21:56:42.977000,L5,330.06,310.89,310.36,313.60,333.08,332.23,328.17,316.11,327.53
2004-11-19 21:56:55.269000,L5,316.59,286.02,286.58,290.41,298.13,297.62,293.26,295.48,306.00
2005-02-23 21:58:31.621000,L5,339.17,321.93,319.87,311.81,316.82,320.35,314.72,309.25,315.93
2005-03-11 21:58:44.158000,L5,337.86,317.88,311.60,321.77,321.09,323.57,317.01,314.13,317.92
2005-03-27 21:58:51.619000,L5,,,,,,,273.15,281.20,303.45
2005-04-12 21:58:55.193000,L5,349.64,332.46,331.32,331.59,336.68,337.91,330.29,337.31,335.11
2005-05-30 21:59:15.499000,L5,321.32,305.13,308.62,313.00,321.95,319.43,315.01,305.68,321.63
2005-07-17 21:59:35.576000,L5,,,292.37,277.41,289.27,289.84,284.11,247.78,276.85
2005-11-22 22:00:23.113000,L5,,,,,,299.60,298.15,291.51,304.38
2006-04-15 22:03:30.798000,L5,360.19,346.05,347.76,350.45,345.67,343.21,345.84,359.57,343.16
2006-05-17 22:03:57.969000,L5,324.74,295.45,311.34,311.41,317.92,318.55,316.25,300.22,308.23
2006-07-04 22:04:41.660000,L5,,,286.09,293.73,297.22,299.00,294.01,276.85,280.10
2006-11-25 22:06:19.953000,L5,274.85,254.43,257.25,274.93,279.27,276.09,277.25,270.23,280.77
2008-02-16 22:02:22.163000,L5,341.98,314.44,316.22,317.06,320.55,326.98,319.65,315.12,321.47
2011-03-12 22:01:43.554000,L5,334.36,315.19,318.71,320.85,326.43,328.33,321.99,314.19,317.22
2011-09-04 22:00:27.603000,L5,334.62,313.43,311.39,276.79,319.40,297.96,324.28,317.08,328.06
2013-05-20 22:13:50.559000,L8,326.73,290.48,311.42,314.65,320.21,322.62,323.22,315.59,327.51
2013-06-05 22:13:51.261000,L8,327.49,291.90,305.24,308.98,315.02,315.55,315.30,312.57,321.83
2013-06-21 22:13:43.313000,L8,327.83,287.75,307.01,312.35,316.12,316.37,319.59,311.78,321.41
2013-07-07 22:13:24.262000,L8,,,,,,301.78,304.82,291.63,311.94
2013-07-07 22:13:48.209000,L8,,287.79,307.92,307.36,301.84,312.52,308.02,297.40,314.51
2013-08-08 22:13:49.700000,L8,,,293.67,296.30,301.33,302.04,302.81,276.33,309.28
2013-09-09 22:13:25.749000,L8,321.86,301.63,311.66,322.56,357.68,323.22,318.00,312.71,317.05
2013-09-09 22:13:49.699000,L8,320.26,306.14,323.09,328.35,368.95,332.73,322.32,317.88,319.37
2013-09-25 22:13:17.289000,L8,327.31,312.00,361.06,335.89,331.58,336.54,335.59,357.24,341.08
2013-09-25 22:13:41.239000,L8,327.74,312.13,360.27,336.02,332.24,338.06,336.44,358.47,341.52
2013-10-27 22:13:07.896000,L8,299.80,295.29,301.28,305.83,308.55,310.44,308.71,300.77,315.96
2013-10-27 22:13:31.854000,L8,299.54,293.85,300.63,304.15,307.97,308.88,307.79,298.64,315.36
2013-11-12 22:13:08.247000,L8,336.23,312.41,316.99,318.75,319.41,318.93,316.60,313.69,320.58
2013-11-12 22:13:32.202000,L8,309.87,297.43,303.34,304.77,306.48,306.63,306.03,296.49,314.00
2013-11-28 22:13:02.012000,L8,300.62,293.22,297.16,299.14,302.39,304.13,304.37,290.10,312.98
2013-11-28 22:13:25.971000,L8,328.10,308.55,314.66,315.29,319.34,324.09,327.30,313.87,320.87
2013-12-14 22:12:57.636000,L8,306.20,296.22,304.13,307.44,310.88,315.67,308.94,305.26,318.32
2013-12-14 22:13:21.591000,L8,304.12,295.41,303.39,306.67,309.40,313.24,307.99,303.87,317.65
2013-12-30 22:12:49.393000,L8,297.52,284.05,285.77,289.58,299.30,293.03,286.56,,
2013-12-30 22:13:13.343000,L8,321.11,295.89,305.24,307.98,315.19,314.65,308.39,299.20,314.23
2014-01-15 22:12:33.689000,L8,303.40,293.28,300.36,302.97,305.12,309.18,306.08,300.02,309.93
2014-01-31 22:12:28.855000,L8,329.54,327.11,331.84,330.52,326.39,341.36,330.47,363.24,334.30
2014-01-31 22:12:52.806000,L8,321.17,307.38,307.32,310.39,313.55,317.16,312.36,312.22,319.77
2014-02-16 22:12:38.819000,L8,317.33,296.43,303.46,306.12,309.93,314.63,314.03,308.21,319.37
2014-03-04 22:11:59.077000,L8,,229.27,259.14,278.68,291.29,295.91,295.61,248.20,
2014-03-20 22:11:49.843000,L8,,231.67,262.22,269.72,269.78,280.57,280.05,,
2014-03-20 22:12:13.789000,L8,298.28,249.25,267.90,277.66,279.82,289.70,284.79,249.00,285.98
2014-04-05 22:11:34.747000,L8,327.02,333.28,330.16,340.94,329.31,335.24,326.94,358.76,332.40
2014-04-05 22:11:58.702000,L8,326.13,332.44,329.74,340.50,328.77,334.27,326.29,332.45,329.58
2014-04-21 22:11:18.224000,L8,,,,,,,,385.27,372.39
2014-04-21 22:11:42.175000,L8,322.01,292.98,306.73,307.70,308.73,311.57,305.87,303.79,311.70
2014-05-23 22:11:18.694000,L8,325.03,286.35,304.99,305.05,308.64,316.61,311.97,303.13,318.05
2014-07-26 22:11:19.207000,L8,319.95,285.09,302.55,302.07,307.43,312.75,312.59,313.08,319.21
2014-07-26 22:11:43.162000,L8,331.80,295.25,313.56,308.90,318.43,322.02,327.31,338.20,328.34
2014-08-11 22:11:51.972000,L8,,,285.39,288.79,296.31,293.80,291.84,,
2014-10-14 22:11:38.746000,L8,307.00,297.42,304.61,306.94,309.88,321.22,310.34,305.36,315.55
2014-10-30 22:11:34.905000,L8,347.93,349.07,327.99,357.71,357.87,357.23,339.31,,
2014-10-30 22:11:58.859000,L8,,285.56,287.18,289.13,284.01,293.04,300.44,266.63,286.80
2014-12-01 22:11:36.363000,L8,305.91,299.23,304.51,305.48,309.58,317.32,311.49,306.40,316.97
2014-12-01 22:12:00.318000,L8,306.15,298.03,302.57,303.75,308.63,315.85,309.42,303.18,315.13
2015-01-02 22:11:27.004000,L8,,261.08,273.35,280.60,286.07,288.91,284.67,,
2015-01-02 22:11:50.958000,L8,,262.67,275.32,281.84,287.57,290.69,285.78,240.45,
2015-01-18 22:11:24.746000,L8,330.21,305.82,309.46,328.37,325.49,312.50,,,
2015-01-18 22:11:48.696000,L8,330.99,306.29,309.54,328.15,325.75,312.56,,,
2015-03-07 22:11:06.255000,L8,342.05,304.53,310.86,314.38,317.88,320.59,319.34,319.62,319.62
2015-03-07 22:11:30.209000,L8,365.08,349.13,337.78,358.04,355.68,359.12,353.11,371.33,356.52
2015-04-24 22:10:44.446000,L8,325.45,312.00,327.37,333.60,334.65,341.93,328.31,368.59,324.65
2015-04-24 22:11:08.401000,L8,327.06,316.15,330.29,336.38,337.27,343.87,330.45,371.11,326.30
2015-05-10 22:10:28.533000,L8,324.29,295.56,311.76,313.34,321.44,323.77,319.01,314.73,322.75
2015-05-10 22:10:52.487000,L8,325.43,294.57,311.60,313.18,320.61,322.82,318.85,313.74,321.83
2015-06-11 22:10:40.593000,L8,330.56,293.88,312.45,317.06,331.48,333.32,322.61,312.26,326.25
2015-06-27 22:10:46.339000,L8,331.95,292.86,323.51,318.41,321.36,333.36,323.60,314.83,327.72
2015-06-27 22:11:10.298000,L8,329.78,287.23,306.56,309.71,316.19,324.22,317.20,310.06,321.98
2015-07-29 22:11:01.897000,L8,325.52,289.78,308.19,312.91,321.36,325.93,316.56,309.10,322.23
2015-07-29 22:11:25.856000,L8,324.32,287.21,306.03,310.00,309.62,319.51,312.60,303.03,319.89
2015-12-20 22:11:33.546000,L8,307.52,295.34,301.27,304.87,307.51,313.26,306.62,303.78,315.67
2015-12-20 22:11:57.501000,L8,301.59,290.49,293.77,298.17,300.31,301.89,299.85,297.63,311.21
2016-02-22 22:11:18.630000,L8,325.75,295.81,307.20,306.04,311.01,314.37,308.75,304.64,318.41
2016-02-22 22:11:42.580000,L8,327.04,296.08,307.43,306.13,311.26,314.37,308.85,303.67,318.07
2016-03-09 22:11:16.948000,L8,320.49,300.96,308.78,313.37,316.21,320.47,321.59,315.43,320.67
2016-03-09 22:11:40.902000,L8,321.05,302.41,309.72,314.40,317.05,321.11,322.85,317.00,321.32
2016-04-26 22:11:21.230000,L8,317.20,263.58,297.02,297.23,303.11,307.50,302.71,295.45,309.94
2016-05-12 22:10:56.720000,L8,330.67,299.45,308.92,317.13,318.61,327.31,326.54,336.21,326.20
2016-05-12 22:11:20.683000,L8,331.98,298.95,308.56,317.06,317.72,326.43,325.50,334.92,324.04
2016-06-13 22:11:06.720000,L8,,,289.02,296.49,300.51,304.91,303.20,295.80,313.91
2016-06-13 22:11:30.674000,L8,,,293.16,298.26,302.76,307.16,305.50,298.86,315.19
2016-06-29 22:11:15.136000,L8,300.33,228.26,299.60,300.85,302.78,307.91,305.81,266.59,311.04
2016-06-29 22:11:39.087000,L8,300.60,228.93,298.89,300.03,301.86,306.43,305.16,272.29,310.32
2016-07-15 22:11:22.376000,L8,332.20,340.27,322.12,342.47,324.30,339.02,340.67,336.09,327.79
2016-07-15 22:11:46.335000,L8,327.20,331.86,306.52,306.23,308.55,315.17,312.58,301.38,318.81
2016-08-16 22:11:29.744000,L8,323.03,292.47,304.14,306.88,308.68,314.42,311.72,299.39,315.71
2016-08-16 22:11:53.694000,L8,323.78,292.78,304.13,306.98,308.54,314.29,311.98,299.54,315.43
2016-11-04 22:12:09.415000,L8,,246.18,256.63,287.05,293.30,300.14,295.82,235.19,
2016-11-20 22:11:45.458000,L8,356.66,346.06,350.21,357.47,355.32,354.23,339.76,362.40,332.37
2016-11-20 22:12:09.409000,L8,303.40,301.25,306.29,309.22,312.98,316.81,317.50,309.06,317.68
2017-07-18 22:11:40.412000,L8,318.06,262.15,295.54,299.22,304.44,305.65,297.91,,
2017-08-19 22:11:29.174000,L8,318.00,295.62,306.39,309.71,316.70,320.11,317.40,311.79,320.55
2017-08-19 22:11:53.133000,L8,327.09,294.66,306.93,309.90,316.78,319.81,317.73,311.15,319.43
2017-09-04 22:11:31.619000,L8,323.56,298.01,308.38,318.23,319.58,326.65,319.79,320.17,323.11
2017-09-04 22:11:55.578000,L8,323.52,296.62,307.34,311.89,315.89,323.95,317.60,312.01,321.35
2018-01-10 22:11:30.163000,L8,302.24,290.25,297.82,299.66,304.19,305.40,303.25,297.72,313.11
2018-01-10 22:11:54.118000,L8,302.52,290.30,297.99,299.68,304.34,305.55,303.42,297.36,313.00
2018-01-26 22:11:21.264000,L8,304.17,293.82,302.96,305.85,307.85,310.64,307.25,303.06,317.05
2018-01-26 22:11:45.215000,L8,305.45,294.63,304.01,307.12,308.94,312.78,308.30,305.38,318.33
2018-04-16 22:10:42.721000,L8,335.95,292.75,303.31,308.46,311.71,315.49,313.12,311.01,320.48
2018-04-16 22:11:06.667000,L8,338.43,293.81,304.45,309.50,314.07,316.79,315.72,311.74,321.80
2018-05-02 22:10:33.919000,L8,,,,,324.66,307.27,309.47,299.61,316.06
2018-05-02 22:10:57.873000,L8,,,,,320.89,300.10,307.88,299.23,315.30
2018-05-18 22:10:23.040000,L8,325.04,287.10,305.09,308.44,312.62,314.80,314.70,311.27,317.91
2018-07-05 22:10:30.841000,L8,330.50,296.28,321.70,327.82,339.90,336.93,334.14,326.18,323.55
2018-07-05 22:10:54.795000,L8,330.53,294.37,311.97,322.27,333.33,332.83,330.97,324.56,320.77
2018-08-06 22:10:46.333000,L8,346.58,349.93,342.77,346.92,339.57,340.65,344.15,,
2018-08-06 22:11:10.291000,L8,333.82,296.64,316.77,320.36,322.39,326.80,322.13,319.12,323.13
2018-09-07 22:11:00.442000,L8,330.39,299.44,312.78,314.45,324.89,324.52,320.66,311.16,320.19
2018-09-07 22:11:24.397000,L8,333.61,298.57,315.48,318.37,327.06,325.65,321.32,311.85,320.19
2018-10-09 22:11:13.339000,L8,299.04,285.76,287.70,293.42,295.67,299.88,300.05,251.65,
2019-02-14 22:11:09.519000,L8,321.35,296.98,307.19,309.51,316.18,312.50,326.94,310.52,319.19
2019-02-14 22:11:33.473000,L8,316.89,296.38,306.50,308.64,314.95,310.28,308.40,309.91,318.69
2019-03-02 22:11:05.349000,L8,323.76,295.69,302.79,301.71,306.65,311.23,308.78,302.58,314.42
2019-03-02 22:11:29.304000,L8,329.70,300.24,309.20,305.99,309.59,315.16,314.75,311.01,316.89
2019-05-21 22:11:27.314000,L8,328.02,293.33,319.34,323.60,321.45,328.39,329.87,323.59,322.73
2019-06-06 22:11:11.322000,L8,,,267.57,267.52,286.31,299.35,300.30,266.73,
2019-06-06 22:11:35.277000,L8,,,265.11,265.58,283.95,296.40,299.35,265.79,
2019-06-22 22:11:17.033000,L8,326.35,287.82,310.41,311.60,316.89,321.90,320.71,315.28,322.74
2019-06-22 22:11:40.996000,L8,326.98,287.02,309.34,310.86,316.35,321.35,320.34,314.63,322.02
2019-07-08 22:11:44.725000,L8,326.31,287.84,304.10,309.67,311.61,315.52,317.84,311.21,318.56
2019-07-24 22:11:25.033000,L8,,,291.21,291.59,297.04,297.58,297.54,248.23,
2019-07-24 22:11:48.987000,L8,,,286.03,285.87,294.43,294.35,295.33,,
2019-08-09 22:11:31.395000,L8,324.67,294.03,308.24,308.96,315.58,317.79,320.00,306.56,319.02
2019-08-09 22:11:55.358000,L8,324.84,292.46,307.30,308.25,313.91,316.70,318.06,304.25,318.19
2019-08-25 22:11:35.797000,L8,,271.26,294.58,288.83,300.57,302.71,304.17,286.79,266.34
2019-09-10 22:11:39.873000,L8,332.99,346.55,318.65,324.33,325.79,332.79,332.51,,
2019-09-26 22:11:45.238000,L8,309.78,294.47,302.31,304.61,309.33,313.11,308.78,301.99,316.56
2019-11-29 22:11:44.191000,L8,307.60,305.53,310.12,310.85,315.56,316.23,318.87,314.20,322.31
2019-12-31 22:11:38.231000,L8,318.81,307.53,304.26,308.51,313.99,317.08,324.49,312.38,317.93
2020-01-16 22:11:35.087000,L8,323.28,302.76,304.73,307.89,316.26,315.84,316.33,313.75,321.36
2020-01-16 22:11:59.041000,L8,322.80,302.08,304.25,307.51,315.25,315.02,315.33,313.23,320.71
2020-02-01 22:11:29.826000,L8,334.21,335.04,314.44,320.33,322.93,341.90,335.62,362.22,326.43
2020-02-01 22:11:53.781000,L8,332.76,307.01,311.47,318.08,321.18,340.00,332.90,358.29,324.39
2020-04-21 22:10:57.868000,L8,325.63,296.87,313.06,312.47,315.32,319.28,320.98,317.37,322.88
2020-04-21 22:11:21.823000,L8,330.57,307.33,323.41,320.42,322.50,325.52,328.04,349.88,328.07
2020-05-07 22:11:12.613000,L8,322.23,292.96,306.23,313.75,314.07,315.41,314.47,311.82,321.12
2020-06-08 22:11:00.065000,L8,317.33,234.54,299.50,302.82,307.23,311.05,310.47,296.87,316.59
2020-06-08 22:11:24.028000,L8,317.67,234.22,298.71,301.85,305.79,309.96,308.69,295.24,314.60
