dates,nzd0043-0000,nzd0043-0001,nzd0043-0002,nzd0043-0003,nzd0043-0004,nzd0043-0005,nzd0043-0006,nzd0043-0007,nzd0043-0008,nzd0043-0009,nzd0043-0010,nzd0043-0011,nzd0043-0012,nzd0043-0013,satname
1999-08-17 22:10:26+00:00,218.96,216.81,,,306.44,,,,,301.39,,,,,L7
1999-11-14 22:04:18+00:00,218.96,216.81,,,306.44,,,,,312.43,,287.88,305.46,,L7
2000-02-09 22:10:19+00:00,218.96,216.81,,,306.44,,,317.3,,312.43,,287.88,305.46,,L7
2000-04-29 22:09:53+00:00,236.91,255.9,,,299.64,282.13,298.55,303.51,,313.88,,287.88,305.46,,L7
2000-05-24 22:03:22+00:00,254.325,255.9,318.37,300.56,303.38,291.995,302.07,304.6566666666667,301.69,315.37,312.12,291.13,284.45,,L7
2000-08-03 22:08:44+00:00,245.97,255.9,318.37,305.8,305.66333333333336,297.17,302.52,303.4875,295.73,311.93666666666667,294.65999999999997,291.13,248.825,247.05,L7
2000-08-12 22:02:30+00:00,240.46249999999998,245.48000000000002,320.985,303.91333333333336,302.6075,297.185,301.7675,297.79,295.30333333333334,311.99,277.68666666666667,291.13,234.43999999999997,247.5,L7
2000-08-19 22:08:38+00:00,237.908,239.95666666666668,316.13000000000005,294.3225,302.6075,295.556,301.7675,296.30600000000004,291.3825,311.99,277.68666666666667,291.13,228.07,245.83,L7
2000-09-04 22:08:22+00:00,237.908,239.95666666666668,316.13000000000005,296.954,304.088,296.2683333333334,301.568,296.87166666666667,290.57,311.2,278.13,291.13,234.32799999999997,247.19,L7
2001-03-24 22:01:35+00:00,,,,,,,317.86,315.44,299.87,,308.84,289.02,294.72,,L7
2001-06-03 22:07:16+00:00,,,,,313.34,309.84,312.615,313.71500000000003,297.49,314.65,303.49,281.395,282.97,252.85,L7
2001-06-19 22:07:05+00:00,221.19,,319.81,323.75,312.13,308.475,311.44,310.10999999999996,295.3533333333333,313.86,301.9866666666667,273.76666666666665,281.20000000000005,252.85,L7
2001-08-15 22:00:14+00:00,221.19,,319.81,323.75,312.13,308.475,311.44,310.10999999999996,295.3533333333333,313.86,301.9866666666667,273.76666666666665,275.795,252.85,L7
2001-09-07 22:06:11+00:00,221.19,,319.81,326.635,316.66,308.6166666666666,311.9875,308.09749999999997,291.8875,309.83666666666664,295.2675,265.8025,275.795,252.85,L7
2001-10-02 21:59:40+00:00,218.92000000000002,188.45,319.81,311.6433333333334,316.66,302.99,302.9625,305.6499999999999,289.22666666666663,308.34749999999997,279.4275,261.4625,257.5425,255.91000000000003,L7
2001-11-03 21:59:47+00:00,218.92000000000002,188.45,302.15,305.575,316.66,301.418,300.318,305.6499999999999,288.8925,308.986,274.53200000000004,265.498,257.5425,263.1766666666667,L7
2001-12-12 22:06:14+00:00,225.24,201.625,302.15,305.575,318.32000000000005,299.3125,298.55499999999995,302.4799999999999,286.82,307.57000000000005,268.63,263.43,252.98333333333335,268.34,L7
2001-12-28 22:06:14+00:00,227.26500000000001,201.625,288.885,298.72249999999997,317.15,295.135,296.3275,300.78,285.3066666666667,307.3775,263.2525,263.21000000000004,240.645,276.1466666666667,L7
2002-01-22 22:00:16+00:00,254.3766666666667,217.70666666666668,285.43,293.348,317.15,293.614,288.302,291.24333333333334,285.3066666666667,308.988,271.854,263.21000000000004,238.26,280.5475,L7
2002-02-14 22:06:29+00:00,254.3766666666667,217.70666666666668,285.43,293.348,317.15,293.614,288.302,291.24333333333334,285.3066666666667,308.988,271.854,263.21000000000004,227.6,286.634,L7
2002-02-23 22:00:19+00:00,268.3325,225.35500000000002,283.425,292.01500000000004,297.37,293.614,288.93,289.725,284.9425,310.61333333333334,273.785,268.674,227.6,287.2033333333333,L7
2002-03-27 22:00:13+00:00,268.3325,231.03400000000002,281.83000000000004,284.514,283.195,288.746,284.5833333333333,285.6133333333334,286.0933333333333,313.365,275.98333333333335,277.282,222.62,281.18142857142857,L7
