dates,nzd0251-0000,nzd0251-0001,nzd0251-0002,nzd0251-0003,nzd0251-0004,nzd0251-0005,nzd0251-0006,nzd0251-0007,nzd0251-0008,nzd0251-0009,nzd0251-0010,nzd0251-0011,nzd0251-0012,nzd0251-0013,nzd0251-0014,nzd0251-0015,nzd0251-0016,nzd0251-0017,nzd0251-0018,nzd0251-0019,nzd0251-0020,nzd0251-0021,nzd0251-0022,nzd0251-0023,nzd0251-0024,nzd0251-0025,nzd0251-0026,nzd0251-0027,nzd0251-0028,nzd0251-0029,nzd0251-0030,nzd0251-0031,nzd0251-0032,nzd0251-0033,nzd0251-0034,nzd0251-0035,nzd0251-0036,nzd0251-0037,satname
1999-08-21 21:46:33+00:00,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,,321.22,,,,,,L7
1999-09-06 21:46:35+00:00,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,,321.22,294.1,,,,,L7
2000-02-13 21:46:48+00:00,230.35,,,,230.98,,230.94,214.22,210.23,279.93,302.47,301.27,302.06,,274.36,,,,,,,,,,,301.81,281.88,296.71,298.8,280.22,263.81,297.16,322.105,310.755,312.54,316.82,,276.05,L7
2000-04-01 21:46:10+00:00,230.35,,262.7,261.85,246.74,276.99,249.125,227.25,225.07999999999998,274.315,314.98,314.695,316.88,,279.5,,299.0,303.34,292.01,302.93,,,,314.69,326.07,313.01,286.46500000000003,296.71,300.445,278.21000000000004,270.91999999999996,288.08500000000004,303.815,321.34000000000003,304.99,307.54499999999996,276.03,283.34000000000003,L7
2000-05-19 21:45:43+00:00,230.35,263.48,271.08500000000004,261.85,259.13000000000005,281.89,264.79333333333335,238.21333333333334,235.05666666666664,274.315,314.98,314.695,316.88,,271.74333333333334,311.76,307.70500000000004,311.53999999999996,305.54999999999995,311.96000000000004,332.79,348.92,353.88,331.615,331.9,313.01,294.33,296.71,300.445,278.21000000000004,279.4633333333333,290.71333333333337,309.6766666666667,323.05,307.38000000000005,308.8233333333333,276.03,287.12666666666667,L7
2000-08-07 21:44:45+00:00,231.88,263.48,271.08500000000004,261.85,259.13000000000005,285.3533333333333,271.6125,241.3025,241.4275,280.70666666666665,323.51666666666665,320.03,323.56666666666666,327.64,278.5375,305.5,308.1933333333333,311.23,310.64666666666665,317.1066666666666,333.935,347.05,351.925,333.61,334.2366666666667,317.7233333333333,300.4225,300.505,294.74333333333334,278.21000000000004,280.77,290.5575,310.5675,321.725,306.015,307.5225,283.72,284.855,L7
2000-11-27 21:44:26+00:00,233.41,258.91,250.11,251.41,262.56,285.065,279.435,246.14999999999998,242.94500000000005,288.57500000000005,334.22,329.825,329.675,321.41499999999996,292.0,299.24,309.17,310.61,320.84,327.4,335.08,345.18,349.97,337.6,338.91,327.15,318.7,304.3,283.34,,284.69,290.09,310.53499999999997,314.55,295.83500000000004,300.01,289.905,277.745,L7
2001-04-04 21:44:06+00:00,,258.91,263.8,262.63,270.31,278.86,271.22,247.155,237.54500000000002,283.66,327.85,328.95,322.41,315.19,285.08,,,307.38,,,302.3,,,299.31,,,,307.54,,,290.05,283.87,307.83,311.35,303.84000000000003,295.875,286.1,277.93,L7
2001-04-20 21:43:46+00:00,,258.91,264.74,267.1566666666667,275.79,283.3866666666667,277.75666666666666,250.70333333333335,243.20666666666668,288.16,334.565,335.31,329.08000000000004,321.46500000000003,282.575,307.02,313.03,311.9,,,305.02,,,287.985,,,,308.675,,290.5,286.03,288.96500000000003,317.7,316.87,306.59,296.2266666666667,286.62,281.1366666666667,L7
2001-07-25 21:43:18+00:00,,,272.055,275.03000000000003,282.405,291.52666666666664,287.55333333333334,273.71666666666664,267.92,299.135,347.23,345.11,342.71500000000003,331.08500000000004,306.265,312.25,315.74,315.47333333333336,329.53,323.57,314.9766666666667,353.71,359.51,287.985,351.63,333.77,309.63,306.99,304.46,295.76,285.93,291.40000000000003,328.77,337.305,315.01,302.7866666666667,290.4766666666667,285.52,L7
