dates,satname,nzd0251-0000,nzd0251-0001,nzd0251-0002,nzd0251-0003,nzd0251-0004,nzd0251-0005,nzd0251-0006,nzd0251-0007,nzd0251-0008,nzd0251-0009,nzd0251-0010,nzd0251-0011,nzd0251-0012,nzd0251-0013,nzd0251-0014,nzd0251-0015,nzd0251-0016,nzd0251-0017,nzd0251-0018,nzd0251-0019,nzd0251-0020,nzd0251-0021,nzd0251-0022,nzd0251-0023,nzd0251-0024,nzd0251-0025,nzd0251-0026,nzd0251-0027,nzd0251-0028,nzd0251-0029,nzd0251-0030,nzd0251-0031,nzd0251-0032,nzd0251-0033,nzd0251-0034,nzd0251-0035,nzd0251-0036,nzd0251-0037
1999-08-21 21:46:33.053000,L7,422.53,451.71,442.38,434.06,391.94,404.04,473.80,286.40,382.37,371.03,398.43,337.72,488.32,523.10,389.21,391.88,389.11,360.21,361.51,385.28,332.90,387.97,377.52,376.19,375.02,371.71,352.79,367.34,296.56,351.45,335.52,347.95,361.61,360.90,356.21,349.53,402.11,380.80
1999-09-06 21:46:35.553000,L7,277.90,261.65,259.88,262.44,268.73,281.65,261.10,237.49,239.91,278.00,231.54,261.22,236.47,245.20,281.79,278.62,300.87,307.83,293.53,298.01,301.83,337.32,339.43,324.53,324.44,310.96,291.74,303.55,259.99,294.00,271.71,246.58,256.43,265.50,413.55,423.43,481.50,514.23
1999-09-22 21:47:00.785000,L7,270.64,258.83,257.52,256.36,259.98,277.48,259.19,321.37,237.18,280.96,322.97,314.70,315.32,312.37,283.26,280.74,294.66,304.28,295.16,291.78,293.41,332.00,332.93,324.93,317.97,313.35,288.30,322.35,377.95,302.57,277.00,282.06,300.66,315.06,297.50,295.69,267.92,286.96
2000-02-13 21:46:48.016000,L7,,,,,,,,,,,285.60,275.75,260.00,,,,,,,,,,,272.38,262.87,292.18,263.01,232.04,203.22,,254.62,284.39,259.08,319.77,275.67,296.72,300.41,
2000-04-01 21:46:10.627000,L7,297.78,267.00,267.14,264.57,266.66,279.50,324.74,315.85,242.99,288.58,330.48,331.04,333.82,322.85,291.82,264.67,302.53,306.32,295.44,305.60,265.11,292.36,316.07,325.57,329.61,341.82,334.69,341.17,373.17,279.14,280.61,283.03,304.56,317.62,299.91,300.58,302.15,299.55
2000-04-01 21:46:34.573000,L7,297.64,266.97,267.05,263.86,265.23,278.73,292.29,314.18,242.88,288.71,330.37,331.01,333.87,322.80,291.93,264.78,302.59,306.29,294.59,305.65,266.75,292.35,341.36,325.75,329.33,341.36,334.62,321.29,356.92,278.91,280.70,283.36,304.79,317.53,299.88,300.61,302.21,299.85
2000-05-19 21:45:43.918000,L7,183.03,263.48,279.47,308.17,367.29,387.76,366.56,382.00,374.19,188.91,237.65,286.94,286.10,279.49,256.23,311.76,316.41,319.74,319.09,320.99,332.79,348.92,353.88,348.54,337.73,350.76,310.06,314.53,316.86,303.65,296.55,295.97,321.40,326.47,312.16,311.38,341.06,294.70
2000-05-19 21:46:07.873000,L7,183.00,263.49,279.40,307.72,283.76,286.76,295.92,259.86,255.00,299.17,341.31,337.90,336.49,324.99,364.68,311.69,316.26,319.75,319.16,321.77,332.21,348.80,352.35,348.99,337.81,350.69,312.14,314.43,317.58,302.94,296.43,295.05,322.04,327.25,312.19,312.37,338.71,294.63
2000-08-07 21:44:45.034000,L7,241.84,270.59,267.64,276.46,289.91,293.44,293.96,252.52,261.31,294.10,341.08,331.62,337.40,328.51,301.27,299.95,309.73,311.42,321.63,328.12,335.72,345.65,350.44,338.47,339.39,327.67,319.70,305.63,290.41,300.01,285.13,290.94,313.72,318.06,302.53,304.27,292.05,278.50
2000-08-07 21:45:08.975000,L7,226.14,269.84,267.08,275.29,289.38,293.10,289.38,250.74,260.62,293.48,339.83,330.99,337.11,325.17,288.46,298.99,308.87,310.43,320.20,327.43,335.00,343.26,349.71,337.60,338.84,326.08,318.64,304.12,281.14,299.18,283.74,289.14,313.26,317.57,301.87,303.72,289.45,278.76
