dates,satname,nzd0112-0000,nzd0112-0001,nzd0112-0002,nzd0112-0003,nzd0112-0004,nzd0112-0005,nzd0112-0006,nzd0112-0007,nzd0112-0008,nzd0112-0009,nzd0112-0010,nzd0112-0011,nzd0112-0012,nzd0112-0013,nzd0112-0014,nzd0112-0015,nzd0112-0016,nzd0112-0017,nzd0112-0018,nzd0112-0019
2018-08-06 22:11:10.291000,L8,333.43,302.55,295.26,286.46,292.35,276.23,279.11,274.97,271.77,272.08,284.70,294.65,313.77,,,,,,,
2018-09-07 22:11:24.397000,L8,,300.09,293.79,292.38,300.22,282.65,285.35,284.56,278.06,275.78,281.85,287.41,316.22,,,,,,,
2018-10-02 22:05:23.291000,L8,339.92,300.46,296.87,297.34,302.38,285.80,287.45,283.03,278.56,281.10,287.57,289.09,314.91,285.61,,295.97,321.95,292.56,273.86,280.29
2018-10-18 22:05:29.751000,L8,348.31,304.59,298.54,297.13,306.13,286.01,289.87,287.20,280.60,276.80,280.74,279.84,307.84,,,,,,68.80,116.47
2018-11-03 22:05:33.462000,L8,347.69,303.86,301.53,296.12,305.94,290.72,290.82,284.63,284.87,279.41,285.07,286.21,307.11,,,,,,66.11,272.34
2019-02-14 22:11:33.473000,L8,317.99,288.29,285.71,286.28,292.00,268.15,272.11,268.04,268.87,269.18,,,,,,,,,,
2019-03-02 22:11:29.304000,L8,309.53,283.54,288.65,285.47,293.04,271.81,275.05,269.03,269.60,268.35,,,,,,,,,,
2019-04-19 22:11:14.619000,L8,308.45,284.22,288.39,283.88,289.80,266.30,272.85,267.60,268.38,268.70,273.36,278.95,303.61,,,,,,,
2019-04-28 22:05:02.570000,L8,318.18,292.92,290.46,285.96,292.83,267.86,276.67,272.41,272.72,271.59,278.30,283.02,303.63,,,,,,,
2019-07-08 22:11:44.725000,L8,294.72,266.54,273.23,269.44,,,,,,,,,,,,,,,,
2019-07-17 22:05:35.131000,L8,333.41,305.65,297.92,287.00,301.91,274.35,279.02,276.70,276.30,276.00,284.41,295.79,314.38,,,,,,,
2019-07-24 22:11:48.987000,L8,365.48,350.14,343.45,334.81,333.23,288.80,323.64,324.22,322.92,322.60,321.78,315.21,325.30,328.26,330.65,331.68,328.05,327.96,66.38,312.81
2019-08-02 22:05:42.028000,L8,367.99,347.44,347.54,340.35,339.65,333.56,330.10,328.33,319.50,320.70,329.66,323.46,333.45,332.96,332.40,332.57,339.14,334.20,326.61,314.93
2019-08-09 22:11:55.358000,L8,292.43,257.18,267.06,262.15,,,,,,,,,,,,,,,,
2019-08-18 22:05:47.276000,L8,344.71,285.99,285.99,285.48,306.46,272.13,271.02,271.47,270.92,267.71,,,,,,,,,,
2019-11-06 22:06:00.727000,L8,305.19,280.23,282.45,277.16,296.58,,,,,,,,,,,,,,,
2020-01-16 22:11:59.041000,L8,313.11,287.53,287.74,284.77,291.01,276.86,272.82,271.04,265.80,268.01,,,,,,,,,,
2020-02-01 22:11:53.781000,L8,313.36,289.53,289.81,284.09,293.08,275.73,276.04,279.98,270.55,275.67,275.49,283.80,299.28,,,,,,,
2020-04-21 22:11:21.823000,L8,308.44,280.92,285.38,281.53,288.22,269.37,272.85,271.89,268.00,,,,,,,,,,,
2020-05-07 22:11:12.613000,L8,297.22,259.37,270.82,,,,,,,,,,,,,,,,,
2020-06-01 22:05:08.645000,L8,351.48,314.53,309.04,304.27,312.61,272.31,292.83,291.53,272.81,277.02,291.30,309.87,311.80,314.13,322.00,316.47,316.98,308.14,,
2020-06-08 22:11:24.028000,L8,,346.04,345.59,332.85,350.29,332.70,342.04,327.36,342.13,317.00,317.98,319.37,332.27,335.72,338.69,364.40,347.34,319.60,321.35,308.01
2020-07-26 22:11:44.648000,L8,346.15,309.03,301.83,299.27,309.08,276.03,294.18,289.02,288.47,287.23,290.01,290.89,323.71,300.00,,,,,,
2020-09-21 22:05:54.893000,L8,358.32,344.47,336.64,348.61,346.67,343.99,331.31,339.79,311.71,311.06,329.24,337.09,347.01,333.46,331.43,330.62,347.75,338.15,348.49,324.42
2020-10-14 22:12:09.092000,L8,360.19,297.20,294.74,295.60,,,,,,,,,,,,,,,,
2020-10-23 22:05:58.112000,L8,321.92,297.33,294.14,293.07,297.83,282.09,284.64,278.10,281.12,281.06,282.64,282.72,306.24,,,,,,,
2020-12-01 22:12:09.987000,L8,316.51,301.92,297.88,290.27,298.67,282.93,285.63,273.09,280.84,272.77,276.77,276.93,303.63,,,,,,,
2021-01-18 22:11:57.463000,L8,322.33,295.44,293.03,289.44,296.03,282.82,282.78,277.34,279.25,277.20,279.34,279.82,301.56,,,,,,,
2021-02-03 22:11:56.237000,L8,307.92,285.32,290.50,282.70,296.12,273.38,272.87,268.14,268.33,,,,,,,,,,,
2021-02-19 22:11:51.945000,L8,307.03,283.06,284.48,280.31,288.30,273.80,274.06,270.13,267.20,,,,,,,,,,,
2021-03-23 22:11:37.336000,L8,313.91,284.51,286.57,282.46,291.04,271.27,271.38,269.24,268.20,,,,,,,,,,,
2021-04-24 22:11:25.382000,L8,308.86,284.20,285.88,284.69,289.97,270.69,274.77,271.86,269.73,267.40,276.26,,,,,,,,,
2021-05-03 22:05:08.805000,L8,,,,,290.18,270.78,273.73,269.85,268.27,269.22,276.92,,,,,,,,,
2021-05-19 22:05:16.285000,L8,315.95,286.81,287.79,285.07,291.73,270.88,277.30,268.33,269.17,269.77,280.57,,,,,,,,,
2021-05-26 22:11:31.065000,L8,335.68,315.98,307.12,311.07,314.91,297.24,303.57,294.31,289.40,284.57,295.50,294.30,312.17,301.47,302.89,307.04,313.85,296.29,294.93,286.36
2021-06-11 22:11:38.046000,L8,320.53,296.21,295.95,288.66,299.28,265.88,270.04,268.37,268.36,265.99,,,,,,,,,,
2021-06-20 22:05:29.888000,L8,311.13,288.85,294.82,288.72,296.70,,,,,,,,,,,,,,,
2021-07-13 22:11:43.513000,L8,,,,,,,383.78,311.56,347.41,361.67,304.63,339.14,389.52,371.02,345.37,363.77,353.49,344.89,313.73,324.89
2021-08-07 22:05:44.439000,L8,356.22,312.57,304.12,301.20,308.90,297.65,295.14,289.15,285.37,286.43,284.71,291.96,326.50,,,,,,,
