dates,nzd0112-0000,nzd0112-0001,nzd0112-0002,nzd0112-0003,nzd0112-0004,nzd0112-0005,nzd0112-0006,nzd0112-0007,nzd0112-0008,nzd0112-0009,nzd0112-0010,nzd0112-0011,nzd0112-0012,nzd0112-0013,nzd0112-0014,nzd0112-0015,nzd0112-0016,nzd0112-0017,nzd0112-0018,nzd0112-0019,satname
1999-08-26 22:04:44+00:00,329.4,,,,,,,,,,,,,,,,,,,,L7
1999-09-27 22:04:48+00:00,329.4,,320.58,316.04,319.63,303.05,306.9,304.96,316.84,,321.95,330.89,346.02,344.91,,347.87,,344.85,,320.65,L7
1999-11-14 22:04:42+00:00,311.78499999999997,289.32,303.125,296.09000000000003,319.63,303.05,306.9,304.96,316.84,,321.95,330.89,346.02,344.91,,347.87,,344.85,,320.65,L7
2000-01-01 22:04:37+00:00,311.78499999999997,289.32,303.125,296.09000000000003,319.63,303.05,306.9,304.96,316.84,266.56,321.95,330.89,346.02,344.91,,347.87,,344.85,,320.65,L7
2000-12-11 21:56:00+00:00,,,,310.71,,280.34,281.92,281.08,285.16,283.59,291.05,290.93,,321.47,277.9,311.32,321.63,312.29,288.24,289.47,L7
2000-12-27 21:56:05+00:00,337.2,310.1,310.73,312.81,315.34,284.575,286.69,285.04999999999995,288.35,283.215,290.565,293.75,323.14,302.11,277.9,304.005,323.125,308.5,281.44,286.57500000000005,L7
2001-01-03 22:02:12+00:00,337.2,310.1,310.73,309.4533333333333,307.38,286.6166666666666,287.43333333333334,286.27,288.04333333333335,281.34666666666664,286.8633333333333,293.75,312.485,302.11,277.9,304.005,323.125,308.5,290.41333333333336,286.57500000000005,L7
2001-08-15 22:00:38+00:00,,,311.68,309.83,303.62,274.65,281.79,286.31,305.6,277.77,281.48,331.86,313.73,,,,,316.65,,,L7
2001-09-25 21:54:04+00:00,,,311.68,313.04999999999995,303.62,292.92499999999995,289.03499999999997,291.89,305.6,277.77,295.65,331.86,313.73,,311.19,,,320.465,,306.34,L7
2002-01-15 21:54:23+00:00,341.51,325.22,307.65,312.28666666666663,301.45,291.5233333333333,285.35999999999996,287.99333333333334,293.665,274.47,290.9766666666667,324.04,314.65999999999997,319.57,311.19,,,320.465,,296.875,L7
2002-01-22 22:00:40+00:00,338.28999999999996,325.22,307.65,309.85749999999996,301.04333333333335,290.1725,283.0175,286.76,288.75666666666666,274.88,290.9766666666667,324.04,314.65999999999997,319.57,327.21500000000003,,339.24,326.72999999999996,329.54,304.41,L7
2002-03-27 22:00:37+00:00,334.9733333333333,325.22,303.62,306.66499999999996,299.755,287.4200000000001,277.0,281.63,280.335,273.435,281.63,316.22,315.59,319.57,343.24,,339.24,339.26,329.54,303.44500000000005,L7
2002-04-28 22:00:38+00:00,334.65999999999997,314.405,300.47,301.66,292.27666666666664,287.4200000000001,277.0,281.63,280.335,273.435,281.63,316.22,315.59,319.57,343.24,,339.24,339.26,329.54,303.44500000000005,L7
2002-05-07 21:54:27+00:00,334.65999999999997,314.405,304.08666666666664,304.54,298.2825,294.0066666666667,288.73333333333335,287.6566666666667,285.55333333333334,277.7033333333333,281.63,315.70000000000005,315.59,319.57,343.24,,339.24,325.37,329.54,303.44500000000005,L7
2002-06-15 22:00:19+00:00,330.108,306.2133333333333,300.24,301.594,298.2825,294.0066666666667,288.73333333333335,287.6566666666667,285.55333333333334,277.7033333333333,281.63,315.70000000000005,315.59,319.57,343.24,,339.24,325.37,329.54,303.44500000000005,L7
2002-06-24 21:54:04+00:00,330.108,309.255,302.3,302.895,301.242,288.29,289.565,288.33000000000004,289.935,285.03499999999997,294.28999999999996,316.73333333333335,330.245,322.25,340.6,,340.655,321.66,314.58500000000004,308.35666666666674,L7
2002-07-17 22:00:08+00:00,327.2575,308.255,303.61,301.63166666666666,303.03200000000004,287.89,293.6625,291.9175,291.955,289.48249999999996,302.56,316.99,344.9,324.93,340.6,,340.655,321.66,314.58500000000004,318.83000000000004,L7
2002-08-11 21:53:48+00:00,324.65333333333336,308.255,303.61,301.44399999999996,303.7325,288.47999999999996,299.55333333333334,294.87000000000006,305.3275,294.07666666666665,302.56,324.0,344.9,324.93,337.96,,342.07,312.86,299.63,318.175,L7
2002-08-18 21:59:57+00:00,324.65333333333336,312.282,304.2,303.03166666666664,305.01599999999996,287.67499999999995,295.69,291.5675,302.88,295.65999999999997,300.97333333333336,315.5675,330.435,310.70500000000004,337.96,267.41,342.07,316.22,299.63,318.175,L7
2002-09-28 21:53:22+00:00,311.77,308.92333333333335,301.6014285714286,299.2142857142857,305.01599999999996,287.67499999999995,295.69,291.5675,302.88,295.65999999999997,300.97333333333336,315.5675,330.435,310.70500000000004,337.96,267.41,342.07,316.22,299.63,318.175,L7
2002-10-14 21:53:19+00:00,311.77,308.92333333333335,305.34250000000003,301.5175,310.495,287.67499999999995,300.744,291.5675,299.7816666666667,300.068,305.84000000000003,317.268,327.76,313.82,331.32,294.20500000000004,331.21500000000003,316.22,299.63,318.175,L7
2002-10-21 21:59:36+00:00,320.765,311.0585714285714,306.0444444444445,301.88111111111107,309.8457142857143,286.998,298.335,290.45,298.7757142857143,298.93666666666667,303.172,321.12,329.605,317.5025,333.8966666666667,306.51,331.0233333333333,314.49,299.63,316.4866666666667,L7
2002-12-24 22:00:09+00:00,327.5366666666667,314.464,307.38166666666666,302.15166666666664,310.852,284.895,296.4375,287.39666666666665,298.472,300.0875,302.2275,323.185,324.5066666666667,315.02666666666664,331.865,306.51,325.5,316.12,,315.64,L7
2003-01-18 21:54:06+00:00,331.37,311.48199999999997,305.925,301.6616666666667,303.15999999999997,284.1533333333333,297.1166666666666,283.81999999999994,300.6375,303.7966666666666,303.58000000000004,323.185,324.5066666666667,315.02666666666664,331.865,306.51,325.5,316.12,,315.64,L7
2003-01-25 22:00:18+00:00,333.97200000000004,308.875,304.59000000000003,300.40000000000003,301.9866666666666,283.02750000000003,297.1166666666666,283.81999999999994,300.6375,303.7966666666666,303.58000000000004,323.185,324.5066666666667,315.02666666666664,331.865,306.51,325.5,316.12,,315.64,L7
2003-07-21 21:42:09+00:00,341.43,299.085,295.49,296.66499999999996,293.93,275.755,272.75,267.5,278.48,271.6,,,,,,,,,,,L5
2003-08-06 21:42:27+00:00,342.125,307.87,299.86,300.13,293.675,272.81,273.47,267.48,276.82000000000005,272.41,281.95,295.76,326.77,301.24,,298.7,326.92,308.43,,286.75,L5
2003-08-13 21:48:45+00:00,342.125,307.87,289.74,287.08,293.675,272.81,273.47,267.48,276.82000000000005,272.41,281.95,295.76,326.77,301.24,,298.7,326.92,308.43,,286.75,L5
2003-09-07 21:43:00+00:00,341.1766666666667,308.1566666666667,293.3775,288.7825,292.30333333333334,269.49,273.47,267.48,276.82000000000005,272.41,281.95,295.76,326.77,301.24,,298.7,326.92,308.43,,286.75,L5
2003-09-14 21:49:18+00:00,330.605,300.115,289.592,284.768,292.30333333333334,269.49,273.47,267.48,276.82000000000005,272.41,281.95,295.76,326.77,301.24,,298.7,326.92,308.43,,286.75,L5
2003-10-25 21:43:40+00:00,330.605,300.115,297.53833333333336,284.768,292.30333333333334,269.49,285.66333333333336,280.87333333333333,286.47,282.65000000000003,297.23,300.775,326.40999999999997,313.84000000000003,325.88,310.49,330.005,316.885,316.4,298.70500000000004,L5
2003-11-17 21:50:09+00:00,330.936,301.548,298.0728571428571,286.44166666666666,286.01,269.49,285.66333333333336,280.87333333333333,286.47,282.65000000000003,297.23,300.775,326.40999999999997,313.84000000000003,325.88,310.49,330.005,316.885,316.4,298.70500000000004,L5
2003-12-12 21:44:10+00:00,322.5566666666667,295.32166666666666,294.62125,283.9114285714286,286.01,269.49,285.66333333333336,280.87333333333333,286.47,282.65000000000003,297.23,300.775,326.40999999999997,313.84000000000003,325.88,310.49,330.005,316.885,316.4,298.70500000000004,L5
2004-03-01 21:44:38+00:00,310.67199999999997,285.712,294.08,277.962,278.34499999999997,262.85,310.05,307.66,305.77,303.13,312.51,305.79,326.05,326.44,325.88,322.28,333.09,325.34,316.4,310.66,L5
2004-04-18 21:45:25+00:00,312.93,286.4175,296.954,282.39000000000004,281.71500000000003,276.78,292.345,288.515,290.92499999999995,290.25,297.79499999999996,298.11,320.275,305.28499999999997,325.88,322.28,333.09,325.34,316.4,310.66,L5
2004-05-04 21:45:52+00:00,312.22799999999995,286.596,287.272,281.572,276.3233333333333,276.78,274.64,269.37,276.08,277.37,283.08,290.43,314.5,284.13,,,,,,,L5
2004-05-20 21:46:20+00:00,310.32399999999996,282.744,285.072,279.68600000000004,278.3666666666667,276.78,274.64,269.37,276.08,277.37,283.08,290.43,314.5,284.13,,,,,,,L5
2004-06-05 21:46:48+00:00,316.67833333333334,289.82166666666666,291.9083333333333,286.0133333333334,289.5475,276.78,292.145,287.3,288.49,290.13,296.975,301.67,321.69,300.53,321.07,320.88,330.63,315.49,302.11,297.95,L5
2004-07-23 21:48:09+00:00,326.33166666666665,296.6116666666666,296.79499999999996,290.79333333333335,289.724,274.2,286.08,279.67333333333335,283.14,283.1566666666667,296.975,301.67,321.69,300.53,321.07,320.88,330.63,315.49,302.11,297.95,L5
2004-07-30 21:54:28+00:00,327.97428571428566,297.22999999999996,297.09714285714284,290.60714285714283,289.61333333333334,272.51,286.08,275.1975,280.57,279.645,291.1133333333333,296.76,320.28,292.84,321.07,320.88,330.63,315.49,302.11,297.95,L5
2004-08-08 21:48:26+00:00,329.4375,298.62,297.44624999999996,291.42125,290.07142857142856,272.705,282.45,272.76800000000003,279.038,277.442,291.1133333333333,296.76,320.28,292.84,321.07,320.88,330.63,315.49,302.11,297.95,L5
2004-09-25 21:49:43+00:00,333.76,303.175,300.4525,295.4625,290.41375,272.446,279.38199999999995,272.76800000000003,279.038,277.442,291.1133333333333,296.76,320.28,292.84,321.07,320.88,330.63,315.49,302.11,297.95,L5
2004-11-03 21:56:42+00:00,337.355,300.9185714285714,298.8585714285714,292.56428571428575,293.5783333333333,271.3625,280.5675,273.61750000000006,279.77750000000003,277.46000000000004,295.13,299.92499999999995,323.16999999999996,297.195,321.07,320.88,330.63,315.49,302.11,297.95,L5
