dates,nzd0101-0000,nzd0101-0001,nzd0101-0002,nzd0101-0003,nzd0101-0004,nzd0101-0005,nzd0101-0006,nzd0101-0007,nzd0101-0011,nzd0101-0012,nzd0101-0013,nzd0101-0061,nzd0101-0062,nzd0101-0077,nzd0101-0078,nzd0101-0079,nzd0101-0080,nzd0101-0082,nzd0101-0083,nzd0101-0084,nzd0101-0091,nzd0101-0092,nzd0101-0093,nzd0101-0094,nzd0101-0100,nzd0101-0101,nzd0101-0102,nzd0101-0103,nzd0101-0104,nzd0101-0105,nzd0101-0106,nzd0101-0107,nzd0101-0121,nzd0101-0122,nzd0101-0123,nzd0101-0124,nzd0101-0125,nzd0101-0126,nzd0101-0127,nzd0101-0128,nzd0101-0133,nzd0101-0134,nzd0101-0135,nzd0101-0136,nzd0101-0137,nzd0101-0138,nzd0101-0139,nzd0101-0140,nzd0101-0141,nzd0101-0142,nzd0101-0143,nzd0101-0178,nzd0101-0179,nzd0101-0015,nzd0101-0016,nzd0101-0017,nzd0101-0018,nzd0101-0019,nzd0101-0020,nzd0101-0021,nzd0101-0022,nzd0101-0023,nzd0101-0024,nzd0101-0025,nzd0101-0026,nzd0101-0027,nzd0101-0028,nzd0101-0029,nzd0101-0030,nzd0101-0031,nzd0101-0032,nzd0101-0033,nzd0101-0034,nzd0101-0035,nzd0101-0039,nzd0101-0040,nzd0101-0041,nzd0101-0042,nzd0101-0043,nzd0101-0044,nzd0101-0045,nzd0101-0046,nzd0101-0047,nzd0101-0048,nzd0101-0049,nzd0101-0050,nzd0101-0051,nzd0101-0052,nzd0101-0055,nzd0101-0056,nzd0101-0057,nzd0101-0063,nzd0101-0064,nzd0101-0081,nzd0101-0085,nzd0101-0086,nzd0101-0087,nzd0101-0088,nzd0101-0089,nzd0101-0090,nzd0101-0108,nzd0101-0109,nzd0101-0110,nzd0101-0111,nzd0101-0112,nzd0101-0113,nzd0101-0114,nzd0101-0115,nzd0101-0116,nzd0101-0117,nzd0101-0118,nzd0101-0119,nzd0101-0120,nzd0101-0129,nzd0101-0130,nzd0101-0131,nzd0101-0132,nzd0101-0144,nzd0101-0145,nzd0101-0146,nzd0101-0147,nzd0101-0148,nzd0101-0174,nzd0101-0175,nzd0101-0176,nzd0101-0177,nzd0101-0053,nzd0101-0054,nzd0101-0008,nzd0101-0009,nzd0101-0010,nzd0101-0014,nzd0101-0071,nzd0101-0072,nzd0101-0073,nzd0101-0162,nzd0101-0163,nzd0101-0149,nzd0101-0150,nzd0101-0037,nzd0101-0038,nzd0101-0058,nzd0101-0059,nzd0101-0065,nzd0101-0095,nzd0101-0096,nzd0101-0097,nzd0101-0098,nzd0101-0099,nzd0101-0165,nzd0101-0166,nzd0101-0167,nzd0101-0168,nzd0101-0169,nzd0101-0170,nzd0101-0171,nzd0101-0172,nzd0101-0173,nzd0101-0036,nzd0101-0066,nzd0101-0067,nzd0101-0068,nzd0101-0070,nzd0101-0074,nzd0101-0075,nzd0101-0076,nzd0101-0151,nzd0101-0152,nzd0101-0153,nzd0101-0154,nzd0101-0155,nzd0101-0159,nzd0101-0160,nzd0101-0161,nzd0101-0164,nzd0101-0069,nzd0101-0156,nzd0101-0157,nzd0101-0158,nzd0101-0060,satname
2016-01-21 22:11:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.87,284.4,293.03,291.03,300.81,304.94,,,,,,,,,,,,,,,,313.75,321.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.18,329.64,337.54,331.81,342.55,231.25,,,,,348.03,347.36,332.29,,L8
2016-02-22 22:11:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.97,,306.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.8,288.36,328.87,284.4,293.03,291.03,300.81,304.94,,,,,,,,,,,367.96,301.47,,,,313.75,321.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.18,329.64,337.54,331.81,342.55,231.25,,,,,348.03,347.36,332.29,,L8
2016-03-09 22:11:40+00:00,,,,,,,,,,,,,,,,354.94,,,,253.23,,,,,,,,,,,,,,,,,,304.97,,306.17,273.28,276.97,288.44,296.34,304.92,,335.4,,,352.14,332.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.29,309.38,284.33,324.26,,,,,,,,,,,,,,,,252.41,284.725,281.69,301.175,284.4,293.03,291.03,300.81,304.94,,,,,,,,,,,367.96,304.775,,,,313.75,321.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.18,329.64,337.54,331.81,342.55,231.25,,,,,348.03,347.36,332.29,,L8
2016-08-16 22:11:53+00:00,,,,,,,,,,,,,,,,354.94,,,284.0,253.23,,,,,,,,,,,,,,,,,,304.97,,306.17,273.28,276.97,288.44,296.34,304.92,,335.4,,,352.14,332.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.29,309.38,284.33,324.26,,,,,,,,,,,,,,,,252.41,284.725,281.69,273.48,,,,,,,,,,,,,,,,367.96,304.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.27,,,,,,,,,,,,337.02,,L8
2017-02-24 22:11:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.92,251.19,264.55,274.23,286.44,278.04,,315.24,308.14,319.97,296.16,297.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.9,279.14,294.5,299.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2017-03-03 22:17:49+00:00,,,,,359.99,,,,,,,,,261.63,300.39,,,,327.66,291.56,,,,,,,,,,,,247.15,,,234.92,251.19,264.55,274.23,286.44,278.04,,315.24,308.14,319.97,296.16,297.72,,283.92,,,317.52,,,,,,,,,,,,,,373.03,293.21,,,,,,,,396.59,,,,,,,,,,,,,,,,,,,,,345.25,348.46,,,,,,,,,,,327.29,,344.84,,,,,282.9,279.14,294.5,299.14,,,,,,,,,,,,,,,,316.63,,,301.93,313.36,,,300.6,,,,,,,,,,332.22,,,,,,,,,320.23,344.56,332.57,304.51,348.68,,,,318.8,,,,342.49,,283.04,325.74,302.52,,,,,,L8
2017-04-13 22:11:17+00:00,,,,,359.99,,,,,,,,,261.63,300.39,,,,327.66,291.56,,,,,,,,,,,,247.15,,,234.92,251.19,264.55,274.23,286.44,278.04,,315.24,308.14,319.97,296.16,297.72,,283.92,,,317.52,,,,,,,,,,,,,,373.03,293.21,,,,,,,,396.59,,,,,,,,,,,,,,,,,,,,,345.25,348.46,,,,,,,,,,,327.29,,344.84,,,,,282.9,279.14,294.5,299.14,,,,,,,,,,,,,,,,316.63,,,301.93,313.36,,,300.6,,,,,,,,,,332.22,,,,,,,,,320.23,344.56,332.57,304.51,348.68,,,,318.8,,321.67,326.56,336.58000000000004,236.37,283.04,325.74,302.52,,335.82,,325.91,,L8
2017-06-16 22:11:31+00:00,,,,,359.99,,,,,,,,,261.63,300.39,,,,327.66,291.56,,,,,,,,,,,,247.15,,,234.92,251.19,264.55,274.23,286.44,278.04,271.83,315.24,322.28499999999997,319.97,311.25,297.72,,283.92,,,317.52,,,,,,,,,,,,,,373.03,293.21,,,,,,,,396.59,,,,,,,,,,,,,,,,,,,,,345.25,348.46,,,,,,,,,,,327.29,,344.84,,,,,282.9,279.14,294.5,283.325,,,,319.14,342.85,,,,,,,,,,,316.63,,,301.93,313.36,343.68,,300.6,,,,,,,,,,332.22,,,,,,,,,320.23,344.56,332.57,304.51,348.68,,,,318.8,,321.67,326.56,336.58000000000004,236.37,283.04,325.74,302.52,,335.82,,325.91,,L8
2017-08-03 22:11:47+00:00,,,,,359.99,,,,,,,,,261.63,300.39,,,,327.66,291.56,,,,,,,,,,,,247.15,,,234.92,251.19,264.55,274.23,286.44,278.04,271.83,315.24,322.28499999999997,319.97,311.25,297.72,,283.92,,,317.52,,,,,,,,,,,,,,373.03,293.21,,,,,,,,396.59,,,,,,,,,,,,,,,,,,,,,345.25,348.46,,,,,,,,,,,327.29,,344.84,,,,,282.9,279.14,294.5,283.325,,,,319.14,342.85,,,,,,,,,,,316.63,,,301.93,313.36,343.68,,300.6,,,,,,,,,,332.22,,,,,,,,,320.23,344.56,332.57,304.51,348.68,,,,318.8,,321.67,326.56,321.57666666666665,236.37,283.04,325.74,302.52,,319.33,,329.98,,L8
2018-02-11 22:11:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.96,291.63,297.7,300.78,308.28,,,,,,,,,,,,,,,,313.22,324.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.59,330.03,337.83,334.45,,,,,,,349.06,350.74,337.11,,L8
2018-06-26 22:17:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.96,291.63,297.7,300.78,308.28,,,,,,,,,,,,,,,,313.22,324.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.59,330.03,337.83,334.45,,,,,,,349.06,350.74,337.11,,L8
2018-07-05 22:10:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.2,261.31,262.43,,,,292.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.96,291.63,297.7,300.78,308.28,,,,,,,,,,,,,,,,313.22,324.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.59,330.03,337.83,334.45,,,,,,,349.06,350.74,337.11,,L8
2018-08-06 22:11:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.2,261.31,262.43,,,,292.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.96,291.63,297.7,300.78,308.28,,,,,,,,,,,,,,,,313.22,324.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.59,330.03,337.83,334.45,294.83,,,,,,331.025,331.70000000000005,337.695,,L8
2019-02-05 22:17:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.42,339.29,,,,,,,,,,,,,,,L8
2019-03-02 22:11:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.55,291.91,,,308.97,,,,,,,,,,,,,,,,313.02,322.41,,,,,,,,,,,,,,,,,,,,,,,,,,339.42,339.29,333.8,329.82,335.69,335.59,,,,,,,348.35,349.82,330.34,,L8
2019-04-19 22:11:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.41,261.59,291.68,287.59,,,354.85,353.77,335.06,326.48,319.31,320.77,,344.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.61,,,,,,,,336.9,285.55,291.91,,,308.97,,,,,,,,,,,,,,,,313.02,322.41,,,,,,,,,,,,,,,,,,,,,,,,,,339.42,339.29,333.8,329.82,335.69,335.59,,,,,,,348.35,349.82,330.34,,L8
2020-12-01 22:12:09+00:00,,,,,,,,,,,,,,320.66,270.73,,,,,,302.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.74,330.46,325.27,,,,,,,,,,,,,,,L8
2020-12-17 22:12:09+00:00,,,,,,,,,,,,,,320.66,270.73,,,,,,302.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.43,,,,,,,,,,,,,,,,,,281.9,289.0,291.65,301.12,307.29,,,,,,,,,,,,,,,,310.14,319.06,,,,,,,,,,,,,,,,,,,,,,,,,277.74,330.46,325.27,327.68,327.64,332.96,334.89,,306.7,,,,,347.02,346.84,322.78,,L8
2021-01-18 22:11:57+00:00,,,,,,,,,,,,,,320.66,270.73,,,,,,302.13,,,,,,,,,,,,260.1,276.61,257.54,269.69,273.92,289.42,291.41,286.4,,,,,320.22,303.46,310.93,323.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.56,,,,,,285.43,,,,,,,,,,,,,,276.11,278.88,292.92,311.77,281.9,289.0,291.65,301.12,307.29,,,,,,,,,,,,,,,,310.14,319.06,,,,,,,,,,,,,,,,,,,,,,,,,277.74,330.46,325.27,327.68,327.64,332.96,334.89,,306.7,,,,,347.02,346.84,322.78,,L8
2021-02-03 22:11:56+00:00,,,,,,,,,,,,,,320.66,270.73,,,,,,302.13,,,,,,,,,,,,260.1,276.61,257.54,269.69,273.92,289.42,291.41,286.4,,,,,320.22,303.46,310.93,323.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.56,,,,,,285.43,,,,,,,,,,,,,,276.11,278.88,292.92,311.77,283.66999999999996,292.9,293.96,301.62,308.79,,,,,,,,,,,,,,,,312.125,319.06,,,,,,,,,,,,,,,,,,,,,,,,,277.74,330.46,325.27,327.68,327.64,332.96,334.89,,306.7,,,,,347.02,346.84,322.78,,L8
2021-03-23 22:11:37+00:00,,,,,,,,,,,,,,320.66,270.73,,,,,,302.13,,,,,,,,,,,,260.1,276.61,257.54,269.69,273.92,289.42,291.41,286.4,,,,,320.22,303.46,310.93,323.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.56,,,,,,285.43,,,,,,,,,,,,,,276.11,278.88,292.92,311.77,283.66999999999996,291.3666666666667,292.89,301.55333333333334,308.4266666666667,,,,,,,,,,,,,,,,310.93666666666667,318.745,,,,,,,,,,,,,,,,,,,,,,,,,277.74,330.46,325.27,328.58500000000004,327.47,334.315,334.765,,306.705,,,,,347.02,346.84,327.625,,L8
2021-06-11 22:11:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.1,276.61,257.54,269.69,273.92,289.42,291.41,286.4,,313.29,314.29,,320.22,303.46,310.93,323.03,318.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.56,,,,,,,,,,,,,,,,,,,,276.11,278.88,292.92,311.77,283.66999999999996,291.3666666666667,292.89,301.55333333333334,308.4266666666667,,,,,,,,,,,,,,,,310.93666666666667,318.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.58500000000004,327.47,334.315,334.765,,306.705,,,,,347.02,346.84,327.625,,L8
2021-10-01 22:12:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.45,304.95,336.81,313.95,,,,,,,,,,,313.29,314.29,,,,,,318.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.94,,,,,304.71,278.61,273.77,279.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2021-11-18 22:12:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.45,304.95,336.81,313.95,,255.39,268.6,264.67,257.72,,,263.84,272.45,296.16,310.855,310.03,306.79,318.35,317.52,339.23,328.22,319.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.94,,,,,304.71,278.61,273.77,279.87,,,271.54,284.48,275.58,281.76,,,,,,,,,,,,,,,,329.76,333.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2022-01-12 22:18:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.45,304.95,336.81,313.95,,255.39,268.6,264.67,257.72,,,263.84,272.45,296.16,308.42,305.77,306.79,318.35,317.52,339.23,328.22,321.22,,,,,330.07,,,,,,,,,,,,,,,,,,,,,,,390.43,,,,,,,,,,,,,,,,,,,,,,,,,320.25,301.145,342.07,,318.2,,304.71,278.61,273.77,279.87,,,271.54,284.48,275.58,281.76,277.72,,,,,340.18,342.96,,,,,,,,,329.76,333.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2022-01-13 22:12:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.45,304.95,336.81,313.95,,255.39,268.6,264.67,257.72,,,263.84,272.45,296.16,308.42,305.77,306.79,318.35,317.52,339.23,328.22,321.22,,,,,330.07,,,,,,,,,,,,,,,,,,,,,,,390.43,,,,,,,,,,,,,,,,,,,,,,,,,320.25,301.145,342.07,,318.2,,304.71,278.61,273.77,279.87,,,271.54,284.48,275.58,281.76,283.55,297.32,298.32,306.43,315.92,340.18,342.96,,,,,,,,,329.76,333.01,,,,316.02,326.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.87,336.87,340.59,337.59,,270.51,,,,,,,340.91,,L9
2022-03-02 22:11:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.45,304.95,336.81,313.95,,255.39,270.66,264.67,257.72,,258.81,260.265,264.175,293.16,304.045,298.855,316.855,322.145,322.08,327.83500000000004,321.9,321.22,,,,,330.07,,,,,,,,,,,,,,,,,,,,,,,390.43,,,,,,,,,,,,,,,,,,,,,,,,,320.25,301.145,342.07,,318.2,,304.71,278.61,273.77,279.87,,,268.09000000000003,278.385,274.025,276.455,283.55,297.32,318.32,306.43,315.92,340.18,342.96,,,,,,,,,329.76,333.01,,,,316.02,326.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.87,336.87,340.59,337.59,,270.51,,,,,,,340.91,,L9
2022-04-03 22:11:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.39,270.66,264.67,257.72,,258.81,260.265,264.175,293.16,304.045,298.0466666666667,316.855,322.145,305.78666666666663,327.83500000000004,321.9,321.22,321.29,351.57,,,330.07,,,,,,,,,,,,,,,,,,,,,,,390.43,,,,,,,,,,,,,,,,,,,,,,,,,320.25,309.35,342.07,,318.2,,,,,,,,268.09000000000003,278.385,274.025,276.455,298.3966666666667,308.395,322.30333333333334,306.305,322.435,340.18,342.96,,,,,,,,,296.97,313.28,283.47,,,316.42499999999995,327.21500000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.565,334.81,342.09,337.59,,270.51,,,,,,,340.91,,L9
2022-05-05 22:11:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.39,270.66,264.67,257.72,,258.81,260.265,264.175,293.16,284.6933333333333,298.0466666666667,316.855,321.56333333333333,305.78666666666663,327.83500000000004,321.9,321.22,321.29,351.57,,,330.07,,,,,,,,,,,,,,,,,,,,,,,390.43,,,,,,,,,,,,,,,,,,,,,,,,,320.25,309.35,342.07,,318.2,,,,,,,,268.09000000000003,278.385,274.025,276.455,298.3966666666667,310.54333333333335,318.5525,308.40333333333336,318.5733333333333,340.18,342.96,,,,,,,,,296.97,313.28,283.47,,,316.59666666666664,329.78000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.565,341.95666666666665,342.09,337.59,,270.51,,,,,,,340.91,,L9
2022-09-09 22:18:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,301.21,287.02,,,,,,,,,,,,,,,,,245.99,296.43,,320.4,273.2,,,,321.29,351.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.92,279.68,302.17,312.54,279.59,,,,,,,,,328.09,317.155,318.785,309.39,319.9,,,,,,,,,,,265.23,285.92,283.47,,,316.885,331.535,,,,,,305.84,297.08,296.48,320.57,300.05,270.94,293.95,,,,,,,,,,,,,,,,332.26,344.49999999999994,333.98,,,,,,,,,,,,L8
2022-10-19 22:18:27+00:00,,,,,,,287.29,272.66,,,,,,,,,,,,272.43,301.29,,,301.21,287.02,,,,,,,,,,,,,,,,,245.99,293.98,,309.06,,,,,,,,,,,,,,,,347.54,,,,,,,,,,355.38,,,,301.48,,,,,,,,,,,,,,,,,,,,,315.17,,282.01,262.46,,,,,,292.92,279.68,302.17,299.28499999999997,292.095,,,,,302.71,,,,,314.84,307.3,309.19500000000005,310.85,,,,,,,,,,,266.28,278.29,,,,316.94,334.91,,,,,,305.84,309.105,296.48,320.57,300.05,270.94,315.78,,,,,,,,,321.58,,328.54,330.48,,,,,356.25,324.37,,,301.68,279.78,301.49,300.56,286.46,,,,,L9
2023-02-25 22:11:52+00:00,,,,,,,287.29,272.66,,,,,,,,,,,,272.43,301.29,,,301.21,287.02,,,,,,,,,,,,,,,,,,293.98,,297.72,,,,,,,,,,,,,,,,347.54,,,,,,,,,,355.38,,,,301.48,,,,,,,,,,,,,,,,,,,,,315.17,,282.01,262.46,,,,,,292.92,279.68,302.17,299.28499999999997,292.095,,,,,302.71,,,,,291.62,291.81,303.6,307.87,,,,,,,,,,,266.28,278.29,,,,311.78,319.25,,,,,,305.84,309.105,296.48,320.57,300.05,270.94,315.78,,,,,,,,,321.58,,328.54,330.48,,,,,,324.37,,,280.89,279.78,301.49,300.56,286.46,,,,,L8
2023-05-16 22:11:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.62,291.81,301.41,307.87,,,,,,,,,,,,,,,,311.78,319.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.64,250.52,,,,,310.14,,,,L8
2023-05-24 22:11:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.26,,,,,,,,,,,,,,302.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.42,,,,,,291.62,291.81,301.41,307.87,,,,,,,,,,,,,,,,311.78,319.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.79,,,,297.395,256.1166666666667,,,,,311.495,,,,L9
2023-06-09 22:11:12+00:00,,,,,,,,,,,,,,,,,,,,,317.75,282.27,,287.34,,336.5,,,,,,,299.02,301.605,,,,,,,,,,,,,,302.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.98,,333.33,,,268.01,305.02,296.48,272.805,,,,,,291.62,291.81,301.41,307.87,,,,,,,,,,,,,,,,311.78,319.25,,,,,,313.02,,,,,,,,,,,,,,,,,,,,,,280.79,,,,297.395,256.1166666666667,,,,,311.495,,,,L9
2023-10-15 22:12:03+00:00,,,,,,,,,,,,,,,,,,,,,317.75,282.27,,287.34,,336.5,,,,,310.3,310.29,299.02,301.605,,,,,,,,,,,,,,302.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.98,,333.33,,,268.01,313.08,296.48,276.4166666666667,,,,,,,,,,,,,,,,,,,,248.96,289.4,,,,,,,,,,,313.02,,,,,,,,,,,,,,,,,335.89,322.22,,,,280.79,,,,297.395,254.125,,,,331.0,311.495,,,,L9
2023-11-08 22:11:57+00:00,,,,,,,,,,,,,,,,,,,,,317.75,282.27,,287.34,,336.5,,,,,310.3,310.29,299.02,301.605,,,,,,,,,,,,,,302.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.98,,333.33,,,268.01,313.08,296.48,276.4166666666667,,,,,280.36,295.9,298.53,306.81,304.58,,,,,,,,,,,248.96,289.4,,,,311.32,311.26,,,,,,313.02,,,,,,,,,,,,,,,,,335.89,322.22,,,,300.56,,,,297.395,254.125,,,,331.0,311.495,,326.24,,L8
2024-02-12 22:11:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.3,310.29,,,,,,,,,274.17,285.57,,296.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.14,,283.64,,,,,280.36,295.9,298.53,313.775,304.58,,,,,,,,,,,248.96,289.4,,,,311.32,316.445,,,,,,,,,,,,,,,,,,,,,,,335.89,322.22,,,,320.33,,,,,248.73,,,,331.0,,,326.24,,L8
2024-03-07 22:12:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.3,310.29,,,,,,,,,274.17,285.57,,296.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.14,,283.64,,,,,280.36,295.9,294.35,308.75,302.91999999999996,,,,,,,,,,,248.96,289.4,,,,311.59000000000003,315.55333333333334,,,,,,,,,,,,,,,,,,,,,,,335.89,322.22,,,,320.15999999999997,328.3,334.55,334.01,,248.73,260.91,,,331.0,,,326.24,,L9
2024-08-22 22:11:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.17,298.7,301.26,,,,,,,,,,,,,,,,311.86,313.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.99,328.3,335.1,334.39,,,260.91,,,,342.61,354.82,337.77,,L8
2024-11-18 22:11:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.58,249.0,261.19,274.23,277.38,286.92,290.36,300.56,321.18,268.09,286.54,307.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.11,300.41,293.52,303.36,301.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.65,334.77,,,,,,,342.61,354.82,337.77,,L9
2025-01-05 22:11:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,321.23,323.46,329.37,324.29,,,256.03,,,,235.58,249.0,261.19,274.23,277.38,286.92,311.845,300.56,321.18,268.09,286.54,307.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.37,,358.72,336.09,342.87,339.29,,,,,,334.85,,,,299.3,311.37,,300.98,,,,,,259.29,252.29,,268.16,254.79,278.06,317.08,,,,,334.2,254.54,307.915,311.345,309.78,315.02,301.18,,,,,,,,,,,,,,,280.42,,,,,,,,,,,319.55,,,,,,,,,,,,,,,,,,,,,,310.8,,,335.65,334.77,,,,,,,342.61,354.82,337.77,,L9
