dates,nzd0253-0000,nzd0253-0001,nzd0253-0002,nzd0253-0003,nzd0253-0004,nzd0253-0005,nzd0253-0006,nzd0253-0009,nzd0253-0010,nzd0253-0011,nzd0253-0012,nzd0253-0013,nzd0253-0014,nzd0253-0015,nzd0253-0016,nzd0253-0017,nzd0253-0018,nzd0253-0019,nzd0253-0020,nzd0253-0007,nzd0253-0008,satname
1999-08-05 21:46:35+00:00,,322.71,,,,,,279.06,311.91,302.11,304.01,318.85,330.71,340.59,,,310.62,323.07,317.96,,,L7
1999-09-06 21:46:35+00:00,335.57,322.45,308.39,300.04,326.88,311.05,314.54,279.06,311.91,304.95500000000004,305.16499999999996,314.49,330.975,334.17999999999995,334.52,320.82,314.09000000000003,315.5,316.155,289.34,,L7
1999-10-24 21:46:56+00:00,329.25,322.45,306.885,300.72,326.88,311.05,314.54,281.96500000000003,294.025,296.19666666666666,296.62333333333333,311.54333333333335,329.58,331.06,328.89,317.235,314.6666666666667,313.31666666666666,316.5366666666667,289.34,266.42,L7
2000-02-13 21:46:48+00:00,329.25,309.68,300.5333333333333,297.91,309.08,303.46000000000004,301.21500000000003,280.325,280.61,295.41333333333336,290.41333333333336,309.23,329.015,327.50333333333333,320.88666666666666,310.7233333333333,316.69,311.5933333333333,323.55,289.34,266.42,L7
2000-04-01 21:46:34+00:00,329.265,309.81,302.76,302.4166666666667,304.895,307.15999999999997,301.44,283.0933333333333,289.74666666666667,292.92333333333335,289.32666666666665,308.78000000000003,326.79,321.26,317.1933333333333,305.67499999999995,315.82,311.95,327.10999999999996,306.76,270.395,L7
2000-05-03 21:46:19+00:00,335.6,309.81,301.45,302.92499999999995,304.895,307.15999999999997,301.44,294.98333333333335,305.06666666666666,309.46666666666664,304.0133333333333,324.12,342.7,327.9866666666667,314.15999999999997,297.7,,321.79999999999995,334.0566666666667,306.76,295.68,L7
2000-05-19 21:46:07+00:00,335.6,309.81,301.45,302.92499999999995,304.895,307.15999999999997,301.44,299.53999999999996,309.47749999999996,314.2975,308.5775,328.05,342.77,331.625,325.8666666666666,297.7,334.1,321.995,332.7675,306.76,300.92,L7
2000-08-07 21:45:08+00:00,335.6,309.81,301.45,302.92499999999995,304.895,307.15999999999997,301.44,299.53999999999996,309.47749999999996,316.06,309.95,325.52,341.3633333333333,330.088,330.9975,297.7,334.1,321.995,329.456,306.76,300.92,L7
2000-11-27 21:44:26+00:00,324.41,312.16,303.63,303.33,300.4,305.1,301.07,289.07,303.09,310.72,304.745,307.77,328.98,320.685,339.91999999999996,307.9,320.29,305.28,320.71500000000003,295.1,291.69,L7
2001-04-04 21:44:06+00:00,324.41,319.02,308.13,305.525,303.845,307.505,304.155,286.53999999999996,303.89,301.955,294.05,297.61,319.41,317.43,333.45,307.9,320.29,305.28999999999996,323.135,296.365,281.325,L7
2001-04-20 21:43:46+00:00,324.41,320.54,312.44,309.92,308.30333333333334,312.33666666666664,307.25,287.96,307.3633333333333,305.15333333333336,302.155,297.61,319.41,317.43,333.45,307.9,320.29,308.27,324.02000000000004,299.28333333333336,284.39,L7
2001-05-22 21:43:30+00:00,324.41,320.54,314.835,313.925,308.30333333333334,312.33666666666664,311.90999999999997,293.8825,312.0675,310.11,309.3566666666666,297.61,333.525,327.105,337.08,318.635,319.96000000000004,311.2525,322.51750000000004,306.1775,293.99,L7
2001-07-25 21:42:54+00:00,,324.73,318.57,317.4566666666667,312.25500000000005,315.955,318.88750000000005,299.09000000000003,316.0975,315.615,316.4766666666667,325.65,344.525,335.21,345.335,337.81,332.925,315.8625,320.5125,311.4525,298.7775,L7
2001-08-10 21:42:36+00:00,,328.25,318.57,317.4566666666667,312.25500000000005,320.03000000000003,318.552,299.836,316.37,315.68600000000004,316.1975,318.595,339.91333333333336,335.21,345.335,337.81,332.925,315.41400000000004,320.354,309.188,300.52,L7
2001-09-27 21:42:05+00:00,,328.25,318.57,317.4566666666667,312.25500000000005,320.03000000000003,318.552,299.836,318.0733333333333,315.68600000000004,318.682,318.595,339.91333333333336,335.21,345.335,337.81,332.925,315.41400000000004,320.354,309.188,300.52,L7
2001-10-13 21:41:51+00:00,,329.43499999999995,322.62666666666667,322.32500000000005,317.22,325.09000000000003,321.38,303.7925,320.75,317.592,318.682,318.595,338.56,335.21,345.335,337.81,332.925,317.94250000000005,320.18,312.0775,307.90999999999997,L7
2001-10-29 21:42:21+00:00,332.17,328.21000000000004,319.46,318.62,304.47,317.66499999999996,320.78,303.9975,318.714,314.566,315.394,310.56666666666666,338.56,327.59,340.89666666666665,322.3066666666667,323.79333333333335,317.27750000000003,318.64,311.6275,308.85,L7
