dates,satname,nzd0253-0000,nzd0253-0001,nzd0253-0002,nzd0253-0003,nzd0253-0004,nzd0253-0005,nzd0253-0006,nzd0253-0009,nzd0253-0010,nzd0253-0011,nzd0253-0012,nzd0253-0013,nzd0253-0014,nzd0253-0015,nzd0253-0016,nzd0253-0017,nzd0253-0018,nzd0253-0019,nzd0253-0020,nzd0253-0007,nzd0253-0008
2000-12-13 21:44:28.287000,L7,308.02,284.24,289.86,307.26,305.08,308.52,302.63,281.91,302.54,292.82,296.67,301.05,327.14,318.32,325.22,312.40,320.82,,,302.43,281.47
2001-04-04 21:43:43.008000,L7,,,,,,343.32,348.20,311.87,360.32,322.65,365.14,361.79,372.74,359.44,,,,,,352.81,344.53
2001-04-04 21:44:06.948000,L7,384.49,325.88,312.63,307.72,307.29,309.91,307.24,284.01,304.69,305.58,,,,,,,,305.30,321.05,297.63,270.96
2001-04-20 21:43:46.702000,L7,339.86,323.58,321.06,318.71,317.22,322.00,313.44,290.80,314.31,311.55,310.26,,,,,,,314.23,325.79,305.12,290.52
2001-04-20 21:44:10.657000,L7,339.25,324.13,320.99,318.76,317.33,322.22,313.29,294.45,314.42,311.72,296.28,,,,,,,314.56,325.43,305.35,290.23
2001-05-22 21:43:30.869000,L7,338.41,328.42,322.02,325.94,326.39,328.24,325.89,311.65,326.18,324.98,323.76,328.12,347.64,336.78,340.71,329.37,319.63,320.20,318.01,326.86,322.79
2001-05-22 21:43:54.652000,L7,,,,,,,,369.14,341.58,332.63,331.34,334.18,353.25,339.37,349.09,358.88,338.80,340.11,329.43,,
2001-07-25 21:42:54.824000,L7,369.56,349.61,362.61,366.28,353.23,341.61,328.98,309.90,319.21,320.35,315.41,325.65,341.41,333.64,349.96,346.25,346.22,323.72,317.20,316.20,310.84
2001-07-25 21:43:18.753000,L7,367.92,348.83,333.02,364.82,352.61,340.67,328.23,308.82,316.20,319.01,314.26,322.71,338.35,333.81,346.62,343.52,344.33,320.45,314.74,313.64,310.82
2001-08-10 21:42:36.562000,L7,356.55,335.29,340.80,341.42,334.83,328.18,317.21,302.82,317.46,315.97,315.36,311.54,330.69,,,,,313.62,319.72,300.13,307.49
2001-08-10 21:43:00.495000,L7,364.58,345.63,344.38,346.60,336.82,339.19,322.64,305.63,319.32,317.70,318.33,342.24,331.18,,,,,315.19,325.15,302.43,309.44
2001-08-26 21:42:25.671000,L7,331.15,328.69,321.11,308.89,306.63,309.25,310.45,290.45,307.60,306.78,274.79,304.12,,,,,,290.43,344.40,295.51,
2001-09-11 21:42:14.303000,L7,,,339.55,357.87,351.90,357.66,355.97,309.10,313.38,322.48,311.22,321.23,335.47,333.72,380.81,,,,,311.27,312.95
2001-09-11 21:42:38.257000,L7,,,,357.82,351.25,358.39,355.08,309.48,314.87,322.85,311.86,317.93,335.71,333.95,378.12,,,,,312.96,313.89
2001-09-27 21:42:05.338000,L7,357.74,356.92,359.16,,,,,362.90,326.59,364.02,328.62,366.35,371.23,367.95,352.54,,,,,,355.55
2001-09-27 21:42:29.269000,L7,360.45,357.85,359.59,,350.01,350.93,335.15,362.98,360.76,364.86,364.24,367.47,352.38,369.03,352.66,,,,,347.67,357.53
2001-10-13 21:41:51.963000,L7,361.33,355.96,324.80,345.17,353.40,355.44,352.50,361.25,359.54,315.11,366.55,377.99,334.50,362.24,,,,,,353.03,353.16
2001-10-13 21:42:15.922000,L7,360.90,355.25,344.93,346.82,352.97,356.73,320.40,360.79,359.27,365.47,366.86,377.16,335.61,333.25,,,,,,314.58,353.88
2001-10-29 21:41:57.341000,L7,381.63,323.15,366.77,367.76,306.27,307.89,312.23,293.94,306.07,297.06,297.25,295.71,320.09,315.72,335.13,294.30,307.99,313.25,322.24,305.30,296.38
2001-10-29 21:42:21.289000,L7,332.17,321.13,311.56,311.30,304.47,307.15,311.04,291.62,304.13,296.42,293.82,294.51,,312.35,332.02,291.30,305.53,311.57,319.63,303.32,294.28
2002-01-17 21:42:52.816000,L7,,,,,333.80,344.02,348.04,313.07,354.73,362.10,355.77,369.52,362.83,358.34,,,,,,349.08,351.69
2002-02-02 21:42:30.783000,L7,,332.83,324.81,331.07,320.48,330.20,325.92,330.56,313.29,374.27,370.01,368.54,380.77,337.78,374.29,360.70,361.19,317.95,341.93,337.58,343.83
2002-02-02 21:42:54.721000,L7,383.23,329.42,320.91,331.09,318.07,329.98,323.21,324.75,315.22,315.65,374.30,368.20,344.75,341.37,375.57,364.16,358.96,322.10,345.16,338.38,343.14
2002-02-18 21:42:30.251000,L7,386.84,374.62,346.55,337.58,333.66,316.27,314.74,304.72,312.99,315.41,313.99,319.71,335.56,330.72,373.67,374.05,344.10,349.49,345.91,310.63,309.89
2002-02-18 21:42:54.191000,L7,326.48,322.13,305.90,301.82,303.98,307.97,305.46,288.01,304.41,306.17,300.03,298.33,,,,,,310.63,313.14,301.07,296.37
2002-03-22 21:42:28.269000,L7,,,,,,,,306.99,313.18,317.59,378.05,,,,,,,,,,330.93
2002-03-22 21:42:52.399000,L7,,,,,,,,307.04,312.81,376.24,374.87,,,,,,,,,,327.81
2002-04-07 21:42:28.931000,L7,325.41,,,298.67,310.86,316.99,314.02,303.18,313.65,316.31,316.28,326.20,346.57,340.95,346.73,331.62,326.87,317.01,316.02,302.59,305.71
2002-04-07 21:42:52.870000,L7,325.55,,,299.13,310.74,316.99,314.85,303.55,313.69,316.46,317.23,326.10,346.34,341.02,346.73,332.25,327.37,317.89,315.90,302.84,307.66
2002-09-14 21:41:31.043000,L7,343.05,325.51,315.21,307.80,309.47,311.13,313.79,298.22,312.75,309.63,305.17,309.67,329.79,324.64,355.88,,,316.17,321.70,302.09,280.28
2002-09-14 21:41:55.072000,L7,344.45,326.66,315.86,307.83,309.83,311.91,315.18,298.92,313.85,309.55,305.55,309.56,330.01,324.97,362.84,283.90,322.75,317.12,321.77,302.30,279.28
2002-11-01 21:41:30.201000,L7,,338.69,346.67,323.39,336.80,343.38,345.71,359.48,357.94,362.49,361.15,370.22,374.07,370.16,,,,,,343.70,352.06
2002-11-01 21:41:54.382000,L7,,339.38,346.47,345.11,336.95,343.65,346.24,358.50,357.55,360.95,359.16,370.24,374.40,369.97,,,,,,341.00,346.99
2003-01-20 21:42:09.421000,L7,,,,,352.96,331.26,336.45,309.49,315.17,369.76,367.89,370.40,371.09,366.55,367.62,344.82,369.89,361.59,361.59,334.88,344.11
2003-01-20 21:42:33.373000,L7,,,,,354.89,332.31,316.64,359.34,354.39,369.84,368.00,371.62,371.75,369.81,369.00,344.35,371.03,362.48,365.46,334.91,344.08
2003-02-05 21:42:41.878000,L7,309.08,312.46,300.01,302.65,302.19,306.96,301.66,277.78,279.90,277.31,294.96,298.68,,315.65,323.19,312.00,308.49,307.30,346.55,296.47,289.11
2003-02-21 21:42:44.547000,L7,394.13,375.38,367.34,366.81,,,,342.65,339.53,351.97,347.75,350.79,337.81,346.86,,380.87,368.47,358.26,355.12,322.68,311.45
2003-04-10 21:42:26.045000,L7,334.58,322.22,314.57,317.11,310.18,309.66,313.08,280.03,312.03,311.58,304.65,305.51,330.64,318.48,340.19,,,319.66,321.64,254.09,261.92
2003-04-26 21:42:25.606000,L7,336.85,325.79,323.10,323.43,316.27,321.89,321.68,285.73,312.07,318.42,306.02,316.32,323.55,328.23,347.68,323.59,314.08,321.21,336.16,268.90,296.29
2003-05-12 21:42:48.091000,L7,344.80,383.97,354.15,,,350.14,326.44,322.85,325.12,331.54,332.75,331.33,339.62,346.60,334.36,323.06,344.60,339.03,358.58,348.60,332.37
2003-05-28 21:42:22.600000,L7,,,,,,,,323.83,325.33,333.45,328.34,327.11,356.81,352.69,379.77,363.20,359.41,334.79,345.69,,342.54
2003-05-28 21:42:46.560000,L7,,,,,,,,,,335.31,329.48,328.44,356.30,361.54,384.10,369.06,365.59,338.82,360.62,,
2003-07-23 21:30:38.185000,L5,385.39,364.99,366.14,363.63,363.34,360.35,363.09,369.57,,,,,,384.02,375.05,362.83,360.32,353.45,351.29,364.04,361.78
2003-09-25 21:31:19.142000,L5,385.41,362.85,357.58,369.83,,,,,,,,,,381.09,372.76,366.63,361.67,356.87,352.56,,
2003-11-28 21:32:34.027000,L5,314.04,294.46,307.54,305.04,300.93,305.66,310.45,308.24,314.11,315.62,312.95,316.08,324.15,323.75,329.50,326.72,313.74,292.59,294.95,304.92,305.60
2004-01-15 21:32:26.348000,L5,,256.10,321.00,309.95,302.55,300.81,306.90,292.57,296.51,313.91,313.08,318.10,330.11,328.39,328.81,335.91,319.41,315.37,299.05,296.43,285.39
2004-01-15 21:32:50.035000,L5,,,315.75,298.41,297.65,295.43,302.58,289.11,293.09,310.05,308.73,314.12,327.11,325.69,326.89,331.76,315.43,311.66,296.07,290.98,280.06
2004-02-16 21:33:00.436000,L5,369.56,365.70,366.32,355.39,362.45,366.18,367.23,,,,,,,,377.91,372.16,370.98,363.17,358.54,,
2004-03-19 21:33:10.985000,L5,338.82,325.61,331.07,332.48,331.59,330.02,329.28,323.69,323.55,325.25,324.32,334.17,345.67,343.51,349.42,347.26,342.27,330.86,330.84,329.57,325.21
2004-04-04 21:33:01.582000,L5,348.29,335.36,336.33,337.39,332.46,329.72,331.93,328.08,329.95,332.86,332.25,335.89,349.18,346.90,350.79,348.92,339.07,331.81,327.35,329.55,325.67
2004-05-06 21:33:58.336000,L5,358.66,344.73,343.38,342.97,343.08,338.42,346.41,344.17,345.46,353.64,350.92,357.19,366.91,360.27,360.51,355.94,350.40,341.73,334.62,344.97,340.59
2004-05-06 21:34:22.023000,L5,356.22,341.90,341.44,341.64,340.76,337.30,343.61,343.13,344.09,349.66,349.33,355.68,365.94,359.45,359.81,355.16,349.77,340.41,333.41,344.09,339.28
2004-06-07 21:34:54.755000,L5,370.71,351.55,352.70,354.44,348.15,351.33,348.87,361.99,359.82,364.97,365.84,369.84,376.95,376.09,371.16,360.50,359.11,351.88,355.20,352.10,358.67
2004-06-07 21:35:18.585000,L5,369.19,351.72,354.59,356.19,348.67,350.22,350.16,360.22,362.34,366.25,366.45,369.93,379.02,377.62,371.77,360.95,359.69,353.18,353.15,355.41,358.67
2004-06-23 21:35:46.683000,L5,382.63,370.67,368.47,367.31,,,,,,,,,,385.20,380.53,371.28,376.60,362.66,358.64,,
2004-07-25 21:36:14.167000,L5,383.82,368.47,364.40,361.00,361.39,358.79,362.24,364.73,364.48,,,,388.18,382.92,376.59,366.78,367.34,362.29,354.29,359.17,359.10
2004-07-25 21:36:37.854000,L5,382.24,367.13,361.36,357.95,360.21,357.30,359.20,363.77,361.46,367.21,369.83,375.23,387.45,378.98,374.28,365.67,365.95,360.88,353.09,356.85,357.19
2004-08-10 21:36:32.804000,L5,,,,,,,,,,,,,,,,375.92,377.39,363.04,362.01,,
2004-08-10 21:36:56.635000,L5,395.95,359.65,361.59,369.16,,,,,,,,,,,388.43,372.80,371.15,360.84,360.09,,
2004-08-26 21:36:59.731000,L5,,,,,,,,,,,,,,,384.03,361.87,360.96,356.07,354.69,,
2004-09-11 21:37:49.351000,L5,327.33,326.77,330.66,329.84,334.30,329.42,335.24,319.45,318.96,320.82,319.89,328.77,339.80,340.27,343.37,340.64,341.40,327.25,322.19,330.19,324.73
2004-10-13 21:38:32.826000,L5,386.03,369.08,365.36,360.09,355.02,353.63,360.60,361.36,363.85,364.28,364.95,366.91,378.71,375.58,370.90,368.06,360.20,350.14,349.07,352.84,356.78
2004-11-14 21:38:42.981000,L5,283.89,281.94,288.24,291.10,313.41,310.24,313.45,304.33,,298.47,295.69,295.79,316.20,314.96,320.01,316.51,309.56,292.81,,311.78,292.27
2005-02-18 21:40:18.476000,L5,327.08,296.36,314.29,305.99,313.19,299.37,310.08,310.49,260.32,,,,,,,,,,,308.75,298.69
2005-02-18 21:40:42.163000,L5,316.98,283.91,309.46,302.30,309.60,295.66,305.22,304.11,,,,,,,,,,,,297.62,291.79
2005-03-22 21:40:41.327000,L5,353.88,329.36,333.34,330.28,334.12,324.57,323.43,318.18,316.92,322.56,324.08,326.78,345.01,355.26,347.32,347.65,338.12,346.04,346.57,324.16,318.83
2005-05-09 21:40:56.205000,L5,,,,,,,,,,,,,,,,377.12,376.72,363.62,363.33,,
2005-05-09 21:41:19.893000,L5,,,,,,,,,,,,,,,,377.92,376.92,363.42,363.25,,
2005-05-25 21:41:28.038000,L5,,,,,,,,,,,,,,,,,376.05,366.95,364.98,,
2005-06-10 21:41:12.271000,L5,333.17,331.84,333.30,329.46,334.59,334.28,334.70,322.44,321.03,322.41,326.01,327.19,345.79,345.30,350.27,345.20,340.58,331.51,321.54,335.25,323.76
2005-06-10 21:41:36.102000,L5,309.73,312.71,319.56,317.17,322.47,321.04,325.13,308.67,305.70,310.44,311.91,314.77,332.79,332.54,337.68,333.57,327.48,316.05,304.01,321.78,310.34
2005-07-12 21:41:23.560000,L5,323.40,315.06,320.87,315.49,319.04,319.86,318.10,310.71,307.11,309.82,311.28,317.91,335.31,335.22,335.69,334.63,332.79,317.90,303.69,319.77,312.37
2005-07-12 21:41:47.390000,L5,323.40,315.06,320.87,315.49,319.04,319.86,318.10,310.51,307.11,309.82,311.28,317.70,335.31,335.22,335.69,334.63,332.79,316.47,303.69,319.77,312.36
2005-07-28 21:41:34.002000,L5,373.98,363.91,365.76,359.09,358.03,340.96,342.38,350.80,343.98,349.49,353.10,367.55,376.93,373.04,367.02,367.06,360.52,353.12,349.44,351.97,347.17
2005-07-28 21:41:57.832000,L5,371.60,362.37,365.65,358.61,357.92,339.41,342.16,349.22,343.98,349.49,352.75,367.40,376.93,373.28,365.42,367.19,361.14,352.22,347.17,350.95,347.34
2005-08-13 21:41:41.670000,L5,378.58,373.55,352.94,360.47,,,,,,,,,382.09,377.88,369.07,366.22,368.90,352.65,350.24,,
2005-08-13 21:42:05.358000,L5,379.11,372.14,353.17,364.36,,,,,,,,,382.33,376.41,369.25,366.42,368.42,352.89,349.89,,
2005-08-29 21:41:46.875000,L5,385.96,368.86,352.91,350.85,347.22,348.93,356.57,362.37,,,,,,,,374.22,369.70,355.18,355.00,359.38,354.52
2005-08-29 21:42:10.705000,L5,385.96,368.69,352.79,350.22,347.17,348.08,356.57,362.35,,,,,,,,374.46,368.25,354.92,355.00,358.72,354.48
2005-09-14 21:41:48.852000,L5,371.34,361.42,361.35,357.25,346.53,346.49,357.92,363.25,363.55,373.31,371.00,378.17,,385.44,378.51,372.19,366.68,353.91,348.76,364.02,360.31
2006-01-20 21:43:37.291000,L5,380.88,367.38,368.31,355.01,,,,,,,,,,,,373.32,372.48,367.07,353.20,,
2006-01-20 21:44:01.121000,L5,380.36,365.23,367.41,354.01,,,,,,,,,,,383.80,370.56,369.50,365.33,349.99,,
2006-02-21 21:44:44.561000,L5,354.89,342.37,341.22,333.05,334.81,338.15,339.33,341.24,345.08,352.83,351.75,357.19,368.57,365.30,357.38,349.53,342.66,337.90,330.22,340.20,340.85
2006-04-10 21:45:17.175000,L5,322.53,316.32,325.88,315.69,319.96,320.97,326.56,308.55,310.95,316.73,315.12,322.08,325.38,325.68,333.89,338.51,333.25,322.33,317.81,321.96,312.55
2006-04-10 21:45:40.863000,L5,322.10,316.32,326.52,315.39,319.91,320.97,326.87,309.09,311.16,317.58,315.35,322.53,323.59,325.88,333.97,341.38,333.30,322.46,318.29,322.28,312.19
2006-04-26 21:45:56.580000,L5,361.25,355.40,349.86,345.94,343.22,348.73,350.26,356.42,354.90,363.53,353.90,360.34,365.91,365.21,362.57,356.77,355.07,349.13,345.14,347.48,353.81
2006-05-12 21:46:09.770000,L5,369.50,358.43,357.32,359.58,353.41,350.98,354.61,364.87,360.84,363.56,363.57,371.55,380.57,378.82,371.49,364.31,364.64,355.09,350.97,360.48,372.24
2006-06-13 21:46:13.914000,L5,,,,,,,,,,,,,386.15,386.28,377.59,372.06,370.20,367.33,361.48,,
2006-06-13 21:46:37.602000,L5,383.85,379.89,368.62,367.40,,,,,,,,,384.89,383.50,378.01,370.82,367.65,367.57,362.36,,
2006-09-01 21:47:19.401000,L5,375.90,370.46,364.29,355.12,356.68,363.43,366.41,,,,,,,376.99,375.02,377.20,370.07,357.74,357.24,365.86,368.37
2006-09-01 21:47:43.231000,L5,374.34,369.87,362.87,356.16,355.33,364.20,365.35,,,,,,390.27,376.41,376.99,374.55,369.84,357.47,356.78,364.55,367.66
2006-09-17 21:47:31.164000,L5,326.09,321.68,328.21,314.69,322.78,333.00,337.47,331.24,323.75,327.60,321.93,329.68,344.54,342.37,345.92,343.12,336.48,328.29,323.80,336.52,334.81
2006-09-17 21:47:54.852000,L5,326.78,321.73,328.89,315.00,322.82,333.26,337.11,332.49,324.81,327.03,322.28,329.93,344.77,343.65,345.70,343.20,336.71,328.17,323.91,336.87,335.42
2006-12-06 21:48:41.029000,L5,288.50,285.80,284.22,275.90,284.12,282.72,289.52,294.58,294.49,305.13,301.32,313.65,325.31,329.16,322.62,317.06,312.04,301.23,314.82,295.53,291.69
2007-01-07 21:48:55.368000,L5,319.17,318.69,326.53,310.16,315.54,321.74,320.79,308.40,308.72,316.25,310.83,331.52,344.81,344.02,351.57,341.76,332.03,313.80,312.98,310.49,307.71
2007-02-08 21:48:38.839000,L5,363.36,360.86,350.84,335.67,335.92,339.59,345.30,347.85,355.16,360.68,358.06,362.83,373.82,374.26,374.70,362.17,355.49,349.91,337.96,344.22,337.14
2007-02-08 21:49:02.527000,L5,363.35,359.98,349.01,334.17,334.96,338.83,343.66,347.13,353.48,359.81,356.85,361.17,373.10,372.01,374.45,361.00,354.12,347.88,336.51,343.48,336.97
2011-01-02 21:43:35.332000,L5,358.14,330.80,326.41,318.71,323.23,323.49,329.02,328.69,330.96,334.57,338.92,343.40,352.08,358.37,355.13,348.27,336.76,334.66,328.46,325.73,330.52
2011-01-02 21:43:59.020000,L5,356.01,327.15,324.48,316.47,321.46,320.60,326.23,326.34,328.33,332.39,336.94,339.37,350.97,355.46,352.86,347.00,333.55,332.57,325.81,324.41,327.83
2011-03-07 21:43:36.874000,L5,358.71,348.44,346.66,337.36,336.17,333.85,345.85,335.76,333.83,341.61,345.93,351.14,360.99,353.36,356.61,349.08,349.68,360.96,356.01,339.95,335.92
2011-03-07 21:44:00.562000,L5,358.56,349.46,346.34,337.08,336.77,334.74,346.80,335.94,334.77,342.26,346.67,350.89,361.95,355.12,358.01,350.55,350.38,364.32,362.35,339.86,336.05
2013-04-29 21:55:51.104000,L8,350.60,340.86,333.61,328.23,329.61,329.19,334.76,341.09,335.47,332.86,330.00,339.28,348.84,346.82,345.29,337.00,333.48,330.84,324.36,332.82,337.32
2013-05-31 21:55:43.729000,L8,366.76,357.92,355.12,358.81,343.46,341.18,344.59,354.00,352.21,364.85,358.47,354.48,375.79,379.66,367.94,357.00,353.19,351.36,347.85,349.12,354.21
2013-05-31 21:56:07.688000,L8,366.80,358.03,355.34,361.28,343.67,341.16,344.73,354.44,352.32,364.82,358.58,354.64,375.74,379.65,367.97,357.21,353.24,351.27,347.84,349.28,354.41
2013-07-18 21:56:02.364000,L8,350.07,337.18,334.32,331.77,329.95,327.98,331.25,332.34,325.75,329.10,331.24,340.79,353.10,351.32,352.31,337.07,328.89,331.05,327.42,332.17,337.35
2013-08-19 21:55:42.209000,L8,,277.23,305.67,295.39,301.11,305.02,309.75,302.64,301.98,307.19,305.69,314.90,327.85,326.07,329.21,321.94,311.96,312.29,292.43,306.03,304.26
2013-08-19 21:56:06.167000,L8,364.51,353.24,367.65,367.89,,356.45,355.71,349.93,,,,,,381.35,377.43,366.85,358.54,351.65,342.02,341.20,346.29
2013-09-04 21:55:42.619000,L8,339.72,325.47,323.75,312.34,321.28,317.86,319.95,315.93,325.85,322.88,317.21,327.66,338.31,338.37,342.11,,313.21,336.47,330.40,321.19,323.79
2013-12-09 21:55:16.438000,L8,379.42,354.99,361.28,352.14,346.10,351.55,,,,368.92,367.82,364.83,371.84,373.80,356.82,353.36,352.94,346.23,343.30,,
2014-01-10 21:54:55.235000,L8,338.68,325.23,320.73,308.90,313.36,318.27,323.91,316.39,319.28,325.22,323.21,331.64,345.31,343.34,342.21,333.21,329.94,325.81,326.76,321.32,316.60
2014-01-10 21:55:19.190000,L8,338.60,326.34,320.79,309.28,313.68,318.53,323.93,317.04,319.51,325.69,323.82,331.79,345.70,343.79,343.02,333.57,330.09,326.17,328.26,321.58,316.74
2014-02-11 21:54:32.873000,L8,343.77,331.67,322.23,308.16,316.00,318.34,323.81,316.86,315.96,321.33,320.95,327.21,341.39,338.84,340.76,331.86,326.75,326.41,324.67,318.46,315.79
2014-02-11 21:54:56.823000,L8,344.44,332.39,322.83,308.30,316.93,319.08,324.29,317.52,316.96,322.55,322.10,328.33,342.53,340.33,341.48,333.23,327.63,327.76,325.53,319.39,316.17
2014-03-15 21:54:10.286000,L8,,,,,,270.25,310.91,304.86,306.30,310.88,311.44,316.98,332.84,331.16,331.11,322.34,317.45,316.46,307.65,307.80,304.50
2014-03-15 21:54:34.241000,L8,,,,264.44,283.54,293.51,313.27,307.63,309.41,313.76,313.58,319.17,334.99,333.36,333.40,324.99,320.71,319.38,313.35,311.90,308.17
2014-03-31 21:53:53.631000,L8,,,,,,,,319.19,319.83,323.09,322.88,330.79,343.86,342.72,343.26,334.87,328.82,327.51,321.51,322.50,317.25
2014-05-02 21:53:22.380000,L8,313.49,306.69,312.10,296.83,298.89,312.77,319.42,308.43,307.11,313.42,313.58,320.38,333.91,332.66,334.54,326.38,318.82,317.69,302.94,311.11,305.77
2014-05-02 21:53:46.331000,L8,313.30,306.82,311.81,296.71,298.74,312.62,319.18,308.15,306.86,313.15,313.32,320.21,333.80,332.51,334.34,326.26,318.61,317.52,302.62,310.90,305.54
2014-05-18 21:53:11.680000,L8,349.91,336.66,333.82,328.31,321.22,324.85,333.08,322.22,328.27,333.92,334.44,342.47,352.68,351.73,349.07,339.09,335.11,332.87,328.31,331.03,323.28
2014-05-18 21:53:35.635000,L8,350.16,336.80,333.71,328.37,321.30,324.74,333.03,322.77,328.16,333.86,334.50,341.73,352.68,351.49,348.92,339.06,334.74,332.64,327.80,331.20,323.42
2014-06-19 21:53:23.387000,L8,358.11,342.90,334.79,332.64,326.44,333.85,336.82,334.12,331.98,337.07,347.53,352.00,359.70,354.60,351.39,345.01,340.52,339.10,335.92,333.21,331.00
2014-06-19 21:53:47.342000,L8,357.51,341.88,333.46,331.85,325.50,333.18,335.90,333.38,331.02,336.49,346.51,349.86,358.45,353.51,350.20,344.09,339.30,338.18,334.13,331.90,329.79
2014-07-05 21:53:29.728000,L8,350.24,336.62,328.00,320.82,319.61,327.45,329.68,323.68,327.26,332.16,329.96,338.90,353.16,350.35,348.02,340.12,337.12,336.63,330.98,329.43,321.98
2014-07-05 21:53:53.692000,L8,350.28,336.28,327.90,320.14,319.48,327.30,329.52,323.55,327.29,332.00,329.78,338.72,352.34,349.89,347.84,339.67,336.96,336.11,330.14,329.51,321.50
2014-07-21 21:53:33.067000,L8,356.39,339.71,336.23,328.78,323.74,329.48,330.13,331.68,329.90,335.81,335.71,343.39,365.16,354.57,354.82,349.31,343.38,338.56,338.41,335.47,328.55
2014-07-21 21:53:57.022000,L8,,,,,,,,,,,,,,,378.56,367.36,370.93,362.78,361.47,,
2014-08-06 21:53:41.801000,L8,357.23,337.00,335.04,328.78,323.20,329.41,333.64,333.91,330.90,336.13,345.07,343.37,358.23,352.36,353.15,347.04,336.94,337.72,334.64,330.33,331.25
2014-08-06 21:54:05.764000,L8,356.85,336.47,334.39,328.43,322.93,329.31,333.01,333.62,330.73,335.70,344.79,342.79,357.93,351.58,352.81,346.43,336.45,337.07,333.56,329.97,331.23
2014-09-07 21:53:48.789000,L8,345.65,329.10,323.46,318.07,316.60,320.51,323.07,321.92,319.38,325.48,324.24,332.41,346.79,341.67,344.84,337.52,332.02,331.78,331.61,325.24,319.51
2014-09-07 21:54:12.743000,L8,345.43,328.66,323.14,317.10,316.21,319.89,322.91,321.56,319.07,324.83,323.14,332.19,346.28,341.19,344.04,337.31,331.21,331.31,330.79,324.98,319.01
2014-09-23 21:53:45.463000,L8,343.56,331.59,323.99,313.29,319.65,320.98,324.18,319.05,316.99,324.39,321.69,329.75,343.75,339.23,342.37,335.13,328.43,327.84,325.60,328.29,318.04
2014-09-23 21:54:09.418000,L8,343.17,331.46,324.28,313.13,319.41,320.98,323.96,318.81,316.60,324.33,321.59,329.48,343.47,338.93,342.24,334.90,328.20,327.53,325.11,328.00,317.95
