dates,satname,nzd0214-0000,nzd0214-0001,nzd0214-0002,nzd0214-0003,nzd0214-0004,nzd0214-0005,nzd0214-0006,nzd0214-0007,nzd0214-0008,nzd0214-0009,nzd0214-0010,nzd0214-0011,nzd0214-0012,nzd0214-0013
2004-06-30 21:41:46.478000,L5,312.06,309.50,310.70,267.23,280.99,309.45,316.97,328.55,326.87,334.50,312.93,,,
2004-07-23 21:48:33.165000,L5,315.69,311.94,308.71,273.22,286.58,309.67,312.57,320.22,326.13,323.67,312.14,,,
2004-08-08 21:48:50.888000,L5,314.22,310.64,309.47,272.08,285.47,309.06,311.41,320.81,327.57,320.30,311.05,,,
2004-08-24 21:49:18.016000,L5,315.01,311.12,308.01,274.65,288.09,310.33,312.84,312.59,322.68,324.21,316.39,,,
2004-09-02 21:43:21.489000,L5,313.87,311.05,311.80,280.90,296.04,312.08,318.28,322.26,327.64,323.49,312.48,,,
2004-09-25 21:50:07.312000,L5,335.97,337.76,338.06,332.63,357.23,346.39,340.58,338.14,351.98,350.91,341.76,336.33,332.41,339.24
2004-10-20 21:44:28.706000,L5,317.59,317.48,317.74,284.23,300.10,314.08,320.36,318.71,327.77,321.71,313.03,,,
2004-10-27 21:50:47.740000,L5,315.72,310.80,313.78,288.88,305.36,313.19,318.26,320.49,329.45,328.93,316.88,,,
2004-12-07 21:45:24.093000,L5,316.14,311.83,309.06,278.90,293.90,313.45,318.50,320.41,324.74,319.16,309.59,,,
2004-12-23 21:45:40.703000,L5,311.60,305.22,307.20,271.83,285.05,301.90,311.01,313.66,322.96,317.88,306.06,,,
2005-01-15 21:52:09.437000,L5,324.36,321.15,320.55,289.36,303.66,311.22,306.89,309.49,319.58,321.47,303.72,,,
2005-01-24 21:46:06.161000,L5,,297.52,296.59,269.13,281.77,300.48,301.99,303.96,306.13,307.41,285.88,,,
2005-02-09 21:46:19.482000,L5,311.31,304.94,302.94,266.39,278.57,304.95,315.83,313.44,323.75,314.94,303.39,,,
2005-02-16 21:52:37.927000,L5,323.90,316.78,315.87,281.45,296.27,310.38,319.94,312.24,319.46,317.73,309.99,,,
2005-02-25 21:46:35.721000,L5,312.04,309.96,309.47,277.21,291.69,305.12,305.33,310.23,318.99,315.37,301.82,,,
2005-03-04 21:52:52.217000,L5,311.45,310.73,310.95,275.88,289.43,306.83,303.52,304.26,310.69,312.94,299.85,,,
2005-03-13 21:46:47.612000,L5,314.73,311.99,311.62,277.49,291.31,305.79,304.87,308.73,315.77,318.68,304.20,,,
2005-04-21 21:53:10.893000,L5,315.24,305.09,306.76,273.68,287.11,305.19,309.93,318.21,321.31,317.17,309.64,,,
2005-06-08 21:53:33.007000,L5,313.90,312.20,315.12,275.78,289.05,309.14,319.32,322.05,328.65,322.78,314.67,,,
2005-10-30 21:54:03.531000,L5,304.08,298.83,314.53,277.63,291.26,312.38,313.78,314.58,326.03,317.05,300.57,,,
2005-11-08 21:48:04.756000,L5,311.15,310.48,310.92,279.98,297.68,314.12,316.04,316.79,328.57,322.31,307.42,,,
2005-11-24 21:48:28.120000,L5,317.24,313.47,313.59,278.64,293.84,313.96,315.92,319.08,327.83,324.63,315.08,,,
2006-01-27 21:49:58.544000,L5,309.83,307.90,304.74,275.78,289.54,311.45,313.47,317.39,326.42,323.93,305.81,,,
2006-02-03 21:56:19.035000,L5,315.29,308.67,309.61,276.00,289.52,308.32,316.84,317.20,326.94,321.19,313.62,,,
2006-02-19 21:56:39.909000,L5,312.92,307.96,311.34,275.62,289.12,305.16,309.59,313.06,318.06,317.15,305.16,,,
2006-02-28 21:50:40.410000,L5,317.97,314.37,315.33,280.55,295.32,309.44,317.83,319.90,327.09,325.03,315.32,,,
2006-04-08 21:57:36.601000,L5,,293.34,291.75,262.16,274.25,295.31,299.56,304.88,310.37,305.93,288.97,,,
2006-07-06 21:52:45.642000,L5,338.24,340.18,334.09,292.67,309.28,333.80,343.89,353.24,360.72,352.13,340.06,318.29,,
2006-10-10 21:53:56.892000,L5,322.33,318.77,309.65,277.14,291.20,315.66,320.71,322.83,330.97,328.84,322.00,,,
2006-12-13 21:54:55.384000,L5,401.62,400.24,405.66,374.25,366.80,364.12,354.36,342.73,336.40,334.40,325.09,336.96,335.30,343.58
2007-01-30 21:54:48.635000,L5,,296.97,303.81,271.17,284.11,302.85,306.10,304.98,317.51,312.11,292.52,,,
2007-02-15 21:54:49.756000,L5,307.96,304.34,298.52,269.19,281.88,302.77,301.45,304.18,314.47,309.33,287.40,,,
2008-02-25 21:56:25.254000,L5,315.83,312.16,312.86,282.81,297.95,311.79,309.52,313.45,321.81,319.11,310.61,,,
2009-11-26 21:56:28.873000,L5,314.72,312.77,308.35,281.63,297.08,307.02,311.79,313.81,318.29,311.48,300.58,,,
2010-01-13 21:56:49.389000,L5,324.16,315.48,312.88,283.09,297.59,309.87,314.10,309.46,324.26,323.43,315.68,,,
2010-10-28 21:55:51.312000,L5,325.55,312.64,314.14,283.14,298.47,313.81,317.73,321.09,327.96,325.83,313.42,,,
2011-01-09 21:49:46.887000,L5,317.89,307.33,307.71,275.88,289.43,305.60,307.97,311.74,319.79,316.15,300.93,,,
2011-01-16 21:55:58.174000,L5,333.61,322.59,322.76,291.01,305.05,309.21,311.20,314.82,325.86,322.70,315.35,,,
2011-01-25 21:49:47.233000,L5,315.00,304.94,304.12,273.01,286.39,307.32,305.72,311.19,311.05,310.01,294.46,,,
2011-02-17 21:56:00.979000,L5,324.66,311.77,321.26,290.54,305.17,313.99,321.19,323.12,331.86,330.18,321.25,,,
2011-10-24 21:47:48.042000,L5,325.20,316.73,322.95,286.83,301.22,317.67,323.30,324.69,333.65,323.49,318.58,,,
2013-04-11 22:08:15.067000,L8,341.92,325.29,321.02,298.24,317.06,325.90,333.67,336.39,340.13,334.37,306.61,,,
2013-04-27 22:07:47.557000,L8,329.50,325.41,326.06,299.22,320.34,333.99,335.88,340.34,347.19,338.22,302.86,,,
2013-05-29 22:08:05.425000,L8,334.37,320.03,319.41,290.62,309.38,325.12,332.40,338.82,337.27,332.35,301.89,,,
2013-06-23 22:01:46.719000,L8,342.44,324.97,324.63,297.00,316.62,330.23,337.04,341.21,353.58,344.29,320.45,,,
2013-06-30 22:08:00.117000,L8,343.60,329.23,330.42,297.61,318.02,340.27,339.47,344.14,350.43,342.73,304.26,,,
2013-08-17 22:08:03.120000,L8,346.17,333.21,332.78,299.17,322.98,343.33,341.42,342.42,359.22,345.58,318.30,,,
2013-09-02 22:08:04.598000,L8,354.44,340.77,343.90,314.18,361.78,350.91,345.59,350.61,365.12,354.21,353.06,337.47,334.60,333.32
2013-11-05 22:07:46.855000,L8,326.66,317.83,,245.80,,312.20,309.46,323.92,326.56,323.94,269.97,,,
2013-11-14 22:01:33.487000,L8,357.13,351.12,347.61,328.08,371.02,368.85,352.95,353.51,364.72,360.86,352.71,379.30,373.76,388.23
2013-11-21 22:07:37.752000,L8,337.74,326.03,321.95,296.98,314.08,321.13,333.98,331.69,338.42,330.56,312.84,,,
2013-12-16 22:01:21.990000,L8,343.40,328.73,327.17,300.83,319.13,326.40,334.81,334.39,339.52,333.49,317.59,,,
2014-01-01 22:01:14.509000,L8,337.34,324.90,323.25,294.80,312.81,320.70,333.02,330.48,340.37,332.17,313.72,,,
2014-01-17 22:00:59.983000,L8,333.75,324.03,318.10,292.13,310.57,316.67,332.00,329.01,338.07,328.36,308.88,,,
2014-01-24 22:07:09.509000,L8,342.38,329.19,325.35,295.41,315.42,326.34,336.57,337.46,338.31,333.45,295.02,,,
2014-02-02 22:00:53.662000,L8,337.81,324.61,321.53,294.82,312.76,321.94,334.60,339.29,343.10,332.38,311.87,,,
2014-02-09 22:06:57.254000,L8,342.74,331.41,331.89,311.47,342.92,337.11,338.62,340.83,347.89,336.26,319.11,,,
2014-02-25 22:06:44.447000,L8,,384.97,361.80,328.31,339.43,350.55,345.78,350.25,350.92,340.85,340.22,372.17,365.43,333.15
2014-03-06 22:00:25.321000,L8,332.30,324.65,319.42,294.17,311.82,318.92,334.13,330.70,332.33,328.30,310.90,,,
2014-03-22 22:00:13.558000,L8,338.06,328.07,324.36,298.67,314.71,324.09,335.42,337.67,337.94,330.38,309.76,,,
2014-03-29 22:06:15.961000,L8,341.15,327.50,324.93,296.09,316.05,326.12,335.85,336.55,340.50,331.63,312.98,,,
2014-04-30 22:05:46.536000,L8,331.40,325.58,322.75,296.17,314.10,328.10,335.83,338.87,339.64,332.16,301.31,,,
2014-05-09 21:59:27.549000,L8,341.85,330.05,329.86,297.05,314.23,334.22,339.73,346.21,343.64,338.51,318.86,,,
2014-07-12 21:59:43.196000,L8,,304.63,310.69,276.98,289.46,296.74,295.45,325.13,282.06,314.68,285.90,,,
2014-08-13 21:59:54.812000,L8,333.70,325.90,321.80,295.23,312.98,327.51,338.56,337.63,339.19,328.84,313.04,,,
2014-09-14 21:59:59.788000,L8,337.56,324.37,323.28,295.10,311.84,322.38,333.30,331.29,332.32,327.45,312.14,,,
2014-11-08 22:06:16.124000,L8,331.63,325.35,320.77,294.71,311.28,319.95,329.93,325.95,332.15,328.65,302.47,,,
2015-01-04 21:59:53.956000,L8,340.04,326.69,323.31,297.32,314.21,319.61,331.97,328.45,333.40,332.89,318.27,,,
2015-02-12 22:05:51.250000,L8,346.32,331.50,327.51,296.06,311.33,323.29,337.03,335.23,340.99,,,,,
2015-02-28 22:05:48.437000,L8,358.26,356.43,343.92,324.87,338.29,349.93,343.92,348.51,349.74,358.78,344.07,338.22,352.70,347.85
2015-03-09 21:59:30.556000,L8,332.08,322.43,314.82,291.64,306.34,313.62,327.45,327.08,326.70,327.13,303.92,,,
2015-05-12 21:58:53.078000,L8,337.65,329.04,325.74,295.67,309.97,326.22,336.77,341.49,338.87,336.10,314.79,,,
2015-05-19 22:05:04.672000,L8,332.14,323.71,319.56,294.24,309.62,318.62,333.43,337.93,332.12,331.46,310.01,,,
2015-05-28 21:58:55.699000,L8,354.53,340.00,339.80,311.95,327.15,337.50,346.72,356.76,366.92,360.76,349.76,339.37,356.72,351.14
2015-06-04 22:05:12.611000,L8,337.52,323.82,323.77,294.77,310.57,322.23,334.56,338.42,334.54,333.26,311.39,,,
2015-06-29 21:59:14.515000,L8,345.22,344.30,339.00,309.37,326.71,344.46,356.41,361.62,349.28,361.65,375.70,,,
2015-07-22 22:05:37.569000,L8,337.78,323.38,320.68,292.29,308.56,324.08,333.66,338.41,334.26,333.99,311.82,,,
2015-08-16 21:59:34.814000,L8,334.90,323.39,320.19,293.34,311.39,325.64,334.26,336.80,333.56,326.71,306.21,,,
2015-09-01 21:59:39.995000,L8,327.67,314.36,309.60,284.35,302.42,315.94,325.23,327.60,324.39,317.99,284.74,,,
2015-09-24 22:06:01.750000,L8,351.11,344.10,339.76,314.49,361.63,361.97,345.32,350.05,351.98,346.59,338.76,335.69,338.96,346.78
2015-10-26 22:06:07.756000,L8,339.91,326.74,324.81,294.83,312.60,327.31,332.24,330.09,330.44,329.66,286.08,,,
2015-12-29 22:06:09.164000,L8,330.22,324.50,317.26,290.03,305.44,314.31,312.45,328.10,326.70,328.49,290.75,,,
2016-01-23 21:59:56.211000,L8,333.74,321.82,316.13,286.24,302.81,311.94,309.14,313.19,304.55,324.19,286.40,,,
2016-02-24 21:59:45.021000,L8,,321.86,319.76,292.65,307.38,312.44,332.50,332.78,330.02,329.08,302.95,,,
2016-03-02 22:05:55.525000,L8,342.89,332.82,330.77,296.07,317.27,322.00,337.07,341.33,338.17,334.84,314.87,,,
2016-03-11 21:59:42.538000,L8,331.86,326.07,321.69,294.57,312.23,320.56,335.65,336.17,337.91,334.26,313.44,,,
2016-05-14 21:59:24.184000,L8,341.97,329.19,328.84,298.07,315.40,328.52,340.09,343.35,336.51,335.09,313.88,,,
2016-05-21 22:05:38.418000,L8,335.34,324.86,321.06,294.68,311.66,322.38,333.47,336.64,334.60,331.94,309.40,,,
2016-06-15 21:59:33.099000,L8,355.37,344.51,346.40,309.97,335.43,353.87,360.34,360.49,368.17,362.68,348.18,342.67,357.38,343.63
2016-07-01 21:59:42.515000,L8,352.39,341.03,346.48,303.95,325.11,347.84,353.50,359.18,363.87,360.67,342.20,337.05,329.74,348.93
2016-07-17 21:59:49.332000,L8,338.75,328.51,323.74,296.21,313.35,332.54,339.40,345.83,341.96,336.88,320.25,,,
2016-07-24 22:06:01.938000,L8,333.92,322.05,321.75,293.80,311.16,328.61,337.35,338.44,336.78,330.99,315.09,,,
2016-08-18 21:59:57.052000,L8,337.10,323.14,316.58,294.03,310.83,326.39,335.21,337.84,335.84,330.67,311.01,,,
2016-09-10 22:06:15.488000,L8,342.51,328.97,328.85,298.24,314.92,331.16,338.75,341.85,337.77,330.96,316.22,,,
2016-10-12 22:06:21.213000,L8,348.69,335.23,342.49,309.20,327.45,314.49,302.96,,347.57,339.10,334.43,334.46,331.90,331.20
2016-10-21 22:00:12.043000,L8,319.16,327.81,325.51,296.07,310.93,322.22,334.48,332.98,339.62,333.76,317.47,,,
2016-11-22 22:00:11.776000,L8,352.34,336.21,340.87,311.26,363.18,366.13,354.51,359.47,376.49,393.57,380.98,,,
2016-12-15 22:06:18.115000,L8,339.44,326.57,322.54,293.90,309.12,318.37,330.18,324.65,336.51,331.69,302.71,,,
2016-12-24 22:00:05.447000,L8,,341.49,348.70,302.76,344.10,320.23,373.15,359.50,371.72,389.92,368.14,,,
2017-01-16 22:06:11.085000,L8,337.15,326.91,319.39,292.54,310.22,315.26,327.35,332.72,335.71,334.11,313.17,,,
2017-01-25 21:59:56.835000,L8,342.69,328.75,328.58,296.20,312.52,331.68,337.03,339.73,336.90,335.94,325.80,318.37,,
2017-02-10 21:59:48.586000,L8,335.91,319.33,314.62,285.26,299.51,307.37,308.36,291.73,331.78,330.31,302.48,,,
2017-03-05 22:05:50.977000,L8,,321.51,313.27,285.19,300.53,309.16,300.18,286.84,,,,,,
2017-03-14 21:59:34.845000,L8,329.98,324.14,315.36,292.52,308.64,316.57,333.57,332.46,338.40,334.36,301.20,,,
2017-03-30 21:59:26.304000,L8,327.35,325.19,319.20,294.74,312.04,319.59,335.73,339.26,341.12,333.31,313.11,,,
2017-04-06 22:05:33.966000,L8,,,,,,351.66,343.90,353.99,368.21,375.75,375.74,365.08,332.78,346.46
2017-04-15 21:59:18.187000,L8,334.61,325.64,324.53,296.83,313.80,328.47,336.70,339.68,341.94,338.38,322.42,,,
2017-05-01 21:59:07.812000,L8,338.54,324.20,324.75,297.81,313.72,329.45,337.96,340.69,338.54,334.60,314.81,,,
2017-05-08 22:05:23.284000,L8,342.80,330.36,329.64,298.29,316.41,333.41,340.89,341.88,337.15,333.84,310.18,,,
2017-05-24 22:05:34.407000,L8,341.42,327.26,323.11,293.21,311.80,330.81,339.30,341.54,340.36,333.60,309.92,,,
2017-06-25 22:05:47.638000,L8,336.29,323.80,315.09,292.89,311.71,329.64,339.02,339.82,337.07,330.00,305.47,,,
2017-07-11 22:05:50.423000,L8,,,,272.66,285.20,325.72,331.92,335.63,331.82,323.09,294.10,,,
2017-08-05 21:59:51.079000,L8,,,,273.59,286.92,325.15,338.59,339.04,332.64,326.88,289.05,,,
2017-08-12 22:06:04.307000,L8,336.51,322.98,315.88,293.09,310.34,327.27,335.37,338.48,335.57,327.97,307.30,,,
2017-08-21 21:59:55.958000,L8,339.78,323.44,311.39,289.79,307.98,326.72,337.89,335.13,335.61,332.40,311.62,,,
2017-09-22 22:00:01.938000,L8,335.02,321.85,314.62,289.29,307.05,324.45,335.39,333.95,331.81,326.93,300.31,,,
2017-11-16 22:06:16.377000,L8,343.07,330.22,326.83,295.51,314.60,325.32,333.82,333.22,333.11,331.22,289.89,,,
2017-12-02 22:06:10.894000,L8,344.69,331.16,326.21,294.08,308.71,322.49,334.57,334.01,335.35,334.21,314.77,,,
2017-12-27 22:00:01.778000,L8,350.87,335.35,336.52,307.96,334.64,338.71,344.85,348.95,347.63,347.75,337.03,333.18,329.65,333.62
2018-01-28 21:59:46.257000,L8,342.20,326.87,323.33,290.85,306.55,317.94,334.60,337.69,338.59,330.09,308.10,,,
2018-03-08 22:05:39.901000,L8,333.83,324.90,319.89,293.04,307.40,313.84,327.80,329.26,329.42,328.18,298.53,,,
2018-03-17 21:59:24.088000,L8,328.07,323.78,318.03,286.86,302.72,314.51,334.54,333.11,334.25,328.21,305.97,,,
2018-04-18 21:59:07.664000,L8,337.90,328.51,327.27,298.54,314.86,330.16,339.86,344.78,337.05,348.00,316.95,,,
2018-04-25 22:05:14.903000,L8,353.17,342.77,375.24,313.03,334.70,347.23,349.01,351.89,351.42,351.45,342.78,342.41,348.16,350.30
2018-06-05 21:58:37.907000,L8,334.92,321.80,316.80,290.35,306.97,321.85,332.34,339.37,337.89,331.43,296.02,,,
2018-06-21 21:58:49.257000,L8,343.20,329.83,326.66,297.59,314.53,335.23,341.91,347.46,345.79,340.54,327.36,,,
2018-06-28 22:05:04.262000,L8,335.37,323.31,318.41,291.36,308.13,326.95,334.92,340.61,339.47,331.47,313.66,,,
2018-07-23 21:59:04.706000,L8,350.52,336.88,342.32,303.34,329.48,349.77,346.61,352.88,349.91,346.43,341.55,340.52,342.86,351.49
2018-08-08 21:59:13.788000,L8,342.66,333.42,329.99,297.79,315.19,336.81,343.39,347.50,343.31,336.55,323.59,,,
2018-08-24 21:59:21.762000,L8,336.13,324.77,318.31,290.09,305.83,328.08,335.44,336.19,331.12,329.73,313.69,,,
2018-08-31 22:05:35.273000,L8,334.24,322.53,315.63,291.96,307.85,326.96,335.29,335.66,331.27,326.73,302.15,,,
2018-09-16 22:05:39.825000,L8,339.14,327.05,323.59,292.52,306.93,327.75,335.37,337.15,339.80,329.62,,,,
2018-10-02 22:05:47.245000,L8,349.31,337.57,339.84,306.91,328.69,341.15,345.47,349.65,342.99,340.81,334.15,336.13,341.11,341.07
2018-10-18 22:05:53.709000,L8,352.11,338.79,341.01,310.46,328.82,342.75,344.71,350.54,346.36,343.45,335.56,338.28,335.90,343.77
2018-11-03 22:05:57.421000,L8,,303.29,302.29,278.35,294.76,314.57,321.01,333.02,327.38,324.70,288.50,,,
2018-11-12 21:59:47.452000,L8,332.49,322.42,315.35,287.25,303.63,316.32,326.81,327.05,329.96,327.89,303.69,,,
2018-11-28 21:59:46.576000,L8,335.45,324.07,316.64,287.41,302.37,312.69,324.55,325.51,329.71,326.98,303.51,,,
2019-01-22 22:05:50.255000,L8,333.16,325.54,314.81,288.02,304.49,313.95,324.81,326.44,329.59,328.86,286.73,,,
2019-02-07 22:05:47.667000,L8,331.60,322.75,314.11,285.84,300.99,308.96,312.02,325.31,329.18,327.80,281.60,,,
2019-02-16 21:59:35.438000,L8,343.61,327.66,321.82,286.45,302.51,316.45,336.23,336.06,337.63,331.05,305.10,,,
2019-03-04 21:59:30.951000,L8,339.74,326.38,317.98,290.85,305.23,316.46,332.73,331.37,330.80,329.20,311.00,,,
2019-03-11 22:05:38.980000,L8,334.67,322.02,318.07,291.13,306.74,317.13,333.40,332.05,332.57,326.74,304.71,,,
2019-03-20 21:59:26.164000,L8,340.85,325.29,323.11,296.59,311.94,323.56,335.21,335.57,335.53,332.40,315.57,,,
