dates,satname,nzd0145-0000,nzd0145-0001,nzd0145-0002,nzd0145-0003,nzd0145-0004,nzd0145-0005,nzd0145-0006,nzd0145-0007,nzd0145-0008,nzd0145-0009,nzd0145-0010,nzd0145-0011,nzd0145-0021,nzd0145-0022,nzd0145-0013,nzd0145-0014,nzd0145-0015,nzd0145-0016,nzd0145-0017,nzd0145-0012,nzd0145-0018,nzd0145-0019,nzd0145-0020
2000-02-11 21:58:22.025000,L7,361.47,313.51,313.59,323.74,315.00,304.48,293.90,292.85,276.00,298.45,294.75,303.77,273.07,373.73,,,,,,,,,
2000-02-18 22:04:29.218000,L7,352.59,314.60,313.87,320.26,306.88,298.12,,,,,,,,,,,,,,,,,
2000-03-30 21:58:09.573000,L7,,,,,,,,,,,,,,,,,329.46,328.55,290.07,,277.59,258.80,
2000-07-11 22:03:17.779000,L7,363.52,313.89,316.10,322.75,309.66,334.96,314.82,295.04,297.46,303.52,280.08,,,,316.55,352.58,338.38,313.67,344.56,,,,
2000-10-15 22:01:56.204000,L7,351.25,299.94,304.63,303.87,300.92,301.12,282.56,278.99,,,,,,,,,,,,,,,
2001-01-03 22:02:12.432000,L7,356.24,303.38,305.51,308.19,319.95,323.41,292.20,288.33,,,,,,,,,,,,,,,
2001-02-04 22:02:14.384000,L7,356.48,308.26,307.45,324.43,326.48,332.47,278.15,286.15,,,,,,,,,,,,,,,
2001-09-25 21:54:04.740000,L7,356.17,303.14,304.79,304.06,306.01,313.99,285.83,286.34,,,,,,,,,,,,,,,
2001-12-30 21:54:37.254000,L7,,,419.85,366.42,389.76,,,,,,,,,,,,,,,,,,
2002-12-01 21:53:52.985000,L7,317.07,311.99,322.91,327.37,319.70,310.55,296.95,295.44,275.49,298.59,290.46,313.74,,,312.73,307.89,301.79,302.59,272.16,320.50,,,
2003-05-10 21:54:46.466000,L7,313.74,300.21,303.68,295.90,290.81,,,,,,,,,,,,,,,,,,
2003-08-06 21:42:27.230000,L5,327.65,300.36,292.27,,,,,,,,,,,,,,,,,,,,
2003-08-06 21:42:51.203000,L5,332.00,305.14,295.33,291.03,289.49,,,,,,,,,,,,,,,,,,
2003-11-17 21:50:09.452000,L5,358.14,331.62,329.32,327.11,325.75,331.27,333.15,319.25,311.69,314.17,318.43,320.19,294.44,300.58,326.85,318.53,316.15,317.84,312.55,343.65,306.64,291.72,292.12
2004-05-04 21:46:16.049000,L5,329.49,304.46,294.84,294.78,281.12,,,,,,,,,,,,,,,,,,
2004-06-12 21:53:11.618000,L5,333.09,298.71,292.13,294.30,281.38,,,,,,,,,,,,,,,,,,
2004-07-07 21:47:45.207000,L5,318.31,295.48,293.11,289.79,,,,,,,,,,,,,,,,,,,
2004-07-07 21:48:09.180000,L5,317.97,294.75,291.91,289.17,,,,,,,,,,,,,,,,,,,
