dates,nzd0145-0000,nzd0145-0001,nzd0145-0002,nzd0145-0003,nzd0145-0004,nzd0145-0005,nzd0145-0006,nzd0145-0007,nzd0145-0008,nzd0145-0009,nzd0145-0010,nzd0145-0011,nzd0145-0021,nzd0145-0022,nzd0145-0013,nzd0145-0014,nzd0145-0015,nzd0145-0016,nzd0145-0017,nzd0145-0012,nzd0145-0018,nzd0145-0019,nzd0145-0020,satname
2000-07-11 22:03:17+00:00,363.52,313.89,316.1,322.75,309.66,334.96,314.82,295.04,297.46,303.52,280.08,,,,316.55,,338.38,313.67,,,,,,L7
2001-01-03 22:02:12+00:00,359.88,308.635,310.805,315.47,314.805,329.185,303.51,291.685,297.46,303.52,280.08,,,,316.55,,338.38,313.67,,,,,,L7
2001-09-25 21:54:04+00:00,356.17,303.14,304.79,304.06,306.01,313.99,285.83,286.34,,,,,,,,,,,,,,,,L7
2002-12-01 21:53:52+00:00,,,,,,310.55,296.95,295.44,275.49,298.59,290.46,313.74,,,312.73,307.89,301.79,302.59,,320.5,,,,L7
2003-08-06 21:42:27+00:00,327.65,300.36,292.27,,,,,,,,,,,,,,,,,,,,,L5
2003-11-17 21:50:09+00:00,342.895,315.99,310.79499999999996,327.11,325.75,331.27,333.15,319.25,311.69,314.17,318.43,320.19,294.44,300.58,326.85,318.53,316.15,317.84,312.55,343.65,306.64,291.72,292.12,L5
2004-06-12 21:53:11+00:00,333.09,298.71,292.13,294.3,281.38,,,,,,,,,,,,,,,,,,,L5
2004-07-07 21:47:45+00:00,325.7,297.095,292.62,292.045,281.38,,,,,,,,,,,,,,,,,,,L5
2004-07-23 21:48:33+00:00,325.47666666666663,298.5233333333333,294.05,292.91,283.07,,,,,,,,,,,,,,,,,,,L5
2004-07-30 21:54:28+00:00,324.8425,297.435,293.74,291.745,283.07,,,,,,,,,,,,,,,,,,,L5
2005-01-15 21:51:45+00:00,325.15333333333336,298.43333333333334,294.0266666666667,292.7233333333333,283.135,,,,,,,,,,,,,,,,,,,L5
2005-02-07 21:58:15+00:00,329.525,301.91499999999996,295.14,296.715,283.97,,,,,,,,,,,,,,,,,,,L5
2006-07-04 22:04:41+00:00,333.73,300.93,292.7,,,,,,,,,,,,,,,,,,,,,L5
2006-12-11 22:06:52+00:00,333.73,300.93,315.78499999999997,328.17,321.53,316.49,292.91,288.5,270.62,,,,,,,,,,,,,,,L5
2013-05-20 22:13:50+00:00,332.18,305.4,302.62,305.38,295.18,,,,,,,,,,,,,,,,,,,L8
2013-06-05 22:13:51+00:00,333.61,304.15,303.025,305.61,295.62,,,,,,,,,,,,,,,,,,,L8
