dates,satname,nzd0205-0000,nzd0205-0001,nzd0205-0002,nzd0205-0003,nzd0205-0004,nzd0205-0005,nzd0205-0006,nzd0205-0007,nzd0205-0008,nzd0205-0009,nzd0205-0010,nzd0205-0011,nzd0205-0012,nzd0205-0013,nzd0205-0014,nzd0205-0015,nzd0205-0016,nzd0205-0017,nzd0205-0021,nzd0205-0022,nzd0205-0023,nzd0205-0024,nzd0205-0025,nzd0205-0026,nzd0205-0027,nzd0205-0028,nzd0205-0029,nzd0205-0030,nzd0205-0031,nzd0205-0032,nzd0205-0033,nzd0205-0018,nzd0205-0019,nzd0205-0020
1999-09-27 22:05:12.911000,L7,,290.90,295.89,297.37,282.34,285.38,265.48,,,,300.83,300.95,286.67,271.20,,,,,,,,,,,,,,,,,,,,
1999-10-13 22:05:12.843000,L7,345.31,332.26,326.99,327.71,308.64,322.62,324.29,327.73,337.56,331.18,329.09,334.51,315.55,300.79,296.58,288.90,281.89,278.59,,,,,,,,,,,,,,,,
1999-11-14 22:05:06.309000,L7,,,,,,,345.29,346.85,351.85,343.40,340.70,346.51,331.11,316.98,311.12,307.51,303.49,299.30,346.22,381.09,377.94,325.78,376.07,,,,,,,,,287.58,289.18,355.89
1999-12-25 21:58:52.197000,L7,256.85,256.49,252.38,251.06,250.59,251.37,255.96,261.55,283.03,288.17,281.64,298.98,291.30,282.04,278.07,276.18,,,282.72,295.64,291.37,290.52,287.66,290.14,288.26,297.25,314.57,311.47,289.92,259.89,,,,
2000-02-18 22:04:53.186000,L7,329.75,312.51,311.35,309.96,300.43,299.14,305.44,308.57,325.07,321.52,317.25,353.11,309.15,291.60,283.97,,,,,,,,,,,,,,,,,,,
2000-03-30 21:58:33.541000,L7,272.86,243.64,251.67,256.02,266.76,373.08,311.69,311.56,303.26,329.30,356.30,,,,,,,,,,,,320.00,298.99,301.60,308.25,329.10,330.11,313.76,,,,,
2000-07-11 22:03:41.691000,L7,331.21,300.35,313.92,319.79,358.88,357.91,355.76,344.60,341.70,343.64,329.69,335.78,315.92,302.67,298.12,294.57,281.79,,,,,,,355.79,350.87,359.58,359.19,341.57,363.19,374.54,375.85,,,
2000-08-05 21:57:08.715000,L7,293.57,258.66,251.58,252.95,266.58,276.02,293.33,298.51,300.75,300.01,293.68,309.45,307.97,301.23,299.57,299.12,305.52,286.26,,292.92,296.02,285.39,289.24,287.43,293.64,303.35,327.73,323.20,310.43,,,,,
2000-09-13 22:02:50.153000,L7,,279.32,300.48,304.25,291.12,296.15,305.14,253.88,,,,,296.96,296.33,308.38,296.82,294.34,284.28,,,,,,,,,,,,,,,,
2000-09-22 21:56:29.431000,L7,348.65,288.97,292.08,281.05,288.74,287.03,298.63,310.99,389.16,361.21,,,,,,,,,361.94,389.03,311.96,317.02,329.43,321.72,409.30,328.16,334.87,337.10,316.92,288.80,,,,
2000-10-15 22:02:20.178000,L7,322.46,315.83,307.89,307.47,294.74,299.85,298.96,305.31,321.01,314.21,310.95,315.62,300.89,288.82,277.86,,,,,,,,,,,,,,,,,,,
2000-11-09 21:56:21.390000,L7,,,,,,,,,,,,,336.40,378.68,358.14,,,384.83,380.72,367.94,361.79,368.21,373.53,358.66,,382.32,359.15,347.25,345.70,290.08,,314.19,295.68,367.03
2001-01-03 22:02:36.401000,L7,351.48,344.10,337.40,331.86,321.18,322.84,328.34,330.64,342.11,334.52,331.62,337.62,322.89,312.09,302.12,297.38,292.91,294.21,,,,,,,,,,,,,,,,
2001-02-04 22:02:38.355000,L7,345.45,349.27,324.83,325.85,316.28,309.19,314.79,318.56,340.13,331.91,335.45,362.33,322.92,312.88,304.37,296.03,287.43,277.43,388.72,360.33,367.61,360.00,328.58,374.17,403.66,397.58,,,,,,,,
2001-02-20 22:02:36.849000,L7,348.96,334.84,323.40,330.41,317.61,320.43,327.71,330.69,343.44,336.14,329.93,340.41,317.89,303.62,297.43,288.80,341.02,368.56,336.60,329.84,333.54,309.41,317.69,320.83,,330.16,361.46,315.44,352.48,367.10,,412.14,349.11,342.96
2001-03-01 21:56:21.596000,L7,294.25,299.05,289.10,339.81,284.39,280.68,304.08,300.18,300.10,381.45,,305.66,302.87,299.88,304.91,302.30,300.32,303.60,307.40,317.23,315.96,310.80,308.76,304.24,317.68,320.07,328.26,332.05,310.82,,,297.62,295.12,
2001-03-24 22:02:23.691000,L7,341.48,322.98,313.93,318.07,307.90,308.49,319.24,324.72,337.52,329.40,324.77,325.90,309.47,296.71,290.03,286.12,287.63,278.19,,,363.73,340.12,366.01,,,,,,,,,331.80,395.47,309.56
2001-06-21 21:55:29.297000,L7,,,,,,353.68,346.88,371.88,280.26,283.39,278.82,333.60,374.44,310.94,,,,,,,,,,,,,,,,,,,,
2001-08-08 21:55:01.113000,L7,245.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-15 22:01:02.634000,L7,,,,,,,,273.55,294.90,290.85,307.04,305.16,307.25,264.94,,,,,,,,,,,,,,,,,,,,
2001-09-09 21:54:36.880000,L7,289.53,253.22,263.43,257.22,263.62,271.79,286.40,294.56,297.22,301.75,292.28,300.89,300.43,290.85,282.72,284.30,286.22,292.00,283.88,292.32,291.09,351.26,358.31,,,,,,,,,,,
2001-09-25 21:54:28.694000,L7,293.60,286.41,272.81,273.73,270.07,277.00,287.72,295.34,301.95,307.41,303.23,316.58,309.43,299.24,299.05,301.03,301.70,305.75,301.31,319.57,304.52,314.35,323.96,313.76,318.95,322.64,333.52,331.47,311.60,273.62,,299.98,303.21,302.72
2001-10-02 22:00:28.615000,L7,324.08,304.44,268.58,306.92,293.03,299.61,311.42,317.35,330.91,320.16,319.61,324.65,303.69,292.69,282.96,276.89,,,,,,,,,,,,,,,,,,
2001-10-11 21:54:09.862000,L7,,,,,,287.98,297.76,298.90,307.44,319.98,309.09,324.14,320.26,308.05,312.02,306.60,306.62,313.58,330.49,326.67,319.89,318.80,318.95,317.15,322.74,325.43,335.21,336.09,319.98,297.92,319.78,302.57,303.92,303.61
2001-12-05 22:00:42.963000,L7,,,,,,,341.75,333.71,331.31,318.26,330.69,334.82,318.90,299.14,290.61,,,,,,,,,,,,,,,,,,,
2001-12-30 21:54:37.254000,L7,253.52,249.12,246.85,244.25,244.94,249.93,254.27,259.17,279.07,285.79,280.20,298.10,292.37,281.82,276.79,,,,269.67,295.96,285.15,283.26,282.43,279.13,281.93,,,,,,,,,
2002-01-06 22:00:55.947000,L7,,,,,,,,,,314.18,315.55,312.54,298.32,285.19,,,,,,,,,,,,,,,,,,,,
2002-01-22 22:01:04.880000,L7,,360.44,348.00,347.53,335.51,331.70,,,,,,,,321.17,319.04,312.52,307.11,302.13,,,,,,,,,,,,,,291.23,296.67,
2002-02-07 22:01:06.118000,L7,,356.72,341.60,341.09,352.36,350.80,337.76,340.64,393.65,,,,,,,,,,,,,331.42,291.30,308.16,288.17,334.92,385.63,410.65,,,,,,
2002-02-16 21:54:54.191000,L7,304.63,281.95,270.17,263.76,267.12,273.94,284.25,289.99,298.87,304.84,294.86,304.33,300.96,291.28,288.94,287.04,290.29,295.37,289.53,308.47,300.40,294.44,291.90,287.51,298.58,304.26,322.35,322.82,301.73,273.83,305.31,284.72,,
2002-03-11 22:01:07.753000,L7,350.83,339.10,328.61,325.35,314.38,317.87,325.32,332.53,342.60,341.52,349.95,339.62,319.87,308.83,296.44,297.48,294.27,286.25,,,,,333.04,319.21,307.61,284.24,,,,,,,,
