dates,satname,nzd0226-0000,nzd0226-0001,nzd0226-0002,nzd0226-0003,nzd0226-0004,nzd0226-0005,nzd0226-0006,nzd0226-0007,nzd0226-0008,nzd0226-0009,nzd0226-0010,nzd0226-0011,nzd0226-0012,nzd0226-0013,nzd0226-0014,nzd0226-0015,nzd0226-0016,nzd0226-0017,nzd0226-0018,nzd0226-0019,nzd0226-0020,nzd0226-0021,nzd0226-0022,nzd0226-0023,nzd0226-0024,nzd0226-0025,nzd0226-0026,nzd0226-0027,nzd0226-0028,nzd0226-0029,nzd0226-0030,nzd0226-0031,nzd0226-0032,nzd0226-0033,nzd0226-0034,nzd0226-0035,nzd0226-0036,nzd0226-0037,nzd0226-0038,nzd0226-0039,nzd0226-0040,nzd0226-0041,nzd0226-0042,nzd0226-0043,nzd0226-0044,nzd0226-0045,nzd0226-0046,nzd0226-0047,nzd0226-0048,nzd0226-0049,nzd0226-0050,nzd0226-0051,nzd0226-0052,nzd0226-0053,nzd0226-0054,nzd0226-0055,nzd0226-0056,nzd0226-0057,nzd0226-0058,nzd0226-0059,nzd0226-0060,nzd0226-0061,nzd0226-0062,nzd0226-0063,nzd0226-0064,nzd0226-0065,nzd0226-0066,nzd0226-0067,nzd0226-0068,nzd0226-0069,nzd0226-0070,nzd0226-0071,nzd0226-0072,nzd0226-0073,nzd0226-0074,nzd0226-0075,nzd0226-0076,nzd0226-0077,nzd0226-0078,nzd0226-0079,nzd0226-0080,nzd0226-0081,nzd0226-0082,nzd0226-0083,nzd0226-0084,nzd0226-0085,nzd0226-0086,nzd0226-0087,nzd0226-0088,nzd0226-0089,nzd0226-0090,nzd0226-0091,nzd0226-0092,nzd0226-0093,nzd0226-0094,nzd0226-0095,nzd0226-0096,nzd0226-0097,nzd0226-0098,nzd0226-0099,nzd0226-0100,nzd0226-0101,nzd0226-0102,nzd0226-0103,nzd0226-0104,nzd0226-0105,nzd0226-0106,nzd0226-0107,nzd0226-0108,nzd0226-0109,nzd0226-0110,nzd0226-0111,nzd0226-0112,nzd0226-0113,nzd0226-0114,nzd0226-0115,nzd0226-0116,nzd0226-0117,nzd0226-0118,nzd0226-0119,nzd0226-0120,nzd0226-0121,nzd0226-0122,nzd0226-0123,nzd0226-0124,nzd0226-0125,nzd0226-0126,nzd0226-0127,nzd0226-0128,nzd0226-0129,nzd0226-0130,nzd0226-0131,nzd0226-0132,nzd0226-0133,nzd0226-0134,nzd0226-0135,nzd0226-0136,nzd0226-0137,nzd0226-0138,nzd0226-0139,nzd0226-0140,nzd0226-0141,nzd0226-0142,nzd0226-0143,nzd0226-0144,nzd0226-0145,nzd0226-0146,nzd0226-0147,nzd0226-0148,nzd0226-0149,nzd0226-0150,nzd0226-0151,nzd0226-0152,nzd0226-0153,nzd0226-0154,nzd0226-0155,nzd0226-0156,nzd0226-0157,nzd0226-0158,nzd0226-0159,nzd0226-0160,nzd0226-0161,nzd0226-0162,nzd0226-0163,nzd0226-0164,nzd0226-0166,nzd0226-0167,nzd0226-0168,nzd0226-0169,nzd0226-0170,nzd0226-0171,nzd0226-0172,nzd0226-0173,nzd0226-0174,nzd0226-0175,nzd0226-0176,nzd0226-0177,nzd0226-0178,nzd0226-0179,nzd0226-0180,nzd0226-0181,nzd0226-0182,nzd0226-0183,nzd0226-0184,nzd0226-0185,nzd0226-0186,nzd0226-0187,nzd0226-0188,nzd0226-0189,nzd0226-0190,nzd0226-0191,nzd0226-0192,nzd0226-0193,nzd0226-0194,nzd0226-0195,nzd0226-0196,nzd0226-0165
2000-12-04 21:50:10.162000,L7,390.93,248.61,232.22,212.85,199.61,,,,,,,,,,,,,,,,,,,,,,,,,407.35,407.56,410.07,414.64,410.15,423.31,396.59,,,,,,417.50,406.56,431.12,416.82,414.91,424.70,413.18,414.68,393.13,398.23,407.69,410.61,418.23,385.58,396.78,400.21,396.62,389.69,404.25,401.64,397.52,408.38,398.58,400.82,406.39,402.50,390.53,401.75,401.16,406.80,416.13,397.25,392.20,411.09,406.82,402.71,391.48,382.21,391.49,384.18,387.73,387.51,385.18,382.53,373.42,385.22,395.32,405.93,396.01,394.36,390.55,383.25,393.37,407.66,400.59,407.74,409.68,412.66,397.39,392.31,397.32,401.75,389.40,401.74,391.94,389.95,382.88,390.13,399.83,403.79,403.44,390.08,387.27,388.28,400.87,400.76,403.40,405.09,407.68,387.46,401.09,399.71,400.04,403.15,392.50,382.39,385.27,388.35,390.11,388.82,393.74,401.14,407.26,392.63,400.69,399.31,400.24,402.72,395.10,387.79,385.28,385.99,388.90,390.73,382.94,381.23,376.71,373.72,379.60,378.42,378.19,379.29,380.69,390.03,396.43,387.02,376.12,378.43,380.14,376.36,383.21,389.88,405.89,397.96,386.42,386.30,379.62,384.09,399.65,422.44,394.21,384.01,375.28,366.01,373.69,377.68,381.87,372.92,381.11,387.76,391.99,391.64,377.31,382.21,376.18,375.42,381.70,383.99,382.13,380.37,402.29,379.81,394.25,385.13,391.15,389.38
2000-12-20 21:50:16.996000,L7,,70.55,40.55,313.00,327.14,326.96,331.42,344.60,191.12,330.97,336.30,328.87,336.60,341.05,340.26,357.81,344.99,337.47,344.23,332.87,331.16,335.03,327.18,332.94,332.35,347.57,352.72,381.77,351.63,422.00,397.87,410.35,338.40,363.15,353.95,408.44,334.90,346.79,353.81,334.74,322.96,402.68,343.68,356.49,343.36,349.15,346.68,353.14,374.55,398.81,337.20,345.89,351.52,350.29,353.82,346.21,343.13,373.36,345.90,345.59,335.82,340.53,340.81,329.25,330.09,333.75,345.51,347.85,349.83,339.58,334.07,398.22,414.09,346.30,351.55,329.69,363.95,374.56,359.21,329.69,331.50,383.61,364.23,332.41,364.09,318.42,335.71,376.21,349.60,342.37,349.83,372.71,328.25,333.40,337.85,340.55,346.54,362.67,355.62,343.52,381.97,346.23,349.84,382.32,381.32,366.33,393.15,395.41,,,,,,,,,,,,446.14,358.51,371.82,379.76,,389.66,352.21,349.73,341.95,341.51,338.72,335.88,349.97,353.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.94,359.87,365.05,349.19,,345.53,338.97,337.69,332.13,326.90,327.25,357.21,386.80,348.84,339.59,327.34,336.77,331.99,322.09,336.06,332.07,370.65,330.26,321.61,,,
2001-01-05 21:50:16.585000,L7,399.71,,,,,,,,,,,,,,,,,,,,,416.39,405.87,409.89,391.36,388.37,407.84,401.23,395.25,408.76,400.63,410.09,,418.81,416.81,408.80,399.61,392.41,405.65,399.05,391.02,399.06,412.81,405.80,410.40,401.32,391.05,393.04,393.62,412.62,408.55,406.62,393.23,404.87,407.73,394.95,390.02,393.95,379.23,378.84,403.41,401.27,403.50,392.26,390.51,400.78,401.06,392.77,395.75,404.87,395.47,395.08,407.26,401.56,379.74,395.67,397.26,383.12,388.66,390.18,385.59,377.94,391.87,378.24,391.23,397.06,397.41,394.65,403.26,413.63,402.60,393.58,383.81,395.52,399.14,399.91,412.68,405.57,407.20,406.53,409.30,400.50,400.57,401.77,395.80,391.66,388.93,388.33,386.56,387.09,394.79,407.04,400.85,404.72,393.44,395.13,392.96,398.29,403.73,412.49,391.95,388.14,386.73,393.89,386.40,383.40,399.93,393.64,384.84,387.45,382.76,394.11,391.04,392.27,388.50,389.78,397.83,389.41,390.40,384.98,393.41,399.36,407.38,432.93,395.94,385.50,385.75,381.54,383.54,390.42,388.30,380.05,379.45,384.81,392.32,391.25,393.25,392.34,380.16,388.55,393.36,396.97,428.14,415.49,379.18,374.97,373.76,385.89,400.58,405.92,397.08,395.92,393.92,387.95,378.24,377.94,376.51,380.72,381.24,379.22,394.45,413.41,405.00,397.17,393.36,393.19,379.34,379.30,379.29,378.25,378.17,379.50,393.23,385.91,402.46,404.76,372.92
2001-03-10 21:50:10.732000,L7,387.37,245.88,228.10,211.55,194.86,185.42,395.95,382.45,376.17,375.64,381.69,378.98,387.97,383.47,392.82,387.72,387.35,373.34,375.85,379.78,372.44,381.77,379.67,373.53,370.40,365.40,376.34,375.46,378.85,367.61,366.75,373.52,365.26,379.79,388.49,427.11,373.51,362.28,372.87,383.18,375.67,376.85,382.22,395.70,378.65,376.73,383.69,380.35,377.66,379.20,374.05,370.85,370.12,373.35,370.27,374.30,373.96,362.45,356.59,353.60,363.71,365.43,378.77,369.59,387.93,381.22,386.94,381.03,372.61,392.67,369.06,382.92,375.65,382.81,379.97,370.85,376.41,363.77,364.17,362.37,353.97,368.43,361.79,363.75,360.99,364.54,366.01,372.53,386.01,379.28,389.61,372.07,379.84,381.11,381.39,378.09,376.64,394.60,383.20,388.09,380.88,370.22,372.98,366.47,377.99,392.04,380.97,376.56,360.56,383.73,362.63,373.10,363.45,364.86,367.63,370.89,372.55,370.28,373.50,378.09,369.22,370.86,384.93,374.38,374.98,379.79,376.93,365.91,365.37,357.02,362.85,366.42,369.45,372.36,375.60,378.01,375.05,378.16,375.63,383.12,378.69,383.36,382.24,378.05,381.69,377.49,365.07,370.01,365.71,382.01,376.04,376.77,370.64,375.50,374.42,377.88,377.92,378.37,379.40,366.50,373.70,365.85,370.95,385.19,369.14,370.31,372.49,381.45,384.28,380.85,361.04,368.39,370.91,370.53,369.87,368.02,361.49,367.67,373.00,366.95,376.31,380.40,394.03,386.96,400.97,377.33,383.25,368.86,373.44,370.06,363.07,371.26,370.58,374.89,371.22,388.11,372.73
2001-03-26 21:50:01.268000,L7,,75.65,53.59,8.00,238.25,292.74,342.65,335.52,332.76,335.90,344.56,341.50,338.33,341.03,345.95,345.92,348.07,356.37,363.66,357.66,340.27,347.51,335.18,335.48,294.74,,,,,,,,,,,,324.51,324.94,328.20,321.76,330.93,339.63,345.45,346.75,345.60,343.04,352.71,346.73,345.76,,,,,341.52,350.21,346.77,334.95,334.55,321.91,324.19,333.77,342.28,340.28,337.57,345.13,334.53,334.97,340.69,345.47,369.84,421.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.79,377.24,382.29,368.45,365.44,362.89,369.58,361.46,357.15,349.86,346.74,339.96,341.31,339.82,338.36,331.54,331.81,323.94,317.32,321.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30 21:49:12.248000,L7,,378.13,283.02,386.94,382.48,368.90,367.61,372.61,376.70,373.56,375.36,370.75,375.54,376.11,373.24,374.74,381.39,366.41,364.59,415.23,106.72,143.55,82.93,58.27,22.20,366.55,376.84,369.97,368.54,368.48,359.07,365.31,378.71,375.87,371.75,371.46,365.64,366.02,376.66,373.81,380.08,391.67,381.11,372.77,375.11,368.75,360.79,363.84,373.09,366.87,364.38,372.01,384.61,368.22,366.63,364.42,354.80,358.48,359.06,352.60,358.63,359.72,368.44,363.13,355.44,360.99,367.96,365.25,360.33,369.60,373.56,370.83,376.54,366.20,381.58,372.22,368.75,366.48,357.40,353.71,354.20,361.21,388.22,360.79,364.20,356.63,357.79,365.23,363.90,355.38,361.95,362.04,366.13,366.27,365.88,376.53,366.09,362.97,362.71,371.73,367.37,370.63,369.99,361.77,378.96,357.31,346.91,362.65,366.82,373.08,378.33,377.60,368.40,363.59,361.62,360.88,362.17,365.38,367.04,379.37,381.52,371.03,364.40,357.62,360.92,362.73,352.65,356.52,355.87,353.50,369.79,361.40,363.39,377.52,359.95,360.53,366.47,373.41,360.22,370.58,368.07,368.00,368.92,368.49,362.40,356.75,365.36,371.08,375.66,370.63,361.57,366.44,367.78,366.95,371.40,370.02,355.36,356.49,361.12,355.95,360.96,346.83,366.74,368.97,369.18,359.11,339.99,,373.23,359.68,363.50,361.44,358.02,361.63,365.18,355.47,361.95,366.95,355.35,371.02,378.60,366.53,366.52,362.44,349.71,351.97,353.04,351.18,357.56,366.44,361.44,366.27,359.37,363.49,379.23,,367.28
2001-09-02 21:48:29.341000,L7,,68.00,310.92,339.84,337.69,338.22,352.98,350.13,358.36,368.46,175.66,173.89,170.46,146.22,130.08,131.06,129.13,122.94,106.69,84.99,76.48,80.19,54.81,25.97,,,,,,,,,,,,,,,,,,412.14,405.24,426.38,399.90,401.07,380.51,,,,,429.00,420.36,394.18,409.58,399.03,411.68,410.75,403.48,390.04,399.01,404.75,400.84,415.86,409.42,370.89,365.11,365.22,358.12,392.53,399.75,429.79,426.54,433.71,434.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.06,399.22,,,,,,,,,,,,,,
2001-09-18 21:48:17.356000,L7,383.10,251.62,231.26,214.46,200.97,194.47,192.10,183.11,172.15,165.88,,,,,,422.59,417.12,413.26,398.06,412.99,406.51,417.13,408.85,389.79,376.74,379.51,372.34,385.97,388.15,373.49,378.57,370.34,395.08,387.05,391.73,375.34,375.63,391.23,386.16,383.79,377.69,407.00,420.43,410.70,405.01,399.87,412.78,413.86,390.87,405.87,405.57,395.11,377.74,384.92,380.62,369.80,378.64,392.18,377.59,388.88,392.23,397.43,396.05,413.03,388.09,395.99,404.43,398.47,399.50,379.10,391.14,388.71,408.94,405.04,410.70,395.17,393.78,410.75,385.38,406.69,394.58,410.93,397.56,397.48,389.50,378.38,395.66,407.38,395.57,396.40,385.93,385.29,384.79,392.92,395.08,392.42,409.01,386.72,391.59,390.46,396.15,391.28,387.47,390.55,384.47,396.47,396.91,397.49,415.03,409.10,406.64,407.85,391.92,381.74,396.76,402.57,404.73,409.34,405.82,412.53,407.94,415.56,399.41,419.26,430.56,380.98,381.68,373.52,376.99,387.34,379.49,384.29,383.10,388.87,390.02,391.30,385.60,393.67,391.65,396.08,404.42,390.51,396.48,392.19,392.76,395.67,397.41,391.32,394.36,399.36,397.59,403.12,393.99,399.92,416.41,409.00,399.71,376.94,379.72,377.71,384.12,393.08,395.72,397.11,388.91,376.10,387.07,398.77,393.12,389.49,385.96,384.58,380.61,385.65,394.34,393.02,389.56,395.52,392.61,383.71,382.29,384.57,389.08,389.57,390.31,393.38,379.22,373.74,379.93,396.59,400.22,398.85,396.42,390.21,382.80,379.65,381.49
2001-10-20 21:48:09.707000,L7,389.82,93.77,235.55,214.43,201.51,190.16,184.19,179.31,,385.30,382.38,400.97,388.99,390.00,372.14,119.82,116.62,107.14,91.71,73.55,58.81,402.58,403.90,400.21,392.63,397.07,397.12,374.87,370.89,372.89,370.18,363.15,381.49,384.85,381.86,369.26,366.07,368.54,369.38,357.19,386.84,399.46,399.85,382.14,389.27,376.24,370.24,373.27,379.39,383.26,377.21,386.92,378.43,387.30,384.38,365.34,374.43,370.18,372.90,357.88,371.93,379.59,392.17,381.12,370.08,361.36,384.98,375.04,375.30,374.74,372.17,382.10,378.43,388.26,384.77,379.19,384.43,387.08,378.02,385.90,384.04,375.77,379.77,365.50,364.43,361.61,367.93,387.06,374.53,386.96,377.03,372.42,379.00,368.16,380.22,395.21,384.76,381.67,387.73,392.37,378.10,374.94,373.64,379.74,380.40,386.00,377.45,383.78,383.96,378.20,364.77,369.55,369.77,388.15,385.97,385.48,387.86,381.10,380.91,381.95,381.49,374.30,383.47,378.87,374.78,370.69,379.93,374.99,372.48,369.99,377.23,393.15,381.58,385.20,380.42,385.78,378.93,384.97,387.31,383.69,381.81,379.63,378.67,376.37,365.57,392.72,389.13,393.61,380.30,382.65,395.94,384.38,385.78,383.71,409.47,402.46,400.23,383.79,383.45,390.35,395.96,396.26,387.47,402.74,405.80,393.19,373.27,376.25,382.41,379.79,373.97,361.86,365.62,370.54,378.58,384.84,381.94,385.38,391.46,388.42,386.25,368.18,379.73,384.07,385.34,373.26,378.89,382.58,384.19,387.60,383.53,397.46,391.94,389.42,386.42,375.48,408.89
2001-11-05 21:48:14.934000,L7,,75.84,46.53,0.88,229.28,216.21,208.41,209.26,187.60,192.24,173.79,177.02,194.60,169.96,137.58,130.34,120.04,111.51,328.33,329.64,324.21,325.42,324.82,317.68,326.66,316.54,314.76,331.19,310.92,309.58,331.18,398.37,,,,,,363.76,371.51,352.54,363.75,316.57,319.89,317.67,325.16,372.52,314.26,,,,,,,,,,,,,,361.01,320.02,311.81,354.71,358.59,353.45,,,,,,,,,,,,,311.41,319.58,312.27,314.70,313.35,307.32,303.98,,,,,,,,,,,,,,,,,,,352.14,327.86,367.00,342.28,336.11,340.12,,359.79,372.78,373.40,368.68,361.17,326.99,369.48,437.91,,,,,,,,380.29,383.66,366.85,364.92,357.83,326.26,358.98,364.33,338.42,363.86,359.12,367.91,366.95,365.51,362.39,373.12,378.62,376.97,375.27,358.09,335.42,322.25,320.46,324.11,322.55,323.18,323.49,325.79,321.84,321.72,,,,,,,441.60,369.59,373.85,375.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-24 21:48:42.967000,L7,402.84,,,,,,,,,,,,,,,,,,,,,,,411.31,391.79,389.25,401.86,401.40,397.43,381.41,392.49,390.28,395.17,398.82,396.40,398.53,397.82,403.43,390.84,394.48,399.97,411.66,425.06,438.06,405.34,411.22,419.95,386.24,385.25,380.81,377.77,385.91,384.99,395.41,401.33,392.31,385.36,386.58,379.08,379.87,372.19,379.75,378.69,380.83,375.49,369.49,379.20,375.20,391.48,393.82,404.42,406.65,410.98,398.21,394.12,383.35,377.04,380.14,375.63,382.99,379.40,377.90,382.86,379.32,386.66,382.80,386.67,391.00,384.19,388.57,385.55,395.16,388.58,368.47,384.25,384.90,395.16,391.68,395.81,396.13,399.71,399.39,396.65,396.77,391.23,391.55,383.90,386.69,392.84,416.43,397.39,404.43,395.71,388.04,419.73,404.69,395.19,392.05,393.40,404.71,391.67,389.55,380.16,384.71,390.12,388.09,391.08,380.20,387.81,403.11,395.95,396.25,383.98,394.38,396.69,391.96,401.46,407.98,400.46,408.82,406.64,413.38,423.40,405.55,420.42,417.82,413.77,416.12,403.86,411.13,407.02,389.84,382.10,376.95,396.91,434.76,398.37,395.10,405.45,408.50,399.82,408.38,385.46,398.17,405.44,408.27,417.23,401.72,393.70,412.23,387.35,400.50,368.15,377.00,385.79,391.43,390.52,387.14,378.75,376.01,381.39,370.82,381.31,371.71,369.67,372.80,383.85,379.52,381.02,379.44,380.85,382.37,382.41,400.20,396.12,408.63,405.14
2002-02-09 21:48:45.674000,L7,387.44,,,,,,,,,,,,,,,,,,,73.44,68.08,70.21,45.81,22.94,,,,,,305.88,314.65,314.44,313.48,374.74,409.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.39,402.53,393.48,357.09,376.56,338.31,,328.12,348.84,405.71,419.84,376.74,372.80,344.96,385.40,386.69,379.18,423.87,343.05,328.07,341.78,,,,,373.33,350.00,383.52,,,,,,,,,,,,,,412.58,412.62,418.66,411.77,405.44,430.48,432.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.24,415.41,407.39,409.24,400.30,391.84,374.96,397.45,404.41,410.20,400.40,411.89,379.25,417.80,417.00,413.85,368.68,353.99,354.19,406.49,400.29,376.90,383.52,388.49,393.75,398.39,395.58,379.75,372.06,378.42,385.48,391.55,374.95,394.21,386.84,372.27,390.36,387.88,389.24,380.55,395.65,391.76,403.58,391.55,397.85
2002-02-25 21:48:47.943000,L7,342.69,65.39,39.50,333.43,350.99,353.79,354.56,358.09,357.86,329.10,358.58,351.62,356.64,359.14,364.03,364.75,361.73,354.57,359.64,354.08,351.15,347.83,352.12,349.90,354.20,352.48,347.53,353.87,351.52,349.64,339.64,344.89,351.15,349.90,346.43,349.33,347.43,346.03,340.03,338.53,339.53,348.27,355.75,357.24,358.74,354.82,348.97,356.72,359.31,400.12,395.52,407.71,354.99,354.85,425.35,355.27,344.10,332.86,349.16,335.57,334.33,339.41,342.14,403.90,404.42,363.51,356.96,340.93,339.95,340.05,349.52,344.08,401.90,401.05,348.57,342.00,350.27,355.18,341.72,340.19,338.55,359.17,367.07,344.83,334.86,336.95,341.38,345.42,349.22,346.93,348.83,343.81,343.62,353.30,341.02,347.52,397.47,350.16,348.35,353.60,370.09,359.78,343.30,345.27,356.48,330.16,400.03,420.03,346.37,339.47,348.33,351.88,345.08,351.90,345.94,348.46,347.02,345.14,364.05,333.09,343.45,346.43,346.56,328.75,341.61,409.90,342.52,337.34,333.02,340.93,343.60,339.31,342.21,357.50,343.93,351.93,361.08,346.25,338.40,340.32,349.76,347.81,346.79,345.30,344.40,334.56,,,,,338.75,349.41,346.24,347.86,431.46,428.57,352.73,340.73,345.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.26,367.92,374.95,354.76,342.32,330.46,329.23,358.01,342.66,344.87,
2002-03-13 21:48:44.624000,L7,,67.24,38.43,280.99,295.66,294.57,282.46,222.89,200.26,289.31,295.66,287.86,292.20,303.10,144.30,321.21,150.14,134.81,122.15,98.57,92.16,119.60,81.94,108.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.34,328.94,328.74,,,,430.49,443.98,399.36,,,,,,422.29,398.00,352.43,402.96,347.68,339.16,,,,,376.55,412.01,401.04,439.14,402.22,,,,,,,,410.74,415.31,431.02,432.83,421.96,408.26,420.90,,,,,328.78,366.66,427.45,437.15,431.86,373.52,443.09,332.48,316.80,316.43,438.69,436.05,333.23,387.72,322.47,321.33,332.02,354.16,384.94,408.79,426.27,,389.06,425.31,,,404.42,382.32,341.60,335.80,375.97,444.00,,,,,,393.58,388.17,334.76,,402.82,360.51,349.46,351.90,,,336.36,407.52,412.05,405.99,426.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.98
2002-03-29 21:48:39.145000,L7,,80.71,57.26,12.13,374.06,206.73,392.13,389.87,382.52,382.33,398.92,399.26,400.96,394.96,381.47,395.43,392.38,417.62,100.25,81.20,76.52,83.71,61.73,37.89,371.76,360.41,382.16,379.70,389.88,376.22,361.13,356.07,360.16,363.71,375.42,370.06,376.55,377.45,337.76,336.19,340.37,364.32,371.51,364.22,373.82,366.93,373.22,375.09,367.81,371.81,375.87,359.83,386.40,379.37,373.10,368.65,369.58,398.84,,,,,,,,,,,,,,410.41,359.78,368.66,366.94,361.52,363.01,361.39,377.08,373.03,365.51,392.68,,417.92,347.56,353.51,347.69,347.16,357.50,353.10,358.90,362.34,349.22,346.10,353.71,362.86,360.49,359.27,358.05,353.15,350.62,359.92,353.38,349.54,345.94,350.87,349.36,351.44,352.73,352.43,363.33,369.11,382.57,388.77,382.29,368.70,377.92,394.34,390.40,379.52,373.13,357.49,,,329.64,354.50,346.64,359.40,371.94,364.71,388.44,361.33,366.32,371.42,369.29,367.77,367.70,365.84,384.03,350.51,362.42,404.89,363.29,375.93,348.50,344.19,353.13,348.16,367.61,368.45,366.60,384.68,389.65,370.61,379.57,367.31,354.45,359.25,362.42,366.40,352.95,368.19,357.81,,,,,,,,,,,,,,,349.07,358.93,338.18,361.07,328.92,331.78,414.94,,,,,,,,,,,,,
2002-04-14 21:48:38.601000,L7,,60.36,31.75,,319.72,360.68,403.42,353.00,345.86,362.04,320.79,325.26,342.63,357.86,397.65,357.37,360.85,339.10,133.79,113.93,165.66,145.74,146.61,381.01,343.73,345.88,344.01,337.69,337.39,347.77,,,,359.67,353.65,341.94,,,,,,,,,,379.36,365.46,358.10,322.20,353.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.11,335.89,331.28,355.18,350.80,,,,,,,,,,,,,,,,,,,335.34,365.22,355.82,360.84,377.48,343.68,399.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-16 21:48:34.178000,L7,,49.18,16.67,,358.36,362.39,335.65,292.59,315.78,,,331.26,338.67,354.32,354.50,333.66,315.66,,,,,323.92,323.76,348.35,316.03,326.92,332.87,351.00,339.95,320.08,,,,,,316.29,343.30,369.39,356.59,322.28,386.02,387.79,391.81,389.96,391.07,382.99,372.77,370.49,362.48,362.44,344.69,346.21,,,,,,,,,,,,,,,,,,,,,,,,,,,310.31,335.07,310.93,310.78,324.24,321.47,310.92,318.72,324.88,332.08,319.41,331.40,356.93,364.22,378.82,365.83,377.66,,,,,,,,,396.86,363.77,340.04,326.51,353.84,384.20,351.09,332.41,351.56,358.40,369.51,355.28,367.72,347.46,366.95,347.97,404.90,377.27,365.01,385.21,372.37,371.64,354.97,348.17,361.41,383.78,432.94,,,,,434.00,396.60,367.91,369.21,430.14,,,,,,,,,,,439.44,408.41,385.40,379.76,375.45,369.61,,,,,,354.81,388.61,352.01,360.19,382.43,414.69,,,,,,,,,408.91,390.75,388.50,395.80,390.15,379.43,362.26,378.11,355.53,368.68,338.77,,,358.98,343.06,328.46,313.37,331.25,334.05,368.27,381.78,372.01,385.92
2002-06-01 21:48:28.245000,L7,408.71,262.70,242.89,222.57,213.53,198.14,192.34,405.48,396.33,398.77,402.88,398.98,397.48,407.36,399.94,390.27,404.79,387.31,397.36,384.29,391.77,384.33,389.99,405.73,389.53,392.14,385.33,385.67,379.46,383.96,375.54,391.95,385.56,385.46,399.75,378.18,377.13,379.74,371.91,399.22,369.51,390.16,395.29,404.91,394.29,408.35,401.21,389.92,404.98,413.94,390.18,382.20,377.76,395.26,379.33,389.16,384.62,378.30,377.78,360.93,391.60,368.93,409.56,382.82,381.10,378.30,387.33,371.55,364.59,380.31,398.49,402.74,395.22,394.82,445.42,396.10,397.26,385.62,382.77,388.59,391.45,379.96,365.33,371.90,371.79,374.12,383.11,389.30,438.97,379.89,382.80,381.38,378.47,385.11,387.68,401.29,382.21,392.36,414.75,404.75,387.13,391.74,388.68,396.33,386.12,368.11,381.36,386.29,390.56,385.74,380.09,382.87,387.66,389.20,405.32,391.70,396.33,403.25,416.18,405.33,421.80,383.98,387.02,391.44,377.60,388.74,375.39,396.59,384.47,391.60,402.35,383.58,412.57,390.13,,404.03,382.01,385.46,385.76,387.36,380.10,383.03,373.23,379.61,391.71,395.77,382.62,391.40,379.48,379.92,387.99,393.69,393.32,389.32,388.24,404.98,390.55,387.28,389.33,398.16,396.03,403.32,403.54,396.79,402.91,389.48,383.14,390.45,392.41,393.91,386.88,392.15,401.27,403.27,392.38,379.05,383.52,393.70,394.93,402.01,385.55,394.71,391.34,389.32,376.71,390.16,381.26,374.57,382.62,374.39,372.30,386.88,387.72,387.91,394.92,394.84,396.60
2002-07-19 21:48:09.583000,L7,,201.34,360.78,348.25,289.49,,,,304.90,303.37,316.91,283.24,338.38,345.64,,315.24,359.35,307.37,316.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.12,327.81,325.84,327.91,340.09,350.83,374.27,399.78,426.69,,,,,,,,,,,,,,,,,,,,,,,,,444.69,418.96,398.14,439.38,372.00,,,,,,,,420.01,365.41,332.87,329.06,,,,,,420.82,432.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.73,380.83,384.33,,,,360.69,349.83,360.30,351.99,351.41,423.62,412.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
