dates,nzd0226-0000,nzd0226-0025,nzd0226-0026,nzd0226-0027,nzd0226-0028,nzd0226-0029,nzd0226-0031,nzd0226-0032,nzd0226-0033,nzd0226-0034,nzd0226-0037,nzd0226-0038,nzd0226-0039,nzd0226-0040,nzd0226-0041,nzd0226-0042,nzd0226-0043,nzd0226-0044,nzd0226-0045,nzd0226-0046,nzd0226-0047,nzd0226-0048,nzd0226-0049,nzd0226-0050,nzd0226-0051,nzd0226-0052,nzd0226-0053,nzd0226-0054,nzd0226-0055,nzd0226-0056,nzd0226-0057,nzd0226-0058,nzd0226-0059,nzd0226-0060,nzd0226-0061,nzd0226-0062,nzd0226-0063,nzd0226-0064,nzd0226-0065,nzd0226-0066,nzd0226-0067,nzd0226-0068,nzd0226-0069,nzd0226-0070,nzd0226-0071,nzd0226-0072,nzd0226-0073,nzd0226-0074,nzd0226-0075,nzd0226-0076,nzd0226-0077,nzd0226-0078,nzd0226-0079,nzd0226-0080,nzd0226-0081,nzd0226-0082,nzd0226-0083,nzd0226-0084,nzd0226-0085,nzd0226-0086,nzd0226-0087,nzd0226-0088,nzd0226-0089,nzd0226-0090,nzd0226-0091,nzd0226-0092,nzd0226-0093,nzd0226-0094,nzd0226-0095,nzd0226-0096,nzd0226-0097,nzd0226-0098,nzd0226-0099,nzd0226-0100,nzd0226-0101,nzd0226-0102,nzd0226-0103,nzd0226-0104,nzd0226-0105,nzd0226-0106,nzd0226-0107,nzd0226-0121,nzd0226-0122,nzd0226-0123,nzd0226-0124,nzd0226-0125,nzd0226-0126,nzd0226-0127,nzd0226-0128,nzd0226-0129,nzd0226-0130,nzd0226-0131,nzd0226-0132,nzd0226-0133,nzd0226-0134,nzd0226-0135,nzd0226-0136,nzd0226-0137,nzd0226-0138,nzd0226-0139,nzd0226-0140,nzd0226-0141,nzd0226-0142,nzd0226-0143,nzd0226-0144,nzd0226-0145,nzd0226-0146,nzd0226-0147,nzd0226-0148,nzd0226-0149,nzd0226-0150,nzd0226-0151,nzd0226-0152,nzd0226-0153,nzd0226-0154,nzd0226-0155,nzd0226-0156,nzd0226-0157,nzd0226-0158,nzd0226-0159,nzd0226-0160,nzd0226-0161,nzd0226-0162,nzd0226-0163,nzd0226-0164,nzd0226-0165,nzd0226-0166,nzd0226-0167,nzd0226-0168,nzd0226-0169,nzd0226-0170,nzd0226-0171,nzd0226-0172,nzd0226-0173,nzd0226-0174,nzd0226-0175,nzd0226-0176,nzd0226-0177,nzd0226-0178,nzd0226-0179,nzd0226-0180,nzd0226-0181,nzd0226-0182,nzd0226-0183,nzd0226-0184,nzd0226-0185,nzd0226-0186,nzd0226-0187,nzd0226-0188,nzd0226-0189,nzd0226-0190,nzd0226-0191,nzd0226-0192,nzd0226-0193,nzd0226-0194,nzd0226-0195,nzd0226-0196,nzd0226-0001,nzd0226-0002,nzd0226-0003,nzd0226-0004,nzd0226-0005,nzd0226-0006,nzd0226-0007,nzd0226-0008,nzd0226-0009,nzd0226-0010,nzd0226-0011,nzd0226-0012,nzd0226-0013,nzd0226-0014,nzd0226-0015,nzd0226-0016,nzd0226-0017,nzd0226-0018,nzd0226-0019,nzd0226-0020,nzd0226-0021,nzd0226-0022,nzd0226-0023,nzd0226-0024,nzd0226-0030,nzd0226-0035,nzd0226-0036,nzd0226-0108,nzd0226-0109,nzd0226-0110,nzd0226-0111,nzd0226-0112,nzd0226-0113,nzd0226-0114,nzd0226-0115,nzd0226-0116,nzd0226-0117,nzd0226-0118,nzd0226-0119,nzd0226-0120,satname
1999-08-12 21:52:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,370.26,363.76,376.98,362.09,366.99,372.71,365.54,364.78,360.47,,368.44,,,,,372.08,370.4,367.02,370.81,378.48,379.33,,,378.31,365.11,,,,,,,365.44,,366.22,,376.87,371.65,373.29,379.5,380.12,384.05,,,385.28,375.06,384.39,,,,,373.37,373.09,,,,,,,,,,,,365.79,,377.34,375.19,380.41,,,367.85,379.14,374.03,376.76,,,376.61,373.13,,382.1,379.84,374.08,377.56,372.54,362.01,374.98,374.99,375.68,,,385.27,381.43,378.0,374.4,363.19,372.78,375.45,377.79,377.87,,,,383.37,388.08,,,,,,363.12,366.89,,367.84,,377.33,382.52,376.99,382.03,,374.44,,,359.66,,,362.45,365.95,365.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-09-29 21:52:52+00:00,348.81,348.85,354.63,353.24,350.47,371.53,359.3,356.87,354.2,360.07,347.42,354.17,347.77,343.3,355.66,360.62,365.35,363.89,360.21,366.15,361.15,361.56,358.59,351.9,358.29,360.54999999999995,356.44,364.385,357.57,356.20500000000004,357.79999999999995,365.54,353.2,352.925,346.93,362.055,357.35,344.76,351.93,340.85,363.05499999999995,359.28999999999996,360.315,366.28499999999997,365.905,367.685,352.73,354.84,363.16499999999996,360.42,366.94,337.85,342.78,338.33,338.73,342.67,354.445,345.79,353.88,347.44,364.595,363.015,370.20000000000005,371.395,384.825,372.58500000000004,355.17,361.26,368.01,366.31,368.66499999999996,362.93,356.43,358.56,351.07,364.265,361.03499999999997,352.18,349.03,345.58,347.75,352.18,348.22,340.32,350.6,347.28,352.53,347.32,358.855,351.48,364.315,369.33000000000004,380.41,349.97,352.77,358.58500000000004,368.935,364.05999999999995,365.2,347.58,346.31,362.185,362.365,360.58,369.615,370.085,363.41999999999996,374.695,363.645,357.345,368.9,374.99,366.22,356.93,351.12,371.25,369.17,368.995,371.365,357.46000000000004,359.41499999999996,365.78,370.435,368.20500000000004,,,324.74,367.18,372.03,349.93,347.65,345.08,338.24,339.04,349.11,350.97,334.37,355.505,339.36,360.575,366.4,361.56,366.67999999999995,338.34,358.905,339.77,334.89,345.255,330.15,334.61,347.355,352.23,356.04499999999996,348.01,352.28,351.5,353.32,237.9,221.33,205.93,194.41,184.74,,,362.15,377.72,362.33,366.79,357.55,360.0,358.59,356.95,352.89,353.8,344.36,350.84,350.46,343.36,342.33,347.29,350.59,351.66,361.98,360.92,366.67,355.23,356.69,358.42,359.54,364.73,356.97,359.49,354.47,372.54,360.75,357.25,356.45,L7
1999-10-15 21:52:49+00:00,363.615,358.96000000000004,358.265,354.75,348.885,363.33,356.345,358.20500000000004,358.46500000000003,366.28499999999997,347.42,354.17,351.355,349.45000000000005,359.755,359.83000000000004,361.96000000000004,365.1,360.28999999999996,365.01,360.79499999999996,356.025,360.485,350.78499999999997,357.685,360.69,353.69666666666666,359.87000000000006,354.2966666666666,353.93,351.5333333333333,356.505,352.0533333333333,352.4166666666667,350.815,358.8666666666666,359.46500000000003,353.06,359.495,351.3,361.70666666666665,356.3566666666666,355.96000000000004,360.43666666666667,362.94666666666666,363.57,360.235,356.79999999999995,362.7,358.79333333333335,361.325,345.255,344.095,342.24,346.8,355.935,355.3233333333333,342.54,350.96333333333337,346.815,361.6366666666667,362.41,368.59666666666664,369.6133333333334,381.21000000000004,371.89000000000004,355.775,362.37,366.58666666666664,368.0233333333333,372.02,362.42,358.19,358.435,356.62,362.98333333333335,364.3933333333334,359.90999999999997,348.105,350.88,349.115,357.92,352.52,347.565,352.07500000000005,353.365,347.065,346.04999999999995,353.73,351.21500000000003,361.1333333333334,366.6233333333333,370.415,353.85,354.825,355.08666666666664,363.27666666666664,361.76,360.6366666666666,351.79999999999995,348.95500000000004,359.7733333333333,361.4533333333334,358.135,364.4466666666667,363.3833333333334,360.8033333333333,368.7966666666666,363.8833333333334,357.6066666666666,367.95,369.48,364.05333333333334,358.945,355.145,368.9433333333333,367.87000000000006,368.56666666666666,370.06333333333333,354.2,355.84666666666664,361.1933333333333,363.96000000000004,362.6233333333333,352.12,339.99,339.57500000000005,367.2033333333334,369.7633333333333,359.545,351.53,348.22,342.39,343.73,345.7266666666667,347.26666666666665,337.365,349.39000000000004,343.985,358.08,367.82666666666665,361.56,366.67999999999995,338.34,358.905,339.77,334.89,345.255,330.15,334.61,347.355,352.23,358.9266666666667,350.03499999999997,355.96,351.5,372.21000000000004,233.17000000000002,217.86,201.18,189.125,178.22,357.82,360.49,360.39,374.785,366.91499999999996,366.57000000000005,362.47,365.68,368.735,356.95,354.18,353.245,345.36,352.215,355.92999999999995,347.905,347.28,353.22,359.4,352.095,363.27,363.305,364.32000000000005,357.935,353.76,358.795,354.185,358.255,352.775,356.42,357.73,370.58000000000004,370.16499999999996,360.475,364.01,L7
2000-02-04 21:52:37+00:00,359.81333333333333,358.96000000000004,358.265,354.75,348.885,365.19666666666666,356.345,358.20500000000004,358.46500000000003,366.28499999999997,353.51,354.17,351.92333333333335,349.45000000000005,359.6833333333334,362.3333333333333,366.33666666666664,367.68333333333334,361.04333333333335,362.76,361.0466666666666,359.7866666666667,360.485,350.78499999999997,360.23,361.55,355.1325,359.7975,354.28,354.565,351.5333333333333,356.505,352.0533333333333,352.4166666666667,353.8666666666666,358.485,358.22333333333336,353.8866666666667,358.2033333333334,353.93333333333334,358.86249999999995,357.5575,355.96000000000004,358.655,362.995,361.8375,363.3666666666666,357.34,363.35,358.15500000000003,360.3966666666667,349.89000000000004,344.095,346.73333333333335,351.3933333333334,355.93,355.3233333333333,343.67,351.8525,349.03999999999996,361.7375,361.695,368.5975,367.7825,374.6825,370.6725,361.17333333333335,362.93,368.8675,367.38,371.4375,362.6933333333333,361.3333333333333,359.68333333333334,355.27,361.6225,362.11,360.22333333333336,351.23333333333335,350.88,349.115,358.41,356.29333333333335,351.09999999999997,354.78000000000003,356.6233333333333,348.82,346.8533333333333,353.475,351.58666666666664,362.5,363.435,366.37000000000006,354.1933333333333,354.69666666666666,354.945,364.075,363.685,359.84749999999997,352.08666666666664,351.8433333333333,359.9825,361.125,356.74666666666667,362.33000000000004,362.335,360.055,362.59749999999997,359.32,355.735,366.01750000000004,370.81666666666666,364.505,360.58666666666664,359.02666666666664,370.4925,372.4525,372.9575,373.52,354.2,355.84666666666664,361.78,360.0625,358.61,351.47,345.96500000000003,345.0,366.9225,369.5575,361.9066666666667,352.50666666666666,351.48333333333335,347.5466666666667,347.31,348.2125,345.62,340.0,348.87,345.72,356.815,363.84,355.1166666666666,360.6166666666666,345.66999999999996,356.5133333333333,345.86,339.91999999999996,344.8533333333333,335.365,338.555,346.3966666666667,346.19,357.1425,350.03499999999997,355.96,354.16499999999996,366.7966666666667,233.96333333333334,215.75666666666666,201.46,190.42333333333332,179.14333333333335,357.53,364.91499999999996,360.39,373.3,366.91499999999996,368.1666666666667,362.47,365.68,368.735,356.95,354.18,353.245,345.36,353.09999999999997,355.3433333333333,349.6233333333333,351.30333333333334,356.78,361.2166666666667,352.095,363.27,363.305,362.1466666666667,360.2866666666667,353.76,358.795,354.93333333333334,358.7266666666667,353.7633333333333,356.8766666666667,361.8933333333334,368.06666666666666,369.0133333333333,359.03,362.16,L7
2000-02-20 21:52:29+00:00,356.6425,356.2966666666667,358.265,354.75,353.35666666666674,364.325,356.345,360.03000000000003,356.2866666666667,366.4633333333333,355.74333333333334,356.72,351.92333333333335,350.23333333333335,359.5625,362.975,364.985,368.1425,360.3675,362.6275,359.13,357.69,358.81333333333333,351.8333333333333,361.9275,359.98,353.7325,355.5825,352.015,352.27250000000004,342.6466666666667,352.795,346.2133333333333,351.53,355.2,355.1666666666667,361.1875,352.325,355.905,351.5525,353.1925,350.7075,352.1266666666667,353.3125,356.47249999999997,354.265,360.2475,356.4875,356.2425,354.365,356.2325,348.4975,344.02,345.5125,349.94,352.5775,349.46666666666664,343.66,349.22249999999997,349.24,355.1225,356.1725,364.85,364.76250000000005,372.65500000000003,368.4325,363.8825,364.9575,363.3966666666667,364.82,369.0325,362.6933333333333,364.9825,361.665,358.9875,357.485,356.82500000000005,359.605,351.97749999999996,350.88,349.115,357.555,357.355,350.89,356.9325,358.4575,351.46,350.6175,349.7825,349.84749999999997,354.8475,356.0775,358.7366666666667,355.56,356.9875,352.06749999999994,357.6275,359.575,355.1625,352.8725,351.74,355.02500000000003,357.8425,357.17,355.785,355.4475,353.52,356.7375,353.59250000000003,353.01,361.89,367.2266666666667,362.6125,362.8275,359.865,366.385,369.71,371.22749999999996,373.30999999999995,353.1333333333334,347.38,358.48,354.52,353.27250000000004,352.45666666666665,346.84,345.34250000000003,361.9875,361.62750000000005,360.015,351.9525,353.3575,348.2325,348.2525,343.1825,337.6575,337.875,340.2225,346.475,347.78,353.6125,341.30333333333334,347.18333333333334,346.21000000000004,345.0933333333333,344.5133333333333,340.59666666666664,342.90000000000003,338.20666666666665,341.05,336.28666666666663,335.67333333333335,351.2675,350.97333333333336,360.57666666666665,359.3966666666667,365.515,235.6425,216.73250000000002,202.805,191.2125,181.135,361.42333333333335,363.5733333333333,361.15333333333336,370.54,365.0133333333333,367.15500000000003,362.6233333333333,364.2,366.53666666666663,363.945,358.0833333333333,353.245,345.36,352.6875,353.2525,351.28,352.7475,357.4225,360.2125,352.095,362.6933333333333,359.3,362.9725,360.2875,355.93,361.8233333333333,358.4275,358.7266666666667,355.6775,355.7025,358.38250000000005,366.45000000000005,368.79499999999996,362.0575,363.645,L7
2000-04-24 21:52:10+00:00,349.66999999999996,350.97,,,362.3,365.32,,363.68,351.93,366.82,359.905,359.27,353.06,351.8,359.37,366.12,368.01,371.18499999999995,360.44500000000005,360.245,357.46500000000003,359.355,355.47,353.93,366.17,364.05500000000006,358.80000000000007,359.84999999999997,353.62999999999994,357.1450000000001,346.05,358.12,347.26,357.81,359.585,357.34,362.90999999999997,351.59,352.31499999999994,351.805,349.865,352.08000000000004,355.52,351.375,357.765,352.8399999999999,360.26,356.17500000000007,357.59000000000003,353.0949999999999,351.14000000000004,351.74,343.87,348.78499999999997,353.08,349.21999999999997,347.87,344.78000000000003,355.1099999999999,351.665,356.225,354.55499999999995,363.45000000000005,364.8550000000001,365.8633333333334,372.1499999999999,372.6033333333333,368.92333333333335,375.71,365.45,372.23,363.24,371.77500000000003,364.89500000000004,361.355,357.18000000000006,353.605,359.30000000000007,355.8499999999999,,,357.19,362.19000000000005,354.215,361.78999999999996,363.54999999999995,355.85499999999996,355.18500000000006,351.865,348.4799999999999,356.665,349.815,357.89500000000004,357.27,359.15000000000003,355.42999999999995,359.9100000000001,363.525,357.75000000000006,353.94500000000005,354.525,358.69500000000005,360.07,356.20500000000004,355.95,355.73999999999995,352.87499999999994,349.06,347.63,350.615,359.34499999999997,368.855,366.985,366.71,364.58500000000004,371.99,378.33,378.6049999999999,378.72499999999997,359.99,,362.8950000000001,351.99499999999995,351.545,352.62499999999994,355.8833333333334,351.11,364.85499999999996,362.6500000000001,360.48499999999996,352.375,358.495,354.07500000000005,352.775,349.3349999999999,337.86,338.385,340.28,348.96500000000003,347.1049999999999,346.745,338.89000000000004,345.11,350.1450000000001,345.95500000000004,346.885,343.45,348.92500000000007,342.23499999999996,344.27000000000004,338.29999999999995,334.255,346.75,352.85,369.81,363.345,358.81999999999994,238.115,215.60500000000002,204.43,193.3,184.04999999999998,363.225,365.115,362.68,366.295,361.21,367.74,362.93,361.24,362.14,370.94,365.89,,,353.16,350.57500000000005,354.655,358.21500000000003,361.625,361.025,,361.54,351.29,361.625,362.64000000000004,360.27,367.88,362.67,359.67,358.58000000000004,354.98499999999996,359.0350000000001,362.32000000000005,367.42499999999995,363.64,363.28,L7
2000-05-26 21:51:48+00:00,349.66999999999996,350.97,,,362.3,365.32,,363.68,351.93,366.82,359.905,359.27,353.06,351.8,359.37,366.12,368.01,371.18499999999995,360.44500000000005,360.245,357.46500000000003,359.355,355.47,353.93,366.17,364.05500000000006,358.80000000000007,359.84999999999997,353.62999999999994,357.1450000000001,346.05,358.12,347.26,357.81,359.585,357.34,362.90999999999997,351.59,352.31499999999994,351.805,349.865,352.08000000000004,355.52,351.375,357.765,352.8399999999999,360.26,356.17500000000007,357.59000000000003,353.0949999999999,351.14000000000004,351.74,343.87,348.78499999999997,353.08,349.21999999999997,347.87,344.78000000000003,358.5,351.665,356.225,354.55499999999995,363.45000000000005,364.8550000000001,365.8633333333334,372.1499999999999,372.6033333333333,368.92333333333335,375.71,365.45,372.23,363.24,371.77500000000003,364.89500000000004,361.355,357.18000000000006,353.605,359.30000000000007,355.8499999999999,,,357.19,362.19000000000005,354.215,361.78999999999996,363.54999999999995,355.85499999999996,355.18500000000006,351.865,348.4799999999999,356.665,349.815,357.89500000000004,357.27,359.15000000000003,355.42999999999995,359.9100000000001,363.525,357.75000000000006,353.94500000000005,354.525,358.69500000000005,360.07,356.20500000000004,355.95,355.73999999999995,352.87499999999994,349.06,347.63,350.615,359.34499999999997,368.855,366.985,366.71,364.58500000000004,371.99,378.33,378.6049999999999,378.72499999999997,359.99,,362.8950000000001,351.99499999999995,351.545,352.62499999999994,355.8833333333334,351.11,364.85499999999996,362.6500000000001,360.48499999999996,352.375,358.495,354.07500000000005,352.775,349.3349999999999,337.86,338.385,340.28,348.96500000000003,347.1049999999999,346.745,338.89000000000004,345.11,350.1450000000001,345.95500000000004,346.885,343.45,348.92500000000007,342.23499999999996,344.27000000000004,338.29999999999995,334.255,346.75,352.85,369.81,363.345,358.81999999999994,241.89666666666668,219.15666666666667,207.47000000000003,195.89666666666668,185.23666666666668,363.225,365.115,362.68,366.295,361.21,367.74,362.93,361.24,362.14,370.94,365.89,,,353.16,350.57500000000005,354.655,358.21500000000003,361.625,361.025,,361.54,351.29,361.625,362.64000000000004,360.27,367.88,362.67,359.67,358.58000000000004,354.98499999999996,359.0350000000001,362.32000000000005,367.42499999999995,363.64,363.28,L7
2000-08-14 21:50:56+00:00,364.29499999999996,358.21500000000003,370.06,367.99,365.255,363.46,371.91,365.885,357.71000000000004,365.41999999999996,360.625,361.0,356.64,355.61,362.135,369.39,368.42,366.78,365.44,363.82500000000005,360.815,361.5,359.125,358.86,367.66499999999996,363.84000000000003,364.34000000000003,360.935,359.455,360.09000000000003,352.5,360.2,351.90999999999997,357.99,359.62,361.66,364.015,359.90999999999997,359.0,355.83000000000004,356.92999999999995,355.875,362.875,370.185,365.03999999999996,364.75,362.89,363.40999999999997,358.21500000000003,354.235,346.03,348.985,356.435,350.43,350.265,344.41999999999996,350.64,348.46000000000004,360.89333333333326,355.27,358.55,357.91499999999996,366.78999999999996,364.915,368.1266666666667,372.07333333333327,373.95,371.32,380.41,371.38,380.19,395.37,376.72,368.275,370.565,362.53,353.89,359.05,353.55499999999995,364.86,364.57,356.345,359.08500000000004,357.58,361.585,360.755,359.84000000000003,357.42,355.56,352.44,356.605,354.78999999999996,362.08500000000004,363.56,363.93,364.2,363.58000000000004,368.245,370.95,370.615,363.58500000000004,364.265,377.72,368.35,355.92,360.415,367.825,360.805,363.845,359.105,370.47,368.375,371.43,372.96000000000004,373.175,376.65,371.2,376.585,373.515,367.98,382.77,359.51,364.635,364.75,367.05,359.1466666666667,357.855,364.805,364.07500000000005,364.86,357.79,360.79,353.26,354.705,351.95,353.435,347.20500000000004,343.96000000000004,353.78499999999997,344.66499999999996,347.97,348.67,352.795,354.04,347.70000000000005,349.615,347.09000000000003,359.17,354.02,355.915,349.295,347.71,348.245,352.6,363.88,371.4,368.70500000000004,244.82666666666668,226.02333333333334,210.52666666666667,198.69333333333336,187.49666666666667,275.45,370.52,362.68,374.025,371.53499999999997,373.89,371.8,374.045,371.29999999999995,372.79499999999996,367.62,365.46,367.28,360.725,353.345,364.03499999999997,362.025,360.31,360.29999999999995,369.36,360.1,355.1,368.775,368.40999999999997,366.96500000000003,369.29499999999996,368.91,364.58,362.24,357.505,354.845,362.45000000000005,370.41499999999996,366.2,365.83000000000004,L7
2000-09-15 21:50:25+00:00,378.235,365.46,358.97,361.525,361.01,364.89,371.91,368.09,363.49,364.02,361.04,362.73,357.73,354.3,362.66999999999996,367.29499999999996,371.24,365.15999999999997,366.72,369.015,366.08000000000004,373.6,363.28,357.83500000000004,359.895,357.9,359.9,355.83500000000004,358.66499999999996,360.435,353.895,357.73,352.03999999999996,356.22,364.57000000000005,361.925,356.65,369.53999999999996,368.99,358.39,357.07,360.02,371.545,378.005,374.35,380.46,373.875,365.46,364.15,355.29999999999995,350.32,352.57,360.12,354.09000000000003,349.63,345.44,348.165,349.15,361.17,361.475,362.075,361.07,366.80499999999995,359.92,362.56666666666666,367.0366666666667,370.4166666666667,369.58,368.49,367.40999999999997,369.51,380.725,372.67499999999995,368.94,370.99,368.24,363.83,357.83000000000004,352.9,360.47,364.57,357.66999999999996,353.66999999999996,364.9,352.72,351.405,355.245,349.0,358.55,369.84000000000003,361.29,363.78,364.31500000000005,364.79999999999995,369.46000000000004,368.18,366.995,367.5,369.76,366.07,362.655,357.525,372.83000000000004,364.1,364.51,362.34000000000003,369.86,364.16499999999996,369.08000000000004,370.62,372.005,367.52,374.79499999999996,379.83500000000004,377.5,377.83,366.40999999999997,371.9,370.09000000000003,371.385,376.03,362.94,369.625,369.46500000000003,375.495,363.84,363.53499999999997,365.21000000000004,362.59000000000003,356.79499999999996,358.76,359.98,357.25,352.25,353.475,357.825,351.43,350.98,360.145,350.43,350.885,363.97,358.235,358.33500000000004,355.56500000000005,351.19500000000005,348.19,353.485,353.67499999999995,352.70000000000005,356.245,350.125,348.30499999999995,349.635,354.745,365.325,367.47,246.89999999999998,229.205,212.37,201.25,187.69,185.92000000000002,277.78999999999996,,361.79,361.33000000000004,360.66,359.525,363.78,359.65,357.635,368.84000000000003,354.085,367.28,354.03999999999996,346.685,358.29499999999996,353.1,344.575,350.325,369.36,358.66,358.91,372.1,364.12,362.83500000000004,363.9,349.27,366.935,365.225,362.78999999999996,357.715,370.71000000000004,365.46000000000004,361.615,355.75,L7
2000-10-17 21:50:01+00:00,365.50666666666666,359.51,359.0333333333333,357.97,357.25333333333333,364.7966666666666,365.55,362.005,362.48,371.395,353.765,354.555,355.55,351.2633333333333,358.41333333333336,363.35999999999996,374.43666666666667,362.7866666666667,364.3833333333334,371.6233333333333,362.56,365.79,361.4833333333333,359.20666666666665,355.77666666666664,355.0233333333333,359.24666666666667,353.75666666666666,356.16333333333336,357.59,351.99666666666667,354.5733333333333,351.75666666666666,362.78999999999996,367.69000000000005,364.15333333333336,361.58,369.53999999999996,368.99,358.39,357.07,360.02,369.3733333333333,370.02,370.98333333333335,370.23,374.99666666666667,365.46,364.15,355.29999999999995,350.32,352.57,360.12,354.09000000000003,349.63,345.44,348.165,349.15,361.17,361.475,362.075,361.07,366.80499999999995,359.92,362.56666666666666,367.0366666666667,370.4166666666667,369.58,368.49,367.40999999999997,369.51,380.725,372.67499999999995,368.94,370.99,368.24,363.83,357.83000000000004,352.9,360.47,364.57,356.28,356.1566666666667,357.155,352.6166666666666,353.06666666666666,349.8533333333333,347.29333333333335,350.24,361.6566666666667,357.77666666666664,357.07,359.44000000000005,359.07666666666665,365.12000000000006,366.09666666666664,366.9633333333333,359.93666666666667,364.2266666666667,361.44666666666666,356.23333333333335,353.19,365.7,358.3966666666667,353.52,353.8733333333333,359.7966666666666,361.31333333333333,366.92,361.2133333333333,363.34666666666664,360.7133333333333,365.41,370.41333333333336,367.6333333333334,371.1033333333333,363.45,364.9633333333333,364.8533333333333,365.4266666666667,369.26666666666665,359.22333333333336,364.18666666666667,366.49333333333334,375.495,362.16,360.51666666666665,361.31333333333333,360.49666666666667,351.28999999999996,354.0,357.34999999999997,349.09666666666664,346.76666666666665,345.65000000000003,350.64000000000004,346.0,346.4866666666667,352.68333333333334,345.8966666666667,346.6566666666667,354.1166666666666,355.3833333333334,354.3233333333333,351.4766666666667,345.55333333333334,342.92,346.09999999999997,347.15333333333336,346.76,347.8733333333333,346.6333333333334,343.2633333333333,345.9566666666667,349.50666666666666,357.7633333333333,358.05,246.5233333333333,228.61333333333334,210.40333333333334,198.11,187.39333333333335,183.45666666666668,244.21333333333334,355.09,361.81,358.3633333333334,359.4866666666667,357.4466666666667,363.24333333333334,361.1066666666666,361.03666666666663,366.4066666666667,356.3033333333333,363.505,356.8233333333333,349.26666666666665,354.5,349.1433333333334,344.93666666666667,350.0133333333333,361.77,360.175,358.515,372.1,364.12,367.9433333333333,363.1066666666666,358.945,366.28999999999996,365.225,361.44,365.06333333333333,369.94,369.48,363.1166666666666,360.1933333333333,L7
