dates,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0041,nzd0231-0042,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0104,nzd0231-0105
2002-02-09 21:48:45+00:00,368.67,345.14,363.84,364.21,277.15,322.41499999999996,326.93,299.95,,309.47,306.55,301.97,309.39,305.82,300.78,297.83,293.69,302.73,308.01,307.63,304.26,311.53,308.88,303.24,311.33,307.86,304.13,308.9,307.01,303.37,303.59,306.96,310.21,309.61,301.75,300.47,296.68,296.11,289.89,290.9,282.45,292.42,292.26,293.44,291.71,,296.27,294.86,,,296.89,298.86,301.58,300.39,300.25,,,,301.84,298.74,293.83,291.21,293.13,,290.1,289.67,285.08,282.8,289.27,286.66,285.01,291.2,283.88,283.7,,292.14,296.02,295.36,294.79,296.03,332.275,329.52,284.8,320.985,289.07,288.1,318.78499999999997,282.59,283.93,337.87,295.54499999999996,292.105,315.45,312.82666666666665,299.1,290.32,299.77,297.01,294.41,,,293.59,294.77,292.27,312.74,317.84
2002-02-25 21:48:47+00:00,368.67,333.09666666666664,363.84,364.21,282.135,306.94,313.67,300.46500000000003,305.82,309.345,307.23,302.305,308.21,306.51,300.87,297.435,295.235,302.4,304.03,308.48,304.57,312.355,308.57,304.1,311.395,308.46500000000003,304.275,305.365,306.825,303.28,303.9,307.835,307.66499999999996,308.385,301.78999999999996,303.4,295.045,295.69,291.375,294.475,284.57,295.71500000000003,292.945,294.62,291.585,,297.19,295.095,,,296.46,296.925,301.015,300.555,299.595,,,,298.55999999999995,298.555,293.98,293.56,292.85,,288.05,289.88,285.03999999999996,282.265,289.575,285.07500000000005,303.83500000000004,289.03999999999996,283.66999999999996,284.77,,291.985,295.855,297.1,295.995,296.325,319.51,317.3766666666666,285.555,310.66333333333336,292.51,289.385,308.66,286.17999999999995,284.025,337.87,286.57,285.6433333333334,299.265,310.195,299.295,288.935,296.615,292.93,294.5,,,293.96,294.31,293.71,306.18666666666667,317.84
2002-04-14 21:48:38+00:00,357.05,314.985,,,282.135,279.03999999999996,285.45,300.46500000000003,305.82,309.345,307.23,302.305,308.21,306.51,300.87,297.435,295.235,302.4,304.03,308.48,304.57,312.355,308.57,304.1,311.395,308.46500000000003,315.52666666666664,305.365,317.0733333333333,303.28,303.9,307.835,307.66499999999996,308.385,301.78999999999996,303.4,295.045,295.69,300.1066666666666,303.63,297.13,307.2633333333333,303.30333333333334,306.8833333333334,306.2233333333333,,308.55333333333334,308.99666666666667,379.72,352.07,296.46,296.925,301.015,312.89000000000004,313.45,368.1,369.72,372.83,308.31333333333333,309.86,303.84999999999997,301.90000000000003,292.85,,288.05,289.88,285.03999999999996,282.265,289.575,285.07500000000005,303.83500000000004,307.3566666666666,283.66999999999996,284.77,348.8,291.985,295.855,297.1,295.995,296.325,292.725,292.92499999999995,285.555,286.82,292.51,289.385,286.4,286.17999999999995,284.025,349.68,267.40500000000003,268.6700000000001,308.54999999999995,308.9325,299.295,299.9266666666667,296.615,292.93,294.5,,,293.96,294.31,293.71,303.95000000000005,274.21
2002-05-16 21:48:34+00:00,340.425,317.8066666666667,,,286.42,287.32,289.83,320.87333333333333,342.435,329.57,327.96000000000004,326.5466666666667,309.45,307.07666666666665,301.65,297.7866666666667,298.8566666666666,302.4,323.3066666666667,308.48,310.94666666666666,312.58666666666664,309.48333333333335,307.7033333333333,312.28999999999996,309.53000000000003,314.555,309.61999999999995,316.5375,305.1466666666667,306.52666666666664,310.27666666666664,310.70666666666665,312.61333333333334,301.78999999999996,320.3066666666667,296.11333333333334,295.69,300.1066666666666,310.9825,296.7075,306.6325,303.30333333333334,316.71500000000003,322.485,355.43,322.9225,308.6625,373.29,352.07,296.46,296.925,301.015,326.0975,312.8675,368.1,369.72,372.83,307.8925,309.65250000000003,319.17499999999995,317.5325,292.85,358.96,288.05,292.12,287.13666666666666,285.2366666666667,289.95666666666665,286.0466666666667,299.81333333333333,315.8325,302.8066666666667,293.52,344.45000000000005,295.49666666666667,301.7966666666667,301.6566666666667,298.1766666666667,298.88,295.90333333333336,296.50666666666666,288.8833333333334,289.4266666666667,297.3433333333333,298.1233333333334,288.7233333333333,286.6566666666667,284.38,349.68,269.0833333333333,270.4766666666667,304.0133333333333,296.92,317.4533333333333,309.785,296.615,311.06,295.3,,,293.96,294.31,293.71,296.6925,274.21
2002-06-01 21:48:28+00:00,353.28000000000003,332.135,370.19,380.66,286.42,287.32,289.83,320.87333333333333,342.435,329.57,327.96000000000004,326.5466666666667,309.45,307.07666666666665,301.65,297.7866666666667,298.8566666666666,302.4,323.3066666666667,308.48,310.94666666666666,312.58666666666664,309.48333333333335,307.7033333333333,312.28999999999996,309.53000000000003,314.555,309.61999999999995,316.5375,305.1466666666667,306.52666666666664,310.27666666666664,310.70666666666665,312.61333333333334,301.78999999999996,320.3066666666667,296.11333333333334,295.69,300.1066666666666,310.9825,296.7075,306.6325,303.30333333333334,316.71500000000003,322.485,355.43,322.9225,308.6625,373.29,352.07,296.46,296.925,301.015,326.0975,312.8675,368.1,369.72,372.83,307.8925,309.65250000000003,319.17499999999995,317.5325,292.85,358.96,288.05,292.12,287.13666666666666,285.2366666666667,289.95666666666665,286.0466666666667,299.81333333333333,315.8325,302.8066666666667,293.52,344.45000000000005,295.49666666666667,301.7966666666667,301.6566666666667,298.1766666666667,298.88,295.90333333333336,296.50666666666666,288.8833333333334,289.4266666666667,297.3433333333333,298.1233333333334,288.7233333333333,286.6566666666667,284.38,349.68,289.8875,270.4766666666667,304.0133333333333,296.92,317.4533333333333,322.276,296.615,311.06,295.3,,,293.96,294.31,293.71,296.6925,274.21
2002-10-23 21:47:39+00:00,351.3950000000001,349.28499999999997,370.19,380.66,294.99,303.88,325.21,360.635,374.565,371.815,369.42,374.91499999999996,311.93,308.21,303.21,298.49,306.1,,371.805,,323.7,313.05,311.31,314.91,314.08,339.35,341.025,318.13,314.93,308.88,311.78,315.16,316.79,321.07,,354.12,298.25,,,333.04,295.44,304.74,,346.21,371.27,355.43,366.03,307.66,366.86,,,,,365.72,311.12,,,360.5,306.63,334.1,364.095,364.43,,358.96,,296.6,291.33,291.18,317.04,313.74,291.77,339.57,341.08,311.02,344.33000000000004,302.52,313.68,310.77,302.54,303.99,302.26,303.67,295.54,322.99,328.305,315.6,293.37,287.61,313.255,,322.98,274.09,294.94,286.33,353.77,355.80000000000007,,347.32,296.9,,,,,,274.92,288.69
2002-11-08 21:47:44+00:00,350.9766666666667,350.04333333333335,354.21500000000003,362.39,294.99,303.88,329.86999999999995,355.74,370.5533333333333,368.7633333333333,369.805,368.41333333333336,311.93,328.28,303.21,298.49,306.1,,375.3633333333334,,323.7,313.05,311.31,314.91,314.08,347.31,348.84999999999997,318.13,314.93,308.88,311.78,315.16,316.79,321.07,,348.72,298.25,,351.8,343.625,295.44,304.74,355.38,354.755,363.27,357.41499999999996,362.575,307.66,365.07500000000005,368.14,,,,365.72,311.12,,,361.41999999999996,306.63,335.82666666666665,359.7966666666666,357.15,,358.96,,296.6,291.33,291.18,317.04,313.74,315.87,340.8966666666667,341.08,331.375,345.02,326.565,329.57500000000005,310.77,323.475,327.05,328.46000000000004,328.165,318.525,327.1166666666666,332.4866666666667,327.725,318.3,287.61,322.3666666666666,334.04,328.41,274.09,294.94,286.33,346.775,351.6566666666667,351.43,353.41999999999996,296.9,351.53,348.49,,350.78,,274.92,283.29499999999996
2002-11-24 21:48:02+00:00,364.565,363.34000000000003,354.21500000000003,356.85666666666674,,,346.1966666666667,352.765,368.1033333333333,368.135,370.19,365.105,,348.35,,,,,384.4866666666667,,,,,,,366.84,369.57666666666665,,,,,,,,,343.32,,,354.635,356.45,,,355.38,363.3,355.27,363.48,359.12,,368.235,368.14,,,,,,,379.17,361.41999999999996,,349.225,357.11999999999995,349.87,,,,,,,345.79,338.76,340.82500000000005,341.3833333333334,,351.125,348.45666666666665,350.895,349.94500000000005,357.34,351.42,355.665,358.595,355.53,348.41499999999996,343.35499999999996,345.225,339.85,343.23,,341.005,345.735,347.06666666666666,,,,339.78,357.80499999999995,351.43,361.355,,351.53,348.49,,354.17999999999995,,,283.29499999999996
2002-12-26 21:48:11+00:00,346.78499999999997,351.56,338.24,344.95500000000004,,,346.1966666666667,352.765,368.1033333333333,368.135,370.19,365.105,,348.35,,,,,384.4866666666667,,,,,,,366.84,369.57666666666665,,,,,,,,,343.32,,,354.635,356.45,,,355.38,363.3,355.27,363.48,359.12,,368.235,368.14,,,,,,,379.17,361.41999999999996,,349.225,357.11999999999995,349.87,,,,,,,345.79,338.76,340.82500000000005,341.3833333333334,,351.125,348.45666666666665,350.895,349.94500000000005,357.34,351.42,355.665,358.595,355.53,348.41499999999996,343.35499999999996,345.225,339.85,343.23,,341.005,345.735,344.45000000000005,,,,339.78,343.37,351.43,361.355,,351.53,348.49,,354.17999999999995,,,283.29499999999996
2003-01-11 21:48:14+00:00,346.78499999999997,351.56,338.24,344.95500000000004,,,346.1966666666667,352.765,353.375,368.135,370.19,365.105,,342.175,,,,,384.4866666666667,,,,,,310.78,353.215,354.53,311.68,310.42,306.88,311.43,312.2,312.94,310.3,304.5,323.745,,,335.62,356.45,287.34,300.46,325.235,329.515,324.51,342.58666666666664,328.34000000000003,302.61,368.235,368.14,297.73,307.83,303.81,308.66,307.13,,379.17,361.41999999999996,,349.225,347.8233333333333,349.87,,,,,317.88,,336.5733333333333,338.76,340.82500000000005,341.3833333333334,,344.3666666666666,348.45666666666665,342.6566666666667,349.94500000000005,346.825,344.99,347.65333333333336,358.595,353.45666666666665,348.41499999999996,340.6933333333333,343.99,320.77,336.15999999999997,,336.6,341.29,334.2766666666667,295.29,278.63,286.85,319.845,318.16499999999996,345.115,361.355,,351.53,325.255,295.6,352.5,294.32,,283.29499999999996
2003-03-16 21:48:34+00:00,336.67,338.25,338.24,344.95500000000004,291.84,300.56,346.1966666666667,352.765,343.77200000000005,348.97333333333336,357.825,365.93666666666667,,342.175,,,,,384.4866666666667,316.82,314.76,350.38,,,325.19,345.78999999999996,345.052,315.045,310.815,307.05,312.895,314.79999999999995,314.765,317.03499999999997,304.5,319.09666666666664,302.95,298.98,326.8575,350.6566666666667,289.28999999999996,300.46,315.46999999999997,318.53000000000003,315.75,332.6625,319.06666666666666,307.31,368.235,368.14,297.39,307.83,303.81,308.66,307.13,344.46,379.17,360.8566666666666,,349.225,350.525,353.3,,,,,329.635,,337.71000000000004,336.66333333333336,340.04333333333335,338.3775,324.76,341.845,345.175,342.6566666666667,347.99,343.73333333333335,341.415,345.38,355.4266666666667,353.45666666666665,345.93333333333334,339.02,342.45500000000004,313.9166666666667,320.74666666666667,286.04,323.51,341.29,334.2766666666667,280.64,271.99,280.72,319.845,315.84666666666664,337.53000000000003,361.355,313.98,334.025,318.0466666666667,296.05,352.5,296.275,275.1,273.54
2003-05-03 21:48:37+00:00,336.67,338.25,338.24,344.95500000000004,289.99,299.25,343.38000000000005,345.95,333.13,328.95,345.22666666666663,347.1966666666667,316.19,332.62666666666667,309.87,310.46,305.54,308.33,370.6333333333334,314.71000000000004,312.645,333.38,312.72,315.9,322.1766666666667,336.012,335.4,314.76666666666665,310.2266666666667,307.2966666666667,313.58,315.58,315.02666666666664,316.79333333333335,307.595,316.33500000000004,303.73,299.71000000000004,320.85,339.3375,290.27,301.005,309.8025,313.8225,312.14,327.33599999999996,315.60249999999996,307.31,368.235,368.14,297.99333333333334,306.575,305.235,312.94000000000005,312.39,322.51,341.885,361.03499999999997,301.84,319.90999999999997,335.44,335.22,294.01,,289.71,299.81,329.635,291.28,335.8266666666667,335.25,340.04333333333335,327.185,307.96500000000003,338.252,336.0425,331.595,332.605,334.59000000000003,331.834,345.38,355.4266666666667,353.45666666666665,345.93333333333334,324.9725,340.0733333333334,309.65999999999997,313.4675,286.56,314.1375,341.29,329.315,277.42,275.46333333333337,285.2633333333333,312.79333333333335,311.0225,328.8325,361.355,310.44500000000005,323.6333333333333,314.7825,297.79333333333335,352.5,296.9633333333333,275.1,265.96500000000003
2003-08-15 21:36:48+00:00,316.44,344.625,359.62,359.36,289.99,299.25,359.15,365.64,311.115,312.095,332.7449999999999,343.09000000000003,316.19,338.26,309.87,310.46,305.54,308.33,348.66999999999996,314.71000000000004,312.645,333.38,312.72,315.9,327.875,337.01666666666665,314.64500000000004,316.30999999999995,310.13,307.50500000000005,314.655,317.27,333.44,320.03999999999996,335.64,308.92500000000007,321.99333333333334,316.06666666666666,313.24333333333334,329.93333333333334,291.735,326.27,311.64,298.13,318.93,320.55333333333334,319.9033333333333,322.17,354.55,353.06,298.125,305.32,332.435,317.22,317.65,322.51,304.6,358.02,326.525,323.95000000000005,334.2966666666667,327.89500000000004,322.99,353.06,316.26,315.95,338.24,318.21,343.63,335.015,338.655,319.7166666666667,319.8666666666667,329.08,323.68,318.555,315.265,331.5466666666667,324.3933333333334,340.28,349.16999999999996,340.16,345.665,325.6233333333334,340.295,312.3666666666667,307.04333333333335,302.31333333333333,306.6366666666667,325.51,322.0,285.76000000000005,287.6266666666667,293.1166666666667,328.265,319.7666666666667,312.54999999999995,350.62,322.9533333333334,325.5566666666667,322.21666666666664,318.82666666666665,359.84,316.4166666666667,288.995,254.03
2003-08-31 21:37:06+00:00,316.44,344.625,359.62,359.36,294.43333333333334,303.21,339.475,343.76,316.9166666666667,319.93,332.65999999999997,339.3566666666666,322.575,335.59999999999997,317.515,316.62,313.43,316.65999999999997,341.7633333333333,319.33666666666664,319.13666666666666,331.59,325.115,324.78,330.47333333333336,337.0325,321.64,322.64666666666665,317.67333333333335,313.4533333333334,321.3733333333333,324.24999999999994,334.0125,324.43666666666667,333.7133333333333,315.1766666666667,323.185,318.5325,314.9175,328.125,298.7966666666667,323.87666666666667,312.7875,303.47,319.4575,319.0675,320.41249999999997,322.02750000000003,338.34000000000003,334.525,304.13,313.28999999999996,329.57666666666665,322.345,322.405,323.0333333333333,315.13,347.05,324.75666666666666,322.6933333333333,329.615,324.3966666666667,320.91333333333336,329.735,313.2,312.81333333333333,327.71666666666664,315.1333333333333,330.87333333333333,323.24333333333334,328.34666666666664,315.87750000000005,317.8625,322.03666666666663,318.4266666666667,316.1666666666667,315.33666666666664,327.17,323.475,332.6933333333333,337.43666666666667,329.285,336.1666666666667,322.6725,330.75666666666666,311.71000000000004,307.2925,302.95,305.5075,311.99,306.66999999999996,286.14250000000004,286.71250000000003,292.31,327.49,320.1275,315.31,334.575,323.295,324.7625,323.2525,320.0725,340.41999999999996,317.0025,283.75333333333333,247.12
