dates,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0041,nzd0231-0042,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0104,nzd0231-0105
2014-07-12 21:59:43+00:00,341.84,260.36333333333334,289.5366666666667,298.46,306.1166666666667,312.55333333333334,312.8,314.06666666666666,318.92,320.74,317.73333333333335,332.2966666666667,326.13,325.2175,313.1466666666667,316.37,315.46666666666664,327.7075,319.4733333333333,330.62,319.5466666666666,317.49,321.73,321.9533333333333,327.20666666666665,339.8025,339.12,325.6933333333333,324.10999999999996,331.3125,322.25,322.6566666666667,322.66333333333336,318.76,315.19666666666666,312.49666666666667,318.1625,307.9733333333333,300.40000000000003,305.03333333333336,299.3966666666667,308.3875,308.6975,305.3925,300.4866666666667,299.76,307.0225,310.0175,300.70666666666665,303.56,307.7,309.7033333333333,311.48,310.94666666666666,310.71333333333337,324.9075,310.56,310.73333333333335,317.02,307.5566666666667,304.68666666666667,301.71333333333337,299.87333333333333,294.50666666666666,291.9266666666667,293.7133333333333,293.57666666666665,302.705,294.2033333333333,293.46666666666664,293.45,291.3966666666667,293.49666666666667,296.51,296.87333333333333,300.05333333333334,301.8533333333333,306.29,317.52750000000003,308.61,314.54999999999995,314.045,308.19,295.84666666666664,298.50666666666666,296.38000000000005,292.83666666666664,290.24333333333334,291.26666666666665,297.735,284.985,282.3,277.995,275.58500000000004,307.71666666666664,301.2633333333333,304.34666666666664,318.175,319.14,306.1033333333333,306.7133333333333,305.57,298.4633333333333,302.2966666666667,,312.25
2014-08-13 21:59:54+00:00,338.17999999999995,260.36333333333334,289.5366666666667,309.02,306.1166666666667,319.88,312.8,320.925,326.5675,320.74,317.73333333333335,333.33500000000004,326.13,325.2175,313.1466666666667,316.37,315.46666666666664,327.7075,319.4733333333333,333.966,329.28999999999996,328.375,321.73,321.9533333333333,327.20666666666665,347.36,347.166,325.6933333333333,333.67,331.3125,322.25,322.6566666666667,322.66333333333336,318.76,332.63,323.6775,318.1625,319.03499999999997,300.40000000000003,305.03333333333336,314.33,308.3875,317.09000000000003,305.3925,300.4866666666667,299.76,307.0225,319.342,300.70666666666665,303.56,323.4375,309.7033333333333,311.48,320.7,310.71333333333337,332.04200000000003,310.56,324.59000000000003,317.02,307.5566666666667,317.3025,301.71333333333337,299.87333333333333,304.695,305.91499999999996,307.7125,302.885,310.21799999999996,306.4475,293.46666666666664,293.45,299.78499999999997,302.73,309.405,308.53499999999997,310.995,313.795,312.18,320.224,308.61,317.714,317.544,308.19,309.9925,306.88,296.38000000000005,299.4975,303.5875,303.46000000000004,308.5233333333333,300.44,306.5133333333333,292.4766666666667,299.15333333333336,307.71666666666664,301.2633333333333,304.34666666666664,318.175,319.14,306.1033333333333,316.3025,305.57,298.4633333333333,302.2966666666667,342.4,330.145
2014-09-14 21:59:59+00:00,334.52,260.36333333333334,289.5366666666667,317.12600000000003,306.1166666666667,328.558,312.8,320.925,326.5675,320.74,317.73333333333335,325.96333333333337,318.09666666666664,315.2333333333333,313.1466666666667,327.7825,326.53499999999997,318.85999999999996,319.4733333333333,336.598,335.012,331.696,321.73,321.9533333333333,336.23,348.15,349.14399999999995,325.6933333333333,336.204,331.865,331.7175,322.6566666666667,322.66333333333336,318.76,337.01800000000003,323.6775,310.68333333333334,326.684,310.0175,305.03333333333336,314.33,298.4166666666667,320.766,311.0075,300.4866666666667,299.76,297.62999999999994,314.9475,300.70666666666665,303.56,331.148,309.7033333333333,324.97,329.192,323.1025,332.812,310.56,331.964,320.97749999999996,320.645,324.65,313.845,310.86,312.008,313.002,314.53000000000003,310.202,311.402,311.02200000000005,304.2775,303.34749999999997,307.404,310.4,315.59000000000003,308.53499999999997,317.176,320.16999999999996,317.598,319.658,319.99,318.046,318.602,311.28,316.41400000000004,312.828,305.81,305.152,309.23,310.172,313.8325,307.3725,312.82,302.99,305.8175,318.9325,316.03,304.34666666666664,309.8233333333333,310.27666666666664,316.115,316.3025,317.8,313.77750000000003,302.2966666666667,335.505,337.78499999999997
2015-01-04 21:59:53+00:00,317.53999999999996,277.595,297.92499999999995,325.265,311.12,334.43,315.89,327.8633333333334,331.72666666666663,318.17499999999995,325.735,329.4533333333333,325.185,328.62,322.07,338.19666666666666,338.8433333333333,328.985,330.83500000000004,345.3725,347.48333333333335,347.2625,329.76,330.475,343.47,355.62,359.02250000000004,334.53499999999997,342.0375,338.7133333333333,339.74,331.395,332.525,328.06,347.6225,335.33,314.23,335.9375,319.8833333333334,313.85,326.3966666666667,309.435,334.09250000000003,323.25,312.02,310.935,309.21000000000004,327.0933333333333,307.715,311.875,340.83,315.525,334.70000000000005,337.1625,331.56666666666666,340.11749999999995,316.44,341.6325,331.29333333333335,330.71000000000004,334.1575,323.4666666666667,324.68666666666667,320.8125,323.23249999999996,322.74,318.81,319.765,317.275,313.4733333333333,312.5466666666667,315.5,319.6725,328.8775,323.78999999999996,323.945,331.87,327.1825,329.5325,331.23,329.46000000000004,326.7525,326.7033333333333,330.555,323.32,317.31,314.0925,319.57,321.13250000000005,315.1875,311.9325,317.695,307.3425,310.88,328.8833333333334,332.8066666666667,313.135,315.83,315.95,327.1666666666667,328.31333333333333,328.74333333333334,326.75666666666666,314.505,320.65000000000003,337.78499999999997
2015-03-09 21:59:30+00:00,318.605,294.89,304.01,331.44666666666666,322.755,341.00666666666666,330.29499999999996,332.03499999999997,338.46,335.09000000000003,342.925,345.845,335.03499999999997,342.53,345.68499999999995,349.53999999999996,351.8933333333334,353.48,349.82000000000005,358.86000000000007,354.04999999999995,351.94666666666666,332.65,347.36,352.53000000000003,356.69500000000005,361.68,340.36,340.235,347.74,351.97333333333336,346.775,350.04499999999996,347.01,346.0133333333333,344.87,329.77,343.34,329.39,329.09000000000003,337.815,330.525,343.82666666666665,335.38,323.16,320.98,335.67,335.06,314.78,339.65999999999997,342.28,339.44,344.06333333333333,343.81000000000006,349.25666666666666,344.5333333333333,331.68,345.6366666666666,342.59666666666664,339.9166666666667,340.72666666666663,336.40333333333336,334.1066666666666,327.67333333333335,328.8966666666667,322.31000000000006,326.07666666666665,324.14000000000004,314.895,328.98,323.04,323.08666666666664,330.95,334.90500000000003,343.04499999999996,329.3766666666666,337.6166666666666,335.7366666666667,340.41333333333336,347.8833333333334,347.32666666666665,336.23333333333335,340.73,330.93,331.1066666666666,327.1166666666666,318.2249999999999,320.17499999999995,328.25333333333333,322.7266666666667,319.0166666666667,317.81666666666666,312.56999999999994,312.34999999999997,339.0133333333333,344.49333333333334,333.825,329.125,334.92499999999995,347.08666666666664,347.20000000000005,339.34000000000003,345.3833333333334,331.43,315.17,311.54499999999996
2015-05-12 21:58:53+00:00,318.605,294.89,304.01,322.395,322.755,329.875,330.29499999999996,332.03499999999997,338.46,335.09000000000003,342.925,345.845,335.03499999999997,342.53,345.68499999999995,343.29999999999995,347.97,353.48,349.82000000000005,354.80500000000006,350.2,355.42999999999995,332.65,347.36,341.76,340.82,345.59,340.36,334.13,341.615,347.90000000000003,346.775,350.04499999999996,347.01,341.73499999999996,344.87,329.77,336.37,319.91,329.09000000000003,337.815,330.525,336.645,319.69,323.16,320.98,335.67,335.06,314.78,339.65999999999997,322.57,339.44,333.37500000000006,324.46,343.75,336.57,331.68,337.7249999999999,332.89,329.92,334.07,329.485,329.25,320.88,322.67,302.82,319.38,317.985,300.47,325.115,318.04,315.69,325.885,329.48,343.04499999999996,323.115,333.59,333.97,338.115,344.76000000000005,346.345,329.995,334.80500000000006,325.34499999999997,328.34999999999997,323.625,308.68,308.55,323.87,319.21000000000004,314.44000000000005,310.855,301.5899999999999,305.62,332.23,336.57500000000005,333.825,329.125,334.92499999999995,347.55499999999995,347.20000000000005,324.19,338.21500000000003,331.43,318.56333333333333,295.56
2015-05-28 21:58:55+00:00,318.605,277.365,298.395,322.395,316.8533333333333,323.15,324.8533333333333,327.24333333333334,332.6133333333333,331.41,335.88000000000005,338.2,331.02,334.2966666666667,345.68499999999995,335.93333333333334,338.0733333333333,353.48,340.6466666666667,345.0266666666667,340.52,347.3533333333333,332.125,341.40333333333336,337.38,337.4,339.66999999999996,335.865,332.47,335.68666666666667,340.44666666666666,340.9066666666667,343.03666666666663,339.99,335.34666666666664,337.5466666666667,325.73333333333335,330.26,314.04,322.8,337.815,323.79333333333335,326.6066666666666,313.105,315.285,315.74,335.67,335.06,310.78999999999996,339.65999999999997,318.43,331.44666666666666,326.87,319.85,343.75,330.30333333333334,327.1166666666667,329.4833333333333,325.98,323.6666666666667,325.7,322.18666666666667,320.81666666666666,313.18,313.66333333333336,298.575,311.9766666666667,309.49333333333334,297.365,325.115,310.46999999999997,309.57,315.7766666666667,314.36,328.4866666666667,315.48333333333335,324.37,324.22333333333336,327.04333333333335,344.76000000000005,346.345,323.2633333333333,325.05,316.37,320.50333333333333,316.05333333333334,303.155,304.14,316.6566666666667,313.31,305.40000000000003,303.0466666666667,295.95666666666665,296.6,326.1866666666667,327.08,327.26,323.69666666666666,328.71999999999997,347.55499999999995,347.20000000000005,317.22,338.21500000000003,324.6666666666667,318.56333333333333,295.56
2015-06-29 21:59:14+00:00,318.605,277.365,317.60999999999996,322.395,326.3675,334.645,324.8533333333333,333.92,340.635,341.65250000000003,347.20000000000005,338.2,342.54,344.39,345.68499999999995,345.5925,338.0733333333333,353.48,340.6466666666667,345.0266666666667,352.9433333333333,357.2675,351.2,341.40333333333336,355.2866666666667,337.4,339.66999999999996,335.865,332.47,345.475,340.44666666666666,340.9066666666667,352.90749999999997,339.99,335.34666666666664,337.5466666666667,325.73333333333335,330.26,314.04,322.8,337.815,323.79333333333335,326.6066666666666,313.105,315.285,315.74,335.67,335.06,326.21999999999997,339.65999999999997,336.4766666666667,331.44666666666666,326.87,334.41,343.75,330.30333333333334,327.1166666666667,329.4833333333333,335.4975,323.6666666666667,325.7,322.18666666666667,320.81666666666666,313.18,313.66333333333336,317.0733333333333,323.75,319.5825,313.9266666666667,334.10999999999996,321.1575,309.57,315.7766666666667,324.11333333333334,328.4866666666667,323.83500000000004,324.37,324.22333333333336,335.8825,344.76000000000005,346.345,323.2633333333333,325.05,316.37,320.50333333333333,316.05333333333334,303.155,304.14,316.6566666666667,313.31,317.1175,312.91499999999996,311.12749999999994,296.6,326.1866666666667,327.08,327.26,323.69666666666666,328.71999999999997,347.55499999999995,353.57666666666665,317.22,338.21500000000003,324.6666666666667,323.7825,295.56
2015-08-16 21:59:34+00:00,334.42499999999995,259.84,330.81333333333333,336.53,337.15500000000003,344.325,337.9766666666667,343.3225,345.57,350.3866666666667,352.1000000000001,342.83000000000004,348.0925,346.6133333333333,360.495,352.485,337.355,370.45,344.45666666666665,351.55,357.405,356.8775,363.67,354.00333333333333,367.32,357.005,354.86,343.375,353.02,351.60749999999996,351.0833333333333,352.0833333333333,362.08,341.275,347.8733333333333,350.62999999999994,339.51,343.5133333333333,336.82000000000005,337.60333333333335,359.735,326.81,325.76,306.52,307.41,310.5,356.505,355.01,341.21999999999997,359.44,348.78333333333336,337.025,339.25333333333333,346.83,362.88,339.88333333333327,342.27,340.18,346.89750000000004,336.00666666666666,339.00666666666666,336.2366666666667,318.185,315.93499999999995,315.44,331.8333333333333,333.2875,328.235,328.3233333333333,346.3,328.03000000000003,319.56,322.41333333333336,324.37333333333333,328.135,329.0733333333333,328.8933333333334,328.53000000000003,336.7633333333333,356.075,360.40999999999997,332.7966666666667,336.05,326.24333333333334,332.92,325.46,321.34000000000003,325.28,327.90000000000003,326.0933333333333,325.7275,321.805,320.3,309.48333333333335,343.49333333333334,337.1466666666667,330.11,325.41499999999996,332.605,366.89,364.3566666666666,334.615,356.15,335.1033333333333,334.245,299.695
2015-09-01 21:59:39+00:00,334.42499999999995,259.84,330.81333333333333,336.53,337.15500000000003,344.325,343.625,343.3225,345.57,350.3866666666667,352.1000000000001,342.83000000000004,348.0925,346.6133333333333,360.495,352.485,337.355,370.45,344.45666666666665,351.6625,357.405,356.8775,363.67,354.00333333333333,367.32,357.005,363.3933333333334,343.375,353.02,351.60749999999996,351.0833333333333,352.0833333333333,362.08,341.275,347.8733333333333,350.62999999999994,339.51,343.5133333333333,336.82000000000005,337.60333333333335,359.735,326.81,325.76,306.52,307.41,310.5,356.505,347.31,341.21999999999997,359.44,350.295,342.6933333333333,339.25333333333333,346.83,362.88,339.88333333333327,342.27,340.18,346.89750000000004,336.00666666666666,341.1925,336.2366666666667,318.185,315.93499999999995,315.44,331.8333333333333,333.2875,328.235,328.3233333333333,346.3,328.03000000000003,319.56,322.41333333333336,324.37333333333333,328.135,329.0733333333333,328.51,328.53000000000003,341.2025,351.66333333333336,360.40999999999997,332.7966666666667,336.05,326.24333333333334,335.19,331.5425,327.16333333333336,325.28,327.90000000000003,326.0933333333333,325.7275,326.798,320.3,309.48333333333335,343.49333333333334,337.1466666666667,330.11,325.41499999999996,332.605,366.89,364.3566666666666,334.615,356.15,335.1033333333333,334.245,302.78
2015-10-19 21:59:54+00:00,332.2,259.84,329.485,339.4,340.92,345.98,344.4325,349.38,347.4433333333333,351.71,356.75,332.85,353.635,352.67333333333335,348.74,347.58750000000003,326.28499999999997,355.03,344.57,350.385,355.205,359.035,362.545,355.4866666666667,362.99,360.8033333333333,357.695,347.59666666666664,358.3533333333333,356.145,353.3733333333333,355.86000000000007,364.2625,325.95,356.6233333333333,356.12999999999994,344.17333333333335,342.135,341.29,343.64000000000004,360.39,310.33,306.53,306.52,307.41,310.5,359.21,347.12,341.21999999999997,,350.295,334.74499999999995,341.75,346.83,363.9,338.8566666666666,344.22333333333336,337.74333333333334,348.70500000000004,341.83,339.35,333.36999999999995,320.505,313.605,315.26,334.4825,333.3275,326.98333333333335,326.2275,346.7133333333333,329.7275,321.99,311.37,324.545,317.11,332.2666666666667,326.63,333.01,341.4475,349.97666666666663,360.775,331.24,337.40000000000003,333.9066666666667,334.9475,335.31,328.7025,332.59999999999997,325.30333333333334,322.78000000000003,324.83,326.188,323.90250000000003,311.8066666666667,352.3433333333333,344.73,314.13,312.84,316.31,,365.51,341.74333333333334,359.67499999999995,341.8633333333333,333.635,304.3666666666667
2016-02-24 21:59:45+00:00,,,336.9,342.94,350.01,349.35,353.5,362.56,356.71,358.7,367.3,342.79,362.82,365.52,337.08,336.51,334.29,338.3,358.32,354.16499999999996,341.4,361.6,359.17,361.0,350.0,368.4,360.53,356.04,369.02,367.42,366.65999999999997,366.06,365.99,,374.28,370.77,357.87,365.48,350.23,354.99,356.76,,,,,,,331.91,,366.65,354.83,354.03,347.95,368.56,,346.15,348.12,340.96,349.72,352.39,344.20500000000004,333.82,337.06,329.43,334.87,342.43,329.92,,319.94,341.72,332.78,331.14,,325.06,334.85,347.69,328.44999999999993,349.32,349.245,348.76499999999993,366.26,334.95,349.41,349.47,338.76,349.34499999999997,336.54999999999995,347.24,329.46,323.86,323.13,333.5400000000001,322.94,321.8,366.53,359.93,,,,358.38,362.985,358.805,364.42999999999995,357.35,328.54999999999995,304.33666666666664
2016-03-11 21:59:42+00:00,344.84,,340.20666666666665,338.11,346.71500000000003,349.35,337.18,362.56,361.41999999999996,361.78999999999996,360.735,346.93,360.565,361.255,339.64,347.71500000000003,347.87,340.345,356.13,347.98,343.24,361.6,361.62,362.58500000000004,352.34000000000003,369.105,353.285,354.70000000000005,362.47,372.09000000000003,362.83,365.53499999999997,373.58500000000004,,369.22,370.105,356.945,360.58500000000004,360.03499999999997,366.44,362.565,,,,,,371.76,352.0,371.89,366.65,373.28,,356.855,372.28,366.76,359.465,354.635,354.54999999999995,349.72,358.4,349.105,348.755,349.33500000000004,347.275,346.305,348.56,340.43,341.96,333.13,338.725,335.1,333.57,337.23,326.3,333.54,351.845,337.295,342.975,339.435,351.495,366.26,334.99,341.21000000000004,344.385,342.62,344.95,335.41999999999996,347.98,340.565,323.86,323.13,336.23,331.025,321.1366666666667,365.85,360.28,,,,352.615,362.985,364.24666666666667,366.30999999999995,363.7033333333334,333.5733333333333,311.4866666666666
2016-05-14 21:59:24+00:00,298.865,261.07,329.9633333333333,315.215,323.03499999999997,311.43,320.475,315.96,343.21500000000003,342.115,338.265,335.815,340.26,338.755,331.015,340.765,340.24,332.885,338.41999999999996,332.01,335.63,331.15,347.28999999999996,345.44,343.745,351.225,350.935,342.33500000000004,343.06,352.145,350.43333333333334,347.25,354.615,326.56,345.355,347.46000000000004,336.01,344.89000000000004,338.41499999999996,344.1,339.115,310.63,308.7,306.1,308.75,311.38,337.04499999999996,327.46500000000003,339.845,338.265,343.355,314.5,338.76,352.8733333333333,341.53499999999997,345.41499999999996,336.565,341.095,314.33,336.385,332.65999999999997,336.18,333.635,334.07,327.53499999999997,326.68,323.695,317.36,321.83,316.375,316.895,314.735,317.46500000000003,313.59000000000003,314.87,327.805,323.24,322.08500000000004,322.005,328.905,309.61,322.215,319.26,321.185,327.85,322.57,318.885,324.91,326.67,302.42,291.86,320.255,310.945,304.3,339.03,335.325,313.65,315.48,317.87,339.50333333333333,335.065,349.53999999999996,347.77,347.60666666666674,338.6,317.07
2016-06-15 21:59:33+00:00,283.43,262.21000000000004,321.09749999999997,307.2966666666666,316.50333333333333,310.67,318.81333333333333,316.04999999999995,334.88,335.26,333.40333333333336,331.0133333333333,334.58,334.17,327.64,334.48,333.23333333333335,330.25666666666666,333.8933333333333,329.9633333333333,333.09666666666664,330.91999999999996,341.64000000000004,338.47333333333336,339.6066666666666,345.16,345.8233333333333,338.33,339.25,344.14333333333326,345.4475,342.5,347.47,328.575,339.81,339.86,329.78666666666663,336.8425,329.8666666666666,334.06,329.31,311.265,309.44,306.995,310.015,310.625,326.6466666666667,319.7266666666667,329.45,329.1766666666667,334.46,316.365,330.2733333333333,342.77,333.81333333333333,336.5233333333333,329.17333333333335,332.26666666666665,314.41999999999996,327.36,325.6766666666667,327.78000000000003,325.2166666666667,323.84,317.84666666666664,317.2166666666667,315.3633333333333,309.78,313.14,309.6766666666667,309.93666666666667,310.53000000000003,311.06333333333333,308.9266666666667,309.69,319.25333333333333,318.13000000000005,316.97,317.2833333333333,324.01,310.52,319.30333333333334,315.73,314.83666666666664,321.32666666666665,316.59666666666664,313.60999999999996,318.7266666666667,319.8966666666667,303.52,292.84000000000003,310.0933333333333,302.7366666666667,297.2125,332.76666666666665,326.99,314.605,317.47,318.01,333.3725,328.45666666666665,340.21500000000003,338.71,338.1675,338.6,317.07
2016-07-01 21:59:42+00:00,276.22749999999996,262.1333333333334,315.8,304.42999999999995,313.49,310.85333333333335,318.2125,316.50666666666666,330.8325,331.36,330.95500000000004,328.66,332.5775,331.9375,326.2975,331.52500000000003,329.3225,328.945,331.1375,329.365,331.885,331.1333333333333,339.39,335.93,337.365,342.10249999999996,343.495,336.8725,337.7425,339.895,343.014,340.8575,343.5025,329.72666666666663,336.71750000000003,336.52250000000004,327.7625,332.726,326.03499999999997,328.9925,325.13,311.9066666666667,310.45,307.93666666666667,310.55,311.20666666666665,321.8125,316.3025,325.34000000000003,325.03,329.87,317.18333333333334,326.42,337.09000000000003,330.36,332.325,326.6275,328.075,314.0733333333333,323.33500000000004,322.47,323.8425,320.6175,319.2125,313.82,312.6125,311.6825,305.96,309.85749999999996,307.1225,307.055,308.9675,308.1975,306.435,307.565,315.4,316.1875,314.8875,314.5625,321.6125,311.07,317.805,314.1625,312.67,318.38,313.805,310.83,315.88,316.805,303.9066666666667,294.29,305.55,299.26,293.102,329.8775,323.22249999999997,315.69,317.76666666666665,318.08666666666664,329.996,324.7625,335.194,333.50999999999993,333.192,300.0366666666667,317.07
2016-07-17 21:59:49+00:00,271.692,262.2225,312.335,303.406,311.71799999999996,311.2375,317.16999999999996,317.0475,328.65,329.048,329.11,327.342,331.3,329.852,325.22999999999996,329.496,327.15,327.582,329.32599999999996,329.0,331.162,329.765,337.322,333.454,335.886,340.21999999999997,341.82,335.784,336.09000000000003,337.488,340.74833333333333,338.852,340.938,329.29499999999996,334.57000000000005,334.014,326.456,329.875,323.02799999999996,326.066,321.742,311.825,310.8075,308.6025,311.365,310.3525,318.88,314.006,322.026,322.396,325.904,316.925,324.348,333.34999999999997,327.726,329.406,324.08000000000004,326.13,313.6275,320.37600000000003,320.4,320.952,318.72200000000004,315.756,311.11400000000003,310.012,308.444,303.93199999999996,306.95,305.38800000000003,304.82,307.856,307.02,305.57,305.348,313.096,314.684,314.092,313.146,319.428,311.63,316.22799999999995,313.09000000000003,311.192,316.21999999999997,312.88199999999995,309.53000000000003,313.694,315.334,303.97,294.74,302.56399999999996,296.202,290.445,327.092,320.726,315.5025,317.8225,318.3125,327.26,322.54200000000003,332.13,330.1433333333333,330.0116666666667,280.9025,317.07
2016-08-18 21:59:57+00:00,268.2316666666666,260.178,309.09142857142854,300.82166666666666,310.0133333333333,310.466,315.94666666666666,315.784,325.7133333333333,326.3833333333334,327.1116666666667,325.31,329.25166666666667,327.84499999999997,323.185,327.2583333333334,324.7033333333333,326.0833333333333,326.89166666666665,327.06333333333333,329.81166666666667,328.822,334.5,331.1933333333333,333.7633333333333,337.70166666666665,339.485,333.2816666666667,333.9816666666667,334.82666666666665,338.1914285714286,336.69,338.245,328.226,331.74833333333333,331.04,323.9916666666667,326.44571428571425,319.88,322.7083333333333,318.26666666666665,309.904,309.312,307.602,309.748,308.90999999999997,315.8616666666667,311.4316666666667,318.665,319.24,322.91833333333335,314.77200000000005,321.46,329.9685714285714,325.3383333333333,326.86833333333334,321.82,322.82,312.594,317.79333333333335,317.83166666666665,318.2366666666667,315.90000000000003,312.7283333333333,308.1066666666667,307.3616666666667,305.935,301.32,303.81,302.6933333333333,302.335,305.455,304.02500000000003,303.80333333333334,303.34499999999997,310.40833333333336,312.53000000000003,311.49833333333333,311.62,317.4533333333333,310.232,314.62833333333333,311.5733333333333,308.74666666666667,313.98833333333334,310.4583333333333,307.67,311.195,312.69,303.406,293.502,299.84499999999997,293.9783333333333,287.4342857142857,324.40333333333336,317.8833333333333,314.54200000000003,316.662,316.274,324.64,320.035,328.3014285714286,326.4042857142857,326.4857142857143,265.96,317.07
2016-11-22 22:00:11+00:00,252.25799999999998,260.44800000000004,291.688,292.48400000000004,302.202,308.448,311.89,313.596,315.36199999999997,317.61199999999997,320.22400000000005,318.49799999999993,322.342,321.188,319.396,319.7,316.566,321.758,320.31000000000006,323.74,326.726,326.916,327.302,324.35800000000006,327.53599999999994,329.146,332.014,327.71799999999996,327.892,324.662,326.778,329.758,328.74,327.312,323.61800000000005,321.77200000000005,316.994,312.33599999999996,309.834,311.81800000000004,307.62399999999997,309.428,308.61,307.78799999999995,309.094,307.95,304.902,303.342,308.31,309.198,312.01800000000003,314.078,312.104,312.22,316.04,316.692,313.88199999999995,312.736,311.702,307.954,309.254,308.27799999999996,306.27200000000005,301.63800000000003,298.62600000000003,297.78,296.58599999999996,293.272,294.89199999999994,297.072,294.91600000000005,299.104,295.76,297.642,296.302,299.77200000000005,305.45799999999997,304.82599999999996,305.498,310.25200000000007,309.23,309.688,306.70799999999997,302.052,306.184,303.79200000000003,301.716,303.658,304.632,303.642,297.386,290.134,285.72400000000005,274.338,315.592,308.30800000000005,314.158,315.88199999999995,315.39,312.892,311.72799999999995,312.5,310.578,309.936,217.5333333333333,
2017-01-25 21:59:56+00:00,250.86,258.63,287.09999999999997,288.07,298.5833333333333,303.0133333333333,306.3566666666666,307.71999999999997,309.27,312.06333333333333,314.22,312.01,316.49666666666667,316.1766666666667,314.9633333333333,315.91,312.95,317.6166666666666,315.85666666666674,318.58,323.41,322.55,322.45,321.71000000000004,322.3633333333333,323.99,326.3966666666667,321.76,321.74666666666667,320.44,319.46000000000004,323.91,323.2,321.51666666666665,317.38333333333327,315.5933333333333,312.50666666666666,307.81,304.68333333333334,308.6433333333334,305.42,305.02,305.07666666666665,304.40666666666664,304.7733333333333,304.6366666666666,301.60999999999996,300.4766666666667,304.2,305.75333333333333,308.34333333333336,310.20666666666665,309.75666666666666,309.72333333333336,311.32666666666665,313.8666666666667,310.2966666666667,308.82,309.2,305.14333333333326,304.9066666666667,304.27666666666664,302.9166666666667,298.6133333333333,295.71,297.09,293.73999999999995,291.2733333333333,294.02,296.5566666666667,292.1166666666667,292.1666666666667,289.5233333333333,294.09,291.73333333333335,293.12999999999994,299.47999999999996,299.39,302.97999999999996,304.93333333333334,304.28333333333336,305.01,302.9066666666667,298.74999999999994,302.8566666666666,298.9433333333333,298.8566666666666,299.8,299.70666666666665,301.17,295.85999999999996,287.31666666666666,283.2966666666667,270.49,309.57666666666665,303.8866666666667,310.2966666666667,311.5366666666667,310.89000000000004,309.8933333333334,308.0133333333333,308.42,306.25,306.1566666666667,217.45,
2017-02-10 21:59:48+00:00,249.6625,256.965,285.9775,287.8325,298.255,303.465,304.8,307.07,309.43,310.59000000000003,313.53,311.975,318.665,315.90999999999997,321.175,317.22,311.8075,316.0775,314.7275,318.0625,322.125,321.83250000000004,321.355,320.0075,321.87,322.90500000000003,326.085,320.84999999999997,321.1975,319.3075,318.01750000000004,322.44,320.59499999999997,319.68,316.53,315.495,311.34250000000003,306.3625,303.4375,306.6275,304.36,303.79,317.90999999999997,300.91749999999996,302.645,304.6366666666666,297.25,298.1925,303.1075,305.26,306.84250000000003,308.86,313.0325,308.33250000000004,309.8325,312.14,309.2325,308.215,308.74,304.46999999999997,304.06,302.765,302.14750000000004,297.59,295.0625,296.45,292.80499999999995,290.3075,292.3925,295.2075,291.8025,291.755,288.85,292.7275,290.59000000000003,292.35249999999996,298.7175,298.7775,301.60749999999996,304.2075,303.865,303.92,301.47249999999997,298.14,302.03499999999997,298.01,297.82,299.0075,298.9,300.335,292.5825,284.815,280.96,269.89750000000004,309.53,302.81,308.57,310.3275,309.5075,308.3025,306.515,306.62,304.4925,305.0825,219.42333333333332,
