dates,satname,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0041,nzd0231-0042,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0104,nzd0231-0105
2002-02-25 21:48:47.943000,L7,325.49,309.75,270.57,293.35,288.69,276.73,288.26,302.19,304.40,310.24,308.34,303.20,307.37,307.85,301.91,298.51,296.55,302.88,300.82,310.52,305.42,314.38,309.10,305.39,311.78,310.04,305.36,302.32,308.12,303.38,305.43,363.89,355.20,365.84,358.42,343.97,340.48,364.94,348.28,382.85,377.29,364.53,358.26,292.18,293.40,294.99,358.60,373.82,379.65,380.50,286.33,296.65,376.57,344.38,370.37,292.93,297.98,296.53,292.72,291.32,296.20,294.63,297.85,299.64,384.62,371.03,362.77,339.38,375.56,363.92,294.30,294.72,290.40,287.52,285.08,289.33,367.13,353.86,333.77,280.03,290.88,284.11,280.55,285.23,284.49,289.59,294.97,296.20,297.02,294.83,291.27,293.64,286.53,290.73,298.59,290.07,286.07,286.95,282.51,281.93,267.71,271.63,280.90,297.40,290.38,
2002-04-14 21:48:38.601000,L7,322.99,321.47,287.89,288.27,292.77,287.94,289.96,301.79,310.39,310.66,310.34,306.05,310.75,308.63,302.65,298.49,294.89,304.34,301.44,311.14,306.38,310.36,309.67,305.01,307.90,310.00,310.18,312.65,309.09,304.88,305.94,305.11,305.13,310.21,303.49,303.49,301.64,294.34,293.65,291.07,296.11,293.93,298.94,296.92,295.98,295.76,295.56,293.43,295.55,295.88,358.67,359.39,341.12,295.75,293.49,297.12,298.49,297.80,293.93,293.62,298.18,297.03,302.14,303.16,306.36,307.07,303.01,304.27,297.32,298.67,298.04,292.70,290.20,285.83,288.70,288.30,283.77,283.13,281.71,278.06,283.61,289.60,286.62,280.00,284.72,295.26,301.20,296.76,294.51,298.96,294.06,294.68,293.04,293.10,299.42,291.72,285.01,283.11,278.90,281.28,263.50,273.57,269.70,273.20,255.28,
2002-05-16 21:48:34.178000,L7,324.12,321.31,316.44,295.28,298.56,302.45,294.73,365.45,382.91,371.69,370.06,373.00,313.15,309.34,303.83,299.61,306.69,363.63,367.05,362.74,319.67,316.82,316.27,314.25,315.20,310.82,313.99,342.87,365.76,307.95,312.50,314.11,317.77,319.27,341.45,359.22,364.88,340.65,379.95,302.69,297.25,295.65,300.71,304.84,311.41,303.08,304.94,299.62,302.04,303.36,295.20,305.09,371.31,346.70,336.85,350.97,370.28,308.83,304.81,306.38,306.70,309.91,306.11,314.23,312.62,310.66,306.08,314.08,307.23,306.11,307.07,302.25,297.79,289.73,294.36,294.59,290.81,289.52,290.19,288.27,291.53,331.58,341.67,334.52,330.16,302.36,303.64,308.62,299.94,303.77,302.45,301.88,294.06,295.08,303.69,306.13,291.99,287.20,282.81,281.96,270.77,274.90,281.01,275.48,266.02,
2002-06-01 21:48:28.245000,L7,323.14,318.53,317.18,339.77,312.99,306.77,300.21,317.20,357.41,370.14,366.85,359.58,356.48,355.99,354.88,358.62,353.87,351.52,362.44,357.79,320.19,316.40,330.78,316.98,316.10,323.20,319.80,317.17,314.05,316.55,310.90,318.48,323.23,326.92,311.12,313.92,334.32,331.44,337.87,300.90,309.59,309.46,353.78,351.43,307.95,312.03,303.57,301.70,308.42,352.23,344.22,315.77,304.57,315.53,302.80,306.06,346.90,338.88,315.89,307.52,313.31,315.10,310.40,314.15,314.80,349.67,310.26,324.27,311.65,309.26,308.73,302.86,299.65,293.55,306.37,296.74,297.10,290.78,291.23,286.82,316.71,297.74,292.00,295.67,289.17,300.70,302.73,312.73,304.72,303.02,332.85,341.34,298.17,292.56,306.84,293.95,295.96,295.87,314.28,290.13,279.41,287.54,287.44,283.46,281.49,303.93
2002-07-19 21:48:09.583000,L7,331.27,361.01,336.00,355.41,336.21,351.32,354.48,367.51,363.40,370.63,357.95,362.70,337.42,333.82,332.33,334.07,332.45,338.65,340.36,371.25,342.40,340.48,345.15,383.97,381.83,313.19,320.22,316.89,312.50,314.10,313.30,320.73,318.89,318.83,310.63,351.63,309.18,302.79,297.78,296.36,298.76,303.91,298.91,307.49,302.96,300.10,297.10,293.30,300.06,305.77,382.20,332.97,341.16,364.90,344.77,379.30,385.41,342.93,317.67,326.21,303.70,357.31,316.25,359.32,316.95,348.91,341.04,351.34,315.02,325.58,320.54,329.13,356.63,312.16,314.95,342.40,336.72,311.36,295.61,291.12,307.22,300.19,273.01,317.55,340.07,353.43,356.24,356.09,361.38,361.14,303.76,295.58,358.47,355.96,346.74,291.56,293.55,348.66,352.99,343.54,274.57,274.71,285.84,269.14,301.26,305.04
2002-08-20 21:47:58.545000,L7,323.64,325.00,294.33,311.35,289.05,297.93,303.89,309.32,312.00,315.18,311.13,315.44,315.99,315.35,362.00,363.48,357.09,355.97,318.48,323.51,312.52,320.55,340.96,332.76,327.87,320.62,327.35,327.20,346.23,344.33,322.92,321.33,334.52,318.72,310.60,350.46,313.27,296.95,300.17,297.33,302.08,302.21,299.36,303.64,298.53,296.43,297.42,297.30,297.01,296.78,293.07,299.00,298.46,298.17,295.93,297.53,302.49,308.02,304.02,347.90,371.20,364.97,355.98,365.52,369.04,360.60,390.92,,,,,,,,,,306.83,289.50,302.49,372.58,351.36,332.32,290.17,299.09,315.99,326.11,316.66,315.04,309.29,310.83,302.07,296.36,291.47,313.65,313.29,303.01,305.32,310.04,300.50,290.21,274.77,272.48,271.01,264.57,275.18,
2002-10-07 21:47:33.100000,L7,309.11,347.49,308.19,281.84,286.46,286.62,294.00,305.47,312.68,368.89,365.29,366.73,390.08,407.02,367.67,370.87,399.84,,,,,,,,,,,,,,,,,,,,,,394.57,354.64,346.50,334.82,344.28,329.34,319.45,312.10,307.00,310.02,338.62,366.91,406.51,,,,,,,,,,,,,,,,,394.69,353.32,306.19,306.22,321.43,,360.03,334.75,322.48,289.10,287.96,285.56,286.65,290.57,290.29,288.73,290.08,291.56,300.54,297.58,318.70,327.68,324.59,299.94,299.59,296.94,300.46,298.25,298.49,,,,332.00,324.07,343.56,323.32,283.54,327.84,
2002-10-23 21:47:39.211000,L7,,,381.24,351.75,363.74,366.66,350.57,361.39,370.03,372.08,372.38,374.08,388.33,397.79,387.24,393.15,393.58,389.95,380.02,379.19,385.06,375.66,378.05,362.73,370.36,365.77,370.02,385.81,410.65,,,,,,,,353.64,352.01,370.61,368.34,363.58,371.89,370.31,366.01,362.99,363.34,357.55,358.52,366.53,363.00,358.70,364.11,374.89,,365.06,362.39,366.30,361.99,365.81,363.27,364.70,368.13,370.47,373.79,372.27,379.46,401.47,354.17,351.76,355.77,359.13,353.19,349.83,352.06,354.80,349.87,350.41,339.89,340.03,333.42,339.84,336.86,356.78,346.83,342.28,352.48,345.44,354.60,361.65,355.72,379.84,360.42,351.44,346.09,348.29,380.45,372.45,348.34,337.72,344.37,342.76,362.08,330.96,342.32,328.87,256.59
2002-11-08 21:47:44.401000,L7,351.73,348.97,336.96,342.60,337.01,343.42,337.50,347.49,357.86,363.40,369.19,354.58,354.85,345.76,358.53,354.86,366.85,383.48,382.18,379.22,386.56,386.19,378.28,378.41,368.44,364.20,361.22,363.83,367.92,362.24,363.00,370.76,365.44,359.88,343.35,342.72,337.43,342.79,348.97,358.16,363.06,357.98,361.62,347.19,344.69,345.05,348.82,350.63,348.29,347.70,355.78,360.56,352.61,355.92,350.33,353.20,355.10,355.75,359.76,363.60,361.66,366.15,376.04,380.50,375.50,379.86,368.84,355.16,343.57,336.60,346.75,346.64,399.63,,,,,,342.04,341.77,337.95,338.73,346.14,343.14,340.08,345.28,340.18,349.91,335.31,344.44,349.24,347.05,334.68,331.50,337.27,334.94,335.96,342.31,336.24,330.94,339.82,349.88,341.04,330.28,343.11,
2002-11-24 21:48:02.112000,L7,289.97,330.56,278.74,277.05,279.58,280.66,286.92,304.67,326.52,318.77,349.98,307.90,304.88,307.61,302.42,301.34,298.36,303.25,303.86,312.89,311.95,317.89,313.77,308.45,312.03,316.39,310.35,312.68,310.88,306.32,308.06,312.32,310.79,332.38,312.30,317.48,307.06,299.38,307.35,298.58,324.48,300.19,304.05,295.61,329.45,293.61,319.70,291.34,298.64,320.14,289.45,302.86,294.76,293.99,294.98,296.19,298.42,300.38,298.71,294.79,298.92,302.34,307.11,306.47,307.30,309.02,301.44,304.16,302.68,304.28,309.20,314.04,293.40,288.22,292.58,291.32,290.06,289.54,284.41,280.17,287.44,287.83,283.63,284.80,286.76,294.78,294.91,302.25,298.94,318.96,296.29,293.51,287.58,290.38,296.50,292.32,289.15,288.49,284.82,286.64,268.06,268.24,267.45,269.71,266.13,
2002-12-26 21:48:11.926000,L7,274.92,300.89,273.99,275.46,272.78,279.04,283.66,302.54,310.60,311.13,318.46,334.25,341.08,344.95,361.93,356.91,297.80,302.20,305.41,314.31,359.67,362.56,370.78,381.23,387.33,346.94,372.38,385.33,306.94,303.21,308.92,307.01,311.93,312.80,302.65,306.49,297.57,293.12,297.31,294.01,294.70,299.59,296.08,351.87,339.78,293.68,291.26,287.15,289.67,293.46,348.14,392.48,336.12,351.00,339.58,294.15,294.17,295.44,294.45,290.16,295.28,300.76,311.01,307.19,307.24,305.39,296.86,299.22,298.62,300.58,299.82,297.64,288.66,285.17,285.73,285.27,335.49,330.95,331.80,336.84,329.18,336.72,281.59,278.54,286.23,302.16,297.65,291.30,291.93,348.64,352.88,339.89,324.69,310.45,327.04,289.68,286.14,281.10,282.72,274.32,263.41,260.74,266.57,258.96,264.97,
2003-01-11 21:48:14.464000,L7,268.04,306.74,330.45,,,,,395.60,350.77,394.85,387.28,393.63,389.00,395.26,391.29,376.70,372.09,399.39,386.33,,,,350.56,384.54,317.91,318.60,312.15,313.21,316.47,313.67,314.27,347.60,316.79,311.76,306.50,308.72,302.09,298.48,352.62,403.60,,335.94,318.98,322.85,349.18,309.35,350.04,295.51,350.16,297.82,308.66,300.48,295.83,299.01,296.28,302.43,299.73,305.48,300.78,297.80,301.54,310.57,307.60,311.71,310.37,311.63,379.45,330.18,325.12,325.99,363.56,360.89,353.16,357.85,364.81,346.09,347.37,343.00,348.40,346.59,345.22,339.88,339.37,331.27,335.20,329.47,347.22,340.51,333.94,373.25,367.11,350.66,343.72,337.10,342.26,339.84,329.82,337.00,331.84,363.61,323.36,302.33,297.61,288.99,288.40,
2003-01-27 21:48:21.149000,L7,279.34,337.15,334.23,333.64,326.32,353.61,326.19,323.33,329.91,340.02,351.05,337.44,,,,,,404.56,374.32,367.99,366.42,358.64,319.79,310.04,342.42,322.45,312.28,312.20,308.98,305.70,307.22,343.66,313.83,314.39,362.48,312.45,303.10,326.10,295.27,326.79,309.74,352.88,299.52,297.09,324.70,296.73,294.68,293.27,305.59,297.30,287.40,302.97,296.05,318.43,298.22,298.13,295.45,298.94,296.26,294.59,296.99,303.89,303.59,309.29,307.81,309.23,300.84,302.24,306.11,360.06,360.14,302.13,294.91,289.53,287.41,324.72,319.68,334.17,325.43,316.18,291.53,328.72,321.71,326.34,295.56,316.06,323.30,331.17,344.50,343.24,335.51,342.90,320.60,327.97,331.98,324.37,327.57,330.01,331.77,339.78,316.28,320.11,329.09,329.25,325.57,258.02
2003-03-16 21:48:34.204000,L7,319.33,353.81,288.99,376.56,336.43,337.18,328.25,374.95,362.94,348.15,371.11,379.06,358.47,367.72,388.81,380.91,376.91,397.81,390.11,367.44,367.83,389.77,403.45,,,401.24,392.61,346.05,371.49,366.93,363.22,381.69,395.21,,,,,,367.74,331.01,339.57,345.76,350.93,393.77,381.35,396.95,403.62,349.81,303.54,350.03,344.89,348.60,376.11,378.33,378.09,376.31,363.15,364.28,331.60,328.13,337.27,326.61,327.83,390.06,390.68,387.04,384.45,366.71,371.00,370.22,363.91,367.60,363.44,366.97,347.55,345.96,343.01,343.75,345.68,336.35,341.92,332.20,330.25,341.77,339.46,357.93,342.96,341.48,333.60,341.19,351.87,331.93,341.74,338.88,348.36,313.19,287.92,287.34,283.26,282.23,266.48,269.13,269.48,277.88,276.21,239.53
2003-05-03 21:48:37.175000,L7,,,,282.60,291.61,303.24,294.01,306.99,319.27,317.90,321.44,344.53,319.63,316.54,313.70,313.73,306.60,309.84,338.72,336.69,338.77,330.51,343.33,318.02,322.79,319.91,328.68,314.37,312.62,310.86,317.52,317.29,319.63,321.14,311.94,309.59,301.86,298.33,305.05,301.56,306.41,305.19,300.29,307.16,304.43,303.60,308.73,300.91,297.50,304.80,299.48,303.23,301.86,302.05,334.02,315.93,309.27,308.78,302.21,303.97,301.65,304.55,308.26,320.17,329.52,310.39,306.71,325.01,305.64,304.82,304.76,300.77,295.09,287.27,311.74,321.43,288.54,288.35,296.11,287.97,292.74,294.92,290.76,321.77,313.78,309.09,287.99,307.79,292.49,295.78,307.85,321.15,294.19,299.25,295.02,294.02,293.08,286.33,306.02,289.23,268.26,274.83,285.92,295.12,,
2003-08-15 21:36:48.503000,L5,358.97,350.22,348.17,342.49,341.26,349.01,347.56,353.89,355.36,352.72,357.99,343.74,345.96,344.95,351.12,349.60,351.24,358.52,344.34,357.40,357.01,359.88,363.83,375.25,376.91,361.36,367.02,363.74,370.32,354.03,367.91,367.37,355.59,364.13,348.80,352.82,343.88,339.15,350.27,338.99,337.63,344.21,338.07,343.80,342.96,346.54,342.00,337.37,332.59,336.12,347.49,335.89,337.40,342.49,338.27,341.18,341.78,338.15,344.37,340.60,347.57,342.35,343.69,350.63,344.04,342.95,343.25,345.96,341.10,335.73,331.87,344.44,338.47,333.15,330.54,320.04,324.33,324.99,326.69,320.83,326.26,326.62,327.67,330.39,326.67,329.72,345.88,333.39,334.86,331.57,335.78,330.64,338.18,337.47,330.40,327.37,327.37,320.70,320.30,317.69,309.77,311.08,302.89,300.35,294.78,290.50
2003-08-31 21:37:06.588000,L5,,,,,,,263.13,281.29,283.26,287.62,287.48,286.38,283.80,290.80,279.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-18 21:37:48.406000,L5,,,,,,,,,,292.70,298.23,304.62,302.59,309.04,293.34,,,,,,,,,,,,275.11,288.64,286.95,287.36,294.18,302.34,297.77,304.05,301.62,304.44,295.68,293.18,300.43,296.37,295.95,299.83,298.70,294.43,299.65,291.41,287.82,297.11,294.00,295.85,282.53,292.22,292.22,290.60,292.35,292.70,294.24,291.69,295.72,289.80,288.25,294.19,294.63,300.37,298.90,297.29,295.06,296.21,290.94,292.70,283.51,291.48,290.13,278.49,281.36,279.44,283.87,280.12,280.38,275.36,281.22,279.78,280.95,277.70,279.08,281.61,289.44,291.70,291.80,290.48,283.75,286.94,286.63,286.30,283.23,286.58,283.04,278.04,268.04,264.57,258.71,251.79,253.19,248.86,,
2003-11-19 21:38:14.402000,L5,,260.08,271.81,269.09,281.35,284.21,288.31,301.71,308.26,315.05,311.83,311.58,310.27,311.64,309.86,306.69,304.93,307.94,308.76,305.56,312.47,309.24,314.45,312.50,317.61,312.74,311.42,306.93,308.87,308.37,310.37,317.02,314.12,316.16,308.69,308.52,300.08,303.52,305.27,302.64,301.95,306.85,307.21,303.01,309.83,301.25,305.18,303.12,302.15,303.03,298.58,296.97,303.50,301.31,302.95,304.45,304.81,306.46,309.24,310.30,347.66,317.51,304.91,315.37,313.03,311.82,308.13,307.23,303.60,310.70,296.44,296.48,287.10,279.23,285.18,284.61,279.62,291.40,291.52,344.98,274.05,,,,,,,,,,291.94,298.36,289.41,292.11,292.00,298.03,290.59,281.87,284.56,273.62,265.34,260.53,260.56,258.12,,
2004-01-22 21:38:40.402000,L5,356.76,355.62,354.50,344.56,352.20,349.51,338.45,338.10,355.41,358.78,350.09,358.90,350.71,353.70,356.86,378.91,362.46,354.99,359.04,357.51,357.55,365.59,406.27,,,390.12,361.21,353.76,352.63,347.11,351.07,350.50,349.15,352.58,356.41,350.92,339.79,332.66,333.90,331.82,330.75,334.71,340.33,334.09,355.94,342.43,339.41,337.46,332.37,325.03,332.42,347.81,347.29,369.15,335.84,333.32,333.65,333.96,376.60,379.30,340.49,349.72,368.35,359.09,365.62,378.18,384.56,384.51,390.00,375.01,353.33,340.55,339.59,337.52,330.89,324.40,353.28,355.08,358.77,332.85,326.54,334.02,341.62,332.34,341.12,330.83,338.53,344.09,340.24,339.64,338.13,350.05,345.18,331.59,332.81,345.32,328.30,332.35,345.57,341.40,328.82,341.12,335.19,326.43,326.04,280.11
2004-06-30 21:41:46.478000,L5,,,,,,395.24,383.45,380.87,377.31,376.96,370.64,379.13,383.91,379.83,390.89,386.94,386.50,376.43,388.97,392.09,392.77,389.72,399.18,374.75,,,380.77,384.48,393.13,376.59,381.79,382.29,382.30,,,,,,,372.63,360.89,368.54,368.10,362.83,361.54,359.95,356.67,363.35,364.46,356.30,355.61,349.72,355.73,359.15,356.75,356.84,361.18,364.45,,,373.35,366.67,368.08,382.90,370.62,374.86,375.89,376.97,361.27,358.80,358.07,361.99,351.54,358.12,355.47,347.80,334.25,349.93,342.24,332.12,341.57,334.50,348.28,347.56,356.08,344.67,354.03,363.98,360.93,360.95,369.29,357.83,356.97,363.73,355.01,356.18,354.62,348.21,372.40,365.49,352.13,358.44,346.44,355.95,343.71,362.29
2004-09-02 21:43:21.489000,L5,335.25,333.21,328.90,329.31,323.18,332.77,326.69,338.85,340.54,343.39,342.43,341.24,342.07,340.67,339.61,341.72,346.16,346.59,346.81,355.52,357.05,344.44,342.22,346.66,352.47,350.32,348.76,342.96,340.70,346.67,349.05,351.61,345.80,344.29,337.46,336.39,321.88,324.80,332.52,331.48,335.62,332.02,332.63,324.92,326.38,325.55,330.70,325.32,321.72,319.80,324.25,323.13,319.10,320.64,324.89,323.10,326.35,329.10,332.21,327.33,331.94,334.41,335.67,338.37,335.14,343.42,334.19,333.64,331.65,328.97,327.44,322.15,323.15,318.07,318.45,315.30,314.73,316.07,310.15,309.22,313.42,314.11,315.29,313.87,315.91,323.70,317.36,325.76,327.13,324.58,322.18,326.75,330.66,337.60,339.60,339.33,328.94,331.32,318.15,312.79,307.02,302.38,307.85,318.59,319.40,299.77
2004-10-20 21:44:28.706000,L5,361.20,347.18,341.41,341.62,339.42,339.27,349.63,359.29,361.93,362.64,361.91,358.21,357.26,360.24,347.99,354.14,359.41,357.12,366.12,368.85,371.33,359.63,340.08,345.71,351.37,353.26,348.29,348.04,346.40,345.36,339.78,345.27,351.07,343.70,345.05,352.32,355.17,339.70,352.07,353.68,340.27,329.45,325.13,326.11,320.17,321.90,319.42,322.69,318.34,329.91,331.62,326.62,324.00,327.46,333.74,334.11,336.62,332.24,337.13,339.65,332.92,327.77,333.27,338.57,339.27,339.70,337.64,342.90,342.12,337.11,339.61,335.30,330.61,331.99,320.67,316.96,308.98,310.55,312.67,317.11,322.57,318.48,328.60,325.07,323.74,329.12,344.26,338.65,339.93,348.08,346.10,349.25,353.92,356.84,356.79,354.33,350.70,350.24,355.41,324.42,327.99,331.53,333.19,326.80,333.23,329.47
2004-12-07 21:45:24.093000,L5,244.44,273.17,269.54,269.51,288.37,287.80,294.17,304.44,308.46,316.84,317.03,314.67,315.12,314.98,311.74,309.29,305.81,310.00,308.51,313.20,312.85,315.48,311.47,314.77,317.91,317.50,314.21,315.22,314.10,312.67,313.20,313.93,317.12,313.85,312.71,309.56,302.11,297.02,303.41,303.19,306.04,301.17,303.47,300.88,297.47,295.90,291.77,296.90,289.75,297.62,292.94,299.77,294.37,298.79,298.61,298.88,303.39,302.49,305.55,300.18,299.39,302.09,306.59,309.97,314.73,310.87,308.61,308.25,302.74,305.51,298.10,302.55,301.44,295.36,295.14,292.83,285.57,290.24,280.63,291.29,289.65,288.85,290.68,286.50,294.83,296.32,298.38,298.44,306.04,298.73,299.10,299.89,298.32,294.57,298.69,296.01,292.88,287.39,281.06,279.20,272.00,262.33,261.66,265.08,241.31,
2005-01-24 21:46:06.161000,L5,352.00,333.38,348.31,358.28,335.81,340.60,325.36,327.78,327.28,336.14,335.11,336.06,338.71,340.41,336.90,337.24,337.29,340.19,344.79,343.91,351.32,347.32,350.80,347.55,343.66,343.32,346.61,347.15,340.40,343.65,345.16,344.52,340.43,338.86,336.67,336.41,328.88,338.82,330.12,326.45,326.09,319.77,322.41,325.61,317.86,319.39,314.02,321.46,314.49,322.96,318.03,318.52,312.67,318.48,325.61,324.32,323.68,325.45,333.80,335.66,327.17,331.86,341.71,334.50,334.08,332.59,332.44,330.79,334.32,335.32,327.84,329.02,333.70,320.43,318.93,317.42,314.42,310.29,309.62,310.05,314.99,315.69,318.16,314.74,308.75,312.96,330.77,322.58,326.50,325.19,332.72,332.13,328.25,318.23,317.71,332.72,332.15,324.28,323.81,334.88,349.49,355.07,353.11,354.67,351.66,343.23
2005-02-09 21:46:19.482000,L5,,,,,369.88,370.55,365.18,357.82,359.67,360.70,355.12,367.98,367.61,357.73,353.34,378.86,389.79,372.77,370.16,380.14,372.85,372.33,372.00,371.92,369.08,387.59,392.63,389.72,376.69,377.95,371.61,377.42,374.69,374.28,379.22,370.64,357.39,357.57,369.75,350.85,347.95,353.02,336.43,346.57,362.23,340.02,345.20,339.62,338.08,333.53,337.11,337.53,333.71,338.18,348.61,357.00,344.59,340.53,355.70,357.13,359.49,366.89,358.99,362.39,357.44,379.54,365.31,352.85,359.80,366.67,390.86,353.31,371.96,379.30,366.45,371.79,348.56,348.28,354.37,361.58,351.93,347.46,336.97,340.30,355.81,342.09,353.97,345.02,359.37,342.88,374.52,372.96,347.96,343.37,341.09,,354.40,349.26,352.37,350.37,357.03,362.61,359.04,361.90,348.31,348.55
2005-02-25 21:46:35.721000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.55,326.56,282.10,320.03,325.04,315.25,314.30,303.96,,,,,,,,,,,,,,,,,,,,,,,,,,324.69,302.88,326.56,351.80,307.55,382.03,,,,,,,,,,,,349.09,293.65,295.46,295.66,301.49,301.84,301.22,302.30,306.97,305.69,307.09,299.12,299.08,302.04,300.09,299.43,297.46,297.32,286.68,275.57,265.80,271.52,267.33,266.74,,
2005-03-13 21:46:47.612000,L5,325.49,336.42,348.49,356.69,353.05,362.42,358.73,351.62,362.32,351.61,351.64,349.76,345.49,343.14,348.92,351.32,353.92,352.98,350.70,352.42,352.11,358.37,355.12,355.55,350.61,350.96,353.24,348.28,348.72,346.74,350.00,352.29,354.17,350.57,350.42,351.09,344.49,337.81,342.38,343.94,340.36,335.91,338.57,333.03,329.08,326.33,322.06,329.48,327.12,325.97,328.34,321.88,322.71,329.55,330.22,330.86,339.73,338.88,356.64,344.13,,,,,,,,342.67,336.73,338.35,336.96,330.86,328.74,336.75,327.09,318.26,317.21,318.42,320.33,320.73,325.46,319.22,321.15,321.55,325.62,323.86,333.48,338.15,347.03,350.81,357.25,381.46,,,,,,,,,,,,,,
2005-03-29 21:46:54.602000,L5,,,,,,267.39,281.01,293.54,297.98,303.97,304.27,302.62,303.14,298.91,302.06,303.58,300.12,308.16,312.41,313.56,314.61,315.39,311.42,305.53,318.17,299.05,,,,,,,280.96,309.41,309.95,306.92,299.87,295.38,300.01,297.44,301.43,296.74,300.26,297.42,296.87,287.83,287.59,288.28,286.88,286.48,286.36,286.18,284.89,290.84,290.63,295.41,293.55,296.61,292.00,295.46,298.02,298.48,302.23,302.43,294.28,298.06,300.36,298.06,299.46,300.80,294.21,293.85,293.75,288.21,285.95,282.35,281.21,280.83,275.50,281.25,277.88,280.79,279.85,285.03,291.35,274.00,257.20,,,,,,,,266.04,294.05,293.81,289.67,283.25,282.35,272.79,254.82,255.25,257.78,,
2005-04-30 21:47:03.060000,L5,,,277.55,277.85,298.75,299.93,304.57,320.46,318.54,323.52,325.59,323.69,320.40,323.94,320.99,320.29,319.29,320.65,323.06,325.62,327.30,324.95,328.41,325.51,327.61,328.78,326.99,322.85,325.83,322.76,322.98,322.08,325.99,327.00,323.11,320.76,309.78,307.17,310.57,314.35,314.95,312.13,310.76,309.84,308.82,304.66,301.54,305.33,303.09,303.07,301.94,298.32,304.81,302.60,305.04,305.56,311.13,310.99,311.46,308.58,307.23,309.07,310.94,315.87,316.63,314.32,308.66,312.43,309.86,317.07,308.02,310.38,303.48,299.99,297.72,291.53,292.97,291.06,293.40,294.72,295.27,294.78,295.94,297.51,303.20,302.98,301.64,307.75,307.74,306.14,307.71,306.21,300.08,308.87,305.38,302.21,302.56,301.01,295.18,289.88,285.86,275.31,278.04,279.20,240.09,
2005-06-01 21:47:18.718000,L5,,,276.45,280.41,297.10,303.86,305.95,322.01,323.35,322.61,330.75,327.33,324.12,329.69,321.42,322.81,323.55,324.81,324.36,332.25,333.23,328.66,330.83,331.93,331.93,329.78,330.52,326.13,330.77,322.89,327.83,327.89,329.18,331.76,327.57,325.50,317.98,312.72,319.55,319.73,322.63,314.47,310.89,308.96,320.39,304.66,307.84,303.53,302.63,309.47,305.49,300.36,307.32,302.20,308.25,308.39,311.96,313.72,314.26,313.45,309.58,316.39,317.60,319.56,321.46,317.60,313.40,312.41,317.52,318.21,310.28,311.89,306.98,309.11,306.02,302.80,301.92,294.55,301.55,299.65,296.39,297.38,301.09,303.74,307.40,305.63,305.67,313.55,311.06,312.36,308.11,305.52,306.20,309.94,302.94,299.76,303.71,294.45,296.89,287.94,282.17,279.40,277.23,276.12,237.57,
