dates,satname,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0041,nzd0231-0042,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0104,nzd0231-0105
2005-07-19 21:47:39.248000,L5,251.87,255.16,275.23,276.54,298.37,301.50,307.69,324.60,320.88,325.76,329.14,324.76,320.98,322.83,322.81,324.61,317.92,328.94,322.40,326.25,323.08,325.41,323.28,328.49,332.95,329.72,323.77,321.38,325.99,319.04,324.13,322.66,330.40,327.48,323.24,319.51,317.23,312.32,316.68,315.11,319.91,310.95,308.26,307.85,307.29,307.46,300.52,302.59,301.63,305.80,304.95,301.13,305.34,303.65,313.52,309.09,309.19,309.43,313.42,314.11,310.73,306.47,315.56,321.89,320.13,315.24,311.01,311.10,308.34,316.85,311.34,314.00,305.89,301.85,304.13,303.26,296.23,299.52,292.32,297.12,300.83,291.46,303.56,295.98,303.35,305.48,306.80,308.44,315.24,312.65,309.77,305.96,305.88,300.54,305.62,306.07,300.84,305.27,293.55,288.90,279.35,277.36,276.49,279.15,237.36,
2005-11-08 21:48:04.756000,L5,,,266.08,274.08,288.22,293.06,295.34,307.13,314.08,316.99,318.71,314.07,316.26,313.59,313.61,307.38,308.61,313.69,314.33,310.09,314.03,314.81,316.23,315.37,319.57,318.32,314.06,312.57,311.38,310.45,310.28,314.40,317.34,314.92,310.60,309.48,303.35,304.95,307.72,303.32,307.29,306.16,302.92,300.24,302.08,293.03,294.84,290.65,295.26,298.39,291.56,293.10,294.78,296.79,297.32,296.31,296.26,303.16,301.11,302.67,299.55,304.27,302.88,309.78,305.57,310.36,303.20,303.32,302.63,300.23,299.96,299.88,295.96,287.64,287.21,286.01,285.32,284.71,280.06,284.76,291.54,287.39,287.24,288.82,290.99,294.93,297.16,298.17,298.50,300.29,295.66,299.37,297.04,298.43,294.28,295.21,295.12,287.50,283.38,280.17,272.06,264.24,265.33,261.29,241.34,
2005-11-24 21:48:28.120000,L5,,,274.50,275.15,289.72,295.26,294.24,311.94,310.44,316.52,314.54,316.70,315.34,317.25,313.62,311.86,309.04,312.98,310.12,314.42,317.79,317.67,318.12,315.57,321.21,316.63,315.93,313.40,315.16,311.07,315.17,314.96,320.98,319.00,315.90,312.29,301.65,300.73,305.50,306.41,302.24,305.15,305.04,301.31,298.18,293.26,290.52,294.86,293.01,297.38,292.99,288.56,296.66,297.75,297.75,297.25,302.17,300.51,310.48,306.27,303.10,306.06,302.33,311.80,313.59,310.43,308.26,308.46,301.40,309.59,298.60,302.78,298.89,293.32,292.97,287.72,289.14,288.25,282.82,289.84,290.90,290.25,294.90,287.88,296.31,296.81,299.76,299.47,303.43,299.87,300.16,300.47,297.21,298.56,298.16,297.32,295.26,291.82,283.87,283.03,269.29,265.86,261.55,258.13,,
2006-01-27 21:49:58.544000,L5,,,267.49,273.38,285.31,286.92,294.65,306.79,311.51,317.18,315.58,315.74,310.73,312.08,309.02,308.35,309.43,311.54,312.34,310.76,319.28,318.83,321.19,314.24,323.64,318.50,315.36,311.43,314.73,310.44,309.40,316.54,316.33,318.68,310.07,311.43,301.48,301.99,306.70,305.36,304.66,306.39,305.11,301.80,298.13,290.09,290.30,280.60,285.68,294.54,289.08,287.08,300.32,299.88,299.01,299.61,299.45,298.02,299.83,299.58,298.46,303.07,294.56,300.90,303.48,305.57,298.24,297.63,296.01,294.90,296.14,295.68,302.06,287.94,290.83,283.70,287.49,277.23,272.78,286.29,286.19,276.73,281.19,278.25,282.18,282.37,287.33,291.48,289.10,292.67,290.79,291.91,289.76,291.45,287.59,292.74,291.18,285.99,280.11,282.03,270.66,260.24,260.81,255.35,,
2006-02-12 21:50:20.287000,L5,,,,,,,,,,,,,,,,,,,,297.34,309.40,309.59,304.30,303.45,292.00,278.91,,,289.10,311.09,313.63,299.21,306.88,296.16,302.74,294.51,286.70,288.71,294.67,297.54,291.67,295.31,297.14,292.56,289.00,281.61,278.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.27,270.37,291.67,287.00,284.83,283.37,277.42,281.22,285.78,294.48,288.60,283.91,281.67,282.21,282.40,283.33,279.06,282.58,278.75,268.14,262.11,253.19,251.75,254.61,248.13,,
2006-02-28 21:50:40.410000,L5,351.82,342.09,343.08,338.15,340.65,337.81,343.01,342.81,345.87,348.72,351.45,347.36,347.62,350.37,349.69,349.30,351.58,351.74,352.29,354.44,358.55,362.05,362.40,366.73,360.17,365.41,358.32,354.19,357.45,360.21,358.77,359.30,356.81,360.41,353.96,350.17,347.24,338.99,339.32,340.24,338.40,338.50,335.93,336.01,327.07,325.77,323.56,323.24,326.03,329.20,328.51,330.81,333.61,334.64,342.14,341.92,341.64,347.20,346.42,360.11,352.04,354.82,356.42,352.56,363.30,352.05,357.85,348.61,353.32,346.70,348.28,348.74,339.79,341.17,338.77,330.05,326.94,325.39,326.75,324.47,330.29,320.27,331.77,337.15,340.83,336.50,341.29,336.66,337.40,343.08,341.59,336.92,336.07,334.45,334.43,335.87,337.35,336.11,332.04,334.13,330.38,318.93,328.46,327.47,327.98,318.96
2006-07-06 21:52:45.642000,L5,,,,,,,,,,,300.24,288.74,291.90,296.86,306.96,294.95,290.76,296.45,299.30,309.18,305.12,317.16,309.84,298.45,301.36,314.69,319.11,308.63,303.71,299.21,298.04,303.50,302.34,306.02,304.28,296.63,290.58,283.36,296.24,295.68,293.12,292.45,295.20,291.70,287.41,281.99,276.78,,,,,,281.63,285.86,280.82,285.55,284.66,286.77,295.23,285.79,287.83,292.60,290.33,293.76,293.90,297.16,291.27,287.68,287.61,292.46,282.30,286.36,284.15,279.26,278.52,275.33,276.98,271.21,272.29,274.94,278.65,279.13,277.06,274.67,283.03,281.29,283.24,286.71,287.94,287.64,283.71,278.70,280.43,281.37,278.09,266.21,,,,,,,,,,
2006-07-22 21:52:58.572000,L5,,,267.24,271.88,291.85,298.35,295.31,312.33,313.92,319.26,319.68,322.00,319.37,321.17,318.96,314.61,312.64,317.31,318.42,321.86,321.83,322.12,323.07,319.04,322.53,323.09,323.24,317.22,325.65,316.27,321.09,321.87,325.12,322.48,323.47,312.82,305.06,304.84,308.46,313.26,309.45,310.15,308.65,312.74,310.57,303.22,299.94,295.13,304.47,302.44,303.34,299.29,306.50,304.94,302.29,300.41,310.13,308.28,314.47,309.26,303.44,309.10,308.74,317.96,315.14,315.34,313.89,317.41,306.08,313.48,301.80,307.50,307.73,299.12,301.09,294.18,300.93,294.02,297.49,296.96,296.76,298.38,301.31,296.77,300.78,312.71,305.49,310.07,313.04,310.63,308.80,309.08,302.81,299.98,298.51,299.47,296.68,300.10,288.07,287.31,282.04,270.86,270.69,261.00,230.10,
2006-08-07 21:53:11.255000,L5,,,260.83,274.27,290.59,294.99,301.28,314.44,322.21,329.98,358.60,322.28,321.43,331.73,321.26,315.26,327.00,291.70,313.13,325.43,320.39,314.02,317.27,313.89,321.04,324.71,305.05,303.27,316.58,313.49,314.69,320.74,323.94,318.19,318.85,313.15,310.68,304.58,307.47,305.02,310.38,307.67,309.17,306.19,307.84,296.98,291.21,291.80,299.10,300.63,288.24,301.21,301.97,301.45,300.77,298.35,294.56,305.26,311.00,305.74,300.69,309.65,310.46,321.81,315.37,311.44,310.40,308.51,304.38,308.71,297.88,282.74,293.99,278.93,273.02,277.86,278.26,279.08,271.27,275.13,275.52,279.86,287.09,277.37,278.62,291.56,298.17,296.69,308.42,301.92,292.69,295.73,304.84,325.38,309.73,296.96,304.01,296.10,287.76,281.79,,,,,,
2006-08-23 21:53:23.469000,L5,,,261.62,269.06,285.85,286.69,290.70,305.84,308.20,315.72,315.16,315.01,311.76,314.62,313.08,308.71,303.27,312.60,312.13,314.76,314.89,316.90,314.31,313.24,314.00,316.08,315.04,313.89,315.20,308.00,315.74,311.68,319.37,314.60,316.86,309.73,303.80,301.47,305.49,307.78,309.16,303.36,306.61,304.68,302.50,300.09,292.11,292.07,297.92,302.02,293.59,298.28,298.01,302.05,298.69,296.01,295.47,304.48,308.47,301.11,297.56,303.92,308.85,311.41,313.45,312.01,306.73,304.47,300.52,310.36,300.39,307.89,304.86,297.50,296.28,294.37,296.51,296.43,290.25,295.59,296.36,290.24,296.62,289.56,297.64,297.97,298.46,300.01,310.76,303.38,305.05,304.95,300.19,293.65,297.86,292.76,295.75,292.87,282.28,281.98,272.20,260.70,258.63,254.20,233.49,
2006-10-10 21:53:56.892000,L5,341.50,340.66,337.74,333.99,336.38,350.70,345.79,354.57,352.45,348.53,345.59,347.20,343.41,342.80,335.36,339.39,343.13,349.13,346.93,346.09,348.31,348.23,346.39,348.28,355.18,353.54,350.93,345.54,349.32,351.31,349.24,350.20,352.98,347.66,340.68,335.68,334.10,326.31,330.90,334.25,332.35,335.73,330.24,332.75,330.00,329.09,322.87,321.73,319.27,324.22,319.03,322.81,320.63,323.80,326.86,320.44,324.48,324.82,330.72,325.39,328.59,332.63,335.44,336.42,334.55,336.07,327.38,336.35,332.64,329.15,324.57,323.58,319.22,315.61,309.66,312.92,316.44,316.26,309.11,312.01,314.86,309.91,317.37,311.62,317.44,317.15,321.27,323.67,329.08,326.21,327.38,331.98,327.12,325.86,317.71,320.09,315.88,319.08,325.23,317.94,302.26,304.53,310.02,314.75,314.24,252.77
2006-12-13 21:54:55.384000,L5,353.73,368.43,349.47,352.26,348.30,349.68,351.34,355.68,363.94,364.05,367.65,365.07,362.86,370.79,371.88,378.15,378.85,372.39,373.41,368.85,368.74,370.62,372.90,370.77,370.23,369.77,370.27,363.36,360.19,355.93,357.59,358.95,361.85,357.24,358.71,353.95,345.31,336.15,341.41,341.85,338.01,341.72,346.04,344.11,335.87,340.52,335.56,335.62,336.14,328.68,325.42,311.88,316.17,324.53,322.73,331.70,330.82,329.73,334.51,336.79,342.69,348.06,345.09,342.35,340.16,340.11,341.40,335.78,334.90,336.39,329.54,323.36,322.54,322.62,315.82,315.08,320.85,309.80,309.72,310.40,312.69,317.30,317.03,321.24,324.77,325.91,327.83,334.40,339.03,341.69,346.31,349.24,347.90,345.69,341.44,348.38,354.69,351.90,346.32,325.98,327.33,321.55,308.88,305.49,290.05,
2007-01-30 21:54:48.635000,L5,,,267.45,272.18,289.53,295.43,293.59,308.64,310.00,313.68,315.70,315.26,312.24,313.80,310.06,309.91,307.69,312.12,309.26,311.29,319.33,317.58,320.29,316.54,322.85,318.11,317.87,311.63,315.13,313.75,313.04,315.52,317.31,317.52,314.01,309.33,301.32,300.72,302.63,299.78,303.02,304.89,299.13,300.27,298.73,291.61,295.65,295.23,294.99,296.01,290.66,289.95,289.20,292.75,295.31,298.13,293.96,299.16,295.61,298.66,296.81,301.45,302.92,309.62,303.21,307.07,301.00,301.85,303.08,301.07,294.91,301.08,299.16,294.36,288.47,287.43,285.43,288.12,288.38,288.18,294.03,290.15,288.67,291.04,293.56,297.41,300.74,299.08,300.46,304.26,296.52,300.99,298.34,296.63,296.70,295.59,296.91,287.68,285.50,277.62,272.69,262.02,264.25,259.66,236.42,
2007-02-15 21:54:49.756000,L5,,,275.34,273.21,294.02,297.36,298.56,308.46,314.20,318.86,324.52,323.30,316.08,317.67,317.22,315.89,313.02,314.57,316.69,317.81,320.25,322.76,322.75,317.90,326.47,323.43,320.72,315.67,319.08,313.70,316.75,316.52,320.03,317.78,319.49,312.09,304.81,305.26,309.07,309.76,307.78,309.89,308.37,303.34,304.46,296.97,300.33,301.97,298.86,298.51,295.53,295.10,297.34,298.38,300.71,299.88,298.42,301.20,304.72,304.71,305.50,306.26,306.29,316.23,311.76,312.53,305.11,307.85,306.30,311.45,301.66,303.50,302.00,294.56,294.63,290.59,289.25,290.42,291.68,288.57,294.88,293.75,289.98,294.88,294.69,298.13,301.11,302.98,301.82,306.40,299.86,303.65,303.62,301.02,299.91,297.09,300.70,290.86,289.03,284.89,274.96,268.43,269.23,262.80,239.16,
2011-01-25 21:49:47.233000,L5,362.58,340.43,348.92,369.33,384.49,370.52,365.91,370.24,361.29,368.73,384.21,379.14,359.46,351.11,350.44,353.13,353.06,356.04,368.63,354.18,351.40,346.60,344.99,348.10,349.55,347.29,345.17,359.75,347.14,341.23,340.62,340.19,336.92,338.97,344.00,345.74,339.46,337.59,330.87,329.07,330.74,336.00,333.34,339.15,339.23,336.86,342.14,342.78,356.89,338.95,360.54,358.26,337.93,331.78,341.20,345.42,329.95,328.46,327.85,331.29,342.68,353.29,345.28,354.45,352.09,360.96,363.17,359.46,345.70,350.28,357.14,345.58,340.19,347.23,350.18,341.11,336.56,335.21,342.45,331.19,324.53,328.53,330.36,336.71,353.62,339.67,334.11,326.22,339.36,352.85,340.59,338.57,341.85,337.21,330.43,336.16,336.84,338.21,332.50,334.54,331.44,327.09,312.59,306.55,291.18,
2011-10-24 21:47:48.042000,L5,247.97,255.74,278.98,275.51,297.63,304.35,307.35,307.90,310.79,316.51,322.51,319.58,320.29,317.98,314.63,311.86,309.56,314.15,319.04,318.96,318.72,322.64,318.38,315.89,320.08,322.13,320.19,320.51,318.59,314.71,313.14,315.92,319.65,314.72,313.50,310.46,305.88,299.50,303.90,303.97,315.06,314.49,311.25,307.30,303.76,297.97,299.08,298.02,297.10,301.27,292.84,298.37,294.37,298.08,299.62,299.24,295.74,300.44,300.49,305.82,306.46,305.85,310.69,314.81,311.28,313.63,309.16,304.14,302.18,304.72,307.66,304.18,304.59,294.64,291.58,290.79,288.81,295.14,286.64,292.20,291.78,290.98,300.71,297.49,296.91,303.32,302.62,301.90,310.98,310.38,309.33,306.96,302.21,293.87,299.89,296.10,294.56,293.35,293.65,289.87,276.82,271.42,270.15,268.44,241.29,
2013-05-22 22:01:53.656000,L8,249.45,258.46,284.83,282.37,294.38,300.34,308.09,312.20,317.54,318.92,316.70,317.49,318.68,317.09,312.90,317.00,313.95,314.26,316.33,319.87,322.41,323.87,325.20,319.10,324.56,327.10,326.32,322.56,317.49,314.39,315.18,319.83,320.81,316.66,311.30,311.15,303.09,296.89,301.18,304.01,303.27,305.62,300.98,299.79,295.18,297.19,294.35,293.58,294.70,299.30,309.57,298.33,299.36,299.96,300.00,303.96,300.32,304.31,306.98,304.25,307.44,307.22,307.86,311.46,312.87,317.45,313.71,322.45,315.29,382.07,377.89,391.87,,,,,,,,,,,,275.00,286.56,305.25,301.75,298.80,302.33,303.02,301.40,303.74,296.17,295.00,302.02,297.28,292.45,287.92,285.72,285.41,281.32,287.29,257.27,262.52,,
2013-06-23 22:01:46.719000,L8,251.48,268.11,289.13,284.76,305.17,309.70,308.88,319.38,319.21,323.95,321.76,318.32,321.48,319.54,314.16,319.20,314.80,321.05,319.87,319.70,326.99,329.41,327.55,325.15,327.02,330.79,331.74,326.39,322.42,322.95,322.15,326.82,326.01,324.13,320.08,313.49,310.58,304.43,307.87,313.74,309.45,313.96,310.41,311.52,309.46,304.46,300.99,302.35,302.37,308.62,302.62,303.90,301.35,303.35,304.10,304.28,304.05,302.24,303.00,307.82,310.12,313.23,310.93,312.97,317.74,316.24,312.86,308.65,311.04,308.99,306.43,307.93,301.55,295.68,293.57,296.32,295.87,295.38,295.87,294.58,293.28,294.94,297.04,302.18,298.59,300.69,303.02,307.12,310.13,307.97,310.85,311.78,303.71,302.20,303.29,301.27,298.78,298.00,299.48,299.78,288.31,281.49,278.79,274.50,,
2013-07-25 22:01:49.952000,L8,,,,,,325.21,308.69,287.59,336.51,306.87,,,,377.98,310.01,318.51,327.21,329.49,341.03,317.81,323.48,332.16,333.60,314.18,322.85,326.21,326.15,320.16,314.53,311.52,315.22,314.13,317.31,314.58,310.55,307.57,299.29,295.86,299.89,307.36,306.18,304.42,303.00,303.55,300.56,295.66,290.00,293.00,291.87,298.02,291.85,295.65,295.19,293.15,301.04,298.69,296.27,293.64,291.35,289.28,,,,,,,,,,,,275.54,287.06,321.61,285.41,283.03,287.91,286.17,285.26,275.99,274.60,283.86,290.79,295.52,290.83,295.29,298.00,300.68,294.55,300.41,304.34,304.08,296.09,293.80,298.53,291.36,288.61,291.56,297.60,292.94,278.30,273.60,271.05,267.07,,
2013-09-27 22:01:43.236000,L8,,,,254.59,281.25,287.87,284.13,293.42,297.47,299.57,300.17,297.29,299.44,299.24,292.12,,,,,,,,,,,,,,,,,,284.20,291.06,294.76,290.65,288.18,282.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-29 22:01:34.321000,L8,,,,268.03,291.20,295.61,295.91,303.38,305.08,307.17,308.91,305.13,306.75,306.94,302.30,302.43,299.91,305.47,305.90,308.42,312.16,314.48,313.33,304.71,311.33,314.61,316.08,312.52,306.24,304.33,306.24,307.29,311.22,307.64,303.63,301.26,293.85,290.63,292.52,297.13,298.54,297.31,293.40,291.86,287.43,287.39,,,,,,,,,,,,,,,,,,,302.84,300.66,295.39,292.06,287.25,290.71,288.45,292.45,287.41,277.48,276.80,276.25,277.06,275.78,277.57,282.28,288.83,285.44,,,288.92,289.71,293.56,299.26,282.42,,,,,,,,,,,,,,,,,
2013-11-14 22:01:33.487000,L8,,,,,,316.63,297.40,294.02,293.07,310.33,305.64,303.62,308.29,305.77,302.46,302.87,300.30,305.31,305.66,309.90,314.84,314.52,313.80,307.16,312.44,315.12,315.09,307.12,302.00,297.34,297.76,302.30,308.58,301.28,298.88,297.74,288.35,288.64,294.85,290.20,300.59,296.66,316.04,287.70,284.47,283.41,284.40,286.29,284.77,288.76,279.97,288.05,285.28,287.25,284.17,293.19,288.75,289.05,291.82,287.09,294.48,296.81,296.21,299.99,300.80,300.37,296.41,292.46,292.85,292.72,291.96,291.10,284.94,278.05,277.18,278.48,277.32,275.92,275.88,275.84,276.09,277.37,280.19,281.88,282.82,284.68,286.05,293.25,286.30,294.64,288.27,289.18,284.71,280.58,287.86,282.93,276.36,282.09,281.56,279.93,266.44,264.87,261.76,256.07,,
2013-12-16 22:01:21.990000,L8,,260.76,289.56,295.99,301.95,304.43,305.16,309.10,313.72,315.14,315.52,310.49,316.31,313.37,309.71,321.65,350.21,314.27,311.64,316.86,322.37,321.50,320.83,316.47,321.23,325.17,323.51,318.52,314.24,311.45,313.34,313.61,316.75,311.66,309.21,307.29,297.31,295.15,298.92,305.29,304.33,300.07,302.14,300.36,296.16,295.37,293.01,294.63,294.74,296.47,292.81,297.46,294.04,291.19,293.74,294.24,294.06,292.93,296.28,295.93,301.36,302.71,301.50,305.72,306.53,306.67,303.60,302.31,298.32,298.39,296.46,295.63,290.59,285.11,282.23,283.41,281.15,281.79,283.90,283.49,282.22,284.29,284.91,290.49,287.42,290.75,292.10,296.32,295.92,298.36,299.65,298.77,293.30,295.88,294.49,290.95,285.39,289.09,290.86,287.35,277.67,273.37,271.28,267.05,,
2014-01-17 22:00:59.983000,L8,,,,,,,,,,,,,,,,,,,,,,,,310.61,314.05,316.35,317.23,312.60,311.89,306.62,307.00,311.16,311.47,308.76,304.55,301.35,297.52,289.87,293.54,297.03,298.18,299.44,295.66,294.52,291.38,290.10,289.03,288.29,287.53,290.59,286.08,289.04,286.18,288.05,288.13,289.43,287.42,288.62,293.09,290.56,296.43,299.53,298.59,302.20,301.37,301.63,299.49,295.94,296.14,295.39,293.22,291.71,287.60,282.23,278.59,279.68,279.80,279.08,281.54,280.11,279.41,278.95,282.80,287.09,283.68,287.86,287.90,293.96,289.97,296.01,294.51,292.27,288.37,287.66,289.54,286.04,281.94,285.36,286.47,282.83,271.49,269.22,263.61,259.25,,
2014-03-06 22:00:25.321000,L8,337.29,348.77,363.95,,,,,,,,386.66,354.64,349.59,354.53,375.21,360.68,364.37,355.19,373.50,354.68,360.95,361.85,383.86,370.20,367.47,368.37,367.18,373.41,365.85,356.86,362.88,377.81,387.63,394.64,363.42,373.20,365.55,375.67,357.77,342.30,339.01,365.74,375.55,366.13,371.08,360.25,369.42,377.97,374.80,355.51,343.54,331.58,336.20,324.27,333.10,338.45,330.61,334.53,387.61,381.48,377.70,390.20,390.19,358.67,359.14,354.26,381.02,353.80,345.83,354.39,350.11,348.96,338.42,371.71,383.07,357.40,328.08,323.09,321.52,322.50,322.55,325.99,329.48,332.88,328.84,335.54,336.26,341.30,330.19,351.28,341.02,329.67,332.21,352.15,347.72,337.84,331.36,363.33,341.30,340.29,339.03,339.22,343.63,362.36,356.30,264.73
2014-03-22 22:00:13.558000,L8,,262.73,289.71,276.98,302.76,300.28,300.03,309.85,310.26,312.27,313.12,308.76,314.64,311.87,305.99,308.90,303.60,310.63,310.11,314.87,321.73,319.88,317.70,312.33,319.13,321.73,317.92,316.46,315.39,309.45,309.90,311.28,313.24,311.70,306.88,307.87,299.63,292.83,299.41,300.92,304.47,298.67,297.95,298.96,294.65,292.64,291.68,294.45,292.38,294.68,289.09,292.91,292.25,291.32,295.98,294.83,290.54,290.55,297.23,292.35,301.45,299.81,300.59,310.58,307.30,307.62,301.69,301.63,297.29,298.15,298.89,297.43,291.88,285.24,283.49,297.10,294.52,292.27,263.58,294.40,299.06,287.05,290.87,295.24,277.26,275.48,,,,,,,,,279.50,288.11,269.77,300.54,263.36,270.48,,,,,,
2014-05-09 21:59:27.549000,L8,251.49,265.44,291.82,299.92,305.73,312.24,314.41,320.75,321.01,325.83,318.31,320.98,321.14,318.44,316.46,319.20,316.99,320.05,317.68,319.47,323.83,326.14,326.85,324.98,329.79,331.61,328.59,327.35,324.98,323.45,325.28,324.22,325.27,320.50,316.36,314.01,307.60,299.66,305.25,309.58,312.70,310.81,307.82,307.11,305.55,304.44,299.07,302.41,300.64,303.18,298.96,297.58,298.22,295.66,298.92,298.41,299.33,301.48,300.61,302.79,308.92,310.79,311.26,310.90,311.65,314.55,310.97,311.22,307.19,309.31,304.12,299.72,297.94,292.79,291.20,288.82,292.67,292.03,292.90,294.68,292.41,293.42,295.74,297.38,296.98,299.20,302.51,306.14,304.49,310.22,308.09,310.31,303.51,302.41,303.02,298.79,296.65,295.12,297.24,299.55,285.88,278.40,280.97,274.07,,
2014-05-25 21:59:22.796000,L8,250.10,264.42,292.34,298.47,304.91,311.09,311.27,312.76,319.43,320.93,317.45,372.27,316.00,311.04,312.46,309.35,314.29,319.47,322.24,336.82,309.10,305.87,315.67,322.63,332.85,330.64,327.98,325.38,325.65,323.33,322.40,321.74,322.52,319.54,313.70,311.13,306.99,302.09,304.62,309.13,308.56,309.73,309.13,305.34,305.04,305.70,298.16,301.70,301.47,304.25,300.97,297.04,298.67,300.10,301.46,300.83,293.16,302.58,302.74,303.05,307.14,306.92,310.56,312.34,311.12,313.08,309.50,308.90,310.07,305.64,304.40,301.70,296.13,293.00,289.93,292.44,290.42,289.63,294.27,293.22,291.08,286.11,285.91,297.91,295.66,298.87,300.71,306.04,307.20,301.01,292.61,295.87,285.98,285.92,292.02,284.34,281.26,282.45,282.05,286.63,276.91,288.78,297.96,253.08,,
2014-07-12 21:59:43.196000,L8,249.28,264.74,296.15,311.86,317.66,317.71,317.28,319.57,323.94,324.13,323.30,328.16,323.66,323.17,316.66,325.68,326.25,323.63,323.14,321.91,328.48,331.01,328.73,326.02,331.17,334.69,337.19,332.48,329.12,324.84,325.62,326.79,324.33,321.25,319.19,315.78,311.19,304.23,305.88,313.52,313.51,315.30,310.09,309.34,310.58,310.92,301.18,305.59,303.52,308.41,303.23,303.17,302.32,301.79,301.91,303.38,302.79,304.15,302.43,304.39,310.31,311.42,313.10,313.68,312.02,317.80,312.43,311.96,314.01,307.27,308.96,304.57,305.75,301.78,294.53,297.34,298.58,301.06,297.43,294.01,295.70,291.50,298.31,300.13,298.79,301.99,301.69,309.65,309.60,309.11,310.74,307.22,304.41,306.76,306.76,308.23,302.48,295.08,298.62,298.59,287.64,287.60,284.05,277.23,,
2014-07-28 21:59:47.112000,L8,,285.75,290.81,293.79,303.76,311.09,311.57,314.87,318.63,323.99,317.98,321.72,318.91,313.79,315.89,316.14,311.89,312.31,317.48,316.23,322.04,324.52,323.32,318.33,325.03,326.57,326.11,323.22,320.78,317.03,321.56,320.61,323.17,316.71,310.32,310.81,306.08,297.51,301.68,306.22,305.40,307.20,302.93,305.38,300.51,301.47,295.34,298.04,296.42,301.35,305.46,300.44,300.29,300.13,301.61,300.31,292.01,299.55,298.76,295.96,305.07,306.48,310.95,309.38,313.42,313.20,313.17,312.38,310.40,310.42,309.06,303.30,298.26,298.18,,,,,294.01,285.89,288.82,292.87,289.67,294.59,290.80,295.05,299.65,302.39,304.05,305.08,308.19,304.77,296.61,305.31,299.52,294.07,297.39,292.08,295.86,297.78,289.65,282.19,277.40,273.68,242.44,
2014-08-13 21:59:54.812000,L8,368.36,353.24,352.81,349.28,366.24,368.02,378.34,365.15,353.80,386.70,371.08,360.99,391.91,,381.45,384.93,393.46,386.75,387.96,374.40,385.23,387.44,,400.09,392.68,383.22,386.85,391.10,365.78,,,,,,382.87,375.88,382.75,373.86,375.13,381.43,395.23,407.96,378.35,362.22,343.85,366.71,379.04,382.87,378.23,366.56,363.65,374.74,345.40,340.19,369.64,357.52,358.05,357.24,356.46,371.89,366.39,370.24,376.81,353.28,369.64,358.64,361.48,366.93,369.38,375.17,356.03,359.95,356.68,334.48,331.23,349.19,318.65,338.12,329.64,351.83,351.44,322.05,328.36,324.91,346.00,345.90,334.01,328.08,332.48,334.05,330.53,337.02,360.93,318.82,334.72,328.52,320.58,337.94,332.10,324.64,336.39,341.60,321.82,320.08,343.33,299.44
